ROUTE_NAME,ROUTE_NAME_VALUE_DATE,ROUTE_NAME_VALUE_TEXT,SHOULDER_TYPE,SHOULDER_TYPE_VALUE_DATE,SHOULDER_TYPE_VALUE_TEXT,PCT_GREEN_TIME,PCT_GREEN_TIME_VALUE_DATE,PCT_GREEN_TIME_VALUE_TEXT,F_SYSTEM,F_SYSTEM_VALUE_DATE,F_SYSTEM_VALUE_TEXT,ROUTE_NUMBER,ROUTE_NUMBER_VALUE_DATE,ROUTE_NUMBER_VALUE_TEXT,COUNTY_ID,COUNTY_ID_VALUE_DATE,COUNTY_ID_VALUE_TEXT,ROUTE_QUALIFIER,ROUTE_QUALIFIER_VALUE_DATE,ROUTE_QUALIFIER_VALUE_TEXT,ROUTE_SIGNING,ROUTE_SIGNING_VALUE_DATE,ROUTE_SIGNING_VALUE_TEXT,ACCESS_CONTROL,ACCESS_CONTROL_VALUE_DATE,ACCESS_CONTROL_VALUE_TEXT,GRADES_A,GRADES_B,GRADES_C,GRADES_D,GRADES_E,GRADES_F,CURVES_A,CURVES_B,CURVES_C,CURVES_D,CURVES_E,CURVES_F,PEAK_PARKING,PEAK_PARKING_VALUE_DATE,PEAK_PARKING_VALUE_TEXT,MEDIAN_WIDTH,MEDIAN_WIDTH_VALUE_DATE,MEDIAN_WIDTH_VALUE_TEXT,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R_VALUE_DATE,SHOULDER_WIDTH_R_VALUE_TEXT,MEDIAN_TYPE,MEDIAN_TYPE_VALUE_DATE,MEDIAN_TYPE_VALUE_TEXT,SHOULDER_WIDTH_L,SHOULDER_WIDTH_L_VALUE_DATE,SHOULDER_WIDTH_L_VALUE_TEXT,WIDENING_POTENTIAL,WIDENING_POTENTIAL_VALUE_DATE,WIDENING_POTENTIAL_VALUE_TEXT,PCT_PASS_SIGHT,PCT_PASS_SIGHT_VALUE_DATE,PCT_PASS_SIGHT_VALUE_TEXT,TERRAIN_TYPE,TERRAIN_TYPE_VALUE_DATE,TERRAIN_TYPE_VALUE_TEXT,NUMBER_SIGNALS,NUMBER_SIGNALS_VALUE_DATE,NUMBER_SIGNALS_VALUE_TEXT,STOP_SIGNS,STOP_SIGNS_VALUE_DATE,STOP_SIGNS_VALUE_TEXT,AT_GRADE_OTHER,AT_GRADE_OTHER_VALUE_DATE,AT_GRADE_OTHER_VALUE_TEXT,SIGNAL_TYPE,SIGNAL_TYPE_VALUE_DATE,SIGNAL_TYPE_VALUE_TEXT,TURN_LANES_L,TURN_LANES_L_VALUE_DATE,TURN_LANES_L_VALUE_TEXT,TURN_LANES_R,TURN_LANES_R_VALUE_DATE,TURN_LANES_R_VALUE_TEXT,PEAK_LANES,PEAK_LANES_VALUE_DATE,PEAK_LANES_VALUE_TEXT,COUNTER_PEAK_LANES,COUNTER_PEAK_LANES_VALUE_DATE,COUNTER_PEAK_LANES_VALUE_TEXT,DIR_THROUGH_LANES,DIR_THROUGH_LANES_VALUE_DATE,DIR_THROUGH_LANES_VALUE_TEXT,THROUGH_LANES,THROUGH_LANES_VALUE_DATE,THROUGH_LANES_VALUE_TEXT,FACILITY_TYPE,FACILITY_TYPE_VALUE_DATE,FACILITY_TYPE_VALUE_TEXT,MAINTENANCE_OPERATIONS,MAINTENANCE_OPERATIONS_VALUE_DATE,MAINTENANCE_OPERATIONS_VALUE_TEXT,OWNERSHIP,OWNERSHIP_VALUE_DATE,OWNERSHIP_VALUE_TEXT,TOLL_ID,TOLL_ID_VALUE_DATE,TOLL_ID_VALUE_TEXT,SPEED_LIMIT,SPEED_LIMIT_VALUE_DATE,SPEED_LIMIT_VALUE_TEXT,STRAHNET,STRAHNET_TYPE_VALUE_DATE,STRAHNET_TYPE_VALUE_TEXT,NN,TRUCK_VALUE_DATE,TRUCK_VALUE_TEXT,AADT_SINGLE_UNIT,AADT_SINGLE_UNIT_VALUE_DATE,AADT_SINGLE_UNIT_VALUE_TEXT,AADT,AADT_VALUE_DATE,AADT_VALUE_TEXT,PCT_DH_COMBINATION,PCT_DH_COMBINATION_VALUE_DATE,PCT_DH_COMBINATION_VALUE_TEXT,PCT_DH_SINGLE_UNIT,PCT_DH_SINGLE_UNIT_VALUE_DATE,PCT_DH_SINGLE_UNIT_VALUE_TEXT,DIR_FACTOR,DIR_FACTOR_VALUE_DATE,DIR_FACTOR_VALUE_TEXT,FUTURE_AADT,FUTURE_AADT_VALUE_DATE,FUTURE_AADT_VALUE_TEXT,AADT_COMBINATION,AADT_COMBINATION_VALUE_DATE,AADT_COMBINATION_VALUE_TEXT,K_FACTOR,K_FACTOR_VALUE_DATE,K_FACTOR_VALUE_TEXT,NHS,NHS_VALUE_DATE,NHS_VALUE_TEXT,URBAN_ID,URBAN_CODE_VALUE_DATE,URBAN_CODE_VALUE_TEXT,STRUCTURE_TYPE,STRUCTURE_TYPE_VALUE_DATE,STRUCTURE_TYPE_VALUE_TEXT,LANE_WIDTH,LANE_WIDTH_VALUE_DATE,LANE_WIDTH_VALUE_TEXT,SURFACE_TYPE,SURFACE_TYPE_VALUE_DATE,SURFACE_TYPE_VALUE_TEXT,IRI,IRI_VALUE_DATE,IRI_VALUE_TEXT,CRACKING_PERCENT,CRACKING_PERCENT_VALUE_DATE,CRACKING_PERCENT_VALUE_TEXT,FAULTING,FAULTING_VALUE_DATE,FAULTING_VALUE_TEXT,RUTTING,RUTTING_VALUE_DATE,RUTTING_VALUE_TEXT,BASE_THICKNESS,BASE_THICKNESS_VALUE_DATE,BASE_THICKNESS_VALUE_TEXT,YEAR_LAST_CONSTRUCTION,YEAR_LAST_CONSTRUCTION_VALUE_DATE,YEAR_LAST_CONSTRUCTION_VALUE_TEXT,THICKNESS_RIGID,THICKNESS_RIGID_VALUE_DATE,THICKNESS_RIGID_VALUE_TEXT,BASE_TYPE,BASE_TYPE_VALUE_DATE,BASE_TYPE_VALUE_TEXT,LAST_OVERLAY_THICKNESS,LAST_OVERLAY_THICKNESS_VALUE_DATE,LAST_OVERLAY_THICKNESS_VALUE_TEXT,YEAR_LAST_IMPROVEMENT,YEAR_LAST_IMPROVEMENT_VALUE_DATE,YEAR_LAST_IMPROVEMENT_VALUE_TEXT,THICKNESS_FLEXIBLE,THICKNESS_FLEXIBLE_VALUE_DATE,THICKNESS_FLEXIBLE_VALUE_TEXT,HPMS_SAMPLE_NO,RouteID,BMP,EMP,sji01,sji02,sji03,sji04,sji05,sji06,sji07,sji08,sji09,sji10,sji11,sji12,sji13
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,71.3,05/31/2022,,1.055,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,38.7,38.8,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,114.8,05/31/2022,,2.967,05/31/2022,,,,,0.05,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,38.8,38.9,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,76.6,05/31/2022,,1.782,05/31/2022,,,,,0.05,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,38.9,39.0,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,54.1,05/31/2022,,1.084,05/31/2022,,,,,0.05,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.0,39.1,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,5.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,64.7,05/31/2022,,1.1,05/31/2022,,,,,0.05,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.1,39.2,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,80.2,05/31/2022,,1.06,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.2,39.3,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,60.8,05/31/2022,,0.722,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.3,39.38,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,60.8,05/31/2022,,0.722,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.38,39.4,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,46.6,05/31/2022,,0.739,05/31/2022,,,,,0.04,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.4,39.5,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,61.5,05/31/2022,,1.462,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.5,39.6,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,58.1,05/31/2022,,1.061,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.6,39.7,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,59.8,05/31/2022,,0.723,05/31/2022,,,,,0.04,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.7,39.8,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,53.3,05/31/2022,,1.102,05/31/2022,,,,,0.05,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.8,39.9,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,46.7,05/31/2022,,0.713,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,39.9,40.0,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,47.0,05/31/2022,,0.696,05/31/2022,,,,,0.08,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.0,40.1,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,46.2,05/31/2022,,0.737,05/31/2022,,,,,0.07,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.1,40.2,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,61.1,05/31/2022,,0.351,05/31/2022,,,,,0.07,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.2,40.3,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,76.1,05/31/2022,,1.475,05/31/2022,,,,,0.07,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.3,40.4,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,59.9,05/31/2022,,1.076,05/31/2022,,,,,0.08,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.4,40.5,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,12.0,05/31/2022,,6.0,05/31/2022,,52.2,05/31/2022,,0.691,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.5,40.53,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,12.0,05/31/2022,,6.0,05/31/2022,,52.2,05/31/2022,,0.691,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.53,40.6,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,71.7,05/31/2022,,1.456,05/31/2022,,,,,0.07,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.6,40.7,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,3.0,05/31/2022,,183.2,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.7,40.732,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,1.0,,41A228,11.0,05/31/2022,,3.0,05/31/2022,,183.2,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.732,40.78,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,1.0,,41A228,11.0,05/31/2022,,3.0,05/31/2022,,183.2,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.78,40.8,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,1.0,,41A228,12.0,05/31/2022,,6.0,05/31/2022,,183.8,05/31/2022,,0.338,05/31/2022,,,,,0.09,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.8,40.802,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,12.0,05/31/2022,,6.0,05/31/2022,,183.8,05/31/2022,,0.338,05/31/2022,,,,,0.09,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.802,40.9,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,12.0,05/31/2022,,6.0,05/31/2022,,89.3,05/31/2022,,0.0,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,40.9,41.0,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,12.0,05/31/2022,,6.0,05/31/2022,,66.8,05/31/2022,,0.0,05/31/2022,,,,,0.05,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,41.0,41.1,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,89.8,05/31/2022,,0.0,05/31/2022,,,,,0.05,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,41.1,41.2,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,67.0,05/31/2022,,0.0,05/31/2022,,,,,0.04,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,41.2,41.3,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,77.4,05/31/2022,,0.349,05/31/2022,,,,,0.06,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,41.3,41.4,True,True,True,True,True,True,False,True,True,True,True,True,False
,,,,,,,,,1.0,,,77.0,,77S,81.0,,,10.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,6.0,,,31.0,,,31.0,,,288.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6139.0,,,,,,11.0,05/31/2022,,6.0,05/31/2022,,113.3,05/31/2022,,0.0,05/31/2022,,,,,0.05,05/31/2022,,,,,,,,,,,,,,,,,,,,,,,,41100770016SB,41.4,41.5,True,True,True,True,True,True,False,True,True,True,True,True,False
