ValidationResultId,SessionId,ValidationRule,ValidationDescription,RouteId,BeginPoint,EndPoint,DataItemsImpacted,LastModifiedBy,LastModifiedOn,SpatialJoinRecordId,geometry
601334804,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,30200520007WB,0.0,0.1,Road Events,MJORDAN13,2023-06-14T17:10:39,88145,POINT (-82.27909108300003 37.67708238900002)
601334805,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,9.4596,9.5,Road Events,MJORDAN13,2023-06-14T17:10:39,168260,POINT (-81.78035201500001 37.344341052)
601334806,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,9.4426,9.4596,Road Events,MJORDAN13,2023-06-14T17:10:41,224869,POINT (-81.78081764699999 37.34415828700003)
601334807,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,9.4,9.423,Road Events,MJORDAN13,2023-06-14T17:10:41,224933,POINT (-81.78146920799998 37.34390077500001)
601334808,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,9.423,9.437,Road Events,MJORDAN13,2023-06-14T17:10:41,257249,POINT (-81.78116605899999 37.34402316900002)
601334809,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,9.437,9.4426,Road Events,MJORDAN13,2023-06-14T17:10:41,272368,POINT (-81.78100405700002 37.34408625999998)
601334810,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,14.9,14.9514,Road Events,MJORDAN13,2023-06-14T17:10:39,168511,POINT (-81.71516203800002 37.33846246399997)
601334811,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,14.96,14.99,Road Events,MJORDAN13,2023-06-14T17:10:41,224984,POINT (-81.71548613099998 37.33782233300002)
601334812,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,14.99,15.0,Road Events,MJORDAN13,2023-06-14T17:10:41,257334,POINT (-81.71573133300001 37.33759053599999)
601334813,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430083000000,14.9514,14.96,Road Events,MJORDAN13,2023-06-14T17:10:41,272397,POINT (-81.715349086 37.33808377700001)
601334814,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,2430016000000,16.06,16.078,Road Events,MJORDAN13,2023-06-14T17:10:47,225069,POINT (-81.69006670900001 37.32216228200002)
601334815,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,2430016000000,16.078,16.1,Road Events,MJORDAN13,2023-06-14T17:10:48,257328,POINT (-81.68996569900003 37.32245510000001)
601334816,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,2430016000000,16.06,16.078,Road Events,MJORDAN13,2023-06-14T17:10:54,225069,POINT (-81.69006670900001 37.32216228200002)
601334817,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,2430016000000,16.078,16.1,Road Events,MJORDAN13,2023-06-14T17:10:54,257328,POINT (-81.68996569900003 37.32245510000001)
601334818,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430016000000,19.3,19.4,Road Events,MJORDAN13,2023-06-14T17:10:39,168494,POINT (-81.65933128199998 37.357870746)
601334819,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430016000000,20.1,20.2,Road Events,MJORDAN13,2023-06-14T17:10:39,89192,POINT (-81.648859195 37.36017036499999)
601334820,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430016000000,20.5,20.6,Road Events,MJORDAN13,2023-06-14T17:10:39,89196,POINT (-81.64534140699999 37.36207706099998)
601334821,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2430016000000,20.6,20.7,Road Events,MJORDAN13,2023-06-14T17:10:39,89197,POINT (-81.64399848599999 37.361599571)
601334822,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,2430016000100,0.0,0.06,Road Events,MJORDAN13,2023-06-14T17:10:44,88888,POINT (-81.58412241399998 37.431771282)
601334823,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,24200520002WB,0.0051,0.0181,Road Events,MJORDAN13,2023-06-14T17:10:48,257260,POINT (-81.57084680700001 37.43113585499998)
601334824,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,24200520002WB,0.0,0.0051,Road Events,MJORDAN13,2023-06-14T17:10:48,272391,POINT (-81.570875016 37.43126529599999)
601334825,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,24200520002WB,0.0181,0.021,Road Events,MJORDAN13,2023-06-14T17:10:48,281417,POINT (-81.57084656799998 37.43101946799999)
601334826,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,2430016000100,0.0,0.06,Road Events,MJORDAN13,2023-06-14T17:10:51,88888,POINT (-81.58412241399998 37.431771282)
601334827,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,24200520002WB,0.0051,0.0181,Road Events,MJORDAN13,2023-06-14T17:10:54,257260,POINT (-81.57084680700001 37.43113585499998)
601334828,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,24200520002WB,0.0,0.0051,Road Events,MJORDAN13,2023-06-14T17:10:55,272391,POINT (-81.570875016 37.43126529599999)
601334829,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,24200520002WB,0.0181,0.021,Road Events,MJORDAN13,2023-06-14T17:10:55,281417,POINT (-81.57084656799998 37.43101946799999)
601334830,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2330010000000,22.0,22.05,Road Events,MJORDAN13,2023-06-14T17:10:39,170330,POINT (-81.99867535200002 37.84662882399999)
601334831,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2330080000000,5.61,5.66,Road Events,MJORDAN13,2023-06-14T17:10:39,170615,POINT (-81.87334256100002 37.72998065899998)
601334832,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2330080000000,5.662,5.686,Road Events,MJORDAN13,2023-06-14T17:10:41,226609,POINT (-81.87272342900002 37.73011841099998)
601334833,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2330080000000,5.6,5.61,Road Events,MJORDAN13,2023-06-14T17:10:41,258099,POINT (-81.87380959500001 37.73008491100001)
601334834,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2330080000000,5.69,5.7,Road Events,MJORDAN13,2023-06-14T17:10:41,258100,POINT (-81.87247651000001 37.73035681699997)
601334835,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2330080000000,5.66,5.662,Road Events,MJORDAN13,2023-06-14T17:10:41,281676,POINT (-81.872892342 37.72998825899998)
601334836,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,2330080000000,5.686,5.69,Road Events,MJORDAN13,2023-06-14T17:10:41,281677,POINT (-81.87255840199998 37.73027774899998)
601334837,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,0.7,0.8,Road Events,MJORDAN13,2023-06-14T17:10:39,49550,POINT (-82.58216367199998 38.386642736)
601334838,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000WB,0.7,0.8,Road Events,MJORDAN13,2023-06-14T17:10:39,49562,POINT (-82.58222615400001 38.38681670800003)
601334839,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50200600000EB,0.24,0.3,Road Events,MJORDAN13,2023-06-14T17:10:39,94289,POINT (-82.59063088099998 38.40312370700002)
601334840,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,0.2,0.3,Road Events,MJORDAN13,2023-06-14T17:10:39,94325,POINT (-82.58987571799997 38.38273788700002)
601334841,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,0.3,0.4,Road Events,MJORDAN13,2023-06-14T17:10:39,94326,POINT (-82.58833208999999 38.38352191199999)
601334842,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,0.4,0.5,Road Events,MJORDAN13,2023-06-14T17:10:39,94327,POINT (-82.58679113300002 38.38430308599999)
601334843,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,0.6,0.7,Road Events,MJORDAN13,2023-06-14T17:10:39,94329,POINT (-82.58370872500001 38.38586568599999)
601334844,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,0.9,0.9903,Road Events,MJORDAN13,2023-06-14T17:10:39,94331,POINT (-82.579151599 38.388163238)
601334845,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,1.0,1.1,Road Events,MJORDAN13,2023-06-14T17:10:39,94332,POINT (-82.577522311 38.38898190399999)
601334846,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50200600000EB,0.2,0.24,Road Events,MJORDAN13,2023-06-14T17:10:39,172602,POINT (-82.59150414200002 38.40339333600002)
601334847,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,0.9903,1.0,Road Events,MJORDAN13,2023-06-14T17:10:41,258637,POINT (-82.57838080699997 38.388553914)
601334848,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,4.9,5.0,Road Events,MJORDAN13,2023-06-14T17:10:39,94353,POINT (-82.506987552 38.39654536099999)
601334849,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,50100640000EB,5.8,5.87,Road Events,MJORDAN13,2023-06-14T17:10:39,94358,POINT (-82.49105456900003 38.39939397900002)
601334850,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-30,Cracking_Percent event segments must align with with the Begin and End points for IRI segments.,06100640000WB,5.87,5.9,Road Events,MJORDAN13,2023-06-14T17:10:45,172508,POINT (-82.49041426000002 38.39972949200001)
601334851,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-31,Rutting event segments must align with with the Begin and End points for IRI segments.,06100640000WB,5.87,5.9,Road Events,MJORDAN13,2023-06-14T17:10:54,172508,POINT (-82.49041426000002 38.39972949200001)
601334852,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630527000000,1.1,1.18,Road Events,MJORDAN13,2023-06-14T17:10:39,94204,POINT (-82.44418077799997 38.41548466900002)
601334853,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630527000000,1.0277,1.07,Road Events,MJORDAN13,2023-06-14T17:10:41,227580,POINT (-82.44452539700001 38.41678080299999)
601334854,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630527000000,1.0,1.0277,Road Events,MJORDAN13,2023-06-14T17:10:41,227637,POINT (-82.44466505399998 38.41727688200001)
601334855,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630527000000,1.0749,1.1,Road Events,MJORDAN13,2023-06-14T17:10:41,227638,POINT (-82.44438279100001 38.41623180099998)
601334856,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630527000000,1.18,1.1922,Road Events,MJORDAN13,2023-06-14T17:10:41,258557,POINT (-82.44399367699998 38.41483186699998)
601334857,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630527000000,1.1922,1.2,Road Events,MJORDAN13,2023-06-14T17:10:41,258584,POINT (-82.44403924699998 38.41473325200002)
601334858,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630527000000,1.07,1.0749,Road Events,MJORDAN13,2023-06-14T17:10:41,281828,POINT (-82.444438897 38.41644530399998)
601334859,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,12.7178,12.8,Road Events,MJORDAN13,2023-06-14T17:10:39,95558,POINT (-82.37503629700001 38.40102463800002)
601334860,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,11.8,11.9,Road Events,MJORDAN13,2023-06-14T17:10:39,95610,POINT (-82.39107363800002 38.39850785599998)
601334861,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,12.5,12.6,Road Events,MJORDAN13,2023-06-14T17:10:39,95614,POINT (-82.37861757899998 38.39995110400002)
601334862,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,12.3,12.4,Road Events,MJORDAN13,2023-06-14T17:10:39,95674,POINT (-82.38214965499998 38.39922449599999)
601334863,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,13.1,13.2,Road Events,MJORDAN13,2023-06-14T17:10:39,95680,POINT (-82.36881323699998 38.40362967599998)
601334864,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,12.7,12.7178,Road Events,MJORDAN13,2023-06-14T17:10:41,228553,POINT (-82.37589419699998 38.40076882699998)
601334865,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,13.8,13.9,Road Events,MJORDAN13,2023-06-14T17:10:39,95564,POINT (-82.35893850999997 38.409606354)
601334866,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630106000000,0.347,0.4,Road Events,MJORDAN13,2023-06-14T17:10:39,174093,POINT (-82.39286375799998 38.42790578900002)
601334867,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,0630106000000,0.327,0.347,Road Events,MJORDAN13,2023-06-14T17:10:41,228549,POINT (-82.39347871799998 38.42806804899999)
601334868,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06301060000SB,0.397,0.4,Road Events,MJORDAN13,2023-06-14T17:10:41,273363,POINT (-82.39401156299999 38.429371049)
601334869,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,20201190000SB,9.6,9.7,Road Events,MJORDAN13,2023-06-14T17:10:39,97712,POINT (-81.75136380100002 38.29482738500002)
601334870,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,23.1,23.2,Road Events,MJORDAN13,2023-06-14T17:10:39,51920,POINT (-82.20167578399997 38.431072626)
601334871,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,23.7,23.8,Road Events,MJORDAN13,2023-06-14T17:10:39,51922,POINT (-82.19078167200001 38.43204440099998)
601334872,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,24.4,24.5,Road Events,MJORDAN13,2023-06-14T17:10:39,51924,POINT (-82.17824289800001 38.43417816499999)
601334873,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,24.3,24.4,Road Events,MJORDAN13,2023-06-14T17:10:39,51943,POINT (-82.179895708 38.43371766000001)
601334874,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,24.0,24.1,Road Events,MJORDAN13,2023-06-14T17:10:39,51944,POINT (-82.18527882699999 38.43280294599998)
601334875,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,23.4,23.5,Road Events,MJORDAN13,2023-06-14T17:10:39,51946,POINT (-82.19607435299997 38.43110570099998)
601334876,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,23.1,23.2,Road Events,MJORDAN13,2023-06-14T17:10:39,51947,POINT (-82.20156997999999 38.43089525699997)
601334877,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,20.8,20.9,Road Events,MJORDAN13,2023-06-14T17:10:39,98746,POINT (-82.242201126 38.42416621500001)
601334878,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,21.3,21.4,Road Events,MJORDAN13,2023-06-14T17:10:39,98749,POINT (-82.23372823300002 38.426960549)
601334879,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,23.5,23.6,Road Events,MJORDAN13,2023-06-14T17:10:39,98760,POINT (-82.19425848600002 38.43131732500001)
601334880,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,24.1,24.2,Road Events,MJORDAN13,2023-06-14T17:10:39,98763,POINT (-82.18348445399999 38.43310785099999)
601334881,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,24.2,24.3,Road Events,MJORDAN13,2023-06-14T17:10:39,98764,POINT (-82.181690081 38.43341275500001)
601334882,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,24.4,24.5,Road Events,MJORDAN13,2023-06-14T17:10:39,98765,POINT (-82.17810133500001 38.43402256399997)
601334883,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,20.9,21.0,Road Events,MJORDAN13,2023-06-14T17:10:39,98802,POINT (-82.24066310199998 38.424860873)
601334884,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,22.6,22.7,Road Events,MJORDAN13,2023-06-14T17:10:39,98810,POINT (-82.21088878900002 38.431312408)
601334885,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,23.5,23.6,Road Events,MJORDAN13,2023-06-14T17:10:39,98815,POINT (-82.194374686 38.43147364700002)
601334886,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,23.6,23.7,Road Events,MJORDAN13,2023-06-14T17:10:39,98816,POINT (-82.1925736 38.43174080300003)
601334887,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,23.8,23.9,Road Events,MJORDAN13,2023-06-14T17:10:39,98817,POINT (-82.18899098000003 38.43235192600002)
601334888,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,24.1,24.2,Road Events,MJORDAN13,2023-06-14T17:10:39,98818,POINT (-82.183616868 38.43326571)
601334889,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,24.2,24.3,Road Events,MJORDAN13,2023-06-14T17:10:39,98819,POINT (-82.18182554499998 38.43356986200001)
601334890,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,24.3,24.4,Road Events,MJORDAN13,2023-06-14T17:10:39,98820,POINT (-82.18003422100003 38.43387401299998)
601334891,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,21.1,21.16,Road Events,MJORDAN13,2023-06-14T17:10:39,176138,POINT (-82.237621676 38.42586633600001)
601334892,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,21.16,21.2,Road Events,MJORDAN13,2023-06-14T17:10:39,176163,POINT (-82.23677552200002 38.42614857299998)
601334893,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,25.6,25.7,Road Events,MJORDAN13,2023-06-14T17:10:39,51928,POINT (-82.15661589000001 38.43786065)
601334894,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,26.0,26.1,Road Events,MJORDAN13,2023-06-14T17:10:39,51929,POINT (-82.14940167999998 38.439082359)
601334895,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,26.3,26.4,Road Events,MJORDAN13,2023-06-14T17:10:39,51930,POINT (-82.14399126500001 38.43999946700001)
601334896,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000WB,26.9,27.0,Road Events,MJORDAN13,2023-06-14T17:10:39,51932,POINT (-82.13314781399998 38.44172913800003)
601334897,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,26.9,27.0,Road Events,MJORDAN13,2023-06-14T17:10:39,51935,POINT (-82.13313409199998 38.44156106899999)
601334898,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,26.6,26.7,Road Events,MJORDAN13,2023-06-14T17:10:39,51936,POINT (-82.13855350400001 38.44075159300002)
601334899,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,26.3,26.4,Road Events,MJORDAN13,2023-06-14T17:10:39,51937,POINT (-82.14394547400002 38.43982920799999)
601334900,bc7d611f-1c62-4a17-9e9d-924e02866fe0,SJ-PM2-19,IRI values < 30 and > 400 should be reviewed and where valid; explanation provided in submission comments. ,06100640000EB,25.9,26.0,Road Events,MJORDAN13,2023-06-14T17:10:39,51938,POINT (-82.15113760100002 38.43860697500003)
