RouteID|BeginPoint|EndPoint|ValueNumeric|Comments|ValueDate|StateCode|BeginDate|ValueText|DataItem
28200520000EB|0.0|0.58|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28200520000EB|4.12|5.2|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28200520000EB|14.91|15.37|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28200520000EB|6.96|7.76|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28200520004NB|0.0|0.22|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28200520018EB|0.0|0.02|9|New 2021||54|01/01/2022||BASE_THICKNESS
28204600000EB|0.029|1.06|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28204600000EB|1.33|2.9|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28204600000EB|2.9|3.09|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28204600000EB|4.29|5.38|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28204600000EB|13.48|14.72|9|same as 2020||54|01/01/2022||BASE_THICKNESS
28204600000EB|14.72|15.15|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2830020000000|4.23|5.2|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2830020000000|10.32|11.4|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2830020000000|12.05|12.78|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2830104000000|1.65|1.93|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2830104000000|1.93|1.95|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2830104000000|1.95|2.65|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2830598000000|0.0|2.13|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2830598000000|2.4|2.59|9|same as 2020||54|01/01/2022||BASE_THICKNESS
