RouteID|BeginPoint|EndPoint|ValueNumeric|Comments|ValueDate|StateCode|BeginDate|ValueText|DataItem
2830598000000|2.59|2.98|9|same as 2020||54|01/01/2022||BASE_THICKNESS
2840007050000|0.0|0.324|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840007050000|0.343|1.11|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840007050000|1.11|1.83|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840007050000|1.836|2.1|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840011000000|0.08|0.58|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840014000000|0.0|0.63|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840016000000|1.7|2.5|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840016000000|2.5|2.614|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840016010000|0.59|0.74|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840016100000|0.0|0.66|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840019290000|2.54|3.32|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840021010000|0.0|0.89|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840024000000|0.0|0.3|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840024000000|0.3|2.789|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840025000000|0.0|0.57|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840025000000|0.57|1.53|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840027000000|0.0|1.57|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840027000000|2.12|2.59|8|same as 2020||54|01/01/2022||BASE_THICKNESS
2840052200000|0.001|0.82|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41100640000EB|128.91|129.49|11|same as 2020||54|01/01/2022||BASE_THICKNESS
41100640000EB|129.49|132.0|11|same as 2020||54|01/01/2022||BASE_THICKNESS
41100640000EB|120.69|122.62|11|New 2021||54|01/01/2022||BASE_THICKNESS
41100640000EB|122.71|122.9|11|same as 2020||54|01/01/2022||BASE_THICKNESS
41100640000EB|123.63|124.47|11|same as 2020||54|01/01/2022||BASE_THICKNESS
41100640000EB|126.65|127.58|11|same as 2020||54|01/01/2022||BASE_THICKNESS
41100640000EB|132.0|132.53|11|same as 2020||54|01/01/2022||BASE_THICKNESS
41100640000EB|132.84|137.48|11|same as 2020||54|01/01/2022||BASE_THICKNESS
41100640000EB|137.48|138.01|11|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|0.0|2.17|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|2.17|6.47|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|17.18|17.95|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|18.31|18.41|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|18.41|18.64|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|18.64|19.33|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|19.8|21.61|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|23.31|24.09|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190000NB|16.669|16.925|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190014NB|0.0|2.0|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190014NB|2.0|2.3|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190014NB|2.3|2.7|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190023EB|0.034|1.1|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190023EB|1.1|1.2|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190023EB|1.2|1.36|9|same as 2020||54|01/01/2022||BASE_THICKNESS
41200190023EB|0.0|0.033|9|New 2021||54|01/01/2022||BASE_THICKNESS
41200190023EB|0.033|0.034|9|New 2021||54|01/01/2022||BASE_THICKNESS
4130003000000|37.1|37.73|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4130003000000|35.98|36.18|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4130003000000|36.23|36.49|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|8.47|9.485|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|12.0|14.12|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|14.42|14.72|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|14.72|15.08|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|15.65|15.81|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|18.53|18.82|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|18.82|18.96|9|New 2021||54|01/01/2022||BASE_THICKNESS
4130016000000|18.96|19.79|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|9.485|9.8|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130016000000|15.08|15.4|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130041000000|0.0|0.71|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4130041000000|1.85|1.9|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4130041000000|1.99|2.19|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4130054000000|2.48|4.86|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130054000000|4.86|5.72|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130054000000|6.35|6.54|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130054000000|6.54|7.1|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130054000000|7.1|7.41|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130054000000|7.41|8.84|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130054000000|10.14|10.33|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130061000000|2.604|3.29|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130210000000|1.2|1.89|8|New 2021||54|01/01/2022||BASE_THICKNESS
4130210000000|1.89|2.79|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130307000000|4.55|5.59|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4130307000000|7.42|8.45|11|same as 2020||54|01/01/2022||BASE_THICKNESS
4140001000000|1.95|3.4|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4140001000000|3.4|4.14|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4140003180000|2.77|3.51|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140004030000|0.0|0.47|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140006000000|0.0|0.14|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140006000000|0.91|1.13|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140006020000|1.57|1.69|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140006030000|0.53|1.48|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140006090000|0.6|1.37|9|New 2021||54|01/01/2022||BASE_THICKNESS
4140008000000|0.0|0.11|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140008000000|0.19|0.75|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140008010000|1.02|1.6|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140008030000|0.0|0.65|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140009000000|5.28|5.54|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140011000000|0.0|1.26|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140016100000|0.53|0.9|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140016160000|0.0|0.42|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140016390000|0.0|0.64|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140018000000|2.99|3.0|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140018000000|3.0|3.51|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140018000000|3.51|4.41|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140019030000|0.387|0.5|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140019030000|0.5|0.98|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140019210000|3.73|5.14|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140025000000|3.7|5.9|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4140030000000|4.27|4.52|9|same as 2020||54|01/01/2022||BASE_THICKNESS
4140041210000|0.0|1.63|8|same as 2020||54|01/01/2022||BASE_THICKNESS
4140048000000|0.0|1.9|8|same as 2020||54|01/01/2022||BASE_THICKNESS
55200520000EB|0.0|1.4|9|same as 2020||54|01/01/2022||BASE_THICKNESS
55200520000EB|4.78|7.65|9|same as 2020||54|01/01/2022||BASE_THICKNESS
55200520000EB|7.65|8.34|9|same as 2020||54|01/01/2022||BASE_THICKNESS
5530010000000|24.14|24.38|9|same as 2020||54|01/01/2022||BASE_THICKNESS
5530016000000|1.73|3.33|9|same as 2020||54|01/01/2022||BASE_THICKNESS
5530016000000|6.42|8.95|9|same as 2020||54|01/01/2022||BASE_THICKNESS
5530016000000|10.99|11.4|9|same as 2020||54|01/01/2022||BASE_THICKNESS
5530097000000|21.56|22.26|9|same as 2020||54|01/01/2022||BASE_THICKNESS
5530097000000|22.83|23.2|9|same as 2020||54|01/01/2022||BASE_THICKNESS
5530097000000|28.09|32.88|9|same as 2020||54|01/01/2022||BASE_THICKNESS
1540507000000|1.16|3.33|2|||54|01/01/2022||BASE_THICKNESS
1540005000000|1.85|3.76|2|||54|01/01/2022||BASE_THICKNESS
0540010000000|0.0|2.1|2|||54|01/01/2022||BASE_THICKNESS
2640012000000|0.24|0.28|2|||54|01/01/2022||BASE_THICKNESS
26202500000NB|29.1|29.82|2|||54|01/01/2022||BASE_THICKNESS
26202500000NB|21.6|22.56|2|||54|01/01/2022||BASE_THICKNESS
5230020000000|3.42|3.45|2|||54|01/01/2022||BASE_THICKNESS
5240004000000|3.44|3.54|2|||54|01/01/2022||BASE_THICKNESS
4830018000000|0.0|2.24|2|||54|01/01/2022||BASE_THICKNESS
1540011022800|2.75|3.57|2|State Paver||54|01/01/2022||BASE_THICKNESS
1540009040000|1.47|2.19|2|State Paver||54|01/01/2022||BASE_THICKNESS
2640002040000|0.26|0.38|3|||54|01/01/2022||BASE_THICKNESS
2600074000000|3.27|3.36|3|||54|01/01/2022||BASE_THICKNESS
1540016000000|0.34|1.84|1|||54|01/01/2022||BASE_THICKNESS
3540023060000|0.0|0.76|1|State Paver||54|01/01/2022||BASE_THICKNESS
1540066020000|0.0|3.27|1|State Paver||54|01/01/2022||BASE_THICKNESS
3540004020000|0.0|0.34|2|State Paver||54|01/01/2022||BASE_THICKNESS
2630002000000|11.88|13.57|2|||54|01/01/2022||BASE_THICKNESS
4830018000000|21.85|22.86|1|||54|01/01/2022||BASE_THICKNESS
0540001050000|1.31|2.34|1|||54|01/01/2022||BASE_THICKNESS
0540018000000|0.0|1.71|1|||54|01/01/2022||BASE_THICKNESS
1530008000000|0.23|0.41|5|||54|01/01/2022||BASE_THICKNESS
3540041010000|1.62|2.39|1|||54|01/01/2022||BASE_THICKNESS
26202500000NB|22.56|24.22|1|||54|01/01/2022||BASE_THICKNESS
0540027040000|1.85|1.89|2|State Paver||54|01/01/2022||BASE_THICKNESS
3540003000000|0.0|2.55|2|||54|01/01/2022||BASE_THICKNESS
3540008000000|2.96|4.96|1|||54|01/01/2022||BASE_THICKNESS
2640026000000|0.0|5.43|1|||54|01/01/2022||BASE_THICKNESS
5230020000000|24.04|26.53|1|||54|01/01/2022||BASE_THICKNESS
5230180000000|0.0|1.6|1|||54|01/01/2022||BASE_THICKNESS
4830180000000|1.21|4.06|1|||54|01/01/2022||BASE_THICKNESS
4840030010000|2.23|2.46|3|||54|01/01/2022||BASE_THICKNESS
2640048000000|2.14|7.54|2|||54|01/01/2022||BASE_THICKNESS
1530008000000|7.09|7.12|2|||54|01/01/2022||BASE_THICKNESS
4840056000000|0.0|1.12|2|||54|01/01/2022||BASE_THICKNESS
2640021000000|5.37|10.31|3|||54|01/01/2022||BASE_THICKNESS
0580959000000|0.0|0.89|1|||54|01/01/2022||BASE_THICKNESS
0580960000000|0.0|0.11|1|||54|01/01/2022||BASE_THICKNESS
2680901000000|0.0|0.18|2|State Paver||54|01/01/2022||BASE_THICKNESS
2640088200000|0.0|0.28|2|State Paver||54|01/01/2022||BASE_THICKNESS
