BeginDate|StateID|RouteID|BMP|EMP|DataItem|ValueNumeric|ValueText|ValueDate|Comments
01/01/2024|54|10200190000NB|5.3|5.4|base_thickness|2.0|||
01/01/2024|54|10200190000NB|5.4|5.5|base_thickness|2.0|||
01/01/2024|54|10200190000NB|5.5|5.6|base_thickness|2.0|||
01/01/2024|54|10200190000NB|5.6|5.7|base_thickness|2.0|||
01/01/2024|54|10200190000NB|5.7|5.8|base_thickness|2.0|||
01/01/2024|54|10200190000NB|5.8|5.9|base_thickness|2.0|||
01/01/2024|54|10200190000NB|5.9|6.0|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.0|6.1|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.1|6.16|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.16|6.2|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.2|6.3|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.3|6.4|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.4|6.5|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.5|6.6|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.6|6.66|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.66|6.7|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.7|6.8|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.8|6.9|base_thickness|2.0|||
01/01/2024|54|10200190000NB|6.9|7.0|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.0|7.1|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.1|7.2|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.2|7.3|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.3|7.4|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.4|7.5|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.5|7.6|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.6|7.7|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.7|7.8|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.8|7.9|base_thickness|2.0|||
01/01/2024|54|10200190000NB|7.9|8.0|base_thickness|2.0|||
01/01/2024|54|10200190000NB|8.0|8.1|base_thickness|2.0|||
01/01/2024|54|10200190000NB|8.1|8.2|base_thickness|2.0|||
01/01/2024|54|10200190000NB|8.2|8.23|base_thickness|2.0|||
01/01/2024|54|10200190000NB|14.64|14.7|base_thickness|2.0|||
01/01/2024|54|10200190000NB|14.7|14.8|base_thickness|2.0|||
01/01/2024|54|10200190000NB|14.8|14.9|base_thickness|2.0|||
01/01/2024|54|10200190000NB|14.9|15.0|base_thickness|2.0|||
01/01/2024|54|10200190000NB|15.0|15.1|base_thickness|2.0|||
01/01/2024|54|10200190000NB|15.1|15.2|base_thickness|2.0|||
01/01/2024|54|10200190000NB|15.2|15.3|base_thickness|2.0|||
01/01/2024|54|10200190000NB|15.3|15.4|base_thickness|2.0|||
01/01/2024|54|10200190000NB|15.4|15.5|base_thickness|2.0|||
01/01/2024|54|10200190000NB|15.5|15.6|base_thickness|2.0|||
01/01/2024|54|10200190000NB|15.6|15.627|base_thickness|2.0|||
01/01/2024|54|28100770000NB|0.69|0.7|base_thickness|11.0|||
01/01/2024|54|28100770000NB|0.7|0.8|base_thickness|11.0|||
01/01/2024|54|28100770000NB|0.8|0.9|base_thickness|11.0|||
01/01/2024|54|28100770000NB|0.9|1.0|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.0|1.1|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.1|1.2|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.2|1.3|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.3|1.4|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.4|1.5|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.5|1.6|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.6|1.7|base_thickness|11.0|||
01/01/2024|54|28100770000NB|1.7|1.8|base_thickness|11.0|||
