BeginDate|StateID|RouteID|BMP|EMP|DataItem|ValueNumeric|ValueText|ValueDate|Comments
01/01/2024|54|4140009000000|5.28|5.54|thickness_flexible|6.0|||
01/01/2024|54|06200520000EB|0.33|0.4|thickness_flexible|1.0|||
01/01/2024|54|06200520000EB|0.4|0.45|thickness_flexible|1.0|||
01/01/2024|54|06200520000EB|0.75|0.8|thickness_flexible|1.0|||
01/01/2024|54|06200520000EB|0.8|0.9|thickness_flexible|1.0|||
01/01/2024|54|06200520000EB|0.9|1.0|thickness_flexible|1.0|||
01/01/2024|54|06200520000EB|1.0|1.01|thickness_flexible|1.0|||
01/01/2024|54|2840011000000|0.08|0.58|thickness_flexible|6.0|||
01/01/2024|54|2040006010000|0.46|1.89|thickness_flexible|9.0|||
01/01/2024|54|1530002000000|0.28|0.56|thickness_flexible|2.0|||
01/01/2024|54|2840016100000|0.0|0.66|thickness_flexible|6.0|||
01/01/2024|54|0640060050000|0.0|0.88|thickness_flexible|1.0|||
01/01/2024|54|0640060050000|0.88|1.68|thickness_flexible|1.0|||
01/01/2024|54|0640060050000|1.68|1.97|thickness_flexible|1.0|||
01/01/2024|54|0330099000000|0.0|1.84|thickness_flexible|9.0|||
01/01/2024|54|2840024000000|0.0|0.3|thickness_flexible|6.0|||
01/01/2024|54|2840024000000|0.3|2.789|thickness_flexible|6.0|||
01/01/2024|54|2071026001900|0.0|0.33|thickness_flexible|6.0|||
01/01/2024|54|3578277001900|0.0|0.13|thickness_flexible|9.0|||
01/01/2024|54|0230009000000|0.35|0.4|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|0.4|0.5|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|0.5|0.6|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|0.6|0.7|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|0.7|0.8|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|0.8|0.9|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|0.9|1.0|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.0|1.1|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.1|1.2|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.2|1.3|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.3|1.4|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.4|1.5|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.5|1.6|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.6|1.7|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.7|1.8|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.8|1.9|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|1.9|2.0|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|2.0|2.1|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|2.1|2.2|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|4.81|4.9|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|4.9|5.0|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|5.0|5.1|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|5.1|5.2|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|5.2|5.3|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|5.3|5.4|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|5.4|5.5|thickness_flexible|7.0|||
01/01/2024|54|0230009000000|5.5|5.6|thickness_flexible|7.0|||
