RouteID|BMP|EMP|ValueDate|Comments|ValueNumeric|StateID|BeginDate|ValueText|DataItem
12200480000EB|2.1|2.2|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|2.2|2.3|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|2.3|2.4|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|2.4|2.5|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|2.5|2.6|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|2.6|2.7|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|2.7|2.8|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|2.8|2.9|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|2.9|3.0|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.0|3.1|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.1|3.2|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.2|3.3|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.3|3.4|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.4|3.5|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.5|3.6|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.6|3.7|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.7|3.8|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.8|3.9|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|3.9|4.0|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.0|4.1|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.1|4.2|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.2|4.3|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.3|4.4|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.4|4.5|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.5|4.6|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.6|4.7|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.7|4.8|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.8|4.9|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|4.9|5.0|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.0|5.1|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.1|5.2|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.2|5.3|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.3|5.4|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.4|5.5|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.5|5.6|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.6|5.7|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.7|5.8|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
12200480000EB|5.8|5.82|2018|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
0230051000000|4.54|4.58|2022|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
0230051000000|4.58|4.62|2022|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
0230051000000|4.62|5.18|2022|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400005SB|0.0|0.1|35796|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
19203400005SB|0.1|0.17|1998|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
2930093000000|0.0|0.069|2008|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
2930093000000|0.069|0.1|2008|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
2930093000000|0.1|0.2|2008|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
2930093000000|0.2|0.3|2008|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
2930093000000|0.3|0.4|2008|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
2930093000000|0.4|0.5|2008|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
2930093000000|0.5|0.6|2008|||54|01/01/2023||YEAR_LAST_CONSTRUCTION
