RouteID|BeginPoint|EndPoint|ValueDate|Comments|ValueNumeric|StateCode|BeginDate|ValueText|DataItem
3130007000000|25.15|25.85|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|25.85|26.01|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|26.01|27.03|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|27.03|27.265|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|33.83|34.1|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|34.71|35.76|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|35.76|36.13|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|36.13|36.55|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|36.55|38.29|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130007000000|38.29|38.65|1982|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130100000000|0.0|0.97|1987|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130100000000|0.97|1.34|1987|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130100000000|1.34|1.64|1987|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130100000000|2.54|2.9|1988|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3130100000000|2.9|3.08|1987|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140007210000|0.0|1.11|1905|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140057000000|1.21|1.33|1970|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140059020000|0.0|0.44|1971|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140061010000|0.0|0.37|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140061010000|0.41|0.52|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140064000000|0.0|0.38|1977|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140064030000|0.0|0.29|1988|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140065000000|0.0|0.263|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140068070000|0.25|0.75|1990|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140068070000|0.75|1.32|1990|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140068070000|1.61|2.15|1990|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140070000000|0.0|0.38|1990|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140070000000|0.387|1.47|1990|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140072000000|3.772|3.78|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140073730000|0.0|0.58|1974|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140081000000|7.25|8.03|1978|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140082000000|0.0|1.88|1968|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3140857000000|0.5|1.41|1983|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|14.66|18.1|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|18.1|18.12|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|18.12|18.2|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|18.2|23.34|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|26.75|28.64|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|28.64|29.23|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|29.23|31.24|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|31.24|31.42|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39100680000EB|31.42|32.06|1972|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39202190000NB|0.0|0.8|1963|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39202190000NB|0.8|3.01|1963|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39202190000NB|3.01|3.31|1963|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
39202190000NB|3.31|4.76|1963|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3930072000000|18.42|20.44|1968|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
3940003000000|4.6|7.27|1952|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|0.0|1.39|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|1.39|6.27|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|6.27|11.63|1996|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|11.63|13.54|1996|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|13.54|14.26|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|14.26|15.22|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|15.22|15.62|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|15.62|15.95|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|15.95|16.23|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|16.23|17.3|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|17.3|18.13|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|18.13|20.37|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|20.37|23.0|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|23.0|23.4|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|23.4|23.46|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|23.46|23.5|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|23.5|24.53|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|24.53|25.9|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
02100810000NB|25.9|26.0|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|0.35|2.2|1930|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|4.9|6.17|1930|New 2021||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|6.17|6.27|1930|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|6.47|7.58|1930|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|10.12|10.37|1960|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|10.52|10.84|1930|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|10.84|11.15|1930|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|14.55|14.9|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|15.57|15.79|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|15.79|16.09|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|17.07|17.48|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|18.18|20.16|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|6.381|6.47|1930|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0230009000000|7.584|9.95|1930|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
12200480000EB|0.0|5.82|2018|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
1230093000000|9.71|13.45|1940|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|8.56|9.13|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|9.13|9.38|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|9.38|9.5|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|11.9|12.047|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|12.88|13.26|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|13.26|13.82|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|14.66|14.7|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|14.7|14.86|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|14.86|14.9|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400000NB|14.9|15.31|1950|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400005SB|0.0|0.1|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
19203400005SB|0.1|0.17|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
1930009000000|0.0|1.45|2010|New 2021||54|01/01/2022||YEAR_LAST_CONSTRUCTION
1930009000000|1.45|3.94|2008|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
1930009000000|4.97|6.35|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
1930009000000|10.91|11.418|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
1930009000000|14.435|14.96|2010|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
1930051000000|8.66|8.78|1998|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
29202200000NB|12.61|13.26|1960|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2930093000000|0.0|3.42|2008|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
08100790000NB|36.0|39.91|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
03201190000NB|16.97|17.83|1973|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0340005000000|15.1|17.57|2011|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
03201190000NB|12.83|13.54|1973|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
03201190000NB|11.49|12.83|2013|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
03201190000NB|9.44|11.49|2013|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0330094000000|0.0|3.01|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
0330003000000|8.17|11.14|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
03201190000NB|0.0|2.93|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
08100790000NB|39.91|41.43|2016|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|45.39|47.44|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
08100790000NB|41.43|44.6|2016|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2040073000000|0.0|1.18|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|102.66|103.69|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|100.78|101.08|1973|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|5.42|5.56|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|114.59|116.05|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|47.44|48.4|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|6.82|7.19|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|48.4|49.75|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|51.56|52.38|2013|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2730002000000|29.27|35.98|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|5.56|6.12|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|53.75|54.37|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20200600000EB|9.19|10.9|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|106.17|107.6|2011|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|20.62|21.28|2014|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|55.21|56.33|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|17.85|17.98|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2730002000000|15.93|18.05|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|54.37|54.8|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|99.12|100.07|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|18.35|18.74|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|7.19|7.476|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|0.0|0.81|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|56.33|57.02|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|16.41|16.6|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20200600000EB|6.2|6.92|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|3.51|4.51|2011|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|103.69|104.81|2011|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20200600000EB|16.07|16.48|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|19.22|20.62|2014|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2730002000000|18.91|19.89|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|0.81|1.95|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2040046000000|0.0|0.41|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|57.02|57.48|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|52.73|53.75|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|113.47|114.59|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|17.98|18.322|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2730062000000|19.72|20.33|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|9.97|10.64|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|8.53|8.85|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|116.05|116.66|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|100.28|100.78|1973|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|101.65|102.16|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|100.07|100.28|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2730062000000|20.55|21.94|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20200600000EB|2.44|2.86|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|116.66|117.5|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|9.644|10.37|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|4.51|5.42|2011|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|50.11|51.56|2013|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2730062000000|20.33|20.53|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|17.413|17.59|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|104.81|105.002|2011|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|10.64|16.04|2014|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|11.532|11.87|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|49.75|50.11|2013|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|1.95|2.24|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|98.28|99.12|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
27200350000NB|16.64|17.28|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|54.8|55.21|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20200600000EB|23.08|23.52|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20200600000EB|28.43|29.18|2015|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|16.04|19.22|2012|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100640000EB|52.38|52.73|2013|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100790000NB|2.24|3.51|2017|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
20100770000NB|102.16|102.66|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|31.77|32.57|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|36.27|38.68|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40200350000NB|1.64|2.06|2006|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|41.546|41.66|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
4040046000000|0.0|2.29|2010|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|34.45|36.27|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|41.86|42.78|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|41.66|41.86|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40200350000NB|0.29|0.65|2006|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|44.47|45.39|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|43.77|44.47|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40200350000NB|2.1|2.532|2006|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|40.46|41.546|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|33.45|34.45|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|32.57|33.45|2018|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40100640000EB|42.79|43.77|2009|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
40200350000NB|1.36|1.6|2006|||54|01/01/2022||YEAR_LAST_CONSTRUCTION
24200520000EB|0.0|1.09|1943|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
24200520000EB|2.54|3.72|1943|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
24200520000EB|5.19|6.4|1943|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
24200520000EB|6.4|7.91|1943|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
24200520000EB|9.59|12.82|1943|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
24200520000EB|24.59|26.77|1943|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|0.06|1.73|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|4.05|6.18|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|9.47|10.14|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|13.75|14.05|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|16.06|19.56|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|19.56|20.79|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|20.79|22.05|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|22.05|23.76|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|23.76|24.86|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|29.19|29.41|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430016000000|32.7|35.38|1938|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430083000000|0.0|6.42|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430083000000|6.42|7.46|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430083000000|7.94|8.06|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430083000000|17.6|18.01|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2430083000000|14.092|17.6|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2440009000000|7.87|9.2|1969|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28100770000NB|8.189|8.98|1968|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28100770000NB|0.69|2.56|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28100770000NB|2.56|5.12|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28100770000NB|5.12|6.9|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200190000NB|2.88|3.87|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200190000NB|5.34|5.4|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200190000NB|5.4|5.5|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200190000NB|5.5|6.01|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200190000NB|6.01|7.44|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200190000NB|10.76|11.7|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200520000EB|12.97|13.39|1921|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200520000EB|13.44|13.67|1921|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200520000EB|0.0|0.58|1921|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200520000EB|4.12|5.2|1921|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200520000EB|14.91|15.37|1921|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200520000EB|6.96|7.76|1921|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200520004NB|0.0|0.22|1921|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28200520018EB|0.0|0.02|1921|New 2021||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28204600000EB|0.029|1.06|1947|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28204600000EB|1.33|2.9|1947|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28204600000EB|2.9|3.09|1947|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28204600000EB|4.29|5.38|1947|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28204600000EB|13.48|14.72|1947|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
28204600000EB|14.72|15.15|1947|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830020000000|4.23|5.2|1939|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830020000000|10.32|11.4|1939|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830020000000|12.05|12.78|1939|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830104000000|1.65|1.93|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830104000000|1.93|1.95|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830104000000|1.95|2.65|1967|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830598000000|0.0|2.13|1980|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830598000000|2.4|2.59|1980|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2830598000000|2.59|2.98|1980|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840007050000|0.0|0.324|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840007050000|0.343|1.11|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840007050000|1.11|1.83|1969|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840007050000|1.836|2.1|1969|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840011000000|0.08|0.58|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840014000000|0.0|0.63|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840016000000|1.7|2.5|1930|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840016000000|2.5|2.614|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840016010000|0.59|0.74|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840016100000|0.0|0.66|1981|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840019290000|2.54|3.32|1975|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840021010000|0.0|0.89|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840024000000|0.0|0.3|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840024000000|0.3|2.789|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840025000000|0.0|0.57|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840025000000|0.57|1.53|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840027000000|0.0|1.57|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840027000000|2.12|2.59|1933|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
2840052200000|0.001|0.82|1964|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
41100640000EB|128.91|129.49|1979|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
41100640000EB|129.49|132.0|1979|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
41100640000EB|120.69|122.62|1979|New 2021||54|01/01/2022||YEAR_LAST_CONSTRUCTION
41100640000EB|122.71|122.9|1979|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
41100640000EB|122.9|123.0|1979|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
41100640000EB|123.0|123.18|1979|same as 2020||54|01/01/2022||YEAR_LAST_CONSTRUCTION
