RouteID|BMP|EMP|ValueNumeric|DataItem|BeginDate|ValueText|ValueDate|StateID|Comments
27200350000NB|16.507|17.102|0.04|Grades_D|01/01/2024|||54|
1040005000000|0.06|0.62|0.078|Grades_D|01/01/2024|||54|
09200500000EB|0.0|3.98|0.266|Grades_D|01/01/2024|||54|
09200500000EB|5.63|6.54|0.254|Grades_D|01/01/2024|||54|
09200500000EB|8.26|8.8|0.106|Grades_D|01/01/2024|||54|
09200500000EB|17.75|18.87|0.64|Grades_D|01/01/2024|||54|
3140065000000|0.0|0.263|0.02|Grades_D|01/01/2024|||54|
4940020310000|0.0|0.22|0.052|Grades_D|01/01/2024|||54|
1230028000000|8.23|12.58|0.741|Grades_D|01/01/2024|||54|
1230028000000|12.58|12.95|0.075|Grades_D|01/01/2024|||54|
1230028000000|13.03|13.38|0.083|Grades_D|01/01/2024|||54|
47202190000NB|5.57|7.37|0.306|Grades_D|01/01/2024|||54|
47202190000NB|13.1|17.49|1.172|Grades_D|01/01/2024|||54|
47202190000NB|17.49|18.0|0.114|Grades_D|01/01/2024|||54|
47202190000NB|22.16|25.83|0.494|Grades_D|01/01/2024|||54|
47202190000NB|25.83|26.1|0.061|Grades_D|01/01/2024|||54|
47202190000NB|26.1|27.76|0.487|Grades_D|01/01/2024|||54|
2840011000000|0.08|0.58|0.087|Grades_D|01/01/2024|||54|
4272252001900|0.0|0.39|0.046|Grades_D|01/01/2024|||54|
42200330000EB|7.76|8.05|0.068|Grades_D|01/01/2024|||54|
42200330000EB|8.05|9.5|0.027|Grades_D|01/01/2024|||54|
2540060000000|2.11|2.61|0.048|Grades_D|01/01/2024|||54|
2540060000000|4.38|4.86|0.169|Grades_D|01/01/2024|||54|
2540250180000|0.08|0.85|0.068|Grades_D|01/01/2024|||54|
1030006000000|0.0|0.12|0.087|Grades_D|01/01/2024|||54|
0240051070000|2.28|3.56|0.152|Grades_D|01/01/2024|||54|
2540073000000|2.45|3.55|0.369|Grades_D|01/01/2024|||54|
06100640000EB|7.72|8.19|0.031|Grades_D|01/01/2024|||54|
06100640000EB|8.19|9.22|0.149|Grades_D|01/01/2024|||54|
28200520000EB|12.97|13.39|0.159|Grades_D|01/01/2024|||54|
1740012000000|0.14|0.9|0.122|Grades_D|01/01/2024|||54|
2840014000000|0.0|0.63|0.049|Grades_D|01/01/2024|||54|
4040012000000|4.71|8.19|0.497|Grades_D|01/01/2024|||54|
4040012000000|8.19|10.77|0.636|Grades_D|01/01/2024|||54|
4040012000000|10.77|12.37|0.216|Grades_D|01/01/2024|||54|
15200300000EB|1.543|2.38|0.058|Grades_D|01/01/2024|||54|
3430020000000|28.29|29.07|0.085|Grades_D|01/01/2024|||54|
1030061000000|0.0|1.12|0.089|Grades_D|01/01/2024|||54|
1030061000000|8.74|9.33|0.163|Grades_D|01/01/2024|||54|
1030061000000|22.53|25.56|0.915|Grades_D|01/01/2024|||54|
4130041000000|0.0|0.71|0.085|Grades_D|01/01/2024|||54|
4130041000000|1.99|2.19|0.033|Grades_D|01/01/2024|||54|
5440021020000|0.0|0.39|0.019|Grades_D|01/01/2024|||54|
35202500010SB|0.0|0.64|0.067|Grades_D|01/01/2024|||54|
5430014000100|0.0|0.63|0.033|Grades_D|01/01/2024|||54|
5430014000100|0.92|1.31|0.022|Grades_D|01/01/2024|||54|
5430014000100|1.72|1.98|0.078|Grades_D|01/01/2024|||54|
4730032000000|0.0|3.26|0.241|Grades_D|01/01/2024|||54|
4730032000000|3.26|4.88|0.147|Grades_D|01/01/2024|||54|
4730032000000|14.79|16.09|0.196|Grades_D|01/01/2024|||54|
4730032000000|16.09|16.45|0.077|Grades_D|01/01/2024|||54|
1577269001900|0.65|0.97|0.078|Grades_D|01/01/2024|||54|
4140008010000|1.02|1.6|0.068|Grades_D|01/01/2024|||54|
2870513001900|0.0|0.37|0.136|Grades_D|01/01/2024|||54|
44200330000EB|4.33|5.61|0.043|Grades_D|01/01/2024|||54|
44200330000EB|6.75|9.1|0.301|Grades_D|01/01/2024|||54|
44200330000EB|15.77|17.73|0.032|Grades_D|01/01/2024|||54|
12200480000EB|0.0|5.82|1.867|Grades_D|01/01/2024|||54|
2740035110000|0.0|0.37|0.031|Grades_D|01/01/2024|||54|
4140030000000|4.27|4.52|0.084|Grades_D|01/01/2024|||54|
4140006000000|0.91|1.13|0.02|Grades_D|01/01/2024|||54|
3174772001900|0.0|0.1|0.017|Grades_D|01/01/2024|||54|
3174772001900|0.1|0.27|0.053|Grades_D|01/01/2024|||54|
2430016000000|0.06|1.73|0.106|Grades_D|01/01/2024|||54|
2430016000000|4.05|6.18|0.233|Grades_D|01/01/2024|||54|
2430016000000|16.06|19.56|0.15|Grades_D|01/01/2024|||54|
2430016000000|19.56|20.79|0.836|Grades_D|01/01/2024|||54|
2430016000000|20.79|22.05|0.348|Grades_D|01/01/2024|||54|
2430016000000|22.05|23.76|0.107|Grades_D|01/01/2024|||54|
2430016000000|23.76|24.86|0.644|Grades_D|01/01/2024|||54|
2430016000000|29.19|29.41|0.046|Grades_D|01/01/2024|||54|
2430016000000|32.7|35.38|0.357|Grades_D|01/01/2024|||54|
31100680004NB|0.0|0.84|0.219|Grades_D|01/01/2024|||54|
07200330000EB|3.68|5.03|0.324|Grades_D|01/01/2024|||54|
07200330000EB|5.59|6.2|0.16|Grades_D|01/01/2024|||54|
07200330000EB|10.13|14.3|0.216|Grades_D|01/01/2024|||54|
07200330000EB|14.3|14.86|0.041|Grades_D|01/01/2024|||54|
0830036000000|2.48|4.2|0.049|Grades_D|01/01/2024|||54|
1740020750000|0.46|0.93|0.059|Grades_D|01/01/2024|||54|
1740023090000|6.77|7.36|0.072|Grades_D|01/01/2024|||54|
1740023090000|7.77|8.94|0.026|Grades_D|01/01/2024|||54|
13100640000EB|156.18|161.46|1.431|Grades_D|01/01/2024|||54|
13100640000EB|161.46|165.95|1.039|Grades_D|01/01/2024|||54|
13100640000EB|175.31|176.16|0.243|Grades_D|01/01/2024|||54|
13100640000EB|182.02|184.02|0.673|Grades_D|01/01/2024|||54|
0240005000000|5.9|7.94|0.237|Grades_D|01/01/2024|||54|
2540072000000|1.02|1.79|0.067|Grades_D|01/01/2024|||54|
2540072000000|2.07|2.67|0.121|Grades_D|01/01/2024|||54|
4140019210000|3.73|5.14|0.157|Grades_D|01/01/2024|||54|
1740025120000|0.27|0.64|0.27|Grades_D|01/01/2024|||54|
2430083000000|0.0|6.42|1.567|Grades_D|01/01/2024|||54|
2430083000000|14.092|17.6|0.901|Grades_D|01/01/2024|||54|
4940013000000|0.0|0.86|0.035|Grades_D|01/01/2024|||54|
1140007000000|6.97|8.67|0.071|Grades_D|01/01/2024|||54|
3540018020000|0.0|0.23|0.117|Grades_D|01/01/2024|||54|
0274259001900|0.0|0.17|0.022|Grades_D|01/01/2024|||54|
2930093000000|0.0|3.42|0.437|Grades_D|01/01/2024|||54|
1771754001900|0.18|0.47|0.078|Grades_D|01/01/2024|||54|
3140007210000|0.0|1.11|0.203|Grades_D|01/01/2024|||54|
2870514001900|0.6|1.41|0.051|Grades_D|01/01/2024|||54|
41100770016NB|48.05|48.34|0.079|Grades_D|01/01/2024|||54|
1940009020000|0.2|0.35|0.043|Grades_D|01/01/2024|||54|
17200500000EB|0.0|1.53|0.261|Grades_D|01/01/2024|||54|
17200500000EB|1.53|3.37|0.86|Grades_D|01/01/2024|||54|
17200500000EB|3.42|3.8|0.193|Grades_D|01/01/2024|||54|
17200500000EB|15.465|15.57|0.064|Grades_D|01/01/2024|||54|
17200500000EB|15.68|16.24|0.074|Grades_D|01/01/2024|||54|
17200500000EB|17.79|18.0|0.197|Grades_D|01/01/2024|||54|
17200500000EB|18.45|18.52|0.005|Grades_D|01/01/2024|||54|
17200500000EB|18.52|18.8|0.145|Grades_D|01/01/2024|||54|
17200500000EB|18.85|19.21|0.322|Grades_D|01/01/2024|||54|
1940003000000|1.403|1.82|0.029|Grades_D|01/01/2024|||54|
1940003000000|1.82|2.02|0.057|Grades_D|01/01/2024|||54|
1940003000000|2.02|2.36|0.058|Grades_D|01/01/2024|||54|
0274256001900|0.0|0.66|0.023|Grades_D|01/01/2024|||54|
3540039000000|0.01|0.42|0.021|Grades_D|01/01/2024|||54|
3540015010000|2.48|2.77|0.141|Grades_D|01/01/2024|||54|
1577271001900|0.4|1.18|0.057|Grades_D|01/01/2024|||54|
4040025020000|0.38|0.52|0.06|Grades_D|01/01/2024|||54|
2940008000000|0.0|0.24|0.153|Grades_D|01/01/2024|||54|
36200330000EB|33.184|33.783|0.058|Grades_D|01/01/2024|||54|
0630193000000|0.46|3.55|1.44|Grades_D|01/01/2024|||54|
0240013000000|0.43|1.03|0.045|Grades_D|01/01/2024|||54|
0240013000000|1.03|1.5|0.059|Grades_D|01/01/2024|||54|
0240013000000|2.75|3.716|0.04|Grades_D|01/01/2024|||54|
1771783001900|0.0|0.64|0.143|Grades_D|01/01/2024|||54|
3140857000000|0.5|1.41|0.033|Grades_D|01/01/2024|||54|
3140857000000|5.11|5.59|0.031|Grades_D|01/01/2024|||54|
1740024060000|0.29|0.6|0.026|Grades_D|01/01/2024|||54|
4140048000000|0.0|1.9|0.237|Grades_D|01/01/2024|||54|
5440047040000|0.0|0.23|0.034|Grades_D|01/01/2024|||54|
5440047040000|0.23|0.93|0.049|Grades_D|01/01/2024|||54|
5440047040000|0.93|2.86|0.144|Grades_D|01/01/2024|||54|
0640031000000|0.16|0.5|0.057|Grades_D|01/01/2024|||54|
1230042000000|16.97|21.26|0.792|Grades_D|01/01/2024|||54|
1230042000000|21.78|22.74|0.129|Grades_D|01/01/2024|||54|
3174813001900|0.0|1.24|0.262|Grades_D|01/01/2024|||54|
2877012001900|0.0|0.96|0.73|Grades_D|01/01/2024|||54|
1640010000000|4.6|5.8|0.194|Grades_D|01/01/2024|||54|
4240031000000|0.0|1.81|0.044|Grades_D|01/01/2024|||54|
1740019290000|0.0|0.57|0.107|Grades_D|01/01/2024|||54|
2040025470000|0.1|0.36|0.133|Grades_D|01/01/2024|||54|
2040025470000|0.36|0.57|0.038|Grades_D|01/01/2024|||54|
3174807001900|0.0|0.4|0.011|Grades_D|01/01/2024|||54|
2040060280000|0.0|0.55|0.285|Grades_D|01/01/2024|||54|
3140067000000|6.22|7.97|0.248|Grades_D|01/01/2024|||54|
3140067000000|7.97|8.36|0.051|Grades_D|01/01/2024|||54|
3140067000000|8.36|8.55|0.009|Grades_D|01/01/2024|||54|
2040008000000|0.86|1.17|0.073|Grades_D|01/01/2024|||54|
2040008000000|2.72|3.24|0.092|Grades_D|01/01/2024|||54|
4140019030000|0.5|0.98|0.115|Grades_D|01/01/2024|||54|
0530002000000|3.88|6.35|0.12|Grades_D|01/01/2024|||54|
0530002000000|7.06|7.47|0.071|Grades_D|01/01/2024|||54|
28100770016NB|8.98|9.19|0.013|Grades_D|01/01/2024|||54|
28100770016NB|9.19|9.5|0.177|Grades_D|01/01/2024|||54|
28100770016NB|11.44|12.16|0.11|Grades_D|01/01/2024|||54|
3140070000000|0.0|0.38|0.051|Grades_D|01/01/2024|||54|
3140070000000|0.387|1.47|0.045|Grades_D|01/01/2024|||54|
4040050000000|13.38|14.06|0.068|Grades_D|01/01/2024|||54|
33205220000NB|0.0|6.35|0.258|Grades_D|01/01/2024|||54|
33205220000NB|14.68|15.97|0.201|Grades_D|01/01/2024|||54|
0540027040000|0.0|0.13|0.021|Grades_D|01/01/2024|||54|
0540027040000|0.44|0.84|0.005|Grades_D|01/01/2024|||54|
54100770000NB|180.18|181.674|0.262|Grades_D|01/01/2024|||54|
54100770000NB|181.674|185.34|0.507|Grades_D|01/01/2024|||54|
19203400000NB|12.88|13.26|0.278|Grades_D|01/01/2024|||54|
19203400000NB|13.26|13.82|0.136|Grades_D|01/01/2024|||54|
2530310000000|7.16|7.808|0.107|Grades_D|01/01/2024|||54|
2530310000000|9.67|10.1|0.036|Grades_D|01/01/2024|||54|
0140046010000|0.0|1.62|0.445|Grades_D|01/01/2024|||54|
2640088120000|0.37|0.52|0.116|Grades_D|01/01/2024|||54|
4140016160000|0.0|0.42|0.118|Grades_D|01/01/2024|||54|
5230007000000|35.64|36.52|0.129|Grades_D|01/01/2024|||54|
3940003000000|4.6|7.27|0.18|Grades_D|01/01/2024|||54|
4830002000000|9.93|10.25|0.023|Grades_D|01/01/2024|||54|
4830002000000|10.25|12.02|0.042|Grades_D|01/01/2024|||54|
0240009050000|1.67|3.26|0.077|Grades_D|01/01/2024|||54|
2030006000000|0.0|0.1|0.01|Grades_D|01/01/2024|||54|
2030006000000|0.1|0.19|0.09|Grades_D|01/01/2024|||54|
1740050760000|0.31|1.34|0.075|Grades_D|01/01/2024|||54|
2040038000000|0.0|2.43|0.111|Grades_D|01/01/2024|||54|
0640035000000|7.83|8.63|0.301|Grades_D|01/01/2024|||54|
20100640000EB|45.39|47.44|0.336|Grades_D|01/01/2024|||54|
20100640000EB|48.4|49.75|0.482|Grades_D|01/01/2024|||54|
20100640000EB|49.75|50.11|0.035|Grades_D|01/01/2024|||54|
3140059000000|0.0|0.33|0.02|Grades_D|01/01/2024|||54|
3140059000000|0.33|0.85|0.058|Grades_D|01/01/2024|||54|
4140016100000|0.53|0.9|0.014|Grades_D|01/01/2024|||54|
0630010000100|1.94|2.56|0.034|Grades_D|01/01/2024|||54|
0640060700000|0.0|0.18|0.018|Grades_D|01/01/2024|||54|
0640060700000|0.18|0.56|0.051|Grades_D|01/01/2024|||54|
5030152000000|29.86|30.39|0.331|Grades_D|01/01/2024|||54|
5030152000000|40.4|43.98|0.295|Grades_D|01/01/2024|||54|
5030152000000|43.98|44.59|0.306|Grades_D|01/01/2024|||54|
2840052200000|0.001|0.82|0.036|Grades_D|01/01/2024|||54|
1771771001900|0.43|0.62|0.056|Grades_D|01/01/2024|||54|
0330003000000|8.17|11.14|0.3|Grades_D|01/01/2024|||54|
0673295001900|0.0|1.08|0.236|Grades_D|01/01/2024|||54|
4130003000000|36.23|36.49|0.082|Grades_D|01/01/2024|||54|
4130003000000|37.1|37.73|0.188|Grades_D|01/01/2024|||54|
28204600000EB|0.029|1.06|0.789|Grades_D|01/01/2024|||54|
28204600000EB|1.33|2.9|0.398|Grades_D|01/01/2024|||54|
28204600000EB|4.29|5.38|0.664|Grades_D|01/01/2024|||54|
5040009000000|0.65|1.92|0.135|Grades_D|01/01/2024|||54|
5040009000000|1.92|3.59|0.084|Grades_D|01/01/2024|||54|
3540004000000|1.92|2.19|0.02|Grades_D|01/01/2024|||54|
2640003000000|0.0|1.31|0.166|Grades_D|01/01/2024|||54|
50200600000EB|0.0|0.24|0.068|Grades_D|01/01/2024|||54|
2040160070000|0.27|0.51|0.03|Grades_D|01/01/2024|||54|
0530027000000|1.58|2.26|0.037|Grades_D|01/01/2024|||54|
2870507001900|0.0|0.66|0.021|Grades_D|01/01/2024|||54|
0673313001900|0.0|0.17|0.044|Grades_D|01/01/2024|||54|
1040019430000|0.09|0.34|0.051|Grades_D|01/01/2024|||54|
3578277001900|0.0|0.13|0.068|Grades_D|01/01/2024|||54|
25100790000NB|129.52|130.48|0.106|Grades_D|01/01/2024|||54|
25100790000NB|130.53|133.37|0.318|Grades_D|01/01/2024|||54|
25100790000NB|133.37|134.97|0.784|Grades_D|01/01/2024|||54|
25100790000NB|139.1|139.82|0.409|Grades_D|01/01/2024|||54|
25100790000NB|139.82|140.352|0.292|Grades_D|01/01/2024|||54|
12202200000NB|4.41|5.14|0.043|Grades_D|01/01/2024|||54|
5040008000000|0.0|0.45|0.062|Grades_D|01/01/2024|||54|
43200500000EB|0.0|2.86|0.538|Grades_D|01/01/2024|||54|
43200500000EB|10.83|11.79|0.314|Grades_D|01/01/2024|||54|
1340219390000|0.0|0.48|0.153|Grades_D|01/01/2024|||54|
4140009000000|5.28|5.54|0.02|Grades_D|01/01/2024|||54|
0330099000000|0.0|1.84|0.274|Grades_D|01/01/2024|||54|
4140009090000|0.0|1.81|0.283|Grades_D|01/01/2024|||54|
3140061000000|0.0|0.94|0.143|Grades_D|01/01/2024|||54|
1771761001900|0.0|0.26|0.053|Grades_D|01/01/2024|||54|
2870516001900|0.0|0.41|0.037|Grades_D|01/01/2024|||54|
3578271001900|0.0|1.04|0.061|Grades_D|01/01/2024|||54|
3578271001900|1.04|1.59|0.017|Grades_D|01/01/2024|||54|
2840021010000|0.0|0.89|0.095|Grades_D|01/01/2024|||54|
2572520001900|1.04|1.81|0.217|Grades_D|01/01/2024|||54|
2877013001900|0.42|0.52|0.018|Grades_D|01/01/2024|||54|
4140011000000|0.0|1.26|0.195|Grades_D|01/01/2024|||54|
2540019310000|0.4|0.89|0.038|Grades_D|01/01/2024|||54|
4140006090000|0.6|1.37|0.449|Grades_D|01/01/2024|||54|
1830002000000|0.0|2.72|0.495|Grades_D|01/01/2024|||54|
3140019220000|0.12|0.68|0.119|Grades_D|01/01/2024|||54|
3140019220000|0.68|1.07|0.076|Grades_D|01/01/2024|||54|
2330073000000|0.31|2.15|0.636|Grades_D|01/01/2024|||54|
1540011020000|0.57|2.75|0.246|Grades_D|01/01/2024|||54|
2640054000000|7.086|7.71|0.07|Grades_D|01/01/2024|||54|
1930051000000|8.13|8.66|0.073|Grades_D|01/01/2024|||54|
0274273001900|0.0|0.11|0.024|Grades_D|01/01/2024|||54|
0340006000000|2.99|5.53|0.252|Grades_D|01/01/2024|||54|
4170046001900|0.0|0.1|0.066|Grades_D|01/01/2024|||54|
4840007020000|0.0|1.01|0.2|Grades_D|01/01/2024|||54|
18100770000NB|132.44|137.74|0.455|Grades_D|01/01/2024|||54|
35104700000EB|0.0|0.98|0.139|Grades_D|01/01/2024|||54|
01200330000EB|0.0|1.87|1.407|Grades_D|01/01/2024|||54|
3140019190000|0.47|1.29|0.03|Grades_D|01/01/2024|||54|
5430014000000|12.88|13.0|0.041|Grades_D|01/01/2024|||54|
5430014000000|13.22|13.39|0.066|Grades_D|01/01/2024|||54|
3174817001900|0.0|0.24|0.044|Grades_D|01/01/2024|||54|
28200190000NB|2.88|3.87|0.254|Grades_D|01/01/2024|||54|
28200190000NB|6.01|7.44|0.191|Grades_D|01/01/2024|||54|
28200190000NB|10.69|11.63|0.279|Grades_D|01/01/2024|||54|
1740019020000|0.23|0.65|0.092|Grades_D|01/01/2024|||54|
0540507020000|0.0|1.22|0.199|Grades_D|01/01/2024|||54|
1040061100000|0.08|0.45|0.095|Grades_D|01/01/2024|||54|
5440011000000|7.679|8.3|0.124|Grades_D|01/01/2024|||54|
35202500000NB|2.93|3.26|0.076|Grades_D|01/01/2024|||54|
5440021010000|0.01|0.53|0.054|Grades_D|01/01/2024|||54|
5440021010000|1.2|1.71|0.1|Grades_D|01/01/2024|||54|
4940016000000|8.09|8.32|0.052|Grades_D|01/01/2024|||54|
31100790000NB|142.37|143.81|0.821|Grades_D|01/01/2024|||54|
31100790000NB|143.81|145.2|0.366|Grades_D|01/01/2024|||54|
4170034001900|0.17|0.38|0.077|Grades_D|01/01/2024|||54|
0630101000000|0.16|0.36|0.064|Grades_D|01/01/2024|||54|
04100790000NB|46.22|49.73|0.972|Grades_D|01/01/2024|||54|
04100790000NB|49.73|50.35|0.07|Grades_D|01/01/2024|||54|
04100790000NB|50.35|51.61|0.179|Grades_D|01/01/2024|||54|
04100790000NB|51.61|52.61|0.678|Grades_D|01/01/2024|||54|
04100790000NB|53.27|54.18|0.461|Grades_D|01/01/2024|||54|
04100790000NB|54.18|57.51|2.402|Grades_D|01/01/2024|||54|
04100790000NB|57.51|59.0|0.883|Grades_D|01/01/2024|||54|
04100790000NB|62.04|63.46|0.129|Grades_D|01/01/2024|||54|
04100790000NB|79.08|83.15|1.35|Grades_D|01/01/2024|||54|
3140055000000|0.0|0.45|0.11|Grades_D|01/01/2024|||54|
3230012000000|0.78|5.93|1.135|Grades_D|01/01/2024|||54|
3230012000000|9.33|11.31|0.606|Grades_D|01/01/2024|||54|
2340119900000|0.0|0.5|0.052|Grades_D|01/01/2024|||54|
2040012000000|0.0|2.55|0.067|Grades_D|01/01/2024|||54|
2040012000000|3.6|4.14|0.119|Grades_D|01/01/2024|||54|
2040006060000|0.0|0.47|0.044|Grades_D|01/01/2024|||54|
2040006060000|0.8|1.16|0.077|Grades_D|01/01/2024|||54|
2040006060000|1.16|2.24|0.064|Grades_D|01/01/2024|||54|
41100640017WB|0.0|0.47|0.19|Grades_D|01/01/2024|||54|
2071058001900|0.09|1.81|0.021|Grades_D|01/01/2024|||54|
1730058000000|2.43|2.82|0.026|Grades_D|01/01/2024|||54|
2940220020000|0.0|0.84|0.067|Grades_D|01/01/2024|||54|
4140008030000|0.0|0.65|0.165|Grades_D|01/01/2024|||54|
0240012000000|0.0|1.29|0.06|Grades_D|01/01/2024|||54|
3740001000000|3.02|4.05|0.095|Grades_D|01/01/2024|||54|
25200190000NB|3.003|4.64|0.332|Grades_D|01/01/2024|||54|
25200190000NB|7.16|7.97|0.234|Grades_D|01/01/2024|||54|
25200190000NB|7.97|8.47|0.218|Grades_D|01/01/2024|||54|
3330009000000|26.67|29.17|0.768|Grades_D|01/01/2024|||54|
3330009000000|31.29|33.3|0.574|Grades_D|01/01/2024|||54|
22201190000NB|3.37|5.4|0.974|Grades_D|01/01/2024|||54|
22201190000NB|5.4|6.408|0.337|Grades_D|01/01/2024|||54|
3140082000000|0.0|1.88|0.319|Grades_D|01/01/2024|||54|
3578261001900|0.0|0.39|0.008|Grades_D|01/01/2024|||54|
0240045050000|0.55|1.25|0.042|Grades_D|01/01/2024|||54|
0240034030000|0.0|1.01|0.167|Grades_D|01/01/2024|||54|
2540250310000|0.0|0.55|0.123|Grades_D|01/01/2024|||54|
0540003010000|0.48|0.61|0.054|Grades_D|01/01/2024|||54|
0540003010000|0.61|1.65|0.2|Grades_D|01/01/2024|||54|
0540003010000|1.65|1.94|0.028|Grades_D|01/01/2024|||54|
5440012000000|0.4|1.15|0.139|Grades_D|01/01/2024|||54|
3540015000000|1.91|2.26|0.063|Grades_D|01/01/2024|||54|
3540018030000|0.61|1.15|0.029|Grades_D|01/01/2024|||54|
3540018030000|1.75|2.03|0.044|Grades_D|01/01/2024|||54|
2730002000000|20.57|20.72|0.103|Grades_D|01/01/2024|||54|
2730002000000|20.72|20.88|0.103|Grades_D|01/01/2024|||54|
2730002000000|24.16|24.79|0.241|Grades_D|01/01/2024|||54|
5475760001900|0.0|0.21|0.025|Grades_D|01/01/2024|||54|
1530105000000|0.38|1.141|0.024|Grades_D|01/01/2024|||54|
1530105000000|1.141|3.27|0.195|Grades_D|01/01/2024|||54|
1530105000000|3.27|4.14|0.114|Grades_D|01/01/2024|||54|
1530105000000|4.58|4.82|0.126|Grades_D|01/01/2024|||54|
4940007000000|0.22|0.423|0.064|Grades_D|01/01/2024|||54|
0340005000000|5.42|6.96|0.22|Grades_D|01/01/2024|||54|
0140024000000|1.64|2.79|0.228|Grades_D|01/01/2024|||54|
0140024000000|2.79|4.74|0.266|Grades_D|01/01/2024|||54|
2040013080000|0.0|0.77|0.199|Grades_D|01/01/2024|||54|
0540007010000|0.0|0.742|0.096|Grades_D|01/01/2024|||54|
0540007010000|0.742|1.99|0.04|Grades_D|01/01/2024|||54|
3130043000000|0.0|2.65|1.222|Grades_D|01/01/2024|||54|
2040011000000|0.899|0.95|0.014|Grades_D|01/01/2024|||54|
0640060050000|0.0|0.88|0.099|Grades_D|01/01/2024|||54|
0640060050000|0.88|1.68|0.003|Grades_D|01/01/2024|||54|
4040046000000|0.0|2.29|0.379|Grades_D|01/01/2024|||54|
4040046000000|2.55|3.42|0.163|Grades_D|01/01/2024|||54|
0130038000000|0.43|2.43|0.162|Grades_D|01/01/2024|||54|
0130038000000|5.53|6.31|0.189|Grades_D|01/01/2024|||54|
2071062001900|0.0|1.38|0.008|Grades_D|01/01/2024|||54|
4140018000000|3.0|3.51|0.072|Grades_D|01/01/2024|||54|
4140018000000|3.51|4.41|0.154|Grades_D|01/01/2024|||54|
0730005000000|12.09|12.62|0.06|Grades_D|01/01/2024|||54|
06200600000EB|9.56|9.92|0.199|Grades_D|01/01/2024|||54|
06200600000EB|10.76|11.25|0.082|Grades_D|01/01/2024|||54|
3140069050000|0.0|1.77|0.16|Grades_D|01/01/2024|||54|
0130076000000|1.75|6.62|0.411|Grades_D|01/01/2024|||54|
2040027000000|5.07|7.24|0.293|Grades_D|01/01/2024|||54|
2540031010000|1.72|2.03|0.059|Grades_D|01/01/2024|||54|
2830598000000|0.0|2.13|0.061|Grades_D|01/01/2024|||54|
2830598000000|2.4|2.59|0.094|Grades_D|01/01/2024|||54|
2830598000000|2.59|2.98|0.075|Grades_D|01/01/2024|||54|
