ROUTE_ID,BMP,EMP,data
0200084000000,0.0,0.165,ARNOLD
0200085000000,0.0,0.092,ARNOLD
0200086000000,0.0,0.15,ARNOLD
0200087000000,0.0,0.153,ARNOLD
0200088000000,0.0,0.639,ARNOLD
0200089000000,0.0,0.021,ARNOLD
0200090000000,0.0,0.155,ARNOLD
0200091000000,0.0,0.274,ARNOLD
0200092000000,0.0,0.524,ARNOLD
0200093000000,0.0,0.064,ARNOLD
0200094000000,0.0,0.369,ARNOLD
0200095000000,0.0,0.036,ARNOLD
0200096000000,0.0,0.773,ARNOLD
0200097000000,0.0,1.38,ARNOLD
0200098000000,0.0,1.001,ARNOLD
0200099000000,0.0,0.08,ARNOLD
0200100000000,0.0,0.056,ARNOLD
0200101000000,0.0,0.173,ARNOLD
0200102000000,0.0,0.336,ARNOLD
0200103000000,0.0,0.059,ARNOLD
0200104000000,0.0,0.09,ARNOLD
0200105000000,0.0,0.969,ARNOLD
0200106000000,0.0,0.322,ARNOLD
0200107000000,0.0,0.475,ARNOLD
0200108000000,0.0,0.407,ARNOLD
0200109000000,0.0,0.065,ARNOLD
0200110000000,0.0,0.279,ARNOLD
0200111000000,0.0,0.039,ARNOLD
0200112000000,0.0,0.1,ARNOLD
0200113000000,0.0,0.262,ARNOLD
0200114000000,0.0,1.73,ARNOLD
0200115000000,0.0,0.123,ARNOLD
0200116000000,0.0,0.092,ARNOLD
0200117000000,0.0,0.448,ARNOLD
0200118000000,0.0,0.15,ARNOLD
0200119000000,0.0,0.23,ARNOLD
0200120000000,0.0,0.307,ARNOLD
0200122000000,0.0,0.069,ARNOLD
0200123000000,0.0,1.07,ARNOLD
0200124000000,0.0,0.426,ARNOLD
0200125000000,0.0,0.321,ARNOLD
0200126000000,0.0,0.019,ARNOLD
0200127000000,0.0,0.199,ARNOLD
0200128000000,0.0,0.251,ARNOLD
0200129000000,0.0,0.052,ARNOLD
0200130000000,0.0,0.51,ARNOLD
0200131000000,0.0,0.787,ARNOLD
0200132000000,0.0,0.043,ARNOLD
0200133000000,0.0,0.042,ARNOLD
0200134000000,0.0,0.067,ARNOLD
0200135000000,0.0,0.634,ARNOLD
0200136000000,0.0,0.232,ARNOLD
0200137000000,0.0,0.113,ARNOLD
0200138000000,0.0,0.177,ARNOLD
0200139000000,0.0,0.08,ARNOLD
0200140000000,0.0,0.11,ARNOLD
0200141000000,0.0,0.164,ARNOLD
0200142000000,0.0,0.417,ARNOLD
0200143000000,0.0,0.3,ARNOLD
0200144000000,0.0,0.035,ARNOLD
0200145000000,0.0,0.66,ARNOLD
0200146000000,0.0,0.349,ARNOLD
0200147000000,0.0,1.004,ARNOLD
0200148000000,0.0,0.245,ARNOLD
0200149000000,0.0,0.014,ARNOLD
0200150000000,0.0,0.129,ARNOLD
0200151000000,0.0,0.186,ARNOLD
0200152000000,0.0,0.086,ARNOLD
0200153000000,0.0,0.113,ARNOLD
0200154000000,0.0,0.077,ARNOLD
0200155000000,0.0,0.138,ARNOLD
0200156000000,0.0,0.063,ARNOLD
0200157000000,0.0,0.171,ARNOLD
0200158000000,0.0,0.398,ARNOLD
0200159000000,0.0,0.162,ARNOLD
0200160000000,0.0,0.04,ARNOLD
0200161000000,0.0,0.126,ARNOLD
0200162000000,0.0,0.189,ARNOLD
0200163000000,0.0,0.143,ARNOLD
0200164000000,0.0,0.199,ARNOLD
0200165000000,0.0,0.101,ARNOLD
0200167000000,0.0,0.088,ARNOLD
0200168000000,0.0,0.535,ARNOLD
0200169000000,0.0,0.066,ARNOLD
0200170000000,0.0,0.152,ARNOLD
0200171000000,0.0,0.101,ARNOLD
0200172000000,0.0,0.81,ARNOLD
0200173000000,0.0,0.023,ARNOLD
0200174000000,0.0,0.086,ARNOLD
0200175000000,0.0,0.054,ARNOLD
0200176000000,0.0,0.368,ARNOLD
0200177000000,0.0,0.295,ARNOLD
0200178000000,0.0,0.465,ARNOLD
0200179000000,0.0,0.02,ARNOLD
0200180000000,0.0,0.118,ARNOLD
0200181000000,0.0,0.351,ARNOLD
0200182000000,0.0,0.146,ARNOLD
0200183000000,0.0,0.047,ARNOLD
0200184000000,0.0,0.029,ARNOLD
0200185000000,0.0,0.053,ARNOLD
0200186000000,0.0,0.441,ARNOLD
0200187000000,0.0,0.044,ARNOLD
0200188000000,0.0,0.123,ARNOLD
0200189000000,0.0,0.076,ARNOLD
0200190000000,0.0,0.388,ARNOLD
0200191000000,0.0,0.136,ARNOLD
0200192000000,0.0,0.257,ARNOLD
0200193000000,0.0,0.13,ARNOLD
0200194000000,0.0,0.064,ARNOLD
0200195000000,0.0,0.071,ARNOLD
0200196000000,0.0,0.12,ARNOLD
0200197000000,0.0,0.334,ARNOLD
0200198000000,0.0,0.185,ARNOLD
0200199000000,0.0,0.085,ARNOLD
0200200000000,0.0,0.298,ARNOLD
0200201000000,0.0,0.427,ARNOLD
0200202000000,0.0,0.427,ARNOLD
0200203000000,0.0,0.142,ARNOLD
0200204000000,0.0,0.025,ARNOLD
0200205000000,0.0,0.156,ARNOLD
0200206000000,0.0,0.479,ARNOLD
0200207000000,0.0,0.043,ARNOLD
0200208000000,0.0,0.283,ARNOLD
0200209000000,0.0,0.085,ARNOLD
0200210000000,0.0,0.088,ARNOLD
0200211000000,0.0,0.39,ARNOLD
0200212000000,0.0,0.419,ARNOLD
0200213000000,0.0,0.074,ARNOLD
0200214000000,0.0,0.262,ARNOLD
0200215000000,0.0,0.029,ARNOLD
0200216000000,0.0,0.075,ARNOLD
0200217000000,0.0,0.1,ARNOLD
0200218000000,0.0,0.106,ARNOLD
0200219000000,0.0,0.261,ARNOLD
0200220000000,0.0,0.434,ARNOLD
0200221000000,0.0,0.028,ARNOLD
0200222000000,0.0,0.147,ARNOLD
0200223000000,0.0,0.438,ARNOLD
0200224000000,0.0,0.116,ARNOLD
0200225000000,0.0,0.166,ARNOLD
0200226000000,0.0,0.182,ARNOLD
0200227000000,0.0,0.1,ARNOLD
0200228000000,0.0,0.144,ARNOLD
0200229000000,0.0,0.109,ARNOLD
0200230000000,0.0,0.124,ARNOLD
0200231000000,0.0,0.12,ARNOLD
0200232000000,0.0,0.141,ARNOLD
0200233000000,0.0,0.555,ARNOLD
0200234000000,0.0,0.064,ARNOLD
0200235000000,0.0,0.137,ARNOLD
0200236000000,0.0,0.4,ARNOLD
0200237000000,0.0,0.265,ARNOLD
02002370000NB,0.0,0.15,ARNOLD
02002370000SB,0.0,0.143,ARNOLD
0200238000000,0.0,0.126,ARNOLD
0200239000000,0.0,0.96,ARNOLD
0200240000000,0.0,0.046,ARNOLD
0200241000000,0.0,0.27,ARNOLD
0200242000000,0.0,0.547,ARNOLD
0200243000000,0.0,0.127,ARNOLD
0200244000000,0.0,0.065,ARNOLD
0200245000000,0.0,0.274,ARNOLD
0200246000000,0.0,0.363,ARNOLD
0200247000000,0.0,0.301,ARNOLD
0200248000000,0.0,0.127,ARNOLD
0200249000000,0.0,0.174,ARNOLD
0200250000000,0.0,0.041,ARNOLD
0200251000000,0.0,0.075,ARNOLD
0200252000000,0.0,0.038,ARNOLD
0200253000000,0.0,0.097,ARNOLD
0200254000000,0.0,0.094,ARNOLD
0200255000000,0.0,0.399,ARNOLD
0200256000000,0.0,1.113,ARNOLD
0200257000000,0.0,0.273,ARNOLD
0200258000000,0.0,0.071,ARNOLD
0200259000000,0.0,0.057,ARNOLD
0200260000000,0.0,0.232,ARNOLD
0200261000000,0.0,0.21,ARNOLD
0200262000000,0.0,0.052,ARNOLD
0200263000000,0.0,0.84,ARNOLD
0200264000000,0.0,0.399,ARNOLD
0200265000000,0.0,0.333,ARNOLD
0200266000000,0.0,0.066,ARNOLD
0200267000000,0.0,0.306,ARNOLD
0200268000000,0.0,0.291,ARNOLD
0200269000000,0.0,0.785,ARNOLD
0200270000000,0.0,0.038,ARNOLD
0200271000000,0.0,0.14,ARNOLD
0200272000000,0.0,0.42,ARNOLD
0200273000000,0.0,0.227,ARNOLD
0200274000000,0.0,0.092,ARNOLD
0200275000000,0.0,0.039,ARNOLD
0200276000000,0.0,0.036,ARNOLD
0200277000000,0.0,0.21,ARNOLD
0200278000000,0.0,0.233,ARNOLD
0200279000000,0.0,0.112,ARNOLD
0200280000000,0.0,0.227,ARNOLD
0200282000000,0.0,0.194,ARNOLD
0200283000000,0.0,0.222,ARNOLD
0200284000000,0.0,0.09,ARNOLD
0200285000000,0.0,0.257,ARNOLD
0200286000000,0.0,0.234,ARNOLD
0200287000000,0.0,0.131,ARNOLD
0200288000000,0.0,0.216,ARNOLD
0200289000000,0.0,0.07,ARNOLD
0200290000000,0.0,0.098,ARNOLD
0200291000000,0.0,0.114,ARNOLD
0200292000000,0.0,0.616,ARNOLD
02002920000NB,0.0,0.047,ARNOLD
02002920000SB,0.0,0.047,ARNOLD
0200293000000,0.0,0.387,ARNOLD
0200294000000,0.0,0.234,ARNOLD
0200295000000,0.0,0.061,ARNOLD
0200296000000,0.0,0.128,ARNOLD
0200297000000,0.0,0.206,ARNOLD
0200298000000,0.0,0.43,ARNOLD
0200299000000,0.0,0.638,ARNOLD
0200300000000,0.0,0.051,ARNOLD
0200301000000,0.0,0.19,ARNOLD
0200302000000,0.0,0.07,ARNOLD
0200303000000,0.0,0.216,ARNOLD
0200304000000,0.0,0.438,ARNOLD
0200305000000,0.0,0.032,ARNOLD
0200306000000,0.0,0.035,ARNOLD
0200307000000,0.0,0.178,ARNOLD
0200308000000,0.0,0.122,ARNOLD
0200309000000,0.0,1.0,ARNOLD
0200310000000,0.0,0.239,ARNOLD
0200311000000,0.0,0.063,ARNOLD
0200312000000,0.0,0.055,ARNOLD
0200313000000,0.0,1.099,ARNOLD
0200314000000,0.0,0.348,ARNOLD
0200315000000,0.0,0.197,ARNOLD
0200316000000,0.0,0.313,ARNOLD
0200317000000,0.0,0.059,ARNOLD
0200318000000,0.0,0.093,ARNOLD
0200319000000,0.0,0.054,ARNOLD
0200320000000,0.0,0.325,ARNOLD
0200321000000,0.0,0.218,ARNOLD
0200322000000,0.0,0.47,ARNOLD
0200323000000,0.0,0.026,ARNOLD
0200324000000,0.0,0.291,ARNOLD
0200325000000,0.0,0.104,ARNOLD
0200326000000,0.0,0.028,ARNOLD
0200327000000,0.0,0.064,ARNOLD
0200328000000,0.0,0.079,ARNOLD
0200329000000,0.0,0.087,ARNOLD
0200330000000,0.0,0.112,ARNOLD
0200331000000,0.0,0.294,ARNOLD
0200332000000,0.0,0.143,ARNOLD
0200333000000,0.0,0.078,ARNOLD
0200334000000,0.0,0.18,ARNOLD
0200335000000,0.0,0.051,ARNOLD
0200336000000,0.0,0.174,ARNOLD
0200337000000,0.0,0.219,ARNOLD
0200338000000,0.0,0.075,ARNOLD
0200339000000,0.0,0.142,ARNOLD
0200340000000,0.0,0.085,ARNOLD
0200341000000,0.0,0.126,ARNOLD
0200342000000,0.0,0.172,ARNOLD
0200343000000,0.0,0.251,ARNOLD
0200344000000,0.0,0.2,ARNOLD
0200345000000,0.0,0.144,ARNOLD
0200346000000,0.0,0.073,ARNOLD
0200347000000,0.0,0.036,ARNOLD
0200348000000,0.0,0.237,ARNOLD
0200349000000,0.0,0.179,ARNOLD
0200350000000,0.0,0.095,ARNOLD
0200351000000,0.0,0.212,ARNOLD
0200352000000,0.0,0.33,ARNOLD
0200353000000,0.0,0.161,ARNOLD
0200354000000,0.0,0.091,ARNOLD
0200355000000,0.0,0.007,ARNOLD
0200356000000,0.0,0.059,ARNOLD
0200357000000,0.0,0.556,ARNOLD
0200358000000,0.0,0.211,ARNOLD
0200359000000,0.0,0.071,ARNOLD
0200360000000,0.0,0.129,ARNOLD
0200361000000,0.0,0.108,ARNOLD
0200362000000,0.0,0.689,ARNOLD
0200363000000,0.0,0.191,ARNOLD
0200364000000,0.0,0.095,ARNOLD
0200365000000,0.0,0.175,ARNOLD
0200366000000,0.0,0.037,ARNOLD
0200367000000,0.0,0.114,ARNOLD
0200368000000,0.0,0.243,ARNOLD
0200369000000,0.0,0.109,ARNOLD
0200370000000,0.0,0.194,ARNOLD
0200371000000,0.0,0.328,ARNOLD
0200371000200,0.0,0.04,ARNOLD
0200372000000,0.0,0.119,ARNOLD
0200373000000,0.0,0.403,ARNOLD
0200374000000,0.0,0.077,ARNOLD
0200375000000,0.0,0.57,ARNOLD
0200376000000,0.0,0.046,ARNOLD
0200377000000,0.0,0.176,ARNOLD
0200378000000,0.0,0.158,ARNOLD
0200379000000,0.0,0.066,ARNOLD
0200380000000,0.0,0.027,ARNOLD
0200381000000,0.0,0.039,ARNOLD
0200383000000,0.0,0.583,ARNOLD
0200384000000,0.0,0.281,ARNOLD
0200385000000,0.0,0.079,ARNOLD
0200386000000,0.0,0.226,ARNOLD
0200387000000,0.0,0.063,ARNOLD
0200388000000,0.0,0.135,ARNOLD
0200389000000,0.0,0.324,ARNOLD
0200390000000,0.0,0.212,ARNOLD
0200391000000,0.0,0.037,ARNOLD
0200392000000,0.0,0.048,ARNOLD
0200393000000,0.0,0.382,ARNOLD
0200394000000,0.0,0.181,ARNOLD
0200395000000,0.0,0.367,ARNOLD
0200396000000,0.0,0.105,ARNOLD
0200397000000,0.0,1.33,ARNOLD
0200398000000,0.0,0.075,ARNOLD
0200399000000,0.0,0.241,ARNOLD
0200400000000,0.0,0.047,ARNOLD
0200401000000,0.0,0.049,ARNOLD
0200402000000,0.0,0.423,ARNOLD
0200403000000,0.0,0.107,ARNOLD
0200404000000,0.0,0.125,ARNOLD
0200406000000,0.0,0.218,ARNOLD
0200407000000,0.0,0.419,ARNOLD
0200408000000,0.0,0.168,ARNOLD
0200409000000,0.0,0.163,ARNOLD
0200410000000,0.0,0.319,ARNOLD
0200412000000,0.0,0.403,ARNOLD
0200413000000,0.0,0.422,ARNOLD
0200414000000,0.0,0.214,ARNOLD
0200415000000,0.0,0.056,ARNOLD
0200416000000,0.0,0.42,ARNOLD
0200417000000,0.0,0.129,ARNOLD
0200418000000,0.0,0.075,ARNOLD
0200419000000,0.0,3.346,ARNOLD
0200420000000,0.0,0.27,ARNOLD
0200421000000,0.0,0.381,ARNOLD
0200422000000,0.0,0.101,ARNOLD
0200423000000,0.0,0.053,ARNOLD
0200424000000,0.0,0.3,ARNOLD
0200425000000,0.0,0.034,ARNOLD
0200426000000,0.0,0.078,ARNOLD
0200427000000,0.0,0.062,ARNOLD
0200428000000,0.0,0.077,ARNOLD
0200429000000,0.0,0.087,ARNOLD
0200430000000,0.0,0.356,ARNOLD
0200431000000,0.0,0.153,ARNOLD
0200432000000,0.0,0.264,ARNOLD
0200433000000,0.0,0.681,ARNOLD
0200434000000,0.0,0.188,ARNOLD
0200435000000,0.0,0.633,ARNOLD
0200436000000,0.0,0.184,ARNOLD
0200437000000,0.0,0.124,ARNOLD
0200438000000,0.0,0.097,ARNOLD
0200439000000,0.0,0.3,ARNOLD
0200440000000,0.0,0.635,ARNOLD
0200441000000,0.0,0.131,ARNOLD
0200442000000,0.0,0.039,ARNOLD
0200443000000,0.0,0.151,ARNOLD
0200444000000,0.0,0.09,ARNOLD
0200445000000,0.0,0.072,ARNOLD
0200446000000,0.0,0.63,ARNOLD
0200447000000,0.0,0.953,ARNOLD
0200448000000,0.0,0.222,ARNOLD
0200449000000,0.0,0.097,ARNOLD
0200450000000,0.0,0.048,ARNOLD
0200451000000,0.0,0.178,ARNOLD
0200452000000,0.0,0.125,ARNOLD
0200453000000,0.0,0.114,ARNOLD
0200454000000,0.0,0.038,ARNOLD
0200455000000,0.0,0.252,ARNOLD
0200456000000,0.0,0.115,ARNOLD
0200457000000,0.0,0.295,ARNOLD
0200458000000,0.0,0.428,ARNOLD
0200459000000,0.0,0.109,ARNOLD
0200460000000,0.0,0.086,ARNOLD
0200461000000,0.0,0.212,ARNOLD
0200462000000,0.0,0.351,ARNOLD
0200463000000,0.0,0.774,ARNOLD
0200464000000,0.0,0.067,ARNOLD
0200465000000,0.0,0.042,ARNOLD
0200466000000,0.0,0.113,ARNOLD
0200467000000,0.0,0.069,ARNOLD
0200468000000,0.0,0.065,ARNOLD
0200469000000,0.0,0.176,ARNOLD
0200470000000,0.0,0.112,ARNOLD
0200471000000,0.0,0.377,ARNOLD
0200472000000,0.0,0.195,ARNOLD
0200473000000,0.0,0.052,ARNOLD
0200474000000,0.0,0.069,ARNOLD
0200475000000,0.0,0.037,ARNOLD
0200476000000,0.0,0.932,ARNOLD
0200477000000,0.0,0.348,ARNOLD
0200478000000,0.0,0.156,ARNOLD
0200479000000,0.0,0.167,ARNOLD
0200480000000,0.0,0.179,ARNOLD
0200481000000,0.0,0.125,ARNOLD
0200482000000,0.0,0.243,ARNOLD
0200483000000,0.0,0.169,ARNOLD
0200484000000,0.0,0.08,ARNOLD
0200484002500,0.0,0.001,ARNOLD
0200485000000,0.0,0.859,ARNOLD
0200486000000,0.0,0.174,ARNOLD
0200487000000,0.0,1.243,ARNOLD
0200488000000,0.0,0.083,ARNOLD
0200489000000,0.0,0.106,ARNOLD
0200490000000,0.0,0.045,ARNOLD
0200491000000,0.0,0.549,ARNOLD
0200492000000,0.0,0.078,ARNOLD
0200493000000,0.0,0.123,ARNOLD
0200494000000,0.0,0.151,ARNOLD
0200495000000,0.0,1.112,ARNOLD
0200496000000,0.0,0.129,ARNOLD
0200497000000,0.0,0.12,ARNOLD
0200498000000,0.0,0.308,ARNOLD
0200499000000,0.0,0.058,ARNOLD
0200500000000,0.0,0.538,ARNOLD
0200501000000,0.0,0.097,ARNOLD
0200502000000,0.0,0.2,ARNOLD
0200503000000,0.0,0.038,ARNOLD
0200504000000,0.0,0.187,ARNOLD
0200505000000,0.0,0.516,ARNOLD
0200506000000,0.0,0.161,ARNOLD
0200507000000,0.0,0.093,ARNOLD
0200508000000,0.0,0.589,ARNOLD
0200509000000,0.0,0.126,ARNOLD
0200510000000,0.0,0.389,ARNOLD
0200511000000,0.0,0.104,ARNOLD
0200512000000,0.0,0.295,ARNOLD
0200513000000,0.0,0.132,ARNOLD
0200514000000,0.0,0.392,ARNOLD
0200515000000,0.0,0.095,ARNOLD
0200516000000,0.0,0.119,ARNOLD
0200517000000,0.0,0.403,ARNOLD
0200518000000,0.0,0.085,ARNOLD
0200519000000,0.0,0.145,ARNOLD
0200520000000,0.0,0.137,ARNOLD
0200521000000,0.0,0.158,ARNOLD
0200522000000,0.0,0.35,ARNOLD
0200523000000,0.0,0.214,ARNOLD
0200524000000,0.0,0.111,ARNOLD
0200525000000,0.0,0.127,ARNOLD
0200527000000,0.0,0.04,ARNOLD
0200528000000,0.0,0.112,ARNOLD
0200529000000,0.0,0.086,ARNOLD
0200530000000,0.0,0.161,ARNOLD
0200531000000,0.0,0.185,ARNOLD
0200532000000,0.0,0.964,ARNOLD
0200533000000,0.0,0.348,ARNOLD
0200534000000,0.0,0.158,ARNOLD
0200535000000,0.0,0.046,ARNOLD
0200536000000,0.0,0.288,ARNOLD
0200537000000,0.0,0.149,ARNOLD
0200538000000,0.0,0.86,ARNOLD
0200539000000,0.0,1.06,ARNOLD
0200540000000,0.0,0.222,ARNOLD
0200541000000,0.0,0.174,ARNOLD
0200542000000,0.0,0.293,ARNOLD
0200543000000,0.0,0.257,ARNOLD
0200544000000,0.0,0.133,ARNOLD
0200545000000,0.0,0.261,ARNOLD
0200546000000,0.0,0.179,ARNOLD
0200547000000,0.0,0.281,ARNOLD
0200548000000,0.0,0.071,ARNOLD
0200549000000,0.0,0.484,ARNOLD
0200550000000,0.0,1.553,ARNOLD
0200551000000,0.0,0.127,ARNOLD
0200552000000,0.0,0.075,ARNOLD
0200553000000,0.0,0.154,ARNOLD
0200554000000,0.0,0.13,ARNOLD
0200555000000,0.0,0.065,ARNOLD
0200556000000,0.0,0.526,ARNOLD
0200557000000,0.0,0.042,ARNOLD
0200558000000,0.0,0.037,ARNOLD
0200559000000,0.0,0.118,ARNOLD
0200560000000,0.0,0.148,ARNOLD
0200561000000,0.0,0.061,ARNOLD
0200562000000,0.0,0.216,ARNOLD
0200563000000,0.0,0.091,ARNOLD
0200564000000,0.0,0.18,ARNOLD
0200565000000,0.0,0.096,ARNOLD
0200566000000,0.0,0.27,ARNOLD
0200567000000,0.0,0.092,ARNOLD
0200568000000,0.0,0.011,ARNOLD
0200569000000,0.0,0.038,ARNOLD
0200570000000,0.0,0.22,ARNOLD
0200571000000,0.0,0.104,ARNOLD
0200572000000,0.0,0.061,ARNOLD
0200573000000,0.0,0.045,ARNOLD
0200574000000,0.0,0.172,ARNOLD
0200575000000,0.0,0.18,ARNOLD
0200576000000,0.0,0.173,ARNOLD
0200577000000,0.0,0.084,ARNOLD
0200578000000,0.0,0.097,ARNOLD
0200579000000,0.0,0.252,ARNOLD
0200580000000,0.0,0.499,ARNOLD
0200581000000,0.0,0.017,ARNOLD
0200582000000,0.0,0.044,ARNOLD
0200583000000,0.0,0.696,ARNOLD
0200584000000,0.0,0.116,ARNOLD
0200585000000,0.0,0.729,ARNOLD
0200586000000,0.0,0.069,ARNOLD
0200587000000,0.0,0.052,ARNOLD
0200588000000,0.0,0.071,ARNOLD
0200589000000,0.0,0.236,ARNOLD
0200590000000,0.0,0.135,ARNOLD
0200591000000,0.0,0.064,ARNOLD
0200592000000,0.0,0.118,ARNOLD
0200593000000,0.0,0.179,ARNOLD
0200594000000,0.0,0.066,ARNOLD
0200595000000,0.0,0.057,ARNOLD
0200596000000,0.0,0.726,ARNOLD
0200597000000,0.0,0.105,ARNOLD
0200598000000,0.0,0.176,ARNOLD
0200599000000,0.0,0.139,ARNOLD
0200600000000,0.0,0.074,ARNOLD
0200601000000,0.0,0.07,ARNOLD
0200602000000,0.0,0.681,ARNOLD
0200603000000,0.0,0.123,ARNOLD
0200604000000,0.0,0.108,ARNOLD
0200605000000,0.0,0.406,ARNOLD
0200606000000,0.0,0.047,ARNOLD
0200607000000,0.0,0.238,ARNOLD
0200609000000,0.0,0.046,ARNOLD
0200610000000,0.0,0.046,ARNOLD
0200611000000,0.0,0.41,ARNOLD
0200612000000,0.0,0.208,ARNOLD
0200613000000,0.0,0.21,ARNOLD
0200614000000,0.0,0.147,ARNOLD
0200615000000,0.0,0.28,ARNOLD
0200616000000,0.0,0.599,ARNOLD
0200617000000,0.0,0.254,ARNOLD
0200618000000,0.0,0.134,ARNOLD
0200619000000,0.0,0.236,ARNOLD
0200620000000,0.0,0.506,ARNOLD
0200621000000,0.0,0.298,ARNOLD
0200622000000,0.0,0.494,ARNOLD
0200623000000,0.0,0.106,ARNOLD
0200624000000,0.0,0.232,ARNOLD
0200625000000,0.0,0.419,ARNOLD
0200626000000,0.0,0.124,ARNOLD
0200627000000,0.0,0.066,ARNOLD
0200628000000,0.0,0.023,ARNOLD
0200629000000,0.0,0.199,ARNOLD
0200630000000,0.0,0.143,ARNOLD
0200631000000,0.0,0.347,ARNOLD
0200632000000,0.0,0.116,ARNOLD
0200633000000,0.0,0.936,ARNOLD
0200634000000,0.0,0.412,ARNOLD
0200635000000,0.0,0.14,ARNOLD
0200636000000,0.0,0.086,ARNOLD
0200637000000,0.0,0.058,ARNOLD
0200638000000,0.0,0.522,ARNOLD
0200639000000,0.0,0.071,ARNOLD
0200640000000,0.0,0.045,ARNOLD
0200641000000,0.0,0.035,ARNOLD
0200642000000,0.0,0.697,ARNOLD
0200643000000,0.0,0.405,ARNOLD
0200644000000,0.0,0.104,ARNOLD
0200645000000,0.0,0.16,ARNOLD
0200646000000,0.0,0.066,ARNOLD
0200647000000,0.0,0.042,ARNOLD
0200648000000,0.0,0.332,ARNOLD
0200649000000,0.0,0.249,ARNOLD
0200650000000,0.0,0.27,ARNOLD
0200651000000,0.0,0.104,ARNOLD
0200652000000,0.0,0.028,ARNOLD
0200653000000,0.0,0.174,ARNOLD
0200654000000,0.0,0.203,ARNOLD
0200655000000,0.0,0.334,ARNOLD
0200656000000,0.0,1.115,ARNOLD
0200657000000,0.0,0.132,ARNOLD
0200658000000,0.0,0.044,ARNOLD
0200659000000,0.0,0.076,ARNOLD
0200660000000,0.0,0.78,ARNOLD
0200661000000,0.0,0.706,ARNOLD
0200662000000,0.0,0.044,ARNOLD
0200663000000,0.0,0.137,ARNOLD
0200664000000,0.0,0.075,ARNOLD
0200665000000,0.0,0.129,ARNOLD
0200666000000,0.0,0.089,ARNOLD
0200667000000,0.0,0.355,ARNOLD
0200668000000,0.0,0.057,ARNOLD
0200669000000,0.0,1.12,ARNOLD
0200670000000,0.0,0.26,ARNOLD
0200671000000,0.0,0.097,ARNOLD
0200671002500,0.0,0.002,ARNOLD
0200672000000,0.0,0.2,ARNOLD
0200673000000,0.0,0.027,ARNOLD
0200674000000,0.0,0.181,ARNOLD
0200675000000,0.0,0.131,ARNOLD
0200676000000,0.0,0.207,ARNOLD
0200677000000,0.0,0.876,ARNOLD
0200678000000,0.0,0.076,ARNOLD
0200679000000,0.0,0.053,ARNOLD
0200680000000,0.0,0.069,ARNOLD
0200681000000,0.0,0.08,ARNOLD
0200682000000,0.0,0.065,ARNOLD
0200683000000,0.0,0.635,ARNOLD
0200684000000,0.0,0.16,ARNOLD
0200685000000,0.0,0.066,ARNOLD
0200686000000,0.0,0.11,ARNOLD
0200687000000,0.0,0.267,ARNOLD
0200688000000,0.0,0.069,ARNOLD
0200689000000,0.0,0.229,ARNOLD
0200690000000,0.0,0.031,ARNOLD
0200691000000,0.0,0.129,ARNOLD
0200692000000,0.0,0.094,ARNOLD
0200693000000,0.0,0.129,ARNOLD
0200694000000,0.0,0.159,ARNOLD
0200695000000,0.0,0.231,ARNOLD
0200696000000,0.0,0.315,ARNOLD
0200697000000,0.0,0.187,ARNOLD
0200698000000,0.0,0.287,ARNOLD
0200699000000,0.0,0.245,ARNOLD
0200700000000,0.0,0.437,ARNOLD
0200701000000,0.0,0.236,ARNOLD
0200702000000,0.0,0.115,ARNOLD
0200703000000,0.0,0.081,ARNOLD
0200704000000,0.0,0.349,ARNOLD
0200705000000,0.0,0.216,ARNOLD
0200706000000,0.0,0.263,ARNOLD
0200707000000,0.0,0.289,ARNOLD
0200708000000,0.0,0.101,ARNOLD
0200709000000,0.0,0.107,ARNOLD
0200710000000,0.0,0.396,ARNOLD
0200711000000,0.0,0.054,ARNOLD
0200712000000,0.0,0.042,ARNOLD
0200713000000,0.0,0.66,ARNOLD
0200714000000,0.0,0.204,ARNOLD
0200715000000,0.0,0.036,ARNOLD
0200716000000,0.0,0.285,ARNOLD
0200717000000,0.0,0.056,ARNOLD
0200718000000,0.0,0.096,ARNOLD
0200719000000,0.0,0.454,ARNOLD
0200720000000,0.0,0.116,ARNOLD
0200721000000,0.0,0.383,ARNOLD
0200722000000,0.0,0.208,ARNOLD
0200723000000,0.0,0.175,ARNOLD
0200724000000,0.0,0.505,ARNOLD
0200725000000,0.0,0.186,ARNOLD
0200726000000,0.0,0.048,ARNOLD
0200727000000,0.0,0.194,ARNOLD
0200728000000,0.0,0.085,ARNOLD
0200729000000,0.0,0.289,ARNOLD
0200730000000,0.0,0.163,ARNOLD
0200731000000,0.0,0.074,ARNOLD
0200732000000,0.0,0.124,ARNOLD
0200733000000,0.0,0.166,ARNOLD
0200734000000,0.0,0.046,ARNOLD
0200735000000,0.0,0.047,ARNOLD
0200736000000,0.0,0.32,ARNOLD
0200737000000,0.0,0.222,ARNOLD
0200738000000,0.0,0.141,ARNOLD
0200739000000,0.0,0.167,ARNOLD
0200740000000,0.0,0.238,ARNOLD
0200741000000,0.0,0.062,ARNOLD
0200742000000,0.0,0.072,ARNOLD
0200743000000,0.0,0.206,ARNOLD
0200744000000,0.0,0.044,ARNOLD
0200745000000,0.0,0.054,ARNOLD
0200746000000,0.0,0.229,ARNOLD
0200748000000,0.0,0.102,ARNOLD
0200749000000,0.0,0.044,ARNOLD
0200750000000,0.0,0.249,ARNOLD
