ValueDate,RouteID,BeginPoint,EndPoint,IRI,SURFACE_TYPE,RUTTING,FAULTING,CRACKING_PERCENT
2025,20200600007WB,5.9,6.0,239.3,ASP,0.16,0.0,27.6
2025,20200600007WB,6.0,6.1,291.3,ASP,0.21,0.0,33.9
2025,20200600007WB,6.1,6.2,149.0,ASP,0.3,0.0,39.8
2025,20200600007WB,6.2,6.29,171.9,ASP,0.37,0.0,33.3
2025,20200600007WB,7.45,7.5,167.6,ASP,0.1,0.0,4.6
2025,20200600007WB,7.5,7.6,201.9,ASP,0.17,0.0,9.2
2025,20200600007WB,7.6,7.7,301.1,JCP,0.14,0.119,45.5
2025,20200600007WB,7.7,7.76,302.1,JCP,0.19,0.0,50.0
2025,20200600007WB,7.76,7.8,214.5,ASP,0.12,0.0,9.1
2025,20200600007WB,7.8,7.9,218.5,ASP,0.15,0.0,6.6
2025,20200600007WB,7.9,8.0,210.1,ASP,0.27,0.0,22.9
2025,20200600007WB,8.0,8.1,192.0,ASP,0.16,0.0,7.1
2025,20200600023NB,0.0,0.07,340.1,ASP,0.29,0.0,21.2
2025,20201190000NB,0.0,0.1,88.4,JCP,0.08,0.0,20.0
2025,20201190000NB,0.1,0.2,80.9,JCP,0.08,0.0,11.1
2025,20201190000NB,0.2,0.3,49.7,JCP,0.07,0.0,16.7
2025,20201190000NB,0.3,0.4,58.9,JCP,0.07,0.008,0.0
2025,20201190000NB,0.4,0.5,98.1,JCP,0.07,0.0,0.0
2025,20201190000NB,0.5,0.6,83.1,JCP,0.07,0.0,9.1
2025,20201190000NB,0.6,0.7,95.3,JCP,0.08,0.0,27.3
2025,20201190000NB,0.7,0.8,75.4,JCP,0.09,0.005,16.7
2025,20201190000NB,0.8,0.9,48.6,JCP,0.07,0.005,0.0
2025,20201190000NB,0.9,1.0,155.3,JCP,0.13,0.0,15.2
2025,20201190000NB,1.0,1.1,190.4,JCP,0.1,0.0,50.0
2025,20201190000NB,1.1,1.12,173.3,CRC,0.09,0.0,0.0
2025,20201190000NB,5.79,5.8,121.5,CRC,0.12,0.0,0.0
2025,20201190000NB,5.8,5.9,117.6,ASP,0.11,0.0,0.2
2025,20201190000NB,5.9,6.0,54.5,ASP,0.08,0.0,0.2
2025,20201190000NB,6.0,6.1,39.2,ASP,0.08,0.0,0.0
2025,20201190000NB,6.1,6.2,40.7,ASP,0.1,0.0,0.0
2025,20201190000NB,6.2,6.3,40.1,ASP,0.09,0.0,0.0
2025,20201190000NB,6.3,6.4,39.9,ASP,0.11,0.0,0.0
2025,20201190000NB,6.4,6.5,44.7,ASP,0.1,0.0,0.6
2025,20201190000NB,6.5,6.6,42.7,ASP,0.11,0.0,0.0
2025,20201190000NB,6.6,6.7,95.4,ASP,0.09,0.0,0.1
2025,20201190000NB,6.7,6.8,122.6,CRC,0.09,0.0,0.0
2025,20201190000NB,6.8,6.9,71.1,ASP,0.1,0.0,0.1
2025,20201190000NB,6.9,7.0,40.6,ASP,0.09,0.0,0.0
2025,20201190000NB,7.0,7.1,46.9,ASP,0.07,0.0,0.0
2025,20201190000NB,7.1,7.2,49.6,ASP,0.08,0.0,1.7
2025,20201190000NB,7.2,7.3,45.0,ASP,0.08,0.0,0.0
2025,20201190000NB,7.3,7.4,45.8,ASP,0.06,0.0,0.7
2025,20201190000NB,7.4,7.5,54.7,ASP,0.06,0.0,2.9
2025,20201190000NB,7.5,7.6,49.7,ASP,0.08,0.0,1.9
2025,20201190000NB,7.6,7.7,62.5,ASP,0.1,0.0,0.0
2025,20201190000NB,7.7,7.8,55.3,ASP,0.14,0.0,2.2
2025,20201190000NB,7.8,7.9,59.8,ASP,0.12,0.0,0.1
2025,20201190000NB,7.9,8.0,43.2,ASP,0.08,0.0,0.5
2025,20201190000NB,8.0,8.1,55.7,ASP,0.1,0.0,2.7
2025,20201190000NB,8.1,8.2,52.8,ASP,0.1,0.0,0.0
2025,20201190000NB,8.2,8.3,56.5,ASP,0.11,0.0,0.2
2025,20201190000NB,8.3,8.4,52.3,ASP,0.11,0.0,0.1
2025,20201190000NB,8.4,8.5,46.1,ASP,0.11,0.0,0.0
2025,20201190000NB,8.5,8.6,46.2,ASP,0.12,0.0,0.0
2025,20201190000NB,8.6,8.7,54.0,ASP,0.14,0.0,0.8
2025,20201190000NB,8.7,8.8,60.2,ASP,0.09,0.0,0.1
2025,20201190000NB,8.8,8.9,65.8,ASP,0.07,0.0,0.2
2025,20201190000NB,8.9,9.0,52.1,ASP,0.08,0.0,0.0
2025,20201190000NB,9.0,9.1,55.7,ASP,0.11,0.0,3.6
2025,20201190000NB,9.1,9.2,49.1,ASP,0.12,0.0,2.8
2025,20201190000NB,9.2,9.3,50.7,ASP,0.08,0.0,0.0
2025,20201190000NB,9.3,9.4,54.1,ASP,0.08,0.0,0.0
2025,20201190000NB,9.4,9.5,54.8,ASP,0.1,0.0,3.7
2025,20201190000NB,9.5,9.6,48.5,ASP,0.14,0.0,1.2
2025,20201190000NB,9.6,9.7,49.5,ASP,0.12,0.0,0.0
2025,20201190000NB,9.7,9.8,40.2,ASP,0.12,0.0,0.0
2025,20201190000NB,9.8,9.9,152.0,ASP,0.21,0.0,2.5
2025,20201190000NB,9.9,10.0,66.2,ASP,0.1,0.0,0.0
2025,20201190000NB,10.0,10.1,54.7,ASP,0.07,0.0,0.0
2025,20201190000NB,10.1,10.2,61.8,ASP,0.09,0.0,0.0
2025,20201190000NB,10.2,10.3,67.3,ASP,0.08,0.0,0.0
2025,20201190000NB,10.3,10.4,55.3,ASP,0.07,0.0,0.0
2025,20201190000NB,10.4,10.5,64.3,ASP,0.07,0.0,0.0
2025,20201190000NB,10.5,10.6,63.2,ASP,0.08,0.0,0.0
2025,20201190000NB,10.6,10.7,46.0,ASP,0.09,0.0,0.0
2025,20201190000NB,10.7,10.8,45.7,ASP,0.08,0.0,0.0
2025,20201190000NB,10.8,10.9,51.1,ASP,0.09,0.0,1.6
2025,20201190000NB,10.9,11.0,52.6,ASP,0.09,0.0,0.3
2025,20201190000NB,11.0,11.1,56.3,ASP,0.12,0.0,4.7
2025,20201190000NB,11.1,11.2,41.9,ASP,0.11,0.0,3.8
2025,20201190000NB,11.2,11.3,35.4,ASP,0.1,0.0,4.5
2025,20201190000NB,11.3,11.4,112.3,ASP,0.11,0.0,0.3
2025,20201190000NB,11.4,11.5,108.8,ASP,0.15,0.0,14.5
2025,20201190000NB,11.5,11.6,46.4,ASP,0.17,0.0,11.0
2025,20201190000NB,11.6,11.7,51.9,ASP,0.16,0.0,1.9
2025,20201190000NB,11.7,11.8,46.6,ASP,0.17,0.0,1.4
2025,20201190000NB,11.8,11.9,48.6,ASP,0.19,0.0,6.0
2025,20201190000NB,11.9,12.0,51.6,ASP,0.17,0.0,8.5
2025,20201190000NB,12.0,12.1,50.7,ASP,0.17,0.0,3.3
2025,20201190000NB,12.1,12.2,62.4,ASP,0.19,0.0,2.3
2025,20201190000NB,12.2,12.3,74.5,ASP,0.19,0.0,3.7
2025,20201190000NB,12.3,12.4,38.7,ASP,0.13,0.0,1.8
2025,20201190000NB,12.4,12.5,58.7,ASP,0.27,0.0,1.1
2025,20201190000NB,12.5,12.6,55.5,ASP,0.16,0.0,3.2
2025,20201190000NB,12.6,12.7,78.6,ASP,0.18,0.0,1.0
2025,20201190000NB,12.7,12.8,120.2,ASP,0.2,0.0,0.8
2025,20201190000NB,12.8,12.9,44.8,ASP,0.16,0.0,2.7
2025,20201190000NB,12.9,13.0,49.3,ASP,0.13,0.0,2.5
2025,20201190000NB,13.0,13.1,47.3,ASP,0.13,0.0,0.1
2025,20201190000NB,13.1,13.2,55.5,ASP,0.15,0.0,0.7
2025,20201190000NB,13.2,13.3,41.7,ASP,0.13,0.0,0.3
2025,20201190000NB,13.3,13.4,50.5,ASP,0.1,0.0,1.2
2025,20201190000NB,13.4,13.5,46.2,ASP,0.11,0.0,0.9
2025,20201190000NB,13.5,13.6,62.1,ASP,0.11,0.0,0.0
2025,20201190000NB,13.6,13.7,62.2,ASP,0.11,0.0,9.4
2025,20201190000NB,13.7,13.8,135.3,ASP,0.13,0.0,2.5
2025,20201190000NB,13.8,13.9,143.1,ASP,0.15,0.0,14.7
2025,20201190000NB,13.9,14.0,131.8,ASP,0.11,0.0,2.8
2025,20201190000NB,14.0,14.1,174.5,JCP,0.11,0.006,0.0
2025,20201190000NB,14.1,14.2,53.4,JCP,0.13,0.0,3.7
2025,20201190000NB,14.2,14.3,50.3,JCP,0.11,0.0,5.9
2025,20201190000NB,14.3,14.4,61.7,JCP,0.14,0.005,0.0
2025,20201190000NB,14.4,14.5,73.8,JCP,0.18,0.007,2.6
2025,20201190000NB,14.5,14.6,58.0,JCP,0.16,0.024,5.9
2025,20201190000NB,14.6,14.7,58.9,JCP,0.19,0.0,2.6
2025,20201190000NB,14.7,14.8,71.1,JCP,0.16,0.0,6.3
2025,20201190000NB,14.8,14.9,73.6,JCP,0.13,0.0,4.7
2025,20201190000NB,14.9,15.0,57.5,JCP,0.13,0.0,3.3
2025,20201190000NB,15.0,15.1,68.0,JCP,0.11,0.0,0.0
2025,20201190000NB,15.1,15.2,72.5,JCP,0.13,0.0,2.1
2025,20201190000NB,15.2,15.3,82.3,JCP,0.14,0.0,2.7
2025,20201190000NB,15.3,15.4,74.8,JCP,0.13,0.022,0.0
2025,20201190000NB,15.4,15.5,98.7,JCP,0.16,0.0,2.5
2025,20201190000NB,15.5,15.6,119.0,JCP,0.12,0.0,9.1
2025,20201190000NB,15.6,15.7,92.2,JCP,0.1,0.0,13.5
2025,20201190000NB,15.7,15.8,71.0,JCP,0.1,0.009,17.6
2025,20201190000NB,15.8,15.9,63.4,JCP,0.09,0.011,24.0
2025,20201190000NB,15.9,16.0,56.0,JCP,0.09,0.0,9.1
2025,20201190000NB,16.0,16.1,70.8,JCP,0.12,0.0,18.8
2025,20201190000NB,16.1,16.2,67.9,JCP,0.12,0.0,2.6
2025,20201190000NB,16.2,16.3,97.6,JCP,0.11,0.0,5.3
2025,20201190000NB,16.3,16.4,68.4,ASP,0.1,0.0,0.4
2025,20201190000NB,16.4,16.5,82.7,ASP,0.08,0.0,0.1
2025,20201190000NB,16.5,16.6,73.0,ASP,0.09,0.0,0.5
2025,20201190000NB,16.6,16.7,89.6,ASP,0.08,0.0,0.8
2025,20201190000NB,16.7,16.8,97.2,ASP,0.06,0.0,0.4
2025,20201190000NB,16.8,16.9,88.8,ASP,0.05,0.0,0.6
2025,20201190000NB,16.9,17.0,69.2,ASP,0.06,0.0,0.6
2025,20201190000NB,17.0,17.1,67.6,ASP,0.06,0.0,2.7
2025,20201190000NB,17.1,17.2,200.8,ASP,0.16,0.0,10.3
2025,20201190000NB,17.2,17.3,84.9,ASP,0.1,0.0,1.5
2025,20201190000NB,17.3,17.4,79.9,ASP,0.09,0.0,6.7
2025,20201190000NB,17.4,17.5,65.3,ASP,0.09,0.0,14.1
2025,20201190000NB,17.5,17.6,110.8,CRC,0.15,0.0,0.0
2025,20201190000NB,17.6,17.64,137.9,CRC,0.09,0.0,0.0
2025,20201190000NB,17.82,17.9,153.7,CRC,0.11,0.0,0.0
2025,20201190000NB,17.9,18.0,246.8,CRC,0.14,0.02,0.0
2025,20201190000NB,18.0,18.1,478.5,JCP,0.12,0.041,11.5
2025,20201190000NB,18.1,18.2,121.3,JCP,0.1,0.023,20.0
2025,20201190000NB,18.2,18.3,191.9,JCP,0.11,0.016,36.8
2025,20201190000NB,18.3,18.4,239.1,JCP,0.11,0.047,50.0
2025,20201190000NB,18.4,18.5,233.6,JCP,0.13,0.053,17.2
2025,20201190000NB,18.5,18.6,234.2,JCP,0.16,0.017,37.5
2025,20201190000NB,18.6,18.7,152.3,ASP,0.29,0.0,32.4
2025,20201190000NB,18.7,18.8,135.6,ASP,0.17,0.0,16.2
2025,20201190000NB,18.8,18.9,325.5,ASP,0.27,0.0,9.8
2025,20201190000NB,18.9,19.0,169.1,ASP,0.39,0.0,20.6
2025,20201190000NB,19.0,19.1,179.9,ASP,0.15,0.0,0.4
2025,20201190000NB,19.1,19.2,133.7,ASP,0.05,0.0,4.1
2025,20201190000NB,19.2,19.3,114.2,ASP,0.15,0.0,3.4
2025,20201190000NB,19.3,19.4,216.3,ASP,0.24,0.0,0.8
2025,20201190000NB,19.4,19.5,240.6,ASP,0.3,0.0,0.0
2025,20201190000NB,19.5,19.6,88.8,ASP,0.15,0.0,0.0
2025,20201190000NB,19.6,19.7,93.6,ASP,0.57,0.0,0.0
2025,20201190000NB,19.7,19.8,105.2,ASP,0.12,0.0,0.0
2025,20201190000NB,19.8,19.9,160.9,ASP,0.11,0.0,19.5
2025,20201190000NB,19.9,20.0,85.6,ASP,0.16,0.0,37.6
2025,20201190000NB,20.0,20.1,85.0,ASP,0.16,0.0,56.3
2025,20201190000NB,20.1,20.2,75.7,ASP,0.16,0.0,57.9
2025,20201190000NB,20.2,20.3,103.6,ASP,0.16,0.0,67.6
2025,20201190000NB,20.3,20.4,84.8,ASP,0.15,0.0,57.2
2025,20201190000NB,20.4,20.5,89.7,ASP,0.21,0.0,65.4
2025,20201190000NB,20.5,20.6,92.0,ASP,0.21,0.0,67.2
2025,20201190000NB,20.6,20.7,76.0,ASP,0.17,0.0,44.1
2025,20201190000NB,20.7,20.8,77.9,ASP,0.18,0.0,45.9
2025,20201190000NB,20.8,20.9,80.8,ASP,0.16,0.0,41.2
2025,20201190000NB,20.9,21.0,107.9,ASP,0.15,0.0,26.6
2025,20201190000NB,21.0,21.1,128.7,ASP,0.22,0.0,18.1
2025,20201190000NB,21.1,21.2,93.2,ASP,0.14,0.0,12.4
2025,20201190000NB,21.2,21.3,91.1,ASP,0.17,0.0,21.5
2025,20201190000NB,21.3,21.4,97.2,ASP,0.18,0.0,16.9
2025,20201190000NB,21.4,21.5,126.8,ASP,0.22,0.0,57.0
2025,20201190000NB,21.5,21.6,133.3,ASP,0.13,0.0,45.6
2025,20201190000NB,21.6,21.7,147.2,ASP,0.17,0.0,37.1
2025,20201190000NB,21.7,21.8,81.3,ASP,0.14,0.0,39.4
2025,20201190000NB,21.8,21.9,95.1,ASP,0.17,0.0,47.4
2025,20201190000NB,21.9,22.0,92.8,ASP,0.15,0.0,35.5
2025,20201190000NB,22.0,22.1,128.5,ASP,0.16,0.0,34.3
2025,20201190000NB,22.1,22.2,108.8,ASP,0.2,0.0,43.4
2025,20201190000NB,22.2,22.3,252.4,JCP,0.12,0.013,45.5
2025,20201190000NB,22.3,22.4,229.4,JCP,0.11,0.018,44.4
2025,20201190000NB,22.4,22.5,113.7,ASP,0.08,0.0,13.5
2025,20201190000NB,22.5,22.6,98.4,ASP,0.1,0.0,17.7
2025,20201190000NB,22.6,22.7,70.0,ASP,0.1,0.0,15.6
2025,20201190000NB,22.7,22.8,74.1,ASP,0.1,0.0,4.1
2025,20201190000NB,22.8,22.9,91.0,ASP,0.1,0.0,3.2
2025,20201190000NB,22.9,23.0,169.6,ASP,0.12,0.0,6.5
2025,20201190000NB,23.0,23.1,83.2,ASP,0.1,0.0,17.4
2025,20201190000NB,23.1,23.2,141.6,ASP,0.09,0.0,7.1
2025,20201190000NB,23.2,23.3,109.1,ASP,0.11,0.0,5.1
2025,20201190000NB,23.3,23.4,140.9,ASP,0.13,0.0,8.9
2025,20201190000NB,23.4,23.5,86.9,ASP,0.09,0.0,1.1
2025,20201190000NB,23.5,23.6,106.4,ASP,0.11,0.0,3.5
2025,20201190000NB,23.6,23.7,91.9,ASP,0.1,0.0,0.9
2025,20201190000NB,23.7,23.8,88.4,ASP,0.11,0.0,6.1
2025,20201190000NB,23.8,23.9,80.4,ASP,0.1,0.0,5.9
2025,20201190000NB,23.9,24.0,74.7,ASP,0.1,0.0,6.0
2025,20201190000NB,24.0,24.1,136.8,ASP,0.12,0.0,10.8
2025,20201190000NB,24.1,24.2,108.7,ASP,0.11,0.0,8.1
2025,20201190000NB,24.2,24.3,113.4,ASP,0.14,0.0,17.1
2025,20201190000NB,24.3,24.4,100.0,ASP,0.13,0.0,8.1
2025,20201190000NB,24.4,24.5,91.4,ASP,0.09,0.0,3.6
2025,20201190000NB,24.5,24.6,151.3,ASP,0.15,0.0,13.5
2025,20201190000NB,24.6,24.7,236.6,ASP,0.18,0.0,4.4
2025,20201190000NB,24.7,24.8,85.4,ASP,0.1,0.0,1.2
2025,20201190000NB,24.8,24.9,90.5,ASP,0.08,0.0,5.4
2025,20201190000NB,24.9,25.0,77.1,ASP,0.09,0.0,5.0
2025,20201190000NB,25.0,25.1,83.4,ASP,0.09,0.0,1.0
2025,20201190000NB,25.1,25.2,66.9,ASP,0.1,0.0,3.4
2025,20201190000NB,25.2,25.3,80.1,ASP,0.1,0.0,5.1
2025,20201190000NB,25.3,25.4,115.3,ASP,0.11,0.0,20.7
2025,20201190000NB,25.4,25.5,213.4,ASP,0.12,0.0,6.4
2025,20201190000NB,25.5,25.6,208.4,ASP,0.19,0.0,2.3
2025,20201190000NB,25.6,25.7,89.0,ASP,0.18,0.0,5.3
2025,20201190000NB,25.7,25.8,99.1,ASP,0.19,0.0,4.9
2025,20201190000NB,25.8,25.9,83.4,ASP,0.17,0.0,0.9
2025,20201190000NB,25.9,26.0,89.7,ASP,0.22,0.0,0.0
2025,20201190000NB,26.0,26.1,108.8,ASP,0.2,0.0,0.0
2025,20201190000NB,26.1,26.2,126.0,ASP,0.23,0.0,14.2
2025,20201190000NB,26.2,26.3,103.3,ASP,0.2,0.0,15.7
2025,20201190000NB,26.3,26.4,122.1,ASP,0.15,0.0,13.1
2025,20201190000NB,26.4,26.5,94.6,ASP,0.15,0.0,17.9
2025,20201190000NB,26.5,26.6,105.0,ASP,0.15,0.0,4.0
2025,20201190000NB,26.6,26.7,100.8,ASP,0.16,0.0,2.9
2025,20201190000NB,26.7,26.8,106.8,ASP,0.15,0.0,0.8
2025,20201190000NB,26.8,26.9,90.8,ASP,0.17,0.0,4.5
2025,20201190000NB,26.9,27.0,116.7,ASP,0.19,0.0,5.5
2025,20201190000NB,27.0,27.1,90.7,ASP,0.19,0.0,1.1
2025,20201190000NB,27.1,27.2,94.2,ASP,0.17,0.0,0.0
2025,20201190000NB,27.2,27.3,85.8,ASP,0.2,0.0,1.4
2025,20201190000NB,27.3,27.4,79.2,ASP,0.19,0.0,5.1
2025,20201190000NB,27.4,27.5,95.9,ASP,0.23,0.0,4.1
2025,20201190000NB,27.5,27.6,92.9,ASP,0.2,0.0,1.1
2025,20201190000NB,27.6,27.7,143.4,ASP,0.17,0.0,6.9
2025,20201190000NB,27.7,27.8,86.7,ASP,0.23,0.0,20.7
2025,20201190000NB,27.8,27.9,86.5,ASP,0.17,0.0,19.6
2025,20201190000NB,27.9,28.0,88.2,ASP,0.16,0.0,23.5
2025,20201190000NB,28.0,28.1,88.0,ASP,0.15,0.0,14.8
2025,20201190000NB,28.1,28.2,106.9,ASP,0.16,0.0,24.2
2025,20201190000NB,28.2,28.3,98.4,ASP,0.16,0.0,20.0
2025,20201190000NB,28.3,28.4,86.7,ASP,0.12,0.0,14.6
2025,20201190000NB,28.4,28.5,94.5,ASP,0.16,0.0,24.1
2025,20201190000NB,28.5,28.6,106.4,ASP,0.18,0.0,20.5
2025,20201190000NB,28.6,28.7,81.6,ASP,0.17,0.0,17.1
2025,20201190000NB,28.7,28.8,91.7,ASP,0.15,0.0,12.1
2025,20201190000NB,28.8,28.9,101.1,ASP,0.16,0.0,22.2
2025,20201190000NB,28.9,29.0,90.9,ASP,0.14,0.0,26.3
2025,20201190000NB,29.0,29.1,93.9,ASP,0.15,0.0,6.7
2025,20201190000NB,29.1,29.2,100.0,ASP,0.14,0.0,26.6
2025,20201190000NB,29.2,29.3,89.3,ASP,0.14,0.0,19.9
2025,20201190000NB,29.3,29.4,77.5,ASP,0.1,0.0,22.9
2025,20201190000NB,29.4,29.5,81.1,ASP,0.09,0.0,24.1
2025,20201190000NB,29.5,29.6,82.6,ASP,0.12,0.0,32.5
2025,20201190000NB,29.6,29.7,87.2,ASP,0.1,0.0,15.9
2025,20201190000NB,29.7,29.8,85.6,ASP,0.1,0.0,13.9
2025,20201190000NB,29.8,29.9,89.7,ASP,0.12,0.0,20.8
2025,20201190000NB,29.9,30.0,88.7,ASP,0.12,0.0,17.2
2025,20201190000NB,30.0,30.1,99.9,ASP,0.14,0.0,7.9
2025,20201190000NB,30.1,30.2,99.5,ASP,0.13,0.0,5.3
2025,20201190000NB,30.2,30.3,88.8,ASP,0.13,0.0,1.5
2025,20201190000NB,30.3,30.4,143.8,ASP,0.15,0.0,3.4
2025,20201190000NB,30.4,30.5,98.5,ASP,0.14,0.0,10.5
2025,20201190000NB,30.5,30.6,82.8,ASP,0.14,0.0,8.3
2025,20201190000NB,30.6,30.7,77.7,ASP,0.13,0.0,1.5
2025,20201190000NB,30.7,30.8,97.7,ASP,0.15,0.0,1.6
2025,20201190000NB,30.8,30.9,81.1,ASP,0.15,0.0,0.7
2025,20201190000NB,30.9,31.0,69.6,ASP,0.13,0.0,6.3
2025,20201190000NB,31.0,31.1,61.7,ASP,0.14,0.0,1.8
2025,20201190000NB,31.1,31.2,65.0,ASP,0.13,0.0,0.5
2025,20201190000NB,31.2,31.3,84.6,ASP,0.08,0.0,1.8
2025,20201190000NB,31.3,31.4,56.0,ASP,0.1,0.0,0.2
2025,20201190000NB,31.4,31.5,87.4,ASP,0.11,0.0,1.2
2025,20201190000NB,31.5,31.6,52.1,ASP,0.1,0.0,0.7
2025,20201190000NB,31.6,31.7,81.0,ASP,0.09,0.0,2.4
2025,20201190000NB,31.7,31.8,73.8,ASP,0.1,0.0,1.0
2025,20201190000NB,31.8,31.9,89.7,ASP,0.11,0.0,4.5
2025,20201190000NB,31.9,32.0,61.0,ASP,0.11,0.0,2.5
2025,20201190000NB,32.0,32.1,76.5,ASP,0.12,0.0,6.3
2025,20201190000NB,32.1,32.2,110.7,ASP,0.1,0.0,0.3
2025,20201190000NB,32.2,32.3,96.4,ASP,0.1,0.0,2.4
2025,20201190000NB,32.3,32.4,92.1,ASP,0.09,0.0,0.5
2025,20201190000NB,32.4,32.5,79.3,ASP,0.11,0.0,0.2
2025,20201190000NB,32.5,32.6,77.1,ASP,0.1,0.0,0.8
2025,20201190000NB,32.6,32.7,85.8,ASP,0.11,0.0,1.9
2025,20201190000NB,32.7,32.8,63.1,ASP,0.11,0.0,0.2
2025,20201190000NB,32.8,32.9,74.4,ASP,0.14,0.0,0.0
2025,20201190000NB,32.9,33.0,159.0,ASP,0.18,0.0,19.5
2025,20201190000NB,33.0,33.1,105.5,ASP,0.22,0.0,58.8
2025,20201190000NB,33.1,33.2,91.4,ASP,0.21,0.0,50.8
2025,20201190000NB,33.2,33.3,161.1,ASP,0.2,0.0,34.7
2025,20201190000NB,33.3,33.4,183.9,ASP,0.2,0.0,51.3
2025,20201190000NB,33.4,33.5,90.3,ASP,0.21,0.0,50.6
2025,20201190000NB,33.5,33.6,193.5,ASP,0.17,0.0,33.9
2025,20201190000NB,33.6,33.7,144.5,ASP,0.21,0.0,61.4
2025,20201190000NB,33.7,33.8,168.5,ASP,0.21,0.0,67.5
2025,20201190000NB,33.8,33.9,131.4,ASP,0.16,0.0,42.4
2025,20201190000NB,33.9,34.0,102.4,ASP,0.17,0.0,90.3
2025,20201190000NB,34.0,34.1,122.2,ASP,0.14,0.0,42.9
2025,20201190000NB,34.1,34.2,120.0,ASP,0.18,0.0,80.0
2025,20201190000NB,34.2,34.3,122.2,ASP,0.23,0.0,71.6
2025,20201190000NB,34.3,34.4,127.6,ASP,0.29,0.0,64.7
2025,20201190000NB,34.4,34.5,154.3,ASP,0.17,0.0,46.9
2025,20201190000NB,34.5,34.6,211.3,ASP,0.33,0.0,26.5
2025,20201190000NB,34.6,34.7,232.5,ASP,0.42,0.0,50.3
2025,20201190000NB,34.7,34.8,119.6,ASP,0.21,0.0,54.8
2025,20201190000NB,34.8,34.9,98.6,ASP,0.17,0.0,40.4
2025,20201190000NB,34.9,35.0,126.0,ASP,0.2,0.0,58.7
2025,20201190000NB,35.0,35.1,114.6,ASP,0.19,0.0,49.4
2025,20201190000NB,35.1,35.2,137.1,ASP,0.32,0.0,31.2
2025,20201190000NB,35.2,35.3,101.8,ASP,0.2,0.0,44.7
2025,20201190000NB,35.3,35.4,160.2,ASP,0.23,0.0,32.1
2025,20201190000NB,35.4,35.5,209.9,ASP,0.25,0.0,29.0
2025,20201190000NB,35.5,35.6,158.2,ASP,0.32,0.0,20.9
2025,20201190000NB,35.6,35.7,133.4,ASP,0.22,0.0,54.7
2025,20201190000NB,35.7,35.8,102.6,ASP,0.19,0.0,47.7
2025,20201190000NB,35.8,35.9,106.6,ASP,0.23,0.0,69.4
2025,20201190000NB,35.9,36.0,102.4,ASP,0.17,0.0,46.1
2025,20201190000NB,36.0,36.1,149.5,ASP,0.11,0.0,6.5
2025,20201190000NB,36.1,36.2,98.1,ASP,0.08,0.0,0.3
2025,20201190000NB,36.2,36.3,97.3,ASP,0.07,0.0,5.0
2025,20201190000NB,36.3,36.4,90.0,ASP,0.08,0.0,4.9
2025,20201190000NB,36.4,36.5,88.0,ASP,0.07,0.0,1.4
2025,20201190000NB,36.5,36.6,89.4,ASP,0.07,0.0,3.1
2025,20201190000NB,36.6,36.7,105.2,ASP,0.07,0.0,7.3
2025,20201190000NB,36.7,36.8,89.8,ASP,0.07,0.0,0.3
2025,20201190000NB,36.8,36.9,100.3,ASP,0.08,0.0,0.6
2025,20201190000NB,36.9,37.0,99.5,ASP,0.07,0.0,4.6
2025,20201190000NB,37.0,37.1,106.4,ASP,0.09,0.0,15.2
2025,20201190000NB,37.1,37.2,100.5,ASP,0.08,0.0,0.7
2025,20201190000NB,37.2,37.3,95.7,ASP,0.08,0.0,0.2
2025,20201190000NB,37.3,37.4,92.8,ASP,0.07,0.0,0.5
2025,20201190000NB,37.4,37.5,119.1,ASP,0.07,0.0,0.0
2025,20201190000NB,37.5,37.6,111.0,ASP,0.07,0.0,2.0
2025,20201190000NB,37.6,37.7,78.8,ASP,0.05,0.0,0.0
2025,20201190000NB,37.7,37.8,89.1,ASP,0.05,0.0,0.0
2025,20201190000NB,37.8,37.9,95.4,ASP,0.07,0.0,0.0
2025,20201190000NB,37.9,38.0,82.0,ASP,0.06,0.0,0.0
2025,20201190000NB,38.0,38.1,82.0,ASP,0.06,0.0,0.0
2025,20201190000NB,38.1,38.2,89.7,ASP,0.06,0.0,0.0
2025,20201190000NB,38.2,38.3,96.5,ASP,0.08,0.0,0.0
2025,20201190000NB,38.3,38.4,95.4,ASP,0.07,0.0,0.0
2025,20201190000NB,38.4,38.5,98.2,ASP,0.07,0.0,0.0
2025,20201190000NB,38.5,38.6,79.5,ASP,0.06,0.0,0.0
2025,20201190000NB,38.6,38.7,91.9,ASP,0.05,0.0,0.0
2025,20201190000NB,38.7,38.8,75.9,ASP,0.06,0.0,0.0
2025,20201190000NB,38.8,38.9,92.6,ASP,0.08,0.0,0.0
2025,20201190000NB,38.9,39.0,181.7,ASP,0.08,0.0,0.0
2025,20201190000NB,39.0,39.1,108.1,ASP,0.07,0.0,0.0
2025,20201190000NB,39.1,39.2,288.9,ASP,0.13,0.0,13.3
2025,20201190000NB,39.2,39.3,154.5,ASP,0.22,0.0,24.2
2025,20201190000NB,39.3,39.4,195.9,ASP,0.26,0.0,30.9
2025,20201190000NB,39.4,39.5,106.8,ASP,0.18,0.0,48.2
2025,20201190000NB,39.5,39.6,74.9,ASP,0.23,0.0,24.3
2025,20201190000NB,39.6,39.7,93.1,ASP,0.26,0.0,31.5
2025,20201190000NB,39.7,39.8,62.7,ASP,0.29,0.0,55.4
2025,20201190000NB,39.8,39.9,79.8,ASP,0.21,0.0,32.7
