ValueDate,RouteID,BeginPoint,EndPoint,IRI,SURFACE_TYPE,RUTTING,FAULTING,CRACKING_PERCENT
2025,01202500000NB,5.5,5.6,78.0,ASP,0.15,0.0,0.7
2025,01202500000NB,5.6,5.7,85.8,ASP,0.12,0.0,6.4
2025,01202500000NB,5.7,5.8,109.5,ASP,0.15,0.0,5.9
2025,01202500000NB,5.8,5.9,69.6,ASP,0.1,0.0,0.0
2025,01202500000NB,5.9,6.0,50.9,ASP,0.09,0.0,0.0
2025,01202500000NB,6.0,6.1,100.5,ASP,0.09,0.0,0.0
2025,01202500000NB,6.1,6.2,60.4,ASP,0.09,0.0,0.0
2025,01202500000NB,6.2,6.3,52.9,ASP,0.09,0.0,0.0
2025,01202500000NB,6.3,6.4,53.7,ASP,0.1,0.0,0.0
2025,01202500000NB,6.4,6.5,46.3,ASP,0.08,0.0,0.0
2025,01202500000NB,6.5,6.6,49.5,ASP,0.09,0.0,0.0
2025,01202500000NB,6.6,6.7,48.3,ASP,0.07,0.0,0.0
2025,01202500000NB,6.7,6.8,51.5,ASP,0.08,0.0,0.0
2025,01202500000NB,6.8,6.9,54.0,ASP,0.07,0.0,0.0
2025,01202500000NB,6.9,7.0,65.1,ASP,0.08,0.0,0.0
2025,01202500000NB,7.0,7.1,46.7,ASP,0.09,0.0,0.0
2025,01202500000NB,7.1,7.2,52.1,ASP,0.09,0.0,0.0
2025,01202500000NB,7.2,7.3,56.0,ASP,0.09,0.0,0.0
2025,01202500000NB,7.3,7.4,73.7,ASP,0.09,0.0,0.0
2025,01202500000NB,7.4,7.5,39.5,ASP,0.08,0.0,0.0
2025,01202500000NB,7.5,7.6,38.5,ASP,0.08,0.0,0.0
2025,01202500000NB,7.6,7.7,47.5,ASP,0.07,0.0,0.0
2025,01202500000NB,7.7,7.8,49.0,ASP,0.07,0.0,0.0
2025,01202500000NB,7.8,7.9,41.8,ASP,0.08,0.0,0.0
2025,01202500000NB,7.9,8.0,48.7,ASP,0.07,0.0,0.0
2025,01202500000NB,8.0,8.1,45.2,ASP,0.08,0.0,0.0
