RouteID,BMP,EMP,base_type_4_ValueNumeric,base_type_5_ValueNumeric,base_type_6_ValueNumeric
5530097000000,32.7,32.8,3,3.000,3.0
5530097000000,32.8,32.88,3,3.000,3.0
3140061010000,0,0.37,1,1.000,1.0
3140061010000,0.41,0.52,1,1.000,1.0
1340045010000,0,0.539,2,,
0230051000000,4.54,4.58,,7.000,7.0
0230051000000,4.58,4.62,,7.000,7.0
0230051000000,4.62,5.18,,7.000,7.0
3140059020000,0,0.44,2,2.000,2.0
2640012000000,0.24,0.28,2,,
4140001000000,1.95,3.4,3,3.000,3.0
4140001000000,3.4,4.14,3,3.000,3.0
3140067000000,6.22,7.97,2,2.000,2.0
3140067000000,7.97,8.36,2,2.000,2.0
3140067000000,8.36,8.55,2,2.000,2.0
5440014160000,0.18,0.86,5,5.000,5.0
5440014160000,0.86,1.23,5,5.000,5.0
5440014160000,2.89,3.83,5,5.000,5.0
1040005000000,0.06,0.37,2,5.000,5.0
1040005000000,0.37,0.4,2,5.000,5.0
1040005000000,0.4,0.6,2,5.000,5.0
1040005000000,0.6,0.62,2,5.000,5.0
4830002000000,2.84,4.64,,,5.0
2540054000000,0,0.183,2,2.000,2.0
3140069050000,0,1.77,1,1.000,1.0
3140069050000,1.77,2.02,1,1.000,1.0
3140069050000,2.02,2.1,1,1.000,1.0
1840021000000,19.64,20.96,5,5.000,5.0
1840021000000,28.32,29.88,5,5.000,5.0
2040114010000,0,1.07,,,3.0
3140069060000,0,0.32,2,2.000,2.0
3140069060000,0.32,0.38,2,2.000,2.0
2540072040000,0,0.13,2,2.000,2.0
55200520000EB,0,0.1,3,3.000,3.0
55200520000EB,0.1,0.2,3,3.000,3.0
55200520000EB,0.2,0.3,3,3.000,3.0
55200520000EB,0.3,0.4,3,3.000,3.0
55200520000EB,0.4,0.5,3,3.000,3.0
55200520000EB,0.5,0.6,3,3.000,3.0
55200520000EB,0.6,0.7,3,3.000,3.0
55200520000EB,0.7,0.8,3,3.000,3.0
55200520000EB,0.8,0.9,3,3.000,3.0
55200520000EB,0.9,1,3,3.000,3.0
55200520000EB,1,1.1,3,3.000,3.0
55200520000EB,1.1,1.2,3,3.000,3.0
55200520000EB,1.2,1.3,3,3.000,3.0
55200520000EB,1.3,1.4,3,3.000,3.0
55200520000EB,4.78,4.8,3,3.000,3.0
55200520000EB,4.8,4.9,3,3.000,3.0
