RouteID,BMP,EMP,base_type_4_ValueNumeric,base_type_5_ValueNumeric,base_type_6_ValueNumeric
5230020000000,3.42,3.45,2,,
5230020000000,24.04,26.53,2,,
12200480000EB,0,0.1,,7.000,7.0
12200480000EB,0.1,0.2,,7.000,7.0
12200480000EB,0.2,0.3,,7.000,7.0
12200480000EB,0.3,0.4,,7.000,7.0
12200480000EB,0.4,0.5,,7.000,7.0
12200480000EB,0.5,0.6,,7.000,7.0
12200480000EB,0.6,0.7,,7.000,7.0
12200480000EB,0.7,0.8,,7.000,7.0
12200480000EB,0.8,0.9,,7.000,7.0
12200480000EB,0.9,1,,7.000,7.0
12200480000EB,1,1.1,,7.000,7.0
12200480000EB,1.1,1.2,,7.000,7.0
12200480000EB,1.2,1.3,,7.000,7.0
12200480000EB,1.3,1.4,,7.000,7.0
12200480000EB,1.4,1.5,,7.000,7.0
12200480000EB,1.5,1.6,,7.000,7.0
12200480000EB,1.6,1.7,,7.000,7.0
12200480000EB,1.7,1.8,,7.000,7.0
12200480000EB,1.8,1.9,,7.000,7.0
12200480000EB,1.9,2,,7.000,7.0
12200480000EB,2,2.1,,7.000,7.0
12200480000EB,2.1,2.2,,7.000,7.0
12200480000EB,2.2,2.3,,7.000,7.0
12200480000EB,2.3,2.4,,7.000,7.0
12200480000EB,2.4,2.5,,7.000,7.0
12200480000EB,2.5,2.6,,7.000,7.0
12200480000EB,2.6,2.7,,7.000,7.0
12200480000EB,2.7,2.8,,7.000,7.0
12200480000EB,2.8,2.9,,7.000,7.0
12200480000EB,2.9,3,,7.000,7.0
12200480000EB,3,3.1,,7.000,7.0
12200480000EB,3.1,3.2,,7.000,7.0
12200480000EB,3.2,3.3,,7.000,7.0
12200480000EB,3.3,3.4,,7.000,7.0
12200480000EB,3.4,3.5,,7.000,7.0
12200480000EB,3.5,3.6,,7.000,7.0
12200480000EB,3.6,3.7,,7.000,7.0
12200480000EB,3.7,3.8,,7.000,7.0
12200480000EB,3.8,3.9,,7.000,7.0
12200480000EB,3.9,4,,7.000,7.0
12200480000EB,4,4.1,,7.000,7.0
12200480000EB,4.1,4.2,,7.000,7.0
12200480000EB,4.2,4.3,,7.000,7.0
12200480000EB,4.3,4.4,,7.000,7.0
12200480000EB,4.4,4.5,,7.000,7.0
12200480000EB,4.5,4.6,,7.000,7.0
12200480000EB,4.6,4.7,,7.000,7.0
12200480000EB,4.7,4.8,,7.000,7.0
12200480000EB,4.8,4.9,,7.000,7.0
12200480000EB,4.9,5,,7.000,7.0
12200480000EB,5,5.1,,7.000,7.0
12200480000EB,5.1,5.2,,7.000,7.0
12200480000EB,5.2,5.3,,7.000,7.0
12200480000EB,5.3,5.4,,7.000,7.0
12200480000EB,5.4,5.5,,7.000,7.0
12200480000EB,5.5,5.6,,7.000,7.0
12200480000EB,5.6,5.7,,7.000,7.0
12200480000EB,5.7,5.8,,7.000,7.0
12200480000EB,5.8,5.82,,7.000,7.0
4140018000000,2.99,3,3,3.000,3.0
4140018000000,3,3.51,3,3.000,3.0
4140018000000,3.51,4.41,3,3.000,3.0
4240011000000,2.48,2.491,5,5.000,2.0
0830016000000,19.19,20.35,,,3.0
0130038000000,0.43,2.43,3,3.000,3.0
0130038000000,5.53,6.31,3,3.000,3.0
0540001050000,1.31,2.34,2,,
4130054000000,2.48,2.5,3,3.000,3.0
4130054000000,2.5,2.6,3,3.000,3.0
4130054000000,2.6,2.7,3,3.000,3.0
4130054000000,2.7,2.8,3,3.000,3.0
4130054000000,2.8,2.9,3,3.000,3.0
4130054000000,2.9,3,3,3.000,3.0
4130054000000,3,3.1,3,3.000,3.0
4130054000000,3.1,3.2,3,3.000,3.0
4130054000000,3.2,3.3,3,3.000,3.0
4130054000000,3.3,3.4,3,3.000,3.0
4130054000000,3.4,3.5,3,3.000,3.0
4130054000000,3.5,3.6,3,3.000,3.0
4130054000000,3.6,3.7,3,3.000,3.0
4130054000000,3.7,3.8,3,3.000,3.0
4130054000000,3.8,3.9,3,3.000,3.0
4130054000000,3.9,4,3,3.000,3.0
4130054000000,4,4.1,3,3.000,3.0
4130054000000,4.1,4.2,3,3.000,3.0
4130054000000,4.2,4.3,3,3.000,3.0
4130054000000,4.3,4.4,3,3.000,3.0
4130054000000,4.4,4.5,3,3.000,3.0
4130054000000,4.5,4.6,3,3.000,3.0
4130054000000,4.6,4.7,3,3.000,3.0
4130054000000,4.7,4.8,3,3.000,3.0
4130054000000,4.8,4.86,3,3.000,3.0
4130054000000,4.86,4.9,3,3.000,3.0
4130054000000,4.9,5,3,3.000,3.0
4130054000000,5,5.1,3,3.000,3.0
4130054000000,5.1,5.2,3,3.000,3.0
4130054000000,5.2,5.3,3,3.000,3.0
4130054000000,5.3,5.4,3,3.000,3.0
4130054000000,5.4,5.5,3,3.000,3.0
4130054000000,5.5,5.6,3,3.000,3.0
4130054000000,5.6,5.7,3,3.000,3.0
4130054000000,5.7,5.72,3,3.000,3.0
4130054000000,6.35,6.4,3,3.000,3.0
4130054000000,6.4,6.5,3,3.000,3.0
4130054000000,6.5,6.54,3,3.000,3.0
4130054000000,6.54,6.6,3,3.000,3.0
4130054000000,6.6,6.7,3,3.000,3.0
4130054000000,6.7,6.8,3,3.000,3.0
4130054000000,6.8,6.9,3,3.000,3.0
4130054000000,6.9,7,3,3.000,3.0
4130054000000,7,7.1,3,3.000,3.0
4130054000000,7.1,7.2,3,3.000,3.0
4130054000000,7.2,7.3,3,3.000,3.0
4130054000000,7.3,7.4,3,3.000,3.0
4130054000000,7.4,7.41,3,3.000,3.0
4130054000000,7.41,7.5,3,3.000,3.0
4130054000000,7.5,7.6,3,3.000,3.0
4130054000000,7.6,7.7,3,3.000,3.0
4130054000000,7.7,7.8,3,3.000,3.0
4130054000000,7.8,7.9,3,3.000,3.0
4130054000000,7.9,8,3,3.000,3.0
4130054000000,8,8.1,3,3.000,3.0
4130054000000,8.1,8.2,3,3.000,3.0
4130054000000,8.2,8.3,3,3.000,3.0
4130054000000,8.3,8.4,3,3.000,3.0
4130054000000,8.4,8.5,3,3.000,3.0
4130054000000,8.5,8.6,3,3.000,3.0
4130054000000,8.6,8.7,3,3.000,3.0
4130054000000,8.7,8.8,3,3.000,3.0
4130054000000,8.8,8.84,3,3.000,3.0
4130054000000,10.14,10.2,3,3.000,3.0
4130054000000,10.2,10.3,3,3.000,3.0
4130054000000,10.3,10.33,3,3.000,3.0
1230093000000,9.71,9.8,2,2.000,2.0
1230093000000,9.8,9.9,2,2.000,2.0
1230093000000,9.9,10,2,2.000,2.0
1230093000000,10,10.1,2,2.000,2.0
1230093000000,10.1,10.2,2,2.000,2.0
1230093000000,10.2,10.3,2,2.000,2.0
1230093000000,10.3,10.4,2,2.000,2.0
1230093000000,10.4,10.5,2,2.000,2.0
1230093000000,10.5,10.6,2,2.000,2.0
1230093000000,10.6,10.7,2,2.000,2.0
1230093000000,10.7,10.8,2,2.000,2.0
1230093000000,10.8,10.9,2,2.000,2.0
1230093000000,10.9,11,2,2.000,2.0
1230093000000,11,11.1,2,2.000,2.0
1230093000000,11.1,11.2,2,2.000,2.0
1230093000000,11.2,11.3,2,2.000,2.0
1230093000000,11.3,11.4,2,2.000,2.0
1230093000000,11.4,11.5,2,2.000,2.0
1230093000000,11.5,11.6,2,2.000,2.0
1230093000000,11.6,11.7,2,2.000,2.0
1230093000000,11.7,11.8,2,2.000,2.0
1230093000000,11.8,11.9,2,2.000,2.0
1230093000000,11.9,12,2,2.000,2.0
1230093000000,12,12.1,2,2.000,2.0
1230093000000,12.1,12.2,2,2.000,2.0
1230093000000,12.2,12.3,2,2.000,2.0
1230093000000,12.3,12.4,2,2.000,2.0
1230093000000,12.4,12.5,2,2.000,2.0
1230093000000,12.5,12.6,2,2.000,2.0
1230093000000,12.6,12.7,2,2.000,2.0
1230093000000,12.7,12.8,2,2.000,2.0
1230093000000,12.8,12.9,2,2.000,2.0
1230093000000,12.9,13,2,2.000,2.0
1230093000000,13,13.1,2,2.000,2.0
1230093000000,13.1,13.2,2,2.000,2.0
1230093000000,13.2,13.3,2,2.000,2.0
1230093000000,13.3,13.4,2,2.000,2.0
1230093000000,13.4,13.45,2,2.000,2.0
13202190000NB,2.57,2.6,2,2.000,5.0
13202190000NB,2.6,2.7,2,2.000,5.0
13202190000NB,2.7,2.8,2,2.000,5.0
13202190000NB,2.8,2.9,2,2.000,5.0
13202190000NB,2.9,3,2,2.000,5.0
13202190000NB,3,3.1,2,2.000,5.0
13202190000NB,3.1,3.2,2,2.000,5.0
13202190000NB,3.2,3.3,2,2.000,5.0
13202190000NB,3.3,3.4,2,2.000,5.0
13202190000NB,3.4,3.5,2,2.000,5.0
13202190000NB,3.5,3.6,2,2.000,5.0
13202190000NB,3.6,3.7,2,2.000,5.0
13202190000NB,3.7,3.8,2,2.000,5.0
13202190000NB,3.8,3.9,2,2.000,5.0
13202190000NB,3.9,4,2,2.000,5.0
13202190000NB,4,4.1,2,2.000,5.0
13202190000NB,4.1,4.2,2,2.000,5.0
13202190000NB,4.2,4.3,2,2.000,5.0
13202190000NB,4.3,4.4,2,2.000,5.0
13202190000NB,4.4,4.5,2,2.000,5.0
13202190000NB,4.5,4.6,2,2.000,5.0
13202190000NB,4.6,4.7,2,2.000,5.0
13202190000NB,4.7,4.79,2,2.000,5.0
13202190000NB,5.364,5.37,,,5.0
13202190000NB,5.37,5.4,2,2.000,5.0
13202190000NB,5.4,5.5,2,2.000,5.0
13202190000NB,5.5,5.6,2,2.000,5.0
13202190000NB,5.6,5.69,2,2.000,5.0
13202190000NB,5.69,5.7,2,2.000,5.0
13202190000NB,5.7,5.8,2,2.000,5.0
13202190000NB,5.8,5.9,2,2.000,5.0
13202190000NB,5.9,6,2,2.000,5.0
13202190000NB,6,6.03,2,2.000,5.0
13202190000NB,6.03,6.04,2,2.000,5.0
13202190000NB,6.04,6.1,2,2.000,5.0
13202190000NB,6.1,6.2,2,2.000,5.0
13202190000NB,6.2,6.3,2,2.000,5.0
13202190000NB,6.3,6.39,2,2.000,5.0
13202190000NB,6.39,6.4,2,2.000,5.0
13202190000NB,6.4,6.5,2,2.000,5.0
13202190000NB,6.5,6.52,2,2.000,5.0
13202190000NB,6.52,6.6,2,2.000,5.0
13202190000NB,6.6,6.69,2,2.000,5.0
13202190000NB,6.69,6.7,2,2.000,5.0
13202190000NB,6.7,6.8,2,2.000,5.0
13202190000NB,6.8,6.9,2,2.000,5.0
13202190000NB,6.9,7,2,2.000,5.0
13202190000NB,7,7.1,2,2.000,5.0
13202190000NB,7.1,7.11,2,2.000,5.0
13202190000NB,7.43,7.5,2,2.000,5.0
13202190000NB,7.5,7.6,2,2.000,5.0
13202190000NB,7.6,7.7,2,2.000,5.0
13202190000NB,7.7,7.8,2,2.000,5.0
13202190000NB,7.8,7.9,2,2.000,5.0
13202190000NB,7.9,8,2,2.000,5.0
13202190000NB,8,8.1,2,2.000,5.0
13202190000NB,8.1,8.2,2,2.000,5.0
13202190000NB,8.2,8.3,2,2.000,5.0
13202190000NB,8.3,8.4,2,2.000,5.0
13202190000NB,8.4,8.5,2,2.000,5.0
13202190000NB,8.5,8.59,2,2.000,5.0
13202190000NB,8.59,8.6,2,2.000,5.0
13202190000NB,8.6,8.7,2,2.000,5.0
13202190000NB,8.7,8.8,2,2.000,5.0
13202190000NB,8.8,8.9,2,2.000,5.0
13202190000NB,8.9,9,2,2.000,5.0
13202190000NB,9,9.06,2,2.000,5.0
13202190000NB,9.06,9.1,2,2.000,5.0
13202190000NB,9.1,9.2,2,2.000,5.0
13202190000NB,9.2,9.3,2,2.000,5.0
13202190000NB,9.3,9.4,2,2.000,5.0
13202190000NB,9.4,9.5,2,2.000,5.0
13202190000NB,9.5,9.6,2,2.000,5.0
13202190000NB,9.6,9.7,2,2.000,5.0
13202190000NB,9.7,9.8,2,2.000,5.0
13202190000NB,9.8,9.87,2,2.000,5.0
13202190000NB,9.87,9.9,2,2.000,2.0
13202190000NB,10.01,10.1,2,2.000,5.0
13202190000NB,10.1,10.2,2,2.000,5.0
13202190000NB,10.2,10.3,2,2.000,5.0
13202190000NB,10.3,10.4,2,2.000,5.0
13202190000NB,10.4,10.48,2,2.000,5.0
13202190000NB,10.48,10.5,2,2.000,5.0
13202190000NB,10.5,10.6,2,2.000,5.0
13202190000NB,10.6,10.7,2,2.000,5.0
13202190000NB,10.7,10.8,2,2.000,5.0
13202190000NB,10.8,10.85,2,2.000,5.0
13202190000NB,10.85,10.9,2,2.000,2.0
13202190000NB,10.9,11,2,2.000,2.0
13202190000NB,11,11.06,2,2.000,2.0
13202190000NB,11.06,11.1,2,2.000,2.0
13202190000NB,11.1,11.12,2,2.000,2.0
13202190000NB,11.12,11.2,2,2.000,2.0
13202190000NB,11.2,11.26,2,2.000,2.0
13202190000NB,13.99,14.154,,,5.0
13202190000NB,14.154,14.16,,2.000,5.0
13202190000NB,14.16,14.2,2,2.000,5.0
13202190000NB,14.2,14.3,2,2.000,5.0
13202190000NB,14.3,14.34,2,2.000,5.0
13202190000NB,14.34,14.4,2,2.000,5.0
13202190000NB,14.4,14.45,2,2.000,5.0
13202190000NB,15.74,15.8,2,2.000,5.0
13202190000NB,15.8,15.9,2,2.000,5.0
13202190000NB,15.9,16,2,2.000,5.0
13202190000NB,16,16.1,2,2.000,5.0
13202190000NB,16.1,16.2,2,2.000,5.0
13202190000NB,16.2,16.3,2,2.000,5.0
13202190000NB,16.3,16.37,2,2.000,5.0
13202190000NB,21.34,21.4,2,2.000,5.0
13202190000NB,21.4,21.5,2,2.000,5.0
13202190000NB,21.5,21.6,2,2.000,5.0
13202190000NB,21.6,21.7,2,2.000,5.0
13202190000NB,21.7,21.8,2,2.000,5.0
13202190000NB,21.8,21.86,2,2.000,5.0
13202190000NB,25.9,26,2,2.000,5.0
13202190000NB,26,26.1,2,2.000,5.0
13202190000NB,26.1,26.2,2,2.000,5.0
13202190000NB,26.2,26.3,2,2.000,5.0
13202190000NB,26.3,26.4,2,2.000,5.0
13202190000NB,26.4,26.5,2,2.000,5.0
13202190000NB,26.5,26.6,2,2.000,5.0
13202190000NB,26.6,26.7,2,2.000,5.0
13202190000NB,26.7,26.76,2,2.000,5.0
13202190000NB,26.76,26.8,2,2.000,5.0
13202190000NB,26.8,26.9,2,2.000,5.0
13202190000NB,26.9,26.97,2,2.000,5.0
13202190000NB,26.97,27,2,2.000,5.0
13202190000NB,27,27.1,2,2.000,5.0
13202190000NB,27.1,27.2,2,2.000,5.0
13202190000NB,27.2,27.3,2,2.000,5.0
13202190000NB,27.3,27.33,2,2.000,5.0
13202190000NB,27.33,27.4,2,2.000,2.0
13202190000NB,27.4,27.5,2,2.000,2.0
13202190000NB,27.5,27.6,2,2.000,2.0
13202190000NB,27.6,27.7,2,2.000,2.0
13202190000NB,27.7,27.8,2,2.000,2.0
13202190000NB,27.8,27.9,2,2.000,2.0
13202190000NB,27.9,28,2,2.000,2.0
13202190000NB,28,28.1,2,2.000,2.0
13202190000NB,28.1,28.2,2,2.000,2.0
13202190000NB,28.2,28.3,2,2.000,2.0
13202190000NB,28.3,28.4,2,2.000,2.0
13202190000NB,28.4,28.5,2,2.000,2.0
13202190000NB,28.5,28.6,2,2.000,2.0
13202190000NB,28.6,28.7,2,2.000,2.0
13202190000NB,28.7,28.8,2,2.000,2.0
13202190000NB,28.8,28.9,2,2.000,2.0
13202190000NB,28.9,29,2,2.000,2.0
13202190000NB,29,29.1,2,2.000,2.0
13202190000NB,29.1,29.2,2,2.000,2.0
13202190000NB,29.2,29.3,2,2.000,2.0
13202190000NB,29.3,29.4,2,2.000,2.0
13202190000NB,29.4,29.5,2,2.000,2.0
13202190000NB,29.5,29.6,2,2.000,2.0
13202190000NB,29.6,29.7,2,2.000,2.0
13202190000NB,29.7,29.72,2,2.000,2.0
13202190000NB,29.72,29.8,2,2.000,2.0
13202190000NB,29.8,29.9,2,2.000,2.0
13202190000NB,29.9,30,2,2.000,2.0
13202190000NB,30,30.1,2,2.000,2.0
13202190000NB,30.1,30.2,2,2.000,2.0
13202190000NB,30.2,30.3,2,2.000,2.0
13202190000NB,30.3,30.4,2,2.000,2.0
13202190000NB,30.4,30.5,2,2.000,2.0
13202190000NB,30.5,30.6,2,2.000,2.0
13202190000NB,30.6,30.7,2,2.000,2.0
13202190000NB,30.7,30.8,2,2.000,2.0
13202190000NB,30.8,30.9,2,2.000,2.0
13202190000NB,30.9,31,2,2.000,2.0
13202190000NB,31,31.1,2,2.000,2.0
13202190000NB,31.1,31.2,2,2.000,2.0
13202190000NB,31.2,31.3,2,2.000,2.0
13202190000NB,31.3,31.4,2,2.000,2.0
13202190000NB,31.4,31.5,2,2.000,2.0
13202190000NB,31.5,31.56,2,2.000,2.0
13202190000NB,31.56,31.6,2,2.000,2.0
13202190000NB,31.6,31.7,2,2.000,2.0
13202190000NB,31.7,31.8,2,2.000,2.0
13202190000NB,31.8,31.9,2,2.000,2.0
13202190000NB,31.9,32,2,2.000,2.0
13202190000NB,32,32.1,2,2.000,2.0
13202190000NB,32.1,32.2,2,2.000,2.0
13202190000NB,32.2,32.3,2,2.000,2.0
13202190000NB,32.3,32.4,2,2.000,2.0
13202190000NB,32.4,32.5,2,2.000,2.0
13202190000NB,32.5,32.6,2,2.000,2.0
13202190000NB,32.6,32.7,2,2.000,2.0
13202190000NB,32.7,32.8,2,2.000,2.0
13202190000NB,32.8,32.9,2,2.000,2.0
13202190000NB,32.9,33,2,2.000,2.0
13202190000NB,33,33.1,2,2.000,2.0
13202190000NB,33.1,33.2,2,2.000,2.0
13202190000NB,33.2,33.3,2,2.000,2.0
13202190000NB,33.3,33.4,2,2.000,2.0
13202190000NB,33.4,33.5,2,2.000,2.0
13202190000NB,33.5,33.6,2,2.000,2.0
13202190000NB,33.6,33.7,2,2.000,2.0
13202190000NB,33.7,33.8,2,2.000,2.0
13202190000NB,33.8,33.9,2,2.000,2.0
13202190000NB,33.9,34,2,2.000,2.0
13202190000NB,34,34.1,2,2.000,2.0
13202190000NB,34.1,34.2,2,2.000,2.0
13202190000NB,34.2,34.22,2,2.000,2.0
2640026000000,0,5.43,2,,
4140008000000,0,0.11,3,3.000,3.0
4140008000000,0.19,0.75,3,3.000,3.0
4140016390000,0,0.64,3,3.000,3.0
1530002000000,0.28,0.56,,2.000,5.0
42202500000NB,9.71,9.77,5,5.000,3.0
42202500000NB,9.77,9.8,5,5.000,3.0
42202500000NB,9.8,9.9,5,5.000,3.0
42202500000NB,9.9,10,5,5.000,3.0
42202500000NB,10,10.1,5,5.000,3.0
42202500000NB,10.1,10.2,5,5.000,3.0
42202500000NB,10.2,10.3,5,5.000,3.0
42202500000NB,10.3,10.4,5,5.000,3.0
42202500000NB,10.4,10.42,5,5.000,3.0
42202500000NB,10.42,10.5,5,5.000,3.0
42202500000NB,10.5,10.6,5,5.000,3.0
42202500000NB,10.6,10.7,5,5.000,3.0
42202500000NB,10.7,10.8,5,5.000,3.0
42202500000NB,10.8,10.9,5,5.000,3.0
42202500000NB,10.9,11,5,5.000,3.0
42202500000NB,11,11.1,5,5.000,3.0
42202500000NB,11.1,11.2,5,5.000,3.0
42202500000NB,11.2,11.3,5,5.000,3.0
42202500000NB,11.3,11.4,5,5.000,3.0
42202500000NB,11.4,11.5,5,5.000,3.0
42202500000NB,11.5,11.6,5,5.000,3.0
42202500000NB,11.6,11.7,5,5.000,3.0
42202500000NB,11.7,11.8,5,5.000,3.0
42202500000NB,11.8,11.9,5,5.000,3.0
42202500000NB,11.9,12,5,5.000,3.0
42202500000NB,12,12.1,5,5.000,3.0
42202500000NB,12.1,12.2,5,5.000,3.0
42202500000NB,12.2,12.3,5,5.000,3.0
42202500000NB,12.3,12.4,5,5.000,3.0
42202500000NB,12.4,12.45,5,5.000,3.0
3140007210000,0,1.11,2,2.000,2.0
20100640006EB,0,0.2,2,2.000,2.0
20100640006EB,0.2,0.3,2,,2.0
26202500000NB,21.6,22.56,2,,
26202500000NB,22.56,24.22,2,,
26202500000NB,29.1,29.82,2,,
4730032000000,0,0.19,5,5.000,5.0
4730032000000,0.19,2.67,5,5.000,5.0
4730032000000,2.67,3.19,5,5.000,5.0
4730032000000,3.19,3.26,5,5.000,5.0
4730032000000,3.26,4.17,,,5.0
4730032000000,4.17,4.88,,,5.0
4730032000000,14.79,14.8,5,5.000,3.0
4730032000000,14.8,14.9,5,5.000,3.0
4730032000000,14.9,15,5,5.000,3.0
4730032000000,15,15.1,5,5.000,3.0
4730032000000,15.1,15.2,5,5.000,3.0
4730032000000,15.2,15.3,5,5.000,3.0
4730032000000,15.3,15.4,5,5.000,3.0
4730032000000,15.4,15.5,5,5.000,3.0
4730032000000,15.5,15.6,5,5.000,3.0
4730032000000,15.6,15.7,5,5.000,3.0
4730032000000,15.7,15.8,5,5.000,3.0
4730032000000,15.8,15.9,5,5.000,3.0
4730032000000,15.9,16,5,5.000,3.0
4730032000000,16,16.09,5,5.000,3.0
4730032000000,16.09,16.1,5,5.000,3.0
4730032000000,16.1,16.2,5,5.000,3.0
4730032000000,16.2,16.3,5,5.000,3.0
4730032000000,16.3,16.4,5,5.000,3.0
4730032000000,16.4,16.45,5,5.000,3.0
4030034000000,14.57,14.97,,,3.0
4030034000000,15.27,15.39,,,3.0
4030034000000,15.39,15.68,,,3.0
4030034000000,15.68,17.018,,,3.0
4140016100000,0.53,0.9,3,3.000,3.0
3140064000000,0,0.38,2,2.000,2.0
3230012000000,0.78,5.93,2,2.000,5.0
3230012000000,5.93,6.11,2,2.000,2.0
3230012000000,9.33,11.31,2,2.000,2.0
2540072020000,0,0.5,1,1.000,1.0
2540072020000,0.5,0.72,2,2.000,2.0
2540072020000,0.72,1.17,1,1.000,1.0
2540072020000,1.17,1.71,1,1.000,1.0
2540072020000,1.76,1.93,1,1.000,1.0
2430083000000,0,0.1,3,3.000,3.0
2430083000000,0.1,0.2,3,3.000,3.0
2430083000000,0.2,0.3,3,3.000,3.0
2430083000000,0.3,0.4,3,3.000,3.0
2430083000000,0.4,0.5,3,3.000,3.0
2430083000000,0.5,0.6,3,3.000,3.0
2430083000000,0.6,0.7,3,3.000,3.0
2430083000000,0.7,0.8,3,3.000,3.0
2430083000000,0.8,0.9,3,3.000,3.0
2430083000000,0.9,1,3,3.000,3.0
2430083000000,1,1.1,3,3.000,3.0
2430083000000,1.1,1.2,3,3.000,3.0
2430083000000,1.2,1.3,3,3.000,3.0
2430083000000,1.3,1.4,3,3.000,3.0
2430083000000,1.4,1.5,3,3.000,3.0
2430083000000,1.5,1.6,3,3.000,3.0
2430083000000,1.6,1.7,3,3.000,3.0
2430083000000,1.7,1.8,3,3.000,3.0
2430083000000,1.8,1.9,3,3.000,3.0
2430083000000,1.9,2,3,3.000,3.0
2430083000000,2,2.1,3,3.000,3.0
2430083000000,2.1,2.2,3,3.000,3.0
2430083000000,2.2,2.3,3,3.000,3.0
2430083000000,2.3,2.4,3,3.000,3.0
2430083000000,2.4,2.5,3,3.000,3.0
2430083000000,2.5,2.6,3,3.000,3.0
2430083000000,2.6,2.7,3,3.000,3.0
2430083000000,2.7,2.8,3,3.000,3.0
2430083000000,2.8,2.9,3,3.000,3.0
2430083000000,2.9,3,3,3.000,3.0
2430083000000,3,3.1,3,3.000,3.0
2430083000000,3.1,3.2,3,3.000,3.0
2430083000000,3.2,3.3,3,3.000,3.0
2430083000000,3.3,3.4,3,3.000,3.0
2430083000000,3.4,3.5,3,3.000,3.0
2430083000000,3.5,3.6,3,3.000,3.0
2430083000000,3.6,3.7,3,3.000,3.0
2430083000000,3.7,3.8,3,3.000,3.0
2430083000000,3.8,3.9,3,3.000,3.0
2430083000000,3.9,4,3,3.000,3.0
2430083000000,4,4.1,3,3.000,3.0
2430083000000,4.1,4.2,3,3.000,3.0
2430083000000,4.2,4.3,3,3.000,3.0
2430083000000,4.3,4.4,3,3.000,3.0
2430083000000,4.4,4.5,3,3.000,3.0
2430083000000,4.5,4.6,3,3.000,3.0
2430083000000,4.6,4.7,3,3.000,3.0
2430083000000,4.7,4.8,3,3.000,3.0
2430083000000,4.8,4.9,3,3.000,3.0
2430083000000,4.9,5,3,3.000,3.0
2430083000000,5,5.1,3,3.000,3.0
2430083000000,5.1,5.2,3,3.000,3.0
2430083000000,5.2,5.3,3,3.000,3.0
2430083000000,5.3,5.4,3,3.000,3.0
2430083000000,5.4,5.5,3,3.000,3.0
2430083000000,5.5,5.6,3,3.000,3.0
2430083000000,5.6,5.7,3,3.000,3.0
2430083000000,5.7,5.8,3,3.000,3.0
2430083000000,5.8,5.9,3,3.000,3.0
2430083000000,5.9,6,3,3.000,3.0
2430083000000,6,6.1,3,3.000,3.0
2430083000000,6.1,6.2,3,3.000,3.0
2430083000000,6.2,6.3,3,3.000,3.0
2430083000000,6.3,6.4,3,3.000,3.0
2430083000000,6.4,6.42,3,3.000,3.0
2430083000000,6.42,6.5,3,3.000,3.0
2430083000000,6.5,6.6,3,3.000,3.0
2430083000000,6.6,6.7,3,3.000,3.0
2430083000000,6.7,6.8,3,3.000,3.0
2430083000000,6.8,6.9,3,3.000,3.0
2430083000000,6.9,7,3,3.000,3.0
2430083000000,7,7.1,3,3.000,3.0
2430083000000,7.1,7.2,3,3.000,3.0
2430083000000,7.2,7.3,3,3.000,3.0
2430083000000,7.3,7.4,3,3.000,3.0
2430083000000,7.4,7.46,3,3.000,3.0
2430083000000,7.94,8,3,3.000,3.0
2430083000000,8,8.06,3,3.000,3.0
2430083000000,14.092,14.1,3,3.000,3.0
2430083000000,14.1,14.2,3,3.000,3.0
2430083000000,14.2,14.3,3,3.000,3.0
2430083000000,14.3,14.4,3,3.000,3.0
2430083000000,14.4,14.5,3,3.000,3.0
2430083000000,14.5,14.6,3,3.000,3.0
2430083000000,14.6,14.7,3,3.000,3.0
2430083000000,14.7,14.8,3,3.000,3.0
2430083000000,14.8,14.9,3,3.000,3.0
2430083000000,14.9,15,3,3.000,3.0
2430083000000,15,15.1,3,3.000,3.0
2430083000000,15.1,15.2,3,3.000,3.0
2430083000000,15.2,15.3,3,3.000,3.0
2430083000000,15.3,15.4,3,3.000,3.0
2430083000000,15.4,15.5,3,3.000,3.0
2430083000000,15.5,15.6,3,3.000,3.0
2430083000000,15.6,15.7,3,3.000,3.0
2430083000000,15.7,15.8,3,3.000,3.0
2430083000000,15.8,15.9,3,3.000,3.0
2430083000000,15.9,16,3,3.000,3.0
2430083000000,16,16.1,3,3.000,3.0
2430083000000,16.1,16.2,3,3.000,3.0
2430083000000,16.2,16.3,3,3.000,3.0
2430083000000,16.3,16.4,3,3.000,3.0
2430083000000,16.4,16.5,3,3.000,3.0
2430083000000,16.5,16.6,3,3.000,3.0
2430083000000,16.6,16.7,3,3.000,3.0
2430083000000,16.7,16.8,3,3.000,3.0
2430083000000,16.8,16.9,3,3.000,3.0
2430083000000,16.9,17,3,3.000,3.0
2430083000000,17,17.1,3,3.000,3.0
2430083000000,17.1,17.2,3,3.000,3.0
2430083000000,17.2,17.3,3,3.000,3.0
2430083000000,17.3,17.4,3,3.000,3.0
2430083000000,17.4,17.5,3,3.000,3.0
2430083000000,17.5,17.6,3,3.000,3.0
2430083000000,17.6,17.7,3,3.000,3.0
2430083000000,17.7,17.8,3,3.000,3.0
2430083000000,17.8,17.9,3,3.000,3.0
2430083000000,17.9,18,3,3.000,3.0
2430083000000,18,18.01,3,3.000,3.0
3140057000000,1.21,1.33,2,2.000,2.0
04200190000NB,26.57,26.6,3,3.000,3.0
04200190000NB,26.6,26.7,3,3.000,3.0
04200190000NB,26.7,26.8,3,3.000,3.0
04200190000NB,26.8,26.9,3,3.000,3.0
04200190000NB,26.9,27,3,3.000,3.0
04200190000NB,27,27.1,3,3.000,3.0
04200190000NB,27.1,27.2,3,3.000,3.0
