RouteID,BMP,EMP,Sample_ID,LRS_SURFACE_TYPE
3174772001900,0.0,0.1,310477200000,2.1
3174772001900,0.1,0.27,310477200010,2.1
3174772001900,0.27,0.42,310477200027,2.1
29200500000EB,8.0,10.56,290500000800,6.0
0640060090000,0.0,0.35,060600900000,2.1
0240009130000,0.4,1.92,020091300040,6.0
34200190000NB,1.38,3.4,340190000138,2.1
34200190000NB,11.03,11.47,340190001103,3.0
34200190000NB,31.65,31.85,340190003165,2.1
4030025000000,0.0,0.63,400250000000,2.1
2870504001900,0.0,0.47,280050400000,2.1
2870504001900,0.47,0.71,280050400047,2.1
0640060050000,0.0,0.88,060600500000,2.1
0640060050000,0.88,1.68,060600500088,2.1
0640060050000,1.68,1.97,060600500168,2.1
0940003000000,4.14,5.77,090030000414,2.1
3140857010000,0.0,0.19,318570100000,2.1
1740024020000,0.0,0.75,170240200000,2.1
1740024020000,0.75,0.87,170240200075,2.1
1740024020000,0.87,1.09,170240200087,2.1
1740024020000,1.86,2.95,170240200186,2.1
4130061000000,2.604,3.29,410610002604,2.1
21200330000EB,16.0,16.23,210330001600,2.1
21200330000EB,17.59,17.967,210330001759,2.1
21200330000EB,19.84,20.19,210330001984,2.1
21200330000EB,20.19,21.03,210330002019,2.1
21200330000EB,21.25,22.25,210330002125,2.1
21200330000EB,22.25,22.84,210330002225,2.1
4240219420000,0.0,0.21,422194200000,2.1
3530088000000,0.0,1.06,350880000000,2.1
3530088000000,7.08,7.12,350880007080,2.1
3530088000000,7.12,7.47,350880000712,2.1
3530088000000,8.57,8.89,350880000857,2.1
3530088000000,8.89,10.06,350880000889,2.1
3530088000000,10.06,10.16,350880001006,2.1
2178006001900,0.58,0.92,210800600580,2.1
3130705000000,0.0,0.51,317050000000,2.1
3130705000000,0.68,1.23,317050000068,3.0
3130705000000,1.23,1.64,317050000123,3.0
3130705000000,1.64,1.81,317050000163,3.0
3130705000000,1.81,2.68,317050001810,3.0
4330016000000,1.45,3.62,430160000145,2.1
4330016000000,19.02,21.98,430160001902,2.1
0274259001900,0.0,0.17,020425900000,2.1
0274259001900,0.17,0.61,022590000017,2.1
17100790000NB,106.42,107.57,170790010642,2.1
17100790000NB,107.57,107.94,170790010757,2.1
17100790000NB,107.94,109.77,170790010794,2.1
17100790000NB,109.77,110.29,170790010977,2.1
17100790000NB,110.29,111.13,170790011029,2.1
17100790000NB,111.13,111.91,170790011113,2.1
17100790000NB,111.91,114.132,170790011191,2.1
17100790000NB,114.132,114.9,170790011413,2.1
17100790000NB,114.9,115.33,170790011490,2.1
17100790000NB,115.33,117.17,170790011533,2.1
17100790000NB,117.8,118.5,170790011780,2.1
17100790000NB,118.5,118.7,170790011850,2.1
17100790000NB,120.962,121.32,170790012096,2.1
17100790000NB,122.43,122.9,170790012243,2.1
17100790000NB,123.94,124.2,170790012394,2.1
17100790000NB,124.2,124.7,170790012420,2.1
17100790000NB,124.7,125.38,170790012470,2.1
17100790000NB,125.38,125.8,170790012538,2.1
17100790000NB,125.8,126.666,170790012580,2.1
1140009000000,0.0,3.41,110090000000,2.1
01200330000EB,0.0,1.87,010330000000,3.0
1740025000000,12.11,12.26,170250001211,2.1
1740025000000,12.26,12.62,170250001226,2.1
2040012000000,0.0,2.55,200120000000,2.1
2040012000000,3.6,4.14,200120000360,2.1
2040012000000,4.55,5.1,200120000457,2.1
10100770016NB,52.58,53.06,100770005258,2.1
10100770016NB,53.06,54.13,100770005306,2.1
10100770016NB,54.13,55.02,100770005413,2.1
10100770016NB,55.02,58.32,100770005502,2.1
10100770016NB,58.32,59.62,100770005832,2.1
10100770016NB,59.62,61.6,100770005962,2.1
10100770016NB,62.73,66.15,100770006273,2.1
10100770016NB,66.15,67.21,100770006615,2.1
39202190000NB,0.0,0.8,392190000000,2.1
39202190000NB,0.8,3.01,392190000080,2.1
39202190000NB,3.01,3.31,392190000301,2.1
39202190000NB,3.31,4.76,392190000331,2.1
4140006020000,1.57,1.69,410060201570,2.1
2830104000000,1.65,1.93,281040000165,2.1
2830104000000,1.93,1.95,281040000165,3.0
2830104000000,1.95,2.65,281040000165,2.1
4170054001900,0.0,0.44,410005400009,2.1
3140069060000,0.0,0.32,310690600000,3.0
3174807001900,0.0,0.4,310480700000,2.1
0640039000000,2.08,2.62,060390000208,2.1
26202500000NB,0.0,3.56,262500000000,2.1
26202500000NB,3.56,4.01,262500000356,2.1
26202500000NB,4.01,4.62,262500000401,2.1
26202500000NB,4.65,7.1,262500000465,2.1
26202500000NB,7.1,8.07,262500000710,2.1
26202500000NB,8.07,9.79,262500000807,2.1
26202500000NB,9.79,10.67,262500000979,2.1
26202500000NB,11.65,12.35,262500001165,2.1
26202500000NB,12.47,13.37,262500001247,2.1
26202500000NB,13.4,15.31,262500001340,2.1
26202500000NB,23.89,24.64,262500002389,2.1
26202500000NB,28.49,29.07,262500002849,2.1
26202500000NB,29.07,29.71,262500002907,2.1
26202500000NB,29.81,30.09,262500029810,2.1
26202500000NB,30.09,30.92,262500003009,2.1
26202500000NB,31.63,31.73,262500003163,2.1
26202500000NB,34.595,34.605,262500034595,2.1
26202500000NB,36.47,36.69,260250003647,2.1
26202500000NB,38.92,39.2,262500003892,2.1
4140009090000,0.0,1.81,410090900000,2.1
2730002000000,1.39,3.15,270020000139,2.1
2730002000000,13.72,15.93,270020001372,2.1
2730002000000,15.93,18.05,270020001593,2.1
2730002000000,18.91,19.89,270020001891,2.1
2730002000000,20.141,20.36,270020020141,2.1
2730002000000,20.36,20.42,270020020360,2.1
2730002000000,20.57,20.72,270020002057,2.1
2730002000000,20.72,20.88,270020002072,2.1
2730002000000,21.0,21.29,270020002100,2.1
2730002000000,21.29,22.2,270020002129,2.1
2730002000000,24.16,24.79,270020002416,2.1
13202190005SB,0.0,0.33,13219S000000,2.1
4140008030000,0.0,0.65,410080300000,2.1
28200520000EB,6.96,7.76,280520006960,2.1
28200520000EB,10.78,11.03,280520010780,2.1
28200520000EB,12.01,12.97,280520012010,2.1
28200520000EB,12.97,13.39,280052001297,2.1
28200520000EB,13.44,13.67,280052001344,2.1
28200520000EB,14.91,15.37,280520001491,2.1
2071308001900,0.77,1.62,200130800077,2.1
4130054000000,2.48,4.86,410540000248,2.1
4130054000000,4.86,5.72,410540000486,2.1
4130054000000,6.35,6.54,410540000635,2.1
4130054000000,6.54,7.1,410540000654,2.1
4130054000000,7.1,7.41,410540000710,2.1
4130054000000,7.98,8.821,410540007980,2.1
4130054000000,10.316,10.33,410540010316,2.1
5275511001900,0.0,0.12,520551100000,2.1
5275511001900,0.57,0.84,520551100057,2.1
0530027000100,0.4,0.96,05027A000040,2.1
0530027000100,0.96,3.35,05027A000096,2.1
5475766001900,0.0,0.46,540576600000,2.1
3578275001900,0.0,0.26,350827500000,2.1
1030061000000,22.53,25.56,100610002253,2.1
5475757001900,0.33,0.47,540575700330,2.1
1430028000000,16.47,22.27,140280001647,6.0
2770100001900,5.61,5.81,270010000561,2.1
46200500000EB,12.99,13.65,460500001299,2.1
2840016100000,0.0,0.66,280161000000,2.1
20300610005SB,0.0,0.05,20061S000000,2.1
4170012001900,0.0,0.46,410001200000,2.1
3174786001900,0.04,0.15,310478600004,2.1
2840025000000,0.0,0.57,280250000000,2.1
2840025000000,0.57,1.53,280250000057,2.1
2840025000000,4.24,4.96,280250004240,2.1
3578280001900,0.0,0.4,350828000000,2.1
1740024060000,0.29,0.6,170240600029,2.1
08100790000NB,36.0,39.91,080790003600,2.1
08100790000NB,39.91,41.43,080790003991,2.1
08100790000NB,41.43,44.6,080790004143,2.1
1030061000100,0.0,0.16,10061A000000,2.1
30201190000NB,12.88,14.28,301190001288,2.1
38202190000NB,0.0,3.69,382190000000,2.1
38202190000NB,3.69,4.37,382190000369,2.1
38202190000NB,4.37,6.01,382190000437,2.1
38202190000NB,6.01,7.15,382190000601,2.1
38202190000NB,7.77,9.82,382190000777,2.1
38202190000NB,14.15,14.67,382190001415,6.0
38202190000NB,19.58,21.84,382190001958,2.1
38202190000NB,25.34,26.37,382190002534,2.1
38202190000NB,26.37,29.12,382190002637,2.1
38202190000NB,34.47,34.78,382190003447,2.1
38202190000NB,34.79,37.89,382190003479,2.1
2870507001900,0.0,0.66,280050700000,2.1
2870507001900,0.66,1.54,280050700066,2.1
0673295001900,0.0,1.08,060329500000,2.1
35104700000EB,0.0,0.79,354700000000,3.0
35104700000EB,0.79,0.98,354700000000,2.1
35104700000EB,3.671,3.94,354700003671,3.0
0540008000000,0.0,0.75,050080000000,2.1
4140006090000,0.6,1.37,410060900060,2.1
0540507020000,0.0,1.22,055070200000,2.1
5475760001900,0.0,0.21,540576000000,2.1
28100770000NB,0.69,2.56,280770000069,2.1
28100770000NB,2.56,5.12,280770000256,2.1
28100770000NB,8.3,8.98,280770008300,2.1
1577259001900,0.62,1.16,150725900062,2.1
3578271001900,0.0,1.04,350827100000,2.1
3578271001900,1.04,1.59,350827100104,2.1
2340210250000,8.09,8.78,230100001677,2.1
2340210250000,8.78,9.08,230100001746,2.1
2340210250000,9.08,9.53,230100001776,2.1
2340210250000,10.07,10.72,230100001876,2.1
3940003000000,4.6,7.27,390030000460,2.1
41100640000EB,117.93,118.53,410640011793,3.0
41100640000EB,118.53,118.548,410640011853,3.0
41100640000EB,120.1,120.5,410640012010,7.0
41100640000EB,122.62,123.222,410640012262,7.0
41100640000EB,124.9,125.65,410640012490,7.0
41100640000EB,125.65,126.6,410640012565,7.0
41100640000EB,128.91,129.49,410064012891,3.0
41100640000EB,129.49,132.0,410064012949,3.0
41100640000EB,132.0,132.53,410640013200,3.0
41100640000EB,132.84,137.48,410640013284,3.0
41100640000EB,137.48,138.01,410640013748,3.0
5530016000000,1.73,3.33,550160000173,2.1
5530016000000,6.42,8.95,550160000642,2.1
5530016000000,10.99,11.4,550160001099,2.1
0540003010000,0.48,0.61,050030100046,2.1
0540003010000,0.61,1.65,050030100061,2.1
0540003010000,1.65,1.94,050030100165,2.1
23200520000EB,0.0,0.43,230520000000,2.1
3140019080000,0.0,0.23,310190800000,2.1
19203400005SB,0.0,0.17,19340S000000,3.0
19203400005SB,0.17,0.37,190340S00017,3.0
19203400005SB,0.371,0.6,190340S00371,3.0
1640007000000,5.61,6.0,160070000553,6.0
1640007000000,19.2,20.5,160070000192,6.0
0940011000000,11.45,12.55,090110001145,2.1
5440016000000,0.0,0.5,540160000000,2.1
5440016000000,0.5,0.9,540160000050,2.1
5440016000000,0.9,1.12,540160000090,2.1
5440016000000,1.21,1.47,54400160000,2.1
1577271001900,0.4,1.18,150727100040,2.1
0540002010000,0.0,0.13,050020100000,2.1
23201190000NB,0.0,0.85,231190000000,2.1
23201190000NB,2.2,2.54,231190000220,2.1
23201190000NB,2.54,2.67,231190000254,2.1
23201190000NB,2.67,3.59,231190000267,2.1
23201190000NB,3.59,4.48,231190003590,2.1
23201190000NB,5.27,5.915,231190005270,2.1
23201190000NB,11.87,12.283,231190001187,2.1
0240010010000,0.0,0.69,020100100000,6.0
2540064020000,0.0,0.24,250640200000,2.1
2071068001900,0.0,0.48,200106800000,2.1
4240031000000,0.0,1.81,420310000181,2.1
2430083000000,0.0,6.42,240830000000,2.1
2430083000000,6.42,7.46,240830000642,2.1
2430083000000,7.94,8.06,240830000794,2.1
2430083000000,14.092,17.6,240830014092,2.1
2430083000000,17.6,18.01,240830001760,2.1
5230020000000,19.48,20.04,520200001948,2.1
4930020000000,22.87,23.54,490200002287,2.1
0274257001900,0.0,0.11,020425700000,2.1
0274257001900,0.11,0.42,020425700011,2.1
2840019290000,0.0,2.54,280192900000,2.1
2840019290000,2.54,3.32,280192900254,2.1
1930051000000,8.13,8.66,190510000813,7.0
1930051000000,8.66,8.78,190510008660,3.0
1030006000000,0.0,0.12,100060000000,2.1
1030006000000,0.12,0.33,100060000120,2.1
4940007000000,0.22,0.423,490070000022,2.1
4940007000000,0.423,0.76,490070000423,2.1
1540013000000,0.0,0.2,150130000000,2.1
1540013000000,0.2,0.5,150130000020,2.1
44100790000NB,21.28,25.79,440790002128,2.1
44100790000NB,25.79,29.04,440790002579,2.1
44100790000NB,29.04,29.13,440790002579,3.0
44100790000NB,29.13,33.99,440790002579,2.1
44100790000NB,33.99,36.0,440790003399,2.1
0274268001900,0.0,0.48,020426800000,2.1
5040060050000,0.0,0.18,500600500000,2.1
17200190000NB,18.61,20.62,170190018610,2.1
3230012000000,0.78,1.18,320120000078,6.0
3230012000000,1.18,5.93,320120000078,2.1
3230012000000,5.93,6.11,320120000593,2.1
3230012000000,9.33,11.31,320120000933,2.1
2040160070000,0.0,0.27,201600700000,2.1
2040160070000,0.27,0.51,201600700027,2.1
1640012000000,14.85,15.91,160120001485,6.0
5330014000000,19.34,20.71,530140001934,2.1
46202500000NB,6.95,7.082,460250000695,2.1
46202500000NB,16.38,16.52,462500001638,2.1
3740001000000,3.02,4.05,370010000302,2.1
29202200000NB,12.61,13.26,292200001261,7.0
29202200000NB,13.78,13.96,292200001378,7.0
2640001000000,0.0,0.44,260010000000,2.1
2640001000000,0.49,0.6,260010000049,2.1
2640001000000,0.6,1.209,260010000060,2.1
2640001000000,1.209,1.23,260010001209,2.1
0540007010000,0.0,0.742,050070100000,2.1
0540007010000,0.742,1.99,050070100084,2.1
4130016000000,8.47,9.485,410160000847,2.1
4130016000000,12.0,14.12,410160001200,2.1
4130016000000,14.42,14.72,410160001442,2.1
4130016000000,14.72,15.08,410160001472,2.1
4130016000000,15.08,15.61,410160015080,2.1
4130016000000,15.65,15.81,410160001565,2.1
4130016000000,18.53,18.82,410160001853,2.1
4130016000000,18.82,18.96,410160001882,2.1
4130016000000,18.96,19.79,410160001896,2.1
5275518001900,0.0,0.13,520551800000,2.1
0140006000000,0.11,3.13,010060000011,2.1
2870514001900,0.0,0.6,280051400000,2.1
2870514001900,0.6,1.41,280051400060,2.1
2870514001900,1.41,1.52,280051400141,2.1
3540088020000,0.0,0.57,350880200000,2.1
1340045000000,0.66,1.04,130450000066,2.1
4940016000000,8.09,8.32,490160000809,2.1
4940016000000,9.05,9.51,490160000904,2.1
06200600000EB,2.97,3.07,060600000297,2.1
06200600000EB,3.17,3.27,060600000317,2.1
06200600000EB,5.76,5.96,060600000576,2.1
06200600000EB,6.97,7.51,060600000697,2.1
06200600000EB,7.59,7.96,060600000759,2.1
06200600000EB,7.96,8.43,060600000796,2.1
06200600000EB,8.43,8.78,060600000843,2.1
06200600000EB,8.78,8.82,060600000843,3.0
06200600000EB,8.82,9.5,060600000882,2.1
06200600000EB,9.56,9.92,060600000956,2.1
06200600000EB,9.92,10.27,060600000992,2.1
06200600000EB,10.76,11.25,060600001076,2.1
06200600000EB,11.51,12.23,060600001151,2.1
06200600000EB,15.59,17.29,060600001559,2.1
01201190000NB,6.95,7.19,011190000695,6.0
01201190000NB,7.19,9.29,011190000695,2.1
01201190000NB,10.66,11.5,011190001066,2.1
0274252001900,0.0,0.64,020425200000,2.1
1771774001900,0.0,0.63,170177400000,2.1
0673287001900,0.0,0.28,060328700000,2.1
0673287001900,1.03,1.14,060328700103,2.1
0673263001900,0.0,0.26,060326300000,2.1
0673263001900,0.26,0.48,060326300026,2.1
1740707000000,0.0,0.57,177070000000,2.1
1740707000000,0.816,0.91,177070000816,2.1
21200190000NB,22.37,22.58,210190022370,2.1
21200190000NB,22.72,23.48,210190002272,2.1
4130041000000,0.0,0.71,410410000000,6.0
4130041000000,1.99,2.19,410410000199,2.1
3040065050000,5.74,7.12,300650500574,2.1
3540018030000,0.0,0.61,350180300000,2.1
3540018030000,0.61,1.15,350180300061,2.1
3540018030000,1.75,2.03,350180300175,2.1
06200520000EB,0.0,0.01,060520000000,2.1
06200520000EB,0.01,0.33,060520000001,2.1
06200520000EB,0.33,0.45,060520000033,2.1
06200520000EB,0.75,1.01,060520000075,2.1
06200520000EB,1.145,1.3,060520001145,3.0
5040003000000,3.75,3.85,500030000375,2.1
5040003000000,3.94,4.06,500030000394,2.1
14200500000EB,7.48,7.98,140500000748,3.0
14200500000EB,8.26,8.44,140500000826,3.0
14200500000EB,8.56,8.92,140500000856,3.0
14200500000EB,13.37,14.67,140500001337,6.0
14200500000EB,15.88,16.97,140500001588,6.0
14200500000EB,29.25,30.33,140500002925,6.0
1740025060000,2.98,5.26,170250600298,2.1
4170016001900,0.72,0.9,410001600072,2.1
31100790000NB,142.37,143.81,310790014237,2.1
31100790000NB,143.81,144.95,310790014381,2.1
31100790000NB,144.95,145.2,310790014381,3.0
31100790000NB,145.2,145.65,310790014520,2.1
31100790000NB,145.65,147.85,310790014565,2.1
31100790000NB,147.85,148.022,310790014785,2.1
31100790000NB,149.38,149.68,310790014938,3.0
31100790000NB,150.74,151.07,310790015074,2.1
31100790000NB,151.07,151.1,310790015107,2.1
31100790000NB,152.32,152.5,310790015232,2.1
31100790000NB,152.5,152.53,310790015250,2.1
31100790000NB,152.53,152.62,310790015250,3.0
31100790000NB,152.62,152.92,310790015250,2.1
31100790000NB,157.0,160.52,310790015700,2.1
0240001000000,8.14,9.32,020010000814,6.0
09200500000EB,0.0,3.98,090500000000,2.1
09200500000EB,3.98,5.61,090500000398,2.1
09200500000EB,5.63,6.54,090500000563,2.1
09200500000EB,8.26,8.8,090500000826,2.1
09200500000EB,8.8,9.75,090500000880,2.1
09200500000EB,9.75,11.01,090500000975,2.1
09200500000EB,11.43,12.1,090500011430,2.1
09200500000EB,12.1,12.96,090500012100,3.0
09200500000EB,17.75,18.87,090500001775,2.1
3174817001900,0.0,0.24,310481700000,2.1
41100770016NB,35.21,35.75,410077003521,2.1
41100770016NB,35.75,37.82,410770003575,2.1
41100770016NB,41.68,42.31,410770004168,2.1
41100770016NB,42.31,43.13,410770004231,2.1
41100770016NB,43.13,44.54,410770004313,2.1
41100770016NB,44.54,44.7,41077TL44540,2.1
41100770016NB,48.05,48.34,410770004805,2.1
2040039000000,7.15,8.83,200390000715,2.1
1771783001900,0.0,0.64,170178300000,2.1
4140016100000,0.53,0.9,410161000530,2.1
4630310000000,0.0,0.2,463100000000,2.1
5040009000000,0.65,1.92,500090000650,2.1
5040009000000,1.92,3.59,500090000192,2.1
3140055070000,0.0,0.26,310550700000,2.1
35202500010SB,0.0,0.64,35250SB00000,3.0
4640044000000,0.24,0.73,460440000240,2.1
4640044000000,0.76,1.76,460440000076,2.1
20200600007WB,7.93,8.1,20060W007930,3.0
1740050760000,0.0,0.31,170507600000,2.1
1740050760000,0.31,1.34,170507600031,2.1
35202500009NB,0.0,0.68,35250NB00000,3.0
03201190000NB,0.0,2.93,031190000000,2.1
03201190000NB,9.44,11.49,031190000944,2.1
03201190000NB,11.49,12.36,031190001149,2.1
03201190000NB,12.36,12.83,031190001149,3.0
03201190000NB,12.83,13.54,031190001283,3.0
03201190000NB,16.97,17.83,031190001697,3.0
0140024000000,1.64,2.79,010240000164,2.1
0140024000000,2.79,4.74,010240000279,2.1
0530067000000,0.17,0.62,050670000017,2.1
0530067000000,6.14,6.71,050670000614,2.1
1740020750000,0.46,0.93,170207500046,2.1
1740020750000,1.26,1.48,170207500126,2.1
2776503001900,0.0,0.23,270650300000,2.1
0130092000000,8.64,10.73,010920000864,2.1
31100680005SB,0.0,0.604,31068S000000,2.1
31100680005SB,0.65,1.14,31068S000065,2.1
0140046010000,0.0,1.62,010460100000,2.1
5475791001900,0.0,0.37,540579100000,2.1
2540250320000,2.05,2.49,252503200205,2.1
2940220020000,0.0,0.84,292200200000,6.0
1740058010000,0.0,0.17,170580100000,2.1
2930093000000,0.0,3.42,290930000000,6.0
2040025260000,0.0,0.31,200252600000,2.1
2040025260000,0.4,0.71,200252600040,2.1
2071056001900,0.0,0.38,200105600000,2.1
2340012040000,0.1,0.14,230120400100,2.1
5030152000000,29.86,30.39,501520002986,2.1
5030152000000,40.4,43.98,501520040400,2.1
5030152000000,43.98,44.59,501520004398,2.1
50200600000EB,0.0,0.16,500600000000,2.1
50200600000EB,0.16,0.24,500600000000,3.0
50200600000EB,0.49,0.72,500600000049,2.1
50200600000EB,1.13,1.83,500600000113,2.1
50200600000EB,3.79,4.04,500600000379,2.1
50200600000EB,4.04,4.39,500600000404,2.1
4640119300000,0.0,0.6,461193000000,2.1
0577278001900,0.0,0.16,050727800000,2.1
1771761001900,0.0,0.26,170176100000,2.1
1771761001900,0.31,0.61,170176100031,2.1
2330080000000,0.86,1.57,230800000086,2.1
16202200000NB,10.0,10.53,162200001000,6.0
16202200000NB,10.53,10.69,160220001053,6.0
16202200000NB,10.7,11.7,162200001070,6.0
16202200000NB,11.8,12.96,162200001180,6.0
5275501001900,0.07,0.22,520550100007,2.1
5275501001900,0.93,1.07,520550100093,2.1
4940013000000,0.0,0.86,490130000000,2.1
5440014160000,0.18,0.86,540141600019,2.1
5440014160000,0.86,1.23,540141600086,2.1
5440014160000,2.89,3.83,540141600289,2.1
3140070000000,1.329,1.47,310700000387,2.2
2040016000000,4.25,5.42,200160000425,2.1
4130307000000,4.55,5.59,413070000455,2.1
4130307000000,7.42,8.45,413070000742,2.1
5040003020000,0.0,0.64,500030200000,2.1
5040003020000,0.64,1.25,500030200064,2.1
2974002001900,0.0,0.39,290400200000,2.1
5440034000000,0.0,0.76,540340000000,2.1
5440034000000,1.45,1.76,540340001450,2.1
0240036010000,1.6,1.98,020360100160,6.0
2340119260000,0.44,0.67,231192600440,2.1
47300320005SB,0.04,0.19,47032S000004,2.1
2240012000000,4.91,5.18,220120000491,2.1
3430039000000,24.6,24.96,340390024600,6.0
5430047000000,0.45,0.56,540470000045,2.1
0230051000000,1.925,1.966,020510001925,6.0
0230051000000,1.969,1.988,020510001969,6.0
0230051000000,4.62,5.18,020510000462,6.0
5530097000000,21.56,22.26,550970002156,2.1
5530097000000,22.83,23.2,550970002283,2.1
5530097000000,28.09,32.88,550970002809,2.1
0130076000000,1.75,6.62,010760000175,2.1
31200190000NB,8.29,8.806,310190000829,2.1
31200190000NB,8.99,9.16,310190000899,3.0
31200190000NB,9.54,9.94,310190000954,2.1
31200190000NB,10.59,11.08,310190001059,2.1
31200190000NB,13.74,14.19,310190001374,2.1
31200190000NB,14.19,14.25,310190014190,2.1
31200190000NB,14.25,14.35,310190001425,2.1
31200190000NB,14.44,14.8,310190001444,2.1
31200190000NB,14.8,14.98,310190001480,2.1
31200190000NB,15.62,16.49,310190001562,2.1
31200190000NB,16.49,17.021,310190001649,2.1
0640017000000,0.0,1.577,060170000000,2.1
0640017000000,4.05,4.17,060170000405,2.1
0640017000000,4.3,4.41,060170000430,2.1
0640017000000,4.47,5.02,060170000447,2.1
4170034001900,0.17,0.38,410003400017,2.1
5440012000000,0.0,0.33,540120000000,2.1
5440012000000,0.4,1.15,540120000040,2.1
4030817000000,8.81,10.62,408170000881,2.1
1740023090000,6.77,7.36,170230900675,2.1
1740023090000,7.77,8.94,170230900777,2.2
25202500000NB,2.87,3.0,252500000287,2.1
25202500000NB,3.785,4.16,252500003420,2.1
2030601000000,0.0,0.95,206010000000,2.1
35100700000EB,0.0,0.08,350700000000,3.0
35100700000EB,0.08,0.49,350700000008,3.0
35100700000EB,0.49,0.85,350700000049,3.0
35100700000EB,0.85,1.14,350700000085,3.0
35100700000EB,1.14,1.23,350700000085,2.1
35100700000EB,1.44,1.92,350700000144,2.1
35100700000EB,1.92,2.19,350700000192,2.1
35100700000EB,4.7,5.37,350700000470,2.1
35100700000EB,5.37,5.93,350700000537,2.1
35100700000EB,5.93,6.9,350700000593,2.1
35100700000EB,6.9,8.07,350700000690,2.1
35100700000EB,10.75,11.06,350700001075,2.1
35100700000EB,11.06,11.761,350700001106,2.1
39100680000EB,18.12,23.34,390680001812,2.1
39100680000EB,26.75,28.64,390680002675,3.0
39100680000EB,28.64,29.23,390680002864,3.0
39100680000EB,31.24,31.42,390680003124,2.1
39100680000EB,31.42,32.06,390680003142,2.1
5040003010000,0.09,0.65,500030100009,2.1
5040003010000,0.65,0.68,500030100650,2.1
02200110000NB,5.24,6.05,020110000524,6.0
02200110000NB,6.05,7.71,020110006050,6.0
02200110000NB,13.65,13.78,020011001365,7.0
02200110000NB,14.51,14.64,020110001451,6.0
02200110000NB,14.64,14.81,020110014640,6.0
02200110000NB,16.48,17.51,020110001648,6.0
02200110000NB,24.71,24.97,020110002471,6.0
2540019310000,0.4,0.89,250193100040,2.2
44200330000EB,4.33,5.61,440330000433,2.1
44200330000EB,6.75,9.1,440330000675,2.1
44200330000EB,15.77,17.73,440330001577,2.1
42200330000EB,7.76,8.05,420330000776,2.1
42200330000EB,9.5,9.74,420330000950,2.1
42200330000EB,10.26,10.89,420330001026,6.0
42200330000EB,10.89,10.99,420330001026,2.1
1730020000000,7.22,7.414,170200000722,2.1
2830108000000,0.0,0.623,281080000000,2.1
2830108000000,0.623,0.796,281080000000,5.0
2830108000000,0.796,0.85,281080000796,5.0
2830108000000,0.85,0.955,281080000850,2.1
2830108000000,0.955,1.1,281080000955,2.1
2830108000000,1.1,1.487,281080001100,2.1
2830108000000,1.487,1.627,281080001100,5.0
2830108000000,1.627,2.053,281080001100,2.1
2830108000000,2.053,2.173,281080001100,5.0
2830108000000,2.173,2.43,281080001100,2.1
3140061010000,0.0,0.37,310610100000,2.1
3140061010000,0.41,0.52,310610100041,2.1
5440001000000,6.32,6.67,54400010000,2.1
5440001000000,6.67,7.17,540010000667,2.1
0340006000000,2.99,5.53,030060000299,2.1
2730062000000,19.72,20.33,270620001972,2.1
2730062000000,20.33,20.53,270620002033,2.1
2730062000000,20.55,21.94,270620002055,2.1
4330053000000,0.0,1.4,430530000000,2.1
06200520004NB,0.0,0.32,060052N00000,2.1
06200520004NB,0.321,0.46,060052N00321,2.1
1040014020000,0.2,0.35,100140200020,2.1
4940020310000,0.0,0.22,490203100000,2.1
1040005000000,0.06,0.62,100050000006,2.1
1577270001900,0.0,0.5,150727000000,2.1
31100680000EB,4.13,4.56,310680000413,2.1
31100680000EB,4.56,4.96,310680000456,2.1
31100680000EB,4.96,5.79,310680000496,2.1
31100680000EB,5.79,6.18,310680000579,2.1
31100680000EB,6.18,6.77,310680000618,2.1
31100680000EB,6.77,7.2,310680000677,2.1
31100680000EB,7.2,7.54,310680000720,2.1
31100680000EB,7.54,8.89,310680000754,2.1
31100680000EB,8.89,9.4,310680000889,2.1
31100680000EB,10.08,10.28,310680010080,2.1
31100680000EB,10.28,10.32,310680010280,2.1
31100680000EB,10.32,10.79,310680001032,2.1
27200350000NB,9.534,10.26,270350009644,3.0
27200350000NB,11.422,11.76,270350011532,3.0
27200350000NB,15.918,16.293,270350015918,2.1
27200350000NB,16.293,16.47,270350016410,2.1
27200350000NB,16.507,17.102,270350001664,2.1
27200350000NB,17.226,17.39,270350017413,2.1
27200350000NB,17.632,17.753,270350001785,2.1
3140060000000,0.0,0.85,310600000000,2.1
3140060000000,0.85,1.75,310600000085,2.1
0740011000000,6.9,7.85,070110000690,2.1
4140019210000,3.73,5.14,410192100373,2.1
2840027000000,2.12,2.59,280270000212,2.1
2870515001900,0.0,0.95,280051500000,2.1
0673313001900,0.0,0.17,060331300000,2.1
0540001000000,0.0,0.12,050010000000,2.1
0540001000000,0.12,0.5,050010000012,2.1
0540001000000,1.07,1.34,050010000107,2.1
0540001000000,3.26,4.01,050010000326,2.1
0540001000000,4.01,4.8,050010000401,2.1
1740025120000,0.27,0.64,170251200027,2.1
4030034000000,14.57,14.97,400340001457,2.1
4030034000000,15.27,15.39,400340001527,2.1
4030034000000,15.68,17.018,400340001568,2.1
4030034000000,17.018,17.081,400340001702,2.1
4030034000000,17.081,18.41,400034017081,2.1
4030034000000,18.41,19.87,400340001841,2.1
20201190000NB,14.22,16.28,201190014220,3.0
20201190000NB,17.615,17.64,201190017615,7.0
1940017040000,0.63,0.92,190170400630,6.0
0240045050000,0.55,1.25,020450500055,6.0
