,RouteID,BeginPoint,EndPoint,ValueDate,Comments,ValueNumeric,StateCode,BeginDate,ValueText,DataItem
35,06100640000EB,25.3,27.11,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
36,06100640000EB,27.11,27.55,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
37,06100640000EB,27.55,28.67,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
38,06100640000EB,28.67,29.44,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
39,06100640000EB,29.44,31.77,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
40,06200520000EB,0.33,0.45,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
41,06200520000EB,0.75,1.0,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
42,06200520000EB,1.0,1.01,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
43,06200520004NB,0.0,0.32,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
44,06200520004NB,0.321,0.46,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
45,06200600000EB,2.97,3.07,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
46,06200600000EB,6.97,7.51,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
47,06200600000EB,7.59,7.96,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
48,06200600000EB,7.96,8.43,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
49,06200600000EB,8.43,8.78,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
50,06200600000EB,8.78,8.82,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
51,06200600000EB,8.82,9.5,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
52,06200600000EB,9.56,9.92,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
53,06200600000EB,9.92,10.27,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
54,06200600000EB,15.59,17.29,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
55,06200600001EB,0.0,0.39,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
56,0630002000000,0.1,0.2,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
57,0630002000000,0.2,0.21,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
58,0630002000000,9.98,10.08,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
59,0630002000000,14.38,16.4,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
60,0630002000000,16.4,16.5,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
61,0630002000000,16.5,17.99,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
62,0630002001300,0.0,0.1,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
63,0630002001300,0.1,0.17,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
64,0630002001300,0.17,0.2,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
65,0630002001300,0.2,0.39,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
66,0630010000000,15.69,15.82,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
67,0630010000000,15.82,16.27,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
68,0630010000000,17.46,18.41,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
69,0630010000100,1.94,2.56,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
70,0630101000000,0.16,0.36,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
71,0630152000000,0.76,0.99,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
72,0630193000000,0.46,3.55,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
73,0640001000000,2.1,2.224,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
74,0640001000000,2.477,2.619,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
75,0640009000000,1.688,1.803,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
76,0640013000000,0.02,0.42,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
77,0640017000000,4.05,4.17,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
78,0640017000000,4.3,4.41,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
79,0640017000000,4.47,5.02,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
80,0640021000000,0.537,0.9,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
81,0640021000000,0.9,1.51,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
82,0640021000000,1.51,2.939,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
83,0640021000000,2.947,2.98,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
84,0640031000000,0.16,0.5,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
85,0640031060000,0.0,0.38,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
86,0640031060000,0.38,0.41,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
87,0640031060000,0.41,0.48,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
88,0640035000000,7.83,8.63,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
89,3530002000000,1.9,2.0,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
90,3530002000000,2.0,2.13,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
91,3530002000000,2.36,2.84,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
92,3530002000000,5.81,7.04,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
93,3530002000000,7.35,7.57,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
94,0640039000000,2.08,2.62,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
95,46201190000NB,6.05,6.54,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
96,46201190000NB,8.59,9.32,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
97,0640052030000,0.0,0.22,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
98,4140001000000,1.95,3.4,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
99,0640060050000,0.0,0.88,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
100,1771754001900,0.18,0.47,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
101,1771754001900,0.47,0.57,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
102,0640060050000,0.88,1.68,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
103,0640060050000,1.68,1.97,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
104,0640060700000,0.0,0.18,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
105,0640060700000,0.18,0.56,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
106,0640060700000,0.56,0.76,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
107,0673272001900,0.35,1.04,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
108,0673272001900,1.08,1.28,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
109,0673272001900,1.28,1.44,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
110,0673274001900,1.46,1.56,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
111,0673281001900,0.19,0.48,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
112,0673285001900,0.0,0.32,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
113,0673287001900,0.0,0.28,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
114,0673287001900,0.51,0.86,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
115,0673287001900,1.03,1.14,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
116,0673288001900,0.78,0.89,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
117,0673289001900,1.72,2.02,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
118,0673295001900,0.0,1.08,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
119,0673317001900,0.0,0.24,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
120,2230003000000,5.71,6.1,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
121,2230010000000,17.81,19.07,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
122,23201190000NB,0.0,0.85,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
123,23201190000NB,1.44,2.2,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
124,0240013000000,0.43,1.03,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
125,0240013000000,1.03,1.5,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
126,23201190000NB,2.2,2.54,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
127,23201190000NB,2.54,2.67,2020,New 2021,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
128,23201190000NB,2.67,3.3,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
129,23201190000NB,3.3,3.5,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
130,23201190000NB,3.5,3.59,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
131,23201190000NB,3.59,5.1,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
132,23201190000NB,5.1,5.27,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
133,23201190000NB,11.87,12.283,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
134,2330010000000,12.79,12.9,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
135,2330010000000,12.9,12.95,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
136,2330010000000,14.782,15.25,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
137,2330010000000,15.25,16.17,2010,New 2021,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
138,2330010000000,16.77,17.46,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
139,2330010000000,17.46,17.76,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
140,2330010000000,17.76,18.21,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
141,2330010000000,18.76,19.41,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
142,2330010000000,19.41,20.39,2008,New 2021,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
143,2330010000000,20.39,22.05,2021,New 2021,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
144,2330010000000,27.14,28.6,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
145,2330017000000,0.32,1.1,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
146,2330044000000,16.02,17.07,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
147,2330073000000,0.31,1.4,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
148,2330073000000,1.4,1.5,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
149,2330073000000,1.5,2.1,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
150,2330073000000,2.1,2.15,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
151,2330080000000,0.86,1.57,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
152,2340005000000,0.45,2.789,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
153,30200520000EB,9.95,11.65,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
154,30200520000EB,26.08,26.53,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
155,30200520004NB,0.096,0.39,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
156,30201190000NB,11.73,12.8,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
157,30201190000NB,12.88,14.28,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
158,3030080000000,7.05,9.46,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
159,50100640000EB,0.0,0.1,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
160,50100640000EB,0.1,0.11,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
161,50100640000EB,0.11,1.25,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
162,50100640000EB,1.29,1.66,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
163,50100640000EB,1.66,2.0,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
164,50100640000EB,2.0,2.17,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
165,50100640000EB,2.17,2.3,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
166,50100640000EB,2.3,2.7,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
167,50100640000EB,2.7,2.75,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
168,50100640000EB,2.75,2.8,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
169,50100640000EB,2.8,4.22,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
170,50100640000EB,4.22,4.4,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
171,50100640000EB,4.4,4.5,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
172,50100640000EB,4.5,5.29,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
173,50100640000EB,5.29,5.3,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
174,50100640000EB,5.3,5.4,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
175,50100640000EB,5.4,5.87,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
176,50200520000EB,5.8,6.51,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
177,50200520000EB,29.12,31.4,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
178,50200600000EB,0.0,0.16,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
179,50200600000EB,0.16,0.24,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
180,50200600000EB,0.49,0.72,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
181,50200600000EB,1.13,1.83,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
182,50200600000EB,3.79,4.04,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
183,50200600000EB,4.04,4.39,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
184,5030152000000,29.86,30.39,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
185,5030152000000,40.4,43.98,2020,New 2021,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
186,5030152000000,43.98,44.59,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
187,5040001000000,2.16,2.29,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
188,5040003000000,3.75,3.85,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
189,5040003000000,3.94,4.06,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
190,5040003010000,0.09,0.65,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
191,5040003010000,0.65,0.68,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
192,5040003020000,0.0,0.64,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
193,5040003020000,0.64,1.25,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
194,5040007000000,17.84,18.87,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
195,5040007000000,19.35,19.76,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
196,5040008000000,0.0,0.45,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
197,5040009000000,0.65,1.92,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
198,5040012000000,3.176,4.65,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
199,5040060030000,1.37,1.47,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
200,5040060040000,1.24,2.4,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
201,5040060070000,0.24,0.87,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
202,5040060070000,0.87,1.44,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
203,17200500000EB,1.53,3.37,1969,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
204,17200500000EB,3.42,3.8,1969,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
205,17200500000EB,6.11,7.18,1969,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
206,1740011000000,4.24,4.7,1980,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
207,1740011000000,4.7,5.24,1980,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
208,1740012000000,0.14,0.9,1980,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
209,1740024000000,4.78,5.67,1986,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
210,1740024020000,0.0,0.75,1979,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
211,1740024020000,0.75,0.87,1979,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
212,1740024020000,0.87,1.09,1988,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
213,1740024020000,1.09,1.86,1980,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
214,1740024020000,1.86,2.95,1983,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
215,1740024270000,0.0,0.41,1991,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
216,1740031000000,0.5,1.45,1971,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
217,1740050160000,0.12,0.54,1992,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
218,2540031010000,1.72,2.03,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
219,2540054000000,0.0,0.183,1973,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
220,2540060000000,2.11,2.61,1988,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
221,2540072000000,1.02,1.79,1977,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
222,2540072000000,2.07,2.67,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
223,2540072020000,0.0,0.5,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
224,2540072020000,0.5,0.72,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
225,2540072020000,0.72,1.17,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
226,2540072020000,1.17,1.71,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
227,2540072020000,1.76,1.93,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
228,2540073000000,2.45,3.55,1991,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
229,2540073730000,2.11,2.33,1989,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
230,2540073730000,2.673,3.34,1982,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
231,2540250320000,2.05,2.49,1987,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
232,31100790000NB,157.0,160.5,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
233,31100790000NB,160.5,160.52,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
234,31200190000NB,8.29,8.806,1986,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
235,31200190000NB,8.99,9.16,1986,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
236,31200190000NB,9.54,9.94,1986,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
237,31200190000NB,10.59,11.08,1970,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
238,31200190000NB,11.51,12.33,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
239,31200190000NB,13.74,14.19,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
240,31200190000NB,14.25,14.3,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
241,31200190000NB,14.3,14.35,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
242,31200190000NB,14.44,14.5,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
243,31200190000NB,14.5,14.8,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
244,31200190000NB,14.8,14.98,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
245,31200190000NB,15.62,16.49,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
246,31200190000NB,16.49,17.021,1972,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
247,31201190000NB,7.81,9.82,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
248,31201190000NB,11.9,12.06,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
249,31201190000NB,13.78,13.8,1978,same as 2020,,54,01/01/2022,,YEAR_LAST_CONSTRUCTION
