RouteID,BMP,EMP,year_last_constructed_16_ValueDate,year_last_constructed_17_ValueDate,year_last_constructed_18_ValueDate
32202190000NB,26.3,26.4,2022,1921,1921
32202190000NB,26.4,26.5,2022,1921,1921
32202190000NB,26.5,26.6,2022,1921,1921
32202190000NB,26.6,26.7,2022,1921,1921
32202190000NB,26.7,26.8,2022,1921,1921
32202190000NB,26.8,26.9,2022,1921,1921
32202190000NB,26.9,27,2022,1921,1921
32202190000NB,27,27.1,2022,1921,1921
32202190000NB,27.1,27.2,2022,1921,1921
32202190000NB,27.2,27.3,2022,1921,1921
32202190000NB,27.3,27.4,2022,1921,1921
32202190000NB,27.4,27.5,2022,1921,1921
32202190000NB,27.5,27.59,2022,1921,1921
32202190000NB,27.59,27.6,2022,1921,1921
32202190000NB,27.6,27.7,2022,1921,1921
32202190000NB,27.7,27.8,2022,1921,1921
32202190000NB,27.8,27.9,2022,1921,1921
32202190000NB,27.9,28,2022,1921,1921
32202190000NB,28,28.1,2022,1921,1921
32202190000NB,28.1,28.2,2022,1921,1921
32202190000NB,28.2,28.3,2022,1921,1921
32202190000NB,28.3,28.4,2022,1921,1921
32202190000NB,28.4,28.5,2022,1921,1921
32202190000NB,28.5,28.6,2022,1921,1921
32202190000NB,28.6,28.68,2022,1921,1921
2840021010000,0,0.89,1933,1933,1933
08100790000NB,36,39.91,2018,2018,2018
08100790000NB,39.91,40,2016,2016,2016
08100790000NB,40,41.43,2016,,2016
08100790000NB,41.43,44.6,2016,2016,2016
2830020000000,4.23,5.2,1939,1939,1939
2830020000000,10.32,11.4,1939,1939,1939
2830020000000,12.05,12.78,1939,1939,1939
2140007000000,3.84,4.17,,1968,1968
2040045000000,0,4.68,,2022,2022
2040011000000,0.899,0.95,,,2024
46201190000NB,6.05,6.54,2019,,
46201190000NB,8.59,9.32,2014,,
0640039000000,2.08,2.62,2020,2020,2020
1740031000000,0.5,1.45,1971,1971,1971
01201190000NB,6.95,7,,1924,1924
01201190000NB,7,7.1,,1924,1924
01201190000NB,7.1,7.19,,1924,1924
01201190000NB,7.19,7.2,,1924,1924
01201190000NB,7.2,7.3,,1924,1924
01201190000NB,7.3,7.4,,1924,1924
01201190000NB,7.4,7.5,,1924,1924
01201190000NB,7.5,7.6,,1924,1924
01201190000NB,7.6,7.7,,1924,1924
01201190000NB,7.7,7.8,,1924,1924
01201190000NB,7.8,7.9,,1924,1924
01201190000NB,7.9,8,,1924,1924
01201190000NB,8,8.1,,1924,1924
01201190000NB,8.1,8.2,,1924,1924
01201190000NB,8.2,8.3,,1924,1924
01201190000NB,8.3,8.4,,1924,1924
01201190000NB,8.4,8.5,,1924,1924
01201190000NB,8.5,8.6,,1924,1924
01201190000NB,8.6,8.7,,1924,1924
01201190000NB,8.7,8.8,,1924,1924
01201190000NB,8.8,8.9,,1924,1924
01201190000NB,8.9,9,,1924,1924
01201190000NB,9,9.1,,1924,1924
01201190000NB,9.1,9.2,,1924,1924
01201190000NB,9.2,9.29,,1924,1924
01201190000NB,10.66,10.7,,1924,1924
01201190000NB,10.7,10.8,,1924,1924
01201190000NB,10.8,10.9,,1924,1924
01201190000NB,10.9,11,,1924,1924
01201190000NB,11,11.1,,1924,1924
01201190000NB,11.1,11.2,,1924,1924
01201190000NB,11.2,11.3,,1924,1924
01201190000NB,11.3,11.4,,1924,1924
01201190000NB,11.4,11.5,,1924,1924
5040001000000,2.16,2.29,2020,2020,2020
4140009090000,0,1.81,1954,1954,1954
13202190005SB,0,0.1,2020,1997,1997
13202190005SB,0.1,0.2,2020,1997,1997
13202190005SB,0.2,0.3,2020,1997,1997
13202190005SB,0.3,0.33,2020,1997,1997
13202190005SB,0.33,0.4,2020,1997,1997
13202190005SB,0.4,0.5,2020,1997,1997
13202190005SB,0.5,0.6,2020,1997,1997
13202190005SB,0.6,0.7,2020,1997,1997
13202190005SB,0.7,0.8,2020,1997,1997
13202190005SB,0.8,0.9,2020,1997,1997
13202190005SB,0.9,1,2020,1997,1997
13202190005SB,1,1.1,2020,1997,1997
13202190005SB,1.1,1.2,2020,1997,1997
13202190005SB,1.2,1.3,2020,1997,1997
13202190005SB,1.3,1.4,2020,1997,1997
13202190005SB,1.4,1.5,2020,1997,1997
13202190005SB,1.5,1.6,2020,1997,1997
13202190005SB,1.6,1.64,2020,1997,1997
0673274001900,1.46,1.56,2013,2013,2013
3140072000000,3.772,3.78,1967,1967,1967
2440009000000,7.87,9.2,1969,1969,1969
5040060030000,1.37,1.47,2019,2019,2019
2040016000000,0,4.25,,2022,2022
2040016000000,4.25,5.42,,2022,2023
2040016000000,5.42,5.62,,2022,2022
0640013000000,0.02,0.42,2018,2018,2018
2340110580000,0,0.14,,2022,2022
2340110580000,0.14,0.44,,2022,2022
2340110580000,0.44,0.98,,2022,2022
2340005000000,0.45,2.789,2014,2022,2023
47300320005SB,0.04,0.19,,,1932
1040061280000,0,0.59,,1976,1976
2230010000000,17.81,19.07,2021,2021,2021
13100640000EB,147.6,147.7,,1968,1968
13100640000EB,147.7,147.8,,1968,1968
13100640000EB,147.8,147.9,,1968,1968
13100640000EB,147.9,147.93,,1968,1968
13100640000EB,147.93,148,,1968,1968
13100640000EB,148,148.1,,1968,1968
13100640000EB,148.1,148.2,,1968,1968
13100640000EB,148.2,148.3,,1968,1968
13100640000EB,148.3,148.4,,1968,1968
13100640000EB,148.4,148.5,,1968,1968
13100640000EB,148.5,148.6,,1968,1968
13100640000EB,148.6,148.7,,1968,1968
13100640000EB,148.7,148.8,,1968,1968
13100640000EB,148.8,148.9,,1968,1968
13100640000EB,148.9,149,,1968,1968
13100640000EB,149,149.1,,1968,1968
13100640000EB,149.1,149.2,,1968,1968
13100640000EB,149.2,149.3,,1968,1968
13100640000EB,149.3,149.4,,1968,1968
13100640000EB,149.4,149.5,,1968,1968
13100640000EB,149.5,149.6,,1968,1968
13100640000EB,149.6,149.7,,1968,1968
13100640000EB,149.7,149.8,,1968,1968
