RouteID,BMP,EMP,thickness_flexible_10_ValueNumeric,thickness_flexible_11_ValueNumeric,thickness_flexible_12_ValueNumeric
50100640000EB,0.4,0.5,,1.0,1
50100640000EB,0.5,0.6,,1.0,1
50100640000EB,0.6,0.7,,1.0,1
50100640000EB,0.7,0.8,,1.0,1
50100640000EB,0.8,0.9,,1.0,1
50100640000EB,0.9,1,,1.0,1
50100640000EB,1,1.1,,1.0,1
50100640000EB,1.1,1.2,,1.0,1
50100640000EB,1.2,1.25,,1.0,1
50100640000EB,1.29,1.3,,4.0,4
50100640000EB,1.3,1.4,,4.0,4
50100640000EB,1.4,1.5,,4.0,4
50100640000EB,1.5,1.6,,4.0,4
50100640000EB,1.6,1.66,,4.0,4
50100640000EB,1.66,1.7,,4.0,4
50100640000EB,1.7,1.8,,4.0,4
50100640000EB,1.8,1.9,,4.0,4
50100640000EB,1.9,2,,4.0,4
50100640000EB,2,2.1,,4.0,4
50100640000EB,2.1,2.17,,4.0,4
50100640000EB,2.17,2.2,,4.0,4
50100640000EB,2.2,2.3,,4.0,4
50100640000EB,2.3,2.4,,4.0,4
50100640000EB,2.4,2.5,,4.0,4
50100640000EB,2.5,2.6,,4.0,4
50100640000EB,2.6,2.7,,4.0,4
50100640000EB,2.7,2.75,,4.0,4
50100640000EB,2.75,2.8,,4.0,4
50100640000EB,2.8,2.9,,4.0,4
50100640000EB,2.9,3,,4.0,4
50100640000EB,3,3.1,,4.0,4
50100640000EB,3.1,3.2,,4.0,4
50100640000EB,3.2,3.3,,4.0,4
50100640000EB,3.3,3.4,,4.0,4
50100640000EB,3.4,3.5,,4.0,4
50100640000EB,3.5,3.6,,4.0,4
50100640000EB,3.6,3.7,,4.0,4
50100640000EB,3.7,3.8,,4.0,4
50100640000EB,3.8,3.9,,4.0,4
50100640000EB,3.9,4,,4.0,4
50100640000EB,4,4.1,,4.0,4
50100640000EB,4.1,4.2,,4.0,4
50100640000EB,4.2,4.22,,4.0,4
50100640000EB,4.22,4.3,,4.0,4
50100640000EB,4.3,4.4,,4.0,4
50100640000EB,4.4,4.5,,4.0,4
50100640000EB,4.5,4.6,,4.0,4
50100640000EB,4.6,4.7,,4.0,4
50100640000EB,4.7,4.8,,4.0,4
50100640000EB,4.8,4.9,,4.0,4
50100640000EB,4.9,5,,4.0,4
50100640000EB,5,5.1,,4.0,4
50100640000EB,5.1,5.2,,4.0,4
50100640000EB,5.2,5.29,,4.0,4
50100640000EB,5.29,5.3,,4.0,4
50100640000EB,5.3,5.4,,4.0,4
50100640000EB,5.4,5.5,,4.0,4
50100640000EB,5.5,5.6,,4.0,4
50100640000EB,5.6,5.7,,4.0,4
50100640000EB,5.7,5.8,,4.0,4
50100640000EB,5.8,5.87,,4.0,4
1330063000000,6.06,7.63,,2.0,2
1530002000000,0.28,0.56,,2.0,2
1030061000000,0,1.04,,1.0,
1030061000000,8.74,9.33,,1.0,
1030061000000,22.53,25.56,,1.0,
3540041010000,1.62,2.39,2,,
2680901000000,0,0.18,3,,
2840014000000,0,0.63,6,6.0,6
16202200000NB,10,10.1,,9.0,9
16202200000NB,10.1,10.2,,9.0,9
16202200000NB,10.2,10.3,,9.0,9
16202200000NB,10.3,10.4,,9.0,9
16202200000NB,10.4,10.5,,9.0,9
16202200000NB,10.5,10.53,,9.0,9
16202200000NB,10.53,10.6,,9.0,9
16202200000NB,10.6,10.69,,9.0,9
16202200000NB,10.7,10.8,,9.0,9
16202200000NB,10.8,10.9,,9.0,9
16202200000NB,10.9,11,,9.0,9
16202200000NB,11,11.1,,9.0,9
16202200000NB,11.1,11.2,,9.0,9
16202200000NB,11.2,11.3,,9.0,9
16202200000NB,11.3,11.4,,9.0,9
16202200000NB,11.4,11.5,,9.0,9
16202200000NB,11.5,11.6,,9.0,9
16202200000NB,11.6,11.7,,9.0,9
16202200000NB,11.8,11.9,,9.0,9
16202200000NB,11.9,12,,9.0,9
16202200000NB,12,12.1,,9.0,9
16202200000NB,12.1,12.2,,9.0,9
16202200000NB,12.2,12.3,,9.0,9
16202200000NB,12.3,12.4,,9.0,9
16202200000NB,12.4,12.5,,9.0,9
16202200000NB,12.5,12.6,,9.0,9
16202200000NB,12.6,12.7,,9.0,9
16202200000NB,12.7,12.8,,9.0,9
16202200000NB,12.8,12.9,,9.0,9
16202200000NB,12.9,12.96,,9.0,9
2340110580000,0,0.14,,1.0,1
2340110580000,0.14,0.44,,1.0,1
2340110580000,0.44,0.98,,1.0,1
5040008000000,0,0.45,,1.0,1
13200600000EB,28.53,29.61,,2.0,
3430041000000,0.03,2.59,,2.0,2
1640007000000,5.61,6,,9.0,9
1640007000000,19.2,20.5,,9.0,9
2640086050000,0,0.2,1,,
0330094000000,0,3.01,,1.0,
5440016000000,0,0.5,,9.0,9
5440016000000,0.5,0.9,,9.0,9
5440016000000,0.9,1.12,,9.0,9
5440016000000,1.21,1.47,,9.0,9
06100640000EB,5.87,5.9,,2.0,2
06100640000EB,5.9,6,,2.0,2
06100640000EB,6,6.1,,2.0,2
06100640000EB,6.1,6.2,,2.0,2
06100640000EB,6.2,6.3,,2.0,2
06100640000EB,6.3,6.4,,2.0,2
06100640000EB,6.4,6.47,,2.0,2
06100640000EB,6.47,6.5,,2.0,2
06100640000EB,6.5,6.6,,2.0,2
06100640000EB,6.6,6.7,,2.0,2
06100640000EB,6.7,6.74,,2.0,2
06100640000EB,6.74,6.8,,2.0,2
06100640000EB,6.8,6.9,,2.0,2
06100640000EB,6.9,7,,2.0,2
06100640000EB,7,7.1,,2.0,2
06100640000EB,7.1,7.2,,2.0,2
06100640000EB,7.2,7.26,,2.0,2
06100640000EB,7.26,7.3,,2.0,2
06100640000EB,7.3,7.4,,2.0,2
06100640000EB,7.4,7.5,,2.0,2
06100640000EB,7.5,7.6,,2.0,2
06100640000EB,7.6,7.7,,2.0,2
06100640000EB,7.7,7.72,,2.0,2
06100640000EB,7.72,7.8,,2.0,2
06100640000EB,7.8,7.9,,2.0,2
06100640000EB,7.9,8,,2.0,2
06100640000EB,8,8.1,,2.0,2
06100640000EB,8.1,8.19,,2.0,2
06100640000EB,8.19,8.2,,1.0,2
06100640000EB,8.2,8.3,,1.0,2
06100640000EB,8.3,8.4,,1.0,1
06100640000EB,8.4,8.5,,1.0,1
06100640000EB,8.5,8.6,,1.0,1
06100640000EB,8.6,8.7,,1.0,1
06100640000EB,8.7,8.8,,1.0,1
06100640000EB,8.8,8.9,,1.0,1
06100640000EB,8.9,9,,1.0,1
06100640000EB,9,9.1,,1.0,1
06100640000EB,9.1,9.2,,1.0,1
06100640000EB,9.2,9.22,,1.0,1
06100640000EB,9.22,9.3,,1.0,1
06100640000EB,9.3,9.4,,1.0,1
06100640000EB,9.4,9.5,,1.0,1
06100640000EB,9.5,9.52,,1.0,1
06100640000EB,11.02,11.1,,4.0,4
06100640000EB,11.1,11.2,,4.0,4
06100640000EB,11.2,11.3,,4.0,4
06100640000EB,11.3,11.37,,4.0,4
06100640000EB,11.37,11.4,,4.0,4
06100640000EB,11.4,11.5,,4.0,4
06100640000EB,11.5,11.6,,4.0,4
06100640000EB,11.6,11.7,,4.0,4
06100640000EB,11.7,11.8,,4.0,4
06100640000EB,11.8,11.9,,4.0,4
06100640000EB,11.9,12,,4.0,4
06100640000EB,12,12.1,,4.0,4
06100640000EB,12.1,12.2,,4.0,4
06100640000EB,12.2,12.3,,4.0,4
06100640000EB,12.3,12.4,,4.0,4
06100640000EB,12.4,12.5,,4.0,4
06100640000EB,12.5,12.6,,4.0,4
06100640000EB,12.6,12.7,,4.0,4
06100640000EB,12.7,12.8,,4.0,4
06100640000EB,12.8,12.9,,4.0,4
06100640000EB,12.9,13,,4.0,4
06100640000EB,13,13.1,,4.0,4
06100640000EB,13.1,13.2,,4.0,4
06100640000EB,13.2,13.3,,4.0,4
06100640000EB,13.3,13.4,,4.0,4
06100640000EB,13.4,13.5,,4.0,4
06100640000EB,13.5,13.6,,4.0,4
06100640000EB,13.6,13.7,,4.0,4
06100640000EB,13.7,13.8,,4.0,4
06100640000EB,13.8,13.9,,4.0,4
06100640000EB,13.9,14,,4.0,4
06100640000EB,14,14.1,,4.0,4
06100640000EB,14.1,14.2,,4.0,4
06100640000EB,14.2,14.3,,4.0,4
06100640000EB,14.3,14.4,,4.0,4
06100640000EB,14.4,14.5,,4.0,4
06100640000EB,14.5,14.53,,4.0,4
06100640000EB,14.57,14.6,,2.0,2
06100640000EB,14.6,14.7,,2.0,2
06100640000EB,14.7,14.8,,2.0,2
06100640000EB,14.8,14.9,,2.0,2
06100640000EB,14.9,15,,2.0,2
06100640000EB,15,15.1,,2.0,2
06100640000EB,15.1,15.2,,2.0,2
06100640000EB,15.2,15.3,,2.0,2
06100640000EB,15.3,15.4,,2.0,2
06100640000EB,15.4,15.5,,2.0,2
06100640000EB,15.5,15.6,,2.0,2
06100640000EB,15.6,15.7,,2.0,2
06100640000EB,15.7,15.8,,2.0,2
06100640000EB,15.8,15.9,,2.0,2
06100640000EB,15.9,16,,2.0,2
06100640000EB,16,16.1,,2.0,2
06100640000EB,16.1,16.2,,2.0,2
06100640000EB,16.2,16.3,,2.0,2
06100640000EB,16.3,16.4,,2.0,2
06100640000EB,16.4,16.5,,2.0,2
06100640000EB,16.5,16.6,,2.0,2
06100640000EB,16.6,16.7,,2.0,2
06100640000EB,16.7,16.8,,2.0,2
06100640000EB,16.8,16.9,,2.0,2
06100640000EB,16.9,17,,2.0,2
06100640000EB,17,17.1,,2.0,2
06100640000EB,17.1,17.2,,2.0,2
06100640000EB,17.2,17.3,,2.0,2
06100640000EB,17.3,17.4,,2.0,2
06100640000EB,17.4,17.5,,2.0,2
06100640000EB,17.5,17.6,,2.0,2
06100640000EB,17.6,17.68,,2.0,2
06100640000EB,17.68,17.7,,2.0,2
06100640000EB,17.7,17.8,,2.0,2
06100640000EB,17.8,17.9,,2.0,2
06100640000EB,17.9,18,,2.0,2
06100640000EB,18,18.08,,2.0,2
06100640000EB,18.08,18.1,,4.0,4
06100640000EB,18.1,18.2,,4.0,4
06100640000EB,18.2,18.3,,4.0,4
06100640000EB,18.3,18.4,,4.0,4
06100640000EB,18.4,18.49,,4.0,4
06100640000EB,18.49,18.5,,2.0,2
06100640000EB,18.5,18.6,,2.0,2
06100640000EB,18.6,18.7,,2.0,2
06100640000EB,18.7,18.8,,2.0,2
06100640000EB,18.8,18.9,,2.0,2
06100640000EB,18.9,19,,2.0,2
06100640000EB,19,19.1,,2.0,2
06100640000EB,19.1,19.2,,2.0,2
06100640000EB,19.2,19.3,,2.0,2
06100640000EB,19.3,19.32,,2.0,2
06100640000EB,19.32,19.4,,2.0,2
06100640000EB,19.4,19.5,,2.0,2
06100640000EB,19.5,19.6,,2.0,2
06100640000EB,19.6,19.7,,2.0,2
06100640000EB,19.7,19.71,,2.0,2
06100640000EB,19.71,19.8,,4.0,4
06100640000EB,19.8,19.9,,4.0,4
06100640000EB,19.9,20,,4.0,4
06100640000EB,20,20.1,,4.0,4
06100640000EB,20.1,20.19,,4.0,4
06100640000EB,20.19,20.2,,4.0,4
06100640000EB,20.2,20.3,,4.0,4
06100640000EB,20.3,20.4,,4.0,4
06100640000EB,20.4,20.5,,4.0,4
06100640000EB,20.5,20.6,,4.0,4
06100640000EB,20.6,20.7,,4.0,4
06100640000EB,20.7,20.8,,4.0,4
06100640000EB,20.8,20.9,,4.0,4
06100640000EB,20.9,21,,4.0,4
06100640000EB,21,21.04,,4.0,4
06100640000EB,21.04,21.1,,4.0,4
06100640000EB,21.1,21.16,,4.0,4
06100640000EB,21.16,21.2,,4.0,4
06100640000EB,21.2,21.3,,4.0,4
06100640000EB,21.3,21.4,,4.0,4
06100640000EB,21.4,21.5,,4.0,4
06100640000EB,21.5,21.6,,4.0,4
06100640000EB,21.6,21.7,,4.0,4
06100640000EB,21.7,21.75,,4.0,4
06100640000EB,21.75,21.8,,4.0,4
06100640000EB,21.8,21.9,,4.0,4
06100640000EB,21.9,22,,4.0,4
06100640000EB,22,22.1,,4.0,4
06100640000EB,22.1,22.2,,4.0,4
06100640000EB,22.2,22.3,,4.0,4
06100640000EB,22.3,22.39,,4.0,4
06100640000EB,22.39,22.4,,1.0,1
06100640000EB,22.4,22.5,,1.0,1
06100640000EB,22.5,22.6,,1.0,1
06100640000EB,22.6,22.7,,1.0,1
06100640000EB,22.7,22.8,,1.0,1
06100640000EB,22.8,22.9,,1.0,1
06100640000EB,22.9,23,,1.0,1
06100640000EB,23,23.1,,1.0,1
06100640000EB,23.1,23.2,,1.0,1
06100640000EB,23.2,23.3,,1.0,1
06100640000EB,23.3,23.4,,1.0,1
06100640000EB,23.4,23.5,,1.0,1
06100640000EB,23.5,23.6,,1.0,1
06100640000EB,23.6,23.7,,1.0,1
06100640000EB,23.7,23.8,,1.0,1
06100640000EB,23.8,23.9,,1.0,1
06100640000EB,23.9,24,,1.0,1
06100640000EB,24,24.1,,1.0,1
06100640000EB,24.1,24.2,,1.0,1
06100640000EB,24.2,24.3,,1.0,1
06100640000EB,24.3,24.4,,1.0,1
06100640000EB,24.4,24.5,,1.0,1
06100640000EB,24.5,24.6,,1.0,1
06100640000EB,24.6,24.7,,1.0,1
06100640000EB,24.7,24.8,,1.0,1
06100640000EB,24.8,24.9,,1.0,1
06100640000EB,24.9,25,,1.0,1
06100640000EB,25,25.1,,1.0,1
06100640000EB,25.1,25.2,,1.0,1
06100640000EB,25.2,25.3,,1.0,1
06100640000EB,25.3,25.4,,1.0,1
06100640000EB,25.4,25.5,,1.0,1
06100640000EB,25.5,25.6,,1.0,1
06100640000EB,25.6,25.7,,1.0,1
06100640000EB,25.7,25.8,,1.0,1
06100640000EB,25.8,25.9,,1.0,1
06100640000EB,25.9,26,,1.0,1
06100640000EB,26,26.1,,1.0,1
06100640000EB,26.1,26.2,,1.0,1
06100640000EB,26.2,26.3,,1.0,1
06100640000EB,26.3,26.4,,1.0,1
06100640000EB,26.4,26.5,,1.0,1
06100640000EB,26.5,26.6,,1.0,1
06100640000EB,26.6,26.7,,1.0,1
06100640000EB,26.7,26.8,,1.0,1
06100640000EB,26.8,26.9,,1.0,1
06100640000EB,26.9,27,,1.0,1
06100640000EB,27,27.1,,1.0,1
06100640000EB,27.1,27.11,,1.0,1
06100640000EB,27.11,27.2,,1.0,1
06100640000EB,27.2,27.3,,1.0,1
06100640000EB,27.3,27.4,,1.0,1
06100640000EB,27.4,27.5,,1.0,1
06100640000EB,27.5,27.55,,1.0,1
06100640000EB,27.55,27.6,,1.0,1
06100640000EB,27.6,27.7,,1.0,1
06100640000EB,27.7,27.8,,1.0,1
06100640000EB,27.8,27.9,,1.0,1
06100640000EB,27.9,28,,1.0,1
06100640000EB,28,28.1,,1.0,1
06100640000EB,28.1,28.2,,1.0,1
06100640000EB,28.2,28.3,,1.0,1
06100640000EB,28.3,28.4,,1.0,1
06100640000EB,28.4,28.5,,1.0,1
06100640000EB,28.5,28.6,,1.0,1
06100640000EB,28.6,28.67,,1.0,1
06100640000EB,28.67,28.7,,1.0,1
06100640000EB,28.7,28.8,,1.0,1
06100640000EB,28.8,28.9,,1.0,1
06100640000EB,28.9,29,,1.0,1
06100640000EB,29,29.1,,1.0,1
06100640000EB,29.1,29.2,,1.0,1
06100640000EB,29.2,29.3,,1.0,1
06100640000EB,29.3,29.4,,1.0,1
06100640000EB,29.4,29.44,,1.0,1
06100640000EB,29.44,29.5,,1.0,1
06100640000EB,29.5,29.6,,1.0,1
06100640000EB,29.6,29.7,,1.0,1
06100640000EB,29.7,29.8,,1.0,1
06100640000EB,29.8,29.9,,1.0,1
06100640000EB,29.9,30,,1.0,1
06100640000EB,30,30.1,,1.0,1
06100640000EB,30.1,30.2,,1.0,1
06100640000EB,30.2,30.3,,1.0,1
06100640000EB,30.3,30.4,,1.0,1
06100640000EB,30.4,30.5,,1.0,1
06100640000EB,30.5,30.6,,1.0,1
06100640000EB,30.6,30.7,,1.0,1
06100640000EB,30.7,30.8,,1.0,1
06100640000EB,30.8,30.9,,1.0,1
06100640000EB,30.9,31,,1.0,1
06100640000EB,31,31.1,,1.0,1
06100640000EB,31.1,31.2,,1.0,1
06100640000EB,31.2,31.3,,1.0,1
06100640000EB,31.3,31.4,,1.0,1
06100640000EB,31.4,31.5,,1.0,1
06100640000EB,31.5,31.6,,1.0,1
06100640000EB,31.6,31.7,,1.0,1
06100640000EB,31.7,31.77,,1.0,1
2030062000000,7.93,8.26,,1.0,
4040012000000,4.71,8.19,,2.0,9
4040012000000,8.19,10.77,,2.0,9
4040012000000,10.77,12.37,,2.0,9
2230003000000,5.71,6.1,,1.0,1
0673287001900,0,0.28,,1.0,1
0673287001900,0.51,0.69,,1.0,1
0673287001900,0.69,0.86,,1.0,1
0673287001900,1.03,1.14,,1.0,1
5430014000000,15.19,15.32,2,2.0,
5430014000000,15.32,15.45,2,2.0,
5430014000000,16.1,16.76,2,2.0,
2640048000000,2.14,7.54,3,,
0540088030000,0,0.43,1,,
30200520000EB,9.95,10,,2.0,2
30200520000EB,10,10.1,,2.0,2
30200520000EB,10.1,10.2,,2.0,2
30200520000EB,10.2,10.3,,2.0,2
30200520000EB,10.3,10.4,,2.0,2
30200520000EB,10.4,10.5,,2.0,2
30200520000EB,10.5,10.6,,2.0,2
30200520000EB,10.6,10.7,,2.0,2
30200520000EB,10.7,10.8,,2.0,2
30200520000EB,10.8,10.9,,2.0,2
30200520000EB,10.9,11,,2.0,2
30200520000EB,11,11.1,,2.0,2
30200520000EB,11.1,11.2,,2.0,2
30200520000EB,11.2,11.3,,2.0,2
30200520000EB,11.3,11.4,,2.0,2
30200520000EB,11.4,11.5,,2.0,2
30200520000EB,11.5,11.6,,2.0,2
30200520000EB,11.6,11.65,,2.0,2
30200520000EB,21.06,21.1,,2.0,2
30200520000EB,21.1,21.2,,2.0,2
30200520000EB,21.2,21.3,,2.0,2
30200520000EB,21.3,21.4,,2.0,2
30200520000EB,21.4,21.5,,2.0,2
30200520000EB,21.5,21.6,,2.0,2
30200520000EB,21.6,21.7,,2.0,2
30200520000EB,21.7,21.8,,2.0,2
30200520000EB,21.8,21.9,,2.0,2
30200520000EB,21.9,21.95,,2.0,2
30200520000EB,21.97,22,,2.0,2
30200520000EB,22,22.1,,2.0,2
30200520000EB,22.1,22.2,,2.0,2
30200520000EB,22.2,22.28,,2.0,2
30200520000EB,26.08,26.1,,2.0,2
30200520000EB,26.1,26.2,,2.0,2
30200520000EB,26.2,26.3,,2.0,2
30200520000EB,26.3,26.4,,2.0,2
30200520000EB,26.4,26.5,,2.0,2
30200520000EB,26.5,26.53,,2.0,2
1540066020000,0,3.27,2,,
4140006090000,0.6,1.37,9,9.0,9
27200350000NB,8.53,8.7,13,13.0,13
27200350000NB,8.7,8.85,13,,
27200350000NB,16.41,16.6,13,13.0,13
27200350000NB,16.64,17.28,13,13.0,13
27200350000NB,17.413,17.5,13,13.0,13
27200350000NB,17.5,17.59,13,,
27200350000NB,17.85,17.98,13,13.0,13
27200350000NB,17.98,18.097,13,13.0,13
27200350000NB,18.097,18.322,13,,
2830598000000,0,0.1,9,9.0,9
2830598000000,0.1,0.2,9,9.0,9
2830598000000,0.2,0.3,9,9.0,9
2830598000000,0.3,0.4,9,9.0,9
2830598000000,0.4,0.5,9,9.0,9
2830598000000,0.5,0.6,9,9.0,9
2830598000000,0.6,0.7,9,9.0,9
2830598000000,0.7,0.8,9,9.0,9
2830598000000,0.8,0.9,9,9.0,9
2830598000000,0.9,1,9,9.0,9
2830598000000,1,1.1,9,9.0,9
2830598000000,1.1,1.2,9,9.0,9
2830598000000,1.2,1.3,9,9.0,9
2830598000000,1.3,1.4,9,9.0,9
2830598000000,1.4,1.5,9,9.0,9
2830598000000,1.5,1.6,9,9.0,9
2830598000000,1.6,1.7,9,9.0,9
2830598000000,1.7,1.8,9,9.0,9
2830598000000,1.8,1.9,9,9.0,9
2830598000000,1.9,2,9,9.0,9
2830598000000,2,2.1,9,9.0,9
2830598000000,2.1,2.13,9,9.0,9
2830598000000,2.4,2.5,9,9.0,9
2830598000000,2.5,2.59,9,9.0,9
2830598000000,2.59,2.6,9,9.0,9
2830598000000,2.6,2.7,9,9.0,9
2830598000000,2.7,2.8,9,9.0,9
2830598000000,2.8,2.9,9,9.0,9
2830598000000,2.9,2.98,9,9.0,9
35202500005SB,0,0.1,,9.0,9
35202500005SB,0.1,0.2,,9.0,9
35202500005SB,0.2,0.3,,9.0,9
35202500005SB,0.3,0.36,,9.0,9
5430095000000,3.77,3.8,,9.0,9
5430095000000,3.8,3.9,,9.0,9
5430095000000,3.9,3.99,,9.0,9
5430095000000,4.2,4.3,,9.0,9
5430095000000,4.3,4.4,,9.0,9
5430095000000,4.4,4.5,,9.0,9
5430095000000,4.5,4.6,,9.0,9
5430095000000,4.6,4.7,,9.0,9
5430095000000,4.7,4.8,,9.0,9
5430095000000,4.8,4.9,,9.0,9
5430095000000,4.9,5,,9.0,9
5430095000000,5,5.1,,9.0,9
5430095000000,5.1,5.2,,9.0,9
5430095000000,5.2,5.3,,9.0,9
5430095000000,5.3,5.4,,9.0,9
5430095000000,5.4,5.5,,9.0,9
5430095000000,5.5,5.6,,9.0,9
5430095000000,5.6,5.7,,9.0,9
5430095000000,5.7,5.8,,9.0,9
5430095000000,5.8,5.9,,9.0,9
5430095000000,5.9,6,,9.0,9
5430095000000,6,6.1,,9.0,9
5430095000000,6.1,6.12,,9.0,9
5430095000000,6.12,6.2,,9.0,9
5430095000000,6.2,6.29,,9.0,9
5430095000000,6.44,6.5,,9.0,9
5430095000000,6.5,6.58,,9.0,9
0540067170000,0,0.05,1,,
0240034030000,0,1.01,,9.0,9
0530027000100,0.4,0.96,,3.0,3
0540027160000,0,0.25,1,,
4140006000000,0,0.14,6,6.0,6
4140006000000,0.91,1.13,6,6.0,6
2540064020000,0,0.24,,9.0,9
0540007220000,0,0.25,2,,
4140004030000,0,0.47,6,6.0,6
5530016000000,1.73,1.8,9,9.0,9
5530016000000,1.8,1.9,9,9.0,9
5530016000000,1.9,2,9,9.0,9
5530016000000,2,2.1,9,9.0,9
5530016000000,2.1,2.2,9,9.0,9
5530016000000,2.2,2.3,9,9.0,9
5530016000000,2.3,2.4,9,9.0,9
5530016000000,2.4,2.5,9,9.0,9
5530016000000,2.5,2.6,9,9.0,9
5530016000000,2.6,2.7,9,9.0,9
5530016000000,2.7,2.8,9,9.0,9
5530016000000,2.8,2.9,9,9.0,9
5530016000000,2.9,3,9,9.0,9
5530016000000,3,3.1,9,9.0,9
5530016000000,3.1,3.2,9,9.0,9
5530016000000,3.2,3.3,9,9.0,9
5530016000000,3.3,3.33,9,9.0,9
5530016000000,6.42,6.5,9,9.0,9
5530016000000,6.5,6.6,9,9.0,9
5530016000000,6.6,6.7,9,9.0,9
5530016000000,6.7,6.8,9,9.0,9
5530016000000,6.8,6.9,9,9.0,9
5530016000000,6.9,7,9,9.0,9
5530016000000,7,7.1,9,9.0,9
5530016000000,7.1,7.2,9,9.0,9
5530016000000,7.2,7.3,9,9.0,9
5530016000000,7.3,7.4,9,9.0,9
5530016000000,7.4,7.5,9,9.0,9
5530016000000,7.5,7.6,9,9.0,9
5530016000000,7.6,7.7,9,9.0,9
5530016000000,7.7,7.8,9,9.0,9
5530016000000,7.8,7.9,9,9.0,9
5530016000000,7.9,8,9,9.0,9
5530016000000,8,8.1,9,9.0,9
5530016000000,8.1,8.2,9,9.0,9
5530016000000,8.2,8.3,9,9.0,9
5530016000000,8.3,8.4,9,9.0,9
5530016000000,8.4,8.5,9,9.0,9
5530016000000,8.5,8.6,9,9.0,9
5530016000000,8.6,8.7,9,9.0,9
5530016000000,8.7,8.8,9,9.0,9
5530016000000,8.8,8.9,9,9.0,9
5530016000000,8.9,8.95,9,9.0,9
5530016000000,10.99,11,9,9.0,9
5530016000000,11,11.1,9,9.0,9
5530016000000,11.1,11.2,9,9.0,9
5530016000000,11.2,11.3,9,9.0,9
5530016000000,11.3,11.4,9,9.0,9
2870504001900,0,0.47,,9.0,9
2870504001900,0.47,0.71,,9.0,9
4130061000000,2.604,3.29,9,9.0,9
5040009000000,0.65,1.92,,1.0,2
5040009000000,1.92,3.59,,1.0,1
2840021010000,0,0.89,6,6.0,6
0580940000000,0,0.06,1,,
2040049000000,0.68,1.17,,9.0,9
0540027410000,0,0.44,1,,
38202190000NB,0,3.69,2,,
38202190000NB,3.69,4.37,2,,
38202190000NB,4.37,6.01,2,,
38202190000NB,6.01,7.15,2,,
38202190000NB,7.77,9.82,2,,
38202190000NB,14.15,14.67,2,,
38202190000NB,19.58,21.84,2,,
38202190000NB,26.37,29.12,2,,
38202190000NB,34.47,34.78,2,,
38202190000NB,34.79,37.89,2,,
5040060030000,1.37,1.47,,1.0,1
4940151000000,0,0.24,,9.0,9
4940151000000,0.34,0.64,,9.0,9
4940151000000,1.13,1.6,,9.0,9
2040006010000,0.46,1.89,,9.0,9
3140059020000,0,0.1,,9.0,9
3140059020000,0.1,0.2,,9.0,9
2040027000000,5.07,7.24,,2.0,
39202190000NB,0,0.8,8,8.0,8
39202190000NB,0.8,3.01,8,8.0,8
39202190000NB,3.01,3.31,8,8.0,8
39202190000NB,3.31,4.76,8,8.0,8
2840025000000,0,0.57,6,6.0,6
2840025000000,0.57,1.53,6,6.0,6
1540011030000,0.06,0.352,,9.0,9
4240011000000,2.48,2.491,2,10.0,
5230007000000,25.01,27.25,2,,
5230020000000,3.42,3.45,3,,
5230020000000,24.04,26.53,2,,
5230020000000,27.86,27.91,1,,
5230020000000,28.87,28.92,1,,
1540011022800,2.75,3.57,3,,
0640001000000,2.1,2.224,,1.0,1
0640001000000,2.477,2.619,,1.0,1
5040012000000,3.176,4.65,,1.0,1
13202190000NB,2.57,4.79,,2.0,
13202190000NB,5.364,5.37,,2.0,
13202190000NB,5.37,5.69,,2.0,
13202190000NB,5.69,6.03,,2.0,
13202190000NB,6.03,6.04,,2.0,
13202190000NB,6.04,6.39,,2.0,
13202190000NB,6.39,6.52,,2.0,
13202190000NB,6.52,6.69,,2.0,
13202190000NB,6.69,7.11,,2.0,
13202190000NB,7.43,8.59,,2.0,
13202190000NB,8.59,9.06,,2.0,
13202190000NB,9.06,9.87,,2.0,
13202190000NB,10.01,10.2,,2.0,
13202190000NB,10.2,10.4,,2.0,
13202190000NB,10.4,10.48,,2.0,
13202190000NB,10.48,10.85,,2.0,
13202190000NB,13.99,14.154,,2.0,
13202190000NB,14.154,14.34,,2.0,
13202190000NB,14.34,14.45,,2.0,
13202190000NB,15.74,16.37,,2.0,
13202190000NB,21.34,21.86,,2.0,
13202190000NB,25.9,26.76,,2.0,
13202190000NB,26.76,26.97,,2.0,
13202190000NB,26.97,27.33,,2.0,
2600074000000,3.27,3.36,3,,
2230010000000,17.81,19.07,,1.0,1
28200520000EB,0,0.1,9,9.0,9
28200520000EB,0.1,0.2,9,9.0,9
28200520000EB,0.2,0.3,9,9.0,9
28200520000EB,0.3,0.4,9,9.0,9
28200520000EB,0.4,0.5,9,9.0,9
28200520000EB,0.5,0.58,9,9.0,9
28200520000EB,4.12,4.2,9,9.0,9
28200520000EB,4.2,4.3,9,9.0,9
28200520000EB,4.3,4.4,9,9.0,9
28200520000EB,4.4,4.5,9,9.0,9
28200520000EB,4.5,4.6,9,9.0,9
28200520000EB,4.6,4.7,9,9.0,9
28200520000EB,4.7,4.8,9,9.0,9
28200520000EB,4.8,4.9,9,9.0,9
28200520000EB,4.9,5,9,9.0,9
28200520000EB,5,5.1,9,9.0,9
28200520000EB,5.1,5.2,9,9.0,9
28200520000EB,6.96,7,9,9.0,9
28200520000EB,7,7.1,9,9.0,9
28200520000EB,7.1,7.2,9,9.0,9
28200520000EB,7.2,7.3,9,9.0,9
