RouteID|BMP|EMP|ValueDate|Comments|StateID|BeginDate|ValueNumeric|ValueText|DataItem
25100790000NB|129.22|129.52|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|129.52|129.8|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|129.8|129.9|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|129.9|130.19|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|130.19|130.48|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|130.78|132.8|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|132.8|133.0|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|133.0|133.37|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|133.37|134.97|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|135.1|135.66|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|135.66|136.3|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|136.64|136.8|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|136.8|137.874|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|139.1|139.82|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25100790000NB|139.82|140.352|1971||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25200190000NB|7.16|7.97|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25200190000NB|7.97|8.47|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25200190000NB|13.87|13.93|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25200190000NB|13.93|13.96|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25200190000NB|13.96|14.35|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25202500000NB|2.87|3.0|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
25202500000NB|3.785|4.16|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|0.0|3.42|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|4.42|4.54|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|13.21|13.45|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|22.54|24.0|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|25.15|25.85|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|25.85|26.01|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|26.01|27.03|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|27.03|27.265|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|33.83|34.1|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|34.71|35.76|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|35.76|36.13|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|36.13|36.55|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|36.55|38.29|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130007000000|38.29|38.65|1921||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130043000000|0.0|2.583|2012||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130043000000|2.583|2.65|2012||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130043000000|2.65|3.582|2012||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130043000000|3.582|4.03|2012||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130100000000|0.0|0.97|1957||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130100000000|0.97|1.34|1957||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130100000000|1.34|1.64|1957||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130100000000|2.54|2.9|1957||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130705000000|0.0|0.51|1973||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130705000000|0.68|0.7|1973||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130705000000|0.7|1.23|1973||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130705000000|1.23|1.63|1973||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130705000000|1.63|1.64|1973||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130705000000|1.64|1.81|1973||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
3130705000000|1.81|2.68|1973||54|01/01/2025|||YEAR_LAST_CONSTRUCTION
