RouteID|BMP|EMP|ValueNumeric|Comments|StateID|BeginDate|ValueDate|ValueText|DataItem
25100790000NB|129.52|129.8|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|129.8|129.9|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|129.9|130.19|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|130.19|130.48|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|130.78|132.8|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|133.0|133.37|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|133.37|134.97|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|135.1|135.66|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|135.66|136.3|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|136.64|136.8|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|136.8|137.874|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|139.1|139.82|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25100790000NB|139.82|140.352|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25200190000NB|7.16|7.97|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25200190000NB|7.97|8.47|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25200190000NB|13.87|13.93|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25200190000NB|13.93|13.96|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25200190000NB|13.96|14.35|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25202500000NB|2.87|3.0|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
25202500000NB|3.785|4.16|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|0.0|3.42|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|4.42|4.54|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|13.21|13.45|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|22.54|24.0|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|25.15|25.85|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|25.85|26.01|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|26.01|27.03|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|27.03|27.265|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|33.83|34.1|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|34.71|35.76|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|35.76|36.13|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|36.13|36.55|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|36.55|38.29|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130007000000|38.29|38.65|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130043000000|0.0|2.583|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130043000000|2.65|3.582|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130043000000|3.582|4.03|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130100000000|0.0|0.97|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130100000000|0.97|1.34|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130100000000|1.34|1.64|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130100000000|2.54|2.9|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130705000000|0.0|0.51|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3130705000000|1.81|2.68|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140019190000|0.47|1.29|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140019220000|0.12|0.68|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140019220000|0.68|1.07|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140049000000|0.66|1.25|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140059020000|0.0|0.1|5.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140059020000|0.1|0.2|5.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140059020000|0.2|0.44|5.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140060000000|0.0|0.85|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140060000000|0.85|1.75|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140061040000|0.0|0.25|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140061040000|0.45|0.91|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140064000000|0.0|0.38|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140064030000|0.0|0.29|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140067000000|6.22|7.97|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
3140067010000|0.0|0.1|1.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
