RouteID,BMP,EMP,29_HPMS_SAMPLE_NO,SURF_TYPE,70_SURFACE_TYPE
0140077040000,0,0.68,,,5
4940005050000,0,0.16,,,11
4940005050000,0.16,0.344,,,5
0202089000000,0,0.406,,,
0500475000000,0,0.085,,,
1400548000000,0,0.447,,,
2800028000000,0,0.244,,,
2700403000000,0,0.165,,,
3740007040200,0,0.018,,,5
2005808000000,0,0.035,,,
5500469000000,0,0.026,,,
1740020490000,0,0.32,,,5
0500044000000,0,0.081,,,
2940046220000,0,0.57,,,11
4700593000000,0,0.075,,,
3104835000000,0,0.077,,,
4140116120000,0,0.17,,,11
1140119132500,0,0.003,,,
4700073000000,0,0.071,,,
2002104000000,0,0.219,,,
1900292000000,0,0.16,,,
2500167000000,0,0.146,,,
5040019140000,0,0.1,,,5
4102202000000,0,0.105,,,
0200320000000,0,0.325,,,
3100220000000,0,0.138,,,
2480901010000,0,0.1,,,5
3800083000000,0,0.352,,,
2004038000000,0,0.111,,,
5400200000000,0,0.347,,,
2300960000000,0,0.663,,,
3301318000000,0,0.169,,,
3800336000000,0,0.081,,,
4102377000000,0,0.071,,,
0100109000000,0,0.417,,,
3200424000000,0,0.076,,,
5400081000000,0,0.123,,,
5402139000000,0,0.166,,,
2801234000000,0,0.037,,,
3900131000000,0,0.259,,,
1800518000000,0,0.062,,,
1700815000000,0,0.083,,,
0500173000000,0,0.181,,,
2900178000000,0,0.098,,,
5400280000000,0,0.112,,,
0600053000000,0,0.267,,,
1401931000000,0,0.152,,,
0300813000000,0,0.176,,,
1901511000000,0,0.044,,,
20100640017WB0047D,0,0.312,,,11
5400139000000,0,0.371,,,
1740019320000,0,0.13,,,11
3101236000000,0,0.059,,,
1380941002500,0,0.002,,,
1400678000000,0,0.449,,,
4500478000000,0,0.325,,,
5501049000000,0,0.1,,,
2600937000000,0,0.666,,,
2700524000000,0,0.256,,,
1700102000000,0,0.132,,,
3000961000000,0,0.09,,,
0605200000000,0,0.049,,,
2003299000000,0,0.293,,,
1840028000000,0,3.91,,,6
1840028000000,3.91,4.56,,,5
2870507001900,0,0.66,280050700000,,11
2870507001900,0.66,1.54,280050700066,,11
4800118000000,0,0.181,,,11
4000163000000,0,0.493,,,
1700857000000,0,0.144,,,
2040061410000,0,0.249,,,11
0740016130000,0,1.39,,,11
3200430000000,0,0.41,,,
3100945000000,0,0.299,,,
3900150000000,0,0.234,,,
4100634000000,0,0.031,,,11
2100486000000,0,1.622,,,
0400407000000,0,0.075,,,
1040016460000,0,0.25,,,11
3500308000000,0,0.339,,,
2501101000000,0,0.157,,,
2900113000000,0,0.155,,,
5500611000000,0,0.101,,,
4700026000000,0,0.371,,,
3800366000000,0,0.172,,,
4100346000000,0,0.078,,,
2001484000000,0,0.298,,,
5402162000000,0,0.141,,,
2400001000000,0,0.024,,,
4102115000000,0,0.078,,,11
4400370000000,0,0.081,,,
3900746000000,0,0.221,,,
2540040010000,0,0.64,,,2
1300072000000,0,0.079,,,
2005971000000,0,0.151,,,
0201600000000,0,0.162,,,
0600034000000,0,0.548,,,
4500691000000,0,0.673,,,
4201108000000,0,0.164,,,
3300077000000,0,0.153,,,
3801034000000,0,0.162,,,
1401158000000,0,0.297,,,
2400577000000,0,0.048,,,
4101635000000,0,0.069,,,
4440054000000,0,1.95,,,6
4440054000000,1.95,3.19,,,5
4440054000000,3.19,5.64,,,6
4440054000000,5.64,8.08,,,11
4440054000000,8.08,8.09,,,11
2200610000000,0,0.721,,,
0640064560000,0,0.11,,,11
0640064560000,0.11,0.24,,,12
5100150000000,0,0.021,,,11
1500711000000,0,0.021,,,
4200655000000,0,0.43,,,
2880902980000,0,0.46,,,5
1740031080000,0,0.41,,,5
0100179002500,0,0.002,,,
2340210160000,0,0.05,,,11
2840120060000,0,0.08,,,11
0640019000000,0,3.25,,,11
2300711000000,0,0.142,,,
0900076000000,0,0.24,,,
1000292000000,0,0.149,,,
4400085000000,0,0.064,,,11
3500178000000,0,0.211,,,
3800482000000,0,0.337,,,
2001329000000,0,0.068,,,
4100492000000,0,0.065,,,
3301210000000,0,0.052,,,
1840033010000,0.2,1.9,,,11
1840033010000,1.9,3.89,,,6
1840033010000,3.89,4.11,,,1
1840033010000,4.11,4.77,,,2
2540082000000,0,1.72,,,5
2540082000000,1.72,2.3,,,1
1680957000000,0,0.21,,,5
4340016320000,0,0.49,,,11
4000542000000,0,0.045,,,
2901258000000,0,0.191,,,
5240013020000,0,0.47,,,5
5000414000000,0,0.076,,,
1601673000000,0,0.116,,,
3400730000000,0,0.158,,,
4200917000000,0,0.024,,,
3100066000000,0,0.266,,,
3000337000000,0,0.02,,,
0100097000000,0,0.16,,,
4340050310000,0,0.26,,,11
3174810001900,0,0.76,310481000000,,11
3800031000000,0,0.39,,,
2900160000000,0,0.388,,,
2040119092500,0,0.001,,,
0800061000000,0,0.426,,,
3940040000000,0,1.1,,,5
0140001010000,0,0.43,,,11
0140001010000,0.43,4.24,,,6
3101855000000,0,0.031,,,
1400156000000,0,0.352,,,
5200598000000,0,0.074,,,11
1800308000000,0,0.4,,,
4100236000000,0,0.105,,,
2700198000000,0,0.27,,,
0800070000000,0,0.049,,,
2801530000000,0,0.081,,,
2880902000000,0,0.67,,,5
2440017170000,0,0.03,,,11
4140013010000,0,0.66,,,5
0400047000000,0,1.171,,,
5540971240000,0,0.04,,,11
4100538000000,0,0.173,,,
2901376000000,0,0.492,,,
1300687000000,0,1.216,,,
2140036000000,0,2.05,,,6
2140036000000,2.35,6.68,,,6
4180901780000,0,0.11,,,5
3400555000000,0,0.064,,,
2000967000000,0,0.138,,,
1000134000000,0,0.042,,,
4440021080000,0,1.61,,,5
0500222000000,0,0.25,,,
4900770000000,0,0.073,,,
5001304000000,0,0.01,,,
0160813000000,0,0.04,,,5
0840004060000,0,0.45,,,6
5040029122500,0,0.005,,,
4540044240000,0,0.4,,,5
2003790000000,0,0.064,,,
0200597000000,0,0.105,,,
2400282000000,0,0.045,,,
0300279000000,0,0.068,,,
3140065060000,0,0.1,,ASP,6
3140065060000,0.1,0.2,,ASP,6
3140065060000,0.2,0.3,,ASP,6
3140065060000,0.3,0.4,,ASP,6
3140065060000,0.4,0.5,,ASP,6
3140065060000,0.5,0.6,,ASP,6
3140065060000,0.6,0.7,,ASP,6
3140065060000,0.7,0.8,,ASP,6
3140065060000,0.8,0.9,,ASP,6
3140065060000,0.9,1,,ASP,6
3140065060000,1,1.08,,ASP,6
3900688000000,0,0.083,,,
2600273000000,0,0.054,,,
2501351000000,0,0.015,,,
4600186000000,0,0.299,,,
3400435000000,0,0.104,,,
3300873000000,0,0.029,,,
5500876000000,0,0.216,,,
5000095000000,0,0.171,,,
4101692000000,0,0.12,,,
2080901640000,0,0.37,,,11
3501116000000,0,0.058,,,
0201576000000,0,0.06,,,
2801614000000,0,0.139,,,
4300400000000,0,0.053,,,
1140052050000,0,0.9,,,5
2300486000000,0,0.292,,,
42U0044000000,0,1.213,,,
4400424000000,0,0.113,,,
2100532000000,0,0.104,,,
4100972000000,0,0.1,,,
54200500017EB001BB,0,0.199,,,11
4001240000000,0,0.093,,,
1700092000000,0,0.202,,,11
5400635000000,0,0.031,,,
1900160000000,0,0.086,,,
5000013000000,0,0.046,,,
1702280000000,0,0.333,,,
4001512000000,0,0.353,,,
0201069000000,0,0.168,,,
0201802000000,0,0.495,,,
4300166000000,0,0.403,,,
1700064000000,0,0.122,,,
5100025000000,0,0.254,,,
3140119162500,0,0.002,,,
4001324000000,0,0.014,,,
5401426000000,0,0.349,,,
4101519000000,0,0.618,,,
2140008050000,0,0.89,,,11
2801153000000,0,0.269,,,
1401071000000,0,0.116,,,
4140001380000,0,0.35,,,11
5401719000000,0,0.089,,,
4000227000000,0,1.331,,,
14202200000NB,0,0.1,,ASP,11
14202200000NB,0.1,0.2,,ASP,11
14202200000NB,0.2,0.3,,ASP,11
14202200000NB,0.3,0.4,,ASP,11
14202200000NB,0.4,0.5,,ASP,11
14202200000NB,0.5,0.6,,ASP,11
14202200000NB,0.6,0.7,,ASP,11
14202200000NB,0.7,0.8,,ASP,11
14202200000NB,0.8,0.9,,ASP,11
14202200000NB,0.9,1,,ASP,11
14202200000NB,1,1.1,,ASP,11
14202200000NB,1.1,1.2,,ASP,11
14202200000NB,1.2,1.3,,ASP,11
14202200000NB,1.3,1.4,,ASP,11
14202200000NB,1.4,1.5,,ASP,11
14202200000NB,1.5,1.6,,ASP,11
14202200000NB,1.6,1.7,,ASP,11
14202200000NB,1.7,1.8,,ASP,11
14202200000NB,1.8,1.9,,ASP,11
14202200000NB,1.9,2,,ASP,11
14202200000NB,2,2.1,,ASP,11
14202200000NB,2.1,2.2,,ASP,11
14202200000NB,2.2,2.3,,ASP,11
14202200000NB,2.3,2.4,,ASP,11
14202200000NB,2.4,2.5,,ASP,11
14202200000NB,2.5,2.6,,ASP,11
14202200000NB,2.6,2.7,,ASP,11
14202200000NB,2.7,2.8,,ASP,11
14202200000NB,2.8,2.9,,ASP,11
14202200000NB,2.9,3,,ASP,11
14202200000NB,3,3.1,,ASP,11
14202200000NB,3.1,3.2,,ASP,11
14202200000NB,3.2,3.3,,ASP,11
14202200000NB,3.3,3.4,,ASP,11
14202200000NB,3.4,3.5,,ASP,11
14202200000NB,3.5,3.6,,ASP,11
14202200000NB,3.6,3.7,,ASP,11
14202200000NB,3.7,3.8,,ASP,11
14202200000NB,3.8,3.9,,ASP,11
14202200000NB,3.9,4,,ASP,11
14202200000NB,4,4.1,,ASP,11
14202200000NB,4.1,4.2,,ASP,11
14202200000NB,4.2,4.3,,ASP,11
14202200000NB,4.3,4.4,,ASP,11
14202200000NB,4.4,4.5,,ASP,11
14202200000NB,4.5,4.6,,ASP,11
14202200000NB,4.6,4.7,,ASP,11
14202200000NB,4.7,4.8,,ASP,11
14202200000NB,4.8,4.9,,ASP,11
14202200000NB,4.9,5,,ASP,11
14202200000NB,5,5.1,,ASP,11
14202200000NB,5.1,5.2,,ASP,11
14202200000NB,5.2,5.3,,ASP,11
14202200000NB,5.3,5.4,,ASP,11
14202200000NB,5.4,5.5,,ASP,11
14202200000NB,5.5,5.6,,ASP,11
14202200000NB,5.6,5.7,,ASP,11
14202200000NB,5.7,5.8,,ASP,11
14202200000NB,5.8,5.9,,ASP,11
14202200000NB,5.9,6,,ASP,11
14202200000NB,6,6.1,,ASP,11
14202200000NB,6.1,6.2,,ASP,11
14202200000NB,6.2,6.3,,ASP,11
14202200000NB,6.3,6.4,,ASP,11
14202200000NB,6.4,6.5,,ASP,11
14202200000NB,6.5,6.6,,ASP,11
14202200000NB,6.6,6.7,,ASP,11
14202200000NB,6.7,6.8,,ASP,11
14202200000NB,6.8,6.9,,ASP,11
14202200000NB,6.9,7,,ASP,11
14202200000NB,7,7.1,,ASP,11
14202200000NB,7.1,7.2,,ASP,11
14202200000NB,7.2,7.3,,ASP,11
14202200000NB,7.3,7.4,,ASP,11
14202200000NB,7.4,7.5,,ASP,11
14202200000NB,7.5,7.6,,ASP,11
14202200000NB,7.6,7.7,,ASP,11
14202200000NB,7.7,7.8,,ASP,11
14202200000NB,7.8,7.9,,ASP,11
14202200000NB,7.9,8,,ASP,11
14202200000NB,8,8.1,,ASP,11
14202200000NB,8.1,8.2,,ASP,11
14202200000NB,8.2,8.3,,ASP,11
14202200000NB,8.3,8.4,,ASP,11
14202200000NB,8.4,8.5,,ASP,11
14202200000NB,8.5,8.57,,ASP,11
2004483000000,0,0.088,,,
4140041130000,0,0.62,,,11
1701541000000,0,0.058,,,
1140047050000,0,0.12,,,1
1740021060000,0,0.26,,,11
1301316000000,0,0.995,,,
1400944000000,0,0.216,,,
2600340000000,0,0.292,,,
4000264000000,0,0.227,,,
0340026160000,0,0.174,,,6
3740002030000,0,0.77,,,11
2340701790000,0,0.18,,,6
0600134000000,0,0.232,,,11
2640088330000,0,1.12,,,11
0204287000000,0,0.267,,,
2002343000000,0,0.043,,,
1140026002500,0,0.002,,,
2100256000000,0,0.035,,,
3400453000000,0,0.133,,,
1301342000000,0,0.304,,,
4900194000000,0,0.08,,,
1340027030000,0,2.85,,,11
5200103000000,0,0.134,,,
2200435000000,0,0.275,,,
0200014000000,0,0.318,,,
1701831000000,0,0.122,,,
4940006000000,0,3.94,,,11
4940006000000,3.94,5.9,,,5
3000825000000,0,0.076,,,
1900453000000,0,0.084,,,
0540003030000,0,0.2,,,11
2000035000000,0,0.272,,,
3240029030000,0,1.32,,,11
3240029030000,1.32,1.86,,,5
1000912000000,0,0.35,,,
1240090020000,0,0.03,,,11
5540010200000,0,1.45,,,11
3101002000000,0,0.118,,,
3500154000000,0,0.327,,,
1240009130000,0,2.55,,,7
3400970000000,0,0.077,,,
0300379000000,0,0.345,,,
1401272000000,0,0.161,,,
5200053000000,0,0.823,,,11
0440019680000,0,0.28,,,11
1800668000000,0,0.1,,,
3600846000000,0,0.799,,,
5040075440000,0,0.06,,,11
0240011172500,0,0.002,,,
3500356000000,0,0.142,,,
1702110000000,0,0.151,,,11
4400143000000,0,0.776,,,
3901366000000,0,0.075,,,
2005187000000,0,0.058,,,
0640101010000,0,2.56,,,11
0640101010000,2.85,3.56,,,11
3200067000000,0,0.347,,,
1900326000000,0,0.161,,,
0500094000000,0,0.316,,,
1701043000000,0,0.061,,,
1040012010000,0,1.21,,,11
0202038000000,0,0.09,,,
2640088190000,0,0.09,,,2
0940070000000,0,1.03,,,11
0940070000000,1.03,1.42,,,11
0940070000000,1.42,2.58,,,5
2340013030000,0,0.07,,,11
2000111000000,0,0.1,,,
3440041010000,0.04,3.7,,,11
1980953000000,0,0.17,,,5
1080965000000,0,0.08,,,4
0840013130000,0,1,,,5
3101632000000,0,0.052,,,
1040022080000,0,0.83,,,5
5500262000000,0,0.046,,,
0540067050000,0,0.14,,,11
1040061040000,0,0.52,,,11
1040061040000,0.52,1.43,,,5
1040061040000,1.43,2.33,,,1
1100008000000,0,0.204,,,
4000413000000,0,0.221,,,
4400390000000,0,0.059,,,
2003672000000,0,0.065,,,
3640019010000,0,0.07,,,6
3640019010000,0.07,0.313,,,5
2003086000000,0,0.039,,,
3040065240000,0,0.4,,,11
2501454000000,0,0.085,,,
1900736000000,0,0.278,,,
5500474000000,0,0.11,,,
0600339000000,0,0.029,,,
2900371000000,0,0.298,,,
1700674000000,0,0.105,,,
2802015000000,0,0.14,,,
3640033052500,0,0.002,,,
3440020030000,0,0.48,,,5
3440020030000,0.48,0.55,,,2
0380901210000,0,0.15,,,5
3440003080000,0,1,,,5
4940020270000,0,0.3,,,5
4940020270000,0.3,1.38,,,2
4940020270000,1.38,1.66,,,11
2000476000000,0,0.039,,,
3140007580000,0,0.07,,,5
0500522000000,0,0.195,,,
2040047090000,0,0.1,,,11
4001453000000,0,0.14,,,
2501168000000,0,0.285,,,11
3140064000000,0,0.1,310640000000,ASP,11
3140064000000,0.1,0.2,310640000000,ASP,11
3140064000000,0.2,0.3,310640000000,ASP,11
3140064000000,0.3,0.38,310640000000,ASP,11
4900682000000,0,0.148,,,
2005594000000,0,0.086,,,
1600662002500,0,0.001,,,
5475773001900,0,0.06,,,11
5475773001900,0.06,0.29,,,11
5475773001900,0.29,0.73,,,11
5475773001900,0.73,1.25,,,11
20100640017WB0053H,0,0.02,,,11
2005346000000,0,0.024,,,
4102684000000,0,0.05,,,
3101762000000,0,0.8,,,
2400874000000,0,0.277,,,
2300022000000,0,0.12,,,
3400939000000,0,0.138,,,
5402023000000,0,0.09,,,
0201456000000,0,0.187,,,
2005976000000,0,0.077,,,
1740119122500,0,0.002,,,
1540002150000,0,0.06,,,11
4102103000000,0,0.045,,,
0300870000000,0,0.208,,,
4500416000000,0,0.356,,,
17100790017NB0124F,0,0.103,,,11
4101789000000,0,0.038,,,
3340009290000,0,0.6,,,11
2840023020000,0,0.3,,,2
5401594000000,0,0.127,,,
4200595000000,0,0.154,,,
1040061940000,0,0.13,,,11
1800439000000,0,0.281,,,
35104700017WB0001G,0,0.079,,,11
4140022060000,0,1.8,,,11
4940040050000,0,0.42,,,5
4940040050000,0.42,0.66,,,2
1401423000000,0,0.911,,,
1301175000000,0,0.601,,,
5480901150000,0,0.35,,,12
2572521001900,0,0.06,,,11
0640035090000,0,0.09,,,11
2130004000200,0,0.1,,,11
1901420000000,0,0.055,,,
2880901630000,0,0.727,,,5
2000006000000,0,0.028,,,
1701779000000,0,0.251,,,
5440021142800,0,0.032,,,
2540066080000,0,0.16,,,5
2300424000000,0,0.388,,,
3300683000000,0,0.847,,,
1771772001900,0,0.06,,,11
1771772001900,0.06,0.59,,,11
1040016390000,0,0.15,,,11
1000422000000,0,0.046,,,
4201483000000,0,0.046,,,
3100920000000,0,0.392,,,
1200312000000,0,0.268,,,
2700466000000,0,0.138,,,
2500970000000,0,0.053,,,
2700525000000,0,0.183,,,
2800899000000,0,0.275,,,
3401052000000,0,0.219,,,
4700025000000,0,0.019,,,
3001380000000,0,0.095,,,
2071037001900,0,0.9,,,11
2071037001900,0.9,1.02,,,11
2071037001900,1.02,1.067,,,11
2071037001900,1.067,3.04,,,11
0540027330000,0,0.29,,,11
2900323000000,0,0.099,,,
1700762000000,0,0.046,,,
1600338000000,0,0.367,,,
3940057010000,0,0.1,,ASP,6
3940057010000,0.1,0.2,,ASP,6
3940057010000,0.2,0.3,,ASP,6
3940057010000,0.3,0.4,,ASP,6
3940057010000,0.4,0.5,,ASP,6
3940057010000,0.5,0.6,,ASP,6
3940057010000,0.6,0.7,,ASP,6
3940057010000,0.7,0.8,,ASP,6
3940057010000,0.8,0.9,,ASP,6
3940057010000,0.9,0.92,,ASP,6
2801233000000,0,0.141,,,
0201767000000,0,0.193,,,
2640098062500,0,0.002,,,
2001826000000,0,0.051,,,
3101024000000,0,0.158,,,
4340016280000,0,1.02,,,2
4340016280000,1.02,1.68,,,1
4340016280000,1.68,2.62,,,5
2004081000000,0,0.068,,,
0600059000000,0,0.056,,,
3001188000000,0,0.149,,,
2600729000000,0,0.559,,,
3001036000000,0,0.074,,,
5000691000000,0,0.226,,,
1702128000000,0,0.255,,,
2501594000000,0,0.089,,,
2400428000000,0,0.055,,,
5500060000000,0,0.415,,,
0300596000000,0,0.039,,,
2880902070000,0,0.18,,,5
2800939000000,0,0.17,,,
3700197000000,0,0.4,,,
46202500000SB,5.33,7.64,,,11
46202500000SB,9.3,16.52,,,11
3600771000000,0,0.096,,,
2801950000000,0,0.788,,,
3940023020000,0,0.18,,,5
4180901360000,0,0.18,,,5
1400310000000,0,0.198,,,
0240008010000,0,1.37,,,11
4600102000000,0,0.039,,,
0201619000000,0,0.049,,,
5040052020000,0,2.62,,,11
1200572000000,0,0.197,,,
4300048000000,0,0.142,,,11
4540009040000,0,0.15,,,5
5400267000000,0,0.376,,,
3140068040000,0,0.22,,,11
3140068040000,0.22,0.57,,,2
2004214000000,0,0.295,,,
4101316000000,0,0.133,,,
3501096000000,0,0.07,,,
2800320000000,0,0.057,,,
3000421000000,0,0.123,,,
2600155000000,0,0.137,,,
2600218000000,0,0.415,,,
4201678000000,0,0.028,,,
1900989000000,0,0.275,,,
5480979000000,0,0.17,,,5
0600468000000,0,0.027,,,
0100539000000,0,0.027,,,
4200604000000,0,0.116,,,
2200186000000,0,0.527,,,
1500008000000,0,0.05,,,
3100933000000,0,0.081,,,
3900435000000,0,0.164,,,
2700562000000,0,0.103,,,
5500868000000,0,0.327,,,
3230122002500,0,0.001,,,
1740035130000,0,0.05,,,1
1840032010000,0,1.63,,,6
1840032010000,1.63,1.65,,,2
1840032010000,1.65,1.79,,,2
0640060170000,0,0.32,,,11
0640060170000,0.32,0.42,,,5
0640060170000,0.42,0.71,,,2
5340053030000,0,4.77,,,11
5340053030000,4.77,5.61,,,5
4201439000000,0,0.118,,,
2340010260000,0,0.26,,,11
0380936000000,0,0.04,,,5
2002225002500,0,0.008,,,
2880903340000,0,0.35,,,5
4700426000000,0,0.104,,,
1601257000000,0,0.148,,,
2040025610000,0,0.13,,,11
2040061010000,0,0.11,,,5
2040061010000,0.11,0.82,,,1
1701749000000,0,0.681,,,
5400063000000,0,0.779,,,
2400916000000,0,2.096,,,
0200790000000,0,0.025,,,
0400400000000,0,0.372,,,
0500347000000,0,0.082,,,
2001984000000,0,0.128,,,
3240219452500,0,0.003,,,
4001500000000,0,0.074,,,
4102043000000,0,0.239,,,
1701239000000,0,0.069,,,
1300112000000,0,0.703,,,
2003141000000,0,0.026,,,
2006018000000,0,0.492,,,
1840033170000,0,1.87,,,11
3901186000000,0,0.041,,,
0800130000000,0,0.092,,,
0700146000000,0,0.113,,,
0640017150000,0,0.09,,,11
3480909000000,0,0.14,,,5
2300003000000,0,0.045,,,
0200492000000,0,0.078,,,
1300512000000,0,0.062,,,
1700517000000,0,0.153,,,
2005600000000,0,0.128,,,
28100770031SB0017D,0,0.104,,,11
28100770031SB0017D,0.104,0.266,,,11
1800372000000,0,0.509,,,
4800281000000,0,0.197,,,
3000548000000,0,0.008,,,
4000448000000,0,0.324,,,
2640001010000,0,0.04,,,11
2600324000000,0,0.536,,,
2400837000000,0,0.071,,,
2005864000000,0,0.048,,,
4740004000000,0,0.66,,,5
4740004000000,0.66,1.5,,,2
4740004000000,1.5,2.12,,,5
1040160050000,0,0.07,,,11
5401057000000,0,0.12,,,
3880904000000,0,0.26,,,5
2801228000000,0,0.35,,,
