RouteID,BMP,EMP,29_HPMS_SAMPLE_NO,SURF_TYPE,70_SURFACE_TYPE
3801154000000,0,0.068,,,
0200483000000,0,0.169,,,
1401442000000,0,1.983,,,
4500527000000,0,0.166,,,
4000080000000,0,0.144,,,
3400741000000,0,0.204,,,
1701053000000,0,0.783,,,11
2400473000000,0,0.149,,,
2840052190000,0,0.6,,,11
2840052190000,0.6,0.8,,,6
2002454000000,0,0.691,,,
5540004060000,0,0.62,,,5
3100715000000,0,0.337,,,
01202500025SB001,0,0.002,,,
3500900000000,0,0.181,,,
1540012000000,0,1.07,,,11
1540012000000,1.07,2.76,,,6
0400164000000,0,0.117,,,
2600971000000,0,2.229,,,
4640013160000,0,0.09,,,6
4640013160000,0.09,0.45,,,5
4140019102500,0,0.002,,,
1300674000000,0,0.239,,,
2000822000000,0,0.042,,,
4201591000000,0,0.057,,,
0200821000000,0,0.144,,,
0140030070000,0,0.92,010300700000,,11
0140030070000,0.92,2,010300700092,,11
2900536000000,0,0.123,,,
5001230000000,0,0.077,,,
1340010000000,0,4.3,,,11
2300266000000,0,0.063,,,
3440019560000,0,0.26,,,11
3900482000000,0,0.578,,,
1800226000000,0,0.59,,,
4170047001900,0,0.1,,,11
4170047001900,0.1,0.56,,,11
4170047001900,0.56,0.74,,,11
41100770016NB,27.26,27.3,,ASP,11
41100770016NB,27.3,27.4,,ASP,11
41100770016NB,27.4,27.5,,ASP,11
41100770016NB,27.5,27.6,,ASP,11
41100770016NB,27.6,27.7,,ASP,11
41100770016NB,27.7,27.8,,ASP,11
41100770016NB,27.8,27.9,,ASP,11
41100770016NB,27.9,28,,ASP,11
41100770016NB,28,28.1,,ASP,11
41100770016NB,28.1,28.2,,ASP,11
41100770016NB,28.2,28.3,,ASP,11
41100770016NB,28.3,28.4,,ASP,11
41100770016NB,28.4,28.5,,ASP,11
41100770016NB,28.5,28.6,,ASP,11
41100770016NB,28.6,28.7,,ASP,11
41100770016NB,28.7,28.8,,ASP,11
41100770016NB,28.8,28.9,,ASP,11
41100770016NB,28.9,28.97,,ASP,11
41100770016NB,28.97,29,410770002897,ASP,11
41100770016NB,29,29.1,410770002897,ASP,11
41100770016NB,29.1,29.2,410770002897,ASP,11
41100770016NB,29.2,29.3,410770002897,ASP,11
41100770016NB,29.3,29.4,410770002897,ASP,11
41100770016NB,29.4,29.5,410770002897,ASP,11
41100770016NB,29.5,29.6,410770002897,ASP,11
41100770016NB,29.6,29.7,410770002897,ASP,11
41100770016NB,29.7,29.8,410770002897,ASP,11
41100770016NB,29.8,29.9,410770002897,ASP,11
41100770016NB,29.9,30,410770002897,ASP,12
41100770016NB,30,30.1,410770002897,JCP,12
41100770016NB,30.1,30.2,410770002897,JCP,12
41100770016NB,30.2,30.26,410770002897,JCP,12
41100770016NB,30.26,30.3,410770002897,JCP,11
41100770016NB,30.3,30.4,410770002897,ASP,11
41100770016NB,30.4,30.5,410770002897,ASP,11
41100770016NB,30.5,30.6,410770002897,ASP,11
41100770016NB,30.6,30.7,410770002897,ASP,11
41100770016NB,30.7,30.8,410770002897,ASP,11
41100770016NB,30.8,30.804,410770002897,ASP,11
41100770016NB,30.804,30.9,,ASP,11
41100770016NB,30.9,31,,ASP,11
41100770016NB,31,31.1,,ASP,11
41100770016NB,31.1,31.2,,ASP,11
41100770016NB,31.2,31.3,,ASP,11
41100770016NB,31.3,31.4,,ASP,11
41100770016NB,31.4,31.5,,ASP,11
41100770016NB,31.5,31.6,,ASP,11
41100770016NB,31.6,31.7,,ASP,11
41100770016NB,31.7,31.8,,ASP,11
41100770016NB,31.8,31.9,,ASP,11
41100770016NB,31.9,32,,ASP,11
41100770016NB,32,32.1,,ASP,11
41100770016NB,32.1,32.2,,ASP,11
41100770016NB,32.2,32.3,,ASP,11
41100770016NB,32.3,32.4,,ASP,11
41100770016NB,32.4,32.5,,ASP,11
41100770016NB,32.5,32.6,,ASP,11
41100770016NB,32.6,32.7,,ASP,11
41100770016NB,32.7,32.8,,ASP,11
41100770016NB,32.8,32.9,,ASP,11
41100770016NB,32.9,33,,ASP,11
41100770016NB,33,33.1,,ASP,11
41100770016NB,33.1,33.2,,ASP,11
41100770016NB,33.2,33.3,,ASP,11
41100770016NB,33.3,33.4,,ASP,11
41100770016NB,33.4,33.5,,ASP,11
41100770016NB,33.5,33.6,,ASP,11
41100770016NB,33.6,33.7,,ASP,11
41100770016NB,33.7,33.8,,ASP,11
41100770016NB,33.8,33.9,,ASP,11
41100770016NB,33.9,34,,ASP,11
41100770016NB,34,34.1,,ASP,11
41100770016NB,34.1,34.2,,ASP,11
41100770016NB,34.2,34.3,,ASP,11
41100770016NB,34.3,34.4,,ASP,11
41100770016NB,34.4,34.5,,ASP,11
41100770016NB,34.5,34.6,,ASP,11
41100770016NB,34.6,34.7,,ASP,11
41100770016NB,34.7,34.8,,ASP,11
41100770016NB,34.8,34.9,,ASP,11
41100770016NB,34.9,35,,ASP,11
41100770016NB,35,35.004,,ASP,11
41100770016NB,35.004,35.1,,ASP,11
41100770016NB,35.1,35.2,,ASP,11
41100770016NB,35.2,35.21,,ASP,11
41100770016NB,35.21,35.3,410077003521,ASP,11
41100770016NB,35.3,35.4,410077003521,ASP,11
41100770016NB,35.4,35.5,410077003521,ASP,11
41100770016NB,35.5,35.6,410077003521,ASP,11
41100770016NB,35.6,35.7,410077003521,ASP,11
41100770016NB,35.7,35.75,410077003521,ASP,11
41100770016NB,35.75,35.8,410770003575,ASP,11
41100770016NB,35.8,35.9,410770003575,ASP,11
41100770016NB,35.9,36,410770003575,ASP,11
41100770016NB,36,36.1,410770003575,ASP,11
41100770016NB,36.1,36.2,410770003575,ASP,11
41100770016NB,36.2,36.3,410770003575,ASP,11
41100770016NB,36.3,36.4,410770003575,ASP,11
41100770016NB,36.4,36.5,410770003575,ASP,11
41100770016NB,36.5,36.6,410770003575,ASP,11
41100770016NB,36.6,36.7,410770003575,ASP,11
41100770016NB,36.7,36.8,410770003575,ASP,11
41100770016NB,36.8,36.9,410770003575,ASP,11
41100770016NB,36.9,37,410770003575,ASP,11
41100770016NB,37,37.1,410770003575,ASP,11
41100770016NB,37.1,37.2,410770003575,ASP,11
41100770016NB,37.2,37.3,410770003575,ASP,11
41100770016NB,37.3,37.4,410770003575,ASP,11
41100770016NB,37.4,37.5,410770003575,ASP,11
41100770016NB,37.5,37.6,410770003575,ASP,11
41100770016NB,37.6,37.7,410770003575,ASP,11
41100770016NB,37.7,37.8,410770003575,ASP,11
41100770016NB,37.8,37.82,410770003575,ASP,11
41100770016NB,37.82,37.9,,ASP,11
41100770016NB,37.9,38,,ASP,11
41100770016NB,38,38.1,,ASP,11
41100770016NB,38.1,38.2,,ASP,11
41100770016NB,38.2,38.3,,ASP,11
41100770016NB,38.3,38.4,,ASP,11
41100770016NB,38.4,38.5,,ASP,11
41100770016NB,38.5,38.6,,ASP,11
41100770016NB,38.6,38.7,,ASP,11
41100770016NB,38.7,38.8,,ASP,11
41100770016NB,38.8,38.9,,ASP,11
41100770016NB,38.9,39,,ASP,11
41100770016NB,39,39.1,,ASP,11
41100770016NB,39.1,39.2,,ASP,11
41100770016NB,39.2,39.3,,ASP,11
41100770016NB,39.3,39.4,,ASP,11
41100770016NB,39.4,39.5,,ASP,11
41100770016NB,39.5,39.6,,CRC,11
41100770016NB,39.6,39.7,,ASP,11
41100770016NB,39.7,39.8,,ASP,11
41100770016NB,39.8,39.9,,ASP,11
41100770016NB,39.9,40,,ASP,11
41100770016NB,40,40.1,,ASP,11
41100770016NB,40.1,40.2,,ASP,11
41100770016NB,40.2,40.3,,ASP,11
41100770016NB,40.3,40.4,,ASP,11
41100770016NB,40.4,40.5,,ASP,11
41100770016NB,40.5,40.6,,ASP,11
41100770016NB,40.6,40.7,410770004060,ASP,11
41100770016NB,40.7,40.8,410770004060,CRC,11
41100770016NB,40.8,40.9,410770004060,ASP,11
41100770016NB,40.9,41,410770004060,ASP,11
41100770016NB,41,41.1,410770004060,ASP,11
41100770016NB,41.1,41.2,410770004060,ASP,11
41100770016NB,41.2,41.3,410770004060,ASP,11
41100770016NB,41.3,41.4,410770004060,ASP,11
41100770016NB,41.4,41.5,410770004060,ASP,11
41100770016NB,41.5,41.6,410770004060,ASP,11
41100770016NB,41.6,41.68,410770004060,ASP,11
41100770016NB,41.68,41.7,410770004168,ASP,11
41100770016NB,41.7,41.8,410770004168,ASP,11
41100770016NB,41.8,41.9,410770004168,ASP,11
41100770016NB,41.9,42,410770004168,CRC,11
41100770016NB,42,42.1,410770004168,ASP,11
41100770016NB,42.1,42.2,410770004168,ASP,11
41100770016NB,42.2,42.3,410770004168,ASP,11
41100770016NB,42.3,42.31,410770004168,ASP,11
41100770016NB,42.31,42.4,410770004231,ASP,11
41100770016NB,42.4,42.5,410770004231,ASP,11
41100770016NB,42.5,42.6,410770004231,ASP,11
41100770016NB,42.6,42.7,410770004231,ASP,11
41100770016NB,42.7,42.8,410770004231,ASP,11
41100770016NB,42.8,42.9,410770004231,ASP,11
41100770016NB,42.9,43,410770004231,ASP,11
41100770016NB,43,43.1,410770004231,ASP,11
41100770016NB,43.1,43.13,410770004231,ASP,11
41100770016NB,43.13,43.2,410770004313,ASP,11
41100770016NB,43.2,43.3,410770004313,ASP,11
41100770016NB,43.3,43.4,410770004313,ASP,11
41100770016NB,43.4,43.5,410770004313,ASP,11
41100770016NB,43.5,43.6,410770004313,CRC,11
41100770016NB,43.6,43.7,410770004313,ASP,11
41100770016NB,43.7,43.8,410770004313,ASP,11
41100770016NB,43.8,43.9,410770004313,ASP,11
41100770016NB,43.9,44,410770004313,ASP,11
41100770016NB,44,44.1,410770004313,ASP,11
41100770016NB,44.1,44.2,410770004313,ASP,11
41100770016NB,44.2,44.3,410770004313,ASP,11
41100770016NB,44.3,44.4,410770004313,ASP,11
41100770016NB,44.4,44.5,410770004313,ASP,11
41100770016NB,44.5,44.54,410770004313,ASP,11
41100770016NB,44.54,44.6,410770004454,ASP,11
41100770016NB,44.6,44.7,410770004454,ASP,11
41100770016NB,44.7,44.8,410770004454,ASP,11
41100770016NB,44.8,44.9,410770004454,ASP,11
41100770016NB,44.9,45,410770004454,ASP,11
41100770016NB,45,45.1,410770004454,ASP,11
41100770016NB,45.1,45.2,410770004454,ASP,11
41100770016NB,45.2,45.3,410770004454,ASP,11
41100770016NB,45.3,45.4,410770004454,ASP,11
41100770016NB,45.4,45.5,410770004454,ASP,11
41100770016NB,45.5,45.6,410770004454,ASP,11
41100770016NB,45.6,45.63,410770004454,ASP,11
41100770016NB,45.63,45.7,,ASP,11
41100770016NB,45.7,45.8,,ASP,11
41100770016NB,45.8,45.9,,ASP,11
41100770016NB,45.9,46,,ASP,11
41100770016NB,46,46.1,,ASP,11
41100770016NB,46.1,46.2,,ASP,11
41100770016NB,46.2,46.3,,ASP,11
41100770016NB,46.3,46.4,,ASP,11
41100770016NB,46.4,46.5,,ASP,11
41100770016NB,46.5,46.6,,ASP,11
41100770016NB,46.6,46.7,,ASP,11
41100770016NB,46.7,46.8,,ASP,11
41100770016NB,46.8,46.89,,ASP,11
41100770016NB,46.89,46.9,410770004689,ASP,11
41100770016NB,46.9,47,410770004689,ASP,11
41100770016NB,47,47.1,410770004689,ASP,11
41100770016NB,47.1,47.2,410770004689,ASP,11
41100770016NB,47.2,47.3,410770004689,ASP,11
41100770016NB,47.3,47.4,410770004689,ASP,11
41100770016NB,47.4,47.5,410770004689,ASP,11
41100770016NB,47.5,47.6,410770004689,ASP,11
41100770016NB,47.6,47.7,410770004689,ASP,11
41100770016NB,47.7,47.8,410770004689,ASP,11
41100770016NB,47.8,47.9,410770004689,ASP,11
41100770016NB,47.9,48,410770004689,ASP,11
41100770016NB,48,48.05,410770004689,ASP,11
41100770016NB,48.05,48.1,410770004805,ASP,11
41100770016NB,48.1,48.2,410770004805,ASP,11
41100770016NB,48.2,48.3,410770004805,ASP,11
41100770016NB,48.3,48.34,410770004805,ASP,11
41100770016NB,48.34,48.4,,ASP,11
41100770016NB,48.4,48.5,,ASP,11
41100770016NB,48.5,48.6,,ASP,11
41100770016NB,48.6,48.7,,ASP,11
41100770016NB,48.7,48.8,,ASP,11
41100770016NB,48.8,48.9,,ASP,11
41100770016NB,48.9,49,,ASP,11
41100770016NB,49,49.1,,ASP,11
41100770016NB,49.1,49.2,,ASP,11
41100770016NB,49.2,49.3,,ASP,11
41100770016NB,49.3,49.4,,ASP,11
41100770016NB,49.4,49.5,,ASP,11
41100770016NB,49.5,49.6,,ASP,11
41100770016NB,49.6,49.7,,ASP,11
41100770016NB,49.7,49.8,,ASP,11
41100770016NB,49.8,49.9,,ASP,11
41100770016NB,49.9,50,,ASP,11
41100770016NB,50,50.1,,ASP,11
41100770016NB,50.1,50.2,,ASP,11
41100770016NB,50.2,50.3,,ASP,11
41100770016NB,50.3,50.4,,ASP,11
41100770016NB,50.4,50.5,,ASP,11
41100770016NB,50.5,50.6,,ASP,11
41100770016NB,50.6,50.7,,ASP,11
41100770016NB,50.7,50.8,,ASP,11
41100770016NB,50.8,50.9,,ASP,11
41100770016NB,50.9,51,,ASP,11
41100770016NB,51,51.1,,ASP,11
41100770016NB,51.1,51.2,,ASP,11
41100770016NB,51.2,51.3,,ASP,11
41100770016NB,51.3,51.4,,ASP,11
41100770016NB,51.4,51.5,,ASP,11
41100770016NB,51.5,51.6,,ASP,11
41100770016NB,51.6,51.7,,ASP,11
41100770016NB,51.7,51.8,,ASP,11
41100770016NB,51.8,51.9,,ASP,11
41100770016NB,51.9,52,,ASP,11
41100770016NB,52,52.1,,ASP,11
41100770016NB,52.1,52.2,,ASP,11
41100770016NB,52.2,52.3,,ASP,11
41100770016NB,52.3,52.4,,ASP,11
41100770016NB,52.4,52.5,,ASP,11
41100770016NB,52.5,52.58,,ASP,11
3600521000000,0,0.304,,,
1400617000000,0,0.143,,,
4102257000000,0,0.248,,,
5040007500000,0,0.13,,,11
1500337000000,0,0.054,,,
3140043030000,0,1.79,,,5
2001572002500,0,0.001,,,
2480902380000,0,0.27,,,5
0500115000000,0,0.029,,,
1500233000000,0,0.176,,,
2006419000000,0,0.076,,,
1401786000000,0,0.096,,,
1201031000000,0,0.896,,,
4340017100000,0,2.1,,,5
2700202000000,0,0.152,,,
3301233000000,0,0.072,,,
0200735000000,0,0.047,,,
2740043050000,0,0.28,,,11
2740043050000,0.28,0.88,,,5
2501031000000,0,0.055,,,
2700537000000,0,0.074,,,
1700719000000,0,1.003,,,
5400761000000,0,0.254,,,
0340017100000,0,0.1,,,11
4940020100000,0,2.61,,,11
0440036000000,0,2.05,,,11
0440036000000,2.05,5.7,,,5
2400601000000,0,0.023,,,
2900827000000,0,0.144,,,
4340016250000,0,0.32,,,5
4340016250000,0.32,2.96,,,2
4340016250000,2.96,4.15,,,5
3101126000000,0,0.035,,,
5100258000000,0,0.108,,,
3801004000000,0,0.244,,,
2501209000000,0,0.098,,,
5400889000000,0,0.171,,,
4640024020000,0,0.37,,,5
4180901850000,0,0.13,,,5
2840019160000,0,0.67,,,11
1800724000000,0,0.029,,,
0400167000000,0,0.097,,,
2480901770000,0,0.32,,,5
2400491000000,0,0.074,,,
1740019302500,0,0.002,,,
3040052010000,0,1.02,,,11
3600227000000,0,0.394,,,
25100790025SB0137H,0,0.015,,,
5400288000000,0,0.094,,,
2801612000000,0,0.292,,,
5540001200000,0,0.13,,,11
4100136000000,0,0.088,,,
0800205000000,0,0.179,,,
3100412000000,0,0.055,,,
46401194325000002,0,0.001,,,
0200839000000,0,0.043,,,
0440004400000,0,0.433,,,11
2801766000000,0,0.083,,,
0140009050000,0,0.9,,,5
1300012000000,0,0.232,,,11
2040622130000,0,0.04,,,11
2040622130000,0.04,0.1,,,6
2401160000000,0,0.587,,,
02027990000SB,0,0.062,,,
4800193000000,0,0.333,,,11
1600524000000,0,0.085,,,
2640023022500,0,0.01,,,
4800232000000,0,0.182,,,
5040013020000,0,0.4,,,5
5040013020000,0.4,1.16,,,1
4640250080000,0,1.77,,,6
0601567000000,0,0.2,,,
1680922000000,0,0.3,,,5
2601125000000,0,0.113,,,
2801641000000,0,0.058,,,
3640021020000,0,1.33,,,11
3640021020000,1.33,1.36,,,1
3640021020000,1.36,4.68,,,5
1301655000000,0,0.031,,,11
2900208000000,0,0.484,,,
4400561000000,0,0.219,,,
2802306000000,0,0.01,,,
4900097000000,0,0.372,,,
0600923000000,0,0.05,,,
5540085020000,0,0.06,,,11
5540085020000,0.06,2.27,,,5
4000156000000,0,0.056,,,
1001257000000,0,0.048,,,
4460811000000,0,1.33,,,5
2640021180000,0,1.1,,,11
0605109000000,0,0.028,,,
3200360000000,0,0.047,,,
3240003070000,0,0.7,,,6
3240003070000,0.7,2.13,,,2
3240003070000,2.13,2.23,,,5
3240003070000,2.23,2.57,,,6
3240003070000,2.57,3.43,,,5
1601256000000,0,0.052,,,
3980991000000,0,0.13,,,6
3000485000000,0,0.071,,,
0740002010000,0,0.46,,,6
0740002010000,0.46,0.84,,,11
0740002010000,0.84,1.36,,,5
4500131000000,0,0.046,,,
3300344000000,0,0.217,,,
4100446000000,0,0.092,,,
5200102000000,0,0.053,,,11
1900094000000,0,0.411,,,
1740005080000,0,0.54,,,5
1740005080000,0.54,1.42,,,1
1740005080000,1.42,1.96,,,5
0600638000000,0,0.236,,,
2300469000000,0,0.227,,,
4700600000000,0,0.326,,,
1740008020000,0,2.06,,,5
0600778000000,0,0.265,,,
4540007040000,0,4.21,,,2
2100131000000,0,0.19,,,
1500678000000,0,0.177,,,
3100730000000,0,0.129,,,
1301479000000,0,0.038,,,
4300286000000,0,0.149,,,
1040025240000,0,0.14,,,5
1700003000000,0,0.064,,,
2005050000000,0,0.309,,,
1900724000000,0,0.437,,,
4100029000000,0,0.236,,,
4240219660000,0,0.06,,,11
28204600000WB,0,0.1,,ASP,11
28204600000WB,0.1,0.2,,ASP,11
28204600000WB,0.2,0.3,,ASP,11
28204600000WB,0.3,0.4,,ASP,11
28204600000WB,0.4,0.5,,ASP,11
28204600000WB,0.5,0.6,,ASP,11
28204600000WB,0.6,0.7,,ASP,11
28204600000WB,0.7,0.8,,ASP,11
28204600000WB,0.8,0.9,,ASP,11
28204600000WB,0.9,1,,ASP,11
28204600000WB,1,1.1,,ASP,11
28204600000WB,1.1,1.2,,ASP,11
28204600000WB,1.2,1.3,,ASP,11
28204600000WB,1.3,1.4,,ASP,11
28204600000WB,1.4,1.5,,ASP,11
28204600000WB,1.5,1.6,,ASP,11
28204600000WB,1.6,1.7,,ASP,11
28204600000WB,1.7,1.8,,ASP,11
28204600000WB,1.8,1.9,,ASP,11
28204600000WB,1.9,2,,ASP,11
28204600000WB,2,2.1,,ASP,11
28204600000WB,2.1,2.2,,ASP,11
28204600000WB,2.2,2.3,,ASP,11
28204600000WB,2.3,2.4,,ASP,11
28204600000WB,2.4,2.5,,ASP,11
28204600000WB,2.5,2.6,,ASP,11
28204600000WB,2.6,2.7,,ASP,11
28204600000WB,2.7,2.8,,ASP,11
28204600000WB,2.8,2.9,,ASP,11
28204600000WB,2.9,3,,ASP,12
28204600000WB,3,3.09,,ASP,12
28204600000WB,4.636,4.7,,ASP,12
28204600000WB,4.7,4.8,,ASP,12
28204600000WB,4.8,4.9,,ASP,12
28204600000WB,4.9,5,,ASP,12
28204600000WB,5,5.1,,ASP,12
28204600000WB,5.1,5.2,,ASP,12
28204600000WB,5.2,5.3,,ASP,12
28204600000WB,5.3,5.38,,ASP,12
28204600000WB,10.728,10.8,,ASP,12
28204600000WB,10.8,10.9,,ASP,12
28204600000WB,10.9,11,,ASP,12
28204600000WB,11,11.1,,ASP,12
28204600000WB,11.1,11.2,,ASP,12
28204600000WB,11.2,11.3,,ASP,12
28204600000WB,11.3,11.4,,ASP,12
28204600000WB,11.4,11.5,,ASP,12
28204600000WB,11.5,11.6,,ASP,12
28204600000WB,11.6,11.7,,ASP,12
28204600000WB,11.7,11.8,,ASP,12
28204600000WB,11.8,11.9,,ASP,12
28204600000WB,11.9,12,,ASP,12
28204600000WB,12,12.1,,ASP,12
28204600000WB,12.1,12.2,,ASP,12
28204600000WB,12.2,12.3,,ASP,12
28204600000WB,12.3,12.4,,ASP,12
28204600000WB,12.4,12.5,,ASP,12
28204600000WB,12.5,12.6,,ASP,12
28204600000WB,12.6,12.7,,ASP,12
28204600000WB,12.7,12.8,,ASP,12
28204600000WB,12.8,12.9,,ASP,12
28204600000WB,12.9,13,,ASP,12
28204600000WB,13,13.1,,ASP,12
28204600000WB,13.1,13.2,,ASP,12
28204600000WB,13.2,13.3,,ASP,12
28204600000WB,13.3,13.4,,ASP,12
28204600000WB,13.4,13.5,,ASP,12
28204600000WB,13.5,13.6,,ASP,12
28204600000WB,13.6,13.7,,ASP,12
28204600000WB,13.7,13.8,,ASP,12
28204600000WB,13.8,13.9,,ASP,12
28204600000WB,13.9,14,,ASP,12
28204600000WB,14,14.1,,ASP,12
28204600000WB,14.1,14.2,,ASP,12
28204600000WB,14.2,14.3,,ASP,12
28204600000WB,14.3,14.4,,ASP,12
28204600000WB,14.4,14.5,,ASP,12
28204600000WB,14.5,14.6,,ASP,12
28204600000WB,14.6,14.7,,ASP,12
28204600000WB,14.7,14.8,,ASP,12
28204600000WB,14.8,14.9,,ASP,12
28204600000WB,14.9,15,,ASP,12
28204600000WB,15,15.1,,ASP,12
28204600000WB,15.1,15.15,,ASP,12
28204600000WB,15.15,15.2,,ASP,11
28204600000WB,15.2,15.3,,ASP,11
28204600000WB,15.3,15.4,,ASP,11
28204600000WB,15.4,15.49,,ASP,11
28204600000WB,15.49,15.5,,ASP,12
28204600000WB,15.5,15.6,,ASP,12
28204600000WB,15.6,15.7,,ASP,12
28204600000WB,15.7,15.8,,ASP,12
28204600000WB,15.8,15.9,,ASP,12
28204600000WB,15.9,16,,ASP,12
28204600000WB,16,16.1,,ASP,12
28204600000WB,16.1,16.2,,ASP,12
28204600000WB,16.2,16.3,,ASP,12
28204600000WB,16.3,16.4,,ASP,12
28204600000WB,16.4,16.5,,ASP,12
28204600000WB,16.5,16.6,,ASP,12
28204600000WB,16.6,16.7,,ASP,12
28204600000WB,16.7,16.8,,ASP,12
28204600000WB,16.8,16.9,,ASP,12
28204600000WB,16.9,17,,ASP,12
28204600000WB,17,17.1,,ASP,12
28204600000WB,17.1,17.2,,ASP,12
28204600000WB,17.2,17.3,,ASP,12
28204600000WB,17.3,17.4,,ASP,12
28204600000WB,17.4,17.5,,ASP,12
28204600000WB,17.5,17.6,,ASP,12
28204600000WB,17.6,17.7,,ASP,12
28204600000WB,17.7,17.8,,ASP,12
28204600000WB,17.8,17.9,,ASP,12
28204600000WB,17.9,18,,ASP,12
28204600000WB,18,18.1,,ASP,12
28204600000WB,18.1,18.2,,ASP,12
28204600000WB,18.2,18.3,,ASP,12
28204600000WB,18.3,18.4,,ASP,12
28204600000WB,18.4,18.5,,ASP,12
28204600000WB,18.5,18.6,,ASP,12
28204600000WB,18.6,18.7,,ASP,12
28204600000WB,18.7,18.8,,ASP,12
28204600000WB,18.8,18.9,,ASP,12
28204600000WB,18.9,19,,ASP,12
28204600000WB,19,19.1,,ASP,12
28204600000WB,19.1,19.2,,ASP,12
28204600000WB,19.2,19.3,,ASP,12
28204600000WB,19.3,19.4,,ASP,12
28204600000WB,19.4,19.5,,ASP,12
28204600000WB,19.5,19.6,,ASP,12
28204600000WB,19.6,19.7,,ASP,12
28204600000WB,19.7,19.8,,ASP,12
28204600000WB,19.8,19.9,,ASP,12
28204600000WB,19.9,20,,ASP,12
28204600000WB,20,20.1,,ASP,12
28204600000WB,20.1,20.2,,ASP,12
28204600000WB,20.2,20.3,,ASP,12
28204600000WB,20.3,20.4,,ASP,12
28204600000WB,20.4,20.5,,ASP,12
28204600000WB,20.5,20.6,,ASP,12
28204600000WB,20.6,20.7,,ASP,12
28204600000WB,20.7,20.8,,ASP,12
28204600000WB,20.8,20.9,,ASP,12
28204600000WB,20.9,21,,ASP,12
28204600000WB,21,21.1,,ASP,12
28204600000WB,21.1,21.2,,ASP,12
28204600000WB,21.2,21.3,,ASP,12
28204600000WB,21.3,21.4,,ASP,12
28204600000WB,21.4,21.5,,ASP,12
28204600000WB,21.5,21.6,,ASP,12
28204600000WB,21.6,21.7,,ASP,12
28204600000WB,21.7,21.8,,CRC,12
28204600000WB,21.8,21.9,,ASP,12
28204600000WB,21.9,22,,ASP,12
28204600000WB,22,22.1,,ASP,12
28204600000WB,22.1,22.2,,ASP,12
28204600000WB,22.2,22.3,,ASP,12
28204600000WB,22.3,22.4,,ASP,12
28204600000WB,22.4,22.5,,ASP,12
28204600000WB,22.5,22.6,,ASP,12
28204600000WB,22.6,22.7,,ASP,12
28204600000WB,22.7,22.8,,ASP,12
28204600000WB,22.8,22.9,,ASP,12
28204600000WB,22.9,23,,ASP,12
28204600000WB,23,23.1,,ASP,12
28204600000WB,23.1,23.2,,ASP,12
28204600000WB,23.2,23.3,,ASP,12
28204600000WB,23.3,23.4,,ASP,12
28204600000WB,23.4,23.5,,ASP,12
28204600000WB,23.5,23.6,,ASP,12
28204600000WB,23.6,23.7,,ASP,12
28204600000WB,23.7,23.8,,ASP,12
28204600000WB,23.8,23.9,,ASP,12
28204600000WB,23.9,24,,ASP,12
28204600000WB,24,24.1,,ASP,12
28204600000WB,24.1,24.2,,ASP,12
28204600000WB,24.2,24.3,,ASP,12
28204600000WB,24.3,24.4,,ASP,12
28204600000WB,24.4,24.5,,ASP,12
28204600000WB,24.5,24.6,,ASP,12
28204600000WB,24.6,24.7,,ASP,12
28204600000WB,24.7,24.8,,ASP,12
28204600000WB,24.8,24.9,,ASP,12
28204600000WB,24.9,25,,ASP,12
28204600000WB,25,25.1,,ASP,12
28204600000WB,25.1,25.2,,ASP,12
28204600000WB,25.2,25.3,,ASP,12
28204600000WB,25.3,25.4,,ASP,12
28204600000WB,25.4,25.5,,ASP,12
28204600000WB,25.5,25.6,,ASP,12
28204600000WB,25.6,25.7,,ASP,12
28204600000WB,25.7,25.8,,ASP,12
28204600000WB,25.8,25.9,,ASP,12
28204600000WB,25.9,26,,ASP,12
28204600000WB,26,26.1,,ASP,12
28204600000WB,26.1,26.2,,ASP,12
28204600000WB,26.2,26.3,,ASP,12
28204600000WB,26.3,26.4,,ASP,12
28204600000WB,26.4,26.5,,ASP,12
28204600000WB,26.5,26.6,,ASP,12
28204600000WB,26.6,26.7,,ASP,12
28204600000WB,26.7,26.8,,ASP,12
28204600000WB,26.8,26.9,,ASP,12
28204600000WB,26.9,27,,ASP,12
28204600000WB,27,27.06,,ASP,12
2600679000000,0,0.457,,,
1701716000000,0,0.108,,,
5401337000000,0,0.46,,,
4000450000000,0,0.272,,,
1040020080000,0,0.38,,,5
2840044240000,0,1.6,,,11
0500171000000,0,0.467,,,
0601600000000,0,0.058,,,
4900283000000,0,0.096,,,
4340015070000,0,5.08,,,5
3401303000000,0,0.023,,,
20100770017SB0089D,0,0.316,,,11
2600957000000,0,0.091,,,
4040018030000,0,0.91,,,5
2140119080000,0,0.32,,,5
0201506000000,0,0.169,,,
3600766000000,0,1.332,,,
5400496000000,0,0.367,,,
5501041000000,0,0.447,,,
1400090000000,0,0.276,,,
3401093000000,0,0.302,,,
2800740000000,0,0.034,,,
3940050052500,0,0.002,,,
1000331000000,0,0.037,,,
1300565000000,0,3.346,,,
4100994000000,0,0.073,,,
4440014050000,0,0.66,,,1
4440014050000,0.66,1.9,,,5
0440019960000,0,0.09,,,5
1200616000000,0,0.108,,,
17302790017SB0002C,0,0.13,,,11
0601935000000,0,0.145,,,11
0605263000000,0,0.097,,,
2080901200000,0,0.21,,,11
4440008040000,0,1.45,,,5
1840002230000,0,0.16,,,11
1840002230000,0.16,0.4,,,5
3200480000000,0,1.5,,,
