RouteID|BMP|EMP|ValueDate|Comments|StateID|BeginDate|ValueNumeric|ValueText|DataItem
17200500000EB|1.6|1.7|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|1.7|1.8|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|1.8|1.9|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|1.9|2.0|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.0|2.1|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.1|2.2|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.2|2.3|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.3|2.4|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.4|2.5|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.5|2.6|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.6|2.7|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.7|2.8|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.8|2.9|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|2.9|3.0|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|3.0|3.1|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|3.1|3.2|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|3.2|3.3|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|3.3|3.37|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|3.42|3.5|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|3.5|3.6|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|3.6|3.7|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|3.7|3.8|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.11|6.2|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.2|6.3|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.3|6.4|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.4|6.5|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.5|6.6|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.6|6.7|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.7|6.8|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.8|6.9|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|6.9|7.0|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|7.0|7.1|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|7.1|7.16|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|12.29|12.3|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|12.3|12.4|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|12.4|12.5|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|12.5|12.6|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|12.6|12.7|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|12.7|12.8|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|12.8|12.88|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.25|13.3|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.3|13.4|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.4|13.5|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.5|13.56|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.6|13.7|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.7|13.78|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.78|13.8|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.8|13.9|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|13.9|14.0|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|14.0|14.03|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|14.03|14.2|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|14.2|14.25|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|14.25|14.324|1992||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|14.324|14.6|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|14.6|14.64|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|14.96|15.3|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|15.3|15.31|2025||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|15.31|15.46|2025||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|15.465|15.57|2021||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|15.68|15.7|2012||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|15.7|16.24|2012||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|17.7|17.79|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|17.79|18.0|2012||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|18.0|18.1|1998||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|18.1|18.2|2016||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|18.32|18.45|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|18.45|18.52|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|18.52|18.8|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
17200500000EB|18.85|19.21|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|100.4|100.5|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|100.5|100.6|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|100.6|100.7|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|100.7|100.8|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|100.8|100.9|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|100.9|101.0|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.0|101.1|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.1|101.2|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.2|101.3|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.3|101.4|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.4|101.5|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.5|101.6|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.6|101.7|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.7|101.8|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.8|101.9|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|101.9|102.0|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.0|102.1|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.1|102.2|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.2|102.3|2010||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.3|102.4|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.4|102.5|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.5|102.6|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.6|102.7|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.7|102.8|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.8|102.9|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|102.9|103.0|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.0|103.1|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.1|103.2|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.2|103.3|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.3|103.4|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.4|103.5|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.5|103.6|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.6|103.7|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.7|103.8|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.8|103.9|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|103.9|104.0|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.0|104.1|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.1|104.2|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.2|104.3|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.3|104.4|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.4|104.5|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.5|104.6|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.6|104.7|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.7|104.8|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.8|104.9|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|104.9|105.0|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.0|105.1|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.1|105.2|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.2|105.3|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.3|105.4|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.4|105.5|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.5|105.6|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.6|105.7|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.7|105.8|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.8|105.9|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|105.9|106.0|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|106.0|106.1|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|106.1|106.2|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|106.2|106.3|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
21100790000NB|106.3|106.4|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2530310000000|7.16|7.808|2016||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2530310000000|8.35|8.45|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540060000000|2.11|2.61|2000||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540060000000|4.38|4.86|2000||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540064020000|0.0|0.24|2007||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540072000000|1.02|1.79|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540072000000|2.07|2.67|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540072020000|0.0|0.5|2007||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540072020000|0.72|1.17|2007||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540072020000|1.17|1.71|2007||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540072020000|1.76|1.93|2007||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540073730000|2.11|2.33|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540073730000|2.62|2.673|1999||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540073730000|2.673|3.34|1999||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540250180000|0.0|0.08|1990||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540250310000|0.0|0.55|2000||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540250320000|2.05|2.49|2007||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540250500000|0.0|0.39|1979||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
2540250550000|0.045|0.29|2000||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|129.22|129.52|2012||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|129.52|129.8|2012||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|129.8|129.9|2012||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|129.9|130.19|2012||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|130.19|130.48|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|130.78|132.8|2016||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|132.8|133.0|2025||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|133.0|133.37|2016||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|133.37|134.97|2016||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|135.1|135.66|2016||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|135.66|136.3|2016||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|136.64|136.8|2020||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|136.8|137.874|2020||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|139.1|139.82|2018||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25100790000NB|139.82|140.352|2018||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25200190000NB|7.16|7.97|2023||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25200190000NB|7.97|8.47|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25200190000NB|13.87|13.93|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25200190000NB|13.93|13.96|2023||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25200190000NB|13.96|14.35|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25202500000NB|2.87|3.0|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
25202500000NB|3.785|4.16|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|0.0|3.42|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|4.42|4.54|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|13.21|13.45|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|22.54|24.0|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|25.15|25.85|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|25.85|26.01|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|26.01|27.03|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|27.03|27.265|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|33.83|34.1|2024||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|34.71|35.76|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|35.76|36.13|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|36.13|36.55|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|36.55|38.29|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130007000000|38.29|38.65|2022||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130043000000|2.583|2.65|2007||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130100000000|0.0|0.97|2025||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130100000000|0.97|1.34|2025||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130100000000|1.34|1.64|2025||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130100000000|2.54|2.9|2025||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130705000000|0.0|0.51|1999||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130705000000|0.68|0.7|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130705000000|0.7|1.23|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130705000000|1.23|1.63|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130705000000|1.63|1.64|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130705000000|1.64|1.81|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3130705000000|1.81|2.68|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140007210000|0.0|1.11|1995||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140019190000|0.47|1.29|2023||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140019220000|0.12|0.68|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140019220000|0.68|1.07|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140049000000|0.66|1.25|2021||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140059020000|0.0|0.1|2024||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140059020000|0.1|0.2|2024||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140059020000|0.2|0.44|2024||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140060000000|0.0|0.85|2018||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140060000000|0.85|1.75|2018||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140061040000|0.0|0.25|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140061040000|0.45|0.91|2019||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140064000000|0.0|0.38|2023||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140064030000|0.0|0.29|2016||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067000000|6.22|7.97|2025||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067000000|8.36|8.55|2013||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067010000|0.0|0.1|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067010000|0.1|0.2|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067010000|0.2|0.3|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067010000|0.3|0.4|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067010000|0.4|0.5|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067010000|0.5|0.6|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140067010000|0.6|0.65|2017||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140081000000|7.25|8.03|2014||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140082000000|0.0|1.88|2020||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|0.5|0.6|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|0.6|0.7|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|0.7|0.8|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|0.8|0.9|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|0.9|1.0|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|1.0|1.1|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|1.1|1.2|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|1.2|1.3|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|1.3|1.4|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
3140857000000|1.4|1.41|2015||54|01/01/2025|||YEAR_LAST_IMPROVEMENT
