RouteID|BMP|EMP|ValueNumeric|Comments|StateID|BeginDate|ValueDate|ValueText|DataItem
17200500000EB|14.324|14.6|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|14.6|14.64|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|14.96|15.3|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|15.3|15.31|8.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|15.31|15.46|8.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|15.465|15.57|10.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|15.68|15.7|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|15.7|16.24|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|17.7|17.79|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|17.79|18.0|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|18.0|18.1|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|18.1|18.2|8.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|18.32|18.45|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|18.45|18.52|9.0||54|01/01/2025|||THICKNESS_RIGID
17200500000EB|18.52|18.8|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|100.4|100.5|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|100.5|100.6|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|100.6|100.7|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|100.7|100.8|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|100.8|100.9|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|100.9|101.0|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|101.0|101.1|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|101.1|101.2|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|101.2|101.3|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|101.3|101.4|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|101.4|101.5|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|101.5|101.6|9.0||54|01/01/2025|||THICKNESS_RIGID
21100790000NB|101.6|101.7|9.0||54|01/01/2025|||THICKNESS_RIGID
