RouteID|BMP|EMP|ValueNumeric|Comments|ValueDate|StateID|BeginDate|ValueText|DataItem
0640035000000|7.83|8.63|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0640039000000|2.08|2.62|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200520000EB|0.33|0.45|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200520000EB|0.75|1.01|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0640052030000|0.0|0.22|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|2.97|3.07|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|6.97|7.51|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|7.59|7.96|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|7.96|8.43|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|8.43|8.78|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|8.78|8.82|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|8.82|9.5|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|9.56|9.92|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|9.92|10.27|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600000EB|15.59|17.29|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0640060050000|0.0|0.88|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0640060050000|0.88|1.68|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0640060050000|1.68|1.97|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0640060700000|0.0|0.18|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0640060700000|0.18|0.56|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0640060700000|0.56|0.76|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06200600001EB|0.0|0.39|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|5.87|6.47|2|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|6.47|6.74|2|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|6.74|7.26|2|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|7.26|7.72|2|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|7.72|8.19|2|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|8.19|9.22|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|9.22|9.52|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|17.68|18.08|2|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|18.08|18.49|4|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|18.49|19.32|2|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|19.32|19.71|2|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|19.71|20.19|4|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|20.19|21.04|4|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|21.04|21.16|4|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|21.16|21.75|4|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|21.75|22.39|4|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|22.39|27.11|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|27.11|27.55|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|27.55|28.67|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|28.67|29.44|1|||54|01/01/2024||THICKNESS_FLEXIBLE
06100640000EB|29.44|31.77|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0630101000000|0.16|0.36|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0630152000000|0.76|0.99|1|||54|01/01/2024||THICKNESS_FLEXIBLE
0630193000000|0.46|3.55|2|||54|01/01/2024||THICKNESS_FLEXIBLE
2230003000000|5.71|6.1|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2230010000000|17.81|19.07|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2340005000000|0.45|2.789|2|||54|01/01/2024||THICKNESS_FLEXIBLE
2330010000000|12.79|12.95|2|||54|01/01/2024||THICKNESS_FLEXIBLE
2340210250000|8.09|8.78|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2340210250000|8.78|9.08|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2340210250000|9.08|9.53|1|||54|01/01/2024||THICKNESS_FLEXIBLE
