RouteID|BMP|EMP|ValueNumeric|Comments|ValueDate|StateID|BeginDate|ValueText|DataItem
28200190000NB|6.01|7.44|9|||54|01/01/2024||BASE_THICKNESS
28200190000NB|10.69|10.73|9|||54|01/01/2024||BASE_THICKNESS
28200190000NB|10.73|11.63|9|||54|01/01/2024||BASE_THICKNESS
2840019290000|0.0|2.54|8|||54|01/01/2024||BASE_THICKNESS
2840019290000|2.54|3.32|8|||54|01/01/2024||BASE_THICKNESS
2830020000000|4.23|5.2|9|||54|01/01/2024||BASE_THICKNESS
2830020000000|10.32|11.4|9|||54|01/01/2024||BASE_THICKNESS
2830020000000|12.05|12.78|9|||54|01/01/2024||BASE_THICKNESS
2840021010000|0.0|0.89|8|||54|01/01/2024||BASE_THICKNESS
2840024000000|0.0|0.3|8|||54|01/01/2024||BASE_THICKNESS
2840024000000|0.3|2.789|8|||54|01/01/2024||BASE_THICKNESS
2840025000000|0.0|0.57|8|||54|01/01/2024||BASE_THICKNESS
2840025000000|0.57|1.53|8|||54|01/01/2024||BASE_THICKNESS
2840027000000|0.0|1.57|8|||54|01/01/2024||BASE_THICKNESS
2840027000000|2.12|2.59|8|||54|01/01/2024||BASE_THICKNESS
28200520000EB|14.91|15.37|9|||54|01/01/2024||BASE_THICKNESS
28200520000EB|6.96|7.76|9|||54|01/01/2024||BASE_THICKNESS
28200520004NB|0.0|0.22|9|||54|01/01/2024||BASE_THICKNESS
28200520018EB|0.0|0.02|9|||54|01/01/2024||BASE_THICKNESS
28100770000NB|0.69|2.56|11|||54|01/01/2024||BASE_THICKNESS
2830104000000|1.65|1.93|9|||54|01/01/2024||BASE_THICKNESS
2830104000000|1.93|1.95|9|||54|01/01/2024||BASE_THICKNESS
2830104000000|1.95|2.65|9|||54|01/01/2024||BASE_THICKNESS
28204600000EB|0.029|1.06|9|||54|01/01/2024||BASE_THICKNESS
28204600000EB|1.33|2.9|9|||54|01/01/2024||BASE_THICKNESS
28204600000EB|2.9|3.09|9|||54|01/01/2024||BASE_THICKNESS
28204600000EB|4.29|5.38|9|||54|01/01/2024||BASE_THICKNESS
28204600000EB|13.48|14.72|9|||54|01/01/2024||BASE_THICKNESS
28204600000EB|14.72|15.15|9|||54|01/01/2024||BASE_THICKNESS
2830598000000|0.0|2.13|9|||54|01/01/2024||BASE_THICKNESS
2830598000000|2.4|2.59|9|||54|01/01/2024||BASE_THICKNESS
2830598000000|2.59|2.98|9|||54|01/01/2024||BASE_THICKNESS
4140001000000|1.95|3.4|9|||54|01/01/2024||BASE_THICKNESS
4140001000000|3.4|4.14|9|||54|01/01/2024||BASE_THICKNESS
4130003000000|37.1|37.73|8|||54|01/01/2024||BASE_THICKNESS
4130003000000|35.98|36.18|8|||54|01/01/2024||BASE_THICKNESS
4130003000000|36.23|36.49|8|||54|01/01/2024||BASE_THICKNESS
4140003180000|2.77|3.51|8|||54|01/01/2024||BASE_THICKNESS
4140004030000|0.0|0.47|8|||54|01/01/2024||BASE_THICKNESS
4140006000000|0.0|0.14|8|||54|01/01/2024||BASE_THICKNESS
4140006000000|0.91|1.13|8|||54|01/01/2024||BASE_THICKNESS
4140006020000|1.57|1.69|8|||54|01/01/2024||BASE_THICKNESS
4140006030000|0.53|1.48|8|||54|01/01/2024||BASE_THICKNESS
4140006090000|0.6|1.37|9|||54|01/01/2024||BASE_THICKNESS
41100640000EB|128.91|129.49|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|129.49|132.0|11|||54|01/01/2024||BASE_THICKNESS
4140008000000|0.0|0.11|8|||54|01/01/2024||BASE_THICKNESS
4140008000000|0.19|0.75|8|||54|01/01/2024||BASE_THICKNESS
4140008010000|1.02|1.6|8|||54|01/01/2024||BASE_THICKNESS
4140008030000|0.0|0.65|8|||54|01/01/2024||BASE_THICKNESS
4140009000000|5.28|5.54|8|||54|01/01/2024||BASE_THICKNESS
4140009090000|0.0|1.81|8|||54|01/01/2024||BASE_THICKNESS
4140011000000|0.0|1.26|8|||54|01/01/2024||BASE_THICKNESS
4130016000000|8.47|9.485|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|12.0|14.12|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|14.42|14.72|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|14.72|15.08|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|15.65|15.81|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|18.53|18.82|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|18.82|18.96|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|18.96|19.79|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|9.485|9.8|9|||54|01/01/2024||BASE_THICKNESS
4130016000000|15.08|15.61|9|||54|01/01/2024||BASE_THICKNESS
4140016100000|0.53|0.9|8|||54|01/01/2024||BASE_THICKNESS
4140016160000|0.0|0.42|8|||54|01/01/2024||BASE_THICKNESS
4140016390000|0.0|0.64|8|||54|01/01/2024||BASE_THICKNESS
4140018000000|2.99|3.0|8|||54|01/01/2024||BASE_THICKNESS
4140018000000|3.0|3.51|8|||54|01/01/2024||BASE_THICKNESS
4140018000000|3.51|4.41|8|||54|01/01/2024||BASE_THICKNESS
41200190000NB|0.0|2.17|9|||54|01/01/2024||BASE_THICKNESS
41200190000NB|2.17|6.47|9|||54|01/01/2024||BASE_THICKNESS
41200190023EB|1.1|1.36|9|||54|01/01/2024||BASE_THICKNESS
41200190000NB|17.18|17.95|9|||54|01/01/2024||BASE_THICKNESS
41200190000NB|18.31|18.408|9|||54|01/01/2024||BASE_THICKNESS
41200190000NB|18.408|18.635|9|||54|01/01/2024||BASE_THICKNESS
41200190000NB|18.635|19.329|9|||54|01/01/2024||BASE_THICKNESS
41200190000NB|19.8|21.61|9|||54|01/01/2024||BASE_THICKNESS
41200190000NB|16.669|16.925|9|||54|01/01/2024||BASE_THICKNESS
4140019030000|0.387|0.5|8|||54|01/01/2024||BASE_THICKNESS
4140019030000|0.5|0.98|8|||54|01/01/2024||BASE_THICKNESS
4140019210000|3.73|5.14|8|||54|01/01/2024||BASE_THICKNESS
41200190014NB|0.0|2.63|9|||54|01/01/2024||BASE_THICKNESS
41200190023EB|0.0|0.033|9|||54|01/01/2024||BASE_THICKNESS
41200190023EB|0.033|0.034|9|||54|01/01/2024||BASE_THICKNESS
4140025000000|3.7|5.9|9|||54|01/01/2024||BASE_THICKNESS
4140030000000|4.27|4.52|9|||54|01/01/2024||BASE_THICKNESS
4130041000000|0.0|0.71|8|||54|01/01/2024||BASE_THICKNESS
4130041000000|1.85|1.99|8|||54|01/01/2024||BASE_THICKNESS
4130041000000|1.99|2.19|8|||54|01/01/2024||BASE_THICKNESS
4140041210000|0.0|1.63|8|||54|01/01/2024||BASE_THICKNESS
4140048000000|0.0|1.9|8|||54|01/01/2024||BASE_THICKNESS
4130054000000|2.48|4.86|9|||54|01/01/2024||BASE_THICKNESS
4130054000000|4.86|5.72|9|||54|01/01/2024||BASE_THICKNESS
4130054000000|6.35|6.54|9|||54|01/01/2024||BASE_THICKNESS
4130054000000|6.54|7.1|9|||54|01/01/2024||BASE_THICKNESS
4130054000000|7.1|7.41|9|||54|01/01/2024||BASE_THICKNESS
4130054000000|7.41|8.84|9|||54|01/01/2024||BASE_THICKNESS
4130054000000|10.14|10.33|9|||54|01/01/2024||BASE_THICKNESS
4130061000000|2.604|3.29|9|||54|01/01/2024||BASE_THICKNESS
41100640000EB|120.1|120.5|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|120.69|122.62|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|122.62|122.71|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|122.71|123.18|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|123.18|123.3|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|124.9|125.65|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|125.65|126.6|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|126.65|127.0|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|127.0|127.58|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|132.0|132.53|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|132.84|137.48|11|||54|01/01/2024||BASE_THICKNESS
41100640000EB|137.48|138.01|11|||54|01/01/2024||BASE_THICKNESS
4130210000000|1.2|1.89|8|||54|01/01/2024||BASE_THICKNESS
4130210000000|1.89|2.79|9|||54|01/01/2024||BASE_THICKNESS
4130307000000|4.55|5.59|9|||54|01/01/2024||BASE_THICKNESS
4130307000000|7.42|8.45|11|||54|01/01/2024||BASE_THICKNESS
5530010000000|24.14|24.38|9|||54|01/01/2024||BASE_THICKNESS
5530016000000|1.73|3.33|9|||54|01/01/2024||BASE_THICKNESS
5530016000000|6.42|8.95|9|||54|01/01/2024||BASE_THICKNESS
5530016000000|10.99|11.4|9|||54|01/01/2024||BASE_THICKNESS
55200520000EB|0.0|1.4|9|||54|01/01/2024||BASE_THICKNESS
55200520000EB|4.78|7.65|9|||54|01/01/2024||BASE_THICKNESS
55200520000EB|7.65|8.34|9|||54|01/01/2024||BASE_THICKNESS
5530097000000|21.56|22.26|9|||54|01/01/2024||BASE_THICKNESS
5530097000000|22.83|23.2|9|||54|01/01/2024||BASE_THICKNESS
5530097000000|28.09|32.88|9|||54|01/01/2024||BASE_THICKNESS
0330085000000|10.67|13.13|9|||54|01/01/2024||BASE_THICKNESS
03201190000NB|0.0|2.93|6|||54|01/01/2024||BASE_THICKNESS
03201190000NB|9.44|11.49|9|||54|01/01/2024||BASE_THICKNESS
03201190000NB|11.49|12.36|9|||54|01/01/2024||BASE_THICKNESS
03201190000NB|12.83|13.54|6|||54|01/01/2024||BASE_THICKNESS
03201190000NB|16.97|17.83|6|||54|01/01/2024||BASE_THICKNESS
08100790000NB|39.91|41.43|7|||54|01/01/2024||BASE_THICKNESS
08100790000NB|41.43|44.6|7|||54|01/01/2024||BASE_THICKNESS
20100790000NB|0.0|0.81|9|||54|01/01/2024||BASE_THICKNESS
20100790000NB|0.81|1.95|9|||54|01/01/2024||BASE_THICKNESS
20100790000NB|1.95|2.24|9|||54|01/01/2024||BASE_THICKNESS
20100790000NB|4.51|5.42|9|||54|01/01/2024||BASE_THICKNESS
20100790000NB|5.42|5.56|9|||54|01/01/2024||BASE_THICKNESS
20100790000NB|9.97|10.64|9|||54|01/01/2024||BASE_THICKNESS
20100790000NB|10.64|16.04|9|||54|01/01/2024||BASE_THICKNESS
20100790000NB|16.04|19.22|7|||54|01/01/2024||BASE_THICKNESS
20100790000NB|19.22|20.62|9|||54|01/01/2024||BASE_THICKNESS
20100790000NB|20.62|21.28|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|45.39|47.44|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|47.44|48.4|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|48.4|49.75|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|49.75|50.11|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|50.11|51.56|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|51.56|52.38|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|52.73|53.75|6|||54|01/01/2024||BASE_THICKNESS
20100640000EB|53.75|54.37|6|||54|01/01/2024||BASE_THICKNESS
20100640000EB|54.37|54.8|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|54.8|55.21|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|55.21|56.33|9|||54|01/01/2024||BASE_THICKNESS
20100640000EB|56.33|57.02|8|||54|01/01/2024||BASE_THICKNESS
20100640000EB|57.02|57.48|8|||54|01/01/2024||BASE_THICKNESS
20100640000EB|57.92|58.3|6|||54|01/01/2024||BASE_THICKNESS
20100770000NB|99.12|100.07|9|||54|01/01/2024||BASE_THICKNESS
20100770000NB|100.07|100.28|8|||54|01/01/2024||BASE_THICKNESS
20100770000NB|101.65|102.16|8|||54|01/01/2024||BASE_THICKNESS
20100770000NB|102.66|103.69|8|||54|01/01/2024||BASE_THICKNESS
20100770000NB|103.69|104.81|8|||54|01/01/2024||BASE_THICKNESS
20100770000NB|104.81|105.002|8|||54|01/01/2024||BASE_THICKNESS
20100770000NB|106.17|107.6|8|||54|01/01/2024||BASE_THICKNESS
20100770000NB|112.52|113.47|9|||54|01/01/2024||BASE_THICKNESS
20100770000NB|113.47|114.59|10|||54|01/01/2024||BASE_THICKNESS
20100770000NB|114.59|116.05|10|||54|01/01/2024||BASE_THICKNESS
20100770000NB|116.05|116.66|10|||54|01/01/2024||BASE_THICKNESS
