,RouteId,BeginPoint,EndPoint,BaseTypeVn,SampleId,SurfaceTypeVn
1568,20200600000EB,15.3526,15.4,,200600001484,6
1569,20200600000EB,15.47,15.5,,200600001484,6
1570,20200600000EB,9.8,9.84,,200600000919,6
1571,20300610006EB,0.0725,0.1,,20061E000000,6
1572,20201190000NB,16.0313,16.1,,201190014220,3
1573,20200600000EB,9.9714,10.0,,200600000919,6
1574,20200600000EB,14.84,14.9,,200600001484,6
1575,20200600000EB,14.92,15.0,,200600001484,6
1576,20200600000EB,9.84,9.9,,200600000919,6
1577,20201190000NB,12.2462,12.3,,201190001134,6
1578,20201190000NB,16.0,16.0313,,201190014220,3
1579,20201190000NB,16.6271,16.7,,201190001628,6
1580,20201190000NB,16.9,16.93,,201190001628,6
1581,2030025000000,10.2,10.25,,200250000942,6
1582,2030025000000,10.36,10.4,,200250000942,6
1583,20200600000EB,15.6,15.6285,,200600001484,6
1584,20200600000EB,15.7,15.7439,,200600001484,6
1585,20201190000NB,13.1,13.14,,201190001290,6
1586,20201190000NB,13.14,13.2,,201190001290,6
1587,20200600000EB,15.3,15.3526,,200600001484,6
1588,20201190023NB,0.8629,0.9,,201190000070,6
1589,20201190000NB,13.7,13.774,,201190001290,6
1590,20201190000NB,13.8036,13.832,,201190001290,6
1591,20201190000NB,13.832,13.9,,201190001290,6
1592,20201190000NB,13.962,13.9964,,201190001290,6
1593,20201190023NB,0.8178,0.8338,,201190000070,6
1594,20201190023NB,0.8338,0.8629,,201190000070,6
1595,20200600000EB,10.619,10.6463,,200600000919,6
1596,20200600000EB,10.3185,10.3514,,200600000919,6
1597,20200600000EB,10.707,10.7397,,200600000919,6
1598,20200600000EB,15.4149,15.4452,,200600001484,6
1599,20200600000EB,15.4452,15.47,,200600001484,6
1600,20201190000NB,14.6647,14.7,,201190014220,3
1601,20201190000NB,15.7773,15.8,,201190014220,3
1602,20200600000EB,10.3,10.3185,,200600000919,6
1603,20200600000EB,15.5,15.5274,,200600001484,6
1604,20201190000NB,16.28,16.3,,201190001628,3
1605,20201190000NB,14.4,14.4192,,201190014220,3
1606,20201190000NB,15.2,15.2306,,201190014220,3
1607,20200600000EB,10.4,10.4167,,200600000919,6
1608,20200600000EB,10.5,10.5278,,200600000919,6
1609,20200600000EB,10.6,10.619,,200600000919,6
1610,20200600000EB,10.8,10.8301,,200600000919,6
1611,20201190000NB,13.777,13.8,,201190001290,6
1612,20201190000NB,16.6,16.627,,201190001628,6
1613,2030025000000,10.25,10.3,,200250000942,6
1614,2030025000000,10.3,10.36,,200250000942,6
1615,2030025000000,9.5,9.5226,,200250000942,6
1616,20200600000EB,15.0778,15.1,,200600001484,6
1617,20200600000EB,15.1734,15.2,,200600001484,6
1618,20200600000EB,15.2,15.2327,,200600001484,6
1619,20201190000NB,14.0,14.022,,201190001290,3
1620,20201190000NB,14.022,14.04,,201190001290,3
1621,20300610006EB,0.0628,0.0725,,20061E000000,6
1622,20200600000EB,14.9075,14.92,,200600001484,6
1623,20300610006EB,0.0263,0.0332,,20061E000000,6
1624,20200600000EB,10.5278,10.5433,,200600000919,6
1625,20201190000NB,14.99,15.0,,201190014220,3
1626,20201190000NB,15.5,15.5143,,201190014220,3
1627,20200600000EB,10.2,10.2115,,200600000919,6
1628,20200600000EB,15.4,15.4149,,200600001484,6
1629,20200600000EB,10.3838,10.4,,200600000919,6
1630,20200600000EB,14.9,14.9075,,200600001484,6
1631,20201190000NB,14.2871,14.3,,201190014220,3
1632,20201190000NB,16.8,16.8103,,201190001628,6
1633,2030025000000,10.4,10.4123,,200250000942,6
1634,20200600000EB,15.5879,15.6,,200600001484,6
1635,20200600000EB,15.6916,15.7,,200600001484,6
1636,20201190000NB,12.8,12.82,,201190001134,6
1637,20200600000EB,15.2895,15.3,,200600001484,6
1638,20201190023NB,0.8,0.8178,,201190000070,6
1639,20300610006EB,0.0609,0.0628,,20061E000000,6
1640,20200600000EB,15.0686,15.0778,,200600001484,6
1641,2030025000000,10.4123,10.42,,200250000942,6
1642,20200600000EB,10.5952,10.6,,200600000919,6
1643,20200600000EB,10.7,10.707,,200600000919,6
1644,20200600000EB,15.0,15.0088,,200600001484,6
1645,20200600007WB,8.0,8.0049,,20060W007930,6
1646,20201190000NB,13.6934,13.7,,201190001290,6
1647,20201190000NB,13.9964,14.0,,201190001290,6
1648,20200600000EB,15.1,15.1068,,200600001484,6
1649,20200600007WB,8.0965,8.1,,20060W007930,6
1650,20201190000NB,13.8,13.8036,,201190001290,6
1651,20201190000NB,13.774,13.777,,201190001290,6
1652,20200600000EB,10.1,10.1016,,200600000919,6
1653,20201190000NB,16.28,16.28,,201190001628,3
1654,20201190000NB,16.627,16.6271,,201190001628,6
1655,20200600000EB,9.9,9.9,,200600000919,6
1656,20100770005SB,0.401,0.5,,20077S000000,6
1657,20200600000EB,19.2,19.3,,200600001864,6
1658,20200600000EB,19.4224,19.5,,200600001864,6
1659,20200600000EB,19.8,19.9,,200600001864,6
1660,2030061000000,24.1,24.2,,200610002375,6
1661,2030061000000,24.4,24.5,,200610002375,6
1662,20100770005SB,0.3,0.39,,20077S000000,3
1663,20100770005SB,0.6311,0.67,,20077S000000,6
1664,2030061000000,23.8378,23.8857,,200610002375,6
1665,20200600000EB,18.7145,18.783,,200600001864,6
1666,2030061000000,25.704,25.8,,200610002375,6
1667,20100770005SB,0.0146,0.1,,20077S000000,6
1668,20100770005SB,0.2,0.282,,20077S000000,3
1669,20100770005SB,0.5,0.5856,,20077S000000,6
1670,20200600000EB,19.301,19.4,,200600001864,6
1671,2030061000000,24.5,24.5772,,200610002375,6
1672,2030061000000,24.8,24.8907,,200610002375,6
1673,20100770023NB,0.0,0.1,,20077C000000,6
1674,20100770023NB,0.1,0.2,,20077C000000,6
1675,20100770023NB,0.2,0.3,,20077C000000,6
1676,20100770023NB,0.3,0.4,,20077C000000,6
1677,20100770023NB,0.6,0.7,,20077C000000,6
1678,20100770023NB,0.7,0.8,,20077C000000,6
1679,20200600000EB,15.9,15.9708,,200600001484,6
1680,20200600000EB,18.9,19.0,,200600001864,6
1681,20200600000EB,19.0,19.1,,200600001864,6
1682,20200600000EB,19.1,19.1729,,200600001864,6
1683,20200600000EB,19.6,19.7,,200600001864,6
1684,20200600000EB,20.0,20.08,,200600001864,6
1685,2030061000000,24.0,24.0826,,200610002375,6
1686,2030061000000,25.3194,25.4,,200610002375,6
1687,2030061000000,25.4,25.5,,200610002375,6
1688,2030061000000,25.5,25.5877,,200610002375,6
1689,2030061000000,25.6,25.7,,200610002375,6
1690,2030114000000,0.5212,0.6,,201140000050,6
1691,2030114000000,0.642,0.7,,201140000050,6
1692,2030114000000,0.7,0.8,,201140000050,6
1693,2030114000000,0.82,0.9,,201140000050,6
1694,2040114010000,0.13,0.2,,201140100000,6
1695,2040114010000,0.2,0.3,,201140100000,6
1696,2040114010000,0.3,0.4,,201140100000,6
1697,2040114010000,0.4,0.5,,201140100000,6
1698,2040114010000,0.5,0.6,,201140100000,6
1699,2030061000000,24.2,24.3,,200610002375,6
1700,2030061000000,24.3,24.4,,200610002375,6
1701,2030061000000,24.6,24.7,,200610002375,6
1702,2030061000000,24.7,24.8,,200610002375,6
1703,2030061000000,24.9,25.0,,200610002375,6
1704,2030061000000,25.0,25.0923,,200610002375,6
1705,2030114000000,1.0,1.1,,201140000050,6
1706,20100770023NB,0.8,0.9,,20077C000000,6
1707,20100770023NB,0.9,1.0,,20077C000000,6
1708,2040060630000,0.2,0.3,,200606300006,3
1709,2040114010000,0.6,0.7,,201140100000,6
1710,2040114010000,0.7,0.8,,201140100000,6
1711,20201190023NB,0.7,0.8,,201190000070,6
1712,2030061000000,23.936,24.0,,200610002375,6
1713,2030061000000,25.117,25.2,,200610002375,6
1714,20200600000EB,19.9051,19.9608,,200600001864,6
1715,2040114010000,0.0,0.0596,,201140100000,6
1716,20200600000EB,16.1275,16.1787,,200600001607,6
1717,20200600000EB,15.8166,15.8439,,200600001484,6
1718,20100770005SB,0.1684,0.1982,,20077S000000,6
1719,2030114000000,1.3391,1.3813,,201140000050,6
1720,20200600000EB,16.2149,16.2526,,200600001607,6
1721,20200600000EB,16.304,16.3916,,200600001607,6
1722,20100770023NB,0.5391,0.6,,20077C000000,6
1723,20100770005SB,0.123,0.1684,,20077S000000,6
1724,20100770005SB,0.6,0.6311,,20077S000000,6
1725,20200600000EB,19.5,19.55,,200600001864,6
1726,20200600000EB,19.7423,19.8,,200600001864,6
1727,2030061000000,23.75,23.8,,200610002375,6
1728,2030061000000,23.8,23.8378,,200610002375,6
1729,20100770023NB,0.4,0.4621,,20077C000000,6
1730,20100770023NB,0.5,0.5391,,20077C000000,6
1731,20200600000EB,15.7684,15.8,,200600001484,6
1732,20200600000EB,18.8,18.8594,,200600001864,6
1733,20200600000EB,19.55,19.6,,200600001864,6
1734,20200600000EB,19.7,19.7423,,200600001864,6
1735,2030061000000,25.2,25.2596,,200610002375,6
1736,2030061000000,25.2596,25.3,,200610002375,6
1737,2030114000000,0.9,0.955,,201140000050,6
1738,2030114000000,1.1,1.1457,,201140000050,6
1739,2030114000000,1.1457,1.2,,201140000050,6
1740,2030114000000,1.2,1.2635,,201140000050,6
