,RouteId,BeginPoint,EndPoint,YearLastConstructionVd,SampleId,SurfaceTypeVn
1964,41100770016NB,36.4,36.5,,410770003575,6
1965,41100770016NB,40.7,40.737,,410770004060,3
1966,41100770016NB,36.507,36.543,,410770003575,6
1967,41100770016NB,36.543,36.6,,410770003575,6
1968,41100640007WB,0.0,0.0437,,41064W000000,3
1969,41100640000EB,120.0744,120.1,,410640011892,3
1970,41100640007WB,0.0437,0.1,,41064W000000,3
1971,41100770004NB,0.4,0.43,,41077N000000,3
1972,41100640000EB,119.8,119.8156,,410640011892,3
1973,41100770016NB,37.8,37.82,,410770003575,6
1974,41100770016NB,41.68,41.7,,410770004168,6
1975,41100640000EB,119.952,119.976,,410640011892,3
1976,41100640000EB,120.0,120.022,,410640011892,3
1977,41100640000EB,120.022,120.049,,410640011892,3
1978,41100640000EB,119.976,120.0,,410640011892,3
1979,41100770016NB,40.8,40.811,,410770004060,6
1980,41100640000EB,120.066,120.0744,,410640011892,3
1981,41100640000EB,120.049,120.054,,410640011892,3
1982,41100640000EB,120.054,120.066,,410640011892,3
1983,41100770016NB,36.5,36.507,,410770003575,6
1984,41100770004NB,0.3999,0.4,,41077N000000,3
1985,45100640000EB,139.2,139.3,,450640013838,3
1986,45100640000EB,139.9,140.0,,450640013838,3
1987,45100640000EB,140.2,140.3,,450640013838,3
1988,45100640000EB,138.4,138.5,,450640013838,3
1989,45100640000EB,138.9,139.0,,450640013838,3
1990,45100640000EB,138.01,138.1,,450640013801,3
1991,45100640000EB,138.5,138.6,,450640013838,3
1992,45100640000EB,138.8,138.9,,450640013838,3
1993,45100640000EB,139.3,139.4,,450640013838,3
1994,45100640000EB,139.4,139.5,,450640013838,3
1995,45100640000EB,139.5,139.6,,450640013838,3
1996,45100640000EB,139.6,139.7,,450640013838,3
1997,45100640000EB,139.7,139.8,,450640013838,3
1998,45100640000EB,139.8,139.9,,450640013838,3
1999,45100640000EB,140.0,140.1,,450640013838,3
2000,45100640000EB,140.1,140.2,,450640013838,3
2001,45100640000EB,139.0,139.1,,450640013838,3
2002,45100640000EB,139.1,139.2,,450640013838,3
2003,45100640000EB,138.2,138.2583,,450640013801,6
2004,45100640000EB,138.1,138.145,,450640013801,6
2005,45100640000EB,138.145,138.1823,,450640013801,6
2006,45100640000EB,138.3,138.3425,,450640013801,3
2007,45100640000EB,138.7,138.7393,,450640013838,3
2008,45100640000EB,138.7393,138.8,,450640013838,3
2009,45100640000EB,138.3425,138.373,,450640013801,3
2010,45100640000EB,138.6172,138.672,,450640013838,3
2011,45100640000EB,138.38,138.4,,450640013838,3
2012,45100640000EB,138.1823,138.2,,450640013801,6
2013,45100640000EB,138.273,138.3,,450640013801,6
2014,45100640000EB,138.672,138.7,,450640013838,3
2015,45100640000EB,138.6,138.6172,,450640013838,3
2016,45100640000EB,138.2583,138.273,,450640013801,6
2017,45100640000EB,138.373,138.38,,450640013801,3
2018,4130041000000,1.9156,1.9693,,410410000185,6
2019,4130041000000,1.9693,1.99,,410410000185,6
2020,4130041000000,1.9,1.9156,,410410000185,6
2021,10200190000NB,3.0,3.1,,100190000285,6
2022,10200190000NB,5.9,6.0,,100190000389,6
2023,10200190000NB,0.4,0.5,,100190000000,6
2024,10200190000NB,0.5,0.6,,100190000000,6
2025,10200190000NB,0.7058,0.8,,100190000000,6
2026,10200190000NB,0.8,0.9,,100190000000,6
2027,10200190000NB,3.1,3.2,,100190000285,6
2028,10200190000NB,3.2,3.3,,100190000285,6
2029,10200190000NB,3.4,3.5,,100190000285,6
2030,10200190000NB,3.5,3.6,,100190000285,6
2031,10200190000NB,3.6,3.7,,100190000285,6
2032,10200190000NB,3.7,3.8,,100190000285,6
2033,10200190000NB,4.0,4.1,,100190000389,6
2034,10200190000NB,4.1,4.2,,100190000389,6
2035,10200190000NB,4.2,4.3,,100190000389,6
2036,10200190000NB,4.3,4.4,,100190000389,6
2037,10200190000NB,4.4,4.5,,100190000389,6
2038,10200190000NB,4.5,4.6,,100190000389,6
2039,10200190000NB,0.1,0.2,,100190000000,6
2040,10200190000NB,0.2,0.3,,100190000000,6
2041,10200190000NB,0.3,0.4,,100190000000,6
2042,10200190000NB,4.6154,4.7,,100190000389,6
2043,10200190000NB,4.7,4.8,,100190000389,6
2044,10200190000NB,4.9,5.0,,100190000389,6
2045,10200190000NB,5.0,5.1,,100190000389,6
2046,10200190000NB,5.1,5.2,,100190000389,6
2047,10200190000NB,5.2,5.3,,100190000389,6
2048,10200190000NB,5.32,5.4,,100190000389,6
2049,10200190000NB,5.4,5.5,,100190000389,6
2050,10200190000NB,5.5,5.6,,100190000389,6
2051,10200190000NB,5.6,5.7,,100190000389,6
2052,10200190000NB,5.8,5.9,,100190000389,6
2053,10200190000NB,6.0,6.1,,100190000389,6
2054,10200190000NB,6.1,6.16,,100190000389,6
2055,10200190000NB,3.917,4.0,,100190000389,6
2056,10200190000NB,0.6,0.7,,100190000000,6
2057,10200190000NB,2.85,2.9,,100190000285,6
2058,10200190000NB,2.9,3.0,,100190000285,6
2059,10200190000NB,3.3,3.3607,,100190000285,6
2060,10200190000NB,0.042,0.1,,100190000000,6
2061,10200190000NB,4.8,4.85,,100190000389,6
2062,10200190000NB,4.85,4.9,,100190000389,6
2063,10200190000NB,5.74,5.8,,100190000389,6
2064,10200190000NB,0.9,1.0,,100190000000,6
2065,10200190000NB,0.0,0.042,,100190000000,6
2066,10200190000NB,3.3607,3.4,,100190000285,6
2067,10200190000NB,3.8,3.82,,100190000285,3
2068,10200190000NB,4.6,4.6154,,100190000389,6
2069,10200190000NB,5.7,5.7327,,100190000389,6
2070,10200190000NB,3.89,3.9,,100190000389,3
2071,10200190000NB,5.3,5.32,,100190000389,6
2072,10200190000NB,1.001,1.02,,100190000000,3
2073,10200190000NB,3.9,3.917,,100190000389,6
2074,10200190000NB,5.7327,5.74,,100190000389,6
2075,10200190000NB,0.7,0.7058,,100190000000,6
2076,10200190000NB,1.0,1.001,,100190000000,3
2077,45100640000EB,140.5,140.6,,450640013838,3
2078,45100640000EB,140.3,140.4,,450640013838,3
2079,45100640000EB,140.4,140.5,,450640013838,3
2080,32202190000NB,14.4,14.5,,322190001438,6
2081,32202190000NB,14.5,14.6,,322190001438,6
2082,32202190000NB,14.7,14.8,,322190001438,6
2083,32202190000NB,14.8,14.8583,,322190001438,6
2084,32202190000NB,14.9,15.0,,322190001438,6
2085,32202190000NB,16.5,16.6,,322190001618,6
2086,32202190000NB,16.7,16.8,,322190001618,6
2087,32202190000NB,16.8,16.9,,322190001618,6
2088,32202190000NB,16.9,17.0,,322190001618,6
2089,32202190000NB,17.0,17.1,,322190001618,6
2090,32202190000NB,17.1,17.2,,322190001618,6
2091,32202190000NB,17.2,17.3,,322190001618,6
2092,32202190000NB,17.3,17.3768,,322190001618,6
2093,32202190000NB,15.0,15.1,,322190001438,6
2094,32202190000NB,15.1,15.2,,322190001438,6
2095,32202190000NB,15.2,15.3,,322190001438,6
2096,32202190000NB,15.3,15.4,,322190001438,6
2097,32202190000NB,15.5,15.6,,322190001438,6
2098,32202190000NB,17.4,17.5,,322190001618,6
2099,32202190000NB,17.5,17.6,,322190001618,6
2100,32202190000NB,15.6,15.7,,322190001438,6
2101,32202190000NB,15.7,15.8,,322190001438,6
2102,32202190000NB,16.0,16.1,,322190001438,6
2103,32202190000NB,16.2,16.3,,322190001618,6
2104,32202190000NB,16.3,16.4,,322190001618,6
2105,32202190000NB,15.8,15.9,,322190001438,6
2106,32202190000NB,15.9,16.0,,322190001438,6
2107,32202190000NB,14.6,14.7,,322190001438,6
2108,32202190000NB,16.4321,16.5,,322190001618,6
2109,32202190000NB,15.4,15.5,,322190001438,6
2110,32202190000NB,16.1,16.18,,322190001438,6
2111,32202190000NB,16.6,16.656,,322190001618,6
2112,32202190000NB,16.656,16.688,,322190001618,6
2113,32202190000NB,14.38,14.4,,322190001438,6
2114,32202190000NB,14.8583,14.9,,322190001438,6
2115,32202190000NB,16.4,16.4321,,322190001618,6
2116,32202190000NB,16.18,16.2,,322190001618,6
2117,32202190000NB,17.3768,17.3927,,322190001618,6
2118,32202190000NB,16.688,16.7,,322190001618,6
2119,32202190000NB,17.3927,17.4,,322190001618,6
2120,32202190000NB,18.2,18.3,,322190001618,6
2121,32202190000NB,17.9,18.0,,322190001618,6
2122,32202190000NB,18.0,18.1,,322190001618,6
2123,32202190000NB,18.1,18.2,,322190001618,6
2124,32202190000NB,18.5,18.6,,322190001618,6
2125,32202190000NB,17.6,17.7,,322190001618,6
2126,32202190000NB,17.7,17.8,,322190001618,6
2127,32202190000NB,17.8,17.8657,,322190001618,6
2128,32202190000NB,18.3,18.4,,322190001618,6
2129,32202190000NB,18.4,18.45,,322190001618,6
2130,32202190000NB,18.45,18.5,,322190001618,6
2131,32202190000NB,17.8657,17.9,,322190001618,6
2132,32202190000NB,19.3,19.4,,322190001924,6
2133,32202190000NB,19.6,19.66,,322190001924,6
2134,32202190000NB,18.6,18.7,,322190001618,6
2135,32202190000NB,18.7,18.8,,322190001618,6
2136,32202190000NB,18.8,18.9,,322190001618,6
2137,32202190000NB,18.9,19.0,,322190001618,6
2138,32202190000NB,19.0,19.1,,322190001618,6
2139,32202190000NB,19.1,19.2,,322190001618,6
2140,32202190000NB,19.4,19.5,,322190001924,6
2141,32202190000NB,19.5,19.6,,322190001924,6
2142,32202190000NB,26.1,26.2,,322190002492,6
2143,32202190000NB,25.0,25.1,,322190002492,6
2144,32202190000NB,25.1,25.2,,322190002492,6
2145,32202190000NB,25.2,25.3,,322190002492,6
2146,32202190000NB,25.3,25.4,,322190002492,6
2147,32202190000NB,25.6,25.7,,322190002492,6
2148,32202190000NB,25.7,25.8,,322190002492,6
2149,32202190000NB,25.8,25.9,,322190002492,6
2150,32202190000NB,26.0,26.1,,322190002492,6
2151,32202190000NB,19.24,19.3,,322190001924,6
2152,32202190000NB,19.2,19.24,,322190001618,6
2153,32202190000NB,26.2,26.24,,322190002492,6
2154,32202190000NB,24.9325,25.0,,322190002492,6
2155,32202190000NB,25.4,25.4703,,322190002492,6
2156,32202190000NB,25.5,25.6,,322190002492,6
2157,32202190000NB,25.93,26.0,,322190002492,6
2158,32202190000NB,25.4703,25.5,,322190002492,6
2159,32202190000NB,25.9,25.93,,322190002492,6
2160,32202190000NB,24.92,24.9325,,322190002492,6
2161,45100640000EB,140.6,140.7,,450640013838,3
2162,45100640000EB,141.0,141.1,,450640013838,3
2163,45100640000EB,141.4,141.5,,450640013838,3
2164,45100640000EB,141.9,142.0,,450640013838,3
2165,45100640000EB,144.5,144.6,,450640014375,3
2166,45100640000EB,145.3,145.4,,450640014375,3
2167,45100640000EB,145.6,145.7,,450640014375,3
2168,45100640000EB,145.9,146.0,,450640014375,3
2169,45100640000EB,146.2,146.3,,450640014375,3
2170,45100640000EB,142.3,142.4,,450640013838,3
2171,45100640000EB,146.6,146.7,,450640014375,3
2172,45100640000EB,142.7,142.7438,,450640013838,3
2173,45100640000EB,140.7,140.8,,450640013838,3
2174,45100640000EB,140.8,140.8477,,450640013838,3
2175,45100640000EB,143.0,143.1,,450640013838,3
2176,45100640000EB,143.2,143.3,,450640014320,3
2177,45100640000EB,143.3,143.4,,450640014320,3
2178,45100640000EB,143.4,143.5,,450640014320,3
2179,45100640000EB,143.5,143.5799,,450640014320,3
2180,45100640000EB,143.6,143.7,,450640014320,3
2181,45100640000EB,143.8,143.9,,450640014375,3
2182,45100640000EB,143.9,144.0,,450640014375,3
2183,45100640000EB,144.0,144.1,,450640014375,3
2184,45100640000EB,144.1,144.2,,450640014375,3
2185,45100640000EB,144.2,144.3,,450640014375,3
2186,45100640000EB,144.3,144.4,,450640014375,3
2187,45100640000EB,144.6,144.7,,450640014375,3
2188,45100640000EB,144.7,144.8,,450640014375,3
2189,45100640000EB,144.8,144.9,,450640014375,3
2190,45100640000EB,144.9,145.0,,450640014375,3
2191,45100640000EB,145.0,145.1,,450640014375,3
2192,45100640000EB,145.1,145.2,,450640014375,3
2193,45100640000EB,145.2,145.3,,450640014375,3
2194,45100640000EB,145.4,145.5,,450640014375,3
2195,45100640000EB,145.5,145.6,,450640014375,3
2196,45100640000EB,145.7,145.8,,450640014375,3
2197,45100640000EB,145.8,145.9,,450640014375,3
2198,45100640000EB,146.0,146.1,,450640014375,3
2199,45100640000EB,146.1,146.2,,450640014375,3
2200,45100640000EB,146.4,146.4491,,450640014375,3
2201,45100640000EB,146.5,146.6,,450640014375,3
2202,45100640000EB,140.9,141.0,,450640013838,3
2203,45100640000EB,141.1,141.2,,450640013838,3
2204,45100640000EB,141.2,141.3,,450640013838,3
2205,45100640000EB,141.3,141.4,,450640013838,3
2206,45100640000EB,141.5,141.6,,450640013838,3
2207,45100640000EB,141.6,141.7,,450640013838,3
2208,45100640000EB,142.2,142.3,,450640013838,3
2209,45100640000EB,142.4,142.5,,450640013838,3
2210,45100640000EB,142.5,142.6,,450640013838,3
2211,45100640000EB,142.6,142.7,,450640013838,3
2212,45100640000EB,142.8441,142.9,,450640013838,3
2213,45100640000EB,141.7,141.8,,450640013838,3
2214,45100640000EB,141.8,141.9,,450640013838,3
2215,45100640000EB,142.0,142.1,,450640013838,3
2216,45100640000EB,142.1,142.2,,450640013838,3
2217,45100640000EB,142.7438,142.8,,450640013838,3
2218,45100640000EB,142.8,142.8441,,450640013838,3
2219,45100640000EB,146.3,146.36,,450640014375,3
2220,45100640000EB,143.7,143.75,,450640014320,3
2221,45100640000EB,144.4,144.5,,450640014375,3
2222,45100640000EB,146.36,146.4,,450640014375,3
2223,45100640000EB,146.4491,146.5,,450640014375,3
2224,45100640000EB,140.8477,140.9,,450640013838,3
2225,45100640000EB,142.931,142.963,,450640013838,6
2226,45100640000EB,142.963,143.0,,450640013838,6
2227,45100640000EB,143.1,143.168,,450640013838,3
2228,45100640000EB,143.75,143.7828,,450640014375,3
2229,45100640000EB,143.5799,143.6,,450640014320,3
2230,45100640000EB,142.9,142.931,,450640013838,6
2231,45100640000EB,143.7828,143.8,,450640014375,3
2232,45100640000EB,143.168,143.1873,,450640013838,3
2233,45100640000EB,143.1873,143.198,,450640013838,3
2234,45100640000EB,143.198,143.2,,450640013838,3
2235,13100640000EB,148.5,148.6,,130640014793,3
2236,13100640000EB,150.9,151.0,,130640014984,3
2237,13100640000EB,151.3,151.4,,130640014984,3
2238,45100640000EB,147.2,147.3,,450640014375,3
2239,45100640000EB,147.5,147.6,,450640014375,3
2240,13100640000EB,148.2,148.3,,130640014793,3
2241,13100640000EB,148.9,149.0,,130640014793,3
2242,13100640000EB,147.93,148.0,,130640014793,3
2243,13100640000EB,148.3,148.4,,130640014793,3
2244,13100640000EB,148.4,148.5,,130640014793,3
2245,13100640000EB,148.6,148.7,,130640014793,3
2246,13100640000EB,148.7,148.8,,130640014793,3
2247,13100640000EB,148.8,148.9,,130640014793,3
2248,13100640000EB,149.0,149.1,,130640014793,3
2249,13100640000EB,149.1,149.2,,130640014793,3
2250,13100640000EB,149.2,149.3,,130640014793,3
2251,13100640000EB,149.3,149.378,,130640014793,3
2252,13100640000EB,150.5,150.6,,130640014984,3
2253,13100640000EB,150.7,150.8,,130640014984,3
2254,13100640000EB,150.8,150.9,,130640014984,3
2255,13100640000EB,151.0,151.1,,130640014984,3
2256,13100640000EB,151.1,151.2,,130640014984,3
2257,13100640000EB,151.2,151.3,,130640014984,3
2258,13100640000EB,151.4223,151.5,,130640014984,3
2259,13100640000EB,151.5,151.6,,130640014984,3
2260,13100640000EB,151.6,151.7,,130640014984,3
2261,13100640000EB,151.7,151.8,,130640014984,3
2262,13100640000EB,151.8,151.9,,130640014984,3
2263,13100640000EB,151.9,152.0,,130640014984,3
2264,13100640000EB,152.0,152.1,,130640014984,3
2265,13100640000EB,152.1,152.2,,130640014984,3
2266,13100640000EB,152.2,152.3,,130640014984,3
2267,13100640000EB,152.3,152.4,,130640014984,3
2268,13100640000EB,152.4,152.4769,,130640014984,3
2269,13100640000EB,152.5,152.6,,130640014984,3
2270,13100640000EB,152.6,152.7,,130640014984,3
2271,13100640000EB,147.6,147.7,,130640014760,3
2272,13100640000EB,147.75,147.8,,130640014760,3
2273,13100640000EB,147.8,147.9,,130640014760,3
2274,13100640000EB,148.0,148.1,,130640014793,3
2275,13100640000EB,148.1,148.2,,130640014793,3
2276,13100640000EB,149.6,149.7,,130640014793,3
2277,13100640000EB,149.9,150.0,,130640014984,3
2278,45100640000EB,146.7,146.8,,450640014375,3
2279,45100640000EB,146.8,146.9,,450640014375,3
2280,45100640000EB,146.9,147.0,,450640014375,3
2281,45100640000EB,147.0,147.1,,450640014375,3
2282,45100640000EB,147.1,147.2,,450640014375,3
2283,45100640000EB,147.3,147.4,,450640014375,3
2284,45100640000EB,147.4,147.5,,450640014375,3
2285,13100640000EB,150.0,150.1,,130640014984,3
2286,13100640000EB,147.9,147.93,,130640014760,3
2287,13100640000EB,150.3135,150.4,,130640014984,3
2288,13100640000EB,150.6,150.7,,130640014984,3
2289,13100640000EB,147.7,147.75,,130640014760,3
2290,13100640000EB,149.531,149.6,,130640014793,3
2291,13100640000EB,149.7,149.8,,130640014793,3
2292,13100640000EB,149.84,149.9,,130640014984,3
2293,13100640000EB,150.4,150.456,,130640014984,3
2294,13100640000EB,150.232,150.3,,130640014984,3
2295,13100640000EB,150.1,150.145,,130640014984,3
2296,13100640000EB,149.4,149.472,,130640014793,3
2297,13100640000EB,151.4,151.4223,,130640014984,3
2298,13100640000EB,149.5,149.531,,130640014793,3
2299,13100640000EB,149.8,149.83,,130640014793,3
2300,13100640000EB,150.1573,150.2,,130640014984,3
2301,13100640000EB,150.456,150.496,,130640014984,3
2302,13100640000EB,149.476,149.5,,130640014793,3
2303,13100640000EB,152.4769,152.49,,130640014984,3
2304,13100640000EB,149.83,149.84,,130640014793,3
2305,13100640000EB,149.378,149.4,,130640014793,3
2306,13100640000EB,150.3,150.3135,,130640014984,3
2307,13100640000EB,150.2,150.214,,130640014984,3
2308,13100640000EB,150.2154,150.232,,130640014984,3
2309,13100640000EB,152.49,152.5,,130640014984,3
2310,13100640000EB,150.145,150.153,,130640014984,3
2311,13100640000EB,150.496,150.5,,130640014984,3
2312,13100640000EB,150.153,150.1573,,130640014984,3
2313,13100640000EB,149.472,149.476,,130640014793,3
2314,13100640000EB,150.214,150.2154,,130640014984,3
2315,13100640000EB,152.7,152.8,,130640014984,3
2316,13100640000EB,152.8,152.9,,130640014984,3
2317,13100640000EB,160.2,160.3,,130640015618,6
2318,13100640000EB,160.4,160.5,,130640015618,6
2319,13100640000EB,160.5,160.6,,130640015618,6
2320,13100640000EB,160.6,160.7,,130640015618,6
2321,13100640000EB,160.7,160.8,,130640015618,6
2322,13100640000EB,160.9,161.0,,130640015618,6
2323,13100640000EB,161.0,161.0986,,130640015618,6
2324,13100640000EB,161.1,161.2,,130640015618,6
2325,13100640000EB,161.2,161.3,,130640015618,6
2326,13100640000EB,161.3,161.4,,130640015618,6
2327,13100640000EB,160.3397,160.4,,130640015618,6
2328,13100640000EB,160.8,160.89,,130640015618,6
2329,13100640000EB,161.4,161.46,,130640015618,6
2330,13100640000EB,160.3,160.3368,,130640015618,6
2331,13100640000EB,160.89,160.9,,130640015618,6
2332,13100640000EB,160.3368,160.3397,,130640015618,6
2333,13100640000EB,161.0986,161.1,,130640015618,6
2334,13100640000EB,153.8,153.9,,130640014984,3
2335,13100640000EB,155.1,155.2,,130640014984,3
2336,13100640000EB,156.4,156.5,,130640015618,6
2337,13100640000EB,156.8,156.9,,130640015618,6
2338,13100640000EB,157.1,157.2,,130640015618,6
2339,13100640000EB,157.4,157.5,,130640015618,6
2340,13100640000EB,157.7,157.8,,130640015618,6
2341,13100640000EB,156.0,156.1,,130640014984,6
2342,13200600000EB,17.3,17.4,,130600001648,6
2343,13100640000EB,153.0,153.06,,130640014984,3
2344,13100640000EB,156.1,156.18,,130640014984,6
2345,13100640000EB,157.8211,157.9,,130640015618,6
2346,13100640000EB,157.9,158.0,,130640015618,6
2347,13100640000EB,158.0,158.1,,130640015618,6
2348,13100640000EB,157.5,157.6,,130640015618,6
2349,13100640000EB,157.6,157.7,,130640015618,6
2350,13100640000EB,157.2,157.3,,130640015618,6
2351,13100640000EB,157.3,157.4,,130640015618,6
2352,13100640000EB,156.9,157.0,,130640015618,6
2353,13100640000EB,157.0,157.1,,130640015618,6
2354,13100640000EB,156.7,156.8,,130640015618,6
2355,13100640000EB,156.5,156.6,,130640015618,6
2356,13100640000EB,156.6,156.7,,130640015618,6
2357,13100640000EB,156.2,156.3,,130640015618,6
2358,13100640000EB,155.9,155.9776,,130640014984,6
2359,13100640000EB,155.7,155.8,,130640014984,6
2360,13100640000EB,155.8,155.9,,130640014984,6
2361,13100640000EB,155.4,155.5,,130640014984,3
2362,13100640000EB,155.2,155.3,,130640014984,3
2363,13100640000EB,155.3,155.4,,130640014984,3
2364,13100640000EB,154.91,155.0,,130640014984,3
2365,13100640000EB,154.8,154.9,,130640014984,3
2366,13100640000EB,154.7,154.8,,130640014984,3
2367,13100640000EB,154.6,154.7,,130640014984,3
2368,13100640000EB,154.5,154.6,,130640014984,3
2369,13100640000EB,154.4,154.5,,130640014984,3
2370,13100640000EB,154.3,154.4,,130640014984,3
2371,13100640000EB,154.2,154.3,,130640014984,3
2372,13200600000EB,16.9,17.0,,130600001648,6
2373,13200600000EB,17.0,17.1,,130600001648,6
2374,13200600000EB,17.1,17.2,,130600001648,6
2375,13200600000EB,17.2,17.3,,130600001648,6
2376,13100640000EB,154.1,154.2,,130640014984,3
2377,13100640000EB,153.9,154.0,,130640014984,3
2378,13100640000EB,154.0,154.1,,130640014984,3
2379,13100640000EB,153.7,153.8,,130640014984,3
2380,13100640000EB,153.6,153.7,,130640014984,3
2381,13100640000EB,153.5,153.6,,130640014984,3
2382,13100640000EB,153.4,153.5,,130640014984,3
2383,13100640000EB,153.3,153.4,,130640014984,3
2384,13100640000EB,153.1,153.2,,130640014984,3
2385,13100640000EB,153.2,153.3,,130640014984,3
2386,13100640000EB,152.9,153.0,,130640014984,3
2387,13200600000EB,16.5,16.6,,130600001648,6
2388,13200600000EB,16.6,16.7,,130600001648,6
2389,13200600000EB,16.7,16.8,,130600001648,6
2390,13200600000EB,16.8,16.9,,130600001648,6
2391,13100640000EB,153.06,153.1,,130640014984,3
2392,13100640000EB,155.0284,155.1,,130640014984,3
2393,13100640000EB,156.3452,156.4,,130640015618,6
2394,13100640000EB,155.536,155.6,,130640014984,6
2395,13100640000EB,155.6659,155.7,,130640014984,6
2396,13100640000EB,158.1,158.14,,130640015618,6
2397,13100640000EB,156.3,156.3452,,130640015618,6
2398,13100640000EB,155.5,155.536,,130640014984,6
2399,13100640000EB,155.62,155.6659,,130640014984,6
2400,13100640000EB,157.8,157.8211,,130640015618,6
2401,13100640000EB,155.9839,156.0,,130640014984,6
2402,13200600000EB,17.4,17.43,,130600001648,6
2403,13100640000EB,156.18,156.2,,130640015618,6
2404,13100640000EB,155.0,155.0284,,130640014984,3
2405,13200600000EB,16.48,16.5,,130600001648,6
2406,13100640000EB,154.9,154.91,,130640014984,3
2407,13100640000EB,155.6,155.608,,130640014984,6
2408,13100640000EB,155.608,155.62,,130640014984,6
2409,13100640000EB,155.9776,155.9839,,130640014984,6
2410,13100640000EB,158.2,158.3,,130640015618,6
2411,13100640000EB,158.3,158.4,,130640015618,6
2412,13100640000EB,158.4,158.5,,130640015618,6
2413,13100640000EB,159.8,159.9,,130640015618,6
2414,13100640000EB,160.0,160.1,,130640015618,6
2415,13100640000EB,160.1,160.2,,130640015618,6
2416,13100640000EB,159.7,159.8,,130640015618,6
2417,13100640000EB,159.6,159.7,,130640015618,6
2418,13100640000EB,159.5,159.6,,130640015618,6
2419,13100640000EB,159.3,159.4,,130640015618,6
2420,13100640000EB,159.2,159.3,,130640015618,6
2421,13100640000EB,159.1,159.2,,130640015618,6
2422,13100640000EB,159.0,159.1,,130640015618,6
2423,13100640000EB,158.9,159.0,,130640015618,6
2424,13100640000EB,158.8,158.9,,130640015618,6
2425,13100640000EB,158.5,158.6,,130640015618,6
2426,13100640000EB,158.6,158.7,,130640015618,6
2427,13100640000EB,159.426,159.5,,130640015618,6
2428,13100640000EB,158.14,158.2,,130640015618,6
2429,13100640000EB,159.9,160.0,,130640015618,6
2430,13100640000EB,158.7,158.8,,130640015618,6
2431,13100640000EB,159.41,159.426,,130640015618,6
2432,13100640000EB,159.404,159.41,,130640015618,6
2433,13100640000EB,159.4,159.404,,130640015618,6
2434,13202190000NB,10.3325,10.4,,132190001001,6
2435,13202190000NB,10.2,10.3,,132190001001,6
2436,13202190000NB,10.5,10.5635,,132190001001,6
2437,13202190000NB,10.1,10.2,,132190001001,6
2438,13202190000NB,9.2,9.28,,132190000906,6
2439,13202190000NB,9.3,9.4,,132190000906,6
2440,13202190000NB,9.5,9.56,,132190000906,6
2441,13202190000NB,9.6,9.68,,132190000906,6
2442,13202190000NB,9.41,9.49,,132190000906,6
2443,13202190000NB,9.74,9.78,,132190000906,6
2444,13202190000NB,9.83,9.85,,132190000906,6
2445,13202190000NB,10.4334,10.48,,132190001001,6
2446,13202190000NB,10.01,10.0848,,132190001001,6
2447,13202190000NB,10.4,10.4334,,132190001001,6
2448,13202190000NB,9.87,9.9,,132190000906,6
2449,13202190000NB,9.06,9.1,,132190000906,6
2450,13202190000NB,9.1396,9.2,,132190000906,6
2451,13202190000NB,9.7,9.74,,132190000906,6
2452,13202190000NB,10.5635,10.59,,132190001001,6
2453,13202190000NB,10.3,10.3325,,132190001001,6
2454,13202190000NB,10.48,10.5,,132190001001,6
2455,13202190000NB,10.0848,10.1,,132190001001,6
2456,13202190000NB,9.1,9.1396,,132190000906,6
2457,13202190000NB,9.28,9.3,,132190000906,6
2458,13202190000NB,9.56,9.6,,132190000906,6
2459,13202190000NB,9.85,9.87,,132190000906,6
2460,13202190000NB,10.59,10.6,,132190001001,6
2461,13202190000NB,9.49,9.5,,132190000906,6
2462,13202190000NB,9.68,9.7,,132190000906,6
2463,13202190000NB,9.78,9.8,,132190000906,6
2464,13202190000NB,9.8,9.83,,132190000906,6
2465,13202190000NB,9.4,9.41,,132190000906,6
2466,13200600000EB,35.5,35.6,,130600003519,6
2467,13200600000EB,36.6,36.7,,130600003519,6
2468,13200600000EB,37.0,37.1,,130600003519,6
2469,13200600000EB,37.4,37.5,,130600003519,6
2470,13200600000EB,35.3,35.36,,130600003519,6
2471,13200600000EB,35.2,35.24,,130600003519,6
2472,13200600000EB,36.5067,36.6,,130600003519,6
2473,13200600000EB,35.64,35.7,,130600003519,6
2474,13200600000EB,35.8,35.9,,130600003519,6
2475,13200600000EB,35.9,36.0,,130600003519,6
2476,13200600000EB,36.1,36.2,,130600003519,6
2477,13200600000EB,36.2,36.3,,130600003519,6
2478,13200600000EB,36.3,36.4,,130600003519,6
2479,13200600000EB,36.4,36.4816,,130600003519,6
2480,13200600000EB,36.7,36.8,,130600003519,6
2481,13200600000EB,36.8,36.9,,130600003519,6
2482,13200600000EB,36.9,37.0,,130600003519,6
2483,13200600000EB,37.1,37.2,,130600003519,6
2484,13200600000EB,37.2,37.3,,130600003519,6
2485,13200600000EB,37.3,37.4,,130600003519,6
2486,13200600000EB,37.5,37.6,,130600003519,6
2487,13200600000EB,35.24,35.3,,130600003519,6
2488,13200600000EB,35.4158,35.46,,130600003519,6
2489,13200600000EB,35.61,35.64,,130600003519,6
2490,13200600000EB,35.46,35.5,,130600003519,6
2491,13200600000EB,35.7,35.7869,,130600003519,6
2492,13200600000EB,36.02,36.1,,130600003519,6
2493,13200600000EB,37.6,37.65,,130600003519,6
2494,13200600000EB,35.36,35.4,,130600003519,6
2495,13200600000EB,35.19,35.2,,130600003519,6
