,RouteId,BeginPoint,EndPoint,SurfaceTypeVn,FacilityTypeVn,FsystemVn,NhsVn,DirThroughLanesVn,IriVn,PsrVn,SampleId
812,2030622000000,2.748,2.81,,2,4,,,,,206220000272
813,2030622000000,2.65,2.684,,2,4,,,,,206220000232
814,2030622000000,4.7217,4.7914,,2,4,,,,,206220000423
815,2030622000000,3.3858,3.461,,2,4,,,,,206220000272
816,2030622000000,3.04,3.0919,,2,4,,,,,206220000272
817,2030622000000,3.0919,3.1561,,2,4,,,,,206220000272
818,2030622000000,2.6157,2.65,,2,4,,,,,206220000232
819,2030622000000,4.564,4.5898,,2,4,,,,,206220000423
820,2030062000000,8.0039,8.0625,,2,4,,,,,200620000793
821,2030622000000,2.46,2.5123,,2,4,,,,,206220000232
822,2030622000000,4.23,4.2688,,2,4,,,,,206220000423
823,2030622000000,2.5735,2.6157,,2,4,,,,,206220000232
824,2030622000000,5.1521,5.2167,,2,4,,,,,206220000423
825,2030622000000,3.4879,3.5372,,2,4,,,,,206220000272
826,2030622000000,5.23,5.2909,,2,4,,,,,206220000423
827,2030622000000,4.6125,4.66,,2,4,,,,,206220000423
828,2030622000000,3.5372,3.599,,2,4,,,,,206220000272
829,4030025000000,0.0,0.0365,,2,4,,,,,400250000000
