,RouteId,BeginPoint,EndPoint,NhsVn,FacilityTypeVn,FsystemVn
533,41100770017NB0048B,0.0,0.0788,,4,1
534,41100770017NB0048A,0.5555,0.628,,4,1
535,41100770017SB0045D,0.0,0.2067,,4,1
536,41100770017SB0045D,0.2067,0.29,,4,1
537,10100770017NB0054B,0.0,0.217,,4,1
538,10100770017SB0054D,0.0,0.24,,4,1
539,10100770017NB0054A,0.0,0.243,,4,1
540,10100770017SB0054C,0.0,0.211,,4,1
541,41100770017NB0028B,0.0,0.407,,4,1
542,41100640017EB125AA,0.0,0.547,,4,1
543,41100640017000124C,0.0,0.486,,4,1
544,41100640017000124D,0.0,0.525,,4,1
545,41100640017WB0125D,0.0,0.435,,4,1
546,41100770017NB0042E,0.1003,0.358,,4,1
547,41100770017NB0042F,0.0499,0.3022,,4,1
548,41100640017EB125BE,0.1742,0.445,,4,1
549,41100640017EB125BE,0.0,0.1648,,4,1
550,41100640017EB0125F,0.0,0.041,,4,1
551,41100770017NB0042B,0.0,0.0783,,4,1
552,41100640017WB0125H,0.2984,0.34,,4,1
553,41100640017EB0125B,0.018,0.0535,,4,1
554,41100640017EB0125B,0.003,0.018,,4,1
555,41100640017EB125BE,0.1648,0.1742,,4,1
556,41100640017WB0125H,0.2869,0.2984,,4,1
557,41100640017EB0125B,0.0,0.003,,4,1
558,41100640017EB0125B,0.0535,0.603,,4,1
559,41100640017WB0129D,0.1415,0.52,,4,1
560,41100640017EB0129A,0.0,0.404,,4,1
561,41100640017WB0125C,0.0,0.3987,,4,1
562,41100640017EB0129B,0.0376,0.335,,4,1
563,41100640017WB0129D,0.0,0.1415,,4,1
564,41100640017EB0129E,0.0,0.1335,,4,1
565,41100640017WB0125H,0.0,0.2869,,4,1
566,41100640017EB0129B,0.335,0.474,,4,1
567,41100640017WB0129C,0.133,0.3354,,4,1
568,41100640017WB0129H,0.0,0.072,,4,1
569,41100640017EB0129E,0.142,0.405,,4,1
570,41100640017WB0129C,0.0,0.133,,4,1
571,41100640017WB0129G,0.0,0.0491,,4,1
572,41100640017WB0129C,0.3354,0.407,,4,1
573,41100640017WB0125C,0.3987,0.429,,4,1
574,41100640017EB0129F,0.0077,0.034,,4,1
575,41100640017EB0129B,0.0,0.034,,4,1
576,41100640017WB0125G,0.0,0.019,,4,1
577,41100640017EB0129E,0.1335,0.142,,4,1
578,41100640017WB0129G,0.0491,0.057,,4,1
579,41100640017EB0129F,0.0,0.0077,,4,1
580,41100640017EB0129B,0.034,0.0376,,4,1
581,41100640017WB0133D,0.0,0.506,,4,1
582,41100640017WB0133C,0.0811,0.356,,4,1
583,41100640017EB0133A,0.0,0.1985,,4,1
584,41100640017EB0133B,0.0,0.1971,,4,1
585,41100640017EB0133A,0.2588,0.467,,4,1
586,41100640017EB0133B,0.2961,0.37,,4,1
587,41100640017WB0133C,0.0,0.0811,,4,1
588,41100640017EB0133A,0.1985,0.2588,,4,1
589,41100640017EB0133B,0.1971,0.2961,,4,1
590,45100640017WB0139C,0.0722,0.395,,4,1
591,45100640017EB0139B,0.0,0.2831,,4,1
592,45100640017EB0139A,0.09,0.386,,4,1
593,45100640017WB0139D,0.0,0.3201,,4,1
594,45100640017EB0139B,0.2831,0.407,,4,1
595,45100640017EB0139A,0.0,0.09,,4,1
596,45100640017WB0139D,0.3201,0.406,,4,1
597,45100640017WB0139C,0.0,0.0722,,4,1
598,45100640017EB0143A,0.0,0.343,,4,1
599,45100640017EB0143B,0.0,0.387,,4,1
600,45100640017WB0143C,0.0,0.36,,4,1
601,45100640017WB0143D,0.0,0.335,,4,1
602,13100640017WB0150C,0.0,0.312,,4,1
603,13100640017WB0150D,0.0,0.388,,4,1
604,13100640017EB0150A,0.0,0.319,,4,1
605,13100640017EB0150B,0.0,0.33,,4,1
606,13100640017WB0161D,0.0,0.508,,4,1
607,13100640017EB0161A,0.0,0.397,,4,1
608,13100640017WB0161C,0.0,0.272,,4,1
609,13100640017EB0161B,0.0,0.207,,4,1
610,13100640017WB0156C,0.0,0.2822,,4,1
611,13100640017WB0156D,0.0213,0.348,,4,1
612,13100640017EB0156A,0.0,0.3071,,4,1
613,13100640017EB0156B,0.0213,0.372,,4,1
614,13100640017WB0156C,0.2822,0.304,,4,1
615,13100640017WB0156D,0.0,0.0213,,4,1
616,13100640017WB0156H,0.0,0.013,,4,1
617,13100640017WB0156G,0.0,0.015,,4,1
618,13100640017EB0156A,0.3071,0.321,,4,1
619,13100640017EB0156E,0.0,0.013,,4,1
620,13100640017EB0156B,0.0,0.0213,,4,1
621,13100640017EB0156F,0.0,0.016,,4,1
622,13100640017EB0175A,0.0,0.263,,4,1
623,13100640017EB0175B,0.0,0.338,,4,1
624,13100640017WB0175D,0.0,0.382,,4,1
625,13100640017WB0175C,0.0,0.252,,4,1
626,13100640017EB0169B,0.0,0.406,,4,1
627,13100640017WB0169C,0.0,0.305,,4,1
628,13100640017WB0169D,0.0,0.373,,4,1
629,13100640017EB0169A,0.0,0.282,,4,1
630,13100640017WB0181C,0.0,0.304,,4,1
631,13100640017WB0181C,0.304,0.316,,4,1
632,20100770017NB0074A,0.0,0.277,,4,1
633,20100770017SB0074D,0.0,0.292,,4,1
634,20100770017NB0074B,0.0,0.206,,4,1
635,20100770017SB0074C,0.0,0.174,,4,1
636,10100770017NB0066A,0.0,0.29,,4,1
637,10100770017SB0066C,0.0,0.249,,4,1
638,10100770017NB0066B,0.0,0.227,,4,1
639,10100770017SB0066D,0.0,0.258,,4,1
640,10100770017NB0060A,0.0,0.423,,4,1
641,10100770017NB0060B,0.0,0.227,,4,1
642,10100770017SB0060C,0.0,0.267,,4,1
643,10100770017SB0060D,0.0,0.38,,4,1
644,20100770017NB0085B,0.0182,0.42,,4,1
645,20100770017NB0085A,0.0,0.214,,4,1
646,20100770017SB0085C,0.0,0.3642,,4,1
647,20100770017SB0085D,0.0,0.1113,,4,1
648,20100770017SB0085D,0.1176,0.331,,4,1
649,20100770017SB0085D,0.3605,0.424,,4,1
650,20100770017SB0085C,0.411,0.455,,4,1
651,20100770017NB0085A,0.232,0.3,,4,1
652,20100770017SB0085D,0.3363,0.3605,,4,1
653,20100770017NB0085B,0.0,0.0182,,4,1
654,20100770017SB0085C,0.3759,0.411,,4,1
655,20100770017SB0085C,0.455,0.484,,4,1
656,20100770017NB0085A,0.2206,0.232,,4,1
657,20100770017SB0085C,0.3694,0.3759,,4,1
658,20100770017SB0085D,0.1113,0.1176,,4,1
659,20100770017SB0085C,0.3642,0.3694,,4,1
660,20100770017NB0085A,0.214,0.2206,,4,1
661,20100770017SB0085D,0.332,0.3363,,4,1
662,20100770017NB0079A,0.0,0.264,,4,1
663,20100770017SB0079D,0.0,0.358,,4,1
664,20100770017NB0079B,0.0,0.286,,4,1
665,20100770017SB0079C,0.0,0.271,,4,1
666,20100770017NB0096A,0.0,0.4161,,4,1
667,20100770017SB0096D,0.229,0.721,,4,1
668,20100770017NB0096A,0.428,0.6069,,4,1
669,20100770017NB0096E,0.1646,0.319,,4,1
670,20100770017SB0089D,0.064,0.316,,4,1
671,20100770017NB0089A,0.0,0.255,,4,1
672,20100770017NB0095B,0.0324,0.149,,4,1
673,20100770017NB0096F,0.0367,0.131,,4,1
674,20100770017SB0096D,0.0479,0.1683,,4,1
675,20100770017NB0096E,0.0211,0.1646,,4,1
676,20100770017SB0096H,0.0,0.0891,,4,1
677,20100770017SB0096H,0.0891,0.212,,4,1
678,20100770017NB0095A,0.7523,0.8472,,4,1
679,20100770017SB0096D,0.0,0.0479,,4,1
680,20100770017NB0096A,0.6183,0.645,,4,1
681,20100770017NB0096F,0.0,0.0367,,4,1
682,20100770017NB0096J,0.0,0.024,,4,1
683,20100770017SB0096H,0.2428,0.264,,4,1
684,20100770017SB0096D,0.1992,0.2152,,4,1
685,20100770017NB0095B,0.149,0.1618,,4,1
686,20100770017NB0096A,0.4161,0.428,,4,1
687,20100770017SB0096L,0.0,0.0164,,4,1
688,20100770017NB0096E,0.0,0.0142,,4,1
689,20100770017NB0096A,0.6069,0.6183,,4,1
690,20100770017SB0096D,0.1683,0.191,,4,1
691,20100770017SB0096D,0.2152,0.229,,4,1
692,20100770017SB0096H,0.212,0.2211,,4,1
693,20100770017SB0096H,0.2279,0.238,,4,1
694,20100770017NB0096E,0.0142,0.0211,,4,1
695,20100770017SB0096H,0.2211,0.2279,,4,1
696,20100770017SB0096D,0.191,0.1992,,4,1
697,20100770017SB0096L,0.0164,0.02,,4,1
698,20100770017SB0096H,0.238,0.2428,,4,1
699,20100790017NB0005A,0.0,0.346,,4,1
700,20100790017NB0009B,0.0,0.325,,4,1
701,20100790017SB0005C,0.0,0.269,,4,1
702,20100790017SB0009D,0.0,0.321,,4,1
703,20100790017NB0005B,0.0,0.2922,,4,1
704,20100790017NB0009A,0.0,0.316,,4,1
705,20100790017SB0005D,0.0333,0.36,,4,1
706,20100790017SB0009C,0.0,0.288,,4,1
707,20100790017NB0005B,0.2922,0.356,,4,1
708,20100790017SB0005D,0.36,0.383,,4,1
709,20100790017SB0005D,0.0,0.0333,,4,1
710,20100790017SB0005H,0.0,0.03,,4,1
711,20100790017NB0019B,0.0,0.421,,4,1
712,20100790017SB0019C,0.0,0.375,,4,1
713,20100790017SB0019D,0.0,0.443,,4,1
714,20100790017NB0019A,0.0,0.3763,,4,1
715,20100790017NB0019A,0.3763,0.378,,4,1
716,44100790017NB0025A,0.0,0.411,,4,1
717,44100790017NB0025B,0.0,0.288,,4,1
718,44100790017SB0025C,0.0,0.343,,4,1
719,44100790017SB0025D,0.0,0.237,,4,1
720,44100790017NB0034A,0.0,0.304,,4,1
721,44100790017SB0034C,0.0,0.187,,4,1
722,44100790017SB0034D,0.0,0.205,,4,1
723,44100790017NB0034B,0.0,0.2504,,4,1
724,44100790017NB0034B,0.2504,0.299,,4,1
725,08100790017NB0040B,0.0218,0.406,,4,1
726,08100790017SB0040C,0.0,0.2706,,4,1
727,08100790017SB0040D,0.052,0.415,,4,1
728,08100790017NB0040A,0.0,0.278,,4,1
729,08100790017SB0040D,0.0,0.0376,,4,1
730,08100790017NB0040E,0.0,0.016,,4,1
731,08100790017NB0040B,0.0,0.0218,,4,1
732,08100790017SB0040G,0.0,0.021,,4,1
733,08100790017NB0040A,0.282,0.299,,4,1
734,08100790017NB0040F,0.0,0.015,,4,1
735,08100790017SB0040C,0.2706,0.288,,4,1
736,08100790017SB0040H,0.0,0.017,,4,1
737,08100790017SB0040D,0.0376,0.046,,4,1
738,08100790017SB0040D,0.046,0.052,,4,1
739,08100790017NB0040A,0.278,0.282,,4,1
740,04100790017SB0046D,0.027,0.371,,4,1
741,04100790017SB0046C,0.0,0.376,,4,1
742,04100790017NB0046A,0.0,0.301,,4,1
743,04100790017NB0046A,0.305,0.353,,4,1
744,04100790017SB0046D,0.0,0.021,,4,1
745,04100790017SB0046D,0.021,0.027,,4,1
746,04100790017NB0046A,0.301,0.305,,4,1
747,04100790017NB0051A,0.0,0.4924,,4,1
748,04100790017NB0046B,0.0,0.465,,4,1
749,04100790017SB0051D,0.0053,0.499,,4,1
750,04100790017NB0051B,0.0056,0.437,,4,1
751,04100790017SB0051C,0.0163,0.3559,,4,1
752,04100790017NB0051B,0.4422,0.5199,,4,1
753,04100790017NB0051B,0.5199,0.529,,4,1
754,04100790017SB0051C,0.0,0.0113,,4,1
755,04100790017NB0051A,0.4924,0.498,,4,1
756,04100790017NB0051B,0.0,0.0056,,4,1
757,04100790017NB0051B,0.437,0.4422,,4,1
758,04100790017SB0051C,0.0113,0.0163,,4,1
759,04100790017SB0051C,0.3559,0.361,,4,1
760,04100790017SB0051D,0.0,0.0053,,4,1
761,04100790017NB0057A,0.0,0.406,,4,1
762,04100790017NB0057B,0.3636,0.561,,4,1
763,04100790017NB0062B,0.0,0.49,,4,1
764,04100790017SB0057D,0.0,0.493,,4,1
765,04100790017SB0062C,0.0,0.441,,4,1
766,04100790017NB0057F,0.0,0.213,,4,1
767,04100790017NB0062A,0.0,0.249,,4,1
768,04100790017SB0057C,0.0,0.1262,,4,1
769,04100790017SB0057C,0.1262,0.3923,,4,1
770,04100790017NB0057B,0.0,0.1582,,4,1
771,04100790017NB0057B,0.1582,0.3636,,4,1
772,04100790017SB0057C,0.3923,0.482,,4,1
773,04100790017SB0062D,0.0,0.2757,,4,1
774,04100790017SB0062D,0.414,0.487,,4,1
775,04100790017SB0057G,0.0,0.055,,4,1
776,04100790017NB0057J,0.0,0.0276,,4,1
777,04100790017SB0062D,0.306,0.3682,,4,1
778,04100790017SB0062D,0.3682,0.414,,4,1
779,04100790017NB0057J,0.0276,0.05,,4,1
780,04100790017SB0062D,0.2822,0.306,,4,1
781,04100790017SB0062D,0.2757,0.2822,,4,1
782,54100770017NB161SA,0.0,0.275,,4,1
783,54100770017NB161SB,0.0,0.313,,4,1
784,54100770017SB161ND,0.0,0.271,,4,1
785,54100770017SB161NC,0.0,0.218,,4,1
786,54100770017SB161NC,0.226,0.236,,4,1
787,54100770017SB161NC,0.218,0.226,,4,1
788,54100770017NB0170A,0.0,0.265,,4,1
789,54100770017NB0170B,0.0235,0.189,,4,1
790,54100770017SB0170C,0.0,0.293,,4,1
791,54100770017SB0170D,0.0,0.265,,4,1
792,54100770017NB0170B,0.0,0.0235,,4,1
793,54100770017NB0170F,0.0,0.028,,4,1
794,54100770017NB0173A,0.0,0.292,,4,1
795,54100770017SB0173C,0.0,0.325,,4,1
796,54100770017SB0174C,0.0,0.3298,,4,1
797,54100770017SB0176C,0.0,0.329,,4,1
798,54100770017NB0173B,0.0235,0.295,,4,1
799,54100770017NB0176A,0.0,0.321,,4,1
800,54100770017SB0173D,0.0682,0.244,,4,1
801,54100770017SB0176D,0.0,0.182,,4,1
802,54100770017NB0174A,0.0,0.0568,,4,1
803,54100770017NB0176B,0.0,0.15,,4,1
804,54100770017SB0174D,0.0377,0.223,,4,1
805,54100770017NB0174A,0.0568,0.1885,,4,1
806,54100770017NB0173F,0.0,0.053,,4,1
807,54100770017NB0174A,0.2814,0.315,,4,1
808,54100770017SB0173C,0.325,0.375,,4,1
809,54100770017SB0173D,0.0,0.0682,,4,1
810,54100770017SB0174C,0.3298,0.366,,4,1
811,54100770017SB0174D,0.0,0.0377,,4,1
812,54100770017NB0174A,0.1885,0.2814,,4,1
813,54100770017NB0174E,0.0,0.024,,4,1
814,54100770017NB0174B,0.0186,0.063,,4,1
815,54100770017NB0174F,0.0,0.024,,4,1
816,54100770017SB0173G,0.0,0.021,,4,1
817,54100770017SB0173H,0.0,0.022,,4,1
818,54100770017SB0174H,0.0,0.024,,4,1
819,54100770017NB0173B,0.0,0.0235,,4,1
820,54100770017NB0174B,0.0,0.0186,,4,1
821,54100770017SB0174G,0.0,0.02,,4,1
822,54100770017SB0179C,0.0,0.2924,,4,1
823,54100770017NB0179B,0.0534,0.207,,4,1
824,54100770017SB0179D,0.0823,0.248,,4,1
825,54100770017NB0179B,0.0,0.0534,,4,1
826,54100770017NB0179F,0.0,0.039,,4,1
827,54100770017SB0179D,0.0144,0.0823,,4,1
828,54100770017SB0179H,0.0,0.033,,4,1
829,54100770017NB0179E,0.0,0.024,,4,1
830,54100770017SB0179D,0.0,0.0144,,4,1
831,54100770017SB0179C,0.2924,0.33,,4,1
832,54100770017SB0179G,0.0,0.024,,4,1
833,54100770017SB0179D,0.2497,0.257,,4,1
834,54100770017SB0179D,0.249,0.2497,,4,1
835,04100790017NB0067B,0.0,0.636,,4,1
836,04100790017NB0067A,0.0,0.323,,4,1
837,04100790017SB0067C,0.0,0.369,,4,1
838,04100790017SB0067D,0.0,0.392,,4,1
839,04100790017SB0079D,0.0,0.336,,4,1
840,04100790017NB0079A,0.0,0.32,,4,1
841,04100790017NB0079B,0.0,0.2194,,4,1
842,04100790017SB0079C,0.0254,0.274,,4,1
843,04100790017NB0079B,0.2194,0.362,,4,1
844,04100790017SB0079C,0.0,0.0254,,4,1
845,04100790017NB0079B,0.362,0.367,,4,1
846,21100790017NB0091B,0.0051,0.381,,4,1
847,21100790017SB0091D,0.0056,0.498,,4,1
848,21100790017NB0091A,0.0017,0.302,,4,1
849,21100790017SB0091C,0.0,0.2997,,4,1
850,21100790017NB0091B,0.0,0.0051,,4,1
851,21100790017NB0091A,0.302,0.307,,4,1
852,21100790017SB0091C,0.2997,0.304,,4,1
853,21100790017SB0091D,0.0,0.0056,,4,1
854,21100790017NB0091A,0.0,0.0017,,4,1
855,21100790017SB0096C,0.0,0.353,,4,1
856,21100790017NB0096B,0.0,0.209,,4,1
857,21100790017NB0099A,0.2788,0.444,,4,1
858,21100790017NB0099B,0.0,0.1914,,4,1
859,21100790017SB0099C,0.1946,0.3773,,4,1
860,21100790017SB0096D,0.008,0.282,,4,1
861,21100790017SB0099D,0.0556,0.206,,4,1
862,21100790017NB0096A,0.0,0.174,,4,1
863,21100790017SB0099C,0.0,0.1946,,4,1
864,21100790017SB0099G,0.0,0.133,,4,1
865,21100790017NB0099A,0.0221,0.109,,4,1
866,21100790017NB0099A,0.173,0.2788,,4,1
867,21100790017SB0099D,0.206,0.366,,4,1
868,21100790017NB0099F,0.0,0.079,,4,1
869,21100790017SB0099C,0.393,0.416,,4,1
870,21100790017SB0099D,0.0,0.0409,,4,1
871,21100790017SB0096C,0.353,0.397,,4,1
872,21100790017SB0096G,0.0,0.044,,4,1
873,21100790017NB0099A,0.109,0.173,,4,1
874,21100790017SB0099H,0.0,0.05,,4,1
875,21100790017NB0099E,0.0,0.026,,4,1
876,21100790017SB0099C,0.3773,0.393,,4,1
877,21100790017NB0099A,0.0,0.0221,,4,1
878,21100790017SB0099D,0.0409,0.0556,,4,1
879,21100790017SB0096C,0.397,0.408,,4,1
880,21100790017SB0096D,0.0,0.008,,4,1
881,21100790017NB0099B,0.1914,0.43,,4,1
882,21100790017NB0105A,0.0,0.263,,4,1
883,21100790017SB0105D,0.0,0.316,,4,1
884,21100790017NB0105B,0.0,0.279,,4,1
885,21100790017SB0105C,0.0,0.215,,4,1
886,17100790017NB0110B,0.0,0.5,,4,1
887,17100790017SB0110C,0.0,0.3526,,4,1
888,17100790017SB0110D,0.0,0.13,,4,1
889,17100790017SB0110C,0.3677,0.49,,4,1
890,17100790017NB0110A,0.0,0.1161,,4,1
891,17100790017SB0110C,0.3526,0.3677,,4,1
892,17100790017NB0110A,0.1161,0.131,,4,1
893,17100790017NB0110E,0.0,0.01,,4,1
894,17100790017NB0119F,0.0,0.624,,4,1
895,17100790017NB0117A,0.0,0.42,,4,1
896,17100790017NB0119A,0.0,0.464,,4,1
897,17100790017SB0115D,0.0,0.288,,4,1
898,17100790017SB0117C,0.0,0.4434,,4,1
899,17100790017SB0119D,0.0529,0.366,,4,1
900,17100790017NB0115A,0.0,0.2773,,4,1
901,17100790017NB0115B,0.0185,0.265,,4,1
902,17100790017SB0115C,0.0,0.2827,,4,1
903,17100790017SB0119C,0.0,0.2159,,4,1
904,17100790017NB0119B,0.0,0.389,,4,1
905,17100790017NB0117B,0.0214,0.242,,4,1
906,17100790017SB0117D,0.0,0.237,,4,1
907,17100790017SB0119C,0.2159,0.295,,4,1
908,17100790017NB0119B,0.4007,0.487,,4,1
909,17100790017SB0119G,0.0,0.053,,4,1
910,17100790017SB0119D,0.0,0.0529,,4,1
911,17100790017NB0115A,0.2773,0.3,,4,1
912,17100790017NB0115E,0.0,0.022,,4,1
913,17100790017NB0115F,0.0,0.03,,4,1
914,17100790017NB0117E,0.0,0.023,,4,1
915,17100790017NB0117B,0.0,0.0214,,4,1
916,17100790017NB0117F,0.0,0.032,,4,1
917,17100790017SB0115C,0.2827,0.303,,4,1
918,17100790017SB0115G,0.0,0.024,,4,1
919,17100790017SB0117C,0.4434,0.465,,4,1
920,17100790017SB0117G,0.0,0.033,,4,1
921,17100790017SB0119H,0.0,0.032,,4,1
922,17100790017NB0115B,0.0,0.0185,,4,1
923,17100790017NB0117A,0.42,0.435,,4,1
924,17100790017NB0119B,0.389,0.4007,,4,1
925,17100790017NB0121B,0.0,0.43,,4,1
926,17100790017SB0121D,0.0,0.418,,4,1
927,17100790017SB0121C,0.0,0.313,,4,1
928,17100790017NB0121A,0.0,0.324,,4,1
929,17100790017NB0124A,0.0,0.491,,4,1
930,17100790017NB0125A,0.0,0.394,,4,1
931,17100790017NB0125B,0.0,0.41,,4,1
932,17100790017SB0125C,0.0,0.388,,4,1
933,17100790017NB0124B,0.1492,0.469,,4,1
934,17100790017SB0124C,0.0,0.3096,,4,1
935,17100790017SB0124D,0.1014,0.496,,4,1
936,17100790017SB0125D,0.0,0.397,,4,1
937,17100790017NB0124B,0.0,0.1492,,4,1
938,17100790017NB0124F,0.0,0.103,,4,1
939,17100790017SB0124D,0.0,0.1014,,4,1
940,17100790017SB0124C,0.3096,0.408,,4,1
941,17100790017SB0124H,0.0,0.058,,4,1
942,17100790017SB0124G,0.0,0.058,,4,1
943,17100790017SB0124C,0.408,0.436,,4,1
944,17100790017SB0124G,0.058,0.061,,4,1
945,54100770017NB0185A,0.0,0.281,,4,1
946,54100770017NB0185B,0.0,0.139,,4,1
947,54100770017SB0185C,0.0,0.1857,,4,1
948,54100770017SB0185D,0.0274,0.234,,4,1
949,54100770017SB0185C,0.1857,0.219,,4,1
950,54100770017SB0185G,0.0,0.027,,4,1
951,54100770017SB0185D,0.0,0.0274,,4,1
952,54100770017SB0185H,0.0,0.022,,4,1
953,25100790017NB0133B,0.0,0.26,,4,1
954,25100790017NB0132B,0.0861,0.346,,4,1
955,25100790017SB0133D,0.0,0.257,,4,1
956,25100790017NB0133A,0.0,0.194,,4,1
957,25100790017SB0133C,0.0,0.246,,4,1
958,25100790017NB0132A,0.0,0.0932,,4,1
959,25100790017NB0132E,0.0,0.063,,4,1
960,25100790017NB0132B,0.0,0.0861,,4,1
961,25100790017SB0132C,0.0,0.1017,,4,1
962,25100790017SB0132G,0.0,0.089,,4,1
963,25100790017SB0132D,0.0,0.0739,,4,1
964,25100790017SB0132D,0.0739,0.195,,4,1
965,25100790017NB0132A,0.0932,0.17,,4,1
966,25100790017SB0132C,0.1017,0.209,,4,1
967,25100790017NB0132F,0.0,0.018,,4,1
968,25100790017SB0132H,0.0,0.029,,4,1
969,35100700017EB002AA,0.0,0.1844,,4,1
970,35100700017EB002BB,0.0,0.227,,4,1
971,35104700017EB0001B,0.179,0.504,,4,1
972,35104700017WB0001C,0.0,0.294,,4,1
973,35100700017EB002AB,0.0502,0.205,,4,1
974,35100700017EB002BA,0.0,0.197,,4,1
975,35100700017WB002AC,0.0,0.186,,4,1
976,35100700017WB002BC,0.0,0.191,,4,1
977,35100700017WB002BD,0.0,0.209,,4,1
978,35104700017EB0002A,0.0,0.2538,,4,1
979,35104700017WB0002D,0.0179,0.346,,4,1
980,35104700017WB0002C,0.0,0.1382,,4,1
981,35104700017WB0001D,0.2503,0.36,,4,1
982,35104700017EB0001A,0.0,0.094,,4,1
983,35100700017WB001BC,0.095,0.2103,,4,1
984,35100700017EB001BB,0.171,0.27,,4,1
985,35100700017EB002AA,0.2011,0.263,,4,1
986,35100700017EB001AB,0.0,0.1103,,4,1
987,35100700017WB002AD,0.0353,0.128,,4,1
988,35104700017WB0001C,0.4014,0.507,,4,1
989,35104700017WB0001G,0.0,0.079,,4,1
990,35104700017EB0002B,0.0274,0.1392,,4,1
991,35104700017EB0002B,0.1392,0.201,,4,1
992,35104700017WB0002C,0.1382,0.2501,,4,1
993,35100700017WB001AC,0.021,0.104,,4,1
994,35100700017WB001BC,0.0,0.095,,4,1
995,35104700017EB0001A,0.152,0.1975,,4,1
996,35100700017EB001BB,0.0,0.091,,4,1
997,35104700017WB0001C,0.336,0.4014,,4,1
998,35100700017EB002AB,0.0,0.0355,,4,1
999,35104700017EB0001E,0.0,0.043,,4,1
1000,35104700017EB0001B,0.0,0.0472,,4,1
1001,35104700017EB0002A,0.2538,0.303,,4,1
1002,35100700017WB001AH,0.1122,0.148,,4,1
1003,35104700017EB0001A,0.094,0.1459,,4,1
1004,35104700017WB0001D,0.1962,0.2503,,4,1
1005,35104700017EB0001B,0.0472,0.0977,,4,1
1006,35104700017EB0001B,0.1185,0.1619,,4,1
1007,35104700017WB0001D,0.0861,0.14,,4,1
1008,35104700017EB0001A,0.1975,0.248,,4,1
1009,35104700017WB0001H,0.0,0.0337,,4,1
1010,35104700017EB0002E,0.0,0.025,,4,1
1011,35104700017WB0001D,0.14,0.187,,4,1
1012,35104700017EB0001A,0.282,0.34,,4,1
1013,35100700017EB001BB,0.091,0.171,,4,1
1014,35100700017WB001AH,0.04,0.088,,4,1
1015,35100700017WB001AH,0.088,0.1122,,4,1
1016,35104700017WB0001C,0.294,0.3203,,4,1
1017,35100700017EB002AB,0.0355,0.0502,,4,1
1018,35100700017WB002AH,0.0,0.023,,4,1
1019,35104700017EB0001F,0.0,0.03,,4,1
1020,35104700017EB0002B,0.0,0.0274,,4,1
1021,35104700017WB0002C,0.2501,0.28,,4,1
1022,35104700017WB0002G,0.0,0.019,,4,1
1023,35104700017WB0002D,0.0,0.0179,,4,1
1024,35104700017WB0002H,0.0,0.02,,4,1
1025,35100700017WB001BC,0.2146,0.2321,,4,1
1026,35104700017EB0001B,0.0977,0.1185,,4,1
1027,35104700017EB0001A,0.248,0.2789,,4,1
1028,35100700017WB001BC,0.2364,0.278,,4,1
1029,35104700017WB0001D,0.0504,0.0708,,4,1
1030,35104700017WB0001H,0.0337,0.053,,4,1
1031,35100700017WB001AC,0.0,0.021,,4,1
1032,35100700017WB002AD,0.0072,0.0353,,4,1
1033,35104700017EB0001B,0.1619,0.179,,4,1
1034,35104700017WB0001D,0.0,0.033,,4,1
1035,35104700017WB0001D,0.033,0.0504,,4,1
1036,35100700017EB002AA,0.1844,0.2011,,4,1
1037,35100700017WB001AH,0.0253,0.04,,4,1
1038,35104700017EB0002F,0.0,0.016,,4,1
1039,35104700017WB0001D,0.0708,0.0812,,4,1
1040,35100700017EB001AB,0.1141,0.133,,4,1
1041,35104700017WB0001D,0.187,0.1962,,4,1
1042,35104700017EB0001A,0.1459,0.152,,4,1
1043,35100700017WB001AH,0.0,0.01,,4,1
1044,35104700017WB0001C,0.3203,0.336,,4,1
1045,35100700017WB001AH,0.0152,0.0253,,4,1
1046,35100700017WB001BC,0.2103,0.2146,,4,1
1047,35104700017WB0001D,0.0812,0.0861,,4,1
1048,35100700017WB001BC,0.2321,0.2364,,4,1
1049,35100700017WB002AD,0.0,0.0072,,4,1
1050,35100700017WB001AH,0.01,0.0152,,4,1
1051,35100700017EB001AB,0.1103,0.1141,,4,1
1052,35104700017EB0001A,0.2789,0.282,,4,1
1053,35100700017EB0005B,0.0333,0.499,,4,1
1054,35100700017WB0005C,0.0,0.2648,,4,1
1055,35100700017WB0004D,0.0263,0.123,,4,1
1056,35100700017WB0005D,0.0163,0.149,,4,1
1057,35100700017EB0004A,0.0,0.1463,,4,1
1058,35100700017EB0005A,0.0704,0.2983,,4,1
1059,35100700017EB0005E,0.0,0.034,,4,1
1060,35100700017EB0005F,0.0,0.034,,4,1
1061,35100700017WB0005G,0.0,0.028,,4,1
1062,35100700017WB0005H,0.0,0.025,,4,1
1063,35100700017EB0004A,0.1639,0.2148,,4,1
1064,35100700017EB0005A,0.0,0.0603,,4,1
1065,35100700017WB0004D,0.0,0.0263,,4,1
1066,35100700017WB0005C,0.2648,0.285,,4,1
1067,35100700017WB0005D,0.0,0.0163,,4,1
1068,35100700017EB0005B,0.0101,0.0333,,4,1
1069,35100700017EB0005A,0.2983,0.3219,,4,1
1070,35100700017WB0004H,0.0,0.018,,4,1
1071,35100700017EB0004A,0.1463,0.1639,,4,1
1072,35100700017EB0004A,0.2148,0.227,,4,1
1073,35100700017EB0005B,0.0,0.0101,,4,1
