,RouteId,BeginPoint,EndPoint,SignalTypeVn,SampleId,UrbanIdVn,NumberSignalsVn
0,2330010000000,20.3,20.39,,230100001941,99998.0,1
1,2330010000000,19.9,19.97,,230100001941,99998.0,1
2,2330010000000,20.2,20.3,,230100001941,99998.0,1
3,2330010000000,19.41,19.5,,230100001941,99998.0,1
4,2330010000000,19.5005,19.6,,230100001941,99998.0,1
5,2330010000000,19.6,19.7,,230100001941,99998.0,1
6,2330010000000,20.0,20.0489,,230100001941,99998.0,1
7,2330010000000,19.81,19.9,,230100001941,99998.0,1
8,2330010000000,19.75,19.8,,230100001941,99998.0,1
9,2330010000000,20.05,20.1,,230100001941,99998.0,1
10,2330010000000,20.1,20.2,,230100001941,99998.0,1
11,2330010000000,19.97,20.0,,230100001941,99998.0,1
12,2330010000000,19.8,19.81,,230100001941,99998.0,1
13,2330010000000,19.707,19.729,,230100001941,99998.0,1
14,2330010000000,19.729,19.7446,,230100001941,99998.0,1
15,2330010000000,19.7446,19.75,,230100001941,99998.0,1
16,2330010000000,19.7,19.707,,230100001941,99998.0,1
17,2330010000000,20.0489,20.05,,230100001941,99998.0,1
18,2330010000000,19.5,19.5005,,230100001941,99998.0,1
19,50200600000EB,1.6,1.6669,,500600000113,40753.0,2
20,50200600000EB,1.5,1.5753,,500600000113,40753.0,2
21,50200600000EB,1.3154,1.4,,500600000113,40753.0,2
22,50200600000EB,1.4,1.4907,,500600000113,40753.0,2
23,50200600000EB,1.2291,1.3,,500600000113,40753.0,2
24,50200600000EB,1.13,1.196,,500600000113,40753.0,2
25,50200600000EB,1.7,1.7545,,500600000113,40753.0,2
26,50200600000EB,1.7545,1.8,,500600000113,40753.0,2
27,50200600000EB,1.8,1.83,,500600000113,40753.0,2
28,50200600000EB,1.2,1.2291,,500600000113,40753.0,2
29,50200600000EB,1.5753,1.6,,500600000113,40753.0,2
30,50200600000EB,1.6669,1.7,,500600000113,40753.0,2
31,50200600000EB,1.4907,1.5,,500600000113,40753.0,2
32,50200600000EB,3.79,3.8,,500600000379,40753.0,1
33,50200600000EB,1.3,1.3154,,500600000113,40753.0,2
34,50200600000EB,1.196,1.2,,500600000113,40753.0,2
35,5030152000000,43.1158,43.79,,501520004040,40753.0,1
36,5030152000000,42.71,43.1158,,501520004040,40753.0,1
37,5030152000000,41.84,42.3336,,501520004040,40753.0,1
38,5030152000000,41.065,41.49,,501520004040,40753.0,1
39,0673272001900,0.7542,0.8698,,060327200035,40753.0,3
40,5030152000000,41.65,41.83,,501520004040,40753.0,1
41,5030152000000,40.77,40.9423,,501520004040,40753.0,1
42,5030152000000,42.5098,42.71,,501520004040,40753.0,1
43,5030152000000,43.79,43.98,,501520004040,40753.0,1
44,50200600000EB,3.9,4.0,,500600000379,40753.0,1
45,50200600000EB,4.2,4.3,,500600000404,40753.0,1
46,5030152000000,40.409,40.6,,501520004040,40753.0,1
47,0673272001900,0.4292,0.708,,060327200035,40753.0,3
48,5030152000000,40.63,40.7111,,501520004040,40753.0,1
49,5030152000000,40.9423,41.065,,501520004040,40753.0,1
50,5030152000000,42.3938,42.5098,,501520004040,40753.0,1
51,0673272001900,0.35,0.4292,,060327200035,40753.0,3
52,50200600000EB,4.3,4.3788,,500600000404,40753.0,1
53,50200600000EB,3.8,3.9,,500600000379,40753.0,1
54,50200600000EB,4.1,4.1782,,500600000404,40753.0,1
55,5030152000000,41.49,41.549,,501520004040,40753.0,1
56,5030152000000,41.565,41.65,,501520004040,40753.0,1
57,5030152000000,40.75,40.77,,501520004040,40753.0,1
58,5030152000000,40.6,40.63,,501520004040,40753.0,1
59,0673272001900,0.8994,0.9535,,060327200035,40753.0,3
60,0673272001900,0.9906,1.0275,,060327200035,40753.0,3
61,5030152000000,42.3336,42.3938,,501520004040,40753.0,1
62,50200600000EB,4.04,4.0928,,500600000404,40753.0,1
63,0673272001900,0.72,0.7542,,060327200035,40753.0,3
64,5030152000000,40.7111,40.75,,501520004040,40753.0,1
65,0673272001900,0.9556,0.9906,,060327200035,40753.0,3
66,0673272001900,0.8698,0.8994,,060327200035,40753.0,3
67,50200600000EB,4.0112,4.04,,500600000379,40753.0,1
68,50200600000EB,4.1782,4.2,,500600000404,40753.0,1
69,5030152000000,41.549,41.565,,501520004040,40753.0,1
70,5030152000000,41.83,41.84,,501520004040,40753.0,1
71,0673272001900,1.0275,1.04,,060327200035,40753.0,3
72,50200600000EB,4.3788,4.39,,500600000404,40753.0,1
73,50200600000EB,4.0,4.0112,,500600000379,40753.0,1
74,50200600000EB,4.0928,4.1,,500600000404,40753.0,1
75,5030152000000,40.4,40.409,,501520004040,40753.0,1
76,0673272001900,0.708,0.72,,060327200035,40753.0,3
77,0673272001900,0.9535,0.9556,,060327200035,40753.0,3
78,06200600001EB,0.0,0.0963,,06060A000000,40753.0,1
79,06200600001EB,0.2005,0.2939,,06060A000000,40753.0,1
80,0630527000100,0.0,0.0962,,06527A000000,40753.0,1
81,06200600000EB,3.0,3.07,,060600000297,40753.0,1
82,06200600001EB,0.1,0.1903,,06060A000000,40753.0,1
83,06200600001EB,0.3,0.39,,06060A000000,40753.0,1
84,0630527000100,0.1,0.19,,06527A000000,40753.0,1
85,0630527000100,0.2409,0.29,,06527A000019,40753.0,3
86,0630527000000,0.9353,0.98,,065270000088,40753.0,1
87,0673281001900,0.7336,0.7818,,060328100060,40753.0,4
88,0630527000100,0.3366,0.3814,,06527A000019,40753.0,3
89,0673281001900,0.8787,0.9186,,060328100060,40753.0,4
90,0673281001900,0.7818,0.8307,,060328100060,40753.0,4
91,0673281001900,0.8307,0.8787,,060328100060,40753.0,4
92,0673281001900,0.6867,0.7336,,060328100060,40753.0,4
93,06200600000EB,3.17,3.2,,060600000317,40753.0,1
94,06200600000EB,3.2,3.2651,,060600000317,40753.0,1
95,0630527000000,0.9,0.9353,,065270000088,40753.0,1
96,0630527000100,0.3,0.3366,,06527A000019,40753.0,3
97,0630527000100,0.2,0.2409,,06527A000019,40753.0,3
98,0673281001900,0.9186,0.96,,060328100060,40753.0,4
99,06200600000EB,2.97,3.0,,060600000297,40753.0,1
100,06200600001EB,0.1903,0.2,,06060A000000,40753.0,1
101,0630527000000,0.89,0.9,,065270000088,40753.0,1
102,0630527000100,0.3814,0.39,,06527A000019,40753.0,3
103,06200600000EB,3.2651,3.27,,060600000317,40753.0,1
104,0630527000100,0.19,0.1931,,06527A000019,40753.0,3
105,06200600001EB,0.2939,0.3,,06060A000000,40753.0,1
106,0630527000100,0.29,0.3,,06527A000019,40753.0,3
107,0630527000100,0.1931,0.2,,06527A000019,40753.0,3
108,06200600001EB,0.0963,0.1,,06060A000000,40753.0,1
109,0630527000100,0.0962,0.1,,06527A000000,40753.0,1
110,06200600001EB,0.2,0.2005,,06060A000000,40753.0,1
111,0673295001900,0.0648,0.2594,,060329500000,40753.0,1
112,0673295001900,0.2594,0.4369,,060329500000,40753.0,1
113,0673295001900,0.4369,0.5233,,060329500000,40753.0,1
114,0673295001900,0.5233,0.6535,,060329500000,40753.0,1
115,0673295001900,0.0103,0.0648,,060329500000,40753.0,1
116,0630010000000,17.21,17.25,,060100001721,40753.0,1
117,0630010000000,17.25,17.3,,060100001721,40753.0,1
118,0630010000000,17.46,17.5,,060100001746,40753.0,8
119,0630010000000,17.3429,17.37,,060100001721,40753.0,1
120,0630010000000,17.3,17.3209,,060100001721,40753.0,1
121,0673295001900,0.0,0.0103,,060329500000,40753.0,1
122,0630010000000,17.3209,17.3429,,060100001721,40753.0,1
123,0673295001900,0.8406,1.0616,,060329500000,40753.0,1
124,0673295001900,0.6535,0.8406,,060329500000,40753.0,1
125,06200600000EB,5.8,5.9,,060600000576,40753.0,1
126,06200600000EB,7.62,7.7,,060600000759,40753.0,1
127,06200600000EB,9.0,9.1,,060600000882,40753.0,1
128,06200600000EB,7.8144,7.896,,060600000759,40753.0,1
129,06200600000EB,7.4,7.4927,,060600000697,40753.0,3
130,06200600000EB,8.7,8.78,,060600000843,40753.0,2
131,06200600000EB,7.3,7.4,,060600000697,40753.0,3
132,06200600000EB,7.7,7.8,,060600000759,40753.0,1
133,06200600000EB,8.5,8.6,,060600000843,40753.0,2
134,06200600000EB,8.6,8.68,,060600000843,40753.0,2
135,06200600000EB,8.82,8.9,,060600000882,40753.0,1
136,06200600000EB,8.9,9.0,,060600000882,40753.0,1
137,0630010000000,18.1,18.2,,060100001746,40753.0,8
138,0630002001300,0.1,0.164,,06002T000000,40753.0,1
139,0673281001900,0.19,0.2373,,060328100019,40753.0,1
140,0630002001300,0.311,0.3483,,06002T000017,40753.0,1
141,0673281001900,0.284,0.332,,060328100019,40753.0,1
142,0673281001900,0.332,0.3786,,060328100019,40753.0,1
143,0673281001900,0.3786,0.4252,,060328100019,40753.0,1
144,0673281001900,0.4252,0.4741,,060328100019,40753.0,1
145,0630002001300,0.2347,0.2699,,06002T000017,40753.0,1
146,0630002001300,0.0,0.0367,,06002T000000,40753.0,1
147,0630002001300,0.0367,0.068,,06002T000000,40753.0,1
148,0630101000000,0.16,0.2123,,061010000016,40753.0,1
149,0630101000000,0.2123,0.2755,,061010000016,40753.0,1
150,0630010000000,18.3081,18.3587,,060100001746,40753.0,8
151,0673281001900,0.6394,0.6867,,060328100060,40753.0,4
152,0630010000000,18.2094,18.2575,,060100001746,40753.0,8
153,0630010000000,17.8268,17.857,,060100001746,40753.0,8
154,0673281001900,0.6,0.6394,,060328100060,40753.0,4
155,06200600000EB,5.76,5.8,,060600000576,40753.0,1
156,06200600000EB,5.9,5.9448,,060600000576,40753.0,1
157,0630002001300,0.2,0.2347,,06002T000017,40753.0,1
158,06200600000EB,8.78,8.8,,060600000843,40753.0,2
159,0630101000000,0.2755,0.36,,061010000016,40753.0,1
160,06200600000EB,7.0282,7.1,,060600000697,40753.0,3
161,06200600000EB,7.1,7.1361,,060600000697,40753.0,3
162,06200600000EB,7.1361,7.2,,060600000697,40753.0,3
163,06200600000EB,7.2,7.234,,060600000697,40753.0,3
164,06200600000EB,7.234,7.3,,060600000697,40753.0,3
165,06200600000EB,7.9,7.96,,060600000759,40753.0,1
166,06200600000EB,8.43,8.5,,060600000843,40753.0,2
167,0630010000000,17.5,17.5487,,060100001746,40753.0,8
168,0630010000000,17.5487,17.6,,060100001746,40753.0,8
169,0630010000000,17.6,17.6245,,060100001746,40753.0,8
170,0630010000000,18.0,18.0356,,060100001746,40753.0,8
171,0630010000000,18.2575,18.3,,060100001746,40753.0,8
172,0630010000000,18.3587,18.4,,060100001746,40753.0,8
173,0630002001300,0.3483,0.39,,06002T000017,40753.0,1
174,0673281001900,0.2373,0.284,,060328100019,40753.0,1
175,0630010000000,17.968,17.9923,,060100001746,40753.0,8
176,0630010000000,18.0356,18.08,,060100001746,40753.0,8
177,0630010000000,17.6245,17.648,,060100001746,40753.0,8
178,0630010000000,17.6555,17.6718,,060100001746,40753.0,8
179,0630010000000,17.9039,17.9317,,060100001746,40753.0,8
180,0630010000000,17.9317,17.9602,,060100001746,40753.0,8
181,0630010000000,17.6718,17.6958,,060100001746,40753.0,8
182,0630010000000,17.7201,17.7438,,060100001746,40753.0,8
183,0630010000000,17.7438,17.7604,,060100001746,40753.0,8
184,0630010000000,17.8598,17.8762,,060100001746,40753.0,8
185,0630002001300,0.17,0.19,,06002T000017,40753.0,1
186,0673295001900,1.0616,1.08,,060329500000,40753.0,1
187,06200600000EB,7.6,7.62,,060600000759,40753.0,1
188,06200600000EB,8.68,8.7,,060600000843,40753.0,2
189,06200600000EB,8.8,8.82,,060600000843,40753.0,2
190,06200600000EB,6.97,7.0,,060600000697,40753.0,3
191,06200600000EB,7.0,7.0282,,060600000697,40753.0,3
192,0630002001300,0.2699,0.3,,06002T000017,40753.0,1
193,0630010000000,17.7,17.7201,,060100001746,40753.0,8
194,0630010000000,17.7667,17.8,,060100001746,40753.0,8
195,0630010000000,17.8762,17.9,,060100001746,40753.0,8
196,0630010000000,18.08,18.1,,060100001746,40753.0,8
197,0630002001300,0.076,0.1,,06002T000000,40753.0,1
198,0630002001300,0.19,0.1995,,06002T000017,40753.0,1
199,0630010000000,17.808,17.8268,,060100001746,40753.0,8
200,06200600000EB,5.9448,5.96,,060600000576,40753.0,1
201,06200600000EB,7.4927,7.5,,060600000697,40753.0,3
202,06200600000EB,7.5,7.51,,060600000697,40753.0,3
203,06200600000EB,7.59,7.6,,060600000759,40753.0,1
204,06200600000EB,7.8,7.8087,,060600000759,40753.0,1
205,0630002001300,0.3,0.311,,06002T000017,40753.0,1
206,0630010000000,17.8,17.808,,060100001746,40753.0,8
207,0630010000000,18.3,18.3081,,060100001746,40753.0,8
208,0630010000000,17.9602,17.968,,060100001746,40753.0,8
209,0630010000000,17.648,17.6555,,060100001746,40753.0,8
210,0630010000000,17.7604,17.7667,,060100001746,40753.0,8
211,06200600000EB,7.8087,7.8144,,060600000759,40753.0,1
212,0673281001900,0.4741,0.48,,060328100019,40753.0,1
213,06200600000EB,7.896,7.9,,060600000759,40753.0,1
214,0630010000000,17.9923,18.0,,060100001746,40753.0,8
215,0630010000000,18.2,18.2094,,060100001746,40753.0,8
216,0630010000000,18.4,18.41,,060100001746,40753.0,8
217,0630002001300,0.068,0.076,,06002T000000,40753.0,1
218,0630002001300,0.164,0.17,,06002T000000,40753.0,1
219,0630010000000,17.857,17.8598,,060100001746,40753.0,8
220,0630010000000,17.6958,17.7,,060100001746,40753.0,8
221,0630010000000,17.9,17.9016,,060100001746,40753.0,8
222,0630010000000,17.9016,17.9039,,060100001746,40753.0,8
223,0630002001300,0.1995,0.2,,06002T000017,40753.0,1
224,0640060050000,0.4532,0.56,,060600500000,40753.0,1
225,06200600000EB,11.0,11.05,,060600001076,40753.0,2
226,0630193000000,0.7,0.8,,061930000046,40753.0,1
227,0630193000000,3.3,3.4,,061930000046,40753.0,1
228,06200600000EB,9.4447,9.498,,060600000882,40753.0,1
229,0640060050000,1.6,1.68,,060600500088,40753.0,2
230,0640060050000,1.12,1.2,,060600500088,40753.0,2
231,0640060050000,0.1,0.17,,060600500000,40753.0,1
232,0640060050000,0.95,1.0,,060600500088,40753.0,2
233,0640060050000,0.65,0.7209,,060600500000,40753.0,1
234,0640060050000,1.4601,1.54,,060600500088,40753.0,2
235,0640060050000,0.7209,0.8058,,060600500000,40753.0,1
236,0640060050000,0.36,0.4317,,060600500000,40753.0,1
237,0640060050000,0.0,0.0617,,060600500000,40753.0,1
238,06200600000EB,9.64,9.6983,,060600000956,40753.0,1
239,0640060050000,0.83,0.88,,060600500000,40753.0,1
240,06200600000EB,10.9511,11.0,,060600001076,40753.0,2
241,06200600000EB,11.1,11.2,,060600001076,40753.0,2
242,06200600000EB,11.81,11.9,,060600001151,40753.0,2
243,06200600000EB,12.0,12.09,,060600001151,40753.0,2
244,06200600000EB,9.3,9.3676,,060600000882,40753.0,1
245,06200600000EB,10.8,10.8576,,060600001076,40753.0,2
246,06200600000EB,11.51,11.6,,060600001151,40753.0,2
247,06200600000EB,11.6111,11.7,,060600001151,40753.0,2
248,06200600000EB,11.7,11.8,,060600001151,40753.0,2
249,06200600000EB,12.1,12.2,,060600001151,40753.0,2
250,06200600000EB,9.1,9.2,,060600000882,40753.0,1
251,06200600000EB,9.8,9.9,,060600000956,40753.0,1
252,0630193000000,0.5,0.6,,061930000046,40753.0,1
253,0630193000000,0.6,0.7,,061930000046,40753.0,1
254,0630193000000,0.8,0.9,,061930000046,40753.0,1
255,0630193000000,0.9,1.0,,061930000046,40753.0,1
256,0630193000000,1.034,1.1,,061930000046,40753.0,1
257,0630193000000,1.1,1.2,,061930000046,40753.0,1
258,0630193000000,1.2,1.3,,061930000046,40753.0,1
259,0630193000000,1.3,1.4,,061930000046,40753.0,1
260,0630193000000,1.4,1.5,,061930000046,40753.0,1
261,0630193000000,1.5,1.6,,061930000046,40753.0,1
262,0630193000000,1.7,1.8,,061930000046,40753.0,1
263,0630193000000,1.8,1.9,,061930000046,40753.0,1
264,0630193000000,1.9,2.0,,061930000046,40753.0,1
265,0630193000000,2.1,2.2,,061930000046,40753.0,1
266,0630193000000,2.2,2.3,,061930000046,40753.0,1
267,0630193000000,2.3,2.4,,061930000046,40753.0,1
268,0630193000000,2.4,2.5,,061930000046,40753.0,1
269,0630193000000,2.5,2.6,,061930000046,40753.0,1
270,0630193000000,2.6,2.7,,061930000046,40753.0,1
271,0630193000000,2.7,2.8,,061930000046,40753.0,1
272,0630193000000,2.8,2.9,,061930000046,40753.0,1
273,0630193000000,3.2,3.3,,061930000046,40753.0,1
274,0630193000000,3.4,3.5,,061930000046,40753.0,1
275,0640060050000,1.06,1.1,,060600500088,40753.0,2
276,0640060050000,1.54,1.57,,060600500088,40753.0,2
277,0640060050000,1.0,1.06,,060600500088,40753.0,2
278,0640060050000,1.37,1.4143,,060600500088,40753.0,2
279,0640060050000,0.9163,0.95,,060600500088,40753.0,2
280,0640060050000,1.2,1.2362,,060600500088,40753.0,2
281,0640060050000,0.56,0.6072,,060600500000,40753.0,1
282,0640060050000,0.6072,0.6393,,060600500000,40753.0,1
283,0640060050000,0.26,0.3021,,060600500000,40753.0,1
284,0640060050000,1.2758,1.3413,,060600500088,40753.0,2
285,0640060050000,0.17,0.232,,060600500000,40753.0,1
286,06200600000EB,11.05,11.1,,060600001076,40753.0,2
287,06200600000EB,11.2,11.25,,060600001076,40753.0,2
288,06200600000EB,11.9,11.93,,060600001151,40753.0,2
289,06200600000EB,11.9611,12.0,,060600001151,40753.0,2
290,06200600000EB,9.2655,9.3,,060600000882,40753.0,1
291,06200600000EB,9.4,9.4447,,060600000882,40753.0,1
