,RouteId,BeginPoint,EndPoint,SignalTypeVn,SampleId,UrbanIdVn,NumberSignalsVn
292,06200600000EB,9.7,9.77,,060600000956,40753.0,1
293,06200600000EB,10.8576,10.9,,060600001076,40753.0,2
294,06200600000EB,10.9,10.94,,060600001076,40753.0,2
295,06200600000EB,10.76,10.8,,060600001076,40753.0,2
296,06200600000EB,12.2,12.23,,060600001151,40753.0,2
297,06200600000EB,9.2,9.26,,060600000882,40753.0,1
298,06200600000EB,9.77,9.8,,060600000956,40753.0,1
299,0630193000000,0.46,0.5,,061930000046,40753.0,1
300,0630193000000,1.6,1.6757,,061930000046,40753.0,1
301,0630193000000,2.0,2.05,,061930000046,40753.0,1
302,0630193000000,2.05,2.1,,061930000046,40753.0,1
303,0630193000000,2.9,2.96,,061930000046,40753.0,1
304,0630193000000,3.0,3.1,,061930000046,40753.0,1
305,0630193000000,3.13,3.2,,061930000046,40753.0,1
306,0630193000000,3.5,3.55,,061930000046,40753.0,1
307,06200600000EB,9.3676,9.3832,,060600000882,40753.0,1
308,06200600000EB,10.94,10.9511,,060600001076,40753.0,2
309,0640060050000,1.57,1.6,,060600500088,40753.0,2
310,0640060050000,1.35,1.37,,060600500088,40753.0,2
311,0640060050000,1.1,1.12,,060600500088,40753.0,2
312,0640060050000,1.2362,1.26,,060600500088,40753.0,2
313,06200600000EB,11.93,11.9611,,060600001151,40753.0,2
314,0640060050000,1.4143,1.4353,,060600500088,40753.0,2
315,0640060050000,1.4353,1.4601,,060600500088,40753.0,2
316,0640060050000,0.4317,0.4532,,060600500000,40753.0,1
317,0640060050000,0.3151,0.352,,060600500000,40753.0,1
318,0640060050000,0.0617,0.1,,060600500000,40753.0,1
319,0640060050000,0.232,0.26,,060600500000,40753.0,1
320,0640060050000,0.8154,0.83,,060600500000,40753.0,1
321,06200600000EB,9.62,9.64,,060600000956,40753.0,1
322,06200600000EB,9.56,9.574,,060600000956,40753.0,1
323,0640060050000,0.88,0.9163,,060600500088,40753.0,2
324,06200600000EB,9.574,9.6,,060600000956,40753.0,1
325,06200600000EB,9.6,9.62,,060600000956,40753.0,1
326,06200600000EB,9.9,9.92,,060600000956,40753.0,1
327,0630193000000,1.0,1.034,,061930000046,40753.0,1
328,0630193000000,1.6757,1.7,,061930000046,40753.0,1
329,0630193000000,2.96,3.0,,061930000046,40753.0,1
330,0630193000000,3.1,3.13,,061930000046,40753.0,1
331,0640060050000,0.6393,0.65,,060600500000,40753.0,1
332,0640060050000,0.3021,0.3151,,060600500000,40753.0,1
333,0640060050000,1.26,1.2758,,060600500088,40753.0,2
334,06200600000EB,9.26,9.2655,,060600000882,40753.0,1
335,06200600000EB,9.3832,9.4,,060600000882,40753.0,1
336,06200600000EB,11.6,11.6111,,060600001151,40753.0,2
337,06200600000EB,11.8,11.81,,060600001151,40753.0,2
338,06200600000EB,12.09,12.1,,060600001151,40753.0,2
339,0640060050000,1.3413,1.35,,060600500088,40753.0,2
340,0640060050000,0.352,0.36,,060600500000,40753.0,1
341,0640060050000,0.8058,0.8154,,060600500000,40753.0,1
342,06200600000EB,9.498,9.5,,060600000882,40753.0,1
343,06200600000EB,9.6983,9.7,,060600000956,40753.0,1
344,06200600000EB,17.2032,17.29,,060600001559,40753.0,1
345,06200600000EB,16.1,16.2,,060600001559,40753.0,1
346,06200600000EB,17.1,17.2,,060600001559,40753.0,1
347,06200600000EB,15.6,15.7,,060600001559,40753.0,1
348,06200600000EB,15.7,15.78,,060600001559,40753.0,1
349,06200600000EB,15.8,15.9,,060600001559,40753.0,1
350,06200600000EB,15.9,16.0,,060600001559,40753.0,1
351,06200600000EB,16.0,16.1,,060600001559,40753.0,1
352,06200600000EB,16.2,16.3,,060600001559,40753.0,1
353,06200600000EB,16.4239,16.5,,060600001559,40753.0,1
354,06200600000EB,16.8026,16.9,,060600001559,40753.0,1
355,06200600000EB,16.9,17.0,,060600001559,40753.0,1
356,06200600000EB,17.0,17.1,,060600001559,40753.0,1
357,06200600000EB,16.3,16.3597,,060600001559,40753.0,1
358,06200600000EB,16.5,16.6,,060600001559,40753.0,1
359,06200600000EB,16.6,16.67,,060600001559,40753.0,1
360,06200600000EB,16.7,16.8,,060600001559,40753.0,1
361,06200600000EB,15.78,15.8,,060600001559,40753.0,1
362,06200600000EB,16.367,16.4,,060600001559,40753.0,1
363,06200600000EB,16.4,16.4239,,060600001559,40753.0,1
364,06200600000EB,16.67,16.7,,060600001559,40753.0,1
365,06200600000EB,15.59,15.6,,060600001559,40753.0,1
366,06200600000EB,16.3597,16.367,,060600001559,40753.0,1
367,06200600000EB,17.2,17.2032,,060600001559,40753.0,1
368,06200600000EB,16.8,16.8026,,060600001559,40753.0,1
369,0640013000000,0.11,0.2454,,060130000002,40753.0,2
370,0640013000000,0.02,0.11,,060130000002,40753.0,2
371,0640013000000,0.3171,0.37,,060130000002,40753.0,2
372,0640013000000,0.2454,0.2934,,060130000002,40753.0,2
373,0640013000000,0.2934,0.3171,,060130000002,40753.0,2
374,0640013000000,0.384,0.42,,060130000002,40753.0,2
375,0640013000000,0.37,0.384,,060130000002,40753.0,2
376,4030034000000,14.57,14.6863,,400340001457,40753.0,2
377,4030034000000,14.8336,14.9478,,400340001457,40753.0,2
378,4030034000000,14.69,14.7508,,400340001457,40753.0,2
379,4030034000000,14.7508,14.8336,,400340001457,40753.0,2
380,4030034000000,14.9478,14.97,,400340001457,40753.0,2
381,4030034000000,14.6863,14.69,,400340001457,40753.0,2
382,4030034000000,14.57,14.57,,400340001457,40753.0,2
383,20200600000EB,2.5,2.6,,200600000244,15481.0,1
384,2030025000000,2.6056,2.68,,200250000246,15481.0,1
385,20200600000EB,2.7188,2.8,,200600000244,15481.0,1
386,2030025000000,2.5111,2.6,,200250000246,15481.0,1
387,20200600000EB,2.6465,2.7,,200600000244,15481.0,1
388,20200600000EB,2.8,2.856,,200600000244,15481.0,1
389,20200600000EB,2.44,2.5,,200600000244,15481.0,1
390,20200600000EB,2.6,2.6465,,200600000244,15481.0,1
391,2030025000000,2.46,2.5,,200250000246,15481.0,1
392,20200600000EB,2.7,2.7188,,200600000244,15481.0,1
393,2030025000000,2.5,2.5111,,200250000246,15481.0,1
394,2030025000000,2.6,2.6056,,200250000246,15481.0,1
395,20200600000EB,2.856,2.86,,200600000244,15481.0,1
396,2040025260000,0.0,0.1171,,200252600000,15481.0,1
397,2040025260000,0.1171,0.2095,,200252600000,15481.0,1
398,2040025260000,0.2095,0.294,,200252600000,15481.0,1
399,20200600000EB,9.3494,9.4,,200600000919,15481.0,6
400,20200600000EB,9.4,9.4807,,200600000919,15481.0,6
401,20200600000EB,9.5,9.5773,,200600000919,15481.0,6
402,20200600000EB,9.7,9.7598,,200600000919,15481.0,6
403,20200600000EB,9.6,9.6774,,200600000919,15481.0,6
404,20200600000EB,9.2,9.3,,200600000919,15481.0,6
405,2040160070000,0.1734,0.1998,,201600700000,15481.0,1
406,20200600000EB,9.4807,9.5,,200600000919,15481.0,6
407,20200600000EB,9.3,9.3494,,200600000919,15481.0,6
408,20200600000EB,9.7598,9.8,,200600000919,15481.0,6
409,2040160070000,0.0,0.0231,,201600700000,15481.0,1
410,2040160070000,0.1185,0.146,,201600700000,15481.0,1
411,2040160070000,0.146,0.1734,,201600700000,15481.0,1
412,2040160070000,0.0706,0.0947,,201600700000,15481.0,1
413,2040160070000,0.0947,0.1185,,201600700000,15481.0,1
414,2040160070000,0.0231,0.0466,,201600700000,15481.0,1
415,2040160070000,0.0466,0.0706,,201600700000,15481.0,1
416,2040160070000,0.1998,0.2293,,201600700000,15481.0,1
417,2040160070000,0.2293,0.2536,,201600700000,15481.0,1
418,2040160070000,0.2536,0.27,,201600700000,15481.0,1
419,2040025260000,0.294,0.31,,200252600000,15481.0,1
420,20200600000EB,9.6774,9.7,,200600000919,15481.0,6
421,20200600000EB,9.5773,9.6,,200600000919,15481.0,6
422,20200600000EB,9.19,9.2,,200600000919,15481.0,6
423,4030025000000,0.468,0.63,,400250000000,15481.0,1
424,4030025000000,0.0872,0.24,,400250000000,15481.0,1
425,2030622000000,3.27,3.3858,,206220000272,15481.0,2
426,2030622000000,3.1561,3.27,,206220000272,15481.0,2
427,2030622000000,2.81,2.9335,,206220000272,15481.0,2
428,2030622000000,3.599,3.7167,,206220000272,15481.0,2
429,4030025000000,0.3188,0.41,,400250000000,15481.0,1
430,2030622000000,3.7167,3.79,,206220000272,15481.0,2
431,2030622000000,2.0362,2.0762,,206220000196,15481.0,2
432,2030622000000,2.1488,2.1841,,206220002130,15481.0,1
433,2030622000000,2.9458,3.0251,,206220000272,15481.0,2
434,2030622000000,2.748,2.81,,206220000272,15481.0,2
435,2030622000000,3.3858,3.461,,206220000272,15481.0,2
436,2030622000000,3.04,3.0919,,206220000272,15481.0,2
437,2030622000000,3.0919,3.1561,,206220000272,15481.0,2
438,2030622000000,3.4879,3.5372,,206220000272,15481.0,2
439,2030622000000,3.5372,3.599,,206220000272,15481.0,2
440,4030025000000,0.0,0.0365,,400250000000,15481.0,1
441,4030025000000,0.24,0.3188,,400250000000,15481.0,1
442,4030025000000,0.41,0.46,,400250000000,15481.0,1
443,2030622000000,1.96,1.9788,,206220000196,15481.0,2
444,2030622000000,2.1841,2.2227,,206220002130,15481.0,1
445,2030622000000,3.461,3.4879,,206220000272,15481.0,2
446,4030025000000,0.0365,0.0686,,400250000000,15481.0,1
447,2030622000000,2.72,2.748,,206220000272,15481.0,2
448,2030622000000,1.9788,2.01,,206220000196,15481.0,2
449,2030622000000,2.01,2.0362,,206220000196,15481.0,2
450,2030622000000,2.11,2.1192,,206220000196,15481.0,2
451,2030622000000,3.0251,3.04,,206220000272,15481.0,2
452,2030622000000,2.9335,2.9458,,206220000272,15481.0,2
453,4030025000000,0.0686,0.0872,,400250000000,15481.0,1
454,2030622000000,2.0762,2.09,,206220000196,15481.0,2
455,2030622000000,2.09,2.103,,206220000196,15481.0,2
456,2030622000000,2.13,2.141,,206220002130,15481.0,1
457,2030622000000,2.1041,2.11,,206220000196,15481.0,2
458,2030622000000,2.2227,2.23,,206220002130,15481.0,1
459,2030622000000,2.1192,2.128,,206220000196,15481.0,2
