,RouteId,BeginPoint,EndPoint,SpeedLimitVn,SampleId,NhsVn,SampleId
105,2430083000000,4.5,4.5269,,240830000000,1,240830000000
106,2430083000000,4.0843,4.1,,240830000000,1,240830000000
107,2430083000000,4.1,4.12,,240830000000,1,240830000000
108,2430083000000,1.27,1.3,,240830000000,1,240830000000
109,2430083000000,1.3843,1.4,,240830000000,1,240830000000
110,2430083000000,1.5,1.5216,,240830000000,1,240830000000
111,2430083000000,3.9,3.9448,,240830000000,1,240830000000
112,2430083000000,4.3858,4.4,,240830000000,1,240830000000
113,2430083000000,2.6,2.6391,,240830000000,1,240830000000
114,2430083000000,4.68,4.7,,240830000000,1,240830000000
115,2430083000000,1.5216,1.5327,,240830000000,1,240830000000
116,2430083000000,1.37,1.3843,,240830000000,1,240830000000
117,2430083000000,3.6706,3.6776,,240830000000,1,240830000000
118,2430083000000,4.5897,4.6,,240830000000,1,240830000000
119,2430083000000,0.9,0.9106,,240830000000,1,240830000000
120,2430083000000,3.1,3.1102,,240830000000,1,240830000000
121,2430083000000,3.2,3.21,,240830000000,1,240830000000
122,2430083000000,3.6776,3.7,,240830000000,1,240830000000
123,2430083000000,4.3782,4.3858,,240830000000,1,240830000000
124,2430083000000,3.5234,3.5289,,240830000000,1,240830000000
125,2430083000000,1.4911,1.5,,240830000000,1,240830000000
126,2430083000000,3.8,3.8036,,240830000000,1,240830000000
127,2430083000000,2.9,2.9079,,240830000000,1,240830000000
128,2430083000000,3.1102,3.1142,,240830000000,1,240830000000
129,2430083000000,2.8989,2.9,,240830000000,1,240830000000
130,2430083000000,3.6,3.6021,,240830000000,1,240830000000
131,2430083000000,2.4,2.401,,240830000000,1,240830000000
132,2430083000000,6.7102,6.8,,240830000642,1,240830000642
133,2430083000000,5.3,5.4,,240830000000,1,240830000000
134,2430083000000,5.2205,5.3,,240830000000,1,240830000000
135,2430083000000,6.2,6.3,,240830000000,1,240830000000
136,2430083000000,6.3,6.4,,240830000000,1,240830000000
137,2430083000000,6.5,6.6,,240830000642,1,240830000642
138,2430083000000,6.6,6.69,,240830000642,1,240830000642
139,2430083000000,5.4,5.5,,240830000000,1,240830000000
140,2430083000000,7.1,7.2,,240830000642,1,240830000642
141,2430083000000,7.2,7.3,,240830000642,1,240830000642
142,2430083000000,5.6,5.7,,240830000000,1,240830000000
143,2430083000000,5.7216,5.8,,240830000000,1,240830000000
144,2430083000000,5.8,5.8962,,240830000000,1,240830000000
145,2430083000000,6.8,6.9,,240830000642,1,240830000642
146,2430083000000,5.9,6.0,,240830000000,1,240830000000
147,2430083000000,6.1,6.2,,240830000000,1,240830000000
148,2430083000000,8.0041,8.0538,,240830000794,1,240830000794
149,2430083000000,6.42,6.5,,240830000642,1,240830000642
150,2430083000000,7.94,8.0,,240830000794,1,240830000794
151,2430083000000,5.5,5.55,,240830000000,1,240830000000
152,2430083000000,5.55,5.6,,240830000000,1,240830000000
153,2430083000000,7.3331,7.4,,240830000642,1,240830000642
154,2430083000000,6.9,6.94,,240830000642,1,240830000642
155,2430083000000,7.0,7.1,,240830000642,1,240830000642
156,2430083000000,6.0,6.0503,,240830000000,1,240830000000
157,2430083000000,6.0503,6.1,,240830000000,1,240830000000
158,2430083000000,7.4221,7.46,,240830000642,1,240830000642
159,2430083000000,6.7,6.7102,,240830000642,1,240830000642
160,2430083000000,6.4,6.42,,240830000000,1,240830000000
161,2430083000000,7.3,7.3331,,240830000642,1,240830000642
162,2430083000000,7.4,7.4221,,240830000642,1,240830000642
163,2430083000000,5.7,5.7216,,240830000000,1,240830000000
164,2430083000000,6.955,6.981,,240830000642,1,240830000642
165,2430083000000,8.0538,8.06,,240830000794,1,240830000794
166,2430083000000,6.69,6.7,,240830000642,1,240830000642
167,2430083000000,6.981,7.0,,240830000642,1,240830000642
168,2430083000000,5.8962,5.9,,240830000000,1,240830000000
169,2430083000000,6.94,6.945,,240830000642,1,240830000642
170,2430083000000,6.945,6.955,,240830000642,1,240830000642
171,2430083000000,8.0,8.0041,,240830000794,1,240830000794
172,2430016000000,17.1,17.2,,240160001606,1,240160001606
173,2430083000000,16.5,16.6,,240830014092,1,240830014092
174,2430083000000,16.8,16.9,,240830014092,1,240830014092
175,2430083000000,17.3,17.4,,240830014092,1,240830014092
176,2430083000000,17.71,17.8,,240830001760,1,240830001760
177,2430083000000,16.9,16.99,,240830014092,1,240830014092
178,2430016000000,16.2,16.3,,240160001606,1,240160001606
179,2430016000000,16.3,16.4,,240160001606,1,240160001606
180,2430016000000,16.7,16.8,,240160001606,1,240160001606
181,2430016000000,17.0,17.1,,240160001606,1,240160001606
182,2430016000000,17.6335,17.7,,240160001606,1,240160001606
183,2430016000000,17.7,17.8,,240160001606,1,240160001606
184,2430016000000,17.8,17.9,,240160001606,1,240160001606
185,2430016000000,17.908,18.0,,240160001606,1,240160001606
186,2430016000000,18.1,18.2,,240160001606,1,240160001606
187,2430016000000,18.2,18.3,,240160001606,1,240160001606
188,2430016000000,18.3,18.4,,240160001606,1,240160001606
189,2430016000000,18.4,18.5,,240160001606,1,240160001606
190,2430016000000,18.5,18.6,,240160001606,1,240160001606
191,2430016000000,18.6,18.7,,240160001606,1,240160001606
192,2430016000000,18.7,18.8,,240160001606,1,240160001606
193,2430083000000,14.3,14.4,,240830014092,1,240830014092
194,2430083000000,14.4,14.5,,240830014092,1,240830014092
195,2430083000000,14.5,14.6,,240830014092,1,240830014092
196,2430083000000,14.6,14.7,,240830014092,1,240830014092
197,2430083000000,14.7,14.8,,240830014092,1,240830014092
198,2430083000000,14.83,14.9,,240830014092,1,240830014092
199,2430083000000,15.4,15.5,,240830014092,1,240830014092
200,2430083000000,15.5,15.6,,240830014092,1,240830014092
201,2430083000000,15.6,15.7,,240830014092,1,240830014092
202,2430083000000,15.7,15.8,,240830014092,1,240830014092
203,2430083000000,15.8,15.9,,240830014092,1,240830014092
204,2430083000000,15.9,16.0,,240830014092,1,240830014092
205,2430083000000,16.2,16.3,,240830014092,1,240830014092
206,2430083000000,16.3,16.4,,240830014092,1,240830014092
207,2430083000000,16.4,16.5,,240830014092,1,240830014092
208,2430083000000,16.6,16.7,,240830014092,1,240830014092
209,2430083000000,16.7,16.8,,240830014092,1,240830014092
210,2430083000000,17.1,17.2,,240830014092,1,240830014092
211,2430083000000,17.2,17.3,,240830014092,1,240830014092
212,2430016000000,16.5,16.6,,240160001606,1,240160001606
213,2430016000000,16.6,16.7,,240160001606,1,240160001606
214,2430016000000,17.255,17.3,,240160001606,1,240160001606
215,2430016000000,17.4196,17.5,,240160001606,1,240160001606
216,2430016000000,17.5,17.6,,240160001606,1,240160001606
217,2430083000000,14.2,14.3,,240830014092,1,240830014092
218,2430083000000,15.2,15.3,,240830014092,1,240830014092
219,2430083000000,17.9,18.0,,240830001760,1,240830001760
220,2430083000000,14.1,14.2,,240830014092,1,240830014092
221,2430083000000,15.0,15.1,,240830014092,1,240830014092
222,2430083000000,15.1,15.2,,240830014092,1,240830014092
223,2430083000000,16.0,16.1,,240830014092,1,240830014092
224,2430083000000,17.4,17.5,,240830014092,1,240830014092
225,2430083000000,17.5,17.6,,240830014092,1,240830014092
226,2430083000000,17.6,17.686,,240830001760,1,240830001760
227,2430083000000,17.826,17.9,,240830001760,1,240830001760
228,2430083000000,17.01,17.06,,240830014092,1,240830014092
229,2430016000000,16.8163,16.86,,240160001606,1,240160001606
230,2430016000000,17.2,17.255,,240160001606,1,240160001606
231,2430016000000,16.1,16.1543,,240160001606,1,240160001606
232,2430016000000,16.1543,16.2,,240160001606,1,240160001606
233,2430016000000,16.4,16.435,,240160001606,1,240160001606
234,2430016000000,16.9,16.9521,,240160001606,1,240160001606
235,2430016000000,16.9521,17.0,,240160001606,1,240160001606
236,2430016000000,18.0,18.0696,,240160001606,1,240160001606
237,2430016000000,18.8,18.9,,240160001606,1,240160001606
238,2430083000000,14.9,14.9514,,240830014092,1,240830014092
239,2430083000000,15.33,15.4,,240830014092,1,240830014092
240,2430083000000,17.06,17.1,,240830014092,1,240830014092
241,2430016000000,16.435,16.5,,240160001606,1,240160001606
242,2430016000000,17.35,17.4,,240160001606,1,240160001606
243,2430083000000,16.1,16.2,,240830014092,1,240830014092
244,2430016000000,17.3291,17.35,,240160001606,1,240160001606
245,2430083000000,14.96,14.99,,240830014092,1,240830014092
246,2430016000000,16.06,16.078,,240160001606,1,240160001606
247,2430016000000,16.86,16.9,,240160001606,1,240160001606
248,2430016000000,17.6,17.6335,,240160001606,1,240160001606
249,2430016000000,18.0696,18.1,,240160001606,1,240160001606
250,2430083000000,14.8,14.83,,240830014092,1,240830014092
251,2430083000000,15.3,15.33,,240830014092,1,240830014092
252,2430083000000,16.99,17.0,,240830014092,1,240830014092
253,2430016000000,17.3,17.3291,,240160001606,1,240160001606
254,2430016000000,17.4,17.4196,,240160001606,1,240160001606
255,2430083000000,17.8028,17.818,,240830001760,1,240830001760
256,2430083000000,17.7,17.71,,240830001760,1,240830001760
257,2430016000000,16.078,16.1,,240160001606,1,240160001606
258,2430016000000,16.8,16.8163,,240160001606,1,240160001606
259,2430016000000,17.9,17.908,,240160001606,1,240160001606
260,2430083000000,17.0,17.01,,240830014092,1,240830014092
261,2430083000000,14.99,15.0,,240830014092,1,240830014092
262,2430083000000,17.686,17.694,,240830001760,1,240830001760
263,2430083000000,17.818,17.826,,240830001760,1,240830001760
264,2430083000000,14.9514,14.96,,240830014092,1,240830014092
265,2430083000000,18.0,18.01,,240830001760,1,240830001760
266,2430083000000,14.095,14.1,,240830014092,1,240830014092
267,2430083000000,17.694,17.7,,240830001760,1,240830001760
268,2430083000000,17.8,17.8028,,240830001760,1,240830001760
269,2430083000000,14.092,14.095,,240830014092,1,240830014092
270,2430016000000,19.5,19.56,,240160001606,1,240160001606
271,2430016000000,18.9,19.0,,240160001606,1,240160001606
272,2430016000000,19.0,19.1,,240160001606,1,240160001606
273,2430016000000,19.1,19.2,,240160001606,1,240160001606
274,2430016000000,19.2,19.3,,240160001606,1,240160001606
275,2430016000000,19.4,19.5,,240160001606,1,240160001606
276,2430016000000,19.6,19.7,,240160001956,1,240160001956
277,2430016000000,19.7,19.8,,240160001956,1,240160001956
278,2430016000000,20.0,20.1,,240160001956,1,240160001956
279,2430016000000,19.9,20.0,,240160001956,1,240160001956
280,2430016000000,19.56,19.6,,240160001956,1,240160001956
281,2430016000000,19.3,19.4,,240160001606,1,240160001606
282,2430016000000,19.8,19.9,,240160001956,1,240160001956
283,2430016000000,22.9,23.0,,240160002205,1,240160002205
284,2430016000000,22.5,22.58,,240160002205,1,240160002205
285,2430016000000,20.1,20.2,,240160001956,1,240160001956
286,2430016000000,20.2,20.3,,240160001956,1,240160001956
287,2430016000000,20.3,20.4,,240160001956,1,240160001956
288,2430016000000,20.4,20.5,,240160001956,1,240160001956
289,2430016000000,20.5,20.6,,240160001956,1,240160001956
290,2430016000000,21.0,21.1,,240160002079,1,240160002079
291,2430016000000,23.2,23.3,,240160002205,1,240160002205
292,2430016000000,23.3,23.4,,240160002205,1,240160002205
293,2430016000000,23.9,24.0,,240160002376,1,240160002376
294,2430016000000,24.0,24.1,,240160002376,1,240160002376
295,2430016000000,24.1,24.2,,240160002376,1,240160002376
296,2430016000000,24.2,24.3,,240160002376,1,240160002376
297,2430016000000,20.6,20.7,,240160001956,1,240160001956
298,2430016000000,20.7,20.79,,240160001956,1,240160001956
299,2430016000000,21.1,21.2,,240160002079,1,240160002079
300,2430016000000,21.2,21.3,,240160002079,1,240160002079
301,2430016000000,21.5,21.6,,240160002079,1,240160002079
302,2430016000000,21.6,21.7,,240160002079,1,240160002079
303,2430016000000,21.7,21.8,,240160002079,1,240160002079
304,2430016000000,21.8,21.9,,240160002079,1,240160002079
305,2430016000000,21.9,22.0,,240160002079,1,240160002079
306,2430016000000,22.1198,22.2,,240160002205,1,240160002205
307,2430016000000,22.3,22.4,,240160002205,1,240160002205
308,2430016000000,22.7412,22.8,,240160002205,1,240160002205
309,2430016000000,23.0,23.1,,240160002205,1,240160002205
310,2430016000000,23.1,23.2,,240160002205,1,240160002205
311,2430016000000,23.4,23.5,,240160002205,1,240160002205
312,2430016000000,23.5,23.6,,240160002205,1,240160002205
313,2430016000000,23.6,23.7,,240160002205,1,240160002205
314,2430016000000,23.8,23.9,,240160002376,1,240160002376
315,2430016000000,24.3,24.4,,240160002376,1,240160002376
316,2430016000000,24.7,24.8,,240160002376,1,240160002376
317,2430016000000,24.8,24.86,,240160002376,1,240160002376
318,2430016000000,20.9,21.0,,240160002079,1,240160002079
319,2430016000000,24.4,24.5,,240160002376,1,240160002376
320,2430016000000,24.5,24.6,,240160002376,1,240160002376
321,2430016000000,29.2,29.3,,240160002919,1,240160002919
322,2430016000000,22.8448,22.9,,240160002205,1,240160002205
323,2430016000000,22.4696,22.5,,240160002205,1,240160002205
324,2430016000000,22.6,22.6654,,240160002205,1,240160002205
325,2430016000000,21.3469,21.4,,240160002079,1,240160002079
326,2430016000000,21.4,21.45,,240160002079,1,240160002079
327,2430016000000,21.45,21.5,,240160002079,1,240160002079
328,2430016000000,22.0,22.05,,240160002079,1,240160002079
329,2430016000000,22.6654,22.7,,240160002205,1,240160002205
330,2430016000000,22.7,22.7412,,240160002205,1,240160002205
331,2430016000000,29.3168,29.4,,240160002919,1,240160002919
332,2430016000000,22.2,22.2427,,240160002205,1,240160002205
333,2430016000000,22.2427,22.3,,240160002205,1,240160002205
334,2430016000000,22.4,22.4696,,240160002205,1,240160002205
335,2430016000000,22.8,22.8448,,240160002205,1,240160002205
336,2430016000000,23.7,23.76,,240160002205,1,240160002205
337,2430016000000,23.76,23.8,,240160002376,1,240160002376
338,2430016000000,20.8,20.9,,240160002079,1,240160002079
339,2430016000000,24.6,24.7,,240160002376,1,240160002376
340,2430016000000,22.05,22.0794,,240160002205,1,240160002205
341,2430016000000,21.3,21.3469,,240160002079,1,240160002079
342,2430016000000,29.3,29.3168,,240160002919,1,240160002919
343,2430016000000,22.58,22.5865,,240160002205,1,240160002205
344,2430016000000,22.5865,22.6,,240160002205,1,240160002205
345,2430016000000,22.1,22.1198,,240160002205,1,240160002205
346,2430016000000,29.4,29.41,,240160002919,1,240160002919
347,2430016000000,29.19,29.2,,240160002919,1,240160002919
348,2430016000000,22.084,22.1,,240160002205,1,240160002205
349,2430016000000,20.79,20.8,,240160002079,1,240160002079
350,2430016000000,22.08,22.084,,240160002205,1,240160002205
351,2430016000000,22.0794,22.08,,240160002205,1,240160002205
352,24200520000EB,5.3,5.4,,240520000519,1,240520000519
353,24200520000EB,5.6087,5.7,,240520000519,1,240520000519
354,24200520000EB,6.4,6.5,,240520000640,1,240520000640
355,24200520000EB,0.0032,0.1,,240520000000,1,240520000000
356,24200520000EB,0.1209,0.2,,240520000000,1,240520000000
357,24200520000EB,0.2,0.3,,240520000000,1,240520000000
358,24200520000EB,0.3,0.4,,240520000000,1,240520000000
359,24200520000EB,0.4,0.5,,240520000000,1,240520000000
360,24200520000EB,0.6,0.7,,240520000000,1,240520000000
361,24200520000EB,0.7,0.8,,240520000000,1,240520000000
362,24200520000EB,0.8328,0.9,,240520000000,1,240520000000
363,24200520000EB,1.0,1.09,,240520000000,1,240520000000
364,24200520000EB,2.6,2.7,,240520000254,1,240520000254
365,24200520000EB,2.7,2.8,,240520000254,1,240520000254
366,24200520000EB,2.8,2.9,,240520000254,1,240520000254
367,24200520000EB,3.0,3.1,,240520000254,1,240520000254
368,24200520000EB,3.1,3.2,,240520000254,1,240520000254
369,24200520000EB,3.2,3.3,,240520000254,1,240520000254
370,24200520000EB,3.3,3.4,,240520000254,1,240520000254
371,24200520000EB,3.4,3.5,,240520000254,1,240520000254
372,24200520000EB,5.2,5.3,,240520000519,1,240520000519
373,24200520000EB,5.4,5.5,,240520000519,1,240520000519
374,24200520000EB,5.5,5.5874,,240520000519,1,240520000519
375,24200520000EB,5.7,5.8,,240520000519,1,240520000519
376,24200520000EB,5.8,5.9,,240520000519,1,240520000519
377,24200520000EB,5.9,6.0,,240520000519,1,240520000519
378,24200520000EB,6.0,6.0819,,240520000519,1,240520000519
379,24200520000EB,6.1,6.2,,240520000519,1,240520000519
380,24200520000EB,6.2,6.3,,240520000519,1,240520000519
381,24200520000EB,6.3,6.4,,240520000519,1,240520000519
382,24200520000EB,3.5178,3.6,,240520000254,1,240520000254
383,24200520000EB,6.7,6.8,,240520000640,1,240520000640
384,24200520000EB,6.8,6.9,,240520000640,1,240520000640
385,24200520000EB,7.1,7.2,,240520000640,1,240520000640
386,24200520000EB,7.2,7.3,,240520000640,1,240520000640
387,24200520000EB,7.3,7.4,,240520000640,1,240520000640
388,24200520000EB,7.406,7.5,,240520000640,1,240520000640
389,24200520000EB,7.5,7.6,,240520000640,1,240520000640
390,55200520000EB,6.8,6.9,,550520000478,1,550520000478
391,55200520000EB,6.9,7.0,,550520000478,1,550520000478
392,55200520000EB,7.1,7.2,,550520000478,1,550520000478
393,55200520000EB,7.2,7.3,,550520000478,1,550520000478
394,55200520000EB,7.3,7.4,,550520000478,1,550520000478
395,55200520000EB,7.4,7.49,,550520000478,1,550520000478
396,55200520000EB,7.5,7.5841,,550520000478,1,550520000478
397,55200520000EB,7.7,7.8,,550520000765,1,550520000765
398,55200520000EB,7.9,8.0,,550520000765,1,550520000765
399,55200520000EB,8.21,8.3,,550520000765,1,550520000765
400,55200520000EB,8.1,8.2,,550520000765,1,550520000765
401,24200520000EB,6.517,6.6,,240520000640,1,240520000640
402,24200520000EB,6.6,6.7,,240520000640,1,240520000640
403,24200520000EB,6.9,7.0,,240520000640,1,240520000640
404,24200520000EB,7.0,7.1,,240520000640,1,240520000640
405,24200520000EB,7.6,7.7,,240520000640,1,240520000640
406,24200520000EB,7.7,7.8,,240520000640,1,240520000640
407,24200520000EB,7.8,7.9,,240520000640,1,240520000640
408,24200520000EB,0.5061,0.6,,240520000000,1,240520000000
409,24200520000EB,0.9402,1.0,,240520000000,1,240520000000
410,24200520000EB,2.54,2.6,,240520000254,1,240520000254
411,24200520000EB,2.9,3.0,,240520000254,1,240520000254
412,24200520000EB,3.6,3.7,,240520000254,1,240520000254
413,55200520000EB,7.0,7.0588,,550520000478,1,550520000478
414,55200520000EB,7.0588,7.1,,550520000478,1,550520000478
415,55200520000EB,7.6,7.65,,550520000478,1,550520000478
416,55200520000EB,7.65,7.7,,550520000765,1,550520000765
417,55200520000EB,7.8088,7.9,,550520000765,1,550520000765
418,55200520000EB,8.0,8.0565,,550520000765,1,550520000765
419,55200520000EB,8.3,8.34,,550520000765,1,550520000765
420,24200520000EB,0.1,0.1209,,240520000000,1,240520000000
421,24200520000EB,0.8,0.8328,,240520000000,1,240520000000
422,24200520000EB,0.9,0.9402,,240520000000,1,240520000000
423,24200520000EB,3.5,3.5178,,240520000254,1,240520000254
424,55200520000EB,8.0565,8.1,,550520000765,1,550520000765
425,24200520000EB,5.5874,5.6,,240520000519,1,240520000519
426,24200520000EB,5.6,5.6087,,240520000519,1,240520000519
427,24200520000EB,6.5,6.517,,240520000640,1,240520000640
428,24200520000EB,5.19,5.2,,240520000519,1,240520000519
429,24200520000EB,6.0819,6.1,,240520000519,1,240520000519
430,24200520000EB,3.7,3.72,,240520000254,1,240520000254
431,24200520000EB,7.9,7.91,,240520000640,1,240520000640
432,55200520000EB,7.49,7.5,,550520000478,1,550520000478
433,55200520000EB,7.5841,7.6,,550520000478,1,550520000478
434,55200520000EB,8.2,8.21,,550520000765,1,550520000765
435,24200520000EB,0.5,0.5061,,240520000000,1,240520000000
436,24200520000EB,7.4,7.406,,240520000640,1,240520000640
437,55200520000EB,7.8,7.8088,,550520000765,1,550520000765
438,24200520000EB,0.0,0.0032,,240520000000,1,240520000000
439,3030080000000,4.6,4.66,,300800000460,1,300800000460
440,55200520000EB,0.1,0.2,,550520000000,1,550520000000
441,3030080000000,4.75,4.8,,300800000460,1,300800000460
442,3030080000000,4.8,4.82,,300800000460,1,300800000460
443,55200520000EB,0.0,0.06,,550520000000,1,550520000000
444,3030080000000,4.7,4.75,,300800000460,1,300800000460
445,55200520000EB,0.06,0.1,,550520000000,1,550520000000
446,3030080000000,4.82,4.84,,300800000460,1,300800000460
447,3030080000000,4.66,4.7,,300800000460,1,300800000460
448,55200520000EB,0.2,0.2296,,550520000000,1,550520000000
449,55200520000EB,0.93,1.0,,550520000000,1,550520000000
450,55200520000EB,1.1,1.1828,,550520000000,1,550520000000
451,55200520000EB,1.2152,1.3,,550520000000,1,550520000000
452,55200520000EB,1.3,1.4,,550520000000,1,550520000000
453,55200520000EB,4.8,4.9,,550520000478,1,550520000478
454,55200520000EB,4.9,5.0,,550520000478,1,550520000478
455,55200520000EB,6.4,6.5,,550520000478,1,550520000478
456,55200520000EB,6.5,6.6,,550520000478,1,550520000478
457,55200520000EB,6.6,6.7,,550520000478,1,550520000478
458,55200520000EB,6.7,6.8,,550520000478,1,550520000478
459,55200520000EB,5.2,5.3,,550520000478,1,550520000478
460,55200520000EB,5.3,5.4,,550520000478,1,550520000478
461,55200520000EB,5.4,5.5,,550520000478,1,550520000478
462,55200520000EB,5.5,5.59,,550520000478,1,550520000478
463,55200520000EB,5.6,5.7,,550520000478,1,550520000478
464,55200520000EB,5.7,5.8,,550520000478,1,550520000478
465,55200520000EB,6.0,6.082,,550520000478,1,550520000478
466,55200520000EB,6.114,6.2,,550520000478,1,550520000478
467,55200520000EB,0.3,0.4,,550520000000,1,550520000000
