,RouteId,BeginPoint,EndPoint,YearLastImprovementVd,SampleId,SurfaceTypeVn,YearLastConstructionVd
4283,20100770016NB,87.3,87.4,,200770008668,6.0,
4284,20100770016NB,88.3,88.4,,200770008668,6.0,
4285,20200600000EB,29.1,29.18,,200600002843,6.0,1/1/2015 12:00:00 AM
4286,20100770016NB,83.45,83.5,,200770008345,3.0,
4287,20100770016NB,84.3,84.3519,,200770008345,6.0,
4288,20100770016NB,85.8,85.9,,200770008494,6.0,
4289,20100770016NB,86.5,86.5498,,200770008494,6.0,
4290,20100770016NB,86.5498,86.6,,200770008494,6.0,
4291,20100770016NB,86.8,86.9,,200770008668,6.0,
4292,20100770016NB,84.94,85.0,,200770008494,6.0,
4293,20100770016NB,84.4,84.42,,200770008345,6.0,
4294,20100770016NB,84.9,84.9274,,200770008442,6.0,
4295,20100770016NB,84.9274,84.94,,200770008442,6.0,
4296,20200600000EB,28.9792,29.0,,200600002843,6.0,1/1/2015 12:00:00 AM
4297,20100770016NB,84.5901,84.6,,200770008442,6.0,
4298,20100770016NB,84.6,84.614,,200770008442,6.0,
4299,20100770016NB,86.68,86.7,,200770008668,6.0,
4300,20100770016NB,84.615,84.62,,200770008442,6.0,
4301,20100770016NB,84.614,84.615,,200770008442,6.0,
4302,20100770016NB,89.2,89.3,,200770008918,6.0,
4303,20100770000NB,95.34,95.4,,200770009534,6.0,
4304,20100770000NB,95.4,95.5,,200770009534,6.0,
4305,20100770000NB,95.5,95.5868,,200770009534,6.0,
4306,20100770016NB,94.72,94.8,,200770009469,3.0,
4307,20100770000NB,95.6,95.7,,200770009534,6.0,
4308,20100770000NB,95.7,95.8,,200770009534,6.0,
4309,20100770016NB,88.6,88.7,,200770008852,6.0,
4310,20100770016NB,88.7,88.8,,200770008852,6.0,
4311,20100770016NB,88.8,88.9,,200770008852,6.0,
4312,20100770016NB,88.9,89.0,,200770008852,6.0,
4313,20100770016NB,89.0,89.1,,200770008852,6.0,
4314,20100770016NB,95.0,95.1,,200770009496,6.0,
4315,20200600000EB,23.1,23.2,,200600002308,6.0,1/1/2015 12:00:00 AM
4316,20200600000EB,23.2,23.2961,,200600002308,6.0,1/1/2015 12:00:00 AM
4317,20200600000EB,23.3,23.4,,200600002308,6.0,1/1/2015 12:00:00 AM
4318,20200600000EB,28.5,28.6,,200600002843,6.0,1/1/2015 12:00:00 AM
4319,20200600000EB,28.6,28.7,,200600002843,6.0,1/1/2015 12:00:00 AM
4320,20200600000EB,28.7,28.8,,200600002843,6.0,1/1/2015 12:00:00 AM
4321,20200600000EB,28.8,28.9,,200600002843,6.0,1/1/2015 12:00:00 AM
4322,20100770016NB,94.6,94.69,,200770009443,3.0,
4323,20100770000NB,95.8191,95.87,,200770009534,3.0,
4324,20100770000NB,95.8,95.8191,,200770009534,3.0,
4325,20100770016NB,94.8,94.844,,200770009469,3.0,
4326,20100770016NB,88.52,88.6,,200770008852,6.0,
4327,20100770016NB,89.1,89.144,,200770008852,6.0,
4328,20100770016NB,94.9,94.96,,200770009469,6.0,
4329,20100770016NB,94.96,95.0,,200770009496,6.0,
4330,20100770016NB,95.1,95.2,,200770009496,6.0,
4331,20100770016NB,95.2268,95.3,,200770009496,6.0,
4332,20200600000EB,28.43,28.5,,200600002843,6.0,1/1/2015 12:00:00 AM
4333,20200600000EB,23.4,23.438,,200600002308,6.0,1/1/2015 12:00:00 AM
4334,20100770016NB,94.8503,94.8805,,200770009469,3.0,
4335,20100770016NB,89.144,89.18,,200770008852,6.0,
4336,20100770000NB,95.5868,95.6,,200770009534,6.0,
4337,20100770000NB,95.8761,95.9,,200770009587,3.0,
4338,20100770016NB,89.18,89.2,,200770008918,6.0,
4339,20100770016NB,94.7,94.72,,200770009469,3.0,
4340,20100770016NB,94.8805,94.9,,200770009469,3.0,
4341,20100770016NB,95.2,95.2268,,200770009496,6.0,
4342,20100770016NB,95.3,95.34,,200770009496,6.0,
4343,20200600000EB,23.08,23.1,,200600002308,6.0,1/1/2015 12:00:00 AM
4344,20200600000EB,23.47,23.5,,200600002308,6.0,1/1/2015 12:00:00 AM
4345,20200600000EB,23.5,23.52,,200600002308,6.0,1/1/2015 12:00:00 AM
4346,20100770016NB,94.5677,94.6,,200770009443,3.0,
4347,20200600000EB,23.444,23.47,,200600002308,6.0,1/1/2015 12:00:00 AM
4348,20100770016NB,94.69,94.7,,200770009469,3.0,
4349,20100770016NB,88.5,88.52,,200770008668,6.0,
4350,20100770016NB,94.5629,94.5677,,200770009443,3.0,
4351,20100770000NB,95.87,95.8761,,200770009587,3.0,
4352,20100770016NB,94.844,94.849,,200770009469,3.0,
4353,20200600000EB,23.438,23.444,,200600002308,6.0,1/1/2015 12:00:00 AM
4354,20200600000EB,23.2961,23.3,,200600002308,6.0,1/1/2015 12:00:00 AM
4355,20100770016NB,94.849,94.8503,,200770009469,3.0,
4356,10200600000EB,0.6,0.7,,100600000034,6.0,1/1/2015 12:00:00 AM
4357,10200600000EB,0.34,0.4,,100600000034,6.0,1/1/2015 12:00:00 AM
4358,10200600000EB,0.4,0.5,,100600000034,6.0,1/1/2015 12:00:00 AM
4359,10200600000EB,0.8,0.9,,100600000034,6.0,1/1/2015 12:00:00 AM
4360,10200600000EB,0.9,1.0,,100600000034,6.0,1/1/2015 12:00:00 AM
4361,10200600000EB,0.7,0.77,,100600000034,6.0,1/1/2015 12:00:00 AM
4362,10200600000EB,0.5,0.6,,100600000034,6.0,1/1/2015 12:00:00 AM
4363,10200600000EB,0.77,0.8,,100600000034,6.0,1/1/2015 12:00:00 AM
4364,10200600000EB,1.0,1.01,,100600000034,6.0,1/1/2015 12:00:00 AM
4365,10200190000NB,7.3,7.3997,,100190000666,6.0,1/1/2019 12:00:00 AM
4366,10200190000NB,7.0,7.1,,100190000666,6.0,1/1/2019 12:00:00 AM
4367,10200190000NB,7.1,7.2,,100190000666,6.0,1/1/2019 12:00:00 AM
4368,10200190000NB,7.2,7.3,,100190000666,6.0,1/1/2019 12:00:00 AM
4369,10200190000NB,7.4,7.5,,100190000666,6.0,1/1/2019 12:00:00 AM
4370,10200190000NB,6.8,6.9,,100190000666,6.0,1/1/2019 12:00:00 AM
4371,10200190000NB,6.9,7.0,,100190000666,6.0,1/1/2019 12:00:00 AM
4372,10200190000NB,7.6,7.695,,100190000666,6.0,1/1/2019 12:00:00 AM
4373,10200190000NB,7.7,7.8,,100190000666,6.0,1/1/2019 12:00:00 AM
4374,10200190000NB,7.8,7.9,,100190000666,6.0,1/1/2019 12:00:00 AM
4375,10200190000NB,7.9,8.0,,100190000666,6.0,1/1/2019 12:00:00 AM
4376,10200190000NB,8.1,8.2,,100190000666,6.0,1/1/2019 12:00:00 AM
4377,10200190000NB,7.5291,7.6,,100190000666,6.0,1/1/2019 12:00:00 AM
4378,10200190000NB,8.01,8.1,,100190000666,6.0,1/1/2019 12:00:00 AM
4379,10200190000NB,8.212,8.23,,100190000666,6.0,1/1/2019 12:00:00 AM
4380,10200190000NB,7.5,7.525,,100190000666,6.0,1/1/2019 12:00:00 AM
4381,10200190000NB,8.2,8.212,,100190000666,6.0,1/1/2019 12:00:00 AM
4382,10200190000NB,7.695,7.7,,100190000666,6.0,1/1/2019 12:00:00 AM
4383,10200190000NB,8.0,8.01,,100190000666,6.0,1/1/2019 12:00:00 AM
4384,10200190000NB,7.525,7.5291,,100190000666,6.0,1/1/2019 12:00:00 AM
4385,10200190000NB,7.3997,7.4,,100190000666,6.0,1/1/2019 12:00:00 AM
4386,10200190000NB,14.9,15.0,,100190001464,6.0,
4387,10200190000NB,14.64,14.7,,100190001464,6.0,
4388,10200190000NB,14.7,14.8,,100190001464,6.0,
4389,10200190000NB,14.8,14.9,,100190001464,6.0,
4390,10200190000NB,15.1,15.2,,100190001464,6.0,
4391,10200190000NB,15.2,15.3,,100190001464,6.0,
4392,10200190000NB,15.3,15.4,,100190001464,6.0,
4393,10200190000NB,15.4,15.4751,,100190001464,3.0,
4394,10200190000NB,15.5,15.6,,100190001464,3.0,
4395,10200190000NB,15.0,15.0457,,100190001464,6.0,
4396,10200190000NB,15.0457,15.1,,100190001464,6.0,
4397,10200190000NB,15.4751,15.5,,100190001464,3.0,
4398,10200190000NB,15.6,15.627,,100190001464,3.0,
4399,34200190000NB,1.4,1.5,,340190000138,6.0,1/1/1995 12:00:00 AM
4400,34200190000NB,1.5,1.6,,340190000138,6.0,1/1/1995 12:00:00 AM
4401,34200190000NB,1.6,1.7,,340190000138,6.0,1/1/1995 12:00:00 AM
4402,34200190000NB,1.7,1.8,,340190000138,6.0,1/1/1995 12:00:00 AM
4403,34200190000NB,1.8,1.9,,340190000138,6.0,1/1/1995 12:00:00 AM
4404,34200190000NB,1.9,2.0,,340190000138,6.0,1/1/1995 12:00:00 AM
4405,34200190000NB,2.0,2.1,,340190000138,6.0,1/1/1995 12:00:00 AM
4406,34200190000NB,2.1,2.2,,340190000138,6.0,1/1/1995 12:00:00 AM
4407,34200190000NB,2.3,2.4,,340190000138,6.0,1/1/1995 12:00:00 AM
4408,34200190000NB,2.4,2.5,,340190000138,6.0,1/1/1995 12:00:00 AM
4409,34200190000NB,2.5,2.6,,340190000138,6.0,1/1/1995 12:00:00 AM
4410,34200190000NB,2.6,2.7,,340190000138,6.0,1/1/1995 12:00:00 AM
4411,34200190000NB,2.7,2.8,,340190000138,6.0,1/1/1995 12:00:00 AM
4412,34200190000NB,2.8,2.9,,340190000138,6.0,1/1/1995 12:00:00 AM
4413,34200190000NB,3.0,3.1,,340190000138,6.0,1/1/1995 12:00:00 AM
4414,34200190000NB,3.1,3.2,,340190000138,6.0,1/1/1995 12:00:00 AM
4415,34200190000NB,3.2,3.3,,340190000138,6.0,1/1/1995 12:00:00 AM
4416,34200190000NB,3.3,3.4,,340190000138,6.0,1/1/1995 12:00:00 AM
4417,34200190000NB,2.2,2.3,,340190000138,6.0,1/1/1995 12:00:00 AM
4418,34200190000NB,2.9,3.0,,340190000138,6.0,1/1/1995 12:00:00 AM
4419,34200190000NB,1.38,1.4,,340190000138,6.0,1/1/1995 12:00:00 AM
4420,20100790000NB,4.6,4.7,,200790000451,6.0,1/1/2011 12:00:00 AM
4421,20100790000NB,5.7209,5.7909,,200790000556,6.0,1/1/2017 12:00:00 AM
4422,20100790000NB,7.3,7.38,,200790000719,6.0,1/1/2017 12:00:00 AM
4423,20100790000NB,4.51,4.6,,200790000451,6.0,1/1/2011 12:00:00 AM
4424,20100790000NB,5.037,5.1,,200790000451,6.0,1/1/2011 12:00:00 AM
4425,20100790000NB,7.1,7.19,,200790000682,6.0,1/1/2017 12:00:00 AM
4426,20100790000NB,7.2,7.3,,200790000719,6.0,1/1/2017 12:00:00 AM
4427,20100790000NB,10.0,10.1,,200790000997,6.0,1/1/2017 12:00:00 AM
4428,20100790000NB,10.12,10.2,,200790000997,6.0,1/1/2017 12:00:00 AM
4429,20100790000NB,10.3,10.3952,,200790000997,6.0,1/1/2017 12:00:00 AM
4430,20100790000NB,10.4,10.5,,200790000997,6.0,1/1/2017 12:00:00 AM
4431,20100790000NB,10.5,10.6,,200790000997,6.0,1/1/2017 12:00:00 AM
4432,20100790000NB,10.64,10.7,,200790001064,6.0,1/1/2014 12:00:00 AM
4433,20100790000NB,10.8,10.9,,200790001064,6.0,1/1/2014 12:00:00 AM
4434,20100790000NB,10.9,11.0,,200790001064,6.0,1/1/2014 12:00:00 AM
4435,20100790000NB,4.7,4.8,,200790000451,6.0,1/1/2011 12:00:00 AM
4436,20100790000NB,4.8,4.9,,200790000451,6.0,1/1/2011 12:00:00 AM
4437,20100790000NB,4.9,5.0,,200790000451,6.0,1/1/2011 12:00:00 AM
4438,20100790000NB,5.114,5.2,,200790000451,6.0,1/1/2011 12:00:00 AM
4439,20100790000NB,5.2,5.27,,200790000451,6.0,1/1/2011 12:00:00 AM
4440,20100790000NB,5.42,5.5,,200790000542,6.0,1/1/2017 12:00:00 AM
4441,20100790000NB,6.9,7.0,,200790000682,6.0,1/1/2017 12:00:00 AM
4442,20100790000NB,7.0,7.1,,200790000682,6.0,1/1/2017 12:00:00 AM
4443,20100790000NB,11.0,11.1,,200790001064,6.0,1/1/2014 12:00:00 AM
4444,20100790000NB,11.1,11.2,,200790001064,6.0,1/1/2014 12:00:00 AM
4445,20100790000NB,11.2,11.3,,200790001064,6.0,1/1/2014 12:00:00 AM
4446,20100790000NB,5.8,5.9,,200790000556,6.0,1/1/2017 12:00:00 AM
4447,20100790000NB,5.9,6.0,,200790000556,6.0,1/1/2017 12:00:00 AM
4448,20100790000NB,6.0,6.1,,200790000556,6.0,1/1/2017 12:00:00 AM
4449,20100790000NB,7.4,7.468,,200790000719,6.0,1/1/2017 12:00:00 AM
4450,20100790000NB,5.0,5.037,,200790000451,6.0,1/1/2011 12:00:00 AM
4451,20100790000NB,5.5,5.56,,200790000542,6.0,1/1/2017 12:00:00 AM
4452,20100790000NB,6.8437,6.9,,200790000682,6.0,1/1/2017 12:00:00 AM
4453,20100790000NB,10.7,10.754,,200790001064,6.0,1/1/2014 12:00:00 AM
4454,20100790000NB,10.754,10.7823,,200790001064,6.0,1/1/2014 12:00:00 AM
4455,20100790000NB,5.3,5.35,,200790000451,6.0,1/1/2011 12:00:00 AM
4456,20100790000NB,5.6,5.635,,200790000556,6.0,1/1/2017 12:00:00 AM
4457,20100790000NB,5.673,5.7,,200790000556,6.0,1/1/2017 12:00:00 AM
4458,20100790000NB,10.2,10.251,,200790000997,6.0,1/1/2017 12:00:00 AM
4459,20100790000NB,10.257,10.3,,200790000997,6.0,1/1/2017 12:00:00 AM
4460,20100790000NB,6.82,6.8437,,200790000682,6.0,1/1/2017 12:00:00 AM
4461,20100790000NB,9.97,10.0,,200790000997,6.0,1/1/2017 12:00:00 AM
4462,20100790000NB,10.1,10.12,,200790000997,6.0,1/1/2017 12:00:00 AM
4463,20100790000NB,10.6,10.64,,200790000997,6.0,1/1/2017 12:00:00 AM
4464,20100790000NB,5.27,5.3,,200790000451,6.0,1/1/2011 12:00:00 AM
4465,20100790000NB,5.4,5.42,,200790000451,6.0,1/1/2011 12:00:00 AM
4466,20100790000NB,5.56,5.6,,200790000556,6.0,1/1/2017 12:00:00 AM
4467,20100790000NB,7.38,7.4,,200790000719,6.0,1/1/2017 12:00:00 AM
4468,20100790000NB,5.35,5.3735,,200790000451,6.0,1/1/2011 12:00:00 AM
4469,20100790000NB,5.376,5.4,,200790000451,6.0,1/1/2011 12:00:00 AM
4470,20100790000NB,5.635,5.66,,200790000556,6.0,1/1/2017 12:00:00 AM
4471,20100790000NB,4.5,4.51,,200079000351,6.0,1/1/2011 12:00:00 AM
4472,20100790000NB,5.1,5.114,,200790000451,6.0,1/1/2011 12:00:00 AM
4473,20100790000NB,7.19,7.2,,200790000719,6.0,1/1/2017 12:00:00 AM
4474,20100790000NB,5.7,5.7209,,200790000556,6.0,1/1/2017 12:00:00 AM
4475,20100790000NB,6.1,6.12,,200790000556,6.0,1/1/2017 12:00:00 AM
4476,20100790000NB,10.7823,10.788,,200790001064,6.0,1/1/2014 12:00:00 AM
4477,20100790000NB,10.788,10.8,,200790001064,6.0,1/1/2014 12:00:00 AM
4478,20100790000NB,5.66,5.673,,200790000556,6.0,1/1/2017 12:00:00 AM
4479,20100790000NB,10.3952,10.4,,200790000997,6.0,1/1/2017 12:00:00 AM
4480,20100790000NB,5.7909,5.8,,200790000556,6.0,1/1/2017 12:00:00 AM
4481,20100790000NB,7.468,7.476,,200790000719,6.0,1/1/2017 12:00:00 AM
4482,20100790000NB,10.251,10.257,,200790000997,6.0,1/1/2017 12:00:00 AM
4483,20100790000NB,5.3735,5.376,,200790000451,6.0,1/1/2011 12:00:00 AM
4484,20100790000NB,14.1,14.2,,200790001064,6.0,1/1/2014 12:00:00 AM
4485,20100790000NB,13.8,13.9,,200790001064,6.0,1/1/2014 12:00:00 AM
4486,20100790000NB,12.7,12.8,,200790001064,6.0,1/1/2014 12:00:00 AM
4487,20100790000NB,13.1,13.2,,200790001064,6.0,1/1/2014 12:00:00 AM
4488,20100790000NB,13.5,13.6,,200790001064,6.0,1/1/2014 12:00:00 AM
4489,20100790000NB,12.1,12.2,,200790001064,6.0,1/1/2014 12:00:00 AM
4490,20100790000NB,12.2,12.3,,200790001064,6.0,1/1/2014 12:00:00 AM
4491,20100790000NB,12.3,12.4,,200790001064,6.0,1/1/2014 12:00:00 AM
4492,20100790000NB,12.4,12.5,,200790001064,6.0,1/1/2014 12:00:00 AM
4493,20100790000NB,12.6,12.7,,200790001064,6.0,1/1/2014 12:00:00 AM
4494,20100790000NB,12.8,12.9,,200790001064,6.0,1/1/2014 12:00:00 AM
4495,20100790000NB,12.9,13.0,,200790001064,6.0,1/1/2014 12:00:00 AM
4496,20100790000NB,13.0,13.0764,,200790001064,6.0,1/1/2014 12:00:00 AM
4497,20100790000NB,13.2,13.3,,200790001064,6.0,1/1/2014 12:00:00 AM
4498,20100790000NB,13.3,13.4,,200790001064,6.0,1/1/2014 12:00:00 AM
4499,20100790000NB,14.2,14.3,,200790001064,6.0,1/1/2014 12:00:00 AM
4500,20100790000NB,14.4,14.5,,200790001064,6.0,1/1/2014 12:00:00 AM
4501,20100790000NB,14.5,14.6,,200790001064,6.0,1/1/2014 12:00:00 AM
4502,20100790000NB,14.6,14.7,,200790001064,6.0,1/1/2014 12:00:00 AM
4503,20100790000NB,14.7,14.8,,200790001064,6.0,1/1/2014 12:00:00 AM
4504,20100790000NB,14.8,14.9,,200790001064,6.0,1/1/2014 12:00:00 AM
4505,20100790000NB,14.9,15.0,,200790001064,6.0,1/1/2014 12:00:00 AM
4506,20100790000NB,15.0,15.1,,200790001064,6.0,1/1/2014 12:00:00 AM
4507,20100790000NB,11.3,11.4,,200790001064,6.0,1/1/2014 12:00:00 AM
4508,20100790000NB,11.4,11.5,,200790001064,6.0,1/1/2014 12:00:00 AM
4509,20100790000NB,11.5,11.6,,200790001064,6.0,1/1/2014 12:00:00 AM
4510,20100790000NB,11.6,11.7,,200790001064,6.0,1/1/2014 12:00:00 AM
4511,20100790000NB,11.7,11.8,,200790001064,6.0,1/1/2014 12:00:00 AM
4512,20100790000NB,11.8,11.9,,200790001064,6.0,1/1/2014 12:00:00 AM
4513,20100790000NB,11.9,12.0,,200790001064,6.0,1/1/2014 12:00:00 AM
4514,20100790000NB,12.0,12.0987,,200790001064,6.0,1/1/2014 12:00:00 AM
4515,20100790000NB,13.6,13.7,,200790001064,6.0,1/1/2014 12:00:00 AM
4516,20100790000NB,13.7,13.8,,200790001064,6.0,1/1/2014 12:00:00 AM
4517,20100790000NB,13.9,14.0,,200790001064,6.0,1/1/2014 12:00:00 AM
4518,20100790000NB,14.0,14.1,,200790001064,6.0,1/1/2014 12:00:00 AM
4519,20100790000NB,12.5,12.566,,200790001064,6.0,1/1/2014 12:00:00 AM
4520,20100790000NB,15.1,15.2,,200790001064,6.0,1/1/2014 12:00:00 AM
4521,20100790000NB,14.3477,14.4,,200790001064,6.0,1/1/2014 12:00:00 AM
4522,20100790000NB,13.4,13.443,,200790001064,6.0,1/1/2014 12:00:00 AM
4523,20100790000NB,13.449,13.5,,200790001064,6.0,1/1/2014 12:00:00 AM
4524,20100790000NB,13.0764,13.1,,200790001064,6.0,1/1/2014 12:00:00 AM
4525,20100790000NB,12.58,12.6,,200790001064,6.0,1/1/2014 12:00:00 AM
4526,20100790000NB,14.3,14.343,,200790001064,6.0,1/1/2014 12:00:00 AM
4527,20100790000NB,12.566,12.58,,200790001064,6.0,1/1/2014 12:00:00 AM
4528,20100790000NB,13.443,13.449,,200790001064,6.0,1/1/2014 12:00:00 AM
4529,20100790000NB,14.343,14.347,,200790001064,6.0,1/1/2014 12:00:00 AM
4530,20100790000NB,12.0987,12.1,,200790001064,6.0,1/1/2014 12:00:00 AM
4531,20100790000NB,14.347,14.3477,,200790001064,6.0,1/1/2014 12:00:00 AM
4532,20100790000NB,16.2,16.3,,200790001604,6.0,1/1/2012 12:00:00 AM
4533,20100790000NB,16.5,16.6,,200790001604,6.0,1/1/2012 12:00:00 AM
4534,20100790000NB,17.2,17.3,,200790001604,6.0,1/1/2012 12:00:00 AM
4535,20100790000NB,17.5,17.6,,200790001604,6.0,1/1/2012 12:00:00 AM
4536,20100790000NB,16.4022,16.5,,200790001604,6.0,1/1/2012 12:00:00 AM
4537,20100790000NB,15.9,16.0,,200790001064,6.0,1/1/2014 12:00:00 AM
4538,20100790000NB,16.3,16.4,,200790001604,6.0,1/1/2012 12:00:00 AM
4539,20100790000NB,16.6,16.7,,200790001604,6.0,1/1/2012 12:00:00 AM
4540,20100790000NB,16.7,16.8,,200790001604,6.0,1/1/2012 12:00:00 AM
4541,20100790000NB,16.8,16.9,,200790001604,6.0,1/1/2012 12:00:00 AM
4542,20100790000NB,16.9,17.0,,200790001604,6.0,1/1/2012 12:00:00 AM
4543,20100790000NB,17.0,17.1,,200790001604,6.0,1/1/2012 12:00:00 AM
4544,20100790000NB,17.1,17.2,,200790001604,6.0,1/1/2012 12:00:00 AM
4545,20100790000NB,17.3,17.4,,200790001604,6.0,1/1/2012 12:00:00 AM
4546,20100790000NB,17.4,17.5,,200790001604,6.0,1/1/2012 12:00:00 AM
4547,20100790000NB,15.4,15.5,,200790001064,6.0,1/1/2014 12:00:00 AM
4548,20100790000NB,15.5,15.6,,200790001064,6.0,1/1/2014 12:00:00 AM
4549,20100790000NB,15.7,15.8,,200790001064,6.0,1/1/2014 12:00:00 AM
4550,20100790000NB,15.2,15.3,,200790001064,6.0,1/1/2014 12:00:00 AM
4551,20100790000NB,15.3,15.4,,200790001064,6.0,1/1/2014 12:00:00 AM
4552,20100790000NB,16.122,16.1722,,200790001604,3.0,1/1/2012 12:00:00 AM
4553,20100790000NB,15.8,15.9,,200790001064,6.0,1/1/2014 12:00:00 AM
4554,20100790000NB,15.614,15.6671,,200790001064,3.0,1/1/2014 12:00:00 AM
4555,20100790000NB,16.04,16.1,,200790001604,6.0,1/1/2012 12:00:00 AM
4556,20100790000NB,16.0,16.04,,200790001064,6.0,1/1/2014 12:00:00 AM
4557,20100790000NB,15.6671,15.698,,200790001064,3.0,1/1/2014 12:00:00 AM
4558,20100790000NB,16.1722,16.192,,200790001604,3.0,1/1/2012 12:00:00 AM
4559,20100790000NB,16.1,16.122,,200790001604,3.0,1/1/2012 12:00:00 AM
4560,20100790000NB,15.6,15.614,,200790001064,3.0,1/1/2014 12:00:00 AM
4561,20100790000NB,16.192,16.2,,200790001604,3.0,1/1/2012 12:00:00 AM
4562,20100790000NB,16.4,16.4022,,200790001604,6.0,1/1/2012 12:00:00 AM
4563,20100790000NB,15.698,15.7,,200790001064,3.0,1/1/2014 12:00:00 AM
4564,20100790000NB,18.3,18.4,,200790001604,6.0,1/1/2012 12:00:00 AM
4565,20100790000NB,18.7,18.8,,200790001604,6.0,1/1/2012 12:00:00 AM
4566,44100790000NB,22.0,22.1,,440790002128,6.0,
4567,44100790000NB,22.5,22.6,,440790002128,6.0,
4568,20100790000NB,19.0,19.0651,,200790001604,6.0,1/1/2012 12:00:00 AM
4569,20100790000NB,18.1,18.2,,200790001604,6.0,1/1/2012 12:00:00 AM
4570,20100790000NB,18.2,18.3,,200790001604,6.0,1/1/2012 12:00:00 AM
4571,20100790000NB,18.4,18.5,,200790001604,6.0,1/1/2012 12:00:00 AM
4572,20100790000NB,18.5,18.6,,200790001604,6.0,1/1/2012 12:00:00 AM
4573,20100790000NB,18.6,18.7,,200790001604,6.0,1/1/2012 12:00:00 AM
4574,20100790000NB,18.8242,18.9,,200790001604,6.0,1/1/2012 12:00:00 AM
4575,20100790000NB,18.9,19.0,,200790001604,6.0,1/1/2012 12:00:00 AM
4576,20100790000NB,19.1,19.2,,200790001604,6.0,1/1/2012 12:00:00 AM
4577,20100790000NB,19.5,19.6,,200790001922,6.0,1/1/2014 12:00:00 AM
4578,20100790000NB,19.6,19.7,,200790001922,6.0,1/1/2014 12:00:00 AM
4579,20100790000NB,19.7,19.8,,200790001922,6.0,1/1/2014 12:00:00 AM
4580,20100790000NB,20.0,20.1,,200790001922,6.0,1/1/2014 12:00:00 AM
4581,20100790000NB,20.7,20.8,,200790002062,6.0,1/1/2014 12:00:00 AM
4582,20100790000NB,20.8,20.9,,200790002062,6.0,1/1/2014 12:00:00 AM
4583,20100790000NB,20.9,20.9952,,200790002062,6.0,1/1/2014 12:00:00 AM
4584,20100790000NB,21.0,21.1,,200790002062,6.0,1/1/2014 12:00:00 AM
4585,20100790000NB,21.1,21.2,,200790002062,6.0,1/1/2014 12:00:00 AM
4586,20100790000NB,21.2,21.28,,200790002062,6.0,1/1/2014 12:00:00 AM
4587,44100790000NB,21.3,21.4,,440790002128,6.0,
4588,44100790000NB,21.4,21.5,,440790002128,6.0,
4589,44100790000NB,21.5,21.6,,440790002128,6.0,
4590,44100790000NB,21.6,21.7,,440790002128,6.0,
4591,44100790000NB,21.7,21.8,,440790002128,6.0,
4592,44100790000NB,21.8,21.9,,440790002128,6.0,
4593,44100790000NB,21.9,22.0,,440790002128,6.0,
4594,44100790000NB,23.0,23.1,,440790002128,6.0,
4595,44100790000NB,23.1,23.2,,440790002128,6.0,
4596,20100790000NB,17.6,17.7,,200790001604,6.0,1/1/2012 12:00:00 AM
4597,20100790000NB,18.0,18.1,,200790001604,6.0,1/1/2012 12:00:00 AM
4598,20100790000NB,20.1,20.2,,200790001922,6.0,1/1/2014 12:00:00 AM
4599,20100790000NB,20.2,20.3,,200790001922,6.0,1/1/2014 12:00:00 AM
4600,20100790000NB,20.3,20.4,,200790001922,6.0,1/1/2014 12:00:00 AM
4601,44100790000NB,22.1,22.2,,440790002128,6.0,
4602,44100790000NB,22.4,22.5,,440790002128,6.0,
4603,44100790000NB,22.6,22.7,,440790002128,6.0,
4604,44100790000NB,22.7,22.8,,440790002128,6.0,
4605,44100790000NB,22.8,22.9,,440790002128,6.0,
4606,44100790000NB,22.9,23.0,,440790002128,6.0,
4607,20100790000NB,17.8,17.9,,200790001604,6.0,1/1/2012 12:00:00 AM
4608,20100790000NB,17.9,18.0,,200790001604,6.0,1/1/2012 12:00:00 AM
4609,44100790000NB,22.2,22.3,,440790002128,6.0,
4610,44100790000NB,22.3,22.4,,440790002128,6.0,
4611,20100790000NB,20.4,20.5,,200790001922,6.0,1/1/2014 12:00:00 AM
4612,20100790000NB,20.5,20.561,,200790001922,6.0,1/1/2014 12:00:00 AM
4613,20100790000NB,20.627,20.7,,200790002062,3.0,1/1/2014 12:00:00 AM
4614,20100790000NB,19.3,19.399,,200790001922,6.0,1/1/2014 12:00:00 AM
4615,20100790000NB,19.441,19.5,,200790001922,6.0,1/1/2014 12:00:00 AM
4616,20100790000NB,19.22,19.26,,200790001922,6.0,1/1/2014 12:00:00 AM
4617,20100790000NB,19.0651,19.1,,200790001604,6.0,1/1/2012 12:00:00 AM
4618,20100790000NB,19.26,19.3,,200790001922,6.0,1/1/2014 12:00:00 AM
4619,20100790000NB,19.8247,19.9,,200790001922,6.0,1/1/2014 12:00:00 AM
4620,20100790000NB,19.9,19.9486,,200790001922,6.0,1/1/2014 12:00:00 AM
4621,20100790000NB,19.9486,20.0,,200790001922,6.0,1/1/2014 12:00:00 AM
4622,20100790000NB,17.7,17.8,,200790001604,6.0,1/1/2012 12:00:00 AM
4623,20100790000NB,20.561,20.6,,200790001922,6.0,1/1/2014 12:00:00 AM
4624,44100790000NB,23.231,23.3,,440790002128,6.0,
4625,20100790000NB,18.8,18.8242,,200790001604,6.0,1/1/2012 12:00:00 AM
4626,20100790000NB,19.2,19.22,,200790001604,6.0,1/1/2012 12:00:00 AM
4627,20100790000NB,19.8,19.8247,,200790001922,6.0,1/1/2014 12:00:00 AM
