,RouteId,BeginPoint,EndPoint,YearLastImprovementVd,SampleId,SurfaceTypeVn,YearLastConstructionVd
2453,41100770016NB,41.8822,41.9,,410770004168,6.0,
2454,4130016000000,12.26,12.3,,410160001200,6.0,1/1/1947 12:00:00 AM
2455,4130016000000,14.0,14.02,,410160001200,6.0,1/1/1947 12:00:00 AM
2456,4130016000000,15.5828,15.6,,410160015080,3.0,
2457,4130054000000,7.98,8.0,,410540000741,6.0,1/1/1961 12:00:00 AM
2458,4130054000000,8.5,8.54,,410540000741,6.0,1/1/1961 12:00:00 AM
2459,4130054000000,8.6,8.6187,,410540000741,6.0,1/1/1961 12:00:00 AM
2460,4130016000000,12.8734,12.9,,410160001200,6.0,1/1/1947 12:00:00 AM
2461,41100770016NB,43.47,43.5,,410770004313,6.0,
2462,41100770016NB,43.5453,43.568,,410770004313,3.0,
2463,41100770016NB,43.568,43.6,,410770004313,3.0,
2464,41100770016NB,42.164,42.1939,,410770004168,6.0,
2465,41100770016NB,42.2003,42.23,,410770004168,6.0,
2466,41100770016NB,41.909,41.9271,,410770004168,3.0,
2467,41100770016NB,41.975,42.0,,410770004168,3.0,
2468,41100770016NB,41.9271,41.9364,,410770004168,3.0,
2469,4140016160000,0.0985,0.11,,410161600000,,1/1/1947 12:00:00 AM
2470,4130016000000,14.1098,14.12,,410160001200,6.0,1/1/1947 12:00:00 AM
2471,4130016000000,12.0,12.0122,,410160001200,6.0,1/1/1947 12:00:00 AM
2472,4130054000000,7.4037,7.41,,410540000710,6.0,1/1/1961 12:00:00 AM
2473,41100770016NB,43.8826,43.9,,410770004313,6.0,
2474,41100770016NB,42.99,43.0,,410770004231,6.0,
2475,4130016000000,12.5909,12.6,,410160001200,6.0,1/1/1947 12:00:00 AM
2476,4130016000000,14.1,14.1098,,410160001200,6.0,1/1/1947 12:00:00 AM
2477,41100770016NB,41.9364,41.9463,,410770004168,3.0,
2478,4140016160000,0.11,0.1145,,410161600000,,1/1/1947 12:00:00 AM
2479,4130016000000,15.46,15.4664,,410160015080,3.0,
2480,4130016000000,12.69,12.7,,410160001200,6.0,1/1/1947 12:00:00 AM
2481,41100770016NB,42.1939,42.2,,410770004168,6.0,
2482,41100770016NB,42.3,42.31,,410770004168,6.0,
2483,41100770016NB,42.6,42.6053,,410770004231,6.0,
2484,4130016000000,13.8,13.81,,410160001200,6.0,1/1/1947 12:00:00 AM
2485,4130016000000,15.4936,15.5,,410160015080,3.0,
2486,4130016000000,15.6,15.6065,,410160015080,3.0,
2487,4130054000000,7.194,7.2,,410540000710,6.0,1/1/1961 12:00:00 AM
2488,4130054000000,8.09,8.1,,410540000741,6.0,1/1/1961 12:00:00 AM
2489,4130016000000,13.1,13.1039,,410160001200,6.0,1/1/1947 12:00:00 AM
2490,41100770016NB,41.9,41.909,,410770004168,3.0,
2491,4140016160000,0.0944,0.0985,,410161600000,,1/1/1947 12:00:00 AM
2492,4130016000000,15.6065,15.61,,410160015080,3.0,
2493,4130054000000,7.4,7.4037,,410540000710,6.0,1/1/1961 12:00:00 AM
2494,41100770016NB,42.2,42.2003,,410770004168,6.0,
2495,4130054000000,8.2994,8.3,,410540000741,6.0,1/1/1961 12:00:00 AM
2496,4140019030000,0.5,0.8318,,410190300050,,1/1/1922 12:00:00 AM
2497,4140019030000,0.8622,0.98,,410190300050,,1/1/1922 12:00:00 AM
2498,41100770016NB,47.2,47.25,,410770004689,6.0,
2499,41100770016NB,44.6,44.7,,410770004454,6.0,
2500,41100770016NB,44.7,44.8,,410770004454,6.0,
2501,41100770016NB,44.9,45.0,,410770004454,6.0,
2502,41100770016NB,45.0,45.1,,410770004454,6.0,
2503,41100770016NB,45.1,45.2,,410770004454,6.0,
2504,41100770016NB,45.2,45.3,,410770004454,6.0,
2505,41100770016NB,45.4,45.5,,410770004454,6.0,
2506,41100770016NB,45.5,45.6,,410770004454,6.0,
2507,41100770016NB,46.9,47.0,,410770004689,6.0,
2508,41100770016NB,47.0,47.1,,410770004689,6.0,
2509,41100770016NB,47.1,47.2,,410770004689,6.0,
2510,41100770016NB,47.4,47.5,,410770004689,6.0,
2511,41100770016NB,47.51,47.6,,410770004689,6.0,
2512,41100770016NB,47.6,47.7,,410770004689,6.0,
2513,41100770016NB,47.7,47.8,,410770004689,6.0,
2514,41100770016NB,47.8,47.8982,,410770004689,6.0,
2515,41100770016NB,48.1,48.2,,410770004805,6.0,
2516,41100770016NB,48.2,48.3,,410770004805,6.0,
2517,41100770016NB,47.944,48.0,,410770004689,6.0,
2518,4140019030000,0.8318,0.8622,,410190300050,,1/1/1922 12:00:00 AM
2519,41100770016NB,47.25,47.3,,410770004689,6.0,
2520,41100770016NB,47.3,47.37,,410770004689,6.0,
2521,41100770016NB,48.0,48.05,,410770004689,6.0,
2522,41100770016NB,44.46,44.5,,410770004313,6.0,
2523,41100770016NB,44.5,44.54,,410770004313,6.0,
2524,41100770016NB,44.54,44.6,,410770004454,6.0,
2525,41100770016NB,44.8,44.8622,,410770004454,6.0,
2526,41100770016NB,45.35,45.4,,410770004454,6.0,
2527,41100770016NB,45.6,45.63,,410770004454,6.0,
2528,41100770016NB,48.05,48.1,,410770004805,6.0,
2529,41100770016NB,48.3,48.34,,410770004805,6.0,
2530,41100770016NB,44.8622,44.9,,410770004454,6.0,
2531,41100770016NB,45.3,45.3355,,410770004454,6.0,
2532,41100770016NB,47.37,47.4,,410770004689,6.0,
2533,41100770016NB,47.91,47.9256,,410770004689,6.0,
2534,41100770016NB,47.9256,47.944,,410770004689,6.0,
2535,41100770016NB,47.5,47.51,,410770004689,6.0,
2536,41100770016NB,45.3355,45.35,,410770004454,6.0,
2537,41100770016NB,47.9,47.91,,410770004689,6.0,
2538,41100770016NB,46.89,46.9,,410770004689,6.0,
2539,41100770016NB,47.8982,47.9,,410770004689,6.0,
2540,10100770016NB,52.7,52.8,,100770005258,6.0,
2541,10100770016NB,57.0,57.1,,100770005502,6.0,
2542,10100770016NB,58.6,58.7,,100770005832,6.0,
2543,10100770016NB,56.1,56.2,,100770005502,3.0,
2544,10100770016NB,56.2,56.3,,100770005502,3.0,
2545,10100770016NB,52.6,52.7,,100770005258,6.0,
2546,10100770016NB,52.8,52.9,,100770005258,6.0,
2547,10100770016NB,53.1,53.2,,100770005306,6.0,
2548,10100770016NB,53.2,53.3,,100770005306,6.0,
2549,10100770016NB,53.3,53.4,,100770005306,6.0,
2550,10100770016NB,53.4,53.5,,100770005306,6.0,
2551,10100770016NB,53.5,53.6,,100770005306,6.0,
2552,10100770016NB,53.6,53.7,,100770005306,6.0,
2553,10100770016NB,53.7,53.8,,100770005306,6.0,
2554,10100770016NB,54.0,54.1,,100770005306,6.0,
2555,10100770016NB,54.2,54.3,,100770005413,6.0,
2556,10100770016NB,54.6,54.7,,100770005413,6.0,
2557,10100770016NB,54.7,54.7683,,100770005413,6.0,
2558,10100770016NB,55.1,55.2,,100770005502,6.0,
2559,10100770016NB,55.2,55.3,,100770005502,6.0,
2560,10100770016NB,55.3,55.4,,100770005502,6.0,
2561,10100770016NB,55.4,55.5,,100770005502,6.0,
2562,10100770016NB,55.5,55.6,,100770005502,6.0,
2563,10100770016NB,55.9,56.0,,100770005502,6.0,
2564,10100770016NB,56.0,56.1,,100770005502,6.0,
2565,10100770016NB,56.3,56.4,,100770005502,3.0,
2566,10100770016NB,57.9,58.0,,100770005502,6.0,
2567,10100770016NB,58.0,58.1,,100770005502,6.0,
2568,10100770016NB,58.1,58.2,,100770005502,6.0,
2569,10100770016NB,58.2,58.3,,100770005502,6.0,
2570,10100770016NB,58.4,58.5,,100770005832,6.0,
2571,10100770016NB,58.5,58.6,,100770005832,6.0,
2572,10100770016NB,58.7,58.8,,100770005832,6.0,
2573,10100770016NB,56.5,56.6,,100770005502,6.0,
2574,10100770016NB,56.6,56.7,,100770005502,6.0,
2575,10100770016NB,57.8,57.9,,100770005502,6.0,
2576,10100770016NB,54.8,54.9,,100770005413,6.0,
2577,10100770016NB,54.9,55.0,,100770005413,6.0,
2578,10100770016NB,56.7,56.8,,100770005502,6.0,
2579,10100770016NB,56.8,56.9,,100770005502,6.0,
2580,10100770016NB,56.9,57.0,,100770005502,6.0,
2581,10100770016NB,57.1,57.2,,100770005502,6.0,
2582,10100770016NB,57.2,57.3,,100770005502,6.0,
2583,10100770016NB,57.4,57.5,,100770005502,6.0,
2584,10100770016NB,57.5,57.6,,100770005502,6.0,
2585,10100770016NB,57.6,57.7,,100770005502,6.0,
2586,10100770016NB,57.7,57.8,,100770005502,6.0,
2587,10100770016NB,52.9,52.996,,100770005258,6.0,
2588,10100770016NB,55.6,55.692,,100770005502,6.0,
2589,10100770016NB,55.8,55.875,,100770005502,6.0,
2590,10100770016NB,53.06,53.1,,100770005306,6.0,
2591,10100770016NB,53.8,53.85,,100770005306,6.0,
2592,10100770016NB,53.85,53.9,,100770005306,6.0,
2593,10100770016NB,53.9441,54.0,,100770005306,6.0,
2594,10100770016NB,54.13,54.2,,100770005413,6.0,
2595,10100770016NB,54.3089,54.4,,100770005413,6.0,
2596,10100770016NB,54.4,54.45,,100770005413,6.0,
2597,10100770016NB,54.45,54.5,,100770005413,6.0,
2598,10100770016NB,55.02,55.1,,100770005502,6.0,
2599,10100770016NB,56.4,56.44,,100770005502,3.0,
2600,10100770016NB,56.44,56.5,,100770005502,3.0,
2601,10100770016NB,58.32,58.4,,100770005832,6.0,
2602,10100770016NB,57.3,57.4,,100770005502,6.0,
2603,10100770016NB,58.8,58.9,,100770005832,6.0,
2604,10100770016NB,55.722,55.8,,100770005502,6.0,
2605,10100770016NB,53.0,53.0157,,100770005258,6.0,
2606,10100770016NB,52.58,52.6,,100770005258,6.0,
2607,10100770016NB,53.9,53.9441,,100770005306,6.0,
2608,10100770016NB,54.1,54.13,,100770005306,6.0,
2609,10100770016NB,55.0,55.02,,100770005413,6.0,
2610,10100770016NB,58.3,58.32,,100770005502,6.0,
2611,10100770016NB,54.7683,54.8,,100770005413,6.0,
2612,10100770016NB,53.032,53.06,,100770005258,6.0,
2613,10100770016NB,54.569,54.6,,100770005413,6.0,
2614,10100770016NB,55.879,55.9,,100770005502,6.0,
2615,10100770016NB,54.515,54.539,,100770005413,6.0,
2616,10100770016NB,54.3,54.3089,,100770005413,6.0,
2617,10100770016NB,53.0157,53.032,,100770005258,6.0,
2618,10100770016NB,54.539,54.553,,100770005413,6.0,
2619,10100770016NB,54.553,54.569,,100770005413,6.0,
2620,10100770016NB,55.7046,55.722,,100770005502,6.0,
2621,10100770016NB,55.7,55.7046,,100770005502,6.0,
2622,10100770016NB,55.692,55.7,,100770005502,6.0,
2623,10100770016NB,54.5,54.511,,100770005413,6.0,
2624,10100770016NB,52.996,53.0,,100770005258,6.0,
2625,10100770016NB,55.875,55.879,,100770005502,6.0,
2626,10100770016NB,54.511,54.515,,100770005413,6.0,
2627,41100770016NB,35.21,35.3,,410077003521,6.0,
2628,41100770016NB,35.3,35.4,,410077003521,6.0,
2629,41100770016NB,35.4,35.5,,410077003521,6.0,
2630,41100770016NB,35.5,35.6,,410077003521,6.0,
2631,41100770016NB,35.6,35.7,,410077003521,6.0,
2632,41100770016NB,35.8,35.9,,410770003575,6.0,
2633,4140019210000,3.778,3.8458,,410192100373,,1/1/1922 12:00:00 AM
2634,41100770016NB,35.7,35.75,,410077003521,6.0,
2635,41100770016NB,35.75,35.8,,410770003575,6.0,
2636,41100770016NB,35.9,36.0,,410770003575,6.0,
2637,4140019210000,3.73,3.7494,,410192100373,,1/1/1922 12:00:00 AM
2638,4140019210000,3.8458,3.87,,410192100373,,1/1/1922 12:00:00 AM
2639,4140019210000,3.7494,3.772,,410192100373,,1/1/1922 12:00:00 AM
2640,4140019210000,3.772,3.778,,410192100373,,1/1/1922 12:00:00 AM
2641,4140019210000,3.87,4.0781,,410192100373,,1/1/1922 12:00:00 AM
2642,4140019210000,4.7171,5.14,,410192100373,,1/1/1922 12:00:00 AM
2643,4140019210000,4.29,4.5643,,410192100373,,1/1/1922 12:00:00 AM
2644,4140019210000,4.0781,4.2461,,410192100373,,1/1/1922 12:00:00 AM
2645,4140019210000,4.5643,4.71,,410192100373,,1/1/1922 12:00:00 AM
2646,41200190000NB,4.9114,4.97,,410190000217,6.0,1/1/1922 12:00:00 AM
2647,41200190000NB,6.3281,6.39,,410190000217,6.0,1/1/1922 12:00:00 AM
2648,41200190000NB,5.92,6.0,,410190000217,6.0,1/1/1922 12:00:00 AM
2649,41100770016NB,29.9,30.0,,410770002897,6.0,
2650,41100770016NB,30.0,30.1,,410770002897,3.0,
2651,41100770016NB,30.1244,30.2,,410770002897,3.0,
2652,41100770016NB,29.0,29.1,,410770002897,6.0,
2653,41100770016NB,29.1,29.2,,410770002897,6.0,
2654,41100770016NB,29.2,29.3,,410770002897,6.0,
2655,41100770016NB,29.4,29.5,,410770002897,6.0,
2656,41100770016NB,29.6,29.7,,410770002897,6.0,
2657,41100770016NB,30.3,30.4,,410770002897,6.0,
2658,41100770016NB,30.4,30.5,,410770002897,6.0,
2659,41100770016NB,30.7,30.8,,410770002897,6.0,
2660,41200190000NB,2.2,2.3,,410190000217,6.0,1/1/1922 12:00:00 AM
2661,41200190000NB,3.1,3.2,,410190000217,6.0,1/1/1922 12:00:00 AM
2662,41200190000NB,3.3,3.4,,410190000217,6.0,1/1/1922 12:00:00 AM
2663,41200190000NB,3.4,3.5,,410190000217,6.0,1/1/1922 12:00:00 AM
2664,41200190000NB,3.7,3.8,,410190000217,6.0,1/1/1922 12:00:00 AM
2665,41200190000NB,3.8,3.9,,410190000217,6.0,1/1/1922 12:00:00 AM
2666,41200190000NB,4.0,4.1,,410190000217,6.0,1/1/1922 12:00:00 AM
2667,41200190000NB,4.1236,4.2,,410190000217,6.0,1/1/1922 12:00:00 AM
2668,41200190000NB,4.32,4.4,,410190000217,6.0,1/1/1922 12:00:00 AM
2669,41200190000NB,4.5,4.6,,410190000217,6.0,1/1/1922 12:00:00 AM
2670,41200190000NB,4.6,4.7,,410190000217,6.0,1/1/1922 12:00:00 AM
2671,41200190000NB,4.7,4.8,,410190000217,6.0,1/1/1922 12:00:00 AM
2672,41200190000NB,5.3,5.39,,410190000217,6.0,1/1/1922 12:00:00 AM
2673,41200190000NB,5.6,5.7,,410190000217,6.0,1/1/1922 12:00:00 AM
2674,41200190000NB,6.1,6.2,,410190000217,6.0,1/1/1922 12:00:00 AM
2675,41200190000NB,6.2,6.3,,410190000217,6.0,1/1/1922 12:00:00 AM
2676,41200190000NB,2.4,2.5,,410190000217,6.0,1/1/1922 12:00:00 AM
2677,41200190000NB,2.6,2.7,,410190000217,6.0,1/1/1922 12:00:00 AM
2678,41100770016NB,30.5,30.599,,410770002897,6.0,
2679,4140019210000,4.2461,4.29,,410192100373,,1/1/1922 12:00:00 AM
2680,41200190000NB,3.9344,3.9777,,410190000217,6.0,1/1/1922 12:00:00 AM
2681,41200190000NB,4.85,4.8816,,410190000217,6.0,1/1/1922 12:00:00 AM
2682,41200190000NB,2.71,2.7655,,410190000217,6.0,1/1/1922 12:00:00 AM
2683,41200190000NB,5.8365,5.9,,410190000217,6.0,1/1/1922 12:00:00 AM
2684,41200190000NB,6.0,6.0552,,410190000217,6.0,1/1/1922 12:00:00 AM
2685,41100770016NB,30.2,30.26,,410770002897,6.0,
2686,41100770016NB,29.3246,29.4,,410770002897,6.0,
2687,41100770016NB,29.5,29.5721,,410770002897,6.0,
2688,41100770016NB,30.26,30.3,,410770002897,6.0,
2689,41200190000NB,2.3,2.37,,410190000217,6.0,1/1/1922 12:00:00 AM
2690,41200190000NB,2.8518,2.9,,410190000217,6.0,1/1/1922 12:00:00 AM
2691,41200190000NB,2.9,2.96,,410190000217,6.0,1/1/1922 12:00:00 AM
2692,41200190000NB,2.97,3.0,,410190000217,6.0,1/1/1922 12:00:00 AM
2693,41200190000NB,3.0,3.1,,410190000217,6.0,1/1/1922 12:00:00 AM
2694,41200190000NB,3.2,3.2608,,410190000217,6.0,1/1/1922 12:00:00 AM
2695,41200190000NB,3.2608,3.3,,410190000217,6.0,1/1/1922 12:00:00 AM
2696,41200190000NB,3.5,3.54,,410190000217,6.0,1/1/1922 12:00:00 AM
2697,41200190000NB,3.54,3.6,,410190000217,6.0,1/1/1922 12:00:00 AM
2698,41200190000NB,3.6085,3.7,,410190000217,6.0,1/1/1922 12:00:00 AM
2699,41200190000NB,4.2,4.2644,,410190000217,6.0,1/1/1922 12:00:00 AM
2700,41200190000NB,4.4,4.4354,,410190000217,6.0,1/1/1922 12:00:00 AM
2701,41200190000NB,4.4354,4.5,,410190000217,6.0,1/1/1922 12:00:00 AM
2702,41200190000NB,4.8,4.85,,410190000217,6.0,1/1/1922 12:00:00 AM
2703,41200190000NB,5.1289,5.2,,410190000217,6.0,1/1/1922 12:00:00 AM
2704,41200190000NB,5.2,5.24,,410190000217,6.0,1/1/1922 12:00:00 AM
2705,41200190000NB,5.24,5.3,,410190000217,6.0,1/1/1922 12:00:00 AM
2706,41200190000NB,5.42,5.5,,410190000217,6.0,1/1/1922 12:00:00 AM
2707,41200190000NB,5.5312,5.6,,410190000217,6.0,1/1/1922 12:00:00 AM
2708,41200190000NB,5.72,5.8,,410190000217,6.0,1/1/1922 12:00:00 AM
2709,41200190000NB,5.8,5.8365,,410190000217,6.0,1/1/1922 12:00:00 AM
2710,41200190000NB,6.0552,6.1,,410190000217,6.0,1/1/1922 12:00:00 AM
2711,41200190000NB,6.4,6.47,,410190000217,6.0,1/1/1922 12:00:00 AM
2712,41200190000NB,2.7655,2.8,,410190000217,6.0,1/1/1922 12:00:00 AM
2713,41200190000NB,2.8,2.8518,,410190000217,6.0,1/1/1922 12:00:00 AM
2714,41200190000NB,2.5,2.6,,410190000217,6.0,1/1/1922 12:00:00 AM
2715,41200190000NB,5.0,5.045,,410190000217,6.0,1/1/1922 12:00:00 AM
2716,41200190000NB,5.045,5.1,,410190000217,6.0,1/1/1922 12:00:00 AM
2717,41100770016NB,30.625,30.7,,410770002897,6.0,
2718,41100770016NB,29.7,29.791,,410770002897,6.0,
2719,41100770016NB,29.817,29.9,,410770002897,6.0,
2720,41200190000NB,6.3091,6.3281,,410190000217,6.0,1/1/1922 12:00:00 AM
2721,41200190000NB,5.9,5.92,,410190000217,6.0,1/1/1922 12:00:00 AM
2722,41100770016NB,30.1,30.1244,,410770002897,3.0,
2723,41100770016NB,29.3,29.3246,,410770002897,6.0,
2724,41100770016NB,29.5721,29.6,,410770002897,6.0,
2725,41200190000NB,2.37,2.4,,410190000217,6.0,1/1/1922 12:00:00 AM
2726,41200190000NB,3.9,3.9344,,410190000217,6.0,1/1/1922 12:00:00 AM
2727,41200190000NB,3.9777,4.0,,410190000217,6.0,1/1/1922 12:00:00 AM
2728,41200190000NB,4.2644,4.3,,410190000217,6.0,1/1/1922 12:00:00 AM
2729,41200190000NB,4.3,4.32,,410190000217,6.0,1/1/1922 12:00:00 AM
2730,41200190000NB,5.4,5.42,,410190000217,6.0,1/1/1922 12:00:00 AM
2731,41200190000NB,5.5,5.5312,,410190000217,6.0,1/1/1922 12:00:00 AM
2732,41200190000NB,5.7,5.72,,410190000217,6.0,1/1/1922 12:00:00 AM
2733,41200190000NB,4.8816,4.9,,410190000217,6.0,1/1/1922 12:00:00 AM
2734,41200190000NB,4.97,5.0,,410190000217,6.0,1/1/1922 12:00:00 AM
2735,41200190000NB,5.1,5.1289,,410190000217,6.0,1/1/1922 12:00:00 AM
2736,4140019210000,4.71,4.7171,,410192100373,,1/1/1922 12:00:00 AM
2737,41200190000NB,4.11,4.1236,,410190000217,6.0,1/1/1922 12:00:00 AM
2738,41200190000NB,2.96,2.97,,410190000217,6.0,1/1/1922 12:00:00 AM
2739,41100770016NB,30.6,30.6142,,410770002897,6.0,
2740,41200190000NB,5.39,5.4,,410190000217,6.0,1/1/1922 12:00:00 AM
2741,41200190000NB,6.3,6.3091,,410190000217,6.0,1/1/1922 12:00:00 AM
2742,41200190000NB,6.39,6.4,,410190000217,6.0,1/1/1922 12:00:00 AM
2743,41200190000NB,2.7,2.71,,410190000217,6.0,1/1/1922 12:00:00 AM
2744,41200190000NB,4.9,4.9114,,410190000217,6.0,1/1/1922 12:00:00 AM
2745,41100770016NB,30.6142,30.625,,410770002897,6.0,
2746,41100770016NB,29.8033,29.817,,410770002897,6.0,
2747,41100770016NB,30.8,30.804,,410770002897,6.0,
2748,41200190000NB,3.6,3.6085,,410190000217,6.0,1/1/1922 12:00:00 AM
2749,41200190000NB,4.1,4.11,,410190000217,6.0,1/1/1922 12:00:00 AM
2750,41100770016NB,29.791,29.8,,410770002897,6.0,
2751,41100770016NB,29.8,29.8033,,410770002897,6.0,
2752,41100770016NB,30.599,30.6,,410770002897,6.0,
2753,4130016000000,18.6344,18.82,,410160001853,,1/1/1947 12:00:00 AM
2754,41100640000EB,119.4,119.5,,410640011892,3.0,
2755,41200190023EB,0.6,0.7,,410190000034,3.0,1/1/1922 12:00:00 AM
2756,41100770016NB,37.6,37.7,,410770003575,6.0,
2757,41200190023EB,0.1,0.2,,410190000034,3.0,1/1/1922 12:00:00 AM
2758,41200190023EB,1.2,1.3,,410190001100,6.0,1/1/1922 12:00:00 AM
2759,4140009090000,0.225,0.3307,,410090900000,,1/1/1954 12:00:00 AM
2760,41200190023EB,1.1,1.2,,410190001100,3.0,1/1/1922 12:00:00 AM
2761,41100770016NB,37.3371,37.4,,410770003575,6.0,
2762,41100770016NB,40.6,40.7,,410770004060,6.0,
2763,41200190023EB,1.3,1.36,,410190001100,6.0,1/1/1922 12:00:00 AM
2764,41100640007WB,0.1,0.2,,41064W000000,3.0,
2765,41100640007WB,0.2,0.3,,41064W000000,3.0,
2766,41100770004NB,0.2,0.3,,41077N000000,3.0,
2767,41100770004NB,0.3,0.3999,,41077N000000,3.0,
2768,41200190023EB,0.5,0.5845,,410190000034,3.0,1/1/1922 12:00:00 AM
2769,41100640000EB,119.0,119.1,,410640011892,3.0,
2770,41100640000EB,119.1,119.2,,410640011892,3.0,
2771,41100640000EB,119.3,119.4,,410640011892,3.0,
2772,41100640000EB,119.5,119.6,,410640011892,3.0,
2773,41100640000EB,119.6,119.7,,410640011892,3.0,
2774,41100640000EB,119.7,119.8,,410640011892,3.0,
2775,41100640000EB,119.8156,119.9,,410640011892,3.0,
2776,41200190023EB,0.7,0.8,,410190000034,3.0,1/1/1922 12:00:00 AM
2777,41200190023EB,0.9,1.0,,410190000034,3.0,1/1/1922 12:00:00 AM
2778,41200190023EB,1.0,1.1,,410190000034,3.0,1/1/1922 12:00:00 AM
2779,41100640007WB,0.3,0.4,,41064W000000,6.0,
2780,41100770004NB,0.0,0.1,,41077N000000,6.0,
2781,41100770016NB,36.7,36.8,,410770003575,6.0,
2782,41100770016NB,36.8,36.9,,410770003575,6.0,
2783,41100770016NB,36.9,37.0,,410770003575,6.0,
2784,41100770016NB,37.0,37.1,,410770003575,6.0,
2785,41100770016NB,37.1,37.2,,410770003575,6.0,
2786,41100770016NB,37.2,37.3,,410770003575,6.0,
2787,41100770016NB,37.4,37.5,,410770003575,6.0,
2788,41100770016NB,37.5,37.6,,410770003575,6.0,
2789,41100770016NB,37.7,37.8,,410770003575,6.0,
2790,41100770016NB,41.4,41.5,,410770004060,6.0,
2791,41100770016NB,41.5,41.6,,410770004060,6.0,
2792,41200190023EB,0.2,0.3,,410190000034,3.0,1/1/1922 12:00:00 AM
2793,41100770016NB,41.3,41.4,,410770004060,6.0,
2794,41100770016NB,41.2,41.3,,410770004060,6.0,
2795,41100770016NB,41.1,41.2,,410770004060,6.0,
2796,41100770016NB,41.0,41.1,,410770004060,6.0,
2797,41100770016NB,40.9,41.0,,410770004060,6.0,
2798,41100770016NB,36.3,36.4,,410770003575,6.0,
2799,41100770016NB,36.2,36.3,,410770003575,6.0,
2800,41100770016NB,36.1,36.2,,410770003575,6.0,
2801,41100770016NB,36.0,36.1,,410770003575,6.0,
2802,41200190023EB,0.331,0.4,,410190000034,3.0,1/1/1922 12:00:00 AM
2803,41200190023EB,0.4,0.5,,410190000034,3.0,1/1/1922 12:00:00 AM
2804,41100770016NB,40.737,40.8,,410770004060,3.0,
2805,41100770016NB,40.811,40.9,,410770004060,6.0,
2806,41100640000EB,119.9,119.952,,410640011892,3.0,
2807,4140009090000,0.0,0.0851,,410090900000,,1/1/1954 12:00:00 AM
2808,4140009090000,0.1173,0.1721,,410090900000,,1/1/1954 12:00:00 AM
2809,4130016000000,18.6,18.6344,,410160001853,,1/1/1947 12:00:00 AM
2810,4140016160000,0.3267,0.42,,410161600000,,1/1/1947 12:00:00 AM
2811,41100770016NB,36.6571,36.7,,410770003575,6.0,
2812,41100640000EB,118.92,119.0,,410640011892,3.0,
2813,41100770016NB,41.65,41.68,,410770004060,6.0,
2814,41100770016NB,37.3,37.3371,,410770003575,6.0,
2815,41200190023EB,0.034,0.1,,410190000034,3.0,1/1/1922 12:00:00 AM
2816,41100640000EB,119.2,119.3,,410640011892,3.0,
2817,41200190023EB,0.8,0.8413,,410190000034,3.0,1/1/1922 12:00:00 AM
2818,41200190023EB,0.8581,0.9,,410190000034,3.0,1/1/1922 12:00:00 AM
2819,41100640007WB,0.4,0.45,,41064W000000,6.0,
2820,41100770004NB,0.1,0.2,,41077N000000,3.0,
2821,41100770016NB,41.6,41.65,,410770004060,6.0,
2822,41100770016NB,36.6,36.6571,,410770003575,6.0,
2823,41100770016NB,36.4,36.5,,410770003575,6.0,
2824,41100770016NB,40.7,40.737,,410770004060,3.0,
2825,41100770016NB,36.507,36.543,,410770003575,6.0,
2826,41100770016NB,36.543,36.6,,410770003575,6.0,
2827,4130016000000,18.544,18.582,,410160001853,,1/1/1947 12:00:00 AM
2828,4130016000000,18.82,18.84,,410160001882,,1/1/1947 12:00:00 AM
2829,4140009090000,0.0851,0.1173,,410090900000,,1/1/1954 12:00:00 AM
2830,41100640007WB,0.0,0.0437,,41064W000000,3.0,
2831,41100640000EB,120.0744,120.1,,410640011892,3.0,
2832,41100640007WB,0.0437,0.1,,41064W000000,3.0,
2833,41100770004NB,0.4,0.43,,41077N000000,3.0,
2834,41100640000EB,119.8,119.8156,,410640011892,3.0,
2835,41100770016NB,37.8,37.82,,410770003575,6.0,
2836,41100770016NB,41.68,41.7,,410770004168,6.0,
2837,41200190023EB,0.3,0.331,,410190000034,3.0,1/1/1922 12:00:00 AM
2838,41100640000EB,119.952,119.976,,410640011892,3.0,
2839,41100640000EB,120.0,120.022,,410640011892,3.0,
2840,41100640000EB,120.022,120.049,,410640011892,3.0,
2841,41200190023EB,0.8413,0.8524,,410190000034,3.0,1/1/1922 12:00:00 AM
2842,4140009090000,0.1721,0.1875,,410090900000,,1/1/1954 12:00:00 AM
2843,4140009090000,0.1875,0.2011,,410090900000,,1/1/1954 12:00:00 AM
2844,4140009090000,0.2011,0.2208,,410090900000,,1/1/1954 12:00:00 AM
2845,41100640000EB,119.976,120.0,,410640011892,3.0,
2846,4130016000000,18.53,18.544,,410160001853,,1/1/1947 12:00:00 AM
2847,41200190023EB,0.5845,0.6,,410190000034,3.0,1/1/1922 12:00:00 AM
2848,41100770016NB,40.8,40.811,,410770004060,6.0,
2849,41100640000EB,120.066,120.0744,,410640011892,3.0,
2850,41200190023EB,0.8524,0.8581,,410190000034,3.0,1/1/1922 12:00:00 AM
2851,41100640000EB,120.049,120.054,,410640011892,3.0,
2852,41100640000EB,120.054,120.066,,410640011892,3.0,
2853,41100770016NB,36.5,36.507,,410770003575,6.0,
2854,4130016000000,18.582,18.59,,410160001853,,1/1/1947 12:00:00 AM
2855,4130016000000,18.59,18.6,,410160001853,,1/1/1947 12:00:00 AM
2856,4140009090000,0.2208,0.225,,410090900000,,1/1/1954 12:00:00 AM
