,RouteId,BeginPoint,EndPoint,BaseThicknessVn,SampleId,SurfaceTypeVn
372,32202190000NB,6.8,6.9,,322190000192,6
373,32202190000NB,6.9,7.0,,322190000192,6
374,32202190000NB,2.5457,2.597,,322190000192,6
375,32202190000NB,2.3423,2.3901,,322190000192,6
376,32202190000NB,2.7341,2.7764,,322190000192,6
377,32202190000NB,6.2,6.24,,322190000192,6
378,32202190000NB,7.1,7.1517,,322190000192,6
379,32202190000NB,2.3,2.3423,,322190000192,6
380,32202190000NB,2.404,2.5,,322190000192,6
381,32202190000NB,2.5,2.5457,,322190000192,6
382,32202190000NB,2.8,2.8315,,322190000192,6
383,32202190000NB,2.8315,2.9,,322190000192,6
384,32202190000NB,2.9,2.9542,,322190000192,6
385,32202190000NB,3.6,3.647,,322190000192,6
386,32202190000NB,3.647,3.7,,322190000192,6
387,32202190000NB,6.3494,6.4,,322190000192,6
388,32202190000NB,6.4562,6.5,,322190000192,6
389,32202190000NB,5.8,5.84,,322190000192,6
390,32202190000NB,5.84,5.9,,322190000192,6
391,32202190000NB,6.2416,6.3,,322190000192,6
392,32202190000NB,6.3,6.3494,,322190000192,6
393,32202190000NB,7.1517,7.2,,322190000192,6
394,32202190000NB,6.4361,6.4562,,322190000192,6
395,32202190000NB,3.3584,3.3894,,322190000192,6
396,32202190000NB,2.9542,2.974,,322190000192,6
397,32202190000NB,2.974,3.0,,322190000192,6
398,32202190000NB,6.4,6.4361,,322190000192,6
399,32202190000NB,3.8761,3.9,,322190000192,6
400,32202190000NB,2.72,2.7341,,322190000192,6
401,32202190000NB,3.3894,3.4,,322190000192,6
402,32202190000NB,2.1859,2.2,,322190000192,6
403,32202190000NB,2.7,2.72,,322190000192,6
404,32202190000NB,2.7764,2.8,,322190000192,6
405,32202190000NB,5.1832,5.2,,322190000192,6
406,32202190000NB,5.2912,5.3,,322190000192,6
407,32202190000NB,2.3901,2.4,,322190000192,6
408,32202190000NB,6.5,6.5056,,322190000192,6
409,32202190000NB,6.24,6.2416,,322190000192,6
410,32202190000NB,2.298,2.3,,322190000192,6
411,32202190000NB,2.4,2.404,,322190000192,6
412,32202190000NB,3.1,3.1037,,322190000192,6
413,32202190000NB,2.597,2.6,,322190000192,6
414,32202190000NB,7.3,7.4,,322190000192,6
415,32202190000NB,7.4,7.5,,322190000192,6
416,32202190000NB,7.5,7.6,,322190000192,6
417,32202190000NB,7.2,7.2551,,322190000192,6
418,32202190000NB,7.2551,7.3,,322190000192,6
419,32202190000NB,14.4,14.5,,322190001438,6
420,32202190000NB,14.5,14.6,,322190001438,6
421,32202190000NB,14.7,14.8,,322190001438,6
422,32202190000NB,14.8,14.8583,,322190001438,6
423,32202190000NB,14.9,15.0,,322190001438,6
424,32202190000NB,16.5,16.6,,322190001618,6
425,32202190000NB,16.7,16.8,,322190001618,6
426,32202190000NB,16.8,16.9,,322190001618,6
427,32202190000NB,16.9,17.0,,322190001618,6
428,32202190000NB,17.0,17.1,,322190001618,6
429,32202190000NB,17.1,17.2,,322190001618,6
430,32202190000NB,17.2,17.3,,322190001618,6
431,32202190000NB,17.3,17.3768,,322190001618,6
432,32202190000NB,7.6,7.7,,322190000192,6
433,32202190000NB,7.7,7.8,,322190000192,6
434,32202190000NB,7.8,7.87,,322190000192,6
435,32202190000NB,15.0,15.1,,322190001438,6
436,32202190000NB,15.1,15.2,,322190001438,6
437,32202190000NB,15.2,15.3,,322190001438,6
438,32202190000NB,15.3,15.4,,322190001438,6
439,32202190000NB,15.5,15.6,,322190001438,6
440,32202190000NB,17.4,17.5,,322190001618,6
441,32202190000NB,17.5,17.6,,322190001618,6
442,32202190000NB,15.6,15.7,,322190001438,6
443,32202190000NB,15.7,15.8,,322190001438,6
444,32202190000NB,16.0,16.1,,322190001438,6
445,32202190000NB,16.2,16.3,,322190001618,6
446,32202190000NB,16.3,16.4,,322190001618,6
447,32202190000NB,15.8,15.9,,322190001438,6
448,32202190000NB,15.9,16.0,,322190001438,6
449,32202190000NB,14.6,14.7,,322190001438,6
450,32202190000NB,16.4321,16.5,,322190001618,6
451,32202190000NB,15.4,15.5,,322190001438,6
452,32202190000NB,16.1,16.18,,322190001438,6
453,32202190000NB,16.6,16.656,,322190001618,6
454,32202190000NB,16.656,16.688,,322190001618,6
455,32202190000NB,14.38,14.4,,322190001438,6
456,32202190000NB,14.8583,14.9,,322190001438,6
457,32202190000NB,16.4,16.4321,,322190001618,6
458,32202190000NB,16.18,16.2,,322190001618,6
459,32202190000NB,17.3768,17.3927,,322190001618,6
460,32202190000NB,16.688,16.7,,322190001618,6
461,32202190000NB,17.3927,17.4,,322190001618,6
462,32202190000NB,18.2,18.3,,322190001618,6
463,32202190000NB,17.9,18.0,,322190001618,6
464,32202190000NB,18.0,18.1,,322190001618,6
465,32202190000NB,18.1,18.2,,322190001618,6
466,32202190000NB,18.5,18.6,,322190001618,6
467,32202190000NB,17.6,17.7,,322190001618,6
468,32202190000NB,17.7,17.8,,322190001618,6
469,32202190000NB,17.8,17.8657,,322190001618,6
470,32202190000NB,18.3,18.4,,322190001618,6
471,32202190000NB,18.4,18.45,,322190001618,6
472,32202190000NB,18.45,18.5,,322190001618,6
473,32202190000NB,17.8657,17.9,,322190001618,6
474,32202190000NB,19.3,19.4,,322190001924,6
475,32202190000NB,22.0,22.1,,322190001966,6
476,32202190000NB,19.6,19.66,,322190001924,6
477,32202190000NB,18.6,18.7,,322190001618,6
478,32202190000NB,18.7,18.8,,322190001618,6
479,32202190000NB,18.8,18.9,,322190001618,6
480,32202190000NB,18.9,19.0,,322190001618,6
481,32202190000NB,19.0,19.1,,322190001618,6
482,32202190000NB,19.1,19.2,,322190001618,6
483,32202190000NB,19.4,19.5,,322190001924,6
484,32202190000NB,19.5,19.6,,322190001924,6
485,32202190000NB,19.7,19.8,,322190001966,6
486,32202190000NB,19.8,19.8925,,322190001966,6
487,32202190000NB,22.9,23.0,,322190001966,6
488,32202190000NB,26.1,26.2,,322190002492,6
489,32202190000NB,26.3,26.4,,322190002624,6
490,32202190000NB,26.4,26.5,,322190002624,6
491,32202190000NB,26.5,26.6,,322190002624,6
492,32202190000NB,26.6,26.7,,322190002624,6
493,32202190000NB,20.0,20.1,,322190001966,6
494,32202190000NB,20.1,20.2,,322190001966,6
495,32202190000NB,20.2,20.3,,322190001966,6
496,32202190000NB,20.3,20.4,,322190001966,6
497,32202190000NB,21.5,21.6,,322190001966,6
498,32202190000NB,22.4,22.5,,322190001966,6
499,32202190000NB,22.5,22.6,,322190001966,6
500,32202190000NB,22.6,22.7,,322190001966,6
501,32202190000NB,22.7,22.7743,,322190001966,6
502,32202190000NB,20.4,20.5,,322190001966,6
503,32202190000NB,20.5,20.6,,322190001966,6
504,32202190000NB,20.6,20.7,,322190001966,6
505,32202190000NB,21.0,21.1,,322190001966,6
506,32202190000NB,21.1,21.2,,322190001966,6
507,32202190000NB,21.2,21.3,,322190001966,6
508,32202190000NB,21.3,21.4,,322190001966,6
509,32202190000NB,21.4,21.48,,322190001966,6
510,32202190000NB,21.6,21.7,,322190001966,6
511,32202190000NB,22.1,22.2,,322190001966,6
512,32202190000NB,22.2,22.3,,322190001966,6
513,32202190000NB,22.3,22.4,,322190001966,6
514,32202190000NB,25.0,25.1,,322190002492,6
515,32202190000NB,25.1,25.2,,322190002492,6
516,32202190000NB,25.2,25.3,,322190002492,6
517,32202190000NB,25.3,25.4,,322190002492,6
518,32202190000NB,25.6,25.7,,322190002492,6
519,32202190000NB,25.7,25.8,,322190002492,6
520,32202190000NB,25.8,25.9,,322190002492,6
521,32202190000NB,26.0,26.1,,322190002492,6
522,32202190000NB,20.9,21.0,,322190001966,6
523,32202190000NB,22.8,22.9,,322190001966,6
524,32202190000NB,20.8,20.85,,322190001966,6
525,32202190000NB,19.24,19.3,,322190001924,6
526,32202190000NB,19.66,19.7,,322190001966,6
527,32202190000NB,19.2,19.24,,322190001618,6
528,32202190000NB,26.2,26.24,,322190002492,6
529,32202190000NB,26.24,26.3,,322190002624,6
530,32202190000NB,26.7,26.8,,322190002624,6
531,32202190000NB,21.7,21.8,,322190001966,6
532,32202190000NB,21.8,21.86,,322190001966,6
533,32202190000NB,21.9,22.0,,322190001966,6
534,32202190000NB,24.9325,25.0,,322190002492,6
535,32202190000NB,25.4,25.4703,,322190002492,6
536,32202190000NB,25.5,25.6,,322190002492,6
537,32202190000NB,25.93,26.0,,322190002492,6
538,32202190000NB,20.85,20.9,,322190001966,6
539,32202190000NB,20.75,20.8,,322190001966,6
540,32202190000NB,19.92,19.9794,,322190001966,6
541,32202190000NB,19.9794,20.0,,322190001966,6
542,32202190000NB,21.48,21.5,,322190001966,6
543,32202190000NB,21.8702,21.9,,322190001966,6
544,32202190000NB,25.4703,25.5,,322190002492,6
545,32202190000NB,25.9,25.93,,322190002492,6
546,32202190000NB,22.7743,22.8,,322190001966,6
547,32202190000NB,20.717,20.75,,322190001966,6
548,32202190000NB,21.86,21.8702,,322190001966,6
549,32202190000NB,24.92,24.9325,,322190002492,6
550,32202190000NB,19.8925,19.9,,322190001966,6
551,32202190000NB,19.9,19.914,,322190001966,6
