,RouteId,BeginPoint,EndPoint,BaseThicknessVn,SampleId,SurfaceTypeVn
0,20100770000NB,116.7,116.8,,200770011666,6
1,20100770000NB,116.8,116.9,,200770011666,6
2,20100770000NB,116.9,117.0,,200770011666,6
3,20100770000NB,117.0,117.1,,200770011666,6
4,20100770000NB,117.1,117.2,,200770011666,6
5,20100770000NB,117.3,117.4,,200770011666,6
6,20100770000NB,117.4,117.5,,200770011666,6
7,20100770000NB,116.66,116.7,,200770011666,6
8,20100770000NB,117.21,117.2526,,200770011666,3
9,20100770000NB,117.26,117.3,,200770011666,3
10,20100770000NB,117.2,117.21,,200770011666,3
11,20100770000NB,117.2526,117.26,,200770011666,3
12,18100770000NB,133.7,133.8,,180770013244,6
13,18100770000NB,132.9,133.0,,180770013244,6
14,18100770000NB,132.6,132.6919,,180770013244,6
15,18100770000NB,132.5,132.6,,180770013244,6
16,18100770000NB,132.8,132.9,,180770013244,6
17,18100770000NB,133.0,133.1,,180770013244,6
18,18100770000NB,133.1,133.2,,180770013244,6
19,18100770000NB,133.2,133.3,,180770013244,6
20,18100770000NB,133.3,133.4,,180770013244,6
21,18100770000NB,133.8,133.9,,180770013244,6
22,18100770000NB,134.0,134.1,,180770013244,6
23,18100770000NB,134.1,134.2,,180770013244,6
24,18100770000NB,134.2,134.3,,180770013244,6
25,18100770000NB,134.3,134.4,,180770013244,6
26,18100770000NB,134.4,134.5,,180770013244,6
27,18100770000NB,134.6,134.7,,180770013244,6
28,18100770000NB,134.7,134.8,,180770013244,6
29,18100770000NB,134.8,134.9,,180770013244,6
30,18100770000NB,134.9,135.0,,180770013244,6
31,18100770000NB,135.0,135.1,,180770013244,6
32,18100770000NB,135.3,135.4,,180770013244,6
33,18100770000NB,135.4,135.5,,180770013244,6
34,18100770000NB,135.5,135.6,,180770013244,6
35,18100770000NB,135.6,135.7,,180770013244,6
36,18100770000NB,135.7,135.8,,180770013244,6
37,18100770000NB,136.1,136.2,,180770013244,6
38,18100770000NB,136.2,136.3,,180770013244,6
39,18100770000NB,136.3,136.4,,180770013244,6
40,18100770000NB,136.4,136.5,,180770013244,6
41,18100770000NB,136.5,136.6,,180770013244,6
42,18100770000NB,136.6,136.7,,180770013244,6
43,18100770000NB,136.7,136.8,,180770013244,6
44,18100770000NB,136.8,136.9,,180770013244,6
45,18100770000NB,136.9,137.0,,180770013244,6
46,18100770000NB,137.0,137.1,,180770013244,6
47,18100770000NB,137.1,137.2,,180770013244,6
48,18100770000NB,137.2,137.3,,180770013244,6
49,18100770000NB,137.3,137.4,,180770013244,6
50,18100770000NB,137.5,137.6,,180770013244,6
51,18100770000NB,133.4,133.5,,180770013244,6
52,18100770000NB,133.5,133.6,,180770013244,6
53,18100770000NB,133.6,133.7,,180770013244,6
54,18100770000NB,135.8,135.9,,180770013244,6
55,18100770000NB,135.9,136.0,,180770013244,6
56,18100770000NB,136.0,136.1,,180770013244,6
57,18100770000NB,132.7,132.7719,,180770013244,6
58,18100770000NB,132.44,132.5,,180770013244,6
59,18100770000NB,132.7719,132.8,,180770013244,6
60,18100770000NB,133.9,134.0,,180770013244,6
61,18100770000NB,134.5,134.54,,180770013244,6
62,18100770000NB,134.54,134.6,,180770013244,6
63,18100770000NB,135.1,135.2,,180770013244,6
64,18100770000NB,135.2247,135.3,,180770013244,6
65,18100770000NB,137.4,137.4431,,180770013244,6
66,18100770000NB,137.4431,137.5,,180770013244,6
67,18100770000NB,137.715,137.74,,180770013244,6
68,18100770000NB,135.2,135.2247,,180770013244,6
69,18100770000NB,137.6,137.6197,,180770013244,6
70,18100770000NB,137.673,137.7,,180770013244,6
71,18100770000NB,137.6197,137.665,,180770013244,6
72,18100770000NB,132.6919,132.7,,180770013244,6
73,18100770000NB,137.7,137.715,,180770013244,6
74,18100770000NB,137.665,137.673,,180770013244,6
75,1830002000000,0.1,0.2,,180020000000,6
76,1830002000000,1.4,1.5,,180020000000,6
77,1830002000000,2.2,2.3,,180020000000,6
78,1830002000000,0.0,0.1,,180020000000,6
79,1830002000000,0.2,0.3,,180020000000,6
80,1830002000000,0.3,0.4,,180020000000,6
81,1830002000000,0.4,0.5,,180020000000,6
82,1830002000000,0.5,0.6,,180020000000,6
83,1830002000000,0.6,0.7,,180020000000,6
84,1830002000000,0.7,0.8,,180020000000,6
85,1830002000000,2.0,2.1,,180020000000,6
86,1830002000000,0.8,0.9,,180020000000,6
87,1830002000000,2.3,2.4,,180020000000,6
88,1830002000000,2.4,2.5,,180020000000,6
89,1830002000000,2.5,2.6,,180020000000,6
90,1830002000000,2.6,2.7,,180020000000,6
91,1830002000000,1.2,1.3,,180020000000,6
92,1830002000000,1.3,1.4,,180020000000,6
93,1830002000000,1.5037,1.6,,180020000000,6
94,1830002000000,1.6,1.7,,180020000000,6
95,1830002000000,1.7,1.8,,180020000000,6
96,1830002000000,1.8,1.9,,180020000000,6
97,1830002000000,1.9,2.0,,180020000000,6
98,1830002000000,1.1,1.2,,180020000000,6
99,1830002000000,2.13,2.2,,180020000000,6
100,1830002000000,0.9,1.0,,180020000000,6
101,1830002000000,1.0,1.05,,180020000000,6
102,1830002000000,1.05,1.1,,180020000000,6
103,1830002000000,2.1,2.13,,180020000000,6
104,1830002000000,1.5,1.5037,,180020000000,6
105,54100770000NB,160.6,160.7,,540770016038,6
106,54100770000NB,157.0,157.1,,540770015699,6
107,54100770000NB,157.3,157.4,,540770015699,6
108,54100770000NB,157.4,157.5,,540770015699,6
109,54100770000NB,157.5,157.6,,540770015699,6
110,54100770000NB,157.6,157.7,,540770015699,6
111,54100770000NB,157.7,157.8,,540770015699,6
112,54100770000NB,157.8,157.9,,540770015699,6
113,54100770000NB,157.9,158.0,,540770015699,6
114,54100770000NB,158.0,158.1,,540770015699,6
115,54100770000NB,158.1,158.2,,540770015699,6
116,54100770000NB,158.2,158.3,,540770015699,6
117,54100770000NB,158.4,158.5,,540770015699,6
118,54100770000NB,160.4,160.5,,540770016038,6
119,54100770000NB,160.5,160.6,,540770016038,6
120,54100770000NB,160.7,160.8,,540770016038,6
121,54100770000NB,157.2,157.3,,540770015699,6
122,54100770000NB,158.6,158.652,,540770015699,6
123,54100770000NB,160.8,160.9,,540770016038,6
124,54100770000NB,157.1,157.1412,,540770015699,6
125,54100770000NB,158.3,158.3445,,540770015699,6
126,54100770000NB,158.3445,158.4,,540770015699,6
127,54100770000NB,158.5,158.6,,540770015699,6
128,54100770000NB,157.1412,157.2,,540770015699,6
129,54100770000NB,160.38,160.4,,540770016038,6
130,54100770000NB,156.99,157.0,,540770015699,6
131,54100770000NB,158.652,158.661,,540770015699,6
132,54100770000NB,158.661,158.678,,540770015699,6
133,54100770000NB,158.678,158.69,,540770015699,6
134,10100770016NB,52.7,52.8,,100770005258,6
135,10100770016NB,57.0,57.1,,100770005502,6
136,10100770016NB,58.6,58.7,,100770005832,6
137,10100770016NB,56.1,56.2,,100770005502,3
138,10100770016NB,56.2,56.3,,100770005502,3
139,10100770016NB,52.6,52.7,,100770005258,6
140,10100770016NB,52.8,52.9,,100770005258,6
141,10100770016NB,53.1,53.2,,100770005306,6
142,10100770016NB,53.2,53.3,,100770005306,6
143,10100770016NB,53.3,53.4,,100770005306,6
144,10100770016NB,53.4,53.5,,100770005306,6
145,10100770016NB,53.5,53.6,,100770005306,6
146,10100770016NB,53.6,53.7,,100770005306,6
147,10100770016NB,53.7,53.8,,100770005306,6
148,10100770016NB,54.0,54.1,,100770005306,6
149,10100770016NB,54.2,54.3,,100770005413,6
150,10100770016NB,54.6,54.7,,100770005413,6
151,10100770016NB,54.7,54.7683,,100770005413,6
152,10100770016NB,55.1,55.2,,100770005502,6
153,10100770016NB,55.2,55.3,,100770005502,6
154,10100770016NB,55.3,55.4,,100770005502,6
155,10100770016NB,55.4,55.5,,100770005502,6
156,10100770016NB,55.5,55.6,,100770005502,6
157,10100770016NB,55.9,56.0,,100770005502,6
158,10100770016NB,56.0,56.1,,100770005502,6
159,10100770016NB,56.3,56.4,,100770005502,3
160,10100770016NB,57.9,58.0,,100770005502,6
161,10100770016NB,58.0,58.1,,100770005502,6
162,10100770016NB,58.1,58.2,,100770005502,6
163,10100770016NB,58.2,58.3,,100770005502,6
164,10100770016NB,58.4,58.5,,100770005832,6
165,10100770016NB,58.5,58.6,,100770005832,6
166,10100770016NB,58.7,58.8,,100770005832,6
167,10100770016NB,56.5,56.6,,100770005502,6
168,10100770016NB,56.6,56.7,,100770005502,6
169,10100770016NB,57.8,57.9,,100770005502,6
170,10100770016NB,54.8,54.9,,100770005413,6
171,10100770016NB,54.9,55.0,,100770005413,6
172,10100770016NB,56.7,56.8,,100770005502,6
173,10100770016NB,56.8,56.9,,100770005502,6
174,10100770016NB,56.9,57.0,,100770005502,6
175,10100770016NB,57.1,57.2,,100770005502,6
176,10100770016NB,57.2,57.3,,100770005502,6
177,10100770016NB,57.4,57.5,,100770005502,6
178,10100770016NB,57.5,57.6,,100770005502,6
179,10100770016NB,57.6,57.7,,100770005502,6
180,10100770016NB,57.7,57.8,,100770005502,6
181,10100770016NB,52.9,52.996,,100770005258,6
182,10100770016NB,55.6,55.692,,100770005502,6
183,10100770016NB,55.8,55.875,,100770005502,6
184,10100770016NB,53.06,53.1,,100770005306,6
185,10100770016NB,53.8,53.85,,100770005306,6
186,10100770016NB,53.85,53.9,,100770005306,6
187,10100770016NB,53.9441,54.0,,100770005306,6
188,10100770016NB,54.13,54.2,,100770005413,6
189,10100770016NB,54.3089,54.4,,100770005413,6
190,10100770016NB,54.4,54.45,,100770005413,6
191,10100770016NB,54.45,54.5,,100770005413,6
192,10100770016NB,55.02,55.1,,100770005502,6
193,10100770016NB,56.4,56.44,,100770005502,3
194,10100770016NB,56.44,56.5,,100770005502,3
195,10100770016NB,58.32,58.4,,100770005832,6
196,10100770016NB,57.3,57.4,,100770005502,6
197,10100770016NB,58.8,58.9,,100770005832,6
198,10100770016NB,55.722,55.8,,100770005502,6
199,10100770016NB,53.0,53.0157,,100770005258,6
200,10100770016NB,52.58,52.6,,100770005258,6
201,10100770016NB,53.9,53.9441,,100770005306,6
202,10100770016NB,54.1,54.13,,100770005306,6
203,10100770016NB,55.0,55.02,,100770005413,6
204,10100770016NB,58.3,58.32,,100770005502,6
205,10100770016NB,54.7683,54.8,,100770005413,6
206,10100770016NB,53.032,53.06,,100770005258,6
207,10100770016NB,54.569,54.6,,100770005413,6
208,10100770016NB,55.879,55.9,,100770005502,6
209,10100770016NB,54.515,54.539,,100770005413,6
210,10100770016NB,54.3,54.3089,,100770005413,6
211,10100770016NB,53.0157,53.032,,100770005258,6
212,10100770016NB,54.539,54.553,,100770005413,6
213,10100770016NB,54.553,54.569,,100770005413,6
214,10100770016NB,55.7046,55.722,,100770005502,6
215,10100770016NB,55.7,55.7046,,100770005502,6
216,10100770016NB,55.692,55.7,,100770005502,6
217,10100770016NB,54.5,54.511,,100770005413,6
218,10100770016NB,52.996,53.0,,100770005258,6
219,10100770016NB,55.875,55.879,,100770005502,6
220,10100770016NB,54.511,54.515,,100770005413,6
221,41100640000EB,123.0,123.0742,,410640012271,3
222,41100640000EB,122.9,122.963,,410640012271,6
223,41100640000EB,123.109,123.18,,410640012271,3
224,41100640000EB,122.9634,123.0,,410640012271,6
225,41100640000EB,123.0752,123.1,,410640012271,3
226,41100640000EB,123.1,123.109,,410640012271,3
227,41100640000EB,123.0742,123.0752,,410640012271,3
228,41100640000EB,122.963,122.9634,,410640012271,6
229,45100640000EB,139.2,139.3,,450640013838,3
230,45100640000EB,139.9,140.0,,450640013838,3
231,45100640000EB,140.2,140.3,,450640013838,3
232,45100640000EB,138.4,138.5,,450640013838,3
233,45100640000EB,138.9,139.0,,450640013838,3
234,45100640000EB,138.01,138.1,,450640013801,3
235,45100640000EB,138.5,138.6,,450640013838,3
236,45100640000EB,138.8,138.9,,450640013838,3
237,45100640000EB,139.3,139.4,,450640013838,3
238,45100640000EB,139.4,139.5,,450640013838,3
239,45100640000EB,139.5,139.6,,450640013838,3
240,45100640000EB,139.6,139.7,,450640013838,3
241,45100640000EB,139.7,139.8,,450640013838,3
242,45100640000EB,139.8,139.9,,450640013838,3
243,45100640000EB,140.0,140.1,,450640013838,3
244,45100640000EB,140.1,140.2,,450640013838,3
245,45100640000EB,139.0,139.1,,450640013838,3
246,45100640000EB,139.1,139.2,,450640013838,3
247,45100640000EB,138.2,138.2583,,450640013801,6
248,45100640000EB,138.1,138.145,,450640013801,6
249,45100640000EB,138.145,138.1823,,450640013801,6
250,45100640000EB,138.3,138.3425,,450640013801,3
251,45100640000EB,138.7,138.7393,,450640013838,3
252,45100640000EB,138.7393,138.8,,450640013838,3
253,45100640000EB,138.3425,138.373,,450640013801,3
254,45100640000EB,138.6172,138.672,,450640013838,3
255,45100640000EB,138.38,138.4,,450640013838,3
256,45100640000EB,138.1823,138.2,,450640013801,6
257,45100640000EB,138.273,138.3,,450640013801,6
258,45100640000EB,138.672,138.7,,450640013838,3
259,45100640000EB,138.6,138.6172,,450640013838,3
260,45100640000EB,138.2583,138.273,,450640013801,6
261,45100640000EB,138.373,138.38,,450640013801,3
262,10200190000NB,3.0,3.1,,100190000285,6
263,10200190000NB,5.9,6.0,,100190000389,6
264,10200190000NB,0.4,0.5,,100190000000,6
265,10200190000NB,0.5,0.6,,100190000000,6
266,10200190000NB,0.7058,0.8,,100190000000,6
267,10200190000NB,0.8,0.9,,100190000000,6
268,10200190000NB,3.1,3.2,,100190000285,6
269,10200190000NB,3.2,3.3,,100190000285,6
270,10200190000NB,3.4,3.5,,100190000285,6
271,10200190000NB,3.5,3.6,,100190000285,6
272,10200190000NB,3.6,3.7,,100190000285,6
273,10200190000NB,3.7,3.8,,100190000285,6
274,10200190000NB,4.0,4.1,,100190000389,6
275,10200190000NB,4.1,4.2,,100190000389,6
276,10200190000NB,4.2,4.3,,100190000389,6
277,10200190000NB,4.3,4.4,,100190000389,6
278,10200190000NB,4.4,4.5,,100190000389,6
279,10200190000NB,4.5,4.6,,100190000389,6
280,10200190000NB,0.1,0.2,,100190000000,6
281,10200190000NB,0.2,0.3,,100190000000,6
282,10200190000NB,0.3,0.4,,100190000000,6
283,10200190000NB,4.6154,4.7,,100190000389,6
284,10200190000NB,4.7,4.8,,100190000389,6
285,10200190000NB,4.9,5.0,,100190000389,6
286,10200190000NB,5.0,5.1,,100190000389,6
287,10200190000NB,5.1,5.2,,100190000389,6
288,10200190000NB,5.2,5.3,,100190000389,6
289,10200190000NB,5.32,5.4,,100190000389,6
290,10200190000NB,5.4,5.5,,100190000389,6
291,10200190000NB,5.5,5.6,,100190000389,6
292,10200190000NB,5.6,5.7,,100190000389,6
293,10200190000NB,5.8,5.9,,100190000389,6
294,10200190000NB,6.0,6.1,,100190000389,6
295,10200190000NB,6.1,6.16,,100190000389,6
296,10200190000NB,6.2,6.3,,100190000616,6
297,10200190000NB,6.3,6.4,,100190000616,6
298,10200190000NB,6.4,6.5,,100190000616,6
299,10200190000NB,3.917,4.0,,100190000389,6
300,10200190000NB,0.6,0.7,,100190000000,6
301,10200190000NB,2.85,2.9,,100190000285,6
302,10200190000NB,2.9,3.0,,100190000285,6
303,10200190000NB,3.3,3.3607,,100190000285,6
304,10200190000NB,0.042,0.1,,100190000000,6
305,10200190000NB,4.8,4.85,,100190000389,6
306,10200190000NB,4.85,4.9,,100190000389,6
307,10200190000NB,5.74,5.8,,100190000389,6
308,10200190000NB,6.5,6.57,,100190000616,6
309,10200190000NB,6.57,6.6,,100190000616,6
310,10200190000NB,6.6,6.66,,100190000616,6
311,10200190000NB,6.66,6.7,,100190000666,6
312,10200190000NB,6.7,6.76,,100190000666,6
313,10200190000NB,0.9,1.0,,100190000000,6
314,10200190000NB,0.0,0.042,,100190000000,6
315,10200190000NB,6.16,6.19,,100190000616,6
316,10200190000NB,3.3607,3.4,,100190000285,6
317,10200190000NB,3.8,3.82,,100190000285,3
318,10200190000NB,4.6,4.6154,,100190000389,6
319,10200190000NB,5.7,5.7327,,100190000389,6
320,10200190000NB,6.7609,6.8,,100190000666,6
321,10200190000NB,6.19,6.2,,100190000616,6
322,10200190000NB,3.89,3.9,,100190000389,3
323,10200190000NB,5.3,5.32,,100190000389,6
324,10200190000NB,1.001,1.02,,100190000000,3
325,10200190000NB,3.9,3.917,,100190000389,6
326,10200190000NB,5.7327,5.74,,100190000389,6
327,10200190000NB,0.7,0.7058,,100190000000,6
328,10200190000NB,6.76,6.7609,,100190000666,6
329,10200190000NB,1.0,1.001,,100190000000,3
330,45100640000EB,140.5,140.6,,450640013838,3
331,45100640000EB,140.3,140.4,,450640013838,3
332,45100640000EB,140.4,140.5,,450640013838,3
333,32202190000NB,4.4,4.5,,322190000192,6
334,32202190000NB,5.0,5.1,,322190000192,6
335,32202190000NB,5.5,5.6,,322190000192,6
336,32202190000NB,6.1,6.2,,322190000192,6
337,32202190000NB,7.0,7.1,,322190000192,6
338,32202190000NB,6.5056,6.6,,322190000192,6
339,32202190000NB,1.92,2.0,,322190000192,6
340,32202190000NB,3.3,3.3584,,322190000192,6
341,32202190000NB,5.1,5.1832,,322190000192,6
342,32202190000NB,2.0,2.1,,322190000192,6
343,32202190000NB,2.1,2.1859,,322190000192,6
344,32202190000NB,2.2,2.298,,322190000192,6
345,32202190000NB,2.6,2.7,,322190000192,6
346,32202190000NB,3.0,3.1,,322190000192,6
347,32202190000NB,3.1037,3.2,,322190000192,6
348,32202190000NB,3.2,3.3,,322190000192,6
349,32202190000NB,3.4,3.5,,322190000192,6
350,32202190000NB,3.5,3.6,,322190000192,6
351,32202190000NB,3.7,3.8,,322190000192,6
352,32202190000NB,3.8,3.8761,,322190000192,6
353,32202190000NB,3.9,4.0,,322190000192,6
354,32202190000NB,4.0,4.1,,322190000192,6
355,32202190000NB,4.1,4.2,,322190000192,6
356,32202190000NB,4.2,4.3,,322190000192,6
357,32202190000NB,4.3,4.4,,322190000192,6
358,32202190000NB,4.5,4.6,,322190000192,6
359,32202190000NB,4.6,4.7,,322190000192,6
360,32202190000NB,4.7,4.8,,322190000192,6
361,32202190000NB,4.8,4.9,,322190000192,6
362,32202190000NB,4.9,5.0,,322190000192,6
363,32202190000NB,5.2,5.2912,,322190000192,6
364,32202190000NB,5.3,5.4,,322190000192,6
365,32202190000NB,5.4,5.5,,322190000192,6
366,32202190000NB,5.6,5.7,,322190000192,6
367,32202190000NB,5.7,5.8,,322190000192,6
368,32202190000NB,5.9,6.0,,322190000192,6
369,32202190000NB,6.0,6.1,,322190000192,6
370,32202190000NB,6.6,6.7,,322190000192,6
371,32202190000NB,6.7,6.8,,322190000192,6
