,RouteId,BeginPoint,EndPoint,AadtVn,FsystemVn,FacilityTypeVn,UrbanIdVn,NhsVn
17878,20100770000NB,106.388,106.392,,1,2,99999,1.0
17879,20100770000NB,106.392,106.4,,1,2,99999,1.0
17880,2040029000000,1.235,1.241,,4,2,99999,
17881,2040026000000,4.62,4.6242,,4,2,99999,
17882,20100770000NB,108.5967,108.6,,1,2,99999,1.0
17883,20100770000NB,106.11,106.112,,1,2,99999,1.0
17884,20100770000NB,111.098,111.1,,1,2,99999,1.0
17885,20100770000NB,110.13,110.136,,1,2,99999,1.0
17886,20100770017SB0106C,0.334,0.34,,1,4,15481,
17887,20100770000NB,111.757,111.761,,1,2,99999,1.0
17888,2040027000000,2.14,2.141,,5,2,15481,
17889,20100770000NB,110.8989,110.9,,1,2,99999,1.0
17890,20100770000NB,110.128,110.13,,1,2,99999,1.0
17891,4040012000000,9.09,10.0409,,5,2,99999,
17892,4030062000000,11.0015,11.7768,,5,2,15481,
17893,4030817000000,6.9613,8.4415,,5,2,15481,
17894,4040012000000,10.77,12.37,,5,2,99999,
17895,4040021000000,1.86,3.65,,5,2,99999,
17896,4030062000000,6.43,7.5615,,4,2,15481,
17897,4030062000000,5.19,5.8263,,4,2,15481,
17898,4030034000000,25.6,26.1205,,5,2,99999,
17899,4030062000000,8.7685,9.4292,,4,2,15481,
17900,4030034000000,23.641,24.41,,5,2,99999,
17901,4030034000000,24.619,25.408,,5,2,99999,
17902,4030817000000,9.4913,9.8783,,5,2,15481,
17903,4030817000000,11.1484,11.6708,,5,2,15481,
17904,4030034000000,26.9103,27.37,,5,2,99999,
17905,4030034000000,21.84,22.42,,4,2,15481,
17906,4030062000000,7.5615,7.96,,4,2,15481,
17907,4030062000000,4.7047,5.1395,,4,2,15481,
17908,4030034000000,26.1205,26.43,,5,2,99999,
17909,4030062000000,9.5082,9.747,,4,2,15481,
17910,4030034000000,26.5884,26.8945,,5,2,99999,
17911,4030817000000,11.71,11.9917,,5,2,15481,
17912,4030034000000,22.428,22.96,,5,2,99999,
17913,4030817000000,8.81,9.3748,,5,2,15481,
17914,4040012000000,8.19,8.4598,,5,2,99999,
17915,4030034000000,19.4261,19.859,,5,2,99999,
17916,40300340017000021B,0.0,0.098,,4,4,15481,
17917,4030034000000,22.96,23.14,,5,2,99999,
17918,4030034000000,23.14,23.47,,5,2,99999,
17919,4030062000000,5.92,6.06,,4,2,15481,
17920,4030062000000,7.96,8.144,,4,2,15481,
17921,4030062000000,9.747,9.8585,,4,2,15481,
17922,4030062000000,9.8764,10.04,,4,2,15481,
17923,4030062000000,8.5767,8.7685,,4,2,15481,
17924,4030034000000,24.41,24.619,,5,2,99999,
17925,4030034000000,21.335,21.5773,,4,2,15481,
17926,4040012000000,8.5,8.8134,,5,2,99999,
17927,4030034000000,25.408,25.6,,5,2,99999,
17928,4040012000000,10.0409,10.1941,,5,2,99999,
17929,4040012000000,10.1941,10.3254,,5,2,99999,
17930,4040012000000,10.3254,10.5009,,5,2,99999,
17931,4030817000000,6.3642,6.5639,,5,2,15481,
17932,4030817000000,6.806,6.9613,,5,2,15481,
17933,4030817000000,8.4415,8.656,,5,2,15481,
17934,4030817000000,9.3748,9.4913,,5,2,15481,
17935,4030817000000,10.2235,10.3579,,5,2,15481,
17936,4030817000000,10.9,11.0675,,5,2,15481,
17937,4030034000000,19.9,20.1058,,5,2,15481,
17938,4030817000000,8.656,8.81,,5,2,15481,
17939,4040012000000,10.5009,10.77,,5,2,99999,
17940,4030062000000,6.06,6.369,,4,2,15481,
17941,40300340017000021C,0.0,0.111,,4,4,15481,
17942,40300340017000021A,0.0638,0.124,,4,4,15481,
17943,4030034000000,26.43,26.58,,5,2,99999,
17944,4030034000000,21.7904,21.84,,4,2,15481,
17945,4030062000000,8.41,8.5114,,4,2,15481,
17946,4030062000000,8.2223,8.41,,4,2,15481,
17947,4030034000000,23.47,23.641,,5,2,99999,
17948,4030034000000,21.686,21.7904,,4,2,15481,
17949,40300620005SB,0.0754,0.1465,,4,2,15481,
17950,4030062000000,10.83,10.9261,,4,2,15481,
17951,4030062000000,9.4292,9.5082,,4,2,15481,
17952,4040012000000,8.8134,8.9096,,5,2,99999,
17953,4040012000000,8.9096,9.09,,5,2,99999,
17954,4030817000000,6.1683,6.2902,,5,2,15481,
17955,4030817000000,6.6497,6.806,,5,2,15481,
17956,4030817000000,9.9731,10.058,,5,2,15481,
17957,4030817000000,10.058,10.1479,,5,2,15481,
17958,4030817000000,10.1479,10.2235,,5,2,15481,
17959,4030817000000,10.6226,10.6845,,5,2,15481,
17960,4030817000000,10.75,10.82,,5,2,15481,
17961,40300620005SB,0.0,0.07,,4,1,15481,
17962,40300620005SB,0.22,0.32,,4,1,15481,
17963,40300340017000021A,0.0,0.0638,,4,4,15481,
17964,40300340017000021E,0.0,0.076,,4,4,15481,
17965,4030062000000,5.1395,5.1833,,4,2,15481,
17966,4030034000000,20.1058,20.16,,5,2,15481,
17967,4030062000000,8.5114,8.5665,,4,2,15481,
17968,4030062000000,5.8263,5.92,,4,2,15481,
17969,4040012000000,8.4598,8.5,,5,2,99999,
17970,4030034000000,21.28,21.335,,4,2,15481,
17971,40300620005SB,0.1465,0.2065,,4,2,15481,
17972,4030034000000,21.63,21.686,,4,2,15481,
17973,4030062000000,8.1834,8.2223,,4,2,15481,
17974,4030817000000,6.2902,6.355,,5,2,15481,
17975,4030817000000,6.5639,6.6497,,5,2,15481,
17976,4030817000000,9.8783,9.9275,,5,2,15481,
17977,4030817000000,9.9275,9.9731,,5,2,15481,
17978,4030817000000,10.3629,10.3935,,5,2,15481,
17979,4030817000000,10.3935,10.4688,,5,2,15481,
17980,4030817000000,10.5253,10.5624,,5,2,15481,
17981,4030817000000,10.7076,10.75,,5,2,15481,
17982,4030817000000,11.0675,11.1188,,5,2,15481,
17983,4030817000000,11.6708,11.71,,5,2,15481,
17984,4030062000000,10.9261,10.97,,4,2,15481,
17985,4030817000000,10.5624,10.62,,5,2,15481,
17986,4030034000000,21.243,21.28,,4,2,15481,
17987,4030062000000,6.375,6.43,,4,2,15481,
17988,4030062000000,9.8585,9.8764,,4,2,15481,
17989,4030062000000,8.1579,8.1834,,4,2,15481,
17990,4030034000000,26.8945,26.9103,,5,2,99999,
17991,4030817000000,10.4688,10.5,,5,2,15481,
17992,4030817000000,10.5,10.5253,,5,2,15481,
17993,4030817000000,10.82,10.8465,,5,2,15481,
17994,4030817000000,10.8465,10.876,,5,2,15481,
17995,4030817000000,11.1188,11.1484,,5,2,15481,
17996,4030817000000,10.876,10.9,,5,2,15481,
17997,4030034000000,21.607,21.63,,4,2,15481,
17998,4030062000000,8.144,8.1579,,4,2,15481,
17999,4030062000000,8.5665,8.5767,,4,2,15481,
18000,4030034000000,21.5773,21.6,,4,2,15481,
18001,4030062000000,10.9888,11.0015,,5,2,15481,
18002,4030034000000,26.58,26.5884,,5,2,99999,
18003,4030817000000,6.355,6.3642,,5,2,15481,
18004,4030817000000,10.6886,10.7076,,5,2,15481,
18005,4030062000000,10.97,10.9792,,5,2,15481,
18006,40300620005SB,0.2065,0.22,,4,2,15481,
18007,4030034000000,19.859,19.87,,5,2,99999,
18008,4030034000000,19.879,19.893,,5,2,15481,
18009,4030034000000,19.893,19.9,,5,2,15481,
18010,4030034000000,21.225,21.243,,4,2,15481,
18011,4030062000000,5.1833,5.19,,4,2,15481,
18012,4030062000000,10.9792,10.9888,,5,2,15481,
18013,4030817000000,10.6845,10.6886,,5,2,15481,
18014,4030034000000,22.42,22.428,,5,2,15481,
18015,40300620005SB,0.07,0.0754,,4,2,15481,
18016,4030034000000,19.87,19.879,,5,2,99999,
18017,4030034000000,21.6,21.607,,4,2,15481,
18018,4030817000000,10.3579,10.3629,,5,2,15481,
18019,4030817000000,10.62,10.6226,,5,2,15481,
18020,4030062000000,6.369,6.375,,4,2,15481,
18021,4030034000000,30.0542,31.96,,5,2,99999,
18022,4040027000000,8.1299,9.69,,5,2,99999,
18023,4040027000000,3.4281,5.595,,5,2,99999,
18024,4030034000000,28.26,29.26,,5,2,99999,
18025,4040027000000,5.77,6.71,,5,2,99999,
18026,4040027000000,7.3184,8.1299,,5,2,99999,
18027,4030034000000,31.96,32.42,,5,2,99999,
18028,4030034000000,32.52,33.141,,5,2,99999,
18029,4030034000000,27.85,28.2322,,5,2,99999,
18030,4030034000000,27.37,27.7206,,5,2,99999,
18031,4040027000000,9.69,10.0587,,5,2,99999,
18032,4040027000000,6.71,7.1952,,5,2,99999,
18033,4030034000000,32.42,32.52,,5,2,99999,
18034,4040027000000,3.154,3.33,,5,2,99999,
18035,4030034000000,27.7206,27.8348,,5,2,99999,
18036,4040027000000,2.9917,3.154,,5,2,99999,
18037,4040027000000,7.1952,7.3184,,5,2,99999,
18038,4040027000000,2.718,2.9917,,5,2,99999,
18039,4040027000000,10.0587,10.25,,5,2,99999,
18040,4040027000000,3.33,3.4281,,5,2,99999,
18041,4040027000000,5.613,5.77,,5,2,99999,
18042,4030034000000,28.2322,28.26,,5,2,99999,
18043,4030034000000,27.8348,27.85,,5,2,99999,
18044,4040027000000,5.595,5.613,,5,2,99999,
18045,4030034000000,33.3743,34.33,,5,2,99999,
18046,4030034000000,29.41,29.93,,5,2,99999,
18047,4030034000000,33.141,33.3743,,5,2,99999,
18048,4030034000000,29.26,29.34,,5,2,99999,
18049,4030034000000,29.93,30.0542,,5,2,99999,
18050,4030034000000,29.34,29.41,,5,2,99999,
18051,2040019000000,3.2991,3.92,,5,2,99999,
18052,2040019000000,0.7896,1.46,,5,2,99999,
18053,2040019000000,1.7817,2.92,,5,2,99999,
18054,2040019000000,3.92,4.393,,5,2,99999,
18055,2040019000000,4.393,4.84,,5,2,99999,
18056,2040019000000,2.92,3.2991,,5,2,99999,
18057,2040019000000,1.487,1.7817,,5,2,99999,
18058,2040019000000,1.46,1.483,,5,2,99999,
18059,2040019000000,1.483,1.487,,5,2,99999,
18060,1840021000000,0.5267,1.4917,,5,2,99999,
18061,2040033000000,3.85,4.4847,,5,2,99999,
18062,2040021000000,14.88,15.4909,,5,2,99999,
18063,2040033000000,1.8502,2.54,,5,2,99999,
18064,2040033000000,0.8285,1.8502,,5,2,99999,
18065,2040033000000,2.9615,3.47,,5,2,99999,
18066,2040021000000,12.1755,12.83,,4,2,99999,
18067,2040033000000,0.155,0.7531,,5,2,99999,
18068,20100770017SB0116C,0.0,0.335,,1,4,99999,
18069,1840021000000,1.4917,2.29,,5,2,99999,
18070,2040021000000,13.7914,14.4693,,4,2,99999,
18071,2040019000000,0.3449,0.7896,,5,2,99999,
18072,2040033000000,2.54,2.9615,,5,2,99999,
18073,20100770017NB0116A,0.0,0.249,,1,4,99999,
18074,2040033000000,4.5959,5.05,,5,2,99999,
18075,20100770017NB0114B,0.0,0.331,,1,4,99999,
18076,20100770017NB0116B,0.0,0.188,,1,4,99999,
18077,20100770017SB0114C,0.0,0.253,,1,4,99999,
18078,20100770017SB0114D,0.0,0.342,,1,4,99999,
18079,20100770017NB0114A,0.121,0.343,,1,4,99999,
18080,2030622000000,17.2912,17.45,,4,2,99999,
18081,2040021000000,13.21,13.41,,4,2,99999,
18082,2030622000000,17.0071,17.22,,4,2,99999,
18083,2040021000000,14.58,14.82,,4,2,99999,
18084,2040021000000,13.41,13.7914,,4,2,99999,
18085,2040033000000,3.528,3.7558,,5,2,99999,
18086,18100770000NB,117.7,117.8,,1,2,99999,1.0
18087,18100770000NB,118.2,118.3,,1,2,99999,1.0
18088,1840021000000,0.0,0.3,,5,2,99999,
18089,2040033000000,0.0,0.137,,5,2,99999,
18090,20100770017SB0116D,0.025,0.315,,1,4,99999,
18091,20100770017NB0114A,0.0,0.121,,1,4,99999,
18092,1840021000000,0.36,0.5267,,5,2,99999,
18093,2040021000000,13.01,13.12,,4,2,99999,
18094,2040021000000,15.4909,15.57,,5,2,99999,
18095,2040021000000,13.12,13.1736,,4,2,99999,
18096,2040021000000,11.85,11.9515,,4,2,99999,
18097,2040021000000,12.0061,12.0777,,4,2,99999,
18098,2040033000000,4.4847,4.5959,,5,2,99999,
18099,2030622000000,16.8683,16.9999,,4,2,99999,
18100,2040033000000,3.7558,3.85,,5,2,99999,
18101,2030622000000,16.6752,16.81,,4,2,99999,
18102,2040021000000,11.6894,11.7698,,4,2,99999,
18103,2040021000000,11.7698,11.85,,4,2,99999,
18104,2040033000000,0.7531,0.8285,,5,2,99999,
18105,2040021000000,14.4693,14.58,,4,2,99999,
18106,2040019000000,0.1002,0.2923,,5,2,99999,
18107,2040019000000,0.2923,0.3449,,5,2,99999,
18108,2040021000000,12.0915,12.1755,,4,2,99999,
18109,2030622000000,16.4795,16.656,,4,2,99999,
18110,18100770000NB,118.1196,118.2,,1,2,99999,1.0
18111,18100770000NB,118.3,118.4,,1,2,99999,1.0
18112,18100770000NB,118.4,118.5,,1,2,99999,1.0
18113,18100770000NB,118.6,118.7,,1,2,99999,1.0
18114,18100770000NB,118.7,118.8,,1,2,99999,1.0
18115,20100770000NB,112.9,113.0,,1,2,99999,1.0
18116,20100770000NB,113.0,113.1,,1,2,99999,1.0
18117,20100770000NB,113.7368,113.8,,1,2,99999,1.0
18118,20100770000NB,113.8,113.9,,1,2,99999,1.0
18119,20100770000NB,113.9157,114.0,,1,2,99999,1.0
18120,20100770000NB,114.0,114.1,,1,2,99999,1.0
18121,20100770000NB,114.1,114.2,,1,2,99999,1.0
18122,20100770000NB,114.2,114.3,,1,2,99999,1.0
18123,20100770000NB,114.3,114.4,,1,2,99999,1.0
18124,20100770000NB,114.4,114.5,,1,2,99999,1.0
18125,20100770000NB,114.6,114.7,,1,2,99999,1.0
18126,20100770000NB,114.7,114.8,,1,2,99999,1.0
18127,20100770000NB,114.9,115.0,,1,2,99999,1.0
18128,20100770000NB,115.2,115.3,,1,2,99999,1.0
18129,20100770000NB,115.3,115.4,,1,2,99999,1.0
18130,20100770000NB,115.4,115.5,,1,2,99999,1.0
18131,20100770000NB,115.5,115.6,,1,2,99999,1.0
18132,20100770000NB,116.2,116.3,,1,2,99999,1.0
18133,20100770000NB,116.3,116.4,,1,2,99999,1.0
18134,20100770000NB,116.4,116.5,,1,2,99999,1.0
18135,20100770000NB,116.5,116.6,,1,2,99999,1.0
18136,20100770000NB,116.6,116.66,,1,2,99999,1.0
18137,20100770000NB,116.7,116.8,,1,2,99999,1.0
18138,20100770000NB,116.8,116.9,,1,2,99999,1.0
18139,20100770000NB,116.9,117.0,,1,2,99999,1.0
18140,20100770000NB,117.0,117.1,,1,2,99999,1.0
18141,20100770000NB,117.1,117.2,,1,2,99999,1.0
18142,20100770000NB,117.3,117.4,,1,2,99999,1.0
18143,18100770000NB,117.5,117.6,,1,2,99999,1.0
18144,18100770000NB,117.6,117.7,,1,2,99999,1.0
18145,18100770000NB,117.8,117.9,,1,2,99999,1.0
18146,18100770000NB,117.9,118.0,,1,2,99999,1.0
18147,18100770000NB,118.0,118.1,,1,2,99999,1.0
18148,20100770000NB,112.52,112.6,,1,2,99999,1.0
18149,20100770000NB,112.6,112.7,,1,2,99999,1.0
18150,20100770000NB,112.7,112.8,,1,2,99999,1.0
18151,20100770000NB,112.8,112.9,,1,2,99999,1.0
18152,20100770000NB,113.1,113.2,,1,2,99999,1.0
18153,20100770000NB,113.2,113.2827,,1,2,99999,1.0
18154,20100770000NB,113.5,113.6,,1,2,99999,1.0
18155,20100770000NB,113.6,113.7,,1,2,99999,1.0
18156,20100770000NB,115.0,115.1,,1,2,99999,1.0
18157,20100770000NB,115.1,115.2,,1,2,99999,1.0
18158,2040021000000,12.83,12.954,,4,2,99999,
18159,20100770000NB,113.3,113.384,,1,2,99999,1.0
18160,20100770000NB,114.827,114.9,,1,2,99999,1.0
18161,2040021000000,14.82,14.88,,4,2,99999,
18162,2040021000000,13.1736,13.21,,4,2,99999,
18163,2040021000000,11.5249,11.5638,,4,2,99999,
18164,2030622000000,16.39,16.4254,,4,2,99999,
18165,2030622000000,16.4254,16.4795,,4,2,99999,
18166,2040021000000,11.5833,11.626,,4,2,99999,
18167,2040021000000,11.626,11.6677,,4,2,99999,
18168,2040021000000,11.9752,12.0061,,4,2,99999,
18169,2030622000000,16.3281,16.39,,4,2,99999,
18170,20100770000NB,113.47,113.5,,1,2,99999,1.0
18171,18100770000NB,118.5,118.5511,,1,2,99999,1.0
18172,18100770000NB,118.5511,118.6,,1,2,99999,1.0
18173,20100770000NB,115.6,115.6627,,1,2,99999,1.0
18174,20100770000NB,115.73,115.8,,1,2,99999,1.0
18175,20100770000NB,115.8,115.9,,1,2,99999,1.0
18176,20100770000NB,116.0,116.05,,1,2,99999,1.0
18177,20100770000NB,116.05,116.1,,1,2,99999,1.0
18178,20100770000NB,116.1,116.16,,1,2,99999,1.0
18179,20100770000NB,116.16,116.2,,1,2,99999,1.0
18180,20100770000NB,117.4,117.5,,1,2,99999,1.0
18181,1840021000000,0.3,0.348,,5,2,99999,
18182,2040021000000,12.954,12.994,,4,2,99999,
18183,20100770000NB,114.53,114.578,,1,2,99999,1.0
18184,2040033000000,3.483,3.523,,5,2,99999,
18185,20100770000NB,112.464,112.5,,1,2,99999,1.0
18186,20100770000NB,113.42,113.47,,1,2,99999,1.0
18187,20100770000NB,115.9,115.959,,1,2,99999,1.0
18188,20100770017NB0116A,0.253,0.297,,1,4,99999,
18189,2040019000000,0.06,0.0756,,5,2,99999,
18190,2030622000000,17.22,17.2541,,4,2,99999,
18191,2040019000000,0.0756,0.1002,,5,2,99999,
18192,2040021000000,11.5638,11.5833,,4,2,99999,
18193,2040021000000,11.6677,11.6894,,4,2,99999,
18194,2040021000000,11.9515,11.9752,,4,2,99999,
18195,2030622000000,16.656,16.6752,,4,2,99999,
18196,20100770000NB,115.6627,115.6922,,1,2,99999,1.0
18197,20100770000NB,113.7,113.7368,,1,2,99999,1.0
18198,20100770000NB,115.7,115.73,,1,2,99999,1.0
18199,20100770000NB,116.66,116.7,,1,2,99999,1.0
18200,20100770000NB,113.2827,113.3,,1,2,99999,1.0
18201,20100770000NB,112.5,112.52,,1,2,99999,1.0
18202,20100770000NB,114.5,114.53,,1,2,99999,1.0
18203,2040033000000,3.47,3.483,,5,2,99999,
18204,20100770000NB,112.4232,112.464,,1,2,99999,1.0
18205,2040019000000,0.008,0.026,,5,2,99999,
18206,2040019000000,0.026,0.06,,5,2,99999,
18207,20100770000NB,113.4,113.42,,1,2,99999,1.0
18208,20100770000NB,117.21,117.2526,,1,2,99999,1.0
18209,20100770000NB,117.26,117.3,,1,2,99999,1.0
18210,2030622000000,16.831,16.851,,4,2,99999,
18211,2040033000000,0.137,0.155,,5,2,99999,
18212,20100770000NB,114.8,114.821,,1,2,99999,1.0
18213,2030622000000,17.2541,17.2824,,4,2,99999,
18214,2040021000000,12.0777,12.0915,,4,2,99999,
18215,2030622000000,16.86,16.8683,,4,2,99999,
18216,18100770000NB,118.1,118.1196,,1,2,99999,1.0
18217,20100770000NB,113.9,113.9157,,1,2,99999,1.0
18218,20100770000NB,114.59,114.6,,1,2,99999,1.0
18219,1840021000000,0.348,0.36,,5,2,99999,
18220,2040021000000,12.994,13.01,,4,2,99999,
18221,20100770000NB,114.578,114.59,,1,2,99999,1.0
18222,20100770000NB,113.384,113.3959,,1,2,99999,1.0
18223,2030622000000,16.81,16.831,,4,2,99999,
18224,20100770000NB,115.9625,115.985,,1,2,99999,1.0
18225,20100770000NB,115.985,116.0,,1,2,99999,1.0
18226,20100770017SB0116D,0.0,0.021,,1,4,99999,
18227,2030622000000,16.9999,17.0071,,4,2,99999,
18228,2030622000000,17.2824,17.2912,,4,2,99999,
18229,2040021000000,11.52,11.5249,,4,2,99999,
18230,20100770000NB,115.6922,115.7,,1,2,99999,1.0
18231,2040019000000,0.0,0.008,,5,2,99999,
18232,20100770000NB,117.2,117.21,,1,2,99999,1.0
18233,20100770000NB,117.2526,117.26,,1,2,99999,1.0
18234,2030622000000,16.851,16.86,,4,2,99999,
18235,20100770000NB,115.959,115.9625,,1,2,99999,1.0
18236,20100770000NB,114.821,114.827,,1,2,99999,1.0
18237,20100770000NB,113.3959,113.4,,1,2,99999,1.0
18238,2040033000000,3.523,3.528,,5,2,99999,
18239,20100770017NB0116A,0.249,0.253,,1,4,99999,
18240,20100770017SB0116D,0.021,0.025,,1,4,99999,
18241,1830034000000,1.23,3.34,,5,2,99999,
18242,4030034000000,38.33,38.93,,5,2,99999,
18243,4030034000000,36.58,37.16,,5,2,99999,
18244,1840021000000,7.14,8.0463,,5,2,99999,
18245,2040019000000,5.7594,6.53,,5,2,99999,
18246,18100770017NB0124A,0.0,0.318,,1,4,99999,
18247,18100770017SB0124D,0.0,0.379,,1,4,99999,
18248,1840021000000,6.15,6.57,,5,2,99999,
18249,2040019000000,6.53,7.23,,5,2,99999,
18250,4030034000000,34.33,35.01,,5,2,99999,
18251,4030034000000,37.99,38.33,,5,2,99999,
18252,4030034000000,36.34,36.58,,5,2,99999,
18253,4030034000000,37.4709,37.99,,5,2,99999,
18254,1840021000000,5.8064,6.15,,5,2,99999,
18255,1840021000000,6.57,7.0142,,5,2,99999,
18256,1830034000000,0.5085,0.8681,,5,2,99999,
18257,1840021000000,4.75,5.2888,,5,2,99999,
18258,1840021000000,5.2888,5.8064,,5,2,99999,
18259,1840021000000,8.4958,8.953,,5,2,99999,
18260,2040019000000,5.0488,5.3878,,5,2,99999,
18261,4030034000000,35.16,35.9075,,5,2,99999,
18262,4030034000000,35.9075,36.34,,5,2,99999,
18263,1830034000000,5.5812,5.9437,,5,2,99999,
18264,1830034000000,3.68,3.86,,5,2,99999,
18265,1830034000000,3.34,3.5445,,5,2,99999,
18266,4040034060000,0.0,0.21,,5,2,99999,
18267,4030034000000,37.16,37.4709,,5,2,99999,
18268,1830034000000,4.3896,4.56,,5,2,99999,
18269,1840021000000,8.0463,8.3027,,5,2,99999,
18270,1840021000000,8.3027,8.4958,,5,2,99999,
18271,1830034000000,4.0157,4.3042,,5,2,99999,
18272,1830034000000,0.067,0.4042,,5,2,99999,
18273,2040019000000,4.92,5.0488,,5,2,99999,
18274,1830034000000,0.94,1.19,,5,2,99999,
18275,1830034000000,3.5445,3.68,,5,2,99999,
18276,4030034000000,35.01,35.16,,5,2,99999,
18277,1840021000000,7.0142,7.14,,5,2,99999,
18278,1830034000000,0.8681,0.94,,5,2,99999,
18279,1830034000000,3.86,4.0157,,5,2,99999,
18280,1840021000000,8.953,9.04,,5,2,99999,
18281,1830034000000,0.0,0.067,,5,2,99999,
18282,2040019000000,5.3878,5.5402,,5,2,99999,
18283,2040019000000,5.5402,5.6159,,5,2,99999,
18284,2040019000000,5.6191,5.7486,,5,2,99999,
18285,18100770000NB,123.0,123.1,,1,2,99999,1.0
18286,18100770000NB,123.4,123.5,,1,2,99999,1.0
18287,18100770000NB,123.5,123.6,,1,2,99999,1.0
18288,18100770000NB,123.6,123.7,,1,2,99999,1.0
18289,18100770000NB,123.8,123.9,,1,2,99999,1.0
18290,18100770000NB,123.9,124.0,,1,2,99999,1.0
18291,18100770000NB,124.0,124.1,,1,2,99999,1.0
18292,18100770000NB,124.1,124.2,,1,2,99999,1.0
18293,18100770000NB,124.2,124.3,,1,2,99999,1.0
18294,18100770000NB,124.3014,124.4,,1,2,99999,1.0
18295,18100770000NB,124.4,124.5,,1,2,99999,1.0
18296,18100770000NB,124.5211,124.6,,1,2,99999,1.0
18297,18100770000NB,124.6,124.7,,1,2,99999,1.0
18298,18100770000NB,123.1,123.2,,1,2,99999,1.0
18299,18100770000NB,123.2346,123.3,,1,2,99999,1.0
18300,18100770000NB,123.3,123.4,,1,2,99999,1.0
18301,2040019000000,4.84,4.92,,5,2,99999,
18302,1830034000000,4.3382,4.3896,,5,2,99999,
18303,1840021000000,4.7045,4.75,,5,2,99999,
18304,1830034000000,0.4042,0.4832,,5,2,99999,
18305,1830034000000,1.19,1.23,,5,2,99999,
18306,18100770000NB,123.7,123.7403,,1,2,99999,1.0
18307,18100770000NB,123.7403,123.8,,1,2,99999,1.0
18308,1830034000000,0.4832,0.5085,,5,2,99999,
18309,1830034000000,4.3042,4.3382,,5,2,99999,
18310,18100770000NB,123.2,123.2346,,1,2,99999,1.0
18311,2040019000000,5.7486,5.7594,,5,2,99999,
18312,18100770000NB,124.5,124.5211,,1,2,99999,1.0
18313,2040019000000,5.6159,5.6191,,5,2,99999,
18314,18100770000NB,124.3,124.3014,,1,2,99999,1.0
18315,1840021000000,2.7,3.2757,,5,2,99999,
18316,1840021000000,3.4942,4.7045,,5,2,99999,
18317,1840021000000,2.29,2.7,,5,2,99999,
18318,18100770017SB0119D,0.043,0.335,,1,4,99999,
18319,18100770017NB0124B,0.0,0.285,,1,4,99999,
18320,18100770017SB0119C,0.0,0.275,,1,4,99999,
18321,18100770017SB0124C,0.0,0.334,,1,4,99999,
18322,18100770000NB,122.9,123.0,,1,2,99999,1.0
18323,18100770000NB,119.5,119.6,,1,2,99999,1.0
18324,18100770017NB0119B,0.178,0.381,,1,4,99999,
18325,18100770017NB0119A,0.0,0.245,,1,4,99999,
18326,18100770017NB0119B,0.0,0.1124,,1,4,99999,
18327,18100770000NB,119.0,119.1,,1,2,99999,1.0
18328,18100770000NB,119.3,119.4,,1,2,99999,1.0
18329,18100770000NB,119.4,119.455,,1,2,99999,1.0
18330,18100770000NB,119.6,119.7,,1,2,99999,1.0
18331,18100770000NB,119.91,120.0,,1,2,99999,1.0
18332,18100770000NB,120.0,120.0773,,1,2,99999,1.0
18333,18100770000NB,120.2,120.3,,1,2,99999,1.0
18334,18100770000NB,120.3,120.4,,1,2,99999,1.0
18335,18100770000NB,120.4,120.5,,1,2,99999,1.0
18336,18100770000NB,120.5,120.6,,1,2,99999,1.0
18337,18100770000NB,120.6,120.7,,1,2,99999,1.0
18338,18100770000NB,120.71,120.8,,1,2,99999,1.0
18339,18100770000NB,120.8,120.9,,1,2,99999,1.0
18340,18100770000NB,120.9,121.0,,1,2,99999,1.0
18341,18100770000NB,121.0,121.1,,1,2,99999,1.0
18342,18100770000NB,121.4,121.5,,1,2,99999,1.0
18343,18100770000NB,121.5,121.6,,1,2,99999,1.0
18344,18100770000NB,121.6218,121.7,,1,2,99999,1.0
18345,18100770000NB,121.7,121.8,,1,2,99999,1.0
18346,18100770000NB,121.8,121.9,,1,2,99999,1.0
18347,18100770000NB,121.9,122.0,,1,2,99999,1.0
18348,18100770000NB,122.0,122.1,,1,2,99999,1.0
18349,18100770000NB,122.1,122.2,,1,2,99999,1.0
18350,18100770000NB,122.2,122.3,,1,2,99999,1.0
18351,18100770000NB,122.3,122.4,,1,2,99999,1.0
18352,18100770000NB,122.4,122.5,,1,2,99999,1.0
18353,18100770000NB,122.5,122.6,,1,2,99999,1.0
18354,18100770000NB,122.6,122.7,,1,2,99999,1.0
18355,18100770000NB,122.8,122.9,,1,2,99999,1.0
18356,18100770000NB,125.0,125.1,,1,2,99999,1.0
18357,18100770000NB,118.8,118.9,,1,2,99999,1.0
18358,18100770000NB,118.9,119.0,,1,2,99999,1.0
18359,18100770000NB,121.1,121.2,,1,2,99999,1.0
18360,18100770000NB,121.2,121.3,,1,2,99999,1.0
18361,18100770000NB,121.3,121.4,,1,2,99999,1.0
18362,18100770000NB,125.1184,125.2,,1,2,99999,1.0
18363,1830034000000,5.9437,5.9913,,5,2,99999,
18364,1840021000000,3.46,3.4942,,5,2,99999,
18365,1840021000000,3.3089,3.3966,,5,2,99999,
18366,1830034000000,6.0051,6.05,,5,2,99999,
18367,18100770000NB,119.2,119.26,,1,2,99999,1.0
18368,18100770000NB,119.26,119.3,,1,2,99999,1.0
18369,18100770000NB,120.1,120.1358,,1,2,99999,1.0
18370,18100770000NB,120.1358,120.2,,1,2,99999,1.0
