,RouteId,BeginPoint,EndPoint,LaneWidthVn,SampleId
0,2440009000000,7.8715,9.2,,240090000787
1,2430016000000,4.47,5.1746,,240160000405
2,2430016000000,0.9065,1.6236,,240160000006
3,2430016000000,5.1746,5.6556,,240160000405
4,2430016000000,4.05,4.47,,240160000405
5,2430016000000,5.9942,6.16,,240160000405
6,2430016000000,5.6556,5.9942,,240160000405
7,2430016000000,0.4329,0.6778,,240160000006
8,2430016000000,0.6778,0.9065,,240160000006
9,2430016000000,1.6236,1.73,,240160000006
10,2430016000000,0.157,0.284,,240160000006
11,2430016000000,0.06,0.1412,,240160000006
12,2430016000000,0.3716,0.4329,,240160000006
13,2430016000000,0.284,0.3535,,240160000006
14,2430016000000,0.3535,0.3716,,240160000006
15,2430016000000,0.147,0.157,,240160000006
16,2430016000000,6.16,6.18,,240160000405
17,2430016000000,0.1412,0.147,,240160000006
18,2440009000000,7.87,7.8715,,240090000787
19,30200520000EB,21.2192,21.3,,300520002106
20,30200520000EB,21.3,21.4,,300520002106
21,30200520000EB,21.5,21.6,,300520002106
22,30200520000EB,21.114,21.2,,300520002106
23,30200520004NB,0.22,0.3051,,30052N000096
24,30200520004NB,0.3051,0.39,,30052N000096
25,30200520004NB,0.17,0.2191,,30052N000096
26,30200520000EB,20.8019,20.86,,300520002078
27,30200520004NB,0.096,0.17,,30052N000096
28,30200520000EB,21.06,21.09,,300520002106
29,30200520000EB,21.4,21.44,,300520002106
30,30200520000EB,20.86,20.9,,300520002078
31,30200520000EB,21.7,21.7366,,300520002106
32,30200520000EB,21.6211,21.6701,,300520002106
33,30200520000EB,21.4468,21.5,,300520002106
34,30200520000EB,21.6,21.6211,,300520002106
35,30200520000EB,20.6808,20.7,,300520002068
36,30200520000EB,20.7,20.7542,,300520002068
37,30200520000EB,21.6701,21.7,,300520002106
38,30200520000EB,21.2063,21.2192,,300520002106
39,30200520000EB,20.7564,20.78,,300520002068
40,30200520000EB,20.78,20.8,,300520002078
41,30200520000EB,20.9,20.91,,300520002078
42,30200520000EB,21.1,21.114,,300520002106
43,30200520000EB,21.44,21.4468,,300520002106
44,30200520000EB,21.09,21.1,,300520002106
45,30200520000EB,21.2,21.2063,,300520002106
46,30200520000EB,20.7542,20.7564,,300520002068
47,30200520000EB,20.8,20.8019,,300520002078
48,30200520000EB,20.68,20.6808,,300520002068
49,30200520004NB,0.2191,0.22,,30052N000096
50,30200520000EB,10.6,10.7,,300520000995
51,30200520000EB,11.2,11.3,,300520000995
52,30200520000EB,11.6,11.65,,300520000995
53,30200520000EB,10.1,10.2,,300520000995
54,30200520000EB,10.2,10.3,,300520000995
55,30200520000EB,10.4,10.5,,300520000995
56,30200520000EB,10.5,10.6,,300520000995
57,30200520000EB,10.7,10.8,,300520000995
58,30200520000EB,10.8,10.9,,300520000995
59,30200520000EB,10.9,11.0,,300520000995
60,30200520000EB,11.0,11.1,,300520000995
61,30200520000EB,11.1,11.2,,300520000995
62,30200520000EB,11.3,11.4,,300520000995
63,30200520000EB,11.4,11.5,,300520000995
64,30200520000EB,11.5,11.6,,300520000995
65,30200520000EB,9.95,10.0,,300520000995
66,30200520000EB,10.0,10.1,,300520000995
67,30200520000EB,10.3,10.3787,,300520000995
68,30200520000EB,10.3787,10.4,,300520000995
69,2430083000000,1.1,1.2,,240830000000
70,2430083000000,0.8,0.9,,240830000000
71,2430083000000,0.6,0.7,,240830000000
72,2430083000000,0.5,0.6,,240830000000
73,2430083000000,0.3,0.4,,240830000000
74,2430083000000,0.1,0.2,,240830000000
75,2430083000000,5.04,5.1,,240830000000
76,2430083000000,4.6,4.68,,240830000000
77,2430083000000,4.12,4.2,,240830000000
78,2430083000000,1.84,1.9,,240830000000
79,2430083000000,1.2,1.27,,240830000000
80,2430083000000,0.7,0.8,,240830000000
81,2430083000000,0.4,0.5,,240830000000
82,2430083000000,0.0,0.1,,240830000000
83,2430083000000,0.2,0.3,,240830000000
84,2430083000000,1.7,1.8,,240830000000
85,2430083000000,1.9,2.0,,240830000000
86,2430083000000,2.2,2.3,,240830000000
87,2430083000000,2.3,2.4,,240830000000
88,2430083000000,1.4,1.4911,,240830000000
89,2430083000000,2.0,2.1,,240830000000
90,2430083000000,0.9106,1.0,,240830000000
91,2430083000000,1.0,1.1,,240830000000
92,2430083000000,1.6,1.7,,240830000000
93,2430083000000,3.21,3.3,,240830000000
94,2430083000000,3.3,3.4,,240830000000
95,2430083000000,3.8036,3.9,,240830000000
96,2430083000000,3.9448,4.0,,240830000000
97,2430083000000,4.0,4.0843,,240830000000
98,2430083000000,4.3,4.3782,,240830000000
99,2430083000000,4.4,4.5,,240830000000
100,2430083000000,4.9,5.0,,240830000000
101,2430083000000,2.401,2.5,,240830000000
102,2430083000000,2.5,2.6,,240830000000
103,2430083000000,2.7,2.8,,240830000000
104,2430083000000,2.8,2.8989,,240830000000
105,2430083000000,2.9079,3.0,,240830000000
106,2430083000000,3.0,3.1,,240830000000
107,2430083000000,3.4,3.5,,240830000000
108,2430083000000,3.7,3.8,,240830000000
109,2430083000000,4.7,4.8,,240830000000
110,2430083000000,4.5269,4.5897,,240830000000
111,2430083000000,3.6021,3.6706,,240830000000
112,2430083000000,5.0,5.04,,240830000000
113,2430083000000,5.1,5.15,,240830000000
114,2430083000000,4.2,4.2446,,240830000000
115,2430083000000,1.8,1.84,,240830000000
116,2430083000000,2.14,2.2,,240830000000
117,2430083000000,1.3,1.37,,240830000000
118,2430083000000,2.1,2.14,,240830000000
119,2430083000000,1.5327,1.6,,240830000000
120,2430083000000,4.2446,4.3,,240830000000
121,2430083000000,4.8,4.8452,,240830000000
122,2430083000000,4.8452,4.9,,240830000000
123,2430083000000,5.15,5.2,,240830000000
124,2430083000000,5.2,5.2205,,240830000000
125,2430083000000,2.6391,2.7,,240830000000
126,2430083000000,3.1142,3.2,,240830000000
127,2430083000000,3.5,3.5234,,240830000000
128,2430083000000,3.5289,3.6,,240830000000
129,2430083000000,4.5,4.5269,,240830000000
130,2430083000000,4.0843,4.1,,240830000000
131,2430083000000,4.1,4.12,,240830000000
132,2430083000000,1.27,1.3,,240830000000
133,2430083000000,1.3843,1.4,,240830000000
134,2430083000000,1.5,1.5216,,240830000000
135,2430083000000,3.9,3.9448,,240830000000
136,2430083000000,4.3858,4.4,,240830000000
137,2430083000000,2.6,2.6391,,240830000000
138,2430083000000,4.68,4.7,,240830000000
139,2430083000000,1.5216,1.5327,,240830000000
140,2430083000000,1.37,1.3843,,240830000000
141,2430083000000,3.6706,3.6776,,240830000000
142,2430083000000,4.5897,4.6,,240830000000
143,2430083000000,0.9,0.9106,,240830000000
144,2430083000000,3.1,3.1102,,240830000000
145,2430083000000,3.2,3.21,,240830000000
146,2430083000000,3.6776,3.7,,240830000000
147,2430083000000,4.3782,4.3858,,240830000000
148,2430083000000,3.5234,3.5289,,240830000000
149,2430083000000,1.4911,1.5,,240830000000
150,2430083000000,3.8,3.8036,,240830000000
151,2430083000000,2.9,2.9079,,240830000000
152,2430083000000,3.1102,3.1142,,240830000000
153,2430083000000,2.8989,2.9,,240830000000
154,2430083000000,3.6,3.6021,,240830000000
155,2430083000000,2.4,2.401,,240830000000
156,2430083000000,6.7102,6.8,,240830000642
157,2430083000000,5.3,5.4,,240830000000
158,2430083000000,5.2205,5.3,,240830000000
159,2430083000000,6.2,6.3,,240830000000
160,2430083000000,6.3,6.4,,240830000000
161,2430083000000,6.5,6.6,,240830000642
162,2430083000000,6.6,6.69,,240830000642
163,2430083000000,5.4,5.5,,240830000000
164,2430083000000,7.1,7.2,,240830000642
165,2430083000000,7.2,7.3,,240830000642
166,2430083000000,5.6,5.7,,240830000000
167,2430083000000,5.7216,5.8,,240830000000
168,2430083000000,5.8,5.8962,,240830000000
169,2430083000000,6.8,6.9,,240830000642
170,2430083000000,5.9,6.0,,240830000000
171,2430083000000,6.1,6.2,,240830000000
172,2430083000000,8.0041,8.0538,,240830000794
173,2430083000000,6.42,6.5,,240830000642
174,2430083000000,7.94,8.0,,240830000794
175,2430083000000,5.5,5.55,,240830000000
176,2430083000000,5.55,5.6,,240830000000
177,2430083000000,7.3331,7.4,,240830000642
178,2430083000000,6.9,6.94,,240830000642
179,2430083000000,7.0,7.1,,240830000642
180,2430083000000,6.0,6.0503,,240830000000
181,2430083000000,6.0503,6.1,,240830000000
182,2430083000000,7.4221,7.46,,240830000642
183,2430083000000,6.7,6.7102,,240830000642
184,2430083000000,6.4,6.42,,240830000000
185,2430083000000,7.3,7.3331,,240830000642
186,2430083000000,7.4,7.4221,,240830000642
187,2430083000000,5.7,5.7216,,240830000000
188,2430083000000,6.955,6.981,,240830000642
189,2430083000000,8.0538,8.06,,240830000794
190,2430083000000,6.69,6.7,,240830000642
191,2430083000000,6.981,7.0,,240830000642
192,2430083000000,5.8962,5.9,,240830000000
193,2430083000000,6.94,6.945,,240830000642
194,2430083000000,6.945,6.955,,240830000642
195,2430083000000,8.0,8.0041,,240830000794
196,2430016000000,9.49,10.14,,240160000947
197,2430016000000,13.75,13.9463,,240160001375
198,2430016000000,17.1,17.2,,240160001606
199,2430083000000,16.5,16.6,,240830014092
200,2430083000000,16.8,16.9,,240830014092
201,2430083000000,17.3,17.4,,240830014092
202,2430083000000,17.71,17.8,,240830001760
203,2430016000000,13.9833,14.0431,,240160001375
204,2430083000000,16.9,16.99,,240830014092
205,2430016000000,16.2,16.3,,240160001606
206,2430016000000,16.3,16.4,,240160001606
207,2430016000000,16.7,16.8,,240160001606
208,2430016000000,17.0,17.1,,240160001606
209,2430016000000,17.6335,17.7,,240160001606
210,2430016000000,17.7,17.8,,240160001606
211,2430016000000,17.8,17.9,,240160001606
212,2430016000000,17.908,18.0,,240160001606
213,2430016000000,18.1,18.2,,240160001606
214,2430016000000,18.2,18.3,,240160001606
215,2430016000000,18.3,18.4,,240160001606
216,2430016000000,18.4,18.5,,240160001606
217,2430016000000,18.5,18.6,,240160001606
218,2430016000000,18.6,18.7,,240160001606
219,2430016000000,18.7,18.8,,240160001606
220,2430083000000,14.3,14.4,,240830014092
221,2430083000000,14.4,14.5,,240830014092
222,2430083000000,14.5,14.6,,240830014092
223,2430083000000,14.6,14.7,,240830014092
224,2430083000000,14.7,14.8,,240830014092
225,2430083000000,14.83,14.9,,240830014092
226,2430083000000,15.4,15.5,,240830014092
227,2430083000000,15.5,15.6,,240830014092
228,2430083000000,15.6,15.7,,240830014092
229,2430083000000,15.7,15.8,,240830014092
230,2430083000000,15.8,15.9,,240830014092
231,2430083000000,15.9,16.0,,240830014092
232,2430083000000,16.2,16.3,,240830014092
233,2430083000000,16.3,16.4,,240830014092
234,2430083000000,16.4,16.5,,240830014092
235,2430083000000,16.6,16.7,,240830014092
236,2430083000000,16.7,16.8,,240830014092
237,2430083000000,17.1,17.2,,240830014092
238,2430083000000,17.2,17.3,,240830014092
239,2430016000000,16.5,16.6,,240160001606
240,2430016000000,16.6,16.7,,240160001606
241,2430016000000,17.255,17.3,,240160001606
242,2430016000000,17.4196,17.5,,240160001606
243,2430016000000,17.5,17.6,,240160001606
244,2430083000000,14.2,14.3,,240830014092
245,2430083000000,15.2,15.3,,240830014092
246,2430083000000,17.9,18.0,,240830001760
247,2430083000000,14.1,14.2,,240830014092
248,2430083000000,15.0,15.1,,240830014092
249,2430083000000,15.1,15.2,,240830014092
250,2430083000000,16.0,16.1,,240830014092
251,2430083000000,17.4,17.5,,240830014092
252,2430083000000,17.5,17.6,,240830014092
253,2430083000000,17.6,17.686,,240830001760
254,2430083000000,17.826,17.9,,240830001760
255,2430083000000,17.01,17.06,,240830014092
256,2430016000000,16.8163,16.86,,240160001606
257,2430016000000,13.9463,13.9833,,240160001375
258,2430016000000,17.2,17.255,,240160001606
259,2430016000000,16.1,16.1543,,240160001606
260,2430016000000,16.1543,16.2,,240160001606
261,2430016000000,16.4,16.435,,240160001606
262,2430016000000,16.9,16.9521,,240160001606
263,2430016000000,16.9521,17.0,,240160001606
264,2430016000000,18.0,18.0696,,240160001606
265,2430016000000,18.8,18.9,,240160001606
266,2430083000000,14.9,14.9514,,240830014092
267,2430083000000,15.33,15.4,,240830014092
268,2430083000000,17.06,17.1,,240830014092
269,2430016000000,16.435,16.5,,240160001606
270,2430016000000,17.35,17.4,,240160001606
271,2430083000000,16.1,16.2,,240830014092
272,2430016000000,17.3291,17.35,,240160001606
273,2430083000000,14.96,14.99,,240830014092
274,2430016000000,16.06,16.078,,240160001606
275,2430016000000,16.86,16.9,,240160001606
276,2430016000000,17.6,17.6335,,240160001606
277,2430016000000,18.0696,18.1,,240160001606
278,2430083000000,14.8,14.83,,240830014092
279,2430083000000,15.3,15.33,,240830014092
280,2430083000000,16.99,17.0,,240830014092
281,2430016000000,17.3,17.3291,,240160001606
282,2430016000000,17.4,17.4196,,240160001606
283,2430083000000,17.8028,17.818,,240830001760
284,2430016000000,9.474,9.49,,240160000947
285,2430083000000,17.7,17.71,,240830001760
286,2430016000000,16.078,16.1,,240160001606
287,2430016000000,16.8,16.8163,,240160001606
288,2430016000000,17.9,17.908,,240160001606
289,2430083000000,17.0,17.01,,240830014092
290,2430083000000,14.99,15.0,,240830014092
291,2430083000000,17.686,17.694,,240830001760
292,2430083000000,17.818,17.826,,240830001760
293,2430083000000,14.9514,14.96,,240830014092
294,2430016000000,14.0431,14.05,,240160001375
295,2430083000000,18.0,18.01,,240830001760
296,2430083000000,14.095,14.1,,240830014092
297,2430083000000,17.694,17.7,,240830001760
298,2430016000000,9.47,9.474,,240160000947
299,2430083000000,17.8,17.8028,,240830001760
300,2430083000000,14.092,14.095,,240830014092
301,2430016000000,19.5,19.56,,240160001606
302,2430016000000,18.9,19.0,,240160001606
303,2430016000000,19.0,19.1,,240160001606
304,2430016000000,19.1,19.2,,240160001606
305,2430016000000,19.2,19.3,,240160001606
306,2430016000000,19.4,19.5,,240160001606
307,2430016000000,19.6,19.7,,240160001956
308,2430016000000,19.7,19.8,,240160001956
309,2430016000000,20.0,20.1,,240160001956
310,2430016000000,19.9,20.0,,240160001956
311,2430016000000,19.56,19.6,,240160001956
312,2430016000000,19.3,19.4,,240160001606
313,2430016000000,19.8,19.9,,240160001956
314,2430016000000,22.9,23.0,,240160002205
315,2430016000000,22.5,22.58,,240160002205
316,2430016000000,20.1,20.2,,240160001956
317,2430016000000,20.2,20.3,,240160001956
318,2430016000000,20.3,20.4,,240160001956
319,2430016000000,20.4,20.5,,240160001956
320,2430016000000,20.5,20.6,,240160001956
321,2430016000000,21.0,21.1,,240160002079
322,2430016000000,23.2,23.3,,240160002205
323,2430016000000,23.3,23.4,,240160002205
324,2430016000000,23.9,24.0,,240160002376
325,2430016000000,24.0,24.1,,240160002376
326,2430016000000,24.1,24.2,,240160002376
327,2430016000000,24.2,24.3,,240160002376
328,2430016000000,20.6,20.7,,240160001956
329,2430016000000,20.7,20.79,,240160001956
330,2430016000000,21.1,21.2,,240160002079
331,2430016000000,21.2,21.3,,240160002079
332,2430016000000,21.5,21.6,,240160002079
333,2430016000000,21.6,21.7,,240160002079
334,2430016000000,21.7,21.8,,240160002079
335,2430016000000,21.8,21.9,,240160002079
336,2430016000000,21.9,22.0,,240160002079
337,2430016000000,22.1198,22.2,,240160002205
338,2430016000000,22.3,22.4,,240160002205
339,2430016000000,22.7412,22.8,,240160002205
340,2430016000000,23.0,23.1,,240160002205
341,2430016000000,23.1,23.2,,240160002205
342,2430016000000,23.4,23.5,,240160002205
343,2430016000000,23.5,23.6,,240160002205
344,2430016000000,23.6,23.7,,240160002205
345,2430016000000,23.8,23.9,,240160002376
346,2430016000000,24.3,24.4,,240160002376
347,2430016000000,24.7,24.8,,240160002376
348,2430016000000,24.8,24.86,,240160002376
349,2430016000000,20.9,21.0,,240160002079
350,2430016000000,24.4,24.5,,240160002376
351,2430016000000,24.5,24.6,,240160002376
352,2430016000000,29.2,29.3,,240160002919
353,2430016000000,22.8448,22.9,,240160002205
354,2430016000000,22.4696,22.5,,240160002205
355,2430016000000,22.6,22.6654,,240160002205
356,2430016000000,21.3469,21.4,,240160002079
357,2430016000000,21.4,21.45,,240160002079
358,2430016000000,21.45,21.5,,240160002079
359,2430016000000,22.0,22.05,,240160002079
360,2430016000000,22.6654,22.7,,240160002205
361,2430016000000,22.7,22.7412,,240160002205
362,2430016000000,29.3168,29.4,,240160002919
363,2430016000000,22.2,22.2427,,240160002205
364,2430016000000,22.2427,22.3,,240160002205
365,2430016000000,22.4,22.4696,,240160002205
366,2430016000000,22.8,22.8448,,240160002205
367,2430016000000,23.7,23.76,,240160002205
368,2430016000000,23.76,23.8,,240160002376
369,2430016000000,20.8,20.9,,240160002079
370,2430016000000,24.6,24.7,,240160002376
371,2430016000000,22.05,22.0794,,240160002205
372,2430016000000,21.3,21.3469,,240160002079
373,2430016000000,29.3,29.3168,,240160002919
374,2430016000000,22.58,22.5865,,240160002205
375,2430016000000,22.5865,22.6,,240160002205
376,2430016000000,22.1,22.1198,,240160002205
377,2430016000000,29.4,29.41,,240160002919
378,2430016000000,29.19,29.2,,240160002919
379,2430016000000,22.084,22.1,,240160002205
380,2430016000000,20.79,20.8,,240160002079
381,2430016000000,22.08,22.084,,240160002205
382,2430016000000,22.0794,22.08,,240160002205
383,24200520000EB,5.3,5.4,,240520000519
384,24200520000EB,5.6087,5.7,,240520000519
385,24200520000EB,6.4,6.5,,240520000640
386,24200520000EB,0.0032,0.1,,240520000000
387,24200520000EB,0.1209,0.2,,240520000000
388,24200520000EB,0.2,0.3,,240520000000
389,24200520000EB,0.3,0.4,,240520000000
390,24200520000EB,0.4,0.5,,240520000000
391,24200520000EB,0.6,0.7,,240520000000
392,24200520000EB,0.7,0.8,,240520000000
393,24200520000EB,0.8328,0.9,,240520000000
394,24200520000EB,1.0,1.09,,240520000000
395,24200520000EB,2.6,2.7,,240520000254
396,24200520000EB,2.7,2.8,,240520000254
397,24200520000EB,2.8,2.9,,240520000254
398,24200520000EB,3.0,3.1,,240520000254
399,24200520000EB,3.1,3.2,,240520000254
400,24200520000EB,3.2,3.3,,240520000254
401,24200520000EB,3.3,3.4,,240520000254
402,24200520000EB,3.4,3.5,,240520000254
403,24200520000EB,5.2,5.3,,240520000519
404,24200520000EB,5.4,5.5,,240520000519
405,24200520000EB,5.5,5.5874,,240520000519
406,24200520000EB,5.7,5.8,,240520000519
407,24200520000EB,5.8,5.9,,240520000519
408,24200520000EB,5.9,6.0,,240520000519
409,24200520000EB,6.0,6.0819,,240520000519
410,24200520000EB,6.1,6.2,,240520000519
411,24200520000EB,6.2,6.3,,240520000519
412,24200520000EB,6.3,6.4,,240520000519
413,24200520000EB,3.5178,3.6,,240520000254
414,24200520000EB,6.7,6.8,,240520000640
415,24200520000EB,6.8,6.9,,240520000640
416,24200520000EB,7.1,7.2,,240520000640
417,24200520000EB,7.2,7.3,,240520000640
418,24200520000EB,7.3,7.4,,240520000640
419,24200520000EB,7.406,7.5,,240520000640
420,24200520000EB,7.5,7.6,,240520000640
421,55200520000EB,6.8,6.9,,550520000478
422,55200520000EB,6.9,7.0,,550520000478
423,55200520000EB,7.1,7.2,,550520000478
424,55200520000EB,7.2,7.3,,550520000478
425,55200520000EB,7.3,7.4,,550520000478
426,55200520000EB,7.4,7.49,,550520000478
427,55200520000EB,7.5,7.5841,,550520000478
428,55200520000EB,7.7,7.8,,550520000765
429,55200520000EB,7.9,8.0,,550520000765
430,55200520000EB,8.21,8.3,,550520000765
431,55200520000EB,8.1,8.2,,550520000765
432,24200520000EB,6.517,6.6,,240520000640
433,24200520000EB,6.6,6.7,,240520000640
434,24200520000EB,6.9,7.0,,240520000640
435,24200520000EB,7.0,7.1,,240520000640
436,24200520000EB,7.6,7.7,,240520000640
437,24200520000EB,7.7,7.8,,240520000640
438,24200520000EB,7.8,7.9,,240520000640
439,24200520000EB,0.5061,0.6,,240520000000
440,24200520000EB,0.9402,1.0,,240520000000
441,24200520000EB,2.54,2.6,,240520000254
442,24200520000EB,2.9,3.0,,240520000254
443,24200520000EB,3.6,3.7,,240520000254
444,55200520000EB,7.0,7.0588,,550520000478
445,55200520000EB,7.0588,7.1,,550520000478
446,55200520000EB,7.6,7.65,,550520000478
447,55200520000EB,7.65,7.7,,550520000765
448,55200520000EB,7.8088,7.9,,550520000765
449,55200520000EB,8.0,8.0565,,550520000765
450,55200520000EB,8.3,8.34,,550520000765
451,24200520000EB,0.1,0.1209,,240520000000
452,24200520000EB,0.8,0.8328,,240520000000
453,24200520000EB,0.9,0.9402,,240520000000
454,24200520000EB,3.5,3.5178,,240520000254
455,55200520000EB,8.0565,8.1,,550520000765
456,24200520000EB,5.5874,5.6,,240520000519
457,24200520000EB,5.6,5.6087,,240520000519
458,24200520000EB,6.5,6.517,,240520000640
459,24200520000EB,5.19,5.2,,240520000519
460,24200520000EB,6.0819,6.1,,240520000519
461,24200520000EB,3.7,3.72,,240520000254
462,24200520000EB,7.9,7.91,,240520000640
463,55200520000EB,7.49,7.5,,550520000478
464,55200520000EB,7.5841,7.6,,550520000478
465,55200520000EB,8.2,8.21,,550520000765
466,24200520000EB,0.5,0.5061,,240520000000
467,24200520000EB,7.4,7.406,,240520000640
468,55200520000EB,7.8,7.8088,,550520000765
469,24200520000EB,0.0,0.0032,,240520000000
470,3030080000000,4.6,4.66,,300800000460
471,55200520000EB,0.1,0.2,,550520000000
472,3030080000000,4.75,4.8,,300800000460
473,3030080000000,4.8,4.82,,300800000460
474,55200520000EB,0.0,0.06,,550520000000
475,3030080000000,4.7,4.75,,300800000460
476,55200520000EB,0.06,0.1,,550520000000
477,3030080000000,4.82,4.84,,300800000460
478,3030080000000,4.66,4.7,,300800000460
479,55200520000EB,0.2,0.2296,,550520000000
480,55200520000EB,0.93,1.0,,550520000000
481,55200520000EB,1.1,1.1828,,550520000000
482,55200520000EB,1.2152,1.3,,550520000000
483,55200520000EB,1.3,1.4,,550520000000
484,55200520000EB,4.8,4.9,,550520000478
485,55200520000EB,4.9,5.0,,550520000478
486,55200520000EB,6.4,6.5,,550520000478
487,55200520000EB,6.5,6.6,,550520000478
488,55200520000EB,6.6,6.7,,550520000478
489,55200520000EB,6.7,6.8,,550520000478
490,55200520000EB,5.2,5.3,,550520000478
491,55200520000EB,5.3,5.4,,550520000478
492,55200520000EB,5.4,5.5,,550520000478
493,55200520000EB,5.5,5.59,,550520000478
494,55200520000EB,5.6,5.7,,550520000478
495,55200520000EB,5.7,5.8,,550520000478
496,55200520000EB,6.0,6.082,,550520000478
497,55200520000EB,6.114,6.2,,550520000478
498,55200520000EB,0.3,0.4,,550520000000
499,55200520000EB,0.4,0.5,,550520000000
500,55200520000EB,0.5,0.6,,550520000000
501,55200520000EB,0.6,0.7,,550520000000
502,55200520000EB,0.7,0.8,,550520000000
503,55200520000EB,5.0,5.1,,550520000478
504,55200520000EB,5.1,5.192,,550520000478
505,55200520000EB,1.07,1.1,,550520000000
506,55200520000EB,5.8,5.9,,550520000478
507,55200520000EB,5.9,5.9403,,550520000478
508,55200520000EB,5.9403,6.0,,550520000478
509,55200520000EB,6.2368,6.3,,550520000478
510,55200520000EB,6.3,6.4,,550520000478
511,55200520000EB,0.2296,0.3,,550520000000
512,55200520000EB,0.8,0.874,,550520000000
513,55200520000EB,1.0,1.0326,,550520000000
514,55200520000EB,1.0326,1.07,,550520000000
515,55200520000EB,1.1828,1.2,,550520000000
516,55200520000EB,1.2,1.2152,,550520000000
517,55200520000EB,0.9,0.93,,550520000000
518,55200520000EB,4.78,4.8,,550520000478
519,55200520000EB,6.2,6.2368,,550520000478
520,55200520000EB,6.082,6.1,,550520000478
521,55200520000EB,6.1,6.114,,550520000478
522,55200520000EB,0.874,0.896,,550520000000
523,55200520000EB,5.59,5.6,,550520000478
524,55200520000EB,0.896,0.9,,550520000000
525,55200520000EB,5.192,5.198,,550520000478
526,55200520000EB,5.198,5.2,,550520000478
527,24200520000EB,10.0,10.1,,240520000959
528,24200520000EB,12.7,12.787,,240520000959
529,24200520000EB,12.1,12.1657,,240520000959
530,24200520000EB,12.2,12.3,,240520000959
531,24200520000EB,12.3,12.4,,240520000959
532,24200520000EB,10.1,10.2,,240520000959
533,24200520000EB,10.2,10.3,,240520000959
534,24200520000EB,10.3,10.4,,240520000959
535,24200520000EB,10.5232,10.6,,240520000959
536,24200520000EB,10.6,10.7,,240520000959
537,24200520000EB,10.7,10.8,,240520000959
538,24200520000EB,11.2,11.3,,240520000959
539,24200520000EB,11.3248,11.4,,240520000959
540,24200520000EB,12.4,12.5,,240520000959
541,24200520000EB,12.5,12.6,,240520000959
542,24200520000EB,12.6,12.7,,240520000959
543,24200520000EB,9.7,9.8,,240520000959
544,24200520000EB,9.8,9.9,,240520000959
545,24200520000EB,9.9,10.0,,240520000959
546,24200520000EB,11.4,11.5,,240520000959
547,24200520000EB,11.5,11.6,,240520000959
548,24200520000EB,11.6,11.7,,240520000959
549,24200520000EB,11.7,11.8,,240520000959
550,24200520000EB,11.8,11.8941,,240520000959
551,24200520000EB,11.9,12.0,,240520000959
552,24200520000EB,12.0,12.1,,240520000959
553,24200520000EB,10.8,10.9,,240520000959
554,24200520000EB,10.93,11.0,,240520000959
555,24200520000EB,11.0,11.1,,240520000959
556,24200520000EB,11.1,11.2,,240520000959
557,24200520000EB,10.4,10.4491,,240520000959
558,24200520000EB,10.4491,10.5,,240520000959
559,24200520000EB,9.6,9.6798,,240520000959
560,24200520000EB,12.8,12.82,,240520000959
561,24200520000EB,12.1657,12.2,,240520000959
562,24200520000EB,10.5,10.5232,,240520000959
563,24200520000EB,11.3,11.3248,,240520000959
564,24200520000EB,9.6798,9.7,,240520000959
565,24200520000EB,10.9,10.93,,240520000959
566,24200520000EB,9.59,9.6,,240520000959
567,24200520000EB,12.787,12.795,,240520000959
568,24200520000EB,11.8941,11.9,,240520000959
569,24200520000EB,12.795,12.8,,240520000959
570,5530016000000,3.2,3.3,,550160000173
571,5530016000000,2.9,3.0,,550160000173
572,5530016000000,3.0,3.1,,550160000173
573,5530016000000,3.1,3.2,,550160000173
574,5530016000000,3.3,3.33,,550160000173
575,5530016000000,8.3,8.4,,550160000642
576,5530016000000,7.8,7.9,,550160000642
577,5530016000000,6.5,6.6,,550160000642
578,5530016000000,6.6,6.7,,550160000642
579,5530016000000,6.7,6.8,,550160000642
580,5530016000000,6.9,7.0,,550160000642
581,5530016000000,7.2,7.3,,550160000642
582,5530016000000,7.3,7.4,,550160000642
583,5530016000000,7.4,7.5,,550160000642
584,5530016000000,7.5,7.6,,550160000642
585,5530016000000,7.6,7.7,,550160000642
586,5530016000000,7.9112,8.0,,550160000642
587,5530016000000,8.0,8.1,,550160000642
588,5530016000000,8.1,8.2,,550160000642
589,5530016000000,8.2,8.3,,550160000642
590,5530016000000,8.4,8.4365,,550160000642
591,5530016000000,7.7485,7.8,,550160000642
592,5530016000000,6.42,6.5,,550160000642
593,5530016000000,7.7,7.7485,,550160000642
594,5530016000000,6.8,6.846,,550160000642
595,5530016000000,6.852,6.9,,550160000642
596,5530016000000,7.0,7.059,,550160000642
597,5530016000000,7.1,7.189,,550160000642
598,5530016000000,8.4365,8.5,,550160000642
599,5530016000000,7.069,7.1,,550160000642
600,5530016000000,7.9,7.9112,,550160000642
601,5530016000000,6.846,6.852,,550160000642
602,5530016000000,7.059,7.069,,550160000642
603,5530016000000,7.193,7.2,,550160000642
604,5530016000000,7.189,7.193,,550160000642
605,30200520000EB,22.1,22.2,,300052002197
606,30200520000EB,26.3,26.4,,300520002608
607,30200520000EB,22.0,22.1,,300052002197
608,30200520000EB,21.8,21.9,,300520002106
609,30200520000EB,26.1,26.2,,300520002608
610,30200520000EB,26.2,26.3,,300520002608
611,30200520000EB,26.4,26.5,,300520002608
612,30200520000EB,21.7366,21.7989,,300520002106
