,RouteId,BeginPoint,EndPoint,FaultingVn,SurfaceTypeVn,FacilityTypeVn,FsystemVn,NhsVn,SampleId,DirThroughLanesVn,PsrVn,IriVn
50,2330073000000,1.451,1.5,,3,2,3,1.0,230730000031,,,131
51,2330073000000,2.353,2.377,,3,2,3,1.0,,,,169
52,2330073000000,2.1641,2.2,,3,2,3,1.0,,,,217
55,2330073000000,2.377,2.4,,3,2,3,1.0,,,,169
56,2330073000000,2.15,2.1641,,3,2,3,1.0,,,,217
58,2330073000000,2.3,2.3088,,3,2,3,1.0,,,,169
59,23201190000NB,5.3,5.3181,,3,2,3,1.0,,,,83
60,2330080000000,0.021,0.081,,3,2,3,1.0,,,,198
61,2330080000000,0.0817,0.1,,3,2,3,1.0,,,,198
62,2330080000000,0.0,0.0101,,3,2,3,1.0,,,,198
63,2330080000000,0.0101,0.021,,3,2,3,1.0,,,,198
64,2330080000000,0.081,0.0817,,3,2,3,1.0,,,,198
65,2330010000000,8.627,8.7,,3,2,3,1.0,,,,108
66,2330010000000,8.7,8.8,,3,2,3,1.0,,,,75
67,2330010000000,8.8,8.9,,3,2,3,1.0,,,,90
68,2330010000000,8.9,9.0,,3,2,3,1.0,,,,55
69,2330010000000,8.2,8.298,,3,2,3,1.0,,,,109
70,2330010000000,8.1,8.142,,3,2,3,1.0,,,,193
71,2330010000000,8.6,8.627,,3,2,3,1.0,,,,108
72,2330010000000,8.1647,8.2,,3,2,3,1.0,,,,193
73,2330010000000,8.142,8.1647,,3,2,3,1.0,,,,193
74,2330010000000,8.298,8.3,,3,2,3,1.0,,,,109
75,50200600000EB,0.0,0.1,,3,2,3,1.0,500600000000,,,140
76,50100640000EB,0.0,0.0925,,3,2,1,1.0,500640000000,2.0,,115
77,50100640000EB,2.0,2.0729,,3,2,1,1.0,500640000166,2.0,,135
78,50100640000EB,2.2429,2.3,,3,2,1,1.0,500640000217,2.0,,162
79,50200600000EB,3.1,3.2,,3,2,3,1.0,,,,172
80,50100640000EB,2.1,2.17,,3,2,1,1.0,500640000166,2.0,,124
81,50100640000EB,2.7147,2.75,,3,2,1,1.0,500640000217,2.0,,88
82,50100640000EB,2.17,2.2,,3,2,1,1.0,500640000217,2.0,,124
83,50100640000EB,2.755,2.8,,3,2,1,1.0,500640000275,2.0,,88
84,50100640000EB,2.0729,2.0884,,3,2,1,1.0,500640000166,2.0,,135
85,50100640000EB,2.2,2.23,,3,2,1,1.0,500640000217,2.0,,162
86,50100640000EB,2.7,2.7147,,3,2,1,1.0,500640000217,2.0,,88
87,50100640000EB,2.23,2.2429,,3,2,1,1.0,500640000217,2.0,,162
88,50100640000EB,0.0925,0.1,,3,2,1,1.0,500640000000,2.0,,115
89,50100640000EB,2.0884,2.1,,3,2,1,1.0,500640000166,2.0,,135
90,50100640000EB,2.75,2.755,,3,2,1,1.0,500640000275,2.0,,88
91,06200520000EB,1.01,1.09,,3,2,2,1.0,,,,376
92,06100640000EB,7.2,7.2464,,3,2,1,1.0,060640000674,2.0,,122
93,50100640000EB,4.4,4.4442,,3,2,1,1.0,500640000422,2.0,,133
94,06100640000EB,6.0213,6.0625,,3,2,1,1.0,060640000587,2.0,,132
95,06100640000EB,6.0625,6.1,,3,2,1,1.0,060640000587,2.0,,132
96,50100640000EB,4.4442,4.5,,3,2,1,1.0,500640000422,2.0,,133
97,06100640000EB,6.0,6.0213,,3,2,1,1.0,060640000587,2.0,,132
98,06100640000EB,7.26,7.289,,3,2,1,1.0,060640000726,2.0,,122
99,50100640000EB,5.3245,5.376,,3,2,1,1.0,500640000529,2.0,,138
100,0630152000000,1.2435,1.2599,,3,2,3,1.0,,,,171
101,50100640000EB,5.3,5.3245,,3,2,1,1.0,500640000529,2.0,,138
102,0630152000000,1.2,1.218,,3,2,3,1.0,,,,171
103,0630152000000,1.218,1.2435,,3,2,3,1.0,,,,171
104,0630152000000,1.2599,1.284,,3,2,3,1.0,,,,171
105,0630152000000,1.284,1.3,,3,2,3,1.0,,,,171
106,50100640000EB,5.376,5.4,,3,2,1,1.0,500640000529,2.0,,138
107,06100640000EB,7.2464,7.26,,3,2,1,1.0,060640000674,2.0,,122
108,06100640000EB,7.289,7.3,,3,2,1,1.0,060640000726,2.0,,122
109,06200520000EB,1.0,1.01,,3,2,2,1.0,060520000075,,,376
110,06200520000EB,1.0925,1.1,,3,2,2,1.0,,,,376
111,06200520000EB,1.09,1.0925,,3,2,2,1.0,,,,376
112,06200520000EB,0.01,0.1,,3,2,2,1.0,060520000001,,,69
113,06200520000EB,0.1,0.2,,3,2,2,1.0,060520000001,,,84
114,06200520000EB,0.2,0.3,,3,2,2,1.0,060520000001,,,76
115,0630527000000,0.2,0.3,,3,2,3,1.0,,,,126
116,0630527000000,0.1,0.2,,3,2,3,1.0,,,,103
117,06200520000EB,0.52,0.5809,,3,2,2,1.0,,,,241
118,06200520000EB,0.6473,0.7,,3,2,2,1.0,,,,137
119,0630527000000,0.0,0.1,,3,2,3,1.0,,,,165
120,06200520000EB,0.6,0.6473,,3,2,2,1.0,,,,137
121,0630527000000,0.345,0.37,,3,2,3,1.0,,,,197
122,0630527000000,0.3809,0.4,,3,1,3,1.0,,,,197
123,06200520000EB,0.5,0.52,,3,2,2,1.0,,,,241
124,0630527000000,0.3,0.345,,3,2,3,1.0,,,,197
125,06200520000EB,0.5809,0.594,,3,2,2,1.0,,,,241
126,0630527000000,0.37,0.3809,,3,1,3,1.0,,,,197
127,06200520000EB,0.594,0.6,,3,2,2,1.0,,,,241
128,06200520000EB,0.0,0.01,,3,2,2,1.0,,,,69
129,06100640000EB,10.9,10.974,,3,2,1,1.0,,3.0,,154
130,06100640000EB,10.974,10.9877,,3,2,1,1.0,,3.0,,154
131,06100640000EB,10.9877,10.994,,3,2,1,1.0,,3.0,,154
132,06100640000EB,10.994,11.0,,3,2,1,1.0,,3.0,,154
133,0630106000000,0.4,0.5,,3,2,3,1.0,,,,145
134,0630106000000,0.8,0.9,,3,2,3,1.0,,,,128
135,0630106000000,0.9,1.0,,3,2,3,1.0,,,,101
136,0630002000000,0.1,0.191,,3,2,3,3.0,060020000010,,,155
137,06301060000SB,0.5,0.6,,3,2,3,1.0,,,,125
138,0630002001300,0.1,0.164,,3,1,3,1.0,06002T000000,,,240
139,0630106000000,0.6,0.67,,3,2,3,1.0,,,,175
140,0630106000000,0.5395,0.587,,3,2,3,1.0,,,,182
141,0630106000000,0.5,0.5395,,3,2,3,1.0,,,,182
142,0630106000000,0.7,0.7551,,3,2,3,1.0,,,,150
143,0630106000000,0.7551,0.8,,3,2,3,1.0,,,,150
144,06301060000SB,0.626,0.67,,3,2,3,1.0,,,,195
145,06301060000SB,0.4768,0.5,,3,2,3,1.0,,,,308
146,06301060000SB,0.4,0.456,,3,2,3,1.0,,,,308
147,0630002001300,0.17,0.19,,3,1,3,1.0,06002T000017,,,240
148,0630106000000,0.67,0.7,,3,2,3,1.0,,,,175
149,06301060000SB,0.456,0.4768,,3,2,3,1.0,,,,308
150,06301060000SB,0.6,0.626,,3,2,3,1.0,,,,195
151,0630002001300,0.19,0.1995,,3,1,3,1.0,06002T000017,,,240
152,0630106000000,0.587,0.6,,3,2,3,1.0,,,,182
153,0630002000000,0.191,0.2,,3,2,3,3.0,060020000010,,,155
154,0630002001300,0.164,0.17,,3,1,3,1.0,06002T000000,,,240
155,0630002001300,0.1995,0.2,,3,1,3,1.0,06002T000017,,,240
156,06100640000EB,17.5,17.6,,3,2,1,1.0,060640001457,2.0,,162
157,06100640000EB,19.324,19.4,,3,2,1,1.0,060640001932,2.0,,162
158,06100640000EB,17.64,17.68,,3,2,1,1.0,060640001457,2.0,,215
159,06100640000EB,17.6,17.6393,,3,2,1,1.0,060640001457,2.0,,215
160,06100640000EB,18.0,18.041,,3,2,1,1.0,060640001768,2.0,,170
161,06100640000EB,19.3,19.32,,3,2,1,1.0,060640001849,2.0,,162
162,06100640000EB,17.68,17.7,,3,2,1,1.0,060640001768,2.0,,215
163,06100640000EB,18.041,18.0748,,3,2,1,1.0,060640001768,2.0,,170
164,06100640000EB,18.0852,18.099,,3,2,1,1.0,060640001808,2.0,,170
165,06100640000EB,18.0748,18.08,,3,2,1,1.0,060640001768,2.0,,170
166,06100640000EB,18.08,18.0852,,3,2,1,1.0,060640001808,2.0,,170
167,06100640000EB,19.32,19.324,,3,2,1,1.0,060640001932,2.0,,162
168,06100640000EB,18.099,18.1,,3,2,1,1.0,060640001808,2.0,,170
169,06100640000EB,17.6393,17.64,,3,2,1,1.0,060640001457,2.0,,215
170,23201190000NB,15.43,15.5,,3,2,3,1.0,,,,164
171,23201190000NB,15.31,15.4,,3,2,3,1.0,,,,191
172,23201190000NB,15.4,15.429,,3,2,3,1.0,,,,164
173,23201190000NB,15.301,15.31,,3,2,3,1.0,,,,191
174,23201190000NB,15.429,15.43,,3,2,3,1.0,,,,164
175,23201190000NB,15.3,15.301,,3,2,3,1.0,,,,191
176,03201190000NB,12.415,12.5,,3,2,3,1.0,031190001149,,,194
177,03201190000NB,12.5209,12.6,,3,2,3,1.0,031190001149,,,166
178,03201190000NB,16.8,16.88,,3,2,3,1.0,,,,160
179,03201190000NB,16.22,16.3,,3,2,3,1.0,,,,158
180,03201190000NB,12.5,12.5209,,3,2,3,1.0,031190001149,,,166
181,03201190000NB,16.88,16.892,,3,2,3,1.0,,,,160
182,03201190000NB,12.4,12.415,,3,2,3,1.0,031190001149,,,194
183,03201190000NB,16.2,16.216,,3,2,3,1.0,,,,158
184,03201190000NB,16.892,16.9,,3,2,3,1.0,,,,160
185,03201190000NB,16.216,16.22,,3,2,3,1.0,,,,158
186,22201190000NB,3.37,3.4,,3,2,3,1.0,221190000337,,,150
187,20201190000NB,1.1,1.12,,3,2,3,1.0,,,,246
188,20201190000NB,6.6,6.664,,3,2,3,1.0,,,,91
189,20201190000NB,6.7,6.8,,3,2,3,1.0,,,,112
190,22201190000NB,8.0,8.04,,3,2,3,1.0,,,,148
191,20201190000NB,6.664,6.7,,3,2,3,1.0,,,,91
192,20201190000NB,5.79,5.8,,3,2,3,1.0,,,,110
193,20201190000NB,11.356,11.3959,,3,2,3,1.0,,,,105
194,20201190000NB,11.3,11.34,,3,2,3,1.0,,,,105
195,20201190000NB,11.34,11.356,,3,2,3,1.0,,,,105
196,20201190000NB,11.3959,11.4,,3,2,3,1.0,,,,105
197,20100770016NB,90.7425,90.8,,3,2,1,1.0,200770008950,2.0,,145
198,20100770016NB,90.7,90.7425,,3,2,1,1.0,200770008950,2.0,,145
199,20100770016NB,93.661,93.7,,3,2,1,1.0,200770009331,2.0,,194
200,20100770016NB,94.5281,94.5629,,3,2,1,1.0,200770009443,2.0,,202
201,20100770016NB,93.6,93.613,,3,2,1,1.0,200770009331,2.0,,194
202,20100770016NB,93.613,93.6451,,3,2,1,1.0,200770009331,2.0,,194
203,20100770016NB,94.519,94.5281,,3,2,1,1.0,200770009443,2.0,,202
204,20100770016NB,94.5,94.5148,,3,2,1,1.0,200770009443,2.0,,202
205,20100770016NB,93.6451,93.661,,3,2,1,1.0,200770009331,2.0,,194
206,20100770016NB,94.5148,94.519,,3,2,1,1.0,200770009443,2.0,,202
207,06100640000EB,22.4,22.462,,3,2,1,1.0,060640002239,2.0,,183
208,06100640000EB,22.462,22.5,,3,2,1,1.0,060640002239,2.0,,183
209,06100640000EB,20.2,20.259,,3,2,1,1.0,060640002019,2.0,,223
210,06100640000EB,20.259,20.3,,3,2,1,1.0,060640002019,2.0,,223
211,06100640000EB,25.208,25.294,,3,2,1,1.0,060640002239,2.0,,187
212,06100640000EB,25.2,25.208,,3,2,1,1.0,060640002239,2.0,,187
213,06100640000EB,25.294,25.3,,3,2,1,1.0,060640002239,2.0,,187
214,0630002000000,16.4,16.496,,3,2,3,1.0,060020001438,,,150
215,0630002000000,16.496,16.5,,3,2,3,1.0,060020001438,,,150
216,40200350000NB,9.975,10.0,,3,2,3,1.0,,,,97
217,40200350000NB,9.9331,9.975,,3,2,3,1.0,,,,97
218,40200350000NB,9.9,9.9331,,3,2,3,1.0,,,,97
219,40200350000NB,14.8,14.887,,3,2,3,1.0,,,,143
220,40200350000NB,14.887,14.9,,3,2,3,1.0,,,,143
221,2030025000300,0.2,0.3,,3,2,3,1.0,,,,70
222,20200600000EB,3.325,3.4,,3,2,3,1.0,,,,153
223,2030025000300,0.112,0.2,,3,2,3,1.0,,,,107
224,20200600000EB,3.3,3.325,,3,2,3,1.0,,,,153
225,2030025000300,0.1,0.112,,3,2,3,1.0,,,,107
226,40100640000EB,44.0,44.1,,3,2,1,1.0,400640004377,2.0,,170
227,40100640000EB,43.9,44.0,,3,2,1,1.0,400640004377,2.0,,180
228,40100640000EB,43.8266,43.86,,3,2,1,1.0,400640004377,2.0,,191
229,40100640000EB,43.86,43.9,,3,2,1,1.0,400640004377,2.0,,191
230,40100640000EB,41.511,41.5358,,3,2,1,1.0,400640040568,2.0,,280
231,40100640000EB,41.565,41.591,,3,2,1,1.0,400064041546,2.0,,280
232,2030817000000,1.214,1.276,,3,2,3,1.0,200350000097,,,178
233,40100640000EB,43.8,43.8266,,3,2,1,1.0,400640004377,2.0,,191
234,40100640000EB,41.546,41.565,,3,2,1,1.0,400064041546,2.0,,280
235,2030817000000,1.276,1.3,,3,2,3,1.0,200350000097,,,178
236,40100640000EB,41.5358,41.546,,3,2,1,1.0,400640040568,2.0,,280
237,40100640000EB,41.5,41.511,,3,2,1,1.0,400640040568,2.0,,280
238,2030817000000,1.2,1.214,,3,2,3,1.0,200350000097,,,178
239,40100640000EB,41.591,41.6,,3,2,1,1.0,400064041546,2.0,,280
240,20100640000EB,45.452,45.5,,3,2,1,1.0,200640004539,3.0,,148
241,20100640000EB,45.4,45.437,,3,2,1,1.0,200640004539,3.0,,148
242,20100640000EB,45.437,45.452,,3,2,1,1.0,200640004539,3.0,,148
243,20100640000EB,53.3,53.4,,3,2,1,1.0,200640005273,4.0,,94
244,20100640000EB,53.1,53.183,,3,2,1,1.0,200640005273,4.0,,134
245,20100640000EB,53.224,53.3,,3,2,1,1.0,200640005273,4.0,,87
246,20100640000EB,53.4,53.5,,3,2,1,1.0,200640005273,4.0,,122
247,20200600000EB,14.1,14.2,,3,2,3,1.0,,,,154
248,20100640000EB,54.309,54.37,,3,2,1,1.0,200640005375,3.0,,139
249,20100640000EB,53.5175,53.598,,3,2,1,1.0,200640005273,4.0,,89
250,20100640000EB,57.5006,57.5398,,3,2,1,1.0,200640005748,3.0,,103
251,20100640000EB,53.6,53.6434,,3,2,1,1.0,200640005273,3.0,,171
252,20100640000EB,53.6531,53.7,,3,2,1,1.0,200640005273,3.0,,171
253,20200600000EB,14.2548,14.3,,3,2,3,1.0,,,,181
254,20100640000EB,54.37,54.4,,3,2,1,1.0,200640005437,3.0,,139
255,20200600000EB,14.0361,14.1,,3,2,3,1.0,,,,222
256,20200600000EB,14.2,14.2548,,3,2,3,1.0,,,,181
257,20100640000EB,53.5,53.5175,,3,2,1,1.0,200640005273,4.0,,89
258,20100640000EB,53.183,53.2,,3,2,1,1.0,200640005273,4.0,,134
259,20100640000EB,53.2,53.224,,3,2,1,1.0,200640005273,4.0,,87
260,20100640000EB,53.6434,53.6531,,3,2,1,1.0,200640005273,3.0,,171
261,20200600000EB,14.012,14.0361,,3,2,3,1.0,,,,222
262,20200600000EB,14.005,14.012,,3,2,3,1.0,,,,222
263,20200600000EB,14.0,14.005,,3,2,3,1.0,,,,222
264,20100640000EB,54.3,54.309,,3,2,1,1.0,200640005375,3.0,,139
265,20100640000EB,53.598,53.6,,3,2,1,1.0,200640005273,4.0,,89
266,20100640000EB,57.5,57.5006,,3,2,1,1.0,200640005748,3.0,,103
267,20100770005SB,0.3,0.39,,3,1,1,1.0,20077S000000,2.0,,105
268,20100640006EB,0.0,0.0659,,3,1,1,1.0,200064E00000,3.0,,54
269,20100770005SB,0.2,0.282,,3,1,1,1.0,20077S000000,2.0,,57
270,20100640000EB,58.61,58.683,,3,2,1,1.0,,2.0,,60
271,20100640000EB,57.7,57.7835,,3,2,1,1.0,200640005748,3.0,,179
272,20100640000EB,58.0,58.1,,3,2,1,1.0,200640005792,3.0,,111
273,2040060620000,0.3,0.384,,3,1,3,1.0,,,,154
274,2040060630000,0.2,0.3,,3,1,3,1.0,200606300006,,,124
275,20100770000NB,100.9,100.9774,,3,2,1,1.0,200770010078,2.0,,76
276,20100640000EB,58.13,58.19,,3,2,1,1.0,200640005792,3.0,,134
277,20100640000EB,57.6347,57.6955,,3,2,1,1.0,200640005748,3.0,,84
278,20100640006EB,0.1355,0.1591,,3,1,1,1.0,200064E00000,3.0,,94
279,20100770000NB,100.8,100.88,,3,2,1,1.0,200770010078,4.0,,117
280,20200600000EB,16.65,16.69,,3,1,4,6.0,,,,248
281,20100640000EB,57.92,57.96,,3,2,1,1.0,200640005792,3.0,,147
282,20100640000EB,57.8216,57.874,,3,2,1,1.0,200640005748,3.0,,196
283,20100640000EB,58.719,58.78,,3,2,1,1.0,,2.0,,88
284,20100640006EB,0.1591,0.2,,3,1,1,1.0,200064E00000,3.0,,94
285,20100770000NB,98.1,98.1289,,3,2,1,1.0,200770009722,2.0,,216
286,20100640000EB,57.96,58.0,,3,2,1,1.0,200640005792,3.0,,147
287,20100640006EB,0.0659,0.1,,3,1,1,1.0,200064E00000,3.0,,54
288,20100640006EB,0.1,0.1226,,3,1,1,1.0,200064E00000,3.0,,94
289,20100640000EB,58.529,58.5548,,3,2,1,1.0,,2.0,,49
290,20100640000EB,57.5483,57.6,,3,2,1,1.0,200640005748,3.0,,103
291,2040060620000,0.2135,0.3,,3,1,3,1.0,,,,201
292,2040060630000,0.1488,0.2,,3,1,3,1.0,200606300006,,,106
293,20100790000NB,0.81,0.848,,3,2,1,1.0,200790000081,2.0,,128
294,20100790000NB,0.848,0.9,,3,2,1,1.0,200790000081,2.0,,128
295,2071054001900,1.6,1.687,,3,2,3,1.0,,,,133
296,20200600000EB,16.6,16.647,,3,1,4,6.0,,,,248
297,20100770000NB,100.9774,100.9951,,3,2,1,1.0,200770010078,2.0,,76
298,20100640006EB,0.1226,0.1355,,3,1,1,1.0,200064E00000,3.0,,94
299,20100770000NB,100.7,100.7494,,3,2,1,1.0,200770010028,4.0,,114
300,20100770000NB,98.17,98.2,,3,2,1,1.0,,2.0,,216
301,20100640000EB,57.9,57.92,,3,2,1,1.0,200640005748,3.0,,147
302,20201190000NB,17.6,17.615,,3,2,3,1.0,,,,116
303,20201190000NB,17.615,17.64,,3,2,3,1.0,,,,116
304,20100770005SB,0.282,0.3,,3,1,1,1.0,20077S000000,2.0,,57
305,20100640000EB,58.508,58.529,,3,2,1,1.0,,2.0,,49
306,20100770000NB,97.161,97.2,,3,2,1,1.0,,2.0,,206
307,20100640000EB,57.6,57.6347,,3,2,1,1.0,200640005748,3.0,,84
308,20100640000EB,57.8,57.8216,,3,2,1,1.0,200640005748,3.0,,196
309,20100640000EB,58.1,58.13,,3,2,1,1.0,200640005792,3.0,,134
310,20100640000EB,58.5548,58.6,,3,2,1,1.0,,2.0,,49
311,20100770000NB,97.1,97.13,,3,2,1,1.0,,2.0,,206
312,2040060630000,0.1,0.1192,,3,1,3,1.0,200606300006,,,106
313,20100770000NB,100.884,100.9,,3,2,1,1.0,200770010078,2.0,,117
314,20100770000NB,98.1289,98.159,,3,2,1,1.0,200770009722,2.0,,216
315,20100770000NB,97.134,97.161,,3,2,1,1.0,,2.0,,206
316,2040060630000,0.1369,0.1488,,3,1,3,1.0,200606300006,,,106
317,20100640000EB,57.5398,57.5483,,3,2,1,1.0,200640005748,3.0,,103
318,20100770000NB,100.76,100.78,,3,2,1,1.0,200770010028,4.0,,114
319,20100770000NB,100.78,100.8,,3,2,1,1.0,200770010078,4.0,,114
320,20100640000EB,57.874,57.886,,3,2,1,1.0,200640005748,3.0,,196
321,20100640000EB,58.5,58.508,,3,2,1,1.0,,2.0,,49
322,20100770005SB,0.39,0.4,,3,1,1,1.0,20077S000000,1.0,,105
323,20100790000NB,0.8,0.81,,3,2,1,1.0,200790000000,2.0,,128
324,20100640000EB,57.7901,57.8,,3,2,1,1.0,200640005748,3.0,,179
325,20100640000EB,58.6,58.61,,3,2,1,1.0,,2.0,,60
326,20100640000EB,58.683,58.7,,3,2,1,1.0,,2.0,,60
327,20100640000EB,58.7,58.719,,3,2,1,1.0,,2.0,,88
328,2040060620000,0.2,0.2135,,3,1,3,1.0,,,,201
329,2040060620000,0.388,0.4,,3,1,3,1.0,,,,154
330,20100770000NB,98.159,98.17,,3,2,1,1.0,200770009722,2.0,,216
331,2071054001900,1.687,1.7,,3,2,3,1.0,,,,133
332,2040060630000,0.1301,0.1369,,3,1,3,1.0,200606300006,,,106
333,20100640000EB,57.7835,57.7901,,3,2,1,1.0,200640005748,3.0,,179
334,20100640000EB,58.19,58.2,,3,2,1,1.0,200640005792,3.0,,134
335,2040060630000,0.1192,0.128,,3,1,3,1.0,200606300006,,,106
336,20100640000EB,57.886,57.8908,,3,2,1,1.0,200640005748,3.0,,196
337,20100770000NB,100.7494,100.759,,3,2,1,1.0,200770010028,4.0,,114
338,20100770000NB,100.88,100.884,,3,2,1,1.0,200770010078,2.0,,117
339,20100640000EB,57.8908,57.9,,3,2,1,1.0,200640005748,3.0,,196
340,20100770000NB,100.9951,101.0,,3,2,1,1.0,200770010078,2.0,,76
341,20100770000NB,97.13,97.134,,3,2,1,1.0,,2.0,,206
342,2040060620000,0.384,0.388,,3,1,3,1.0,,,,154
343,2040060630000,0.128,0.1301,,3,1,3,1.0,200606300006,,,106
344,20100640000EB,57.6955,57.7,,3,2,1,1.0,200640005748,3.0,,84
345,20200600000EB,16.647,16.65,,3,1,4,6.0,,,,248
346,20100770000NB,100.759,100.76,,3,2,1,1.0,200770010028,4.0,,114
347,20100640000EB,57.9,57.9,,3,2,1,1.0,200640005748,3.0,,147
348,20100770000NB,112.4,112.4232,,3,2,1,1.0,200770011116,2.0,,146
349,20100770000NB,112.464,112.5,,3,2,1,1.0,200770011116,2.0,,146
350,20100770000NB,112.4232,112.464,,3,2,1,1.0,200770011116,2.0,,146
351,20100770000NB,117.21,117.2526,,3,2,1,1.0,200770011666,2.0,,150
352,20100770000NB,117.26,117.3,,3,2,1,1.0,200770011666,2.0,,150
353,20100770000NB,117.2,117.21,,3,2,1,1.0,200770011666,2.0,,150
354,20100770000NB,117.2526,117.26,,3,2,1,1.0,200770011666,2.0,,150
357,2730002000000,20.6,20.7,,3,2,3,1.0,270020002057,,,74
358,2730002000000,20.72,20.8,,3,2,3,1.0,270020002072,,,71
362,2730002000000,20.8,20.867,,3,2,3,1.0,270020002072,,,113
363,2730002000000,20.54,20.57,,3,2,3,1.0,,,,132
364,27200350000NB,18.322,18.35,,3,2,3,1.0,,,,113
365,2730002000000,20.88,20.9,,3,2,3,1.0,,,,113
367,2730002000000,20.57,20.6,,3,2,3,1.0,270020002057,,,132
368,2730002000000,20.7,20.72,,3,2,3,1.0,270020002057,,,71
371,2730002000000,20.867,20.88,,3,2,3,1.0,270020002072,,,113
372,27200350000NB,17.59,17.6,,3,2,3,1.0,,,,174
374,2730002000000,20.54,20.54,,3,2,3,1.0,,,,132
378,27200350000NB,2.709,2.8,,3,2,3,1.0,,,,217
379,27200350000NB,4.836,4.8817,,3,2,3,1.0,,,,155
380,27200350000NB,4.8,4.836,,3,2,3,1.0,,,,155
381,27200350000NB,4.8817,4.9,,3,2,3,1.0,,,,155
382,27200350000NB,2.7,2.709,,3,2,3,1.0,,,,217
384,1830002000000,2.72,2.76,,3,2,3,1.0,,,,154
385,1830002000000,3.827,3.88,,3,2,3,1.0,180020000276,,,146
386,1830002000000,2.7,2.719,,3,2,3,1.0,180020000000,,,154
387,1830002000000,2.769,2.8,,3,2,3,1.0,180020000276,,,154
388,1830002000000,3.8,3.827,,3,2,3,1.0,180020000276,,,146
389,1830002000000,2.76,2.769,,3,2,3,1.0,180020000276,,,154
390,1830002000000,3.88,3.893,,3,2,3,1.0,,,,146
391,1830002000000,3.893,3.9,,3,2,3,1.0,,,,146
392,1830002000000,2.719,2.72,,3,2,3,1.0,180020000000,,,154
393,18200330000EB,0.123,0.19,,3,2,3,1.0,,,,173
394,18200330000EB,0.0,0.1,,3,2,3,1.0,,,,149
395,18200330000EB,0.1,0.12,,3,2,3,1.0,,,,157
396,18200330000EB,0.19,0.2,,3,2,3,1.0,180330000000,,,173
397,18200330000EB,0.121,0.123,,3,2,3,1.0,,,,173
398,5475798001900,0.0,0.1,,3,2,3,1.0,,,,362
399,54200500000EB,0.3,0.4,,3,2,3,1.0,54200500000,,,55
400,54200500000EB,0.4,0.5,,3,2,3,1.0,54200500000,,,65
401,54200500000EB,0.5,0.6,,3,2,3,1.0,54200500000,,,66
402,54200500000EB,0.0,0.1,,3,2,3,1.0,54200500000,,,73
403,54200500000EB,0.1,0.2,,3,2,3,1.0,54200500000,,,93
404,5475798001900,0.1,0.2,,3,2,3,1.0,,,,351
405,54200500000EB,0.61,0.6486,,3,2,3,1.0,,,,133
406,5430068000000,16.6,16.6131,,3,2,3,1.0,,,,106
407,5430068000000,16.6131,16.629,,3,2,3,1.0,,,,106
408,5430068000000,16.629,16.6732,,3,2,3,1.0,,,,106
409,54200500000EB,0.6617,0.7,,3,2,3,1.0,,,,133
410,54200500000EB,0.2,0.3,,3,2,3,1.0,54200500000,,,65
411,54300680005SB,1.8,1.845,,3,1,3,1.0,54068S000169,,,118
412,54300680005SB,1.8647,1.9,,3,1,3,1.0,54068S000169,,,118
413,5430068000000,16.6732,16.699,,3,2,3,1.0,,,,106
414,54300680005SB,1.845,1.8647,,3,1,3,1.0,54068S000169,,,118
415,54300680005SB,1.9,1.915,,3,1,3,1.0,54068S000169,,,99
416,54200500000EB,0.6567,0.6617,,3,2,3,1.0,,,,133
417,54200500000EB,0.6486,0.6567,,3,2,3,1.0,,,,133
418,54200500000EB,0.6,0.61,,3,2,3,1.0,54200500000,,,133
419,54300680005SB,1.915,1.92,,3,1,3,1.0,54068S000169,,,99
420,5430068000000,16.699,16.7,,3,2,3,1.0,,,,106
421,28200520000EB,10.6,10.7,,3,2,3,1.0,,,,138
422,28200520000EB,10.7433,10.7797,,3,2,3,1.0,,,,52
423,28200520000EB,10.78,10.8,,3,2,3,1.0,,,,52
424,28200520000EB,10.7,10.719,,3,2,3,1.0,,,,52
425,28200520000EB,10.719,10.7414,,3,2,3,1.0,,,,52
426,28200520000EB,10.7414,10.7433,,3,2,3,1.0,,,,52
427,28200520000EB,10.7797,10.78,,3,2,3,1.0,,,,52
428,24200520000EB,31.9037,31.993,,3,2,3,1.0,,,,172
429,24200520000EB,31.993,32.0,,3,2,3,1.0,,,,172
430,24200520000EB,31.9,31.9037,,3,2,3,1.0,,,,172
431,28200520000EB,3.5,3.556,,3,2,3,1.0,,,,190
432,28200520000EB,3.5605,3.6,,3,2,3,1.0,,,,190
433,28200520000EB,3.556,3.5605,,3,2,3,1.0,,,,190
434,5530016000000,11.5,11.517,,3,2,3,1.0,,,,175
435,5530016000000,11.517,11.54,,3,2,3,1.0,,,,175
436,28200190000NB,5.4519,5.5,,3,2,3,1.0,280190000534,,,67
437,28200190000NB,5.407,5.4519,,3,2,3,1.0,280190000534,,,67
438,28200190000NB,5.4,5.407,,3,2,3,1.0,280190000534,,,67
439,28100770000NB,6.9,6.9557,,3,2,1,1.0,280770000512,2.0,,211
440,28100770000NB,6.97,7.0,,3,2,1,1.0,280770000512,2.0,,211
441,28100770000NB,6.959,6.97,,3,2,1,1.0,280770000512,2.0,,211
442,28100770000NB,6.9557,6.959,,3,2,1,1.0,280770000512,2.0,,211
443,28204600000EB,21.7,21.7326,,3,2,3,1.0,,,,166
444,28204600000EB,21.745,21.79,,3,2,3,1.0,,,,166
