,ValidationRule,ValidationDescription,ROUTEID,BMP,EMP,DataItemsImpacted,StateId,DataYear,FacilityTypeVn,MaintenanceOperationsVn,NhsVn,OwnershipVn,AadtVn,AadtVd,FsystemVn,ThroughLanesVn,CountyIdVn,IsRestrictedVn,RouteQualifier,RouteSigning,RouteName,RouteNumber,SectionLength,UrbanIdVn,StrahnetTypeVn,NhfnVn,NnVn,signsystem,supp_code
0,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440009020000,3.4,4.39,Road Designation,54,2022,,,,,,,,,,,,,,,0.99,,,,,4,0
1,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2480902860000,0.22,0.22,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,8,0
2,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440012060000,3.43,4.05,Road Designation,54,2022,,,,,,,,,,,,,,,0.62,,,,,4,0
3,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440016040000,0.04,0.04,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
4,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040014130000,0.0,0.08,Road Designation,54,2022,,,,,,,,,,,,,,,0.08,,,,,4,0
5,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040015000000,3.06,3.06,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
6,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040052310000,1.2,1.2,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
7,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040014020000,0.9,0.9,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
8,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040014160000,0.22,0.22,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
9,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040052370000,0.42,0.42,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
10,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040065710000,0.12,0.12,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
11,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5040052340000,0.87,0.87,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
12,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040252190000,0.18,0.18,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
13,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040003150000,0.4,0.4,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
14,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5040052480000,0.95,3.35,Road Designation,54,2022,,,,,,,,,,,,,,,2.4,,,,,4,0
15,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5040052590000,0.0,0.48,Road Designation,54,2022,,,,,,,,,,,,,,,0.48,,,,,4,0
16,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040002000000,10.92,10.92,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
17,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040049250000,0.18,0.18,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
18,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040049180000,0.07,0.07,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
19,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440003040000,2.84,2.84,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
20,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040008040000,2.12,2.12,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
21,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440083180000,1.66,1.66,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
22,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2480902630000,0.18,0.18,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,8,0
23,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440083540000,0.0161,0.058,Road Designation,54,2022,,,,,,,,,,,,,,,0.0419,,,,,4,0
24,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440083540000,0.0026,0.0161,Road Designation,54,2022,,,,,,,,,,,,,,,0.0135,,,,,4,0
25,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440083540000,0.0,0.0026,Road Designation,54,2022,,,,,,,,,,,,,,,0.0026,,,,,4,0
26,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440005070000,0.0709,1.05,Road Designation,54,2022,,,,,,,,,,,,,,,0.9791,,,,,4,0
27,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440083120000,0.5,1.03,Road Designation,54,2022,,,,,,,,,,,,,,,0.53,,,,,4,0
28,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440005070000,0.0,0.058,Road Designation,54,2022,,,,,,,,,,,,,,,0.058,,,,,4,0
29,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440005070000,0.058,0.0709,Road Designation,54,2022,,,,,,,,,,,,,,,0.0129,,,,,4,0
30,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440005050000,2.35,2.35,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
31,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440005090000,3.53,3.53,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
32,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440009040000,1.15,1.1757,Road Designation,54,2022,,,,,,,,,,,,,,,0.0257,,,,,4,0
33,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440083280000,0.42,0.42,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
34,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440083210000,0.2,0.2,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
35,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440102090000,0.22,0.22,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
36,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2480979000000,0.06,0.06,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,8,0
37,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2480990000000,0.15,0.15,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,8,0
38,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440009040000,1.1757,2.89,Road Designation,54,2022,,,,,,,,,,,,,,,1.7143,,,,,4,0
39,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2480902490000,0.13,0.13,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,8,0
40,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440013010000,2.64,2.71,Road Designation,54,2022,,,,,,,,,,,,,,,0.07,,,,,4,0
41,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440103010000,0.23,0.23,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
42,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440103160000,0.03,0.03,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
43,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440003020000,14.15,14.15,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
44,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440001090000,0.42,0.42,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
45,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040252140000,0.33,0.37,Road Designation,54,2022,,,,,,,,,,,,,,,0.04,,,,,4,0
46,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040252120000,0.45,0.45,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
47,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040052460000,0.22,0.22,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
48,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040052730000,0.14,0.14,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
49,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040080180000,0.05,0.05,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
50,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5540052020000,0.79,0.79,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
51,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440007010000,1.3,1.98,Road Designation,54,2022,,,,,,,,,,,,,,,0.68,,,,,4,0
52,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440007060000,0.69,0.83,Road Designation,54,2022,,,,,,,,,,,,,,,0.14,,,,,4,0
53,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440007100000,0.3,0.3,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,4,0
54,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2480901080000,0.06,0.06,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,8,0
55,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2480901130000,0.03,0.03,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,8,0
56,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2440004010000,2.93,3.4,Road Designation,54,2022,,,,,,,,,,,,,,,0.47,,,,,4,0
57,SJ-I-01,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2480930000000,0.24,0.24,Road Designation,54,2022,,,,,,,,,,,,,,,0.0,,,,,8,0
