,RouteId,BeginPoint,EndPoint,AadtsingleUnitVn,FsystemVn,FacilityTypeVn,SampleId
6529,2730002000000,5.5,5.54,,3.0,2.0,
6530,2730002000000,3.15,3.181,,3.0,2.0,
6531,2730002000000,3.181,3.2,,3.0,2.0,
6532,2730002000000,4.8,4.826,,3.0,2.0,
6533,2730002000000,4.7,4.71,,3.0,2.0,
6534,2730002000000,6.1,6.1091,,3.0,2.0,
6535,2730002000000,5.59,5.6,,3.0,2.0,
6536,2730002000000,3.149,3.15,,3.0,2.0,270020000139
6537,2730002000000,4.798,4.8,,3.0,2.0,
6538,40200350000NB,12.0503,12.1,,3.0,2.0,
6539,40200350000NB,10.0,10.1,,3.0,2.0,
6540,40200350000NB,10.2,10.3,,3.0,2.0,
6541,40200350000NB,10.3,10.4,,3.0,2.0,
6542,40200350000NB,10.4,10.5,,3.0,2.0,
6543,40200350000NB,10.6,10.7,,3.0,2.0,
6544,40200350000NB,10.7,10.8,,3.0,2.0,
6545,40200350000NB,10.8,10.9,,3.0,2.0,
6546,40200350000NB,11.1,11.2,,3.0,2.0,
6547,40200350000NB,11.2,11.3,,3.0,2.0,
6548,40200350000NB,11.3,11.4,,3.0,2.0,
6549,40200350000NB,11.4,11.5,,3.0,2.0,
6550,40200350000NB,11.6,11.7,,3.0,2.0,
6551,40200350000NB,11.7,11.77,,3.0,2.0,
6552,40200350000NB,11.9,12.0,,3.0,2.0,
6553,40200350000NB,12.1,12.2,,3.0,2.0,
6554,40200350000NB,12.0,12.0503,,3.0,2.0,
6555,40200350000NB,10.1,10.1709,,3.0,2.0,
6556,40200350000NB,10.1709,10.2,,3.0,2.0,
6557,40200350000NB,10.5098,10.6,,3.0,2.0,
6558,40200350000NB,10.93,11.0,,3.0,2.0,
6559,40200350000NB,11.0,11.0545,,3.0,2.0,
6560,40200350000NB,11.0545,11.1,,3.0,2.0,
6561,40200350000NB,11.5215,11.6,,3.0,2.0,
6562,40200350000NB,11.8,11.848,,3.0,2.0,
6563,40200350000NB,11.856,11.9,,3.0,2.0,
6564,40200350000NB,9.975,10.0,,3.0,2.0,
6565,40200350000NB,10.9,10.93,,3.0,2.0,
6566,40200350000NB,11.5,11.5215,,3.0,2.0,
6567,40200350000NB,11.77,11.8,,3.0,2.0,
6568,40200350000NB,10.5,10.5098,,3.0,2.0,
6569,40200350000NB,11.848,11.8519,,3.0,2.0,
6570,40200350000NB,11.8519,11.856,,3.0,2.0,
6571,4030034000000,17.88,18.41,,5.0,2.0,400034017081
6572,4030034000000,19.0624,19.4261,,5.0,2.0,400340001841
6573,4030034000000,18.41,19.0624,,5.0,2.0,400340001841
6574,40200350000NB,6.5,6.6,,3.0,2.0,
6575,40200350000NB,8.4,8.5,,3.0,2.0,
6576,40200350000NB,9.3,9.4,,3.0,2.0,
6577,40200350000NB,5.2,5.3,,3.0,2.0,
6578,40200350000NB,5.9,6.0,,3.0,2.0,
6579,4040012000000,6.6563,6.75,,5.0,2.0,400120000471
6580,40200350000NB,8.81,8.9,,3.0,2.0,
6581,40200350000NB,8.914,9.0,,3.0,2.0,
6582,40200350000NB,9.8,9.867,,3.0,2.0,
6583,40200350000NB,3.7,3.8,,3.0,2.0,
6584,40200350000NB,3.8,3.9,,3.0,2.0,
6585,40200350000NB,3.9,4.0,,3.0,2.0,
6586,40200350000NB,4.0,4.1,,3.0,2.0,
6587,40200350000NB,4.1406,4.2,,3.0,2.0,
6588,40200350000NB,4.2,4.3,,3.0,2.0,
6589,40200350000NB,4.3,4.4,,3.0,2.0,
6590,40200350000NB,4.4,4.5,,3.0,2.0,
6591,40200350000NB,4.5,4.6,,3.0,2.0,
6592,40200350000NB,4.6,4.7,,3.0,2.0,
6593,40200350000NB,4.7,4.8,,3.0,2.0,
6594,40200350000NB,4.8,4.9,,3.0,2.0,
6595,40200350000NB,4.9,5.0,,3.0,2.0,
6596,40200350000NB,5.0,5.1,,3.0,2.0,
6597,40200350000NB,5.1,5.2,,3.0,2.0,
6598,40200350000NB,5.3,5.4,,3.0,2.0,
6599,40200350000NB,5.5,5.5893,,3.0,2.0,
6600,40200350000NB,5.8,5.882,,3.0,2.0,
6601,40200350000NB,6.0,6.1,,3.0,2.0,
6602,40200350000NB,6.1,6.2,,3.0,2.0,
6603,40200350000NB,6.2,6.3,,3.0,2.0,
6604,40200350000NB,6.3,6.4,,3.0,2.0,
6605,40200350000NB,6.4,6.5,,3.0,2.0,
6606,40200350000NB,6.6,6.7,,3.0,2.0,
6607,40200350000NB,6.7,6.8,,3.0,2.0,
6608,40200350000NB,6.8027,6.9,,3.0,2.0,
6609,40200350000NB,6.9,7.0,,3.0,2.0,
6610,40200350000NB,7.0,7.1,,3.0,2.0,
6611,40200350000NB,7.1,7.2,,3.0,2.0,
6612,40200350000NB,7.2,7.3,,3.0,2.0,
6613,40200350000NB,7.3,7.4,,3.0,2.0,
6614,40200350000NB,7.4,7.5,,3.0,2.0,
6615,40200350000NB,7.5,7.5949,,3.0,2.0,
6616,40200350000NB,7.6,7.7,,3.0,2.0,
6617,40200350000NB,7.7,7.8,,3.0,2.0,
6618,40200350000NB,7.8,7.9,,3.0,2.0,
6619,40200350000NB,7.9,8.0,,3.0,2.0,
6620,40200350000NB,8.0,8.1,,3.0,2.0,
6621,40200350000NB,8.1,8.2,,3.0,2.0,
6622,40200350000NB,8.3,8.4,,3.0,2.0,
6623,40200350000NB,8.5,8.6,,3.0,2.0,
6624,40200350000NB,8.6,8.6661,,3.0,2.0,
6625,40200350000NB,5.6,5.7,,3.0,2.0,
6626,40200350000NB,5.7,5.8,,3.0,2.0,
6627,40200350000NB,8.7,8.8,,3.0,2.0,
6628,40200350000NB,9.0,9.1,,3.0,2.0,
6629,40200350000NB,9.1,9.2,,3.0,2.0,
6630,40200350000NB,9.2,9.3,,3.0,2.0,
6631,40200350000NB,9.4,9.5,,3.0,2.0,
6632,40200350000NB,9.5,9.6,,3.0,2.0,
6633,40200350000NB,9.6,9.7,,3.0,2.0,
6634,40200350000NB,9.7,9.8,,3.0,2.0,
6635,40200350000NB,4.1,4.1406,,3.0,2.0,
6636,4040012000000,8.1213,8.19,,5.0,2.0,400120000471
6637,40200350000NB,9.9331,9.975,,3.0,2.0,
6638,40200350000NB,9.9,9.9331,,3.0,2.0,
6639,40200350000NB,5.4,5.5,,3.0,2.0,
6640,40200350000NB,8.2,8.244,,3.0,2.0,
6641,40200350000NB,8.244,8.278,,3.0,2.0,
6642,40200350000NB,9.867,9.9,,3.0,2.0,
6643,40200350000NB,8.6661,8.7,,3.0,2.0,
6644,40200350000NB,8.278,8.3,,3.0,2.0,
6645,40200350000NB,8.9,8.914,,3.0,2.0,
6646,40200350000NB,5.882,5.9,,3.0,2.0,
6647,40200350000NB,5.5893,5.6,,3.0,2.0,
6648,40200350000NB,8.8,8.81,,3.0,2.0,
6649,40200350000NB,7.5949,7.6,,3.0,2.0,
6650,40200350000NB,6.8,6.8027,,3.0,2.0,
6651,40200350000NB,12.2,12.3,,3.0,2.0,
6652,40200350000NB,12.5,12.6,,3.0,2.0,
6653,40200350000NB,12.7,12.8,,3.0,2.0,
6654,40200350000NB,12.9,13.0,,3.0,2.0,
6655,40200350000NB,13.0,13.1,,3.0,2.0,
6656,40200350000NB,13.1,13.2,,3.0,2.0,
6657,40200350000NB,13.2,13.3,,3.0,2.0,
6658,40200350000NB,13.3,13.4,,3.0,2.0,
6659,40200350000NB,13.4,13.5,,3.0,2.0,
6660,40200350000NB,13.6,13.7,,3.0,2.0,
6661,40200350000NB,13.7,13.8,,3.0,2.0,
6662,40200350000NB,13.8,13.9,,3.0,2.0,
6663,40200350000NB,13.9,14.0,,3.0,2.0,
6664,40200350000NB,14.0,14.1,,3.0,2.0,
6665,40200350000NB,14.1,14.2,,3.0,2.0,
6666,40200350000NB,14.2,14.3,,3.0,2.0,
6667,40200350000NB,12.428,12.5,,3.0,2.0,
6668,40200350000NB,12.6,12.7,,3.0,2.0,
6669,40200350000NB,12.82,12.9,,3.0,2.0,
6670,40200350000NB,13.5,13.6,,3.0,2.0,
6671,40200350000NB,12.3,12.378,,3.0,2.0,
6672,40200350000NB,12.8,12.82,,3.0,2.0,
6673,40200350000NB,12.378,12.4,,3.0,2.0,
6674,40200350000NB,12.4,12.428,,3.0,2.0,
6675,4040012000000,4.71,5.43,,5.0,2.0,400120000471
6676,4040012000000,6.75,8.1213,,5.0,2.0,400120000471
6677,4040012000000,5.82,6.13,,5.0,2.0,400120000471
6678,4040012000000,6.2076,6.6563,,5.0,2.0,400120000471
6679,4040012000000,5.43,5.82,,5.0,2.0,400120000471
6680,27200350000NB,0.7,0.8,,3.0,2.0,
6681,4040012000000,6.13,6.2076,,5.0,2.0,400120000471
6682,27200350000NB,0.0,0.1,,3.0,2.0,
6683,27200350000NB,0.1,0.2,,3.0,2.0,
6684,27200350000NB,0.2,0.3,,3.0,2.0,
6685,27200350000NB,0.3,0.4,,3.0,2.0,
6686,27200350000NB,0.5,0.6,,3.0,2.0,
6687,27200350000NB,0.6,0.7,,3.0,2.0,
6688,27200350000NB,0.8,0.9,,3.0,2.0,
6689,27200350000NB,0.9,1.0,,3.0,2.0,
6690,27200350000NB,1.0,1.1,,3.0,2.0,
6691,27200350000NB,1.1,1.2,,3.0,2.0,
6692,27200350000NB,1.2,1.3,,3.0,2.0,
6693,27200350000NB,1.3,1.4,,3.0,2.0,
6694,27200350000NB,1.4,1.5,,3.0,2.0,
6695,27200350000NB,1.5,1.6,,3.0,2.0,
6696,27200350000NB,1.6,1.7,,3.0,2.0,
6697,27200350000NB,1.7,1.8,,3.0,2.0,
6698,27200350000NB,1.8,1.9,,3.0,2.0,
6699,27200350000NB,1.9,2.0,,3.0,2.0,
6700,27200350000NB,2.0,2.1,,3.0,2.0,
6701,40200350000NB,14.3,14.4,,3.0,2.0,
6702,40200350000NB,14.4,14.5,,3.0,2.0,
6703,40200350000NB,14.5,14.6,,3.0,2.0,
6704,40200350000NB,14.6,14.7,,3.0,2.0,
6705,40200350000NB,14.9,14.98,,3.0,2.0,
6706,40200350000NB,15.0,15.1,,3.0,2.0,
6707,40200350000NB,15.1,15.2,,3.0,2.0,
6708,40200350000NB,15.2,15.3,,3.0,2.0,
6709,40200350000NB,15.3,15.4,,3.0,2.0,
6710,40200350000NB,15.4,15.5,,3.0,2.0,
6711,40200350000NB,15.5,15.6,,3.0,2.0,
6712,40200350000NB,15.6,15.7,,3.0,2.0,
6713,40200350000NB,15.8,15.9,,3.0,2.0,
6714,40200350000NB,15.9,16.0,,3.0,2.0,
6715,40200350000NB,16.0,16.1,,3.0,2.0,
6716,40200350000NB,16.1,16.2,,3.0,2.0,
6717,40200350000NB,16.2,16.3,,3.0,2.0,
6718,40200350000NB,16.3,16.4,,3.0,2.0,
6719,40200350000NB,16.4,16.5,,3.0,2.0,
6720,40200350000NB,16.5,16.6,,3.0,2.0,
6721,40200350000NB,16.6,16.7,,3.0,2.0,
6722,40200350000NB,14.8,14.887,,3.0,2.0,
6723,27200350000NB,0.4,0.5,,3.0,2.0,
6724,40200350000NB,15.7,15.8,,3.0,2.0,
6725,40200350000NB,16.7,16.75,,3.0,2.0,
6726,40200350000NB,14.7,14.753,,3.0,2.0,
6727,40200350000NB,14.753,14.8,,3.0,2.0,
6728,40200350000NB,14.98,15.0,,3.0,2.0,
6729,40200350000NB,14.887,14.9,,3.0,2.0,
6730,4040012000000,5.82,5.82,,5.0,2.0,400120000471
6731,2040006060000,1.3528,2.24,,4.0,2.0,200060600116
6732,2040006060000,4.43,5.3538,,4.0,2.0,200060600370
6733,2040060020000,2.3205,2.8485,,5.0,2.0,200600200213
6734,2040006060000,3.7,4.0876,,4.0,2.0,200060600370
6735,2040006060000,2.2653,2.9675,,4.0,2.0,200060600224
6736,2040006060000,0.8091,0.9758,,4.0,2.0,200060600080
6737,2040006060000,1.1671,1.3528,,4.0,2.0,200060600116
6738,4040046000000,0.0,0.232,,5.0,2.0,400460000000
6739,2040006060000,4.0927,4.25,,4.0,2.0,200060600370
6740,2040006060000,4.25,4.43,,4.0,2.0,200060600370
6741,2040060020000,2.13,2.3205,,5.0,2.0,200600200213
6742,2040006060000,0.2143,0.47,,4.0,2.0,200060600000
6743,20200600000EB,2.5,2.6,,3.0,2.0,200600000244
6744,2030025000000,2.6056,2.68,,3.0,2.0,200250000246
6745,2040006060000,0.0745,0.1686,,4.0,2.0,200060600000
6746,2040006060000,5.3874,5.4672,,4.0,2.0,200060600370
6747,2040006060000,0.9979,1.0731,,4.0,2.0,200060600080
6748,2040006060000,5.6869,5.74,,4.0,2.0,200060600370
6749,2040006060000,3.04,3.11,,4.0,2.0,200060600224
6750,2040060020000,2.8909,3.0,,5.0,2.0,200600200213
6751,2040006060000,1.0731,1.16,,4.0,2.0,200060600080
6752,20200600000EB,2.7188,2.8,,3.0,2.0,200600000244
6753,20200600000EB,3.9433,4.0,,3.0,2.0,
6754,2030025000000,2.5111,2.6,,3.0,2.0,200250000246
6755,2030025000300,0.0,0.1,,3.0,2.0,
6756,2030817000000,0.1032,0.2,,3.0,2.0,
6757,20200600000EB,3.1,3.2,,3.0,2.0,
6758,20200600000EB,3.21,3.3,,3.0,2.0,
6759,20200600000EB,4.0105,4.1,,3.0,2.0,
6760,20200600000EB,4.1,4.2,,3.0,2.0,
6761,2030025000300,0.2,0.3,,3.0,2.0,
6762,20200600000EB,2.6465,2.7,,3.0,2.0,200600000244
6763,20200600000EB,3.445,3.5,,3.0,2.0,
6764,20200600000EB,2.8,2.856,,3.0,2.0,200600000244
6765,20200600000EB,2.928,3.0,,3.0,2.0,
6766,2040006150000,0.0,0.04,,4.0,1.0,200061500000
6767,2040006150000,0.12,0.17,,4.0,2.0,200061500012
6768,2030817000000,0.7008,0.7553,,3.0,2.0,
6769,2030817000000,0.5179,0.5826,,3.0,2.0,
6770,20200600000EB,3.81,3.8764,,3.0,2.0,
6771,2040006060000,5.5548,5.63,,4.0,2.0,200060600370
6772,2040006060000,5.5046,5.5548,,4.0,2.0,200060600370
6773,2030817000000,0.2276,0.2826,,3.0,2.0,
6774,2040006060000,0.0,0.0745,,4.0,2.0,200060600000
6775,2040006060000,5.4672,5.5046,,4.0,2.0,200060600370
6776,2040060020000,2.8485,2.8909,,5.0,2.0,200600200213
6777,2040006060000,2.9675,3.04,,4.0,2.0,200060600224
6778,20200600000EB,3.6323,3.673,,3.0,2.0,
6779,2040006060000,5.63,5.6816,,4.0,2.0,200060600370
6780,20200600000EB,2.44,2.5,,3.0,2.0,200600000244
6781,20200600000EB,2.6,2.6465,,3.0,2.0,200600000244
6782,20200600000EB,3.5533,3.6,,3.0,2.0,
6783,20200600000EB,3.7,3.75,,3.0,2.0,
6784,20200600000EB,3.9,3.9433,,3.0,2.0,
6785,2030025000000,2.46,2.5,,3.0,2.0,200250000246
6786,2030817000000,0.3,0.3961,,3.0,2.0,
6787,2030817000000,0.4,0.4618,,3.0,2.0,
6788,2030817000000,0.4618,0.5,,3.0,2.0,
6789,2030817000000,0.6456,0.7,,3.0,2.0,
6790,2030817000000,0.7553,0.8,,3.0,2.0,
6791,20200600000EB,3.0,3.0684,,3.0,2.0,
6792,20200600000EB,3.0684,3.1,,3.0,2.0,
6793,20200600000EB,3.5,3.5533,,3.0,2.0,
6794,20200600000EB,3.75,3.8,,3.0,2.0,
6795,2030817000000,0.6,0.6456,,3.0,2.0,
6796,20200600000EB,3.325,3.4,,3.0,2.0,
6797,20200600000EB,3.4,3.445,,3.0,2.0,
6798,2030025000300,0.112,0.2,,3.0,2.0,
6799,2030025000300,0.306,0.37,,3.0,2.0,
6800,2030817000000,0.0218,0.088,,3.0,2.0,
6801,2040006060000,2.24,2.2653,,4.0,2.0,200060600224
6802,2040006060000,0.183,0.2143,,4.0,2.0,200060600000
6803,2040006060000,5.3538,5.3874,,4.0,2.0,200060600370
6804,2030025000300,0.4083,0.43,,3.0,2.0,
6805,2030025000300,0.43,0.442,,3.0,2.0,
6806,20200600000EB,2.86,2.8839,,3.0,2.0,
6807,20200600000EB,2.8839,2.9,,3.0,2.0,
6808,20200600000EB,3.6,3.6323,,3.0,2.0,
6809,20200600000EB,3.6821,3.7,,3.0,2.0,
6810,20200600000EB,3.8764,3.9,,3.0,2.0,
6811,2030025000300,0.37,0.4,,3.0,2.0,
6812,2030817000000,0.2,0.2276,,3.0,2.0,
6813,2030817000000,0.2826,0.3,,3.0,2.0,
6814,20200600000EB,2.7,2.7188,,3.0,2.0,200600000244
6815,20200600000EB,3.3,3.325,,3.0,2.0,
6816,20200600000EB,2.9,2.928,,3.0,2.0,
6817,2030025000300,0.442,0.45,,3.0,2.0,
6818,2040006060000,0.1686,0.183,,4.0,2.0,200060600000
6819,2040006060000,0.9758,0.9979,,4.0,2.0,200060600080
6820,2030817000000,0.0,0.0218,,3.0,2.0,
6821,2040006060000,5.74,5.75,,4.0,2.0,200060600370
6822,2040006060000,0.8,0.8091,,4.0,2.0,200060600080
6823,20200600000EB,4.0,4.0105,,3.0,2.0,
6824,2030025000000,2.5,2.5111,,3.0,2.0,200250000246
6825,2030025000300,0.4,0.4083,,3.0,2.0,
6826,2030817000000,0.5,0.5179,,3.0,2.0,
6827,20200600000EB,3.2,3.21,,3.0,2.0,
6828,20200600000EB,3.8,3.81,,3.0,2.0,
6829,2030817000000,0.5826,0.6,,3.0,2.0,
6830,2040006060000,4.0876,4.0927,,4.0,2.0,200060600370
6831,20200600000EB,3.673,3.6821,,3.0,2.0,
6832,2040006060000,5.6816,5.6869,,4.0,2.0,200060600370
6833,2040006060000,1.16,1.1671,,4.0,2.0,200060600116
6834,2030025000000,2.6,2.6056,,3.0,2.0,200250000246
6835,2030025000300,0.1,0.112,,3.0,2.0,
6836,2030025000300,0.3,0.306,,3.0,2.0,
6837,20200600000EB,2.856,2.86,,3.0,2.0,200600000244
6838,2030817000000,0.088,0.096,,3.0,2.0,
6839,2030817000000,0.1,0.1032,,3.0,2.0,
6840,2030817000000,0.3961,0.4,,3.0,2.0,
6841,2030817000000,0.096,0.1,,3.0,2.0,
6842,2030817000000,0.7,0.7008,,3.0,2.0,
6843,2040009030000,2.3269,2.86,,5.0,2.0,200090300969
6844,2040012000000,1.16,1.8926,,4.0,2.0,200120000000
6845,2040012000000,0.407,1.16,,4.0,2.0,200120000000
6846,2040012000000,3.7254,3.95,,4.0,2.0,200120000360
6847,2040012000000,1.9515,2.5498,,4.0,2.0,200120000000
6848,2040012010000,0.287,0.6,,5.0,2.0,200120100000
6849,2040009030000,1.94,2.3269,,5.0,2.0,200090300969
6850,2040009030000,1.356,1.76,,5.0,2.0,200090300969
6851,2040006010000,1.3152,1.6593,,5.0,2.0,200060100046
6852,2040006010000,0.46,0.8863,,5.0,2.0,200060100046
6853,2040012000000,0.164,0.397,,4.0,2.0,200120000000
6854,2040012010000,0.0,0.287,,5.0,2.0,200120100000
6855,2040009030000,1.76,1.94,,5.0,2.0,200090300969
6856,2040009030000,1.01,1.2742,,5.0,2.0,200090300969
6857,2040008000000,2.8016,3.008,,5.0,2.0,200080000272
6858,2040006010000,1.06,1.28,,5.0,2.0,200060100046
6859,2040006010000,1.6747,1.89,,5.0,2.0,200060100046
6860,2040008000000,0.9329,1.17,,5.0,2.0,204000800000
6861,20100640000EB,48.7,48.8,,1.0,2.0,200640004840
6862,20200600000EB,4.2,4.3,,3.0,2.0,
6863,20200600000EB,9.1,9.19,,3.0,2.0,
6864,20100640000EB,49.1,49.2,,1.0,2.0,200640004840
6865,2030025000000,2.9,3.0,,3.0,2.0,
6866,2030025000000,3.3,3.4,,3.0,2.0,
6867,2030025000000,4.0,4.1,,3.0,2.0,200250000389
6868,2030025000000,4.3,4.4,,3.0,2.0,200250000389
6869,2030025000000,4.6,4.7,,3.0,2.0,200250000389
6870,2030025000000,5.0,5.1,,3.0,2.0,200250000389
6871,2030025000000,5.3,5.4,,3.0,2.0,
6872,2040012000000,0.0,0.156,,4.0,2.0,200120000000
6873,2040025260000,0.0,0.1171,,5.0,2.0,200252600000
6874,2040012000000,3.6,3.7254,,4.0,2.0,200120000360
6875,2040008000000,3.008,3.0946,,5.0,2.0,200080000272
6876,2040009030000,1.2742,1.356,,5.0,2.0,200090300969
6877,20200600000EB,6.8394,6.889,,3.0,2.0,200600000620
6878,2040025260000,0.1171,0.2095,,5.0,2.0,200252600000
6879,2040025260000,0.2095,0.294,,5.0,2.0,200252600000
6880,2030025000000,5.7163,5.8,,3.0,2.0,
6881,20200600000EB,6.1236,6.2,,3.0,2.0,
6882,2040006010000,0.9626,1.06,,5.0,2.0,200060100046
6883,2040012000000,4.57,4.6487,,4.0,2.0,200120000457
6884,2040008000000,3.1421,3.24,,5.0,2.0,200080000272
6885,20200600000EB,4.8,4.8525,,3.0,2.0,
6886,20200600000EB,5.006,5.1,,3.0,2.0,
6887,20200600000EB,5.1294,5.2,,3.0,2.0,
6888,20200600000EB,7.1,7.1795,,3.0,2.0,
6889,20200600000EB,9.3494,9.4,,3.0,2.0,200600000919
6890,20200600000EB,9.4,9.4807,,3.0,2.0,200600000919
6891,20200600000EB,9.5,9.5773,,3.0,2.0,200600000919
6892,2030025000000,2.8314,2.9,,3.0,2.0,
6893,2030025000000,3.6209,3.7,,3.0,2.0,
6894,20200600000EB,5.41,5.5,,3.0,2.0,
6895,20200600000EB,5.5,5.5896,,3.0,2.0,
6896,2030025000000,4.9053,5.0,,3.0,2.0,200250000389
6897,20200600000EB,9.7,9.7598,,3.0,2.0,200600000919
6898,20100640000EB,47.8304,47.9,,1.0,2.0,200640004744
6899,20100640000EB,48.0,48.1,,1.0,2.0,200640004744
6900,20100640000EB,48.1,48.2,,1.0,2.0,200640004744
6901,20100640000EB,48.2,48.3,,1.0,2.0,200640004744
6902,20100640000EB,48.3,48.4,,1.0,2.0,200640004744
6903,20100640000EB,48.4,48.5,,1.0,2.0,200640004840
6904,20100640000EB,48.5,48.6,,1.0,2.0,200640004840
6905,20100640000EB,48.6,48.7,,1.0,2.0,200640004840
6906,2030025000000,3.0,3.1,,3.0,2.0,
6907,2030025000000,3.1137,3.2,,3.0,2.0,
6908,2030025000000,3.4,3.5,,3.0,2.0,
6909,2030025000000,3.5,3.5925,,3.0,2.0,
6910,2030025000000,3.7,3.8,,3.0,2.0,
6911,2030025000000,3.8,3.89,,3.0,2.0,
6912,2030025000000,3.9,4.0,,3.0,2.0,200250000389
6913,2030025000000,4.1,4.2,,3.0,2.0,200250000389
6914,2030025000000,4.2,4.3,,3.0,2.0,200250000389
6915,2030025000000,4.4,4.5,,3.0,2.0,200250000389
6916,2030025000000,4.5,4.6,,3.0,2.0,200250000389
6917,2030025000000,4.732,4.8,,3.0,2.0,200250000389
6918,20100640000EB,48.8,48.9,,1.0,2.0,200640004840
6919,20100640000EB,48.9,49.0,,1.0,2.0,200640004840
6920,20100640000EB,49.0,49.1,,1.0,2.0,200640004840
6921,20100640000EB,49.2,49.3,,1.0,2.0,200640004840
6922,2030025000000,5.4,5.5,,3.0,2.0,
6923,2030025000000,5.5419,5.6,,3.0,2.0,
6924,2030025000000,5.615,5.7,,3.0,2.0,
6925,20100640000EB,49.3,49.4,,1.0,2.0,200640004840
6926,20100640000EB,49.4,49.5,,1.0,2.0,200640004840
6927,20100640000EB,49.5,49.6,,1.0,2.0,200640004840
6928,20100640000EB,49.6,49.7,,1.0,2.0,200640004840
6929,20100640000EB,49.8,49.9,,1.0,2.0,200640004975
6930,20100640000EB,50.2,50.2626,,1.0,2.0,200640005011
6931,20100640000EB,50.3,50.4,,1.0,2.0,200640005011
6932,20100640000EB,50.4,50.5,,1.0,2.0,200640005011
6933,20100640000EB,50.6,50.7,,1.0,2.0,200640005011
6934,20100640000EB,50.7,50.8,,1.0,2.0,200640005011
6935,20100640000EB,50.8,50.9,,1.0,2.0,200640005011
6936,20100640000EB,50.9,51.0,,1.0,2.0,200640005011
6937,20100640000EB,51.1,51.2,,1.0,2.0,200640005011
6938,20100640000EB,51.2,51.3,,1.0,2.0,200640005011
6939,20100640000EB,51.3,51.39,,1.0,2.0,200640005011
6940,20100640000EB,51.4,51.5,,1.0,2.0,200640005011
6941,20100640000EB,51.6,51.7,,1.0,2.0,200640005156
6942,20100640000EB,51.7,51.8,,1.0,2.0,200640005156
6943,20100640000EB,51.9,51.986,,1.0,2.0,200640005156
6944,20100640000EB,52.0,52.1,,1.0,2.0,200640005156
6945,20100640000EB,52.1,52.2,,1.0,2.0,200640005156
6946,20200600000EB,4.3,4.4,,3.0,2.0,
6947,20200600000EB,4.4,4.5,,3.0,2.0,
6948,20200600000EB,4.7,4.7397,,3.0,2.0,
6949,20200600000EB,5.2,5.3,,3.0,2.0,
6950,20200600000EB,5.3,5.4,,3.0,2.0,
6951,20200600000EB,5.6,5.7,,3.0,2.0,
6952,20200600000EB,6.2,6.3,,3.0,2.0,200600000620
6953,20200600000EB,6.4,6.5,,3.0,2.0,200600000620
6954,20200600000EB,7.2,7.3,,3.0,2.0,
6955,20200600000EB,7.3,7.3732,,3.0,2.0,
6956,20200600000EB,7.7,7.8,,3.0,2.0,
6957,20200600000EB,7.8,7.9,,3.0,2.0,
6958,20200600000EB,7.9058,8.0,,3.0,2.0,
6959,20200600000EB,8.0,8.1,,3.0,2.0,
6960,20200600000EB,8.1,8.2,,3.0,2.0,
6961,20200600000EB,8.2,8.3,,3.0,2.0,
6962,20200600000EB,8.3,8.4,,3.0,2.0,
6963,20200600000EB,8.4,8.5,,3.0,2.0,
6964,20200600000EB,8.5,8.6,,3.0,2.0,
6965,20200600000EB,8.7,8.8,,3.0,2.0,
6966,20200600000EB,8.8,8.9,,3.0,2.0,
6967,20200600000EB,9.6,9.6774,,3.0,2.0,200600000919
6968,2030025000000,4.8,4.9,,3.0,2.0,200250000389
6969,2030025000000,5.13,5.2,,3.0,2.0,
6970,20200600000EB,4.9,5.0,,3.0,2.0,
6971,20200600000EB,5.8,5.9,,3.0,2.0,
6972,20200600000EB,5.9,5.9595,,3.0,2.0,
6973,20200600000EB,8.9,9.0,,3.0,2.0,
6974,20200600000EB,9.0,9.1,,3.0,2.0,
6975,20200600000EB,9.2,9.3,,3.0,2.0,200600000919
6976,20100640000EB,49.9,49.995,,1.0,2.0,200640004975
6977,2030025000000,5.8082,5.8809,,3.0,2.0,
6978,20200600000EB,6.6243,6.6784,,3.0,2.0,200600000620
6979,20200600000EB,6.5138,6.5708,,3.0,2.0,200600000620
6980,20200600000EB,4.5413,4.5904,,3.0,2.0,
6981,2040012000000,4.0286,4.0685,,4.0,2.0,200120000360
6982,2040008000000,3.0946,3.1421,,5.0,2.0,200080000272
6983,20200600000EB,7.5491,7.5814,,3.0,2.0,
6984,2040006010000,0.8863,0.9626,,5.0,2.0,200060100046
6985,2040012000000,4.6487,4.6819,,4.0,2.0,200120000457
6986,2040160070000,0.1734,0.1998,,5.0,2.0,201600700000
6987,2030025000000,3.2074,3.2284,,3.0,2.0,
6988,20200600000EB,6.7359,6.79,,3.0,2.0,200600000620
6989,20200600000EB,6.92,6.9935,,3.0,2.0,
6990,2040012000000,3.96,4.0286,,4.0,2.0,200120000360
6991,2040012000000,4.0685,4.14,,4.0,2.0,200120000360
6992,2040008000000,0.86,0.9329,,5.0,2.0,204000800000
6993,20200600000EB,4.5,4.5413,,3.0,2.0,
6994,20200600000EB,4.6,4.639,,3.0,2.0,
6995,20200600000EB,4.7397,4.8,,3.0,2.0,
6996,20200600000EB,4.8525,4.9,,3.0,2.0,
6997,20200600000EB,7.4425,7.5,,3.0,2.0,
6998,20200600000EB,7.5,7.5491,,3.0,2.0,
6999,20200600000EB,7.6,7.6619,,3.0,2.0,
7000,20200600000EB,9.4807,9.5,,3.0,2.0,200600000919
7001,2030025000000,3.2284,3.3,,3.0,2.0,
