ROUTEID,BMP,EMP,F_SYSTEM,NHS,NN,STRAHNET_TYPE,hash
0140038130000,2.28,2.6,7.0,,,,0140038130000-2.28-2.6
0140040000000,0.0,0.73,7.0,,,,0140040000000-0.0-0.73
0140040000000,0.73,1.12,7.0,,,,0140040000000-0.73-1.12
0140040000000,1.12,2.99,7.0,,,,0140040000000-1.12-2.99
0140040000000,4.45,5.83,6.0,,,,0140040000000-4.45-5.83
0140040010000,0.0,1.25,7.0,,,,0140040010000-0.0-1.25
0140040020000,0.0,0.38,7.0,,,,0140040020000-0.0-0.38
0140040030000,0.0,0.32,7.0,,,,0140040030000-0.0-0.32
0140040030000,0.335,2.58,7.0,,,,0140040030000-0.335-2.58
0140040040000,0.0,1.2,7.0,,,,0140040040000-0.0-1.2
0140040040000,1.2,2.42,7.0,,,,0140040040000-1.2-2.42
0140040050000,0.0,1.19,7.0,,,,0140040050000-0.0-1.19
0140040060000,0.0,0.96,7.0,,,,0140040060000-0.0-0.96
0140040070000,0.0,1.13,7.0,,,,0140040070000-0.0-1.13
0140040080000,0.0,3.18,7.0,,,,0140040080000-0.0-3.18
0140042000000,0.0,0.41,7.0,,,,0140042000000-0.0-0.41
0140042000000,0.41,2.97,7.0,,,,0140042000000-0.41-2.97
0140042010000,0.0,0.94,7.0,,,,0140042010000-0.0-0.94
0140044000000,0.0,3.23,7.0,,,,0140044000000-0.0-3.23
0140044010000,0.0,0.44,7.0,,,,0140044010000-0.0-0.44
0140046000000,0.0,0.73,7.0,,,,0140046000000-0.0-0.73
0140046000000,0.73,1.74,7.0,,,,0140046000000-0.73-1.74
0140046000000,1.74,2.48,5.0,,,,0140046000000-1.74-2.48
0140046010000,0.0,1.62,5.0,,,,0140046010000-0.0-1.62
0140046020000,0.0,1.12,7.0,,,,0140046020000-0.0-1.12
0140048000000,0.1,1.38,7.0,,,,0140048000000-0.1-1.38
0140048000000,1.38,2.67,7.0,,,,0140048000000-1.38-2.67
0140048010000,0.0,1.36,7.0,,,,0140048010000-0.0-1.36
0140048020000,0.0,0.93,7.0,,,,0140048020000-0.0-0.93
0140048020000,0.93,1.74,7.0,,,,0140048020000-0.93-1.74
0140050000000,0.0,2.35,7.0,,,,0140050000000-0.0-2.35
0140050000000,2.97,3.39,6.0,,,,0140050000000-2.97-3.39
0140050000000,3.39,5.09,7.0,,,,0140050000000-3.39-5.09
0140050030000,0.0,0.81,7.0,,,,0140050030000-0.0-0.81
0140052000000,0.0,1.21,7.0,,,,0140052000000-0.0-1.21
0140052000000,1.21,2.61,7.0,,,,0140052000000-1.21-2.61
0140052000000,2.61,3.19,7.0,,,,0140052000000-2.61-3.19
0140052000000,3.19,3.25,6.0,,,,0140052000000-3.19-3.25
0140052000000,3.25,3.71,7.0,,,,0140052000000-3.25-3.71
0140052000000,3.71,7.65,7.0,,,,0140052000000-3.71-7.65
0140052010000,0.0,0.79,7.0,,,,0140052010000-0.0-0.79
0140052020000,0.0,0.74,6.0,,,,0140052020000-0.0-0.74
0140052030000,0.0,0.6,7.0,,,,0140052030000-0.0-0.6
0140052040000,0.0,0.39,7.0,,,,0140052040000-0.0-0.39
0140052050000,0.0,0.23,7.0,,,,0140052050000-0.0-0.23
0140052060000,0.0,0.27,7.0,,,,0140052060000-0.0-0.27
0140054000000,0.0,2.25,7.0,,,,0140054000000-0.0-2.25
0140054000000,2.25,2.96,7.0,,,,0140054000000-2.25-2.96
0140054010000,0.0,0.34,7.0,,,,0140054010000-0.0-0.34
0140054020000,0.0,0.64,7.0,,,,0140054020000-0.0-0.64
0140054020000,0.64,0.98,7.0,,,,0140054020000-0.64-0.98
0140056000000,0.0,0.13,6.0,,,,0140056000000-0.0-0.13
0140056000000,0.156,1.88,7.0,,,,0140056000000-0.156-1.88
0140056010000,0.0,1.2,7.0,,,,0140056010000-0.0-1.2
0140056010000,1.2,1.9,7.0,,,,0140056010000-1.2-1.9
0140056020000,0.0,0.8,7.0,,,,0140056020000-0.0-0.8
0140056030000,0.0,0.4,7.0,,,,0140056030000-0.0-0.4
0140057010000,0.0,0.63,7.0,,,,0140057010000-0.0-0.63
0140057010000,0.63,2.12,7.0,,,,0140057010000-0.63-2.12
0140057020000,0.0,0.16,7.0,,,,0140057020000-0.0-0.16
0140057020000,0.16,1.85,7.0,,,,0140057020000-0.16-1.85
0140057040000,0.0,0.38,7.0,,,,0140057040000-0.0-0.38
0140057040000,0.38,1.11,7.0,,,,0140057040000-0.38-1.11
0140057040000,1.11,1.15,7.0,,,,0140057040000-1.11-1.15
0140057050000,0.0,0.28,7.0,,,,0140057050000-0.0-0.28
0140057060000,0.0,0.07,7.0,,,,0140057060000-0.0-0.07
0140057060000,0.07,0.18,7.0,,,,0140057060000-0.07-0.18
0140057060000,0.18,0.97,7.0,,,,0140057060000-0.18-0.97
0140057070000,0.0,0.8,7.0,,,,0140057070000-0.0-0.8
0140057070000,0.8,1.84,7.0,,,,0140057070000-0.8-1.84
0140057070000,1.84,1.91,7.0,,,,0140057070000-1.84-1.91
0140057080000,0.0,0.07,7.0,,,,0140057080000-0.0-0.07
0140057080000,0.07,1.15,7.0,,,,0140057080000-0.07-1.15
0140057080000,1.15,1.62,7.0,,,,0140057080000-1.15-1.62
0140057100000,0.0,0.4,7.0,,,,0140057100000-0.0-0.4
0140057100000,0.4,1.79,7.0,,,,0140057100000-0.4-1.79
0140057110000,0.0,0.6,7.0,,,,0140057110000-0.0-0.6
0140057110000,1.21,1.36,7.0,,,,0140057110000-1.21-1.36
0140057120000,0.0,1.7,7.0,,,,0140057120000-0.0-1.7
0140057130000,0.0,1.09,7.0,,,,0140057130000-0.0-1.09
0140057140000,0.0,0.13,7.0,,,,0140057140000-0.0-0.13
0140057140000,0.13,1.13,7.0,,,,0140057140000-0.13-1.13
0140057150000,0.0,0.03,7.0,,,,0140057150000-0.0-0.03
0140076020000,0.0,0.15,7.0,,,,0140076020000-0.0-0.15
0140076030000,0.0,0.35,7.0,,,,0140076030000-0.0-0.35
0140076040000,0.0,0.12,7.0,,,,0140076040000-0.0-0.12
0140076050000,0.0,0.07,7.0,,,,0140076050000-0.0-0.07
0140076060000,0.0,0.08,7.0,,,,0140076060000-0.0-0.08
0140076070000,0.0,0.02,7.0,,,,0140076070000-0.0-0.02
0140076080000,0.0,0.05,7.0,,,,0140076080000-0.0-0.05
0140076090000,0.0,0.03,7.0,,,,0140076090000-0.0-0.03
0140076090000,0.03,0.21,7.0,,,,0140076090000-0.03-0.21
0140076100000,0.0,0.02,7.0,,,,0140076100000-0.0-0.02
0140076110000,0.0,0.17,7.0,,,,0140076110000-0.0-0.17
0140076120000,0.0,0.09,7.0,,,,0140076120000-0.0-0.09
0140077010000,0.0,0.5,7.0,,,,0140077010000-0.0-0.5
0140077010000,0.5,1.44,7.0,,,,0140077010000-0.5-1.44
0140077020000,0.0,0.96,7.0,,,,0140077020000-0.0-0.96
0140077030000,0.0,0.99,7.0,,,,0140077030000-0.0-0.99
0140077040000,0.0,0.68,7.0,,,,0140077040000-0.0-0.68
0140077050000,0.0,0.67,7.0,,,,0140077050000-0.0-0.67
0140077050000,0.67,0.83,7.0,,,,0140077050000-0.67-0.83
0140077060000,0.0,0.85,7.0,,,,0140077060000-0.0-0.85
0140077070000,0.0,0.34,7.0,,,,0140077070000-0.0-0.34
0140077070000,0.34,0.94,7.0,,,,0140077070000-0.34-0.94
0140077080000,0.0,0.26,7.0,,,,0140077080000-0.0-0.26
0140092010000,0.0,0.28,7.0,,,,0140092010000-0.0-0.28
0140092010000,1.31,1.7,7.0,,,,0140092010000-1.31-1.7
0140092020000,0.0,0.38,7.0,,,,0140092020000-0.0-0.38
0140092020000,0.38,2.74,7.0,,,,0140092020000-0.38-2.74
0140092020000,2.74,3.53,7.0,,,,0140092020000-2.74-3.53
0140092030000,0.0,0.35,7.0,,,,0140092030000-0.0-0.35
0140092030000,0.35,0.51,7.0,,,,0140092030000-0.35-0.51
0140092030000,1.05,1.22,7.0,,,,0140092030000-1.05-1.22
0140092040000,0.0,1.51,7.0,,,,0140092040000-0.0-1.51
0140092040000,1.53,3.07,7.0,,,,0140092040000-1.53-3.07
0140092050000,0.0,1.83,7.0,,,,0140092050000-0.0-1.83
0140092080000,0.0,0.51,7.0,,,,0140092080000-0.0-0.51
0140092080000,0.51,0.62,7.0,,,,0140092080000-0.51-0.62
0140092080000,0.62,1.13,7.0,,,,0140092080000-0.62-1.13
0140092080000,1.13,2.06,7.0,,,,0140092080000-1.13-2.06
0140092120000,0.0,1.09,7.0,,,,0140092120000-0.0-1.09
0140092120000,1.09,2.0,7.0,,,,0140092120000-1.09-2.0
0140092120000,2.0,3.11,7.0,,,,0140092120000-2.0-3.11
0140092130000,0.0,1.59,7.0,,,,0140092130000-0.0-1.59
0140092140000,0.0,0.33,7.0,,,,0140092140000-0.0-0.33
0140092140000,0.33,1.69,7.0,,,,0140092140000-0.33-1.69
0140092150000,0.0,0.59,7.0,,,,0140092150000-0.0-0.59
0140092160000,0.0,0.74,7.0,,,,0140092160000-0.0-0.74
0140092170000,0.0,0.96,7.0,,,,0140092170000-0.0-0.96
0140092180000,0.0,2.38,7.0,,,,0140092180000-0.0-2.38
0140092180000,2.38,2.73,7.0,,,,0140092180000-2.38-2.73
0140092190000,0.0,2.14,7.0,,,,0140092190000-0.0-2.14
0140092200000,0.0,0.81,7.0,,,,0140092200000-0.0-0.81
0140092220000,0.0,0.24,7.0,,,,0140092220000-0.0-0.24
0140092230000,0.0,0.26,7.0,,,,0140092230000-0.0-0.26
0140092230000,0.26,0.31,7.0,,,,0140092230000-0.26-0.31
0140092240000,0.0,0.36,7.0,,,,0140092240000-0.0-0.36
0140092240000,0.36,0.43,7.0,,,,0140092240000-0.36-0.43
0140092250000,0.0,1.05,7.0,,,,0140092250000-0.0-1.05
0140092260000,0.0,0.15,7.0,,,,0140092260000-0.0-0.15
0140092270000,0.0,0.14,7.0,,,,0140092270000-0.0-0.14
0140092280000,0.0,0.15,7.0,,,,0140092280000-0.0-0.15
0140092290000,0.0,0.1,7.0,,,,0140092290000-0.0-0.1
0140093000000,0.0,3.95,7.0,,,,0140093000000-0.0-3.95
0140093010000,0.0,0.13,7.0,,,,0140093010000-0.0-0.13
0140093010000,0.13,0.31,7.0,,,,0140093010000-0.13-0.31
0140093010000,1.01,1.22,7.0,,,,0140093010000-1.01-1.22
0140093020000,0.69,0.79,7.0,,,,0140093020000-0.69-0.79
0140119010000,0.0,0.07,7.0,,,,0140119010000-0.0-0.07
0140119020000,0.0,0.22,7.0,,,,0140119020000-0.0-0.22
0140119030000,0.0,0.27,7.0,,,,0140119030000-0.0-0.27
0140119040000,0.0,0.14,7.0,,,,0140119040000-0.0-0.14
0140119040000,0.14,1.02,7.0,,,,0140119040000-0.14-1.02
0140119040000,1.02,1.34,7.0,,,,0140119040000-1.02-1.34
0140119050000,0.0,0.77,,,2.0,,0140119050000-0.0-0.77
0140119050000,0.0,1.17,7.0,,,,0140119050000-0.0-1.17
0140119050000,1.17,1.98,7.0,,,,0140119050000-1.17-1.98
0140119060000,0.0,0.94,7.0,,,,0140119060000-0.0-0.94
0140119080000,0.0,0.14,7.0,,,,0140119080000-0.0-0.14
0140119080000,0.14,0.56,7.0,,,,0140119080000-0.14-0.56
0140119090000,0.0,1.65,7.0,,,,0140119090000-0.0-1.65
0140119110000,0.0,0.81,7.0,,,,0140119110000-0.0-0.81
0140119120000,0.0,0.96,7.0,,,,0140119120000-0.0-0.96
0140119130000,0.0,0.99,7.0,,,,0140119130000-0.0-0.99
0140119140000,0.0,0.1,7.0,,,,0140119140000-0.0-0.1
0140119150000,0.0,1.32,7.0,,,,0140119150000-0.0-1.32
0140119160000,0.0,0.84,7.0,,,,0140119160000-0.0-0.84
0140119160000,0.84,0.97,7.0,,,,0140119160000-0.84-0.97
0140119170000,0.0,0.33,7.0,,,,0140119170000-0.0-0.33
0140119180000,0.0,0.97,7.0,,,,0140119180000-0.0-0.97
0140119180000,0.97,1.23,7.0,,,,0140119180000-0.97-1.23
0140119190000,0.0,0.5,7.0,,,,0140119190000-0.0-0.5
0140119210000,0.0,0.27,7.0,,2.0,,0140119210000-0.0-0.27
0140119220000,0.0,0.4,7.0,,,,0140119220000-0.0-0.4
0140119230000,0.0,0.3,7.0,,,,0140119230000-0.0-0.3
0140119240000,0.0,0.3,7.0,,,,0140119240000-0.0-0.3
0140119250000,0.0,0.3,7.0,,,,0140119250000-0.0-0.3
0140119260000,0.0,0.25,7.0,,,,0140119260000-0.0-0.25
0140119280000,0.0,0.12,7.0,,,,0140119280000-0.0-0.12
0140119290000,0.0,0.09,7.0,,,,0140119290000-0.0-0.09
0140119300000,0.0,0.12,7.0,,,,0140119300000-0.0-0.12
0140119310000,0.0,0.11,7.0,,,,0140119310000-0.0-0.11
0140119320000,0.0,0.11,7.0,,,,0140119320000-0.0-0.11
0140119330000,0.0,0.11,7.0,,,,0140119330000-0.0-0.11
0140119340000,0.0,0.08,7.0,,,,0140119340000-0.0-0.08
0140250010000,0.0,2.74,7.0,,,,0140250010000-0.0-2.74
0140250020000,0.0,1.33,7.0,,,,0140250020000-0.0-1.33
0140250020000,1.33,1.92,7.0,,,,0140250020000-1.33-1.92
0140250030000,0.0,1.56,7.0,,,,0140250030000-0.0-1.56
0140250030000,1.56,1.89,7.0,,,,0140250030000-1.56-1.89
0140250040000,0.0,0.24,7.0,,,,0140250040000-0.0-0.24
0140250040000,0.32,0.48,7.0,,,,0140250040000-0.32-0.48
0140250040000,0.48,1.25,7.0,,,,0140250040000-0.48-1.25
0140250040000,1.25,2.35,7.0,,,,0140250040000-1.25-2.35
0140250050000,0.0,2.27,7.0,,,,0140250050000-0.0-2.27
0140250060000,0.0,0.66,7.0,,,,0140250060000-0.0-0.66
0140250060000,0.66,2.11,7.0,,,,0140250060000-0.66-2.11
0140250060000,2.11,2.56,7.0,,,,0140250060000-2.11-2.56
0140250060000,2.56,2.66,7.0,,,,0140250060000-2.56-2.66
0140250080000,0.0,0.5,7.0,,,,0140250080000-0.0-0.5
0140250080000,0.5,1.26,7.0,,,,0140250080000-0.5-1.26
0140250080000,1.26,1.68,7.0,,,,0140250080000-1.26-1.68
0140250080000,1.68,1.9,7.0,,,,0140250080000-1.68-1.9
0140250080000,1.9,2.87,7.0,,,,0140250080000-1.9-2.87
0140250090000,0.0,0.39,7.0,,,,0140250090000-0.0-0.39
0140250090000,0.75,2.04,7.0,,,,0140250090000-0.75-2.04
0140250100000,0.0,1.08,7.0,,,,0140250100000-0.0-1.08
0140250110000,0.0,1.08,7.0,,,,0140250110000-0.0-1.08
0140250120000,0.0,0.56,7.0,,,,0140250120000-0.0-0.56
0140250130000,0.0,0.51,7.0,,,,0140250130000-0.0-0.51
0140250140000,0.0,0.26,7.0,,,,0140250140000-0.0-0.26
0140250150000,0.0,0.48,7.0,,,,0140250150000-0.0-0.48
0140250160000,0.0,0.27,7.0,,,,0140250160000-0.0-0.27
0140250170000,0.0,0.23,7.0,,,,0140250170000-0.0-0.23
0140250180000,0.0,0.42,7.0,,,,0140250180000-0.0-0.42
0140250190000,0.0,0.33,7.0,,,,0140250190000-0.0-0.33
0140250200000,0.0,0.07,7.0,,,,0140250200000-0.0-0.07
0140250210000,0.0,0.12,7.0,,,,0140250210000-0.0-0.12
0140250220000,0.0,0.06,7.0,,,,0140250220000-0.0-0.06
0140250230000,0.0,0.06,7.0,,,,0140250230000-0.0-0.06
0140250240000,0.0,0.08,7.0,,,,0140250240000-0.0-0.08
0140250250000,0.0,0.22,7.0,,,,0140250250000-0.0-0.22
0140250260000,0.0,0.04,7.0,,,,0140250260000-0.0-0.04
0140250270000,0.0,0.272,7.0,,,,0140250270000-0.0-0.272
0140250270000,0.3,0.8,7.0,,,,0140250270000-0.3-0.8
0140250280000,0.0,0.14,7.0,,,,0140250280000-0.0-0.14
0140250290000,0.0,0.37,7.0,,,,0140250290000-0.0-0.37
0140250300000,0.0,0.05,7.0,,,,0140250300000-0.0-0.05
0140250310000,0.0,0.14,7.0,,,,0140250310000-0.0-0.14
0140250320000,0.0,0.09,7.0,,,,0140250320000-0.0-0.09
0140250330000,0.0,0.49,7.0,,,,0140250330000-0.0-0.49
0140250350000,0.0,0.055,7.0,,,,0140250350000-0.0-0.055
0140250370000,0.0,0.03,7.0,,,,0140250370000-0.0-0.03
0140250380000,0.0,0.05,7.0,,,,0140250380000-0.0-0.05
0140250390000,0.0,0.23,7.0,,,,0140250390000-0.0-0.23
0160801000000,0.0,0.54,7.0,,,,0160801000000-0.0-0.54
0160801000000,0.54,1.89,7.0,,,,0160801000000-0.54-1.89
0160802000000,0.0,1.35,7.0,,,,0160802000000-0.0-1.35
0160803000000,0.0,0.34,7.0,,,,0160803000000-0.0-0.34
0160804000000,0.0,0.12,7.0,,,,0160804000000-0.0-0.12
0160805000000,0.0,0.44,7.0,,,,0160805000000-0.0-0.44
0160806000000,0.0,0.22,7.0,,,,0160806000000-0.0-0.22
0160813000000,0.0,0.04,7.0,,,,0160813000000-0.0-0.04
0160814000000,0.0,0.14,7.0,,,,0160814000000-0.0-0.14
0160815000000,0.0,1.07,7.0,,,,0160815000000-0.0-1.07
0160816000000,0.0,0.05,7.0,,,,0160816000000-0.0-0.05
0160817000000,0.0,0.34,7.0,,,,0160817000000-0.0-0.34
0160818000000,0.0,0.03,7.0,,,,0160818000000-0.0-0.03
0180901000000,0.0,0.09,7.0,,,,0180901000000-0.0-0.09
0180902000000,0.0,0.08,7.0,,,,0180902000000-0.0-0.08
0180903000000,0.0,0.07,7.0,,,,0180903000000-0.0-0.07
0180904000000,0.0,0.84,7.0,,,,0180904000000-0.0-0.84
0180905000000,0.0,0.08,7.0,,,,0180905000000-0.0-0.08
0180906000000,0.0,0.12,7.0,,,,0180906000000-0.0-0.12
0180907000000,0.0,0.25,7.0,,,,0180907000000-0.0-0.25
0180908000000,0.0,0.2,7.0,,,,0180908000000-0.0-0.2
0180909000000,0.0,0.09,7.0,,,,0180909000000-0.0-0.09
0180910000000,0.0,0.4,7.0,,,,0180910000000-0.0-0.4
0180911000000,0.0,0.22,7.0,,,,0180911000000-0.0-0.22
0180912000000,0.0,0.22,7.0,,,,0180912000000-0.0-0.22
0180913000000,0.0,0.22,7.0,,,,0180913000000-0.0-0.22
0180914000000,0.0,0.22,7.0,,,,0180914000000-0.0-0.22
0180915000000,0.0,0.22,7.0,,,,0180915000000-0.0-0.22
0180916000000,0.0,0.12,7.0,,,,0180916000000-0.0-0.12
0180918000000,0.0,0.06,7.0,,,,0180918000000-0.0-0.06
0180920000000,0.0,0.1,7.0,,,,0180920000000-0.0-0.1
0180921000000,0.0,0.1,7.0,,,,0180921000000-0.0-0.1
0180922000000,0.0,0.43,7.0,,,,0180922000000-0.0-0.43
0180923000000,0.0,0.19,7.0,,,,0180923000000-0.0-0.19
0180925000000,0.0,0.23,7.0,,,,0180925000000-0.0-0.23
0180926000000,0.0,1.24,7.0,,,,0180926000000-0.0-1.24
02100810000NB,0.0,11.3,1.0,1.0,,,02100810000NB-0.0-11.3
02100810000NB,0.0,26.0,,,1.0,1.0,02100810000NB-0.0-26.0
02100810000NB,11.3,11.4,1.0,1.0,,,02100810000NB-11.3-11.4
02100810000NB,11.4,23.0,1.0,1.0,,,02100810000NB-11.4-23.0
02100810000NB,23.0,23.6,1.0,1.0,,,02100810000NB-23.0-23.6
02100810000NB,23.6,23.7,1.0,1.0,,,02100810000NB-23.6-23.7
02100810000NB,23.7,23.8,1.0,1.0,,,02100810000NB-23.7-23.8
02100810000NB,23.8,25.4,1.0,1.0,,,02100810000NB-23.8-25.4
02100810000NB,25.4,25.9,1.0,1.0,,,02100810000NB-25.4-25.9
02100810000NB,25.9,26.0,1.0,1.0,,,02100810000NB-25.9-26.0
02100810000SB,0.0,11.3,1.0,1.0,,,02100810000SB-0.0-11.3
02100810000SB,0.0,26.0,,,,1.0,02100810000SB-0.0-26.0
02100810000SB,11.3,11.4,1.0,1.0,,,02100810000SB-11.3-11.4
02100810000SB,11.4,23.0,1.0,1.0,,,02100810000SB-11.4-23.0
02100810000SB,23.0,23.6,1.0,1.0,,,02100810000SB-23.0-23.6
02100810000SB,23.6,23.7,1.0,1.0,,,02100810000SB-23.6-23.7
02100810000SB,23.7,23.8,1.0,1.0,,,02100810000SB-23.7-23.8
02100810000SB,23.8,25.4,1.0,1.0,,,02100810000SB-23.8-25.4
02100810000SB,25.4,25.9,1.0,1.0,,,02100810000SB-25.4-25.9
02100810000SB,25.9,26.0,1.0,1.0,,,02100810000SB-25.9-26.0
02100810017NB0005A,0.0,0.245,1.0,,,,02100810017NB0005A-0.0-0.245
02100810017NB0005B,0.0,0.188,1.0,,,,02100810017NB0005B-0.0-0.188
02100810017NB0008A,0.0,0.271,1.0,,,,02100810017NB0008A-0.0-0.271
02100810017NB0008B,0.0,0.298,1.0,,,,02100810017NB0008B-0.0-0.298
02100810017NB0012A,0.0,0.213,1.0,,,,02100810017NB0012A-0.0-0.213
02100810017NB0012B,0.0,0.334,1.0,,,,02100810017NB0012B-0.0-0.334
02100810017NB0013A,0.0,0.278,1.0,,,,02100810017NB0013A-0.0-0.278
02100810017NB0013B,0.0,0.285,1.0,,,,02100810017NB0013B-0.0-0.285
02100810017NB0014A,0.0,0.234,1.0,,,,02100810017NB0014A-0.0-0.234
02100810017NB0014B,0.0,0.238,1.0,,,,02100810017NB0014B-0.0-0.238
02100810017NB0016A,0.0,0.362,1.0,,,,02100810017NB0016A-0.0-0.362
02100810017NB0016B,0.0,0.557,1.0,,,,02100810017NB0016B-0.0-0.557
02100810017NB0016E,0.0,0.377,1.0,,,,02100810017NB0016E-0.0-0.377
02100810017NB0016F,0.0,0.325,1.0,,,,02100810017NB0016F-0.0-0.325
02100810017NB0020A,0.0,0.248,1.0,,,,02100810017NB0020A-0.0-0.248
02100810017NB0020B,0.0,0.288,1.0,,,,02100810017NB0020B-0.0-0.288
02100810017NB0020E,0.0,0.021,1.0,,,,02100810017NB0020E-0.0-0.021
02100810017NB0023A,0.0,0.273,1.0,,,,02100810017NB0023A-0.0-0.273
02100810017NB0023B,0.0,0.389,1.0,,,,02100810017NB0023B-0.0-0.389
02100810017SB0005C,0.0,0.223,1.0,,,,02100810017SB0005C-0.0-0.223
02100810017SB0005D,0.0,0.221,1.0,,,,02100810017SB0005D-0.0-0.221
02100810017SB0008C,0.0,0.306,1.0,,,,02100810017SB0008C-0.0-0.306
02100810017SB0008D,0.0,0.298,1.0,,,,02100810017SB0008D-0.0-0.298
02100810017SB0012C,0.0,0.274,1.0,,,,02100810017SB0012C-0.0-0.274
02100810017SB0012D,0.0,0.219,1.0,,,,02100810017SB0012D-0.0-0.219
02100810017SB0013C,0.0,0.29,1.0,,,,02100810017SB0013C-0.0-0.29
02100810017SB0013D,0.0,0.252,1.0,,,,02100810017SB0013D-0.0-0.252
02100810017SB0014C,0.0,0.265,1.0,,,,02100810017SB0014C-0.0-0.265
02100810017SB0014D,0.0,0.053,1.0,,,,02100810017SB0014D-0.0-0.053
02100810017SB0014D,0.053,0.1,1.0,,,,02100810017SB0014D-0.053-0.1
02100810017SB0014D,0.1,0.273,1.0,,,,02100810017SB0014D-0.1-0.273
02100810017SB0016C,0.0,0.529,1.0,,,,02100810017SB0016C-0.0-0.529
02100810017SB0016D,0.0,0.511,1.0,,,,02100810017SB0016D-0.0-0.511
02100810017SB0016G,0.0,0.37,1.0,,,,02100810017SB0016G-0.0-0.37
02100810017SB0016H,0.0,0.345,1.0,,,,02100810017SB0016H-0.0-0.345
02100810017SB0020C,0.0,0.238,1.0,,,,02100810017SB0020C-0.0-0.238
02100810017SB0020D,0.0,0.253,1.0,,,,02100810017SB0020D-0.0-0.253
02100810017SB0020H,0.0,0.029,1.0,,,,02100810017SB0020H-0.0-0.029
02100810017SB0023C,0.0,0.283,1.0,,,,02100810017SB0023C-0.0-0.283
02100810017SB0023D,0.0,0.412,1.0,,,,02100810017SB0023D-0.0-0.412
02100810017SB0023H,0.0,0.032,1.0,,,,02100810017SB0023H-0.0-0.032
02200110000NB,0.0,13.26,4.0,,,,02200110000NB-0.0-13.26
02200110000NB,0.31,2.75,,,1.0,,02200110000NB-0.31-2.75
02200110000NB,5.13,11.64,,,2.0,,02200110000NB-5.13-11.64
02200110000NB,13.26,14.81,3.0,1.0,,,02200110000NB-13.26-14.81
02200110000NB,14.81,26.16,4.0,,,,02200110000NB-14.81-26.16
02200110000SB,0.0,13.26,4.0,,,,02200110000SB-0.0-13.26
02200110000SB,13.26,14.81,3.0,1.0,,,02200110000SB-13.26-14.81
02200110000SB,14.81,26.16,4.0,,,,02200110000SB-14.81-26.16
02200110004NB,0.0,0.03,4.0,,,,02200110004NB-0.0-0.03
02200110006EB,0.0,0.03,4.0,,,,02200110006EB-0.0-0.03
0230009000000,0.0,4.81,3.0,1.0,,,0230009000000-0.0-4.81
0230009000000,4.81,6.17,3.0,1.0,,,0230009000000-4.81-6.17
0230009000000,6.17,6.381,3.0,1.0,,,0230009000000-6.17-6.381
0230009000000,6.381,10.37,3.0,1.0,,,0230009000000-6.381-10.37
0230009000000,10.37,11.39,3.0,1.0,,,0230009000000-10.37-11.39
0230009000000,11.39,12.45,3.0,1.0,,,0230009000000-11.39-12.45
0230009000000,13.996,15.2,3.0,1.0,,,0230009000000-13.996-15.2
0230009000000,15.2,15.37,3.0,1.0,,,0230009000000-15.2-15.37
0230009000000,15.371,20.18,3.0,1.0,,,0230009000000-15.371-20.18
02300090000WB,10.37,11.39,3.0,1.0,,,02300090000WB-10.37-11.39
02300090000WB,12.322,12.45,3.0,1.0,,,02300090000WB-12.322-12.45
02300090000WB,14.98,20.18,3.0,1.0,,,02300090000WB-14.98-20.18
02300090007WB,0.0,0.17,3.0,1.0,,,02300090007WB-0.0-0.17
02300090017EB0017A,0.0,0.224,3.0,,,,02300090017EB0017A-0.0-0.224
02300090017EB0017B,0.0,0.272,3.0,,,,02300090017EB0017B-0.0-0.272
02300090017EB0019A,0.0,0.191,3.0,,,,02300090017EB0019A-0.0-0.191
02300090017EB0019B,0.0,0.214,3.0,,,,02300090017EB0019B-0.0-0.214
02300090017WB0017C,0.0,0.284,3.0,,,,02300090017WB0017C-0.0-0.284
02300090017WB0017D,0.0,0.323,3.0,,,,02300090017WB0017D-0.0-0.323
02300090017WB0019C,0.0,0.197,3.0,,,,02300090017WB0019C-0.0-0.197
02300090017WB0019D,0.0,0.176,3.0,,,,02300090017WB0019D-0.0-0.176
0230045000000,0.0,3.64,7.0,,,,0230045000000-0.0-3.64
0230045000000,3.64,5.18,4.0,,,,0230045000000-3.64-5.18
0230045000000,5.18,5.4,5.0,,,,0230045000000-5.18-5.4
0230045000000,5.4,8.65,4.0,,,,0230045000000-5.4-8.65
0230045000000,8.65,10.666,5.0,,,,0230045000000-8.65-10.666
0230045000000,10.666,14.39,5.0,,,,0230045000000-10.666-14.39
0230045000000,14.39,14.52,,,2.0,,0230045000000-14.39-14.52
0230045000000,14.39,14.85,4.0,,,,0230045000000-14.39-14.85
0230045000000,14.58,14.85,,,2.0,,0230045000000-14.58-14.85
0230045000000,14.85,15.31,4.0,,,,0230045000000-14.85-15.31
0230045000000,17.53,19.668,4.0,,,,0230045000000-17.53-19.668
0230045000000,19.668,23.3,4.0,,,,0230045000000-19.668-23.3
02300450000SB,14.22,14.39,5.0,,,,02300450000SB-14.22-14.39
02300450000SB,14.39,14.85,4.0,,,,02300450000SB-14.39-14.85
02300450000SB,14.85,15.464,4.0,,,,02300450000SB-14.85-15.464
02300450006EB,0.0,0.05,4.0,,,,02300450006EB-0.0-0.05
02300450007WB,0.0,0.17,4.0,,,,02300450007WB-0.0-0.17
0230051000000,0.0,2.841,5.0,,,,0230051000000-0.0-2.841
