,RouteId,BeginPoint,EndPoint,CountyIdVn,FacilityTypeVn,FsystemVn,NhsVn,UrbanIdVn
6274,13100640000WB,157.9,158.0,,6,1,1.0,99999
6275,13100640000WB,158.0,158.1,,6,1,1.0,99999
6276,13100640000WB,152.8,152.9,,6,1,1.0,99999
6277,13100640000WB,152.9,153.0,,6,1,1.0,99999
6278,13100640000WB,153.1,153.2,,6,1,1.0,99999
6279,13100640000WB,153.2,153.3,,6,1,1.0,99999
6280,13100640000WB,153.3,153.4,,6,1,1.0,99999
6281,13100640000WB,153.4,153.5,,6,1,1.0,99999
6282,13100640000WB,153.6,153.7,,6,1,1.0,99999
6283,13100640000WB,153.7,153.8,,6,1,1.0,99999
6284,13100640000WB,153.8,153.9,,6,1,1.0,99999
6285,13100640000WB,154.0,154.1,,6,1,1.0,99999
6286,13100640000WB,154.1,154.2,,6,1,1.0,99999
6287,13100640000WB,154.2,154.3,,6,1,1.0,99999
6288,13100640000WB,154.3,154.4,,6,1,1.0,99999
6289,13100640000WB,154.4,154.5,,6,1,1.0,99999
6290,13100640000WB,154.5,154.6,,6,1,1.0,99999
6291,13100640000WB,154.6,154.7,,6,1,1.0,99999
6292,13100640000WB,154.7,154.8,,6,1,1.0,99999
6293,13100640000WB,154.8,154.9,,6,1,1.0,99999
6294,13100640000WB,154.91,155.0,,6,1,1.0,99999
6295,13100640000WB,155.2,155.3,,6,1,1.0,99999
6296,13100640000WB,155.3,155.4,,6,1,1.0,99999
6297,13100640000WB,155.4,155.5,,6,1,1.0,99999
6298,13100640000WB,155.533,155.6,,6,1,1.0,99999
6299,13100640000WB,156.2565,156.3,,6,1,1.0,99999
6300,13100640000WB,153.0,153.06,,6,1,1.0,99999
6301,13100640000WB,153.06,153.1,,6,1,1.0,99999
6302,13100640000WB,155.5,155.533,,6,1,1.0,99999
6303,13100640000WB,155.9753,156.0,,6,1,1.0,99999
6304,13100640000WB,157.8,157.8179,,6,1,1.0,99999
6305,13100640000WB,155.62,155.6445,,6,1,1.0,99999
6306,13100640000WB,154.9,154.91,,6,1,1.0,99999
6307,13100640000WB,155.6,155.608,,6,1,1.0,99999
6308,13100640000WB,155.608,155.62,,6,1,1.0,99999
6309,13100640000WB,155.9692,155.9753,,6,1,1.0,99999
6310,13100640000WB,155.0,155.0046,,6,1,1.0,99999
6311,13100640000WB,158.2,158.3,,6,1,1.0,99999
6312,13100640000WB,158.3,158.4,,6,1,1.0,99999
6313,13100640000WB,158.4,158.5,,6,1,1.0,99999
6314,13100640000WB,158.5,158.6,,6,1,1.0,99999
6315,13100640000WB,158.6,158.7,,6,1,1.0,99999
6316,13100640000WB,158.7,158.8,,6,1,1.0,99999
6317,13100640000WB,158.8,158.9,,6,1,1.0,99999
6318,13100640000WB,158.9,159.0,,6,1,1.0,99999
6319,13100640000WB,159.0,159.1,,6,1,1.0,99999
6320,13100640000WB,159.1,159.2,,6,1,1.0,99999
6321,13100640000WB,159.3,159.4,,6,1,1.0,99999
6322,13100640000WB,159.7,159.8,,6,1,1.0,99999
6323,13100640000WB,159.8,159.9,,6,1,1.0,99999
6324,13100640000WB,160.0,160.1,,6,1,1.0,99999
6325,13100640000WB,160.1,160.2,,6,1,1.0,99999
6326,13100640000WB,159.5,159.6,,6,1,1.0,99999
6327,13100640000WB,158.14,158.2,,6,1,1.0,99999
6328,13100640000WB,159.2,159.3,,6,1,1.0,99999
6329,13100640000WB,159.9,160.0,,6,1,1.0,99999
6330,13100640000WB,159.6,159.7,,6,1,1.0,99999
6331,13100640000WB,159.426,159.5,,6,1,1.0,99999
6332,13100640000WB,158.1,158.14,,6,1,1.0,99999
6333,13100640000WB,159.41,159.426,,6,1,1.0,99999
6334,13100640000WB,159.404,159.41,,6,1,1.0,99999
6335,13100640000WB,159.4,159.404,,6,1,1.0,99999
6336,32202190000SB,30.2219,33.3205,,6,3,1.0,99999
6337,13202190000SB,0.321,1.06,,6,3,1.0,99999
6338,13202190000SB,1.06,1.393,,6,3,1.0,99999
6339,32202190000SB,28.9243,29.2538,,6,3,1.0,99999
6340,32202190000SB,29.4694,29.776,,6,3,1.0,99999
6341,13202190000SB,0.01,0.321,,6,3,1.0,99999
6342,32202190000SB,29.2538,29.4694,,6,3,1.0,99999
6343,32202190000SB,29.898,30.134,,6,3,1.0,99999
6344,32202190000SB,28.4681,28.68,,6,3,1.0,99999
6345,32202190000SB,28.75,28.9243,,6,3,1.0,99999
6346,13202190000SB,1.72,1.9464,,6,3,1.0,99999
6347,32202190000SB,30.134,30.2219,,6,3,1.0,99999
6348,13202190000SB,1.393,1.4986,,6,3,1.0,99999
6349,13202190000SB,1.4986,1.5943,,6,3,1.0,99999
6350,32202190000SB,29.776,29.898,,6,3,1.0,99999
6351,13202190000SB,1.5943,1.72,,6,3,1.0,99999
6352,32202190000SB,28.68,28.75,,6,3,1.0,99999
6353,32202190000SB,33.3205,33.34,,6,3,1.0,99999
6354,13202190000SB,0.0,0.01,,6,3,1.0,99999
6355,13202190000SB,3.8395,4.79,,6,3,1.0,99999
6356,13202190000SB,6.04,6.39,,6,3,1.0,99998
6357,13202190000SB,7.2326,7.8092,,6,3,1.0,99998
6358,13202190000SB,3.5533,3.8395,,6,3,1.0,99999
6359,13202190000SB,3.0968,3.5361,,6,3,1.0,99999
6360,13202190000SB,2.1721,2.55,,6,3,1.0,99999
6361,13202190000SB,2.57,3.0968,,6,3,1.0,99999
6362,13202190000SB,5.3713,5.69,,6,3,1.0,99998
6363,13202190000SB,8.36,8.5757,,6,3,1.0,99998
6364,13202190000SB,4.88,5.355,,6,3,1.0,99999
6365,13202190000SB,5.8,6.04,,6,3,1.0,99998
6366,13202190000SB,7.8092,8.05,,6,3,1.0,99998
6367,13202190000SB,1.9464,2.1561,,6,3,1.0,99999
6368,13202190000SB,8.05,8.3567,,6,3,1.0,99998
6369,13202190000SB,6.39,6.5056,,6,3,1.0,99998
6370,13202190000SB,7.17,7.2326,,6,3,1.0,99998
6371,13202190000SB,6.5456,6.635,,6,3,1.0,99998
6372,13202190000SB,6.8169,6.9543,,6,3,1.0,99998
6373,13202190000SB,10.0269,10.1082,,6,3,1.0,99998
6374,13202190000SB,6.7489,6.8169,,6,3,1.0,99998
6375,13202190000SB,5.69,5.8,,6,3,1.0,99998
6376,13202190000SB,7.0529,7.11,,6,3,1.0,99998
6377,13202190000SB,4.79,4.88,,6,3,1.0,99999
6378,13202190000SB,10.48,10.5637,,6,3,1.0,99998
6379,13202190000SB,10.1082,10.2,,6,3,1.0,99998
6380,13202190000SB,10.2,10.3466,,6,3,1.0,99998
6381,13202190000SB,10.3466,10.4,,6,3,1.0,99998
6382,13202190000SB,6.9543,7.0011,,6,3,1.0,99998
6383,13202190000SB,7.0011,7.0529,,6,3,1.0,99998
6384,13202190000SB,6.69,6.7489,,6,3,1.0,99998
6385,13202190000SB,7.11,7.17,,6,3,1.0,99998
6386,13202190000SB,10.4,10.4428,,6,3,1.0,99998
6387,13202190000SB,10.5637,10.59,,6,3,1.0,99998
6388,13202190000SB,8.5757,8.59,,6,3,1.0,99998
6389,13202190000SB,5.355,5.3713,,6,3,1.0,99998
6390,13202190000SB,10.4428,10.48,,6,3,1.0,99998
6391,13202190000SB,6.644,6.69,,6,3,1.0,99998
6392,13202190000SB,10.01,10.0269,,6,3,1.0,99998
6393,13202190000SB,3.5361,3.5533,,6,3,1.0,99999
6394,13202190000SB,2.1561,2.1721,,6,3,1.0,99999
6395,13202190000SB,2.55,2.57,,6,3,1.0,99999
6396,13202190000SB,6.5056,6.52,,6,3,1.0,99998
6397,13202190000SB,6.53,6.5456,,6,3,1.0,99998
6398,13202190000SB,6.635,6.644,,6,3,1.0,99998
6399,13202190000SB,8.3567,8.36,,6,3,1.0,99998
6400,13202190000SB,6.52,6.53,,6,3,1.0,99998
6401,13100640000WB,174.4,174.5,,6,1,1.0,99999
6402,13100640000WB,174.7,174.8,,6,1,1.0,99999
6403,13100640000WB,175.1,175.2,,6,1,1.0,99999
6404,13100640000WB,175.4,175.5,,6,1,1.0,99999
6405,13100640000WB,175.7,175.8,,6,1,1.0,99999
6406,13100640000WB,176.3,176.4,,6,1,1.0,99999
6407,13100640000WB,174.8,174.8901,,6,1,1.0,99999
6408,13100640000WB,172.819,172.9,,6,1,1.0,99999
6409,13100640000WB,172.9,172.975,,6,1,1.0,99999
6410,13100640000WB,173.0,173.1,,6,1,1.0,99999
6411,13100640000WB,173.1,173.2,,6,1,1.0,99999
6412,13100640000WB,173.2,173.3,,6,1,1.0,99999
6413,13100640000WB,173.4,173.5,,6,1,1.0,99999
6414,13100640000WB,173.6,173.7,,6,1,1.0,99999
6415,13100640000WB,174.2,174.3,,6,1,1.0,99999
6416,13100640000WB,174.3,174.4,,6,1,1.0,99999
6417,13100640000WB,174.9,175.0,,6,1,1.0,99999
6418,13100640000WB,175.0,175.1,,6,1,1.0,99999
6419,13100640000WB,175.3,175.4,,6,1,1.0,99999
6420,13100640000WB,175.5303,175.6,,6,1,1.0,99999
6421,13100640000WB,175.6,175.7,,6,1,1.0,99999
6422,13100640000WB,175.8,175.9,,6,1,1.0,99999
6423,13100640000WB,175.9,176.0,,6,1,1.0,99999
6424,13100640000WB,176.2,176.3,,6,1,1.0,99999
6425,13100640000WB,176.4,176.5,,6,1,1.0,99999
6426,13100640000WB,176.5,176.6,,6,1,1.0,99999
6427,13100640000WB,173.7,173.8,,6,1,1.0,99999
6428,13100640000WB,174.0,174.1,,6,1,1.0,99999
6429,13100640000WB,173.8,173.9,,6,1,1.0,99999
6430,13100640000WB,173.9,174.0,,6,1,1.0,99999
6431,13100640000WB,174.5,174.58,,6,1,1.0,99999
6432,13100640000WB,174.638,174.7,,6,1,1.0,99999
6433,13100640000WB,175.2,175.267,,6,1,1.0,99999
6434,13100640000WB,176.0,176.062,,6,1,1.0,99999
6435,13100640000WB,176.112,176.2,,6,1,1.0,99999
6436,13100640000WB,172.7,172.782,,6,1,1.0,99999
6437,13100640000WB,173.3,173.35,,6,1,1.0,99999
6438,13100640000WB,173.5211,173.6,,6,1,1.0,99999
6439,13100640000WB,172.634,172.678,,6,1,1.0,99999
6440,13100640000WB,174.168,174.2,,6,1,1.0,99999
6441,13100640000WB,174.6,174.638,,6,1,1.0,99999
6442,13100640000WB,176.062,176.1,,6,1,1.0,99999
6443,13100640000WB,173.355,173.4,,6,1,1.0,99999
6444,13100640000WB,175.5,175.5303,,6,1,1.0,99999
6445,13100640000WB,172.782,172.8,,6,1,1.0,99999
6446,13100640000WB,172.975,173.0,,6,1,1.0,99999
6447,13100640000WB,173.5,173.5211,,6,1,1.0,99999
6448,13100640000WB,172.6,172.634,,6,1,1.0,99999
6449,13100640000WB,172.678,172.7,,6,1,1.0,99999
6450,13100640000WB,174.108,174.1288,,6,1,1.0,99999
6451,13100640000WB,174.1327,174.168,,6,1,1.0,99999
6452,13100640000WB,174.58,174.6,,6,1,1.0,99999
6453,13100640000WB,175.2759,175.291,,6,1,1.0,99999
6454,13100640000WB,172.8,172.819,,6,1,1.0,99999
6455,13100640000WB,174.8901,174.9,,6,1,1.0,99999
6456,13100640000WB,174.1,174.108,,6,1,1.0,99999
6457,13100640000WB,176.1,176.112,,6,1,1.0,99999
6458,13100640000WB,175.267,175.2759,,6,1,1.0,99999
6459,13100640000WB,175.291,175.3,,6,1,1.0,99999
6460,13100640000WB,174.1288,174.1327,,6,1,1.0,99999
6461,13100640000WB,173.351,173.355,,6,1,1.0,99999
6462,13100640000WB,173.35,173.351,,6,1,1.0,99999
6463,13100640000WB,176.6,176.7,,6,1,1.0,99999
6464,13100640000WB,177.0,177.1,,6,1,1.0,99999
6465,13100640000WB,181.5,181.6,,6,1,1.0,99999
6466,13100640000WB,181.8,181.9,,6,1,1.0,99999
6467,13100640000WB,182.1,182.2,,6,1,1.0,99999
6468,13100640000WB,182.4,182.5,,6,1,1.0,99999
6469,13100640000WB,176.7,176.8,,6,1,1.0,99999
6470,13100640000WB,176.8,176.9,,6,1,1.0,99999
6471,13100640000WB,176.9,177.0,,6,1,1.0,99999
6472,13100640000WB,177.1,177.2,,6,1,1.0,99999
6473,13100640000WB,177.2,177.3,,6,1,1.0,99999
6474,13100640000WB,177.3,177.4,,6,1,1.0,99999
6475,13100640000WB,177.4,177.5,,6,1,1.0,99999
6476,13100640000WB,177.5,177.6,,6,1,1.0,99999
6477,13100640000WB,177.6,177.7,,6,1,1.0,99999
6478,13100640000WB,177.7,177.8,,6,1,1.0,99999
6479,13100640000WB,177.8,177.9,,6,1,1.0,99999
6480,13100640000WB,177.9,178.0,,6,1,1.0,99999
6481,13100640000WB,178.5032,178.6,,6,1,1.0,99999
6482,13100640000WB,178.6,178.7,,6,1,1.0,99999
6483,13100640000WB,178.7,178.8,,6,1,1.0,99999
6484,13100640000WB,178.8,178.9,,6,1,1.0,99999
6485,13100640000WB,178.9,178.979,,6,1,1.0,99999
6486,13100640000WB,179.0,179.1,,6,1,1.0,99999
6487,13100640000WB,179.1,179.2,,6,1,1.0,99999
6488,13100640000WB,181.1,181.2,,6,1,1.0,99999
6489,13100640000WB,181.2,181.3,,6,1,1.0,99999
6490,13100640000WB,181.3,181.4,,6,1,1.0,99999
6491,13100640000WB,181.4,181.5,,6,1,1.0,99999
6492,13100640000WB,181.6,181.7,,6,1,1.0,99999
6493,13100640000WB,181.7,181.8,,6,1,1.0,99999
6494,13100640000WB,182.5,182.6,,6,1,1.0,99999
6495,13100640000WB,182.6,182.7,,6,1,1.0,99999
6496,13100640000WB,178.3,178.38,,6,1,1.0,99999
6497,13100640000WB,178.4,178.5,,6,1,1.0,99999
6498,13100640000WB,181.9,182.0,,6,1,1.0,99999
6499,13100640000WB,182.0,182.1,,6,1,1.0,99999
6500,13100640000WB,182.2,182.3,,6,1,1.0,99999
6501,13100640000WB,182.3,182.4,,6,1,1.0,99999
6502,13100640000WB,178.0,178.1,,6,1,1.0,99999
6503,13100640000WB,178.1,178.2,,6,1,1.0,99999
6504,13100640000WB,178.2,178.3,,6,1,1.0,99999
6505,13100640000WB,181.0,181.1,,6,1,1.0,99999
6506,13100640000WB,179.244,179.287,,6,1,1.0,99999
6507,13100640000WB,178.38,178.4,,6,1,1.0,99999
6508,13100640000WB,179.3,179.3405,,6,1,1.0,99999
6509,13100640000WB,179.3405,179.375,,6,1,1.0,99999
6510,13100640000WB,179.375,179.4,,6,1,1.0,99999
6511,13100640000WB,179.212,179.244,,6,1,1.0,99999
6512,13100640000WB,178.979,179.0,,6,1,1.0,99999
6513,13100640000WB,179.287,179.3,,6,1,1.0,99999
6514,13100640000WB,179.2,179.212,,6,1,1.0,99999
6515,13100640000WB,178.5,178.5032,,6,1,1.0,99999
6516,13100640000WB,183.5,183.6,,6,1,1.0,99999
6517,13100640000WB,182.9063,183.0,,6,1,1.0,99999
6518,13100640000WB,182.7,182.8,,6,1,1.0,99999
6519,13100640000WB,182.8,182.9,,6,1,1.0,99999
6520,13100640000WB,183.0,183.1,,6,1,1.0,99999
6521,13100640000WB,183.1,183.2,,6,1,1.0,99999
6522,13100640000WB,183.6,183.7,,6,1,1.0,99999
6523,13100640000WB,183.7,183.8,,6,1,1.0,99999
6524,13100640000WB,183.9,184.0,,6,1,1.0,99999
6525,13100640000WB,183.4,183.5,,6,1,1.0,99999
6526,13100640000WB,183.2,183.3,,6,1,1.0,99999
6527,13100640000WB,183.3,183.3566,,6,1,1.0,99999
6528,13100640000WB,183.8,183.9,,6,1,1.0,99999
6529,13100640000WB,183.3566,183.4,,6,1,1.0,99999
6530,13100640000WB,184.0006,184.02,,6,1,1.0,99999
6531,13100640000WB,182.9,182.9063,,6,1,1.0,99999
6532,13100640000WB,184.0,184.0006,,6,1,1.0,99999
6533,13202190000SB,13.29,13.75,,6,3,1.0,99998
6534,13202190000SB,12.22,12.41,,6,3,1.0,99998
6535,13202190000SB,11.398,11.5475,,6,3,1.0,99998
6536,13202190000SB,10.59,10.7835,,6,3,1.0,99998
6537,13202190000SB,11.7,11.8785,,6,3,1.0,99998
6538,13100640000WB,164.6,164.7,,6,1,1.0,99999
6539,13100640000WB,164.9,165.0,,6,1,1.0,99999
6540,13100640000WB,165.3,165.4,,6,1,1.0,99999
6541,13100640000WB,167.6,167.7,,6,1,1.0,99999
6542,13100640000WB,168.8,168.9,,6,1,1.0,99999
6543,13100640000WB,169.3,169.4,,6,1,1.0,99998
6544,13202190000SB,12.5745,12.6555,,6,3,1.0,99998
6545,13202190000SB,10.8576,10.9522,,6,3,1.0,99998
6546,13202190000SB,11.5788,11.6907,,6,3,1.0,99998
6547,13202190000SB,12.41,12.5484,,6,3,1.0,99998
6548,13202190000SB,13.03,13.23,,6,3,1.0,99998
6549,13202190000SB,12.92,13.03,,6,3,1.0,99998
6550,13202190000SB,11.8785,12.0378,,6,3,1.0,99998
6551,13202190000SB,11.12,11.2638,,6,3,1.0,99998
6552,13100640000WB,166.44,166.5,,6,1,1.0,99999
6553,13100640000WB,164.2,164.3,,6,1,1.0,99999
6554,13100640000WB,164.3,164.4,,6,1,1.0,99999
6555,13100640000WB,164.4,164.5,,6,1,1.0,99999
6556,13100640000WB,164.5,164.6,,6,1,1.0,99999
6557,13100640000WB,164.7,164.8,,6,1,1.0,99999
6558,13100640000WB,164.8,164.9,,6,1,1.0,99999
6559,13100640000WB,165.0,165.1,,6,1,1.0,99999
6560,13100640000WB,165.1,165.2,,6,1,1.0,99999
6561,13100640000WB,165.2,165.3,,6,1,1.0,99999
6562,13100640000WB,165.4,165.5,,6,1,1.0,99999
6563,13100640000WB,165.5,165.6,,6,1,1.0,99999
6564,13100640000WB,165.6,165.7,,6,1,1.0,99999
6565,13100640000WB,165.7,165.8,,6,1,1.0,99999
6566,13100640000WB,165.9,166.0,,6,1,1.0,99999
6567,13100640000WB,166.0,166.1,,6,1,1.0,99999
6568,13100640000WB,166.1,166.2,,6,1,1.0,99999
6569,13100640000WB,166.2,166.3,,6,1,1.0,99999
6570,13100640000WB,166.3,166.4,,6,1,1.0,99999
6571,13100640000WB,166.5,166.6,,6,1,1.0,99999
6572,13100640000WB,166.6,166.7,,6,1,1.0,99999
6573,13100640000WB,166.7,166.8,,6,1,1.0,99999
6574,13100640000WB,166.8,166.9,,6,1,1.0,99999
6575,13100640000WB,166.9,166.9967,,6,1,1.0,99999
6576,13100640000WB,167.0,167.1,,6,1,1.0,99999
6577,13100640000WB,167.1,167.2,,6,1,1.0,99999
6578,13100640000WB,167.2,167.3,,6,1,1.0,99999
6579,13100640000WB,167.3,167.4,,6,1,1.0,99999
6580,13100640000WB,167.4,167.5,,6,1,1.0,99999
6581,13100640000WB,167.5,167.6,,6,1,1.0,99999
6582,13100640000WB,167.7,167.8,,6,1,1.0,99999
6583,13100640000WB,167.8,167.9,,6,1,1.0,99999
6584,13100640000WB,167.9,168.0,,6,1,1.0,99999
6585,13100640000WB,168.0,168.1,,6,1,1.0,99999
6586,13100640000WB,168.1,168.2,,6,1,1.0,99999
6587,13100640000WB,168.2,168.3,,6,1,1.0,99999
6588,13100640000WB,168.3,168.4,,6,1,1.0,99999
6589,13100640000WB,168.4,168.5,,6,1,1.0,99999
6590,13100640000WB,168.5,168.6,,6,1,1.0,99999
6591,13100640000WB,168.6,168.7,,6,1,1.0,99999
6592,13100640000WB,168.7,168.8,,6,1,1.0,99999
6593,13100640000WB,169.1,169.2,,6,1,1.0,99998
6594,13100640000WB,169.2,169.3,,6,1,1.0,99998
6595,13100640000WB,169.5,169.6,,6,1,1.0,99998
6596,13100640000WB,169.6,169.7,,6,1,1.0,99998
6597,13100640000WB,165.8,165.856,,6,1,1.0,99999
6598,13202190000SB,12.7326,12.7818,,6,3,1.0,99998
6599,13202190000SB,12.7994,12.849,,6,3,1.0,99998
6600,13202190000SB,12.6555,12.7326,,6,3,1.0,99998
6601,13202190000SB,10.7835,10.8576,,6,3,1.0,99998
6602,13202190000SB,10.9522,11.0165,,6,3,1.0,99998
6603,13202190000SB,12.0378,12.1018,,6,3,1.0,99998
6604,13202190000SB,12.1018,12.1654,,6,3,1.0,99998
6605,13202190000SB,12.1654,12.22,,6,3,1.0,99998
6606,13100640000WB,168.9083,168.9382,,6,1,1.0,99999
6607,13202190000SB,11.3325,11.3947,,6,3,1.0,99998
6608,13202190000SB,12.849,12.92,,6,3,1.0,99998
6609,13202190000SB,13.23,13.29,,6,3,1.0,99998
6610,13100640000WB,169.0,169.0598,,6,1,1.0,99998
6611,13100640000WB,169.0598,169.1,,6,1,1.0,99998
6612,13100640000WB,169.7,169.7319,,6,1,1.0,99998
6613,13100640000WB,169.7319,169.8,,6,1,1.0,99998
6614,13100640000WB,169.8,169.8502,,6,1,1.0,99998
6615,13100640000WB,169.8502,169.9,,6,1,1.0,99998
6616,13100640000WB,169.437,169.5,,6,1,1.0,99998
6617,13202190000SB,11.0165,11.0517,,6,3,1.0,99998
6618,13202190000SB,11.5475,11.5788,,6,3,1.0,99998
6619,13202190000SB,11.0517,11.0973,,6,3,1.0,99998
6620,13202190000SB,12.5484,12.5745,,6,3,1.0,99998
6621,13100640000WB,166.41,166.44,,6,1,1.0,99999
6622,13100640000WB,168.9382,168.978,,6,1,1.0,99999
6623,13202190000SB,11.0973,11.12,,6,3,1.0,99998
6624,13202190000SB,11.2638,11.3,,6,3,1.0,99998
6625,13202190000SB,11.3,11.33,,6,3,1.0,99998
6626,13100640000WB,164.1766,164.2,,6,1,1.0,99999
6627,13100640000WB,168.978,169.0,,6,1,1.0,99998
6628,13100640000WB,169.419,169.437,,6,1,1.0,99998
6629,13100640000WB,165.88,165.9,,6,1,1.0,99999
6630,13202190000SB,12.7818,12.7994,,6,3,1.0,99998
6631,13202190000SB,11.6907,11.7,,6,3,1.0,99998
6632,13100640000WB,166.4,166.41,,6,1,1.0,99999
6633,13100640000WB,168.9,168.9083,,6,1,1.0,99999
6634,13100640000WB,165.87,165.88,,6,1,1.0,99999
6635,13100640000WB,169.4137,169.419,,6,1,1.0,99998
6636,13100640000WB,165.8625,165.87,,6,1,1.0,99999
6637,13100640000WB,169.4,169.407,,6,1,1.0,99998
6638,13100640000WB,165.856,165.8606,,6,1,1.0,99999
6639,13202190000SB,11.3947,11.398,,6,3,1.0,99998
6640,13202190000SB,11.33,11.3325,,6,3,1.0,99998
6641,13100640000WB,169.41,169.4137,,6,1,1.0,99998
6642,13100640000WB,166.9967,167.0,,6,1,1.0,99999
6643,13100640000WB,169.407,169.41,,6,1,1.0,99998
6644,13100640000WB,165.8606,165.8625,,6,1,1.0,99999
6645,13202190000SB,15.3525,15.74,,6,3,1.0,99999
6646,13202190000SB,16.71,17.2201,,6,3,1.0,99999
6647,13202190000SB,15.8,16.1947,,6,3,1.0,99999
6648,13202190000SB,13.75,14.2415,,6,3,1.0,99998
6649,13202190000SB,15.06,15.35,,6,3,1.0,99999
6650,13202190000SB,14.34,14.49,,6,3,1.0,99998
6651,13202190000SB,14.6274,14.92,,6,3,1.0,99999
6652,13202190000SB,16.5144,16.71,,6,3,1.0,99999
6653,13100640000WB,170.4,170.5,,6,1,1.0,99999
6654,13100640000WB,170.7,170.8,,6,1,1.0,99999
6655,13100640000WB,171.0,171.1,,6,1,1.0,99999
6656,13100640000WB,171.3,171.4,,6,1,1.0,99999
6657,13100640000WB,172.4,172.5,,6,1,1.0,99999
6658,13202190000SB,14.2415,14.34,,6,3,1.0,99998
6659,13202190000SB,17.2201,17.3189,,6,3,1.0,99999
6660,13202190000SB,16.3693,16.45,,6,3,1.0,99999
6661,13202190000SB,16.24,16.3693,,6,3,1.0,99999
6662,13100640000WB,172.5391,172.6,,6,1,1.0,99999
6663,13100640000WB,169.9,170.0,,6,1,1.0,99998
6664,13100640000WB,170.0,170.1,,6,1,1.0,99998
6665,13100640000WB,170.1,170.2,,6,1,1.0,99998
6666,13100640000WB,170.3,170.4,,6,1,1.0,99999
6667,13100640000WB,170.5,170.6,,6,1,1.0,99999
6668,13100640000WB,170.6,170.7,,6,1,1.0,99999
6669,13100640000WB,170.8,170.9,,6,1,1.0,99999
6670,13100640000WB,170.9,171.0,,6,1,1.0,99999
6671,13100640000WB,171.1,171.2,,6,1,1.0,99999
6672,13100640000WB,171.2,171.3,,6,1,1.0,99999
6673,13100640000WB,171.4,171.5,,6,1,1.0,99999
6674,13100640000WB,171.5,171.6,,6,1,1.0,99999
6675,13100640000WB,171.6,171.7,,6,1,1.0,99999
6676,13100640000WB,171.7,171.8,,6,1,1.0,99999
6677,13100640000WB,171.9,172.0,,6,1,1.0,99999
6678,13100640000WB,172.0,172.1,,6,1,1.0,99999
6679,13100640000WB,172.1,172.2,,6,1,1.0,99999
6680,13100640000WB,172.2,172.3,,6,1,1.0,99999
6681,13100640000WB,172.3,172.4,,6,1,1.0,99999
6682,13202190000SB,14.92,14.97,,6,3,1.0,99999
6683,13202190000SB,14.49,14.54,,6,3,1.0,99998
6684,13202190000SB,17.3189,17.3547,,6,3,1.0,99999
6685,13202190000SB,16.45,16.5144,,6,3,1.0,99999
6686,13202190000SB,16.1947,16.24,,6,3,1.0,99999
6687,13202190000SB,14.576,14.6274,,6,3,1.0,99999
6688,13202190000SB,15.0,15.05,,6,3,1.0,99999
6689,13100640000WB,170.2,170.245,,6,1,1.0,99998
6690,13100640000WB,170.245,170.3,,6,1,1.0,99999
6691,13100640000WB,171.8,171.9,,6,1,1.0,99999
6692,13202190000SB,17.3824,17.4152,,6,3,1.0,99999
6693,13202190000SB,17.3547,17.3824,,6,3,1.0,99999
6694,13202190000SB,15.7611,15.8,,6,3,1.0,99999
6695,13202190000SB,14.54,14.576,,6,3,1.0,99998
6696,13202190000SB,14.97,15.0,,6,3,1.0,99999
6697,13100640000WB,172.5,172.5391,,6,1,1.0,99999
6698,13202190000SB,15.74,15.7611,,6,3,1.0,99999
6699,13202190000SB,15.05,15.06,,6,3,1.0,99999
6700,13202190000SB,15.35,15.3525,,6,3,1.0,99999
6701,13202190000SB,18.9241,20.96,,6,3,1.0,99999
6702,13202190000SB,17.77,18.48,,6,3,1.0,99999
6703,13202190000SB,23.6466,24.4813,,6,3,1.0,99999
6704,13202190000SB,22.83,23.4,,6,3,1.0,99999
6705,13202190000SB,17.4152,17.77,,6,3,1.0,99999
6706,13202190000SB,18.48,18.9241,,6,3,1.0,99999
6707,13202190000SB,22.4461,22.83,,6,3,1.0,99999
6708,13202190000SB,21.93,22.4461,,6,3,1.0,99999
6709,13202190000SB,21.5216,21.7135,,6,3,1.0,99999
6710,13202190000SB,23.4,23.6466,,6,3,1.0,99999
6711,13202190000SB,20.96,21.13,,6,3,1.0,99999
6712,13202190000SB,21.7135,21.93,,6,3,1.0,99999
6713,13202190000SB,21.34,21.47,,6,3,1.0,99999
6714,13202190000SB,21.13,21.21,,6,3,1.0,99999
6715,13202190000SB,21.21,21.33,,6,3,1.0,99999
6716,13202190000SB,21.47,21.5216,,6,3,1.0,99999
6717,13202190000SB,21.33,21.34,,6,3,1.0,99999
6718,13100640000WB,180.2359,180.3,,6,1,1.0,99999
6719,13100640000WB,179.4,179.5,,6,1,1.0,99999
6720,13100640000WB,179.6,179.7,,6,1,1.0,99999
6721,13100640000WB,179.7,179.8,,6,1,1.0,99999
6722,13100640000WB,179.8,179.9,,6,1,1.0,99999
6723,13100640000WB,179.9,180.0,,6,1,1.0,99999
6724,13100640000WB,180.0,180.1,,6,1,1.0,99999
6725,13100640000WB,180.1,180.2,,6,1,1.0,99999
6726,13100640000WB,180.4,180.5,,6,1,1.0,99999
6727,13100640000WB,180.8,180.9,,6,1,1.0,99999
6728,13100640000WB,180.935,181.0,,6,1,1.0,99999
6729,13100640000WB,180.303,180.4,,6,1,1.0,99999
6730,13100640000WB,180.62,180.6749,,6,1,1.0,99999
6731,13100640000WB,179.5,179.5585,,6,1,1.0,99999
