,RouteId,BeginPoint,EndPoint,RouteNumber,FsystemVn,NhsVn,FacilityTypeVn,RouteSigning,DirThroughLanesVn,IriVn
1575,18100770000SB,133.1,133.2,,1,1,6,,2,56
1576,18100770000SB,133.8,133.9,,1,1,6,,2,105
1577,18100770000SB,133.9,134.0,,1,1,6,,2,53
1578,18100770000SB,134.0,134.1,,1,1,6,,2,102
1579,18100770000SB,134.4,134.5,,1,1,6,,2,54
1580,18100770000SB,134.6,134.7,,1,1,6,,2,65
1581,18100770000SB,134.7,134.8,,1,1,6,,2,59
1582,18100770000SB,135.0,135.1,,1,1,6,,2,53
1583,18100770000SB,135.2184,135.3,,1,1,6,,2,191
1584,18100770000SB,135.3,135.4,,1,1,6,,2,186
1585,18100770000SB,135.4,135.5,,1,1,6,,2,146
1586,18100770000SB,136.0,136.1,,1,1,6,,2,54
1587,18100770000SB,136.1,136.2,,1,1,6,,2,105
1588,18100770000SB,136.6,136.7,,1,1,6,,2,96
1589,18100770000SB,136.7,136.8,,1,1,6,,2,126
1590,18100770000SB,136.8,136.9,,1,1,6,,2,95
1591,18100770000SB,137.1,137.2,,1,1,6,,2,148
1592,18100770000SB,137.2,137.3,,1,1,6,,2,96
1593,18100770000SB,137.9,138.0,,1,1,6,,2,80
1594,18100770000SB,138.5,138.6,,1,1,6,,2,105
1595,18100770000SB,138.6,138.7,,1,1,6,,2,89
1596,18100770000SB,138.7,138.8,,1,1,6,,2,52
1597,18100770000SB,139.1,139.2,,1,1,6,,2,95
1598,18100770000SB,139.2,139.3,,1,1,6,,2,57
1599,18100770000SB,139.3,139.4,,1,1,6,,2,73
1600,18100770000SB,139.5,139.6,,1,1,6,,2,104
1601,18100770000SB,139.6,139.7,,1,1,6,,2,103
1602,18100770000SB,139.7,139.8,,1,1,6,,2,88
1603,18100770000SB,133.2,133.3,,1,1,6,,2,98
1604,18100770000SB,133.3,133.4,,1,1,6,,2,155
1605,18100770000SB,137.715,137.8,,1,1,6,,2,117
1606,18100770000SB,132.5702,132.6,,1,1,6,,2,138
1607,18100770000SB,132.7,132.767,,1,1,6,,2,64
1608,18100770000SB,132.5,132.5702,,1,1,6,,2,138
1609,18100770000SB,132.767,132.8,,1,1,6,,2,64
1610,18100770000SB,136.3,136.4,,1,1,6,,2,143
1611,18100770000SB,137.4,137.4449,,1,1,6,,2,100
1612,18100770000SB,137.4449,137.5,,1,1,6,,2,100
1613,18100770000SB,138.3,138.367,,1,1,6,,2,69
1614,18100770000SB,134.54,134.6,,1,1,6,,2,77
1615,18100770000SB,135.1,135.2,,1,1,6,,2,93
1616,18100770000SB,135.5,135.6,,1,1,6,,2,194
1617,18100770000SB,137.6037,137.665,,1,1,6,,2,178
1618,18100770000SB,137.838,137.9,,1,1,6,,2,112
1619,18100770000SB,137.6727,137.7,,1,1,6,,2,178
1620,18100770000SB,138.367,138.4,,1,1,6,,2,69
1621,18100770000SB,134.5,134.54,,1,1,6,,2,77
1622,18100770000SB,135.2,135.2184,,1,1,6,,2,191
1623,18100770000SB,138.0,138.1,,1,1,6,,2,141
1624,18100770000SB,138.1,138.19,,1,1,6,,2,124
1625,18100770000SB,137.8,137.814,,1,1,6,,2,112
1626,18100770000SB,137.822,137.838,,1,1,6,,2,112
1627,18100770000SB,138.19,138.2,,1,1,6,,2,124
1628,18100770000SB,137.7,137.715,,1,1,6,,2,117
1629,18100770000SB,137.665,137.6727,,1,1,6,,2,178
1630,18100770000SB,137.814,137.8201,,1,1,6,,2,112
1631,18100770000SB,137.6,137.6037,,1,1,6,,2,178
1632,18100770000SB,137.8201,137.822,,1,1,6,,2,112
1633,18100770000SB,142.7,142.8,,1,1,6,,2,101
1634,18100770000SB,142.2,142.3,,1,1,6,,2,156
1635,18100770000SB,142.3,142.4,,1,1,6,,2,91
1636,18100770000SB,142.4,142.5,,1,1,6,,2,109
1637,18100770000SB,142.5,142.6,,1,1,6,,2,93
1638,18100770000SB,142.6,142.7,,1,1,6,,2,60
1639,18100770000SB,142.8,142.9,,1,1,6,,2,89
1640,18100770000SB,143.0,143.1,,1,1,6,,2,65
1641,18100770000SB,143.1,143.2,,1,1,6,,2,103
1642,18100770000SB,142.9,143.0,,1,1,6,,2,84
1643,18100770000SB,142.1,142.2,,1,1,6,,2,85
1644,18100770000SB,140.1,140.2,,1,1,6,,2,75
1645,18100770000SB,145.1,145.2,,1,1,6,,2,93
1646,18100770000SB,145.751,145.8,,1,1,6,,2,91
1647,18100770000SB,145.807,145.9,,1,1,6,,2,91
1648,18100770000SB,140.2137,140.3,,1,1,6,,2,81
1649,18100770000SB,140.3,140.4,,1,1,6,,2,96
1650,18100770000SB,140.4,140.5,,1,1,6,,2,121
1651,18100770000SB,140.5,140.6,,1,1,6,,2,60
1652,18100770000SB,140.6,140.7,,1,1,6,,2,101
1653,18100770000SB,140.7,140.8,,1,1,6,,2,91
1654,18100770000SB,140.9,141.0,,1,1,6,,2,84
1655,18100770000SB,141.0,141.1,,1,1,6,,2,58
1656,18100770000SB,143.6,143.7,,1,1,6,,2,63
1657,18100770000SB,143.8,143.9,,1,1,6,,2,74
1658,18100770000SB,143.9,144.0,,1,1,6,,2,75
1659,18100770000SB,144.0,144.1,,1,1,6,,2,60
1660,18100770000SB,144.1,144.2,,1,1,6,,2,76
1661,18100770000SB,144.3,144.4,,1,1,6,,2,112
1662,18100770000SB,144.4,144.5,,1,1,6,,2,76
1663,18100770000SB,144.51,144.6,,1,1,6,,2,85
1664,18100770000SB,144.6,144.7,,1,1,6,,2,85
1665,18100770000SB,146.0,146.1,,1,1,6,,2,52
1666,18100770000SB,146.4,146.5,,1,1,6,,2,37
1667,18100770000SB,146.5073,146.6,,1,1,6,,2,34
1668,18100770000SB,146.6,146.7,,1,1,6,,2,34
1669,18100770000SB,146.7,146.8,,1,1,6,,2,40
1670,18100770000SB,146.8,146.9,,1,1,6,,2,36
1671,18100770000SB,146.9,147.0,,1,1,6,,2,35
1672,18100770000SB,147.0,147.1,,1,1,6,,2,34
1673,18100770000SB,139.8,139.9,,1,1,6,,2,100
1674,18100770000SB,139.9,140.0,,1,1,6,,2,96
1675,18100770000SB,140.0,140.1,,1,1,6,,2,112
1676,18100770000SB,141.1,141.2,,1,1,6,,2,76
1677,18100770000SB,141.2,141.3,,1,1,6,,2,113
1678,18100770000SB,141.3,141.4,,1,1,6,,2,80
1679,18100770000SB,141.4,141.5,,1,1,6,,2,103
1680,18100770000SB,141.5,141.6,,1,1,6,,2,72
1681,18100770000SB,141.6,141.7,,1,1,6,,2,83
1682,18100770000SB,141.7,141.8,,1,1,6,,2,159
1683,18100770000SB,141.9,142.0,,1,1,6,,2,106
1684,18100770000SB,142.0,142.1,,1,1,6,,2,87
1685,18100770000SB,143.3,143.4,,1,1,6,,2,106
1686,18100770000SB,143.4,143.5,,1,1,6,,2,122
1687,18100770000SB,144.7,144.8,,1,1,6,,2,83
1688,18100770000SB,144.8,144.9,,1,1,6,,2,71
1689,18100770000SB,144.9,145.0,,1,1,6,,2,82
1690,18100770000SB,145.0,145.1,,1,1,6,,2,60
1691,18100770000SB,145.2,145.3,,1,1,6,,2,83
1692,18100770000SB,145.3,145.4,,1,1,6,,2,70
1693,18100770000SB,145.74,145.751,,1,1,6,,2,91
1694,18100770000SB,143.5517,143.6,,1,1,6,,2,84
1695,18100770000SB,143.7,143.8,,1,1,6,,2,88
1696,18100770000SB,145.4,145.45,,1,1,6,,2,111
1697,18100770000SB,141.8,141.9,,1,1,6,,2,112
1698,18100770000SB,143.5,143.5517,,1,1,6,,2,84
1699,18100770000SB,145.5,145.6,,1,1,6,,2,74
1700,18100770000SB,145.6,145.7,,1,1,6,,2,94
1701,18100770000SB,140.851,140.9,,1,1,6,,2,108
1702,18100770000SB,143.2,143.252,,1,1,6,,2,121
1703,18100770000SB,144.242,144.3,,1,1,6,,2,95
1704,18100770000SB,145.935,146.0,,1,1,6,,2,98
1705,18100770000SB,145.7,145.74,,1,1,6,,2,91
1706,18100770000SB,145.45,145.5,,1,1,6,,2,111
1707,18100770000SB,146.36,146.4,,1,1,6,,2,48
1708,18100770000SB,146.1,146.2,,1,1,6,,2,58
1709,18100770000SB,140.8,140.829,,1,1,6,,2,108
1710,18100770000SB,144.21,144.2331,,1,1,6,,2,95
1711,18100770000SB,140.2,140.2137,,1,1,6,,2,81
1712,18100770000SB,146.5,146.5073,,1,1,6,,2,34
1713,18100770000SB,146.3,146.36,,1,1,6,,2,48
1714,18100770000SB,146.2,146.3,,1,1,6,,2,64
1715,18100770000SB,140.829,140.8406,,1,1,6,,2,108
1716,18100770000SB,140.8406,140.851,,1,1,6,,2,108
1717,18100770000SB,143.252,143.2657,,1,1,6,,2,121
1718,18100770000SB,143.2657,143.284,,1,1,6,,2,121
1719,18100770000SB,143.284,143.3,,1,1,6,,2,121
1720,18100770000SB,145.9167,145.935,,1,1,6,,2,98
1721,18100770000SB,145.8,145.807,,1,1,6,,2,91
1722,18100770000SB,144.5,144.51,,1,1,6,,2,85
1723,18100770000SB,144.2,144.21,,1,1,6,,2,95
1724,18100770000SB,144.2331,144.242,,1,1,6,,2,95
1725,18100770000SB,145.9,145.907,,1,1,6,,2,98
1726,18100770000SB,145.907,145.9111,,1,1,6,,2,98
1727,18100770000SB,145.9111,145.9167,,1,1,6,,2,98
1728,18100770000SB,151.1,151.2,,1,1,6,,2,35
1729,18100770000SB,151.4,151.5,,1,1,6,,2,46
1730,18100770000SB,152.3,152.4,,1,1,6,,2,42
1731,18100770000SB,147.83,147.9,,1,1,6,,2,95
1732,18100770000SB,147.1,147.2,,1,1,6,,2,42
1733,18100770000SB,147.2,147.3,,1,1,6,,2,44
1734,18100770000SB,147.3,147.4,,1,1,6,,2,32
1735,18100770000SB,147.4,147.5,,1,1,6,,2,31
1736,18100770000SB,147.5,147.6,,1,1,6,,2,38
1737,18100770000SB,147.6,147.7,,1,1,6,,2,35
1738,18100770000SB,147.9,148.0,,1,1,6,,2,35
1739,18100770000SB,148.0,148.1,,1,1,6,,2,33
1740,18100770000SB,148.1,148.2,,1,1,6,,2,36
1741,18100770000SB,148.2,148.3,,1,1,6,,2,38
1742,18100770000SB,150.5,150.6,,1,1,6,,2,28
1743,18100770000SB,151.5,151.6,,1,1,6,,2,42
1744,18100770000SB,151.6,151.7,,1,1,6,,2,44
1745,18100770000SB,151.7,151.8,,1,1,6,,2,69
1746,18100770000SB,151.8,151.9,,1,1,6,,2,43
1747,18100770000SB,151.9,152.0,,1,1,6,,2,40
1748,18100770000SB,152.0,152.1,,1,1,6,,2,42
1749,18100770000SB,152.1,152.2,,1,1,6,,2,39
1750,18100770000SB,152.2,152.3,,1,1,6,,2,40
1751,18100770000SB,152.4,152.5,,1,1,6,,2,42
1752,18100770000SB,152.5,152.6,,1,1,6,,2,40
1753,18100770000SB,152.6,152.7,,1,1,6,,2,39
1754,18100770000SB,152.7,152.8,,1,1,6,,2,42
1755,18100770000SB,152.8,152.9,,1,1,6,,2,44
1756,18100770000SB,152.9,152.9901,,1,1,6,,2,45
1757,18100770000SB,153.0,153.1,,1,1,6,,2,38
1758,18100770000SB,148.4,148.5,,1,1,6,,2,46
1759,18100770000SB,148.5,148.6,,1,1,6,,2,37
1760,18100770000SB,148.7,148.8,,1,1,6,,2,39
1761,18100770000SB,148.8,148.9,,1,1,6,,2,43
1762,18100770000SB,148.9,149.0,,1,1,6,,2,37
1763,18100770000SB,149.0,149.1,,1,1,6,,2,40
1764,18100770000SB,149.2,149.3,,1,1,6,,2,40
1765,18100770000SB,149.3,149.4,,1,1,6,,2,39
1766,18100770000SB,149.4,149.5,,1,1,6,,2,38
1767,18100770000SB,149.5,149.6,,1,1,6,,2,44
1768,18100770000SB,149.6,149.7,,1,1,6,,2,52
1769,18100770000SB,149.7,149.8,,1,1,6,,2,41
1770,18100770000SB,149.8,149.9,,1,1,6,,2,38
1771,18100770000SB,149.9,149.9826,,1,1,6,,2,38
1772,18100770000SB,150.0,150.1,,1,1,6,,2,46
1773,18100770000SB,150.1,150.2,,1,1,6,,2,46
1774,18100770000SB,150.2,150.3,,1,1,6,,2,40
1775,18100770000SB,150.3,150.372,,1,1,6,,2,38
1776,18100770000SB,150.4,150.5,,1,1,6,,2,37
1777,18100770000SB,150.6,150.7,,1,1,6,,2,31
1778,18100770000SB,150.7,150.8,,1,1,6,,2,35
1779,18100770000SB,150.9,151.0,,1,1,6,,2,40
1780,18100770000SB,151.0,151.1,,1,1,6,,2,44
1781,18100770000SB,151.2,151.3,,1,1,6,,2,33
1782,18100770000SB,151.3,151.4,,1,1,6,,2,76
1783,18100770000SB,147.7539,147.8,,1,1,6,,2,45
1784,18100770000SB,147.8,147.83,,1,1,6,,2,95
1785,18100770000SB,147.7,147.7539,,1,1,6,,2,45
1786,18100770000SB,148.6,148.6455,,1,1,6,,2,34
1787,18100770000SB,148.6455,148.7,,1,1,6,,2,34
1788,18100770000SB,149.1,149.2,,1,1,6,,2,42
1789,18100770000SB,150.835,150.9,,1,1,6,,2,37
1790,18100770000SB,148.3,148.355,,1,1,6,,2,60
1791,18100770000SB,149.9826,150.0,,1,1,6,,2,38
1792,18100770000SB,150.372,150.4,,1,1,6,,2,38
1793,18100770000SB,150.8,150.831,,1,1,6,,2,37
1794,18100770000SB,148.359,148.4,,1,1,6,,2,60
1795,18100770000SB,152.9901,153.0,,1,1,6,,2,45
1796,18100770000SB,150.831,150.835,,1,1,6,,2,37
1797,18100770000SB,148.355,148.359,,1,1,6,,2,60
1798,18100770000SB,153.4,153.5,,1,1,6,,2,39
1799,18100770000SB,153.7,153.8,,1,1,6,,2,36
1800,18100770000SB,153.9,154.0,,1,1,6,,2,34
1801,18100770000SB,154.2,154.3,,1,1,6,,2,42
1802,18100770000SB,153.8,153.9,,1,1,6,,2,31
1803,18100770000SB,153.1,153.2,,1,1,6,,2,40
1804,18100770000SB,154.1,154.2,,1,1,6,,2,41
1805,18100770000SB,154.4,154.5,,1,1,6,,2,39
1806,18100770000SB,154.6,154.7,,1,1,6,,2,44
1807,18100770000SB,154.8,154.9,,1,1,6,,2,33
1808,18100770000SB,155.0,155.1,,1,1,6,,2,43
1809,18100770000SB,155.1,155.2,,1,1,6,,2,42
1810,18100770000SB,155.2,155.3,,1,1,6,,2,33
1811,18100770000SB,155.3,155.4,,1,1,6,,2,35
1812,18100770000SB,155.4,155.5,,1,1,6,,2,32
1813,18100770000SB,155.5,155.6,,1,1,6,,2,33
1814,18100770000SB,155.6,155.7,,1,1,6,,2,37
1815,18100770000SB,155.7,155.8,,1,1,6,,2,40
1816,18100770000SB,155.8,155.9,,1,1,6,,2,39
1817,18100770000SB,153.2,153.3,,1,1,6,,2,37
1818,18100770000SB,153.3,153.4,,1,1,6,,2,39
1819,18100770000SB,153.5,153.6,,1,1,6,,2,53
1820,18100770000SB,153.6,153.7,,1,1,6,,2,38
1821,18100770000SB,155.9,156.0,,1,1,6,,2,41
1822,18100770000SB,154.0,154.0372,,1,1,6,,2,39
1823,18100770000SB,154.0372,154.1,,1,1,6,,2,39
1824,18100770000SB,154.5,154.5756,,1,1,6,,2,47
1825,18100770000SB,154.7,154.758,,1,1,6,,2,41
1826,18100770000SB,154.758,154.8,,1,1,6,,2,41
1827,18100770000SB,154.3,154.353,,1,1,6,,2,110
1828,18100770000SB,154.9,154.969,,1,1,6,,2,44
1829,18100770000SB,154.5756,154.6,,1,1,6,,2,47
1830,18100770000SB,154.3595,154.385,,1,1,6,,2,110
1831,18100770000SB,154.973,155.0,,1,1,6,,2,44
1832,18100770000SB,154.385,154.4,,1,1,6,,2,110
1833,18100770000SB,154.353,154.3595,,1,1,6,,2,110
1834,18100770000SB,154.97,154.973,,1,1,6,,2,44
1835,18100770000SB,154.969,154.97,,1,1,6,,2,44
1836,54100770000SB,159.0,159.1,,1,1,6,,2,44
1837,54100770000SB,159.3,159.4,,1,1,6,,2,50
1838,54100770000SB,159.7,159.8,,1,1,6,,2,55
1839,54100770000SB,160.7,160.8,,1,1,6,,2,93
1840,54100770000SB,157.1,157.1571,,1,1,6,,2,51
1841,54100770000SB,158.7,158.8,,1,1,6,,2,46
1842,18100770000SB,156.0,156.1,,1,1,6,,2,42
1843,18100770000SB,156.1,156.2,,1,1,6,,2,48
1844,18100770000SB,156.2,156.3,,1,1,6,,2,40
1845,54100770000SB,158.5,158.6,,1,1,6,,2,47
1846,54100770000SB,158.4,158.5,,1,1,6,,2,55
1847,54100770000SB,158.2,158.3,,1,1,6,,2,54
1848,54100770000SB,158.1,158.2,,1,1,6,,2,51
1849,54100770000SB,158.0,158.1,,1,1,6,,2,45
1850,54100770000SB,157.9,158.0,,1,1,6,,2,48
1851,54100770000SB,157.8,157.9,,1,1,6,,2,40
1852,54100770000SB,157.7,157.8,,1,1,6,,2,44
1853,54100770000SB,157.6,157.7,,1,1,6,,2,42
1854,54100770000SB,157.0,157.1,,1,1,6,,2,52
1855,54100770000SB,157.2,157.3,,1,1,6,,2,48
1856,54100770000SB,157.3,157.4,,1,1,6,,2,47
1857,54100770000SB,157.4,157.5,,1,1,6,,2,52
1858,54100770000SB,157.5,157.6,,1,1,6,,2,50
1859,54100770000SB,158.8,158.9,,1,1,6,,2,57
1860,54100770000SB,158.9,159.0,,1,1,6,,2,51
1861,54100770000SB,159.1,159.2,,1,1,6,,2,51
1862,54100770000SB,159.2,159.3,,1,1,6,,2,50
1863,54100770000SB,160.0,160.0603,,1,1,6,,2,33
1864,54100770000SB,160.1,160.2,,1,1,6,,2,39
1865,54100770000SB,160.4,160.5,,1,1,6,,2,54
1866,54100770000SB,160.5,160.6,,1,1,6,,2,56
1867,54100770000SB,160.6,160.7,,1,1,6,,2,73
1868,18100770000SB,156.3,156.4,,1,1,6,,2,41
1869,18100770000SB,156.5,156.6,,1,1,6,,2,43
1870,54100770000SB,159.4,159.5,,1,1,6,,2,53
1871,54100770000SB,159.5,159.6,,1,1,6,,2,50
1872,54100770000SB,159.6,159.7,,1,1,6,,2,49
1873,18100770000SB,156.9,156.99,,1,1,6,,2,57
1874,18100770000SB,156.8,156.9,,1,1,6,,2,43
1875,18100770000SB,156.6,156.7,,1,1,6,,2,38
1876,54100770000SB,159.8,159.9,,1,1,6,,2,47
1877,54100770000SB,160.8,160.9,,1,1,6,,2,90
1878,54100770000SB,157.1571,157.2,,1,1,6,,2,51
1879,54100770000SB,160.2572,160.3,,1,1,6,,2,43
1880,54100770000SB,158.3298,158.4,,1,1,6,,2,51
1881,54100770000SB,159.9667,160.0,,1,1,6,,2,45
1882,54100770000SB,160.2,160.2572,,1,1,6,,2,43
1883,18100770000SB,156.4,156.4834,,1,1,6,,2,38
1884,18100770000SB,156.7,156.8,,1,1,6,,2,41
1885,54100770000SB,159.9,159.9667,,1,1,6,,2,45
1886,54100770000SB,160.346,160.4,,1,1,6,,2,127
1887,54100770000SB,158.6,158.651,,1,1,6,,2,113
1888,54100770000SB,158.3,158.3298,,1,1,6,,2,51
1889,54100770000SB,160.0603,160.1,,1,1,6,,2,33
1890,54100770000SB,160.3,160.316,,1,1,6,,2,127
1891,54100770000SB,160.3353,160.346,,1,1,6,,2,127
1892,54100770000SB,158.6629,158.681,,1,1,6,,2,113
1893,54100770000SB,158.681,158.7,,1,1,6,,2,113
1894,54100770000SB,156.99,157.0,,1,1,6,,2,40
1895,18100770000SB,156.4834,156.5,,1,1,6,,2,38
1896,54100770000SB,160.316,160.3353,,1,1,6,,2,127
1897,54100770000SB,158.651,158.6629,,1,1,6,,2,113
1898,28100770000SB,0.2,0.3,,1,1,6,,2,60
1899,28100770000SB,0.3,0.4,,1,1,6,,2,59
1900,28100770000SB,0.4,0.5,,1,1,6,,2,69
1901,28100770000SB,0.5,0.5966,,1,1,6,,2,82
1902,28100770000SB,0.7,0.8,,1,1,6,,2,55
1903,28100770000SB,0.8,0.9,,1,1,6,,2,46
1904,28100770000SB,0.9,0.963,,1,1,6,,2,51
1905,28100770000SB,1.0,1.1,,1,1,6,,2,39
1906,28100770000SB,1.1,1.2,,1,1,6,,2,42
1907,28100770000SB,0.6388,0.7,,1,1,6,,2,52
1908,28100770000SB,0.6,0.6336,,1,1,6,,2,52
1909,28100770000SB,0.963,1.0,,1,1,6,,2,51
1910,28100770000SB,0.6336,0.6388,,1,1,6,,2,52
1911,28100770000SB,0.5966,0.6,,1,1,6,,2,82
1912,28100770000SB,1.4,1.5,,1,1,6,,2,49
1913,28100770000SB,1.8,1.9,,1,1,6,,2,51
1914,28100770000SB,2.1,2.2,,1,1,6,,2,49
1915,28100770000SB,3.5,3.6,,1,1,6,,2,42
1916,28100770000SB,3.8,3.9,,1,1,6,,2,50
1917,28100770000SB,4.1,4.2,,1,1,6,,2,48
1918,28100770000SB,4.5,4.6,,1,1,6,,2,43
1919,28100770000SB,4.9,5.0,,1,1,6,,2,58
1920,28100770000SB,6.3,6.4,,1,1,6,,2,48
1921,28100770000SB,6.9,6.9642,,1,1,6,,2,161
1922,28100770000SB,1.9,2.0,,1,1,6,,2,44
1923,28100770000SB,2.0,2.1,,1,1,6,,2,45
1924,28100770000SB,2.2,2.3,,1,1,6,,2,42
1925,28100770000SB,2.3,2.4,,1,1,6,,2,44
1926,28100770000SB,2.4,2.5,,1,1,6,,2,58
1927,28100770000SB,2.5,2.6,,1,1,6,,2,42
1928,28100770000SB,2.6,2.7,,1,1,6,,2,52
1929,28100770000SB,2.7,2.8,,1,1,6,,2,43
1930,28100770000SB,2.8,2.9,,1,1,6,,2,58
1931,28100770000SB,3.1,3.2,,1,1,6,,2,55
1932,28100770000SB,3.2,3.3,,1,1,6,,2,45
1933,28100770000SB,3.3,3.4,,1,1,6,,2,45
1934,28100770000SB,3.4,3.5,,1,1,6,,2,42
1935,28100770000SB,3.6,3.7,,1,1,6,,2,42
1936,28100770000SB,3.7,3.8,,1,1,6,,2,52
1937,28100770000SB,3.9,4.0,,1,1,6,,2,51
1938,28100770000SB,4.0,4.1,,1,1,6,,2,47
1939,28100770000SB,4.2,4.3,,1,1,6,,2,45
1940,28100770000SB,4.3,4.4,,1,1,6,,2,48
1941,28100770000SB,4.4,4.5,,1,1,6,,2,53
1942,28100770000SB,4.6,4.7,,1,1,6,,2,43
1943,28100770000SB,4.7,4.8,,1,1,6,,2,42
1944,28100770000SB,4.8,4.9,,1,1,6,,2,54
1945,28100770000SB,5.2,5.3,,1,1,6,,2,55
1946,28100770000SB,5.3,5.4,,1,1,6,,2,52
1947,28100770000SB,5.4,5.5,,1,1,6,,2,55
1948,28100770000SB,5.5,5.6,,1,1,6,,2,48
1949,28100770000SB,6.4,6.5,,1,1,6,,2,54
1950,28100770000SB,6.5,6.6,,1,1,6,,2,51
1951,28100770000SB,6.6,6.7,,1,1,6,,2,66
1952,28100770000SB,6.8,6.9,,1,1,6,,2,45
1953,28100770000SB,7.1,7.2,,1,1,6,,3,58
1954,28100770000SB,7.2,7.3,,1,1,6,,3,54
1955,28100770000SB,7.3,7.4,,1,1,6,,3,39
1956,28100770000SB,7.4,7.5,,1,1,6,,3,42
1957,28100770000SB,7.5,7.6,,1,1,6,,3,48
1958,28100770000SB,7.6,7.7,,1,1,6,,3,51
1959,28100770000SB,7.7,7.8,,1,1,6,,3,54
1960,28100770000SB,7.8,7.9,,1,1,6,,3,53
1961,28100770000SB,7.9,8.0,,1,1,6,,3,54
1962,28100770000SB,8.0,8.1,,1,1,6,,3,58
1963,28100770000SB,6.2,6.3,,1,1,6,,2,43
1964,28100770000SB,6.1,6.2,,1,1,6,,2,40
1965,28100770000SB,6.0,6.1,,1,1,6,,2,44
1966,28100770000SB,5.9,6.0,,1,1,6,,2,56
1967,28100770000SB,5.8,5.9,,1,1,6,,2,53
1968,28100770000SB,5.6,5.7,,1,1,6,,2,61
1969,28100770000SB,5.7,5.8,,1,1,6,,2,50
1970,28100770000SB,1.7,1.8,,1,1,6,,2,48
1971,28100770000SB,1.5,1.6,,1,1,6,,2,50
1972,28100770000SB,1.6,1.7,,1,1,6,,2,44
1973,28100770000SB,1.3,1.4,,1,1,6,,2,50
1974,28100770000SB,1.2,1.3,,1,1,6,,2,56
1975,28100770000SB,7.015,7.1,,1,1,6,,2,82
1976,28100770000SB,6.7,6.771,,1,1,6,,2,44
1977,28100770000SB,2.9,2.945,,1,1,6,,2,141
1978,28100770000SB,2.945,3.0,,1,1,6,,2,141
1979,28100770000SB,3.037,3.1,,1,1,6,,2,121
1980,28100770000SB,6.969,7.0,,1,1,6,,2,161
1981,28100770000SB,5.01,5.095,,1,1,6,,2,117
1982,28100770000SB,5.133,5.2,,1,1,6,,2,102
1983,28100770000SB,6.771,6.8,,1,1,6,,2,44
1984,28100770000SB,3.0086,3.037,,1,1,6,,2,121
1985,28100770000SB,5.1,5.133,,1,1,6,,2,102
1986,28100770000SB,7.0,7.015,,1,1,6,,2,82
1987,28100770000SB,5.0,5.01,,1,1,6,,2,117
1988,28100770000SB,3.0,3.0086,,1,1,6,,2,121
1989,28100770000SB,6.9642,6.969,,1,1,6,,2,161
1990,28100770000SB,5.097,5.1,,1,1,6,,2,117
1991,28100770000SB,5.095,5.097,,1,1,6,,2,117
1992,28100770016SB,10.6,10.7,,1,1,6,,2,33
1993,28100770016SB,14.7,14.77,,1,1,6,,2,45
1994,28100770016SB,11.7,11.8,,1,1,6,,3,46
1995,28100770016SB,11.4,11.5,,1,1,6,,3,37
1996,28100770016SB,11.51,11.6,,1,1,6,,3,65
1997,28100770016SB,11.6,11.7,,1,1,6,,3,56
1998,28100770016SB,11.8,11.9,,1,1,6,,2,45
1999,28100770016SB,12.5,12.6,,1,1,6,,2,53
2000,28100770016SB,12.4,12.5,,1,1,6,,2,90
2001,28100770016SB,12.3,12.4,,1,1,6,,2,37
2002,28100770016SB,12.2,12.3,,1,1,6,,2,32
2003,28100770016SB,12.1,12.2,,1,1,6,,2,41
2004,28100770016SB,11.9,12.0,,1,1,6,,2,49
2005,28100770016SB,12.0,12.1,,1,1,6,,2,41
2006,28100770016SB,11.1,11.2,,1,1,6,,2,29
2007,28100770016SB,11.0,11.1,,1,1,6,,2,30
2008,28100770016SB,10.7,10.8,,1,1,6,,2,27
2009,28100770016SB,10.5,10.6,,1,1,6,,2,32
2010,28100770016SB,10.4,10.5,,1,1,6,,2,36
2011,28100770016SB,10.3,10.4,,1,1,6,,2,40
2012,28100770016SB,10.2,10.3,,1,1,6,,2,35
2013,28100770016SB,10.0,10.1,,1,1,6,,2,39
2014,28100770000SB,8.1,8.189,,1,1,6,,3,37
2015,28100770000SB,8.2,8.3,,1,1,6,,3,43
2016,28100770000SB,8.3,8.4,,1,1,6,,2,51
2017,28100770000SB,8.4,8.5,,1,1,6,,2,44
2018,28100770000SB,8.5,8.6,,1,1,6,,2,45
2019,28100770000SB,8.7,8.8,,1,1,6,,2,40
2020,28100770016SB,12.6,12.7,,1,1,6,,2,36
2021,28100770016SB,12.7,12.8,,1,1,6,,2,46
2022,28100770016SB,12.8,12.9,,1,1,6,,2,41
2023,28100770016SB,12.9,13.0,,1,1,6,,2,48
2024,28100770016SB,9.7,9.8,,1,1,6,,2,33
2025,28100770016SB,9.6,9.7,,1,1,6,,2,34
2026,28100770016SB,9.5,9.6,,1,1,6,,2,32
2027,28100770016SB,9.4,9.5,,1,1,6,,2,30
2028,28100770016SB,9.2,9.3,,1,1,6,,2,40
2029,28100770016SB,9.1,9.2,,1,1,6,,2,31
2030,28100770016SB,9.0,9.1,,1,1,6,,2,36
2031,28100770016SB,14.6,14.7,,1,1,6,,2,45
2032,28100770016SB,14.5,14.6,,1,1,6,,2,40
2033,28100770016SB,14.4,14.5,,1,1,6,,2,40
2034,28100770016SB,14.3,14.4,,1,1,6,,2,31
2035,28100770016SB,14.2,14.3,,1,1,6,,2,38
2036,28100770016SB,14.008,14.1,,1,1,6,,2,36
