,RouteId,BeginPoint,EndPoint,CurvesAVn,CurvesBVn,CurvesCVn,CurvesDVn,CurvesEVn,CurvesFVn,FsystemVn,UrbanIdVn,SurfaceTypeVn,SampleId
1,23201190000NB,2.6,2.67,,,,,,,3,99998,6.0,231190000254
18,23201190000NB,2.54,2.6,,,,,,,3,99998,6.0,231190000254
26,2330010000000,20.3,20.39,,,,,,,3,99998,6.0,230100001941
27,2330010000000,20.5,20.6,,,,,,,3,99998,6.0,230100002039
28,2330010000000,20.9,21.0,,,,,,,3,99998,6.0,230100002039
29,2330010000000,19.9,19.97,,,,,,,3,99998,6.0,230100001941
30,2330010000000,20.2,20.3,,,,,,,3,99998,6.0,230100001941
31,2330010000000,20.4,20.5,,,,,,,3,99998,6.0,230100002039
32,2330010000000,21.4,21.4694,,,,,,,3,99998,6.0,230100002039
33,2330010000000,21.9,21.99,,,,,,,3,99998,6.0,230100002039
34,2330010000000,15.3061,15.4,,,,,,,3,99998,6.0,230100001525
35,2330010000000,15.4,15.5,,,,,,,3,99998,6.0,230100001525
36,2330010000000,15.5,15.6,,,,,,,3,99998,6.0,230100001525
37,2330010000000,15.6,15.7,,,,,,,3,99998,6.0,230100001525
38,2330010000000,15.7,15.8,,,,,,,3,99998,6.0,230100001525
39,2330010000000,15.9,16.0,,,,,,,3,99998,6.0,230100001525
40,2330010000000,19.41,19.5,,,,,,,3,99998,6.0,230100001941
41,2330010000000,19.5005,19.6,,,,,,,3,99998,6.0,230100001941
42,2330010000000,19.6,19.7,,,,,,,3,99998,6.0,230100001941
43,2330010000000,21.5,21.6,,,,,,,3,99998,6.0,230100002039
44,2330010000000,21.6,21.7,,,,,,,3,99998,6.0,230100002039
45,2330010000000,20.0,20.0489,,,,,,,3,99998,6.0,230100001941
46,2330010000000,21.3,21.4,,,,,,,3,99998,6.0,230100002039
47,2330010000000,21.2,21.3,,,,,,,3,99998,6.0,230100002039
48,2330010000000,21.0,21.1,,,,,,,3,99998,6.0,230100002039
49,2330010000000,21.1,21.2,,,,,,,3,99998,6.0,230100002039
50,2330010000000,20.7316,20.8,,,,,,,3,99998,6.0,230100002039
51,2330010000000,19.81,19.9,,,,,,,3,99998,6.0,230100001941
52,2330010000000,16.01,16.0552,,,,,,,3,99998,6.0,230100001525
53,2330010000000,15.25,15.29,,,,,,,3,99998,6.0,230100001525
54,2330010000000,20.6,20.65,,,,,,,3,99998,6.0,230100002039
55,2330010000000,20.8493,20.9,,,,,,,3,99998,6.0,230100002039
56,2330010000000,21.4694,21.5,,,,,,,3,99998,6.0,230100002039
57,2330010000000,21.87,21.9,,,,,,,3,99998,6.0,230100002039
58,2330010000000,15.8,15.8753,,,,,,,3,99998,6.0,230100001525
59,2330010000000,19.75,19.8,,,,,,,3,99998,6.0,230100001941
60,2330010000000,21.7,21.77,,,,,,,3,99998,6.0,230100002039
61,2330010000000,22.0,22.05,,,,,,,3,99998,6.0,230100002039
62,2330010000000,20.8,20.837,,,,,,,3,99998,6.0,230100002039
63,2330010000000,20.65,20.7,,,,,,,3,99998,6.0,230100002039
64,2330010000000,20.05,20.1,,,,,,,3,99998,6.0,230100001941
65,2330010000000,20.1,20.2,,,,,,,3,99998,6.0,230100001941
66,2330010000000,21.8,21.853,,,,,,,3,99998,6.0,230100002039
67,2330010000000,16.1,16.134,,,,,,,3,99998,6.0,230100001525
68,2330010000000,15.8753,15.9,,,,,,,3,99998,6.0,230100001525
69,2330010000000,16.0766,16.1,,,,,,,3,99998,6.0,230100001525
70,2330010000000,19.97,20.0,,,,,,,3,99998,6.0,230100001941
71,2330010000000,20.7,20.7316,,,,,,,3,99998,6.0,230100002039
72,2330010000000,21.853,21.87,,,,,,,3,99998,6.0,230100002039
73,2330010000000,16.134,16.156,,,,,,,3,99998,6.0,230100001525
