BeginDate|StateID|FSystem|UrbanID|VMT|Comments
12/31/2021|54|7|6139.0|72102|
12/31/2021|54|7|15481.0|331840|
12/31/2021|54|7|21745.0|12482|
12/31/2021|54|7|36190.0|172259|
12/31/2021|54|7|40753.0|233585|
12/31/2021|54|7|59275.0|108852|
12/31/2021|54|7|67672.0|83088|
12/31/2021|54|7|93592.0|52446|
12/31/2021|54|7|94726.0|113141|
12/31/2021|54|7|99998.0|611405|
12/31/2021|54|6|99999.0|802658|
12/31/2021|54|7|99999.0|2277558|
