RouteID,BMP,EMP,29_HPMS_SAMPLE_NO
"54300140005SB",0.000000,0.160000,54014S000000
"54300140005SB",0.160000,0.320000,54300140005
"17200190000NB",18.610000,20.620000,170190018610
"2040028000000",4.950000,5.910000,200280000495
"2040028000000",5.910000,7.370000,200280000591
"5440016000000",0.000000,0.500000,540160000000
"5440016000000",0.500000,0.900000,540160000050
"5440016000000",0.900000,1.120000,540160000090
"5440016000000",1.210000,1.470000,54400160000
"5475762001900",1.160000,1.470000,540576200116
"2040025470000",0.100000,0.360000,200254700010
"2040025470000",0.360000,0.570000,200254700036
"1740050340000",0.000000,0.690000,170503400000
"5430014000100",0.000000,0.630000,54014A000000
"5430014000100",0.920000,1.310000,54014A000092
"5430014000100",1.720000,1.980000,54014A000172
"5440001000000",6.320000,6.670000,54400010000
"5440001000000",6.670000,7.170000,540010000667
"1730020002300",0.000000,0.130000,17020C000000
"4040025020000",0.280000,0.380000,400250200028
"4040025020000",0.380000,0.520000,400250200038
"1540005000000",1.860000,3.674000,150050000185
"2840052200000",0.001000,0.820000,280052200001
"2540250320000",2.050000,2.490000,252503200205
"4140008000000",0.000000,0.110000,410080000000
"4140008000000",0.190000,0.750000,410080000190
"2040039000000",7.150000,8.830000,200390000715
"27200350000NB",9.534000,10.260000,270350009644
"27200350000NB",11.422000,11.760000,270350011532
"27200350000NB",16.293000,16.470000,270350016410
"27200350000NB",16.507000,17.102000,270350001664
"27200350000NB",17.226000,17.390000,270350017413
"27200350000NB",17.632000,17.753000,270350001785
"27200350000NB",17.753000,18.071000,270350001798
"27200350000NB",18.097000,18.460000,270350001835
"17100790000NB",106.420000,107.570000,170790010642
"17100790000NB",107.570000,107.940000,170790010757
"17100790000NB",107.940000,109.770000,170790010794
"17100790000NB",109.770000,110.290000,170790010977
"17100790000NB",110.290000,111.130000,170790011029
"17100790000NB",111.130000,111.910000,170790011113
"17100790000NB",111.910000,114.132000,170790011191
"17100790000NB",114.900000,115.330000,170790011490
"17100790000NB",115.330000,117.170000,170790011533
"17100790000NB",117.170000,117.740000,170790011717
"17100790000NB",117.740000,119.530000,170790011774
"17100790000NB",119.530000,120.720000,170790011953
"17100790000NB",120.720000,122.430000,170790012072
"17100790000NB",122.430000,122.900000,170790012243
"17100790000NB",122.900000,123.988000,170790012290
"17100790000NB",123.988000,125.380000,170079123988
"17100790000NB",125.380000,125.800000,170790012538
"17100790000NB",125.800000,129.217000,170790012580
"2870516001900",0.000000,0.410000,280051600000
"4140011000000",0.000000,1.260000,410110000000
"3540013000000",0.000000,0.990000,350130000000
"0540002010000",0.000000,0.130000,050020100000
"0540002010000",0.130000,1.030000,050020100013
"0673292001900",0.000000,0.690000,060329200000
"4140016100000",0.530000,0.900000,410161000530
"2040011000000",0.899000,0.950000,200110000899
"54300680005SB",1.690000,1.920000,54068S000169
"0130020000000",0.000000,2.150000,010200000000
"14200500000EB",7.480000,7.980000,140500000748
"14200500000EB",8.260000,8.440000,140500000826
"14200500000EB",8.560000,8.920000,140500000856
"14200500000EB",13.370000,14.670000,140500001337
"14200500000EB",15.880000,16.970000,140500001588
"14200500000EB",29.250000,30.330000,140500002925
"0640039000000",2.080000,2.620000,060390000208
"3140065000000",0.000000,0.263000,310650000000
"4240219420000",0.000000,0.210000,422194200000
"5530097000000",21.560000,22.260000,550970002156
"5530097000000",22.830000,23.200000,550970002283
"5530097000000",28.090000,32.880000,550970002809
"2730002000000",1.390000,3.150000,270020000139
"2730002000000",13.720000,15.930000,270020001372
"2730002000000",15.930000,18.050000,270020001593
"2730002000000",18.910000,19.890000,270020001891
"2730002000000",20.070000,20.360000,270020002007
"2730002000000",20.570000,20.720000,270020002057
"2730002000000",20.720000,20.880000,270020002072
"2730002000000",21.000000,21.290000,270020002100
"2730002000000",21.290000,22.200000,270020002129
"2730002000000",24.160000,24.790000,270020002416
"2730002000000",29.270000,35.980000,270002002927
"4140019210000",3.730000,5.140000,410192100373
"28200520000EB",0.000000,0.580000,280520000000
"28200520000EB",4.120000,5.200000,280520000412
"28200520000EB",6.960000,7.760000,280520006960
"28200520000EB",12.970000,13.390000,280052001297
"28200520000EB",13.440000,13.670000,280052001344
"28200520000EB",14.910000,15.370000,280520001491
"3578281001900",0.210000,0.340000,350828100021
"4140008030000",0.000000,0.650000,410080300000
"1540208000000",3.210000,3.550000,152080000321
"1740019020000",0.230000,0.650000,170190200023
"4140003180000",2.770000,3.510000,410031802770
"21100790000NB",83.550000,87.450000,210790008355
"21100790000NB",87.450000,90.820000,210790008745
"21100790000NB",90.820000,96.170000,210790009082
"21100790000NB",96.170000,97.130000,210790009617
"21100790000NB",97.130000,98.287000,210790009713
"21100790000NB",98.400000,98.630000,210790009840
"21100790000NB",98.630000,98.925000,210790009863
"21100790000NB",100.390000,101.690000,210790010039
"21100790000NB",101.690000,104.150000,210790010169
"21100790000NB",104.150000,104.690000,210790010415
"21100790000NB",104.690000,106.420000,210790010469
"3578275001900",0.000000,0.260000,350827500000
"3174784001900",0.000000,0.410000,310478400000
"3174784001900",0.410000,0.580000,310478400041
"1771765001900",0.000000,0.220000,17017650M00
"2630002000000",10.220000,11.920000,260020001022
"2630002000000",13.460000,13.890000,260020001346
"2630002000000",17.940000,18.080000,260020001794
"2630002000000",18.240000,18.760000,260020001824
"2630002000000",19.530000,19.800000,260020001953
"2840011000000",0.080000,0.580000,280110000008
"2040043000000",0.427000,1.270000,200430000427
"3130705000000",0.000000,0.510000,317050000000
"3130705000000",0.680000,1.230000,317050000068
"3130705000000",1.230000,1.640000,317050000123
"3130705000000",1.640000,1.810000,317050000163
"5530010000000",24.140000,24.380000,550100002414
"1930115000000",0.000000,0.220000,191150000000
"1930115000000",0.640000,1.150000,191150000064
"1930115000000",1.590000,4.090000,191150000159
"12200480000EB",0.000000,5.820000,120480000000
"0140046010000",0.000000,1.620000,010460100000
"2840016000000",1.700000,2.500000,280160000170
"2840016000000",2.500000,2.614000,280160002500
"54200500000EB",0.000000,0.610000,54200500000
"54200500000EB",2.530000,3.150000,54200500253
"54200500000EB",8.940000,10.020000,540500000894
"1040019430000",0.090000,0.340000,100194300009
"0240001000000",8.140000,9.320000,020010000814
"4240033070000",0.000000,0.430000,420330700000
"2071026001900",0.000000,0.330000,200102600000
"0274268001900",0.000000,0.480000,020426800000
"4170012001900",0.000000,0.460000,410001200000
"0673281001900",0.190000,0.480000,060328100019
"0673281001900",0.600000,0.960000,060328100060
"0530002000000",3.330000,3.880000,050020003330
"0530002000000",3.880000,6.350000,050020000388
"0530002000000",6.800000,7.060000,050020000680
"0530002000000",7.060000,7.470000,050020000706
"0530002000000",7.590000,8.670000,050020000759
"0530002000000",10.140000,10.720000,050020001014
"0530002000000",12.630000,13.080000,050020001263
"0530002000000",14.500000,14.830000,050002000145
"0530002000000",14.830000,14.900000,050020001483
"0530002000000",14.900000,15.050000,050020001483
"0530002000000",15.050000,15.080000,050020001505
"0530002000000",15.080000,15.400000,050020001508
"0530002000000",15.750000,16.160000,050020001575
"0340006000000",2.990000,5.530000,030060000299
"3140059020000",0.000000,0.440000,310590200000
"1040018230000",0.000000,0.440000,100182300000
"2030062000000",0.870000,1.660000,200620000087
"2030062000000",7.930000,8.260000,200620000793
"3140061000000",0.000000,0.940000,310610000000
"20201190023NB",0.000000,0.510000,200119C00000
"20201190023NB",0.700000,1.170000,201190000070
"4140016160000",0.000000,0.420000,410161600000
"2040008000000",0.860000,1.170000,204000800000
"2040008000000",2.720000,3.240000,200080000272
"4330053000000",0.000000,1.400000,430530000000
"30200520000EB",9.950000,11.650000,300520000995
"30200520000EB",20.680000,20.780000,300520002068
"30200520000EB",20.780000,20.910000,300520002078
"30200520000EB",21.060000,21.950000,300520002106
"30200520000EB",21.970000,22.280000,300052002197
"30200520000EB",26.080000,26.530000,300520002608
"30200520000EB",43.290000,44.740000,300520004329
"2330017000000",1.394000,2.174000,230170000032
"4170014001900",0.120000,0.290000,410001400120
"50100640000EB",0.000000,1.250000,500640000000
"50100640000EB",1.250000,1.290000,500640000125
"50100640000EB",1.290000,1.660000,500640000129
"50100640000EB",1.660000,2.170000,500640000166
"50100640000EB",2.170000,2.750000,500640000217
"50100640000EB",2.750000,4.220000,500640000275
"50100640000EB",4.220000,5.290000,500640000422
"50100640000EB",5.290000,5.870000,500640000529
"1577271001900",0.400000,1.180000,150727100040
"1040014020000",0.200000,0.350000,100140200020
"0673287001900",0.000000,0.280000,060328700000
"0673287001900",0.510000,0.860000,060328700510
"0673287001900",1.030000,1.140000,060328700103
"3140059000000",0.000000,0.330000,310590000000
"3140059000000",0.330000,0.850000,310590000033
"5330014000000",19.340000,20.710000,530140001934
"3140019220000",0.120000,0.680000,310019220012
"3140019220000",0.680000,1.070000,310192200068
"0240012000000",0.000000,1.290000,020120000000
"13202190005SB",0.000000,0.330000,13219S000000
"13202190005SB",0.330000,1.640000,13219S000033
"1730058000000",2.430000,2.820000,170580002430
"4040012000000",4.710000,8.190000,400120000471
"4040012000000",8.190000,10.770000,400120000819
"4040012000000",10.770000,12.370000,400120001077
"29200500000EB",8.000000,10.560000,290500000800
"3430039000000",24.600000,24.960000,340390024600
"45100640000EB",138.010000,138.380000,450640013801
"45100640000EB",138.380000,143.200000,450640013838
"45100640000EB",143.200000,143.750000,450640014320
"45100640000EB",143.750000,147.600000,450640014375
"4130054000000",2.480000,4.860000,410540000248
"4130054000000",4.860000,5.720000,410540000486
"4130054000000",6.350000,6.540000,410540000635
"4130054000000",6.540000,7.100000,410540000654
"4130054000000",7.100000,7.410000,410540000710
"4130054000000",7.410000,8.840000,410540000741
"4130054000000",10.140000,10.330000,410540010140
"2877013001900",0.420000,0.520000,280701300042
"1030006000000",0.000000,0.120000,100060000000
"1030006000000",0.120000,0.330000,100060000120
"3830039000000",27.780000,28.080000,380390002778
"3830039000000",35.010000,35.230000,380390003501
"1740024060000",0.290000,0.600000,170240600029
"2540073730000",2.110000,2.330000,250737300211
"2540073730000",2.620000,2.673000,250737300262
"2540073730000",2.673000,3.340000,250737302673
"3578280001900",0.000000,0.400000,350828000000
"1230028000000",3.350000,4.760000,120280000335
"1230028000000",8.230000,12.580000,120280000823
"1230028000000",12.580000,12.950000,120280001258
"1230028000000",13.030000,13.380000,120280001303
"09200500000EB",0.000000,3.980000,090500000000
"09200500000EB",3.980000,5.610000,090500000398
"09200500000EB",5.630000,6.540000,090500000563
"09200500000EB",8.260000,8.800000,090500000826
"09200500000EB",8.800000,9.750000,090500000880
"09200500000EB",9.750000,11.010000,090500000975
"09200500000EB",11.430000,12.100000,090500011430
"09200500000EB",12.100000,12.960000,090500012100
"09200500000EB",17.750000,18.870000,090500001775
"2240012000000",4.910000,5.180000,220120000491
"13100640000EB",147.600000,147.930000,130640014760
"13100640000EB",147.930000,149.840000,130640014793
"13100640000EB",149.840000,156.180000,130640014984
"13100640000EB",156.180000,161.460000,130640015618
"13100640000EB",161.460000,165.950000,130640016146
"13100640000EB",165.950000,168.890000,130640016595
"13100640000EB",168.960000,170.090000,130640016896
"13100640000EB",170.090000,170.230000,130640017009
"13100640000EB",172.620000,174.100000,130640017262
"13100640000EB",174.100000,175.310000,130640017410
"13100640000EB",175.310000,176.160000,130640017531
"13100640000EB",176.160000,178.430000,130640017616
"13100640000EB",178.430000,181.120000,130640017843
"13100640000EB",181.120000,182.020000,130640018112
"13100640000EB",182.020000,184.020000,130640018202
"2776504001900",0.000000,0.140000,270650400000
"0540003010000",0.480000,0.610000,050030100046
"0540003010000",0.610000,1.650000,050030100061
"0540003010000",1.650000,1.940000,050030100165
"1940031000000",0.000000,0.029000,190310000000
"5475791001900",0.000000,0.370000,540579100000
"3174771001900",0.300000,0.650000,310477100030
"4530107000000",0.290000,0.760000,451070000029
"0140006000000",0.110000,3.130000,010060000011
"05300020005SB",0.000000,0.340000,05002S000000
"41100640000EB",118.920000,120.100000,410640011892
"41100640000EB",120.690000,122.620000,410640012069
"41100640000EB",122.710000,123.180000,410640012271
"41100640000EB",123.630000,124.470000,410640012363
"41100640000EB",126.650000,127.580000,410640012665
"41100640000EB",128.910000,129.490000,410064012891
"41100640000EB",129.490000,132.000000,410064012949
"41100640000EB",132.000000,132.530000,410640013200
"41100640000EB",132.840000,137.480000,410640013284
"41100640000EB",137.480000,138.010000,410640013748
"4140004030000",0.000000,0.470000,410040300000
"0673263001900",0.000000,0.260000,060326300000
"0673263001900",0.260000,0.480000,060326300026
"11200330000EB",0.000000,0.590000,110330000000
"11200330000EB",1.120000,1.390000,110330000112
"11200330000EB",1.390000,1.960000,110330000139
"11200330000EB",2.200000,6.440000,110330000220
"11200330000EB",17.300000,17.820000,110330001730
"11200330000EB",18.200000,19.620000,110330001820
"11200330000EB",19.620000,22.180000,110330001962
"11200330000EB",22.280000,25.090000,110330002228
"11200330000EB",25.090000,26.730000,110330002509
"46200500000EB",12.990000,13.650000,460500001299
"2071013001900",0.000000,1.480000,200101300000
"1771783001900",0.000000,0.640000,170178300000
"0540008000000",0.000000,0.750000,050080000000
"2877019001900",0.000000,0.130000,280701900000
"04100790000NB",44.600000,46.220000,040790004460
"04100790000NB",46.220000,49.730000,040790004622
"04100790000NB",49.730000,50.350000,040790004973
"04100790000NB",50.350000,51.610000,040790005035
"04100790000NB",51.610000,52.610000,040790005161
"04100790000NB",52.610000,53.270000,040790005261
"04100790000NB",53.270000,54.180000,040790005327
"04100790000NB",54.180000,57.510000,040790005418
"04100790000NB",57.510000,59.000000,040790005751
"04100790000NB",59.000000,61.470000,040790005900
"04100790000NB",61.470000,62.040000,040790006147
"04100790000NB",62.040000,63.460000,040790006204
"04100790000NB",63.460000,64.830000,040790006346
"04100790000NB",64.830000,67.520000,040790006483
"04100790000NB",67.520000,69.320000,040790006752
"04100790000NB",69.320000,70.830000,040790006932
"04100790000NB",70.830000,78.410000,040790007083
"04100790000NB",78.410000,79.080000,040790007841
"04100790000NB",79.080000,83.150000,040790007908
"25200190000NB",3.003000,4.640000,250190000300
"25200190000NB",7.160000,7.970000,250190000716
"25200190000NB",7.970000,8.470000,250190000797
"1530105000000",0.380000,1.140000,151050000038
"1530105000000",1.140000,3.270000,151050000114
"1530105000000",3.270000,4.140000,151050000327
"1530105000000",4.140000,4.260000,150105000414
"1530105000000",4.260000,4.580000,151050000426
"1530105000000",4.580000,4.820000,151050000458
"1140009000000",0.000000,3.410000,110090000000
"0240011190000",0.000000,0.310000,020111900000
"2540072020000",0.000000,0.500000,250720200000
"2540072020000",0.500000,0.720000,250720200050
"2540072020000",0.720000,1.170000,250720200072
"2540072020000",1.170000,1.710000,250720200117
"2540072020000",1.760000,1.930000,250720200176
"2776503001900",0.000000,0.230000,270650300000
"1340045000000",0.660000,1.040000,130450000066
"0240011130000",0.280000,0.410000,020111300028
"0240011130000",0.410000,0.550000,020111300041
"3540091010000",0.000000,0.200000,350910100000
"2071062001900",0.000000,1.380000,200106200000
"2870515001900",0.000000,0.950000,280051500000
"1540015000000",0.000000,1.440000,150150000000
"1540015000000",1.440000,1.950000,150150000144
"5040003020000",0.000000,0.640000,500030200000
"5040003020000",0.640000,1.250000,500030200064
"1540009000000",0.000000,0.790000,150090000000
"1640012000000",14.850000,15.910000,160120001485
"5440050380000",0.000000,2.130000,540503800000
"19203400005SB",0.000000,0.170000,19340S000000
"19203400005SB",0.170000,0.370000,190340S00017
"19203400005SB",0.371000,0.600000,190340S00371
"38202500000NB",0.000000,5.000000,382500000000
"38202500000NB",5.010000,7.000000,382500000501
"4830002000000",0.000000,2.270000,480020000000
"4830002000000",2.270000,2.840000,480020000227
"4830002000000",2.840000,4.640000,480020000284
"4830002000000",4.900000,6.650000,480020000490
"4830002000000",9.930000,10.250000,480020000993
"4830002000000",10.250000,12.020000,480020001025
"4830002000000",12.020000,13.020000,480020001202
"31100680005SB",0.650000,1.140000,31068S000065
"3540005000000",0.000000,1.470000,350050000000
"5430047000000",0.450000,0.560000,540470000045
"1040015000000",0.000000,1.580000,100150000000
"21200330000EB",16.000000,16.230000,210330001600
"21200330000EB",17.590000,17.967000,210330001759
"21200330000EB",19.840000,20.190000,210330001984
"21200330000EB",20.190000,21.030000,210330002019
"21200330000EB",21.250000,22.250000,210330002125
"21200330000EB",22.250000,22.840000,210330002225
"1740009000000",0.050000,0.520000,170090000005
"3030080000000",4.600000,5.600000,300800000460
"3030080000000",7.050000,9.460000,300800000705
"2040060750000",0.000000,0.090000,200607500000
"4140006090000",0.600000,1.370000,410060900060
"4140001000000",1.950000,3.400000,410010001950
"4140001000000",3.400000,4.140000,410010003400
"01201190000NB",6.950000,9.290000,011190000695
"01201190000NB",10.660000,11.500000,011190001066
"1740024000000",4.780000,5.670000,170240004780
"0673313001900",0.000000,0.170000,060331300000
"1577259001900",0.580000,0.620000,150725900058
"1577259001900",0.620000,1.160000,150725900062
"3540018000000",0.000000,0.720000,350180000000
"1030016000000",1.750000,2.380000,100160000175
"1030016000000",14.616000,14.746000,100160001484
"1030016000000",15.526000,16.666000,100160001575
"1030016000000",23.176000,23.516000,100160002340
"2740035110000",0.000000,0.370000,270351100000
"0540001000000",0.000000,0.120000,050010000000
"0540001000000",0.120000,0.500000,050010000012
"0540001000000",1.070000,1.340000,050010000107
"0540001000000",3.260000,4.010000,050010000326
"0540001000000",4.010000,4.800000,050010000401
"2040015000000",0.000000,0.100000,200150000000
"50200520000EB",5.800000,6.510000,500520000580
"50200520000EB",29.120000,31.400000,500520002912
"06200600001EB",0.000000,0.390000,06060A000000
"2340110580000",0.510000,1.040000,231105800044
"39202190000NB",0.000000,0.800000,392190000000
"39202190000NB",0.800000,3.010000,392190000080
"39202190000NB",3.010000,3.310000,392190000301
"39202190000NB",3.310000,4.760000,392190000331
"5475767001900",0.000000,0.240000,540576700000
"5475767001900",0.880000,1.080000,540576700088
"5475767001900",1.250000,1.460000,540576700125
"20200600000EB",2.440000,2.860000,200600000244
"20200600000EB",6.200000,6.920000,200600000620
"20200600000EB",9.190000,10.900000,200600000919
"20200600000EB",14.840000,16.000000,200600001484
"20200600000EB",16.070000,16.480000,200600001607
"20200600000EB",18.640000,20.080000,200600001864
"20200600000EB",23.080000,23.520000,200600002308
"20200600000EB",28.430000,29.180000,200600002843
"2040006060000",0.000000,0.470000,200060600000
"2040006060000",0.800000,1.160000,200060600080
"2040006060000",1.160000,2.240000,200060600116
"2040006060000",2.240000,3.110000,200060600224
"2040006060000",3.700000,5.750000,200060600370
"1540003060000",2.171000,2.320000,150030602171
"3140019190000",0.470000,1.290000,310191900047
"3140019190000",1.290000,1.700000,310191900129
"10200190000NB",0.000000,1.020000,100190000000
"10200190000NB",2.850000,3.820000,100190000285
"10200190000NB",3.890000,6.160000,100190000389
"10200190000NB",6.160000,6.660000,100190000616
"10200190000NB",6.660000,8.230000,100190000666
"10200190000NB",14.640000,15.627000,100190001464
"03201190000NB",0.000000,2.930000,031190000000
"03201190000NB",9.440000,11.490000,031190000944
"03201190000NB",11.490000,12.830000,031190001149
"03201190000NB",12.830000,13.540000,031190001283
"03201190000NB",16.970000,17.830000,031190001697
"5040060070000",0.240000,0.870000,500600700024
"5040060070000",0.870000,1.440000,500600700087
"0240009050000",1.670000,3.260000,020090500167
"0640060090000",0.000000,0.350000,060600900000
"35202500000NB",0.000000,0.940000,352500000000
"35202500000NB",0.940000,1.900000,352500000094
"35202500000NB",1.900000,2.930000,352500000190
"35202500000NB",2.930000,3.260000,352500000293
"49201190000NB",5.380000,5.600000,491190000538
"2770100001900",5.610000,5.810000,270010000561
"2840016100000",0.000000,0.660000,280161000000
"0130092000000",8.640000,10.730000,010920000864
"2840007050000",0.000000,0.324000,280007050000
"2840007050000",0.343000,1.110000,280007050343
"2840007050000",1.110000,1.830000,280070500111
"2840007050000",1.836000,2.100000,280070501836
"2040025250000",0.000000,0.150000,200252500000
"2040025250000",0.150000,2.170000,200252500015
"4940012000000",0.850000,1.530000,490120000850
"4940012000000",1.530000,2.570000,490120001530
"4940012000000",2.570000,4.260000,490120000257
"4940012000000",5.080000,5.290000,490120000508
"15200300000EB",1.543000,2.380000,150300001543
"3578259001900",0.000000,0.120000,350825900000
"3578259001900",0.330000,0.490000,350825900033
"20100770023NB",0.000000,1.020000,20077C000000
"0440032000000",6.270000,6.500000,040320000627
"4140025000000",3.700000,5.900000,410250003700
"1040012000000",0.180000,1.900000,100120000180
"1040012000000",1.900000,3.280000,100120001900
"1040021200000",0.000000,0.980000,100212000000
"1130005000000",10.830000,12.510000,110050001083
"1130005000000",14.580000,14.890000,110050001458
"28204600000EB",0.029000,1.060000,284600000029
"28204600000EB",1.330000,2.900000,284600000133
"28204600000EB",2.900000,3.090000,284600000290
"28204600000EB",4.290000,5.380000,284600000429
"28204600000EB",13.480000,14.720000,284600001348
"28204600000EB",14.720000,15.150000,284600001472
"4140016390000",0.000000,0.640000,410163900000
"0240034030000",0.000000,1.010000,020340300000
"1740025060000",2.980000,5.260000,170250600298
"1771758001900",0.000000,0.470000,170175800000
"1771758001900",0.470000,0.690000,170175800047
"1140007000000",6.970000,8.670000,110070000697
"52202500000NB",1.180000,1.890000,522500000118
"52202500000NB",5.540000,6.880000,522500000554
"52202500000NB",7.020000,7.970000,522500000702
"52202500000NB",8.100000,8.640000,522500000810
"52202500000NB",8.680000,9.050000,522500000868
"52202500000NB",9.050000,9.200000,522500000905
"52202500000NB",9.200000,9.630000,522500000920
"52202500000NB",9.630000,11.070000,522500000963
"0240010010000",0.000000,0.690000,020100100000
"2040009030000",0.970000,2.860000,200090300969
"4640044000000",0.240000,0.730000,460440000240
"4640044000000",0.760000,1.760000,460440000076
"4640044000000",1.920000,2.030000,460440001920
"2540072000000",1.020000,1.790000,250720000102
"2540072000000",2.070000,2.670000,250720000207
"1740050160000",0.120000,0.540000,170501600012
"5275503001900",0.000000,0.450000,520550300000
"25202500000NB",2.870000,3.000000,252500000287
"25202500000NB",3.785000,4.160000,252500003420
"04200190000NB",26.570000,27.640000,040190002657
"2740001040000",1.647000,1.650000,270010401647
"4140009000000",5.280000,5.540000,410090000528
"5040060030000",1.370000,1.470000,500600300137
"0640017000000",0.000000,1.577000,060170000000
"0640017000000",4.050000,4.170000,060170000405
"0640017000000",4.300000,4.410000,060170000430
"0640017000000",4.470000,5.020000,060170000447
"0140030070000",0.000000,0.920000,010300700000
"0140030070000",0.920000,2.000000,010300700092
"2340119900000",0.000000,0.500000,231199000000
"1040008000000",1.300000,2.000000,100080000130
"1040008000000",2.470000,2.820000,100080000247
"1040008000000",3.280000,6.250000,100080000380
"5475780001900",0.000000,0.120000,540578000000
"4030034000000",14.570000,14.970000,400340001457
"4030034000000",15.270000,15.390000,400340001527
"4030034000000",15.390000,15.680000,400340001539
"4030034000000",15.680000,17.018000,400340001568
"4030034000000",17.018000,17.081000,400340001702
"4030034000000",17.081000,18.410000,400034017081
"4030034000000",18.410000,19.870000,400340001841
"4730093000000",0.000000,0.150000,470930000000
"4730093000000",0.150000,0.910000,470930000015
"4730093000000",2.340000,7.420000,470930000234
"5130015000000",6.300000,8.480000,510150000630
"26202500000NB",0.000000,3.560000,262500000000
"26202500000NB",3.560000,4.010000,262500000356
"26202500000NB",4.010000,4.620000,262500000401
"26202500000NB",4.650000,7.100000,262500000465
"26202500000NB",7.100000,8.070000,262500000710
"26202500000NB",8.070000,9.790000,262500000807
"26202500000NB",9.790000,10.670000,262500000979
"26202500000NB",11.650000,12.350000,262500001165
"26202500000NB",12.470000,13.370000,262500001247
"26202500000NB",13.400000,15.310000,262500001340
"26202500000NB",23.890000,24.640000,262500002389
"26202500000NB",28.490000,29.070000,262500002849
"26202500000NB",29.070000,29.710000,262500002907
"26202500000NB",29.710000,30.090000,262500002971
"26202500000NB",30.090000,30.920000,262500003009
"26202500000NB",31.630000,31.730000,262500003163
"26202500000NB",36.470000,36.690000,260250003647
"26202500000NB",38.920000,39.200000,262500003892
"0640060050000",0.000000,0.880000,060600500000
"0640060050000",0.880000,1.680000,060600500088
"0640060050000",1.680000,1.970000,060600500168
"3540018010000",0.000000,0.060000,350180100000
"28200190000NB",2.880000,3.870000,280190000288
"28200190000NB",5.340000,6.010000,280190000534
"28200190000NB",6.010000,7.440000,280190000601
"28200190000NB",10.690000,11.630000,280190001076
"5475760001900",0.000000,0.210000,540576000000
"5475760001900",0.210000,0.240000,540576000021
"2040022000000",0.860000,1.190000,200220000086
"2040022000000",1.190000,2.470000,200220000119
"5475759001900",0.000000,0.480000,540575900000
"2071020001900",0.060000,0.460000,200102000006
"0240045050000",0.550000,1.250000,020450500055
"1740019290000",0.000000,0.570000,170192900000
"3140019080000",0.000000,0.230000,310190800000
"4940005090000",0.000000,0.280000,490050900000
"2040060640000",0.000000,0.350000,200606400000
"2071011001900",0.060000,0.420000,200101100006
"3140060020000",0.000000,0.260000,310600200000
"4640119300000",0.000000,0.600000,461193000000
"1740031000000",0.500000,1.450000,170310000050
"4040031000000",0.000000,0.300000,400310000000
"3174772001900",0.000000,0.100000,310477200000
"3174772001900",0.100000,0.270000,310477200010
"3174772001900",0.270000,0.420000,310477200027
"30201190000NB",11.730000,12.800000,301190001173
"30201190000NB",12.880000,14.280000,301190001288
"0630010000100",1.940000,2.560000,06010A000194
"5240003010000",0.000000,0.009000,520030100000
"4140048000000",0.000000,1.900000,410480000000
"2540072040000",0.000000,0.130000,250720400000
"0673317001900",0.000000,0.240000,060331700000
"4130041000000",0.000000,0.710000,410410000000
"4130041000000",1.850000,1.990000,410410000185
"4130041000000",1.990000,2.190000,410410000199
"2040012000000",0.000000,2.550000,200120000000
"2040012000000",3.600000,4.140000,200120000360
"2040012000000",4.550000,5.100000,200120000457
"2774501001900",0.000000,0.150000,270450100000
"4940016000000",8.090000,8.320000,490160000809
"4940016000000",9.050000,9.510000,490160000904
"3540015000000",1.910000,2.260000,350150000191
"5040012000000",3.176000,4.650000,500120003176
"20100640006EB",0.000000,0.300000,200064E00000
"4140019030000",0.387000,0.500000,410190300039
"4140019030000",0.500000,0.980000,410190300050
"4940013000000",0.000000,0.860000,490130000000
"2540054000000",0.000000,0.183000,250540000000
"5475770001900",0.430000,1.040000,540577000043
"1540011020000",0.000000,0.570000,150110200000
"1540011020000",0.570000,2.750000,150110200570
"1540011020000",2.750000,2.780000,150011020275
"22201190000NB",3.370000,5.400000,221190000337
"22201190000NB",5.400000,6.408000,221190000540
"3940003000000",4.600000,7.270000,390030000460
"2040046000000",0.000000,0.410000,200460000000
"1230093000000",2.360000,2.980000,120930000236
"1230093000000",3.770000,4.050000,120930000377
"1230093000000",9.600000,9.710000,120930000960
"1230093000000",9.710000,13.450000,120930000971
"1230093000000",13.450000,15.850000,120930001345
"1230093000000",15.850000,18.046000,120930001585
"50200600000EB",0.000000,0.240000,500600000000
"50200600000EB",0.490000,0.720000,500600000049
"50200600000EB",1.130000,1.830000,500600000113
"50200600000EB",3.790000,4.040000,500600000379
"50200600000EB",4.040000,4.390000,500600000404
"3174817001900",0.000000,0.240000,310481700000
"2830598000000",0.000000,2.130000,285980000000
"2830598000000",2.400000,2.590000,285980000240
"2830598000000",2.590000,2.980000,285980000259
"1040019020000",0.000000,0.820000,100190200000
"2230010000000",17.810000,19.070000,220100001781
"0330094000000",0.000000,3.010000,030940000000
"1930009000000",0.000000,1.450000,190090000000
"1930009000000",1.450000,3.940000,190090000145
"1930009000000",4.970000,6.350000,190090000497
"1930009000000",10.910000,11.418000,190090001091
"1930009000000",14.435000,14.960000,190090014435
"0140024000000",1.640000,2.790000,010240000164
"0140024000000",2.790000,4.740000,010240000279
"0630010000000",15.690000,15.820000,060100001569
"0630010000000",15.820000,16.270000,060100001582
"0630010000000",17.210000,17.370000,060100001721
"0630010000000",17.460000,18.410000,060100001746
"4330016000000",1.450000,3.620000,430160000145
"4330016000000",19.020000,21.980000,430160001902
"10100770016NB",52.580000,53.060000,100770005258
