RouteID,BMP,EMP,29_HPMS_SAMPLE_NO
"25100790000NB",133.370000,134.970000,250790013337
"25100790000NB",134.970000,135.660000,250790013497
"25100790000NB",135.660000,136.640000,250790013566
"25100790000NB",136.640000,139.100000,250790013664
"25100790000NB",139.100000,139.820000,250790013910
"25100790000NB",139.820000,140.352000,250790013982
"3140068070000",0.250000,0.750000,310680700025
"3140068070000",0.750000,1.320000,310680700075
"3140068070000",1.610000,2.150000,310680700161
"3174810001900",0.000000,0.760000,310481000000
"4640044080000",0.000000,0.330000,460440800000
"4640044080000",0.330000,0.450000,460440800033
"4640044080000",0.450000,0.690000,460044080045
"4640044080000",0.690000,0.720000,460440800069
"42202500000NB",9.710000,12.450000,422500000971
"5440014140000",0.000000,0.660000,540141400000
"4970753001900",0.260000,0.440000,490075300026
"0830016000000",19.190000,20.350000,080160001919
"28200520004NB",0.000000,0.220000,28052N000000
"3130007000000",0.000000,3.420000,310070000000
"3130007000000",4.420000,4.540000,310070000442
"3130007000000",13.210000,13.450000,310070001321
"3130007000000",22.540000,24.000000,310070002254
"3130007000000",25.150000,25.850000,310070002515
"3130007000000",25.850000,26.010000,310070002585
"3130007000000",26.010000,27.030000,310070002601
"3130007000000",27.030000,27.265000,310070002703
"3130007000000",33.830000,34.100000,310070003383
"3130007000000",34.710000,35.760000,310070003471
"3130007000000",35.760000,36.130000,310070003576
"3130007000000",36.130000,36.550000,310070003613
"3130007000000",36.550000,38.290000,310070003655
"3130007000000",38.290000,38.650000,310070003829
"0230901000000",4.860000,5.440000,029010000486
"0540013000000",0.000000,0.140000,050130000000
"5040008000000",0.000000,0.450000,500080000000
"2540250180000",0.080000,0.850000,252501800008
"3140082000000",0.000000,1.880000,310820000000
"0274259001900",0.000000,0.170000,020425900000
"0274259001900",0.170000,0.610000,022590000017
"2870504001900",0.000000,0.470000,280050400000
"2870504001900",0.470000,0.710000,280050400047
"0240013000000",0.430000,1.030000,020130000043
"0240013000000",1.030000,1.500000,020130000103
"0240013000000",2.750000,3.716000,020130000275
"0274266001900",0.000000,0.440000,020426600000
"2040025260000",0.000000,0.310000,200252600000
"2040025260000",0.400000,0.710000,200252600040
"5440004000000",0.570000,0.930000,540040000059
"0330085000000",10.670000,13.130000,030850001067
"0330085000000",34.050000,34.350000,030850003405
"0640035000000",7.830000,8.630000,060350000783
"2540064020000",0.000000,0.240000,250640200000
"5475757001900",0.330000,0.470000,540575700330
"2840019290000",2.540000,3.320000,280192900254
"0540014000000",2.430000,3.450000,050140000243
"0240005000000",5.900000,7.940000,020050000590
"4040050000000",13.380000,14.060000,400500001338
"3430041000000",0.030000,2.590000,340410000003
"1740012000000",0.140000,0.900000,170120000015
"5475763001900",0.000000,0.900000,540576300000
"2640054000000",7.086000,7.710000,260540007086
"2840014000000",0.000000,0.630000,280140000000
"2870507001900",0.000000,0.660000,280050700000
"2870507001900",0.660000,1.540000,280050700066
"4130061000000",2.604000,3.290000,410610002604
"3140100010000",0.000000,0.501000,311000100000
"18100770000NB",117.500000,119.260000,180770011750
"18100770000NB",119.260000,119.910000,180770011926
"18100770000NB",119.910000,120.710000,180770011991
"18100770000NB",120.710000,122.730000,180770012071
"18100770000NB",122.730000,124.920000,180770012273
"18100770000NB",124.920000,126.390000,180770012492
"18100770000NB",126.390000,128.330000,180770012639
"18100770000NB",128.330000,132.440000,180770012833
"18100770000NB",132.440000,137.740000,180770013244
"18100770000NB",137.740000,138.830000,180770013774
"18100770000NB",138.830000,145.990000,180770013883
"18100770000NB",145.990000,150.450000,180770014599
"18100770000NB",150.450000,153.790000,180770015045
"18100770000NB",153.790000,154.410000,180770015379
"18100770000NB",154.410000,156.010000,180770015441
"18100770000NB",156.010000,156.990000,180770015601
"4530003000000",9.560000,10.910000,450030000956
"3140055070000",0.000000,0.260000,310550700000
"3140857010000",0.000000,0.190000,318570100000
"39100680000EB",14.660000,18.120000,390680001466
"39100680000EB",18.120000,23.340000,390680001812
"39100680000EB",26.750000,28.640000,390680002675
"39100680000EB",28.640000,29.230000,390680002864
"39100680000EB",29.230000,31.240000,390680002923
"39100680000EB",31.240000,31.420000,390680003124
"39100680000EB",31.420000,32.060000,390680003142
"3174764001900",0.810000,1.020000,310476400081
"0274265001900",0.000000,0.570000,020426500000
"1040009010000",0.000000,1.930000,100090100000
"2840024000000",0.000000,0.300000,280240000000
"2840024000000",0.300000,2.789000,280240000300
"4240219220000",0.000000,0.160000,422192200000
"5040007000000",17.840000,18.870000,500070001784
"5040007000000",19.350000,19.760000,500070001935
"0130076000000",1.750000,6.620000,010760000175
"32202190000NB",1.920000,7.870000,322190000192
"32202190000NB",14.380000,16.180000,322190001438
"32202190000NB",16.180000,19.240000,322190001618
"32202190000NB",19.240000,19.660000,322190001924
"32202190000NB",19.660000,23.000000,322190001966
"32202190000NB",24.920000,26.240000,322190002492
"32202190000NB",26.240000,28.680000,322190002624
"0640060700000",0.000000,0.180000,060607000000
"0640060700000",0.180000,0.560000,060607000018
"0640060700000",0.560000,0.760000,060607000056
"3030065000000",10.030000,11.050000,300650001003
"28100770000NB",0.690000,2.560000,280770000069
"28100770000NB",2.560000,5.120000,280770000256
"28100770000NB",5.120000,8.189000,280770000512
"28100770000NB",8.189000,8.980000,280077008189
"5230007000000",0.200000,0.360000,520070000020
"5230007000000",2.000000,2.550000,520070000200
"5230007000000",35.640000,36.520000,520070003564
"0830004000000",15.750000,19.010000,080040001575
"0830004000000",21.980000,22.980000,080040002198
"0940003000000",4.140000,5.770000,090030000414
"20100770005SB",0.000000,0.670000,20077S000000
"1730020000000",7.220000,7.414000,170200000722
"4130003000000",35.980000,36.180000,410030035980
"4130003000000",36.230000,36.490000,410030036230
"4130003000000",37.100000,37.730000,410030003710
"4240011000000",2.480000,2.491000,420110000248
"4140008010000",1.020000,1.600000,410080100102
"3140061010000",0.000000,0.370000,310610100000
"3140061010000",0.410000,0.520000,310610100041
"1540011000000",0.000000,2.310000,150110000000
"1540011000000",2.310000,2.900000,150110000231
"1540011000000",4.910000,5.160000,150110000491
"1540011000000",5.160000,5.350000,150110000516
"1540011000000",5.350000,5.590000,150110000535
"1540011000000",5.590000,5.610000,150110000559
"0240009130000",0.400000,1.920000,020091300040
"0630002001300",0.000000,0.170000,06002T000000
"0630002001300",0.170000,0.390000,06002T000017
"2040006150000",0.000000,0.040000,200061500000
"2040006150000",0.120000,0.170000,200061500012
"0240019000000",1.550000,3.438000,020190000155
"0240019000000",3.438000,4.040000,020190003438
"2930093000000",0.000000,3.420000,290930000000
"5440021020000",0.000000,0.390000,54400210200
"5440021020000",0.500000,1.980000,540210200050
"02200110000NB",5.240000,6.050000,020110000524
"02200110000NB",13.650000,13.780000,020011001365
"02200110000NB",14.510000,14.640000,020110001451
"02200110000NB",16.480000,17.510000,020110001648
"02200110000NB",24.710000,24.970000,020110002471
"13202190000NB",2.570000,4.790000,132190000257
"13202190000NB",5.370000,5.690000,132190000537
"13202190000NB",5.690000,6.030000,132190000569
"13202190000NB",6.030000,6.040000,132190000603
"13202190000NB",6.040000,6.390000,132190000604
"13202190000NB",6.390000,6.690000,132190000639
"13202190000NB",6.690000,7.110000,132190000669
"13202190000NB",7.430000,8.590000,132190000743
"13202190000NB",8.590000,9.060000,132190000859
"13202190000NB",9.060000,9.900000,132190000906
"13202190000NB",10.010000,10.850000,132190001001
"13202190000NB",10.850000,11.060000,132190001085
"13202190000NB",11.060000,11.260000,132190001106
"13202190000NB",14.154000,14.340000,132190001416
"13202190000NB",14.340000,14.450000,132190001434
"13202190000NB",15.740000,16.370000,132190001574
"13202190000NB",21.340000,21.860000,132190002134
"13202190000NB",25.900000,26.760000,132190002590
"13202190000NB",26.760000,26.970000,132190002676
"13202190000NB",26.970000,27.330000,132190002697
"13202190000NB",27.330000,29.720000,132190002733
"13202190000NB",29.720000,31.560000,132190002972
"13202190000NB",31.560000,34.220000,132190003156
"2774502001900",0.000000,0.170000,270450200000
"5440047040000",0.000000,0.230000,540470400000
"5440047040000",0.230000,0.930000,540470400230
"5440047040000",0.930000,2.860000,540470400930
"0830036000000",2.480000,4.200000,080360000248
"3540088020000",0.000000,0.570000,350880200000
"5040001000000",2.160000,2.290000,500010000216
"2040027000000",5.070000,7.240000,200270000507
"0740011000000",6.900000,7.850000,070110000690
"35200400000EB",0.007000,0.120000,350400000007
"35200400000EB",1.990000,2.102000,350400000199
"35200400000EB",2.102000,2.710000,350400002102
"35200400000EB",2.810000,2.830000,350040000281
"35200400000EB",2.830000,3.240000,350400000283
"35200400000EB",3.440000,3.910000,350400000344
"35200400000EB",4.320000,5.420000,350400000432
"35200400000EB",5.420000,5.930000,350400000542
"35200400000EB",7.100000,7.440000,350400000710
"35200400000EB",8.060000,8.260000,350400008060
"35200400000EB",8.500000,8.880000,350400000850
"35200400000EB",9.270000,9.640000,350400000927
"35200400000EB",10.020000,10.260000,350400001002
"23201190000NB",0.000000,0.850000,231190000000
"23201190000NB",1.440000,2.200000,231190000144
"23201190000NB",2.200000,2.540000,231190000220
"23201190000NB",2.540000,2.670000,231190000254
"23201190000NB",2.670000,3.590000,231190000267
"23201190000NB",3.590000,5.270000,231190000359
"23201190000NB",11.870000,12.283000,231190001187
"1040061100000",0.080000,0.450000,100611000008
"31100680004NB",0.000000,0.840000,31068N000000
"4170038001900",0.000000,0.150000,410003800000
"4170038001900",0.330000,0.490000,410003800033
"49200330000EB",0.000000,0.640000,490330000000
"49200330000EB",1.220000,2.510000,490330000122
"49200330000EB",2.510000,4.000000,490330000251
"49200330000EB",4.000000,4.350000,490330000400
"49200330000EB",5.370000,7.192000,490330000537
"49200330000EB",8.310000,10.870000,490330000831
"5440030000000",0.000000,0.980000,540300000000
"4674200001900",0.000000,1.050000,460420000000
"2930028000000",7.690000,9.220000,290280000769
"2930028000000",11.868000,11.930000,290028011868
"2930028000000",11.930000,12.860000,290280001193
"2930028000000",12.860000,13.545000,290280001286
"2430016000000",0.060000,1.730000,240160000006
"2430016000000",4.050000,6.180000,240160000405
"2430016000000",9.470000,10.140000,240160000947
"2430016000000",13.750000,14.050000,240160001375
"2430016000000",16.060000,19.560000,240160001606
"2430016000000",19.560000,20.790000,240160001956
"2430016000000",20.790000,22.050000,240160002079
"2430016000000",22.050000,23.760000,240160002205
"2430016000000",23.760000,24.860000,240160002376
"2430016000000",29.190000,29.410000,240160002919
"2430016000000",32.700000,35.380000,240160003270
"4272252001900",0.000000,0.390000,420225200000
"0330099000000",0.000000,1.840000,030990000000
"0640021000000",0.537000,0.900000,060021000537
"0640021000000",0.900000,1.510000,060210000090
"0640021000000",1.510000,2.939000,060210000151
"0640021000000",2.947000,2.980000,060210002947
"2330073000000",0.310000,2.150000,230730000031
"1840021000000",0.000000,0.360000,180210000000
"1840021000000",19.640000,20.960000,180210001964
"1840021000000",28.320000,29.880000,180210002832
"3230012000000",0.780000,5.930000,320120000078
"3230012000000",5.930000,6.110000,320120000593
"3230012000000",9.330000,11.310000,320120000933
"54100770000NB",156.990000,158.690000,540770015699
"54100770000NB",158.690000,160.380000,540770015869
"54100770000NB",160.380000,161.660000,540770016038
"54100770000NB",161.660000,162.730000,540770016166
"54100770000NB",162.730000,168.205000,540770016273
"54100770000NB",168.205000,168.370000,540077168205
"54100770000NB",168.370000,172.290000,540770016837
"54100770000NB",172.290000,173.210000,540770017229
"54100770000NB",173.210000,173.940000,540770017321
"54100770000NB",173.940000,176.460000,540770017394
"54100770000NB",176.460000,176.760000,540770017646
"54100770000NB",176.760000,177.928000,540770017676
"54100770000NB",178.000000,180.180000,540770017800
"54100770000NB",180.180000,181.674000,540770018018
"54100770000NB",181.674000,185.340000,540770018167
"54100770000NB",185.340000,185.640000,540770018534
"54100770000NB",185.640000,186.720000,540770018564
"54100770000NB",186.720000,187.210000,540770018672
"1640010030000",0.000000,0.210000,160100000021
"1771754001900",0.180000,0.470000,170175400018
"1771754001900",0.470000,0.570000,170175400047
"2340005000000",0.450000,2.789000,230050000045
"1740020750000",0.460000,0.930000,170207500046
"1740020750000",1.260000,1.480000,170207500126
"5475772001900",0.440000,1.250000,540577200044
"41200190023EB",0.000000,0.033000,41019C000000
"41200190023EB",0.033000,0.034000,41019C000003
"41200190023EB",0.034000,1.100000,410190000034
"41200190023EB",1.100000,1.360000,410190001100
"24200520000EB",0.000000,1.090000,240520000000
"24200520000EB",2.540000,3.720000,240520000254
"24200520000EB",5.190000,6.400000,240520000519
"24200520000EB",6.400000,7.910000,240520000640
"24200520000EB",9.590000,12.820000,240520000959
"24200520000EB",24.590000,26.770000,240520002459
"2572506001900",0.500000,0.620000,250250600050
"2572506001900",0.620000,0.720000,250250600062
"5275509001900",0.070000,0.230000,520550900070
"5440021010000",0.010000,0.530000,544002100010
"5440021010000",1.200000,1.710000,540210100120
"0673289001900",1.720000,2.020000,060328900172
"0230045000000",14.390000,14.520000,020450001439
"0230045000000",14.520000,14.850000,020450001452
"0230045000000",14.850000,15.310000,020450001485
"0230045000000",17.530000,18.230000,020450001753
"0230045000000",19.080000,19.610000,020450001908
"0640031060000",0.000000,0.380000,060310600000
"0640031060000",0.380000,0.410000,060310600038
"0640031060000",0.410000,0.480000,060310600041
"3540039000000",0.010000,0.420000,350390000001
"3540039000000",0.420000,1.560000,350390000042
"3540039000000",1.560000,2.050000,350390000156
"0630152000000",0.760000,0.990000,061520000076
"40100640000EB",31.770000,32.570000,400640003177
"40100640000EB",32.570000,33.450000,400640003257
"40100640000EB",33.450000,34.450000,400640003345
"40100640000EB",34.450000,36.270000,400640003445
"40100640000EB",36.270000,38.540000,400640003627
"40100640000EB",38.540000,38.680000,400640003854
"40100640000EB",40.460000,40.568000,400640004046
"40100640000EB",40.568000,41.546000,400640040568
"40100640000EB",41.546000,41.646000,400064041546
"40100640000EB",41.660000,41.860000,400640004166
"40100640000EB",41.860000,42.780000,400640004186
"40100640000EB",42.790000,43.770000,400640004279
"40100640000EB",43.770000,44.470000,400640004377
"40100640000EB",44.470000,44.780000,400640004447
"40100640000EB",44.780000,45.390000,400640004478
"1740019570000",0.000000,0.490000,170195700000
"0940011000000",11.450000,12.550000,090110001145
"4240031000000",0.000000,1.810000,420310000181
"0640001000000",2.100000,2.224000,060001000021
"0640001000000",2.477000,2.619000,060001002477
"1540016000000",1.050000,1.126000,150160001050
"2071069001900",0.000000,0.220000,200106900000
"3540017000000",0.270000,0.950000,350170000027
"2540250310000",0.000000,0.550000,252503100000
"4170034001900",0.170000,0.380000,410003400017
"2640034000000",1.150000,1.610000,260340000115
"2640034000000",4.380000,5.180000,260340004380
"2640034000000",5.180000,5.230000,260340005180
"2640010000000",0.000000,0.423000,260100000000
"4170046001900",0.000000,0.100000,410004600000
"29202200000NB",12.610000,13.260000,292200001261
"29202200000NB",13.780000,13.960000,292200001378
"2030006000000",0.000000,0.100000,200060000000
"2030006000000",0.100000,0.190000,200060000010
"1430028000000",16.470000,22.270000,140280001647
"1940016000000",0.000000,0.417000,190160000000
"2940220010000",0.110000,1.090000,292200100110
"20300610005SB",0.000000,0.050000,20061S000000
"02100810000NB",0.000000,1.390000,020810000000
"02100810000NB",1.390000,6.270000,020810000139
"02100810000NB",6.270000,11.630000,020810000627
"02100810000NB",11.630000,13.540000,020810001163
"02100810000NB",13.540000,14.260000,020810001354
"02100810000NB",14.260000,15.220000,020810001426
"02100810000NB",15.220000,15.620000,020810001522
"02100810000NB",15.620000,15.950000,020810001562
"02100810000NB",15.950000,16.230000,020810001595
"02100810000NB",16.230000,17.300000,020810001623
"02100810000NB",17.300000,18.130000,020810001730
"02100810000NB",18.130000,20.370000,020810001813
"02100810000NB",20.370000,23.000000,020810002037
"02100810000NB",23.000000,23.460000,020810002300
"02100810000NB",23.460000,24.530000,020810002346
"02100810000NB",24.530000,26.000000,020810002453
"46202500000NB",6.950000,7.082000,460250000695
"46202500000NB",16.380000,16.520000,462500001638
