RouteID,BMP,EMP,29_HPMS_SAMPLE_NO,29_HPMS_SAMPLE_NO_april11
0940003000000,4.14,5.77,090030000414,090030000414
35202500005SB,0,0.36,35250S000000,35250S000000
19203400005SB,0,0.17,19340S000000,19340S000000
19203400005SB,0.17,0.37,190340S00017,190340S00017
19203400005SB,0.371,0.6,190340S00371,190340S00371
20300610005SB,0,0.05,20061S000000,20061S000000
2040043000000,0.427,1.27,200430000427,200430000427
4040012000000,4.71,8.19,400120000471,400120000471
4040012000000,8.19,10.77,400120000819,400120000819
4040012000000,10.77,12.37,400120001077,400120001077
2040015000000,0,0.1,200150000000,200150000000
06200600000EB,2.97,3.07,060600000297,060600000297
06200600000EB,3.17,3.27,060600000317,060600000317
06200600000EB,5.76,5.96,060600000576,060600000576
06200600000EB,6.97,7.51,060600000697,060600000697
06200600000EB,7.59,7.96,060600000759,060600000759
06200600000EB,7.96,8.43,060600000796,060600000796
06200600000EB,8.43,8.82,060600000843,060600000843
06200600000EB,8.82,9.5,060600000882,060600000882
06200600000EB,9.56,9.92,060600000956,060600000956
06200600000EB,9.92,10.27,060600000992,060600000992
06200600000EB,10.76,10.929,060600001076,060600001076
06200600000EB,10.929,10.944,060600001076,060600001076
06200600000EB,10.944,11.25,060600001076,060600001076
06200600000EB,11.51,12.23,060600001151,060600001151
06200600000EB,15.59,17.29,060600001559,060600001559
45100640000EB,138.01,138.38,450640013801,450640013801
45100640000EB,138.38,143.2,450640013838,450640013838
45100640000EB,143.2,143.75,450640014320,450640014320
45100640000EB,143.75,147.6,450640014375,450640014375
20100640006EB,0,0.3,200064E00000,200064E00000
4130003000000,35.98,36.18,410030035980,410030035980
4130003000000,36.23,36.49,410030036230,410030036230
4130003000000,37.1,37.73,410030003710,410030003710
4140016160000,0,0.42,410161600000,410161600000
2730002000000,1.39,3.15,270020000139,270020000139
2730002000000,13.72,15.93,270020001372,270020001372
2730002000000,15.93,18.05,270020001593,270020001593
2730002000000,18.91,19.89,270020001891,270020001891
2730002000000,20.07,20.36,270020002007,270020002007
2730002000000,20.57,20.72,270020002057,270020002057
2730002000000,20.72,20.88,270020002072,270020002072
2730002000000,21,21.29,270020002100,270020002100
2730002000000,21.29,22.2,270020002129,270020002129
2730002000000,24.16,24.79,270020002416,270020002416
2730002000000,29.27,35.98,270002002927,270002002927
11100790000NB,83.15,83.55,110790008315,110790008315
0640060090000,0,0.35,060600900000,060600900000
3140059000000,0,0.33,310590000000,310590000000
3140059000000,0.33,0.85,310590000033,310590000033
0673274001900,1.46,1.56,060327400146,060327400146
2040039000000,7.15,8.83,200390000715,200390000715
20100770005SB,0,0.67,20077S000000,20077S000000
35202500000NB,0,0.94,352500000000,352500000000
35202500000NB,0.94,1.9,352500000094,352500000094
35202500000NB,1.9,2.93,352500000190,352500000190
35202500000NB,2.93,3.26,352500000293,352500000293
1740011000000,0,1.14,170110000000,170110000000
1740011000000,1.14,2.3,170110001140,170110001140
1740011000000,4.24,4.7,170110000424,170110000424
1740011000000,4.7,5.24,170110004700,170110004700
0540013000000,0,0.14,050130000000,050130000000
31100680000EB,0,0.32,310680000000,310680000000
31100680000EB,1.15,2.67,310680000115,310680000115
31100680000EB,2.67,4.13,310680000267,310680000267
31100680000EB,4.13,4.56,310680000413,310680000413
31100680000EB,4.56,4.96,310680000456,310680000456
31100680000EB,4.96,5.79,310680000496,310680000496
31100680000EB,5.79,6.18,310680000579,310680000579
31100680000EB,6.18,6.77,310680000618,310680000618
31100680000EB,6.77,7.2,310680000677,310680000677
31100680000EB,7.2,7.54,310680000720,310680000720
31100680000EB,7.54,8.89,310680000754,310680000754
31100680000EB,8.89,9.4,310680000889,310680000889
31100680000EB,10.28,10.32,310680001028,310680001028
31100680000EB,10.32,10.79,310680001032,310680001032
31100680000EB,10.79,13.149,310680001079,310680001079
0240030000000,4.175,4.37,020300004175,020300004175
0673317001900,0,0.24,060331700000,060331700000
46200500000EB,12.99,13.65,460500001299,460500001299
2770100001900,5.61,5.81,270010000561,270010000561
42200330000EB,4.522,7.76,420330000452,420330000452
42200330000EB,7.76,8.05,420330000776,420330000776
42200330000EB,8.05,9.5,420330000805,420330000805
42200330000EB,9.5,9.74,420330000950,420330000950
42200330000EB,10.26,10.99,420330001026,420330001026
1540507000000,0.43,0.92,155070000043,155070000043
1540507000000,0.92,1.16,155070000092,155070000092
1540507000000,1.51,3.33,155070000151,155070000151
3540018000000,0,0.72,350180000000,350180000000
4940012000000,0.85,1.53,490120000850,490120000850
4940012000000,1.53,2.57,490120001530,490120001530
4940012000000,2.57,4.26,490120000257,490120000257
4940012000000,5.08,5.29,490120000508,490120000508
2071068001900,0,0.48,200106800000,200106800000
4940001000000,2.28,3.17,490010000228,490010000228
5440001000000,6.32,6.67,54400010000,54400010000
5440001000000,6.67,7.17,540010000667,540010000667
4140019030000,0.387,0.5,410190300039,410190300039
4140019030000,0.5,0.98,410190300050,410190300050
31100790000NB,142.37,143.81,310790014237,310790014237
31100790000NB,143.81,145.2,310790014381,310790014381
31100790000NB,145.2,145.65,310790014520,310790014520
31100790000NB,145.65,147.85,310790014565,310790014565
31100790000NB,147.85,148.022,310790014785,310790014785
31100790000NB,148.29,148.47,310790014829,310790014829
31100790000NB,148.47,148.66,310790014847,310790014847
31100790000NB,148.66,149.05,310790014866,310790014866
31100790000NB,149.05,149.38,310790014905,310790014905
31100790000NB,149.38,149.68,310790014938,310790014938
31100790000NB,149.68,150.74,310790014968,310790014968
31100790000NB,150.74,151.07,310790015074,310790015074
31100790000NB,151.07,152.32,310790015107,310790015107
31100790000NB,152.32,152.501,310790015232,310790015232
31100790000NB,152.92,156.983,310790015292,310790015292
31100790000NB,157,160.52,310790015700,310790015700
43200500000EB,0,2.86,430500000000,430500000000
43200500000EB,8.02,9.99,430500000802,430500000802
43200500000EB,10.83,11.79,430500001083,430500001083
43200500000EB,12.54,12.85,430500001254,430500001254
43200500000EB,13.57,14.78,430500001357,430500001357
