StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,GRADES_C_VN,GRADES_C_VT,GRADES_C_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0240013000000,1.03,1.5,GRADES_C,1/1/2022 12:00:00 AM,0.103,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.47,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240013000000,2.75,3.716,GRADES_C,1/1/2022 12:00:00 AM,0.063,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.966,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240015000000,2.78,3.06,GRADES_C,1/1/2022 12:00:00 AM,0.115,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.28,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240019000000,3.438,4.04,GRADES_C,1/1/2022 12:00:00 AM,0.042,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.602,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240032000000,0.0,1.26,GRADES_C,1/1/2022 12:00:00 AM,0.392,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.26,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240032000000,1.26,1.565,GRADES_C,1/1/2022 12:00:00 AM,0.098,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.305,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240032000000,1.565,2.15,GRADES_C,1/1/2022 12:00:00 AM,0.069,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.585,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240034030000,0.0,1.01,GRADES_C,1/1/2022 12:00:00 AM,0.314,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.01,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240036010000,1.6,1.98,GRADES_C,1/1/2022 12:00:00 AM,0.093,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.38,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240045050000,0.55,1.25,GRADES_C,1/1/2022 12:00:00 AM,0.092,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.7,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240051070000,2.28,3.56,GRADES_C,1/1/2022 12:00:00 AM,0.44,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.28,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274252001900,0.0,0.64,GRADES_C,1/1/2022 12:00:00 AM,0.081,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.64,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274256001900,0.0,0.66,GRADES_C,1/1/2022 12:00:00 AM,0.063,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.66,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274257001900,0.0,0.11,GRADES_C,1/1/2022 12:00:00 AM,0.035,,,,5/16/2023 3:19:42 PM,12/31/9999 12:00:00 AM,0.11,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274257001900,0.11,0.42,GRADES_C,1/1/2022 12:00:00 AM,0.006,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.31,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274259001900,0.0,0.17,GRADES_C,1/1/2022 12:00:00 AM,0.007,,,,5/16/2023 3:19:42 PM,12/31/9999 12:00:00 AM,0.17,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274265001900,0.0,0.57,GRADES_C,1/1/2022 12:00:00 AM,0.139,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.57,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274266001900,0.0,0.44,GRADES_C,1/1/2022 12:00:00 AM,0.124,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.44,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274268001900,0.0,0.48,GRADES_C,1/1/2022 12:00:00 AM,0.178,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.48,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274273001900,0.0,0.11,GRADES_C,1/1/2022 12:00:00 AM,0.022,,,,5/16/2023 3:19:42 PM,12/31/9999 12:00:00 AM,0.11,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,0.0,2.93,GRADES_C,1/1/2022 12:00:00 AM,0.068,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,2.93,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,9.44,11.49,GRADES_C,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.05,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,11.49,12.36,GRADES_C,1/1/2022 12:00:00 AM,0.226,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.87,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,12.36,12.66,GRADES_C,1/1/2022 12:00:00 AM,0.226,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.3,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,12.66,12.83,GRADES_C,1/1/2022 12:00:00 AM,0.226,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.17,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,12.83,13.54,GRADES_C,1/1/2022 12:00:00 AM,0.147,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.71,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,16.97,17.83,GRADES_C,1/1/2022 12:00:00 AM,0.015,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.86,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330003000000,8.17,11.14,GRADES_C,1/1/2022 12:00:00 AM,0.719,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.97,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330085000000,10.67,13.13,GRADES_C,1/1/2022 12:00:00 AM,0.12,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,2.46,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330085000000,34.05,34.35,GRADES_C,1/1/2022 12:00:00 AM,0.098,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.3,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330094000000,0.0,3.01,GRADES_C,1/1/2022 12:00:00 AM,0.303,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,3.01,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330099000000,0.0,1.84,GRADES_C,1/1/2022 12:00:00 AM,0.401,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.84,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0340005000000,5.42,6.96,GRADES_C,1/1/2022 12:00:00 AM,0.155,,,,5/16/2023 3:19:46 PM,12/31/9999 12:00:00 AM,1.54,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0340005000000,15.1,17.57,GRADES_C,1/1/2022 12:00:00 AM,0.094,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,2.47,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0340006000000,2.99,5.53,GRADES_C,1/1/2022 12:00:00 AM,0.728,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.54,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,44.6,46.18,GRADES_C,1/1/2022 12:00:00 AM,0.615,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.58,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,46.18,46.22,GRADES_C,1/1/2022 12:00:00 AM,0.615,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.04,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,46.22,49.73,GRADES_C,1/1/2022 12:00:00 AM,0.734,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,3.51,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,49.73,50.35,GRADES_C,1/1/2022 12:00:00 AM,0.337,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.62,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,50.35,51.61,GRADES_C,1/1/2022 12:00:00 AM,0.282,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.26,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,51.61,52.61,GRADES_C,1/1/2022 12:00:00 AM,0.173,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.0,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,52.61,53.27,GRADES_C,1/1/2022 12:00:00 AM,0.403,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.66,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,53.27,54.18,GRADES_C,1/1/2022 12:00:00 AM,0.215,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.91,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,54.18,57.51,GRADES_C,1/1/2022 12:00:00 AM,0.582,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,3.33,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,57.51,59.0,GRADES_C,1/1/2022 12:00:00 AM,0.354,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.49,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,59.0,61.47,GRADES_C,1/1/2022 12:00:00 AM,0.615,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.47,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,61.47,62.04,GRADES_C,1/1/2022 12:00:00 AM,0.193,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.57,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
