StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,LAST_OVERLAY_THICKNESS_VN,LAST_OVERLAY_THICKNESS_VT,LAST_OVERLAY_THICKNESS_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,04100790000NB,50.35,51.61,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,9.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.26,9ba093cb-f840-4b28-a250-88014970859b,,
54,04100790000NB,59.0,61.47,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,9.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,2.47,9ba093cb-f840-4b28-a250-88014970859b,,
54,04100790000NB,44.6,46.22,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.62,9ba093cb-f840-4b28-a250-88014970859b,,
54,04100790000NB,52.61,53.27,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,9.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.66,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240013000000,0.43,1.03,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.6,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240013000000,1.03,1.5,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.47,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240010010000,0.0,0.69,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.69,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240011130000,0.41,0.55,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.14,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240011190000,0.0,0.31,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.31,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240011240000,0.0,0.85,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.85,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240011330000,0.0,0.26,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.26,9ba093cb-f840-4b28-a250-88014970859b,,
54,0240011370000,0.0,0.23,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.0,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.23,9ba093cb-f840-4b28-a250-88014970859b,,
