StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,BASE_TYPE_VN,BASE_TYPE_VT,BASE_TYPE_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,04100790000NB,69.32,70.83,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.51,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,04100790000NB,78.41,79.08,BASE_TYPE,1/1/2022 12:00:00 AM,5.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.67,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,04100790000NB,79.08,83.15,BASE_TYPE,1/1/2022 12:00:00 AM,5.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,4.07,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,04100790000NB,70.83,78.41,BASE_TYPE,1/1/2022 12:00:00 AM,5.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,7.58,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,04200190000NB,26.57,27.64,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.07,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0630010000000,15.69,15.82,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.13,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0630010000000,15.82,16.27,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.45,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0540010000000,0.0,2.1,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,2.1,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0540001050000,1.31,2.34,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.03,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0540018000000,0.0,1.71,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.71,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0540027040000,1.85,1.89,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,State Paver,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.04,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0580959000000,0.0,0.89,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.89,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0580960000000,0.0,0.11,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.11,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,0.0,3.98,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,3.98,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,3.98,5.61,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.63,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,5.63,6.54,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.91,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,8.26,8.8,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.54,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,8.8,9.75,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.95,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,9.75,11.01,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.26,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,11.43,12.1,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.67,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,12.1,12.96,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.86,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,09200500000EB,17.75,18.87,BASE_TYPE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.12,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0940003000000,4.14,5.77,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,same as 2020,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.63,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,08100790000NB,36.0,39.91,BASE_TYPE,1/1/2022 12:00:00 AM,3.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,3.91,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,08100790000NB,39.91,41.43,BASE_TYPE,1/1/2022 12:00:00 AM,5.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.52,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,0830004000000,21.98,22.98,BASE_TYPE,1/1/2022 12:00:00 AM,5.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.0,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,08100790000NB,41.43,44.6,BASE_TYPE,1/1/2022 12:00:00 AM,5.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,3.17,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10100770016NB,52.58,53.06,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.48,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10100770016NB,53.06,54.13,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,1.07,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
54,10100770016NB,54.13,55.02,BASE_TYPE,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:11:56 PM,12/31/9999 12:00:00 AM,0.89,70e0bfc9-e9d0-41f3-a0c5-64a1be0f55f2,,
