StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,TURN_LANES_L_VN,TURN_LANES_L_VT,TURN_LANES_L_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0230045000000,17.53,18.23,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.7,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230045000000,19.08,19.61,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.53,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230051000000,1.87,2.841,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.971,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230051000000,2.841,4.13,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,1.289,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230051000000,4.13,4.54,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.41,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230051000000,4.54,4.58,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.04,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230051000000,4.58,4.62,TURN_LANES_L,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.04,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230051000000,4.62,5.18,TURN_LANES_L,1/1/2022 12:00:00 AM,3.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.56,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230051000000,5.4,8.591,TURN_LANES_L,1/1/2022 12:00:00 AM,4.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,3.191,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0230901000000,4.86,5.44,TURN_LANES_L,1/1/2022 12:00:00 AM,2.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.58,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240001000000,8.14,9.32,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,1.18,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240005000000,5.9,7.94,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,2.04,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240009050000,1.67,3.26,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,1.59,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240009130000,0.4,1.92,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,1.52,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240009270000,0.0,0.31,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.31,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240010010000,0.0,0.69,TURN_LANES_L,1/1/2022 12:00:00 AM,4.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.69,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240011130000,0.28,0.41,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:53 PM,12/31/9999 12:00:00 AM,0.13,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240011130000,0.41,0.55,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.14,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240011190000,0.0,0.31,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.31,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240011240000,0.0,0.85,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.85,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
54,0240011330000,0.0,0.26,TURN_LANES_L,1/1/2022 12:00:00 AM,5.0,,,,5/16/2023 5:58:52 PM,12/31/9999 12:00:00 AM,0.26,003ada0a-69f8-4d2e-8b81-c727bc1e92c0,,
