StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,BASE_THICKNESS_VN,BASE_THICKNESS_VT,BASE_THICKNESS_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,1530008000000,7.09,7.12,BASE_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,0.03,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,1830002000000,10.86,11.0,BASE_THICKNESS,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,0.14,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,1830002000000,11.14,11.28,BASE_THICKNESS,1/1/2022 12:00:00 AM,5.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,0.14,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,18100770000NB,145.99,150.45,BASE_THICKNESS,1/1/2022 12:00:00 AM,12.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,4.46,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,18100770000NB,153.79,154.41,BASE_THICKNESS,1/1/2022 12:00:00 AM,12.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,0.62,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,18100770000NB,154.41,156.01,BASE_THICKNESS,1/1/2022 12:00:00 AM,12.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,1.6,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,18100770000NB,156.01,156.99,BASE_THICKNESS,1/1/2022 12:00:00 AM,12.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,0.98,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,19203400000NB,8.56,9.13,BASE_THICKNESS,1/1/2022 12:00:00 AM,8.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,0.57,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,19203400000NB,9.13,9.38,BASE_THICKNESS,1/1/2022 12:00:00 AM,8.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,0.25,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
54,19203400000NB,9.38,9.5,BASE_THICKNESS,1/1/2022 12:00:00 AM,8.0,,,same as 2020,5/19/2023 2:00:14 PM,12/31/9999 12:00:00 AM,0.12,6b2a41bf-b435-4764-bc64-96b22ed4db4c,,
