StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,PCT_PASS_SIGHT_VN,PCT_PASS_SIGHT_VT,PCT_PASS_SIGHT_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0630002000000,14.38,17.99,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,80.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,3.61,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0640017000000,4.05,4.17,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.12,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0640017000000,4.3,4.41,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.11,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0640017000000,4.47,5.02,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.55,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,07200330000EB,0.09,2.33,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.24,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,07200330000EB,3.68,5.03,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.35,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,07200330000EB,5.59,6.2,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,16.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.61,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,07200330000EB,6.2,6.6,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.4,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,07200330000EB,6.62,8.3,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.68,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,07200330000EB,10.13,14.3,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,4.17,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,07200330000EB,14.3,14.86,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,7.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.56,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0730005000000,12.09,12.62,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.53,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0740004000000,0.0,0.67,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.67,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0740011000000,6.9,7.85,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.95,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0830004000000,15.75,19.01,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,4.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,3.26,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0830004000000,21.98,22.98,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,32.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.0,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0830016000000,19.19,20.35,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.16,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0830036000000,2.48,4.2,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,15.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.72,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0940003000000,4.14,5.77,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.63,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,0940011000000,11.45,12.55,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.1,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,10200600000EB,0.34,1.01,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.67,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1030006000000,0.0,0.12,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.12,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1030006000000,0.12,0.33,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.21,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1030016000000,23.4,23.74,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.34,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1030061000000,22.53,25.56,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,3.03,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1040005000000,0.06,0.37,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.31,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1040005000000,0.37,0.4,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.03,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1040005000000,0.4,0.6,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.2,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1040005000000,0.6,0.62,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.02,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1040008000000,3.28,6.25,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.97,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,0.0,0.59,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.59,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,1.12,1.18,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.06,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,1.18,1.39,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.21,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,1.39,1.96,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.57,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,2.2,5.05,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,3.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.85,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,5.05,6.44,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,3.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.39,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,17.3,17.82,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.52,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,18.2,19.62,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.42,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,19.62,22.18,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.56,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,22.28,25.09,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.81,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,11200330000EB,25.09,26.73,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.64,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1130005000000,10.83,12.51,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.68,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1130005000000,14.58,14.89,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.31,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1140007000000,6.97,8.45,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.48,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1140007000000,8.45,8.67,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.22,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1140009000000,0.0,3.41,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,3.41,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,12202200000NB,4.41,5.14,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,50.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.73,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230028000000,3.35,4.76,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.41,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230028000000,8.23,12.58,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,23.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,4.35,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230028000000,12.58,12.95,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.37,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230028000000,13.03,13.38,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.35,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230042000000,16.97,21.26,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,4.29,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230042000000,21.78,22.74,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.96,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230093000000,2.36,2.98,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.62,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230093000000,3.77,4.05,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.28,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230093000000,9.6,9.71,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.11,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230093000000,9.71,13.45,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,3.74,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230093000000,13.45,15.85,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,19.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.4,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1230093000000,15.85,18.046,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,19.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.196,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13200600000EB,16.48,17.43,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.95,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13200600000EB,28.53,29.61,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.08,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13200600000EB,35.19,37.65,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.46,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,2.57,4.79,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.22,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,15.74,16.37,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.63,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,21.34,21.86,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.52,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,25.9,26.76,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.86,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,26.76,26.97,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,11.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.21,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,26.97,27.33,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,11.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.36,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,27.33,29.72,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.39,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,29.72,31.56,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.84,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,13202190000NB,31.56,34.22,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,2.66,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,1330063000000,6.06,7.63,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.57,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,14200500000EB,7.48,7.98,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.5,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,14200500000EB,8.26,8.44,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.18,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,14200500000EB,8.56,8.92,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,0.36,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
54,14200500000EB,13.37,14.67,PCT_PASS_SIGHT,1/1/2022 12:00:00 AM,0.0,,,,4/18/2023 12:02:38 PM,12/31/9999 12:00:00 AM,1.3,56913338-56f4-4ea9-a10b-12aaa9f571c7,,
