StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,SIGNAL_TYPE_VN,SIGNAL_TYPE_VT,SIGNAL_TYPE_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,06100640000EB,22.39,27.11,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,4.72,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06100640000EB,27.11,27.55,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.44,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06100640000EB,27.55,28.67,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,1.12,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06100640000EB,28.67,29.44,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.77,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06100640000EB,29.44,31.77,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,2.33,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06200520000EB,0.01,0.33,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.32,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06200520000EB,0.33,0.45,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.12,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06200520000EB,0.75,1.01,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.26,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06200520004NB,0.0,0.32,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.32,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,06200520004NB,0.321,0.46,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.139,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,0630010000000,15.69,15.82,SIGNAL_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.13,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,0630010000000,15.82,16.27,SIGNAL_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.45,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,0.0,1.02,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,1.02,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,2.85,3.82,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.97,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,3.89,6.16,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,2.27,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,6.16,6.19,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.03,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,6.19,6.2,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.01,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,6.2,6.4,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.2,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,6.4,6.66,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.26,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,6.66,7.3,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.64,aed67bc5-0c79-4f25-8674-587545cbf962,,
54,10200190000NB,7.3,7.4,SIGNAL_TYPE,1/1/2022 12:00:00 AM,5.0,,,,4/17/2023 5:09:08 PM,12/31/9999 12:00:00 AM,0.1,aed67bc5-0c79-4f25-8674-587545cbf962,,
