BeginDate|StateID|RouteID|BeginPoint|EndPoint|DataItem|Value_Numeric|Value_Date|Value_Text
12/31/2021|54|04100790000NB|69.32|70.83|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|67.52|69.32|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|78.41|79.08|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|04100790000NB|63.46|64.83|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|04100790000NB|79.08|83.15|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|04100790000NB|70.83|78.41|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|04100790000NB|64.83|67.52|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|61.47|62.04|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|51.61|52.61|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|57.51|59.0|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|46.22|49.73|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|62.04|63.46|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|04100790000NB|50.35|51.61|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|59.0|61.47|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|04100790000NB|52.61|53.27|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|21100790000NB|87.45|90.82|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|21100790000NB|96.17|97.13|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|21100790000NB|90.82|96.17|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|21100790000NB|100.39|101.69|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|21100790000NB|101.69|104.15|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|21100790000NB|104.69|106.42|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|21100790000NB|83.55|87.45|THICKNESS_FLEXIBLE|7.0||
12/31/2021|54|21100790000NB|98.63|98.925|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|21100790000NB|97.13|98.287|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|21100790000NB|98.4|98.63|THICKNESS_FLEXIBLE|5.0||
12/31/2021|54|3630028000000|24.07|25.57|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202500000NB|9.71|12.45|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|4730032000000|16.09|16.45|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|26.37|29.12|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202190000NB|17.4|19.15|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|34.47|34.78|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|0.0|3.69|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|47202190000NB|22.16|25.83|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|34.79|37.89|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202190000NB|27.85|30.16|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202190000NB|8.74|9.68|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|4730032000000|14.79|16.09|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|4240011000000|2.48|2.491|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|47202190000NB|26.1|27.76|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|6.01|7.15|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|3830039000000|27.78|28.08|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42200330000EB|10.26|10.99|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|4.37|6.01|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202190000NB|19.15|21.44|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|47202190000NB|5.57|7.37|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|36200330000EB|5.49|5.92|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42200330000EB|9.5|9.74|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|4730032000000|0.0|3.26|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|3830092000000|0.0|5.83|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|14.15|14.67|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|4272254001900|0.0|0.3|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202190000NB|0.0|3.24|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202190000NB|15.89|17.4|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|47300320005SB|0.04|0.19|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|19.58|21.84|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|4240031000000|0.0|1.81|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|47202190000NB|13.1|17.49|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|47202190000NB|17.49|18.0|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202190000NB|21.48|21.67|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|7.77|9.82|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|42202190000NB|8.55|8.74|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|38202190000NB|3.69|4.37|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|4730093000000|0.0|0.15|THICKNESS_FLEXIBLE|2.0||
12/31/2021|54|28200520018EB|0.0|0.02|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200520000EB|0.0|0.58|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|5530097000000|28.09|32.88|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|5530097000000|22.83|23.2|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|5530097000000|21.56|22.26|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|55200520000EB|7.65|8.34|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|55200520000EB|4.78|7.65|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|55200520000EB|0.0|1.4|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|5530016000000|10.99|11.4|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|5530016000000|6.42|8.95|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|5530016000000|1.73|3.33|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|5530010000000|24.14|24.38|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130307000000|4.55|5.59|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130210000000|1.89|2.79|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130061000000|2.604|3.29|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130054000000|10.14|10.33|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130054000000|7.41|8.84|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130054000000|7.1|7.41|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130054000000|6.54|7.1|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130054000000|6.35|6.54|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130054000000|4.86|5.72|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4130054000000|2.48|4.86|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4140048000000|0.0|1.9|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140041210000|0.0|1.63|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4130041000000|1.99|2.19|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4130041000000|1.85|1.99|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4130041000000|0.0|0.71|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140030000000|4.27|4.52|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4140025000000|3.7|5.9|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190014NB|0.0|2.7|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|4140019210000|3.73|5.14|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140019030000|0.5|0.98|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|4140019030000|0.387|0.5|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|41200190000NB|16.669|16.925|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190000NB|23.31|24.09|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190000NB|19.8|21.61|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190000NB|18.64|19.33|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190000NB|18.41|18.64|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|41200190000NB|18.31|18.41|THICKNESS_FLEXIBLE|9.0||
