RouteID,BMP,EMP,49_ROUTE_STATUS
"1840036030000",0.000000,0.410000,5
"3001195000000",0.000000,0.108000,5
"4900772000000",0.000000,0.227000,5
"2001785000000",0.000000,0.174000,5
"4000410000000",0.000000,0.432000,5
"2840219380000",0.000000,0.100000,5
"3740016070000",0.000000,0.530000,5
"5402017000000",0.000000,0.062000,5
"2003679000000",0.000000,0.076000,5
"1001275000000",0.000000,0.289000,5
"3500914002500",0.000000,0.003000,5
"1701837000000",0.000000,0.023000,5
"3300120000000",0.000000,0.132000,5
"2840020780000",0.000000,0.190000,5
"2800757000000",0.000000,0.118000,5
"5400426000000",0.000000,0.163000,5
"0400490000000",0.000000,0.098000,5
"1200578000000",0.000000,1.340000,5
"1200918000000",0.000000,1.375000,5
"1200798000000",0.000000,0.251000,5
"0601322000000",0.000000,0.246000,5
"5001268000000",0.000000,0.079000,5
"3501169000000",0.000000,0.038000,5
"1780901360000",0.000000,0.040000,5
"2500595000000",0.000000,0.495000,5
"3174777001900",0.000000,0.410000,5
"2004391000000",0.000000,0.744000,5
"0200296000000",0.000000,0.128000,5
"1200193000000",0.000000,0.473000,5
"4200830000000",0.000000,0.095000,5
"1600166000000",0.000000,0.162000,5
"2501801000000",0.000000,0.013000,5
"06100640017EB0020F",0.000000,0.318000,5
"3040252030000",0.000000,0.130000,5
"3940092470000",0.000000,0.200000,5
"0601961000000",0.000000,0.051000,5
"1840011060000",0.000000,1.580000,5
"2900835000000",0.000000,0.319000,5
"3101211000000",0.000000,0.055000,5
"4940033010000",0.000000,0.740000,5
"0640152010000",0.000000,0.440000,5
"0340085150000",0.000000,0.160000,5
"1301383000000",0.000000,0.039000,5
"4101561000000",0.000000,0.333000,5
"4340031200000",0.000000,0.280000,5
"4140021060000",0.000000,0.230000,5
"0240011240000",0.000000,0.850000,5
"2601097000000",0.000000,0.223000,5
"5500030000000",0.000000,0.030000,5
"4900225000000",0.000000,0.122000,5
"25303100028SB",0.000000,0.103000,5
"4740007050000",0.000000,2.120000,5
"4400295000000",0.000000,0.097000,5
"5040037480000",0.000000,0.200000,5
"3180914000000",0.000000,0.140000,5
"2901449000000",0.000000,0.040000,5
"2900194000000",0.000000,0.168000,5
"2000159000000",0.000000,0.183000,5
"5440004100000",0.000000,0.400000,5
"2003647000000",0.000000,0.057000,5
"5540016300000",0.000000,0.330000,5
"3901063000000",0.000000,0.017000,5
"2802299000000",0.000000,0.141000,5
"1901111000000",0.000000,0.439000,5
"1301395000000",0.000000,0.093000,5
"4200627000000",0.000000,0.399000,5
"2040060192500",0.000000,0.010000,5
"0400083000000",0.000000,0.209000,5
"1240042050000",0.000000,3.760000,5
"2001397000000",0.000000,0.196000,5
"2200561000000",0.000000,0.766000,5
"3301180000000",0.000000,0.062000,5
"0201972000000",0.000000,0.206000,5
"2100403000000",0.000000,0.075000,5
"4300319000000",0.000000,0.454000,5
"2002191000000",0.000000,2.577000,5
"0400536000000",0.000000,0.360000,5
"0601709000000",0.000000,0.299000,5
"5440025132400",-0.000000,0.055000,4
"1340022020000",0.000000,0.250000,5
"5200248000000",0.000000,0.160000,5
"2004486000000",0.000000,0.459000,5
"1601910000000",0.000000,0.229000,5
"1201083000000",0.000000,1.344000,5
"1700728000000",0.000000,0.146000,5
"1601831000000",0.000000,0.195000,5
"4900552000000",0.000000,0.312000,5
