Year_Record|State_Code|Route_ID|Begin_Point|End_Point|Data_Item|Section_Length|ValueNumeric|Value_Text|Value_Date|Comments
2021|54|1530002000000|0.000|0.100|Pct_Peak_Combination|0.100|0.163|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1530002000000|0.100|0.280|Pct_Peak_Combination|0.180|0.163|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1530002000000|0.280|0.560|Pct_Peak_Combination|0.280|0.087|||
2021|54|1530002000000|1.490|2.300|Pct_Peak_Combination|0.810|0.081|||
2021|54|1530002000000|2.300|2.660|Pct_Peak_Combination|0.360|0.081|||
2021|54|1530002000000|2.660|3.030|Pct_Peak_Combination|0.370|0.081|||
2021|54|1530002000000|4.690|6.690|Pct_Peak_Combination|2.000|0.117|||
2021|54|1530002000000|10.330|10.560|Pct_Peak_Combination|0.230|0.162|||
2021|54|1530002000000|10.800|10.880|Pct_Peak_Combination|0.080|0.148|||
2021|54|1530002000000|10.880|11.140|Pct_Peak_Combination|0.260|0.148|||
2021|54|1530002000000|11.140|11.450|Pct_Peak_Combination|0.310|0.134|||
2021|54|1530002000000|12.890|13.840|Pct_Peak_Combination|0.950|0.184|||
2021|54|1530002000000|16.520|17.440|Pct_Peak_Combination|0.920|0.302|||
2021|54|1530002000000|17.550|18.120|Pct_Peak_Combination|0.570|0.302|||
2021|54|1530002000000|19.710|20.250|Pct_Peak_Combination|0.540|0.302|||
2021|54|1530105000000|0.380|1.140|Pct_Peak_Combination|0.760|0.013|||
2021|54|1530105000000|1.140|3.270|Pct_Peak_Combination|2.130|0.016|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1530105000000|3.270|4.140|Pct_Peak_Combination|0.870|0.032|||
2021|54|1530105000000|4.140|4.260|Pct_Peak_Combination|0.120|0.032|||
2021|54|1530105000000|4.260|4.580|Pct_Peak_Combination|0.320|0.060|||
2021|54|1530105000000|4.580|4.820|Pct_Peak_Combination|0.240|0.060|||
2021|54|1540003060000|2.171|2.320|Pct_Peak_Combination|0.149|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540005000000|1.860|3.450|Pct_Peak_Combination|1.590|0.039|||Est Pct_MC; Est Pct_CU_Trucks; 
2021|54|1540005000000|3.450|3.674|Pct_Peak_Combination|0.224|0.039|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540009000000|0.000|0.790|Pct_Peak_Combination|0.790|0.052|||Est Pct_CU_Trucks; 
2021|54|1540011000000|0.000|2.310|Pct_Peak_Combination|2.310|0.032|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540011000000|2.310|2.900|Pct_Peak_Combination|0.590|0.032|||Est Pct_CU_Trucks; 
2021|54|1540011000000|4.910|5.160|Pct_Peak_Combination|0.250|0.032|||Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540011000000|5.160|5.350|Pct_Peak_Combination|0.190|0.032|||Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540011000000|5.350|5.590|Pct_Peak_Combination|0.240|0.032|||Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540011000000|5.590|5.610|Pct_Peak_Combination|0.020|0.032|||Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540011020000|0.000|0.570|Pct_Peak_Combination|0.570|0.014|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540011020000|0.570|2.750|Pct_Peak_Combination|2.180|0.014|||Est Pct_CU_Trucks; 
2021|54|1540011020000|2.750|2.780|Pct_Peak_Combination|0.030|0.014|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540011030000|0.060|0.352|Pct_Peak_Combination|0.292|0.014|||Est Pct_CU_Trucks; 
2021|54|1540013000000|0.000|0.200|Pct_Peak_Combination|0.200|0.082|||
2021|54|1540013000000|0.200|0.500|Pct_Peak_Combination|0.300|0.082|||
2021|54|1540015000000|0.000|1.440|Pct_Peak_Combination|1.440|0.016|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540015000000|1.440|1.950|Pct_Peak_Combination|0.510|0.016|||Est Pct_CU_Trucks; 
2021|54|1540016000000|1.050|1.126|Pct_Peak_Combination|0.076|0.102|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540208000000|3.210|3.550|Pct_Peak_Combination|0.340|0.039|||
2021|54|1540507000000|0.430|0.920|Pct_Peak_Combination|0.490|0.037|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1540507000000|1.510|3.330|Pct_Peak_Combination|1.820|0.019|||
2021|54|1577259001900|0.580|0.620|Pct_Peak_Combination|0.040|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1577259001900|0.620|1.160|Pct_Peak_Combination|0.540|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1577261001900|0.000|0.700|Pct_Peak_Combination|0.700|0.005|||
2021|54|1577261001900|0.700|0.730|Pct_Peak_Combination|0.030|0.005|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1577264001900|0.000|0.350|Pct_Peak_Combination|0.350|0.022|||
2021|54|1577269001900|0.650|0.970|Pct_Peak_Combination|0.320|0.052|||Est Pct_CU_Trucks; 
2021|54|1577270001900|0.000|0.500|Pct_Peak_Combination|0.500|0.015|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1577271001900|0.400|1.180|Pct_Peak_Combination|0.780|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|16202200000NB|10.000|10.530|Pct_Peak_Combination|0.530|0.345|||
2021|54|16202200000NB|10.530|10.690|Pct_Peak_Combination|0.160|0.345|||
2021|54|16202200000NB|10.700|11.700|Pct_Peak_Combination|1.000|0.217|||
2021|54|16202200000NB|11.800|12.960|Pct_Peak_Combination|1.160|0.217|||
2021|54|1630055000000|35.570|36.300|Pct_Peak_Combination|0.730|0.337|||
2021|54|1640007000000|5.610|6.000|Pct_Peak_Combination|0.390|0.630|||
2021|54|1640007000000|19.200|20.500|Pct_Peak_Combination|1.300|0.280|||
2021|54|1640010000000|4.600|5.800|Pct_Peak_Combination|1.200|0.064|||
2021|54|1640010030000|0.000|0.210|Pct_Peak_Combination|0.210|0.083|||
2021|54|1640012000000|14.850|15.910|Pct_Peak_Combination|1.060|0.016|||Est Pct_Buses; 
2021|54|17100790000NB|106.420|107.570|Pct_Peak_Combination|1.150|1.081|||
2021|54|17100790000NB|107.570|107.940|Pct_Peak_Combination|0.370|1.081|||
2021|54|17100790000NB|107.940|109.770|Pct_Peak_Combination|1.830|1.081|||
2021|54|17100790000NB|109.770|110.290|Pct_Peak_Combination|0.520|1.081|||
2021|54|17100790000NB|110.290|111.130|Pct_Peak_Combination|0.840|1.082|||
2021|54|17100790000NB|111.130|111.910|Pct_Peak_Combination|0.780|1.082|||
2021|54|17100790000NB|111.910|114.132|Pct_Peak_Combination|2.222|1.082|||
2021|54|17100790000NB|114.900|115.330|Pct_Peak_Combination|0.430|1.082|||
2021|54|17100790000NB|115.330|117.170|Pct_Peak_Combination|1.840|1.082|||
2021|54|17100790000NB|117.170|117.460|Pct_Peak_Combination|0.290|1.082|||
2021|54|17100790000NB|117.460|117.740|Pct_Peak_Combination|0.280|1.082|||
2021|54|17100790000NB|117.740|119.530|Pct_Peak_Combination|1.790|1.082|||
2021|54|17100790000NB|119.530|120.720|Pct_Peak_Combination|1.190|1.082|||
2021|54|17100790000NB|120.720|121.320|Pct_Peak_Combination|0.600|1.082|||
2021|54|17100790000NB|121.320|122.430|Pct_Peak_Combination|1.110|1.082|||
2021|54|17100790000NB|122.430|122.900|Pct_Peak_Combination|0.470|1.082|||
2021|54|17100790000NB|122.900|123.988|Pct_Peak_Combination|1.088|1.082|||
2021|54|17100790000NB|123.988|125.380|Pct_Peak_Combination|1.392|1.082|||
2021|54|17100790000NB|125.380|125.800|Pct_Peak_Combination|0.420|1.081|||
2021|54|17100790000NB|125.800|129.217|Pct_Peak_Combination|3.417|1.081|||
2021|54|17200190000NB|18.610|20.620|Pct_Peak_Combination|2.010|0.020|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|0.000|1.530|Pct_Peak_Combination|1.530|0.099|||
2021|54|17200500000EB|1.530|3.370|Pct_Peak_Combination|1.840|0.099|||
2021|54|17200500000EB|3.420|3.800|Pct_Peak_Combination|0.380|0.038|||
2021|54|17200500000EB|6.110|7.160|Pct_Peak_Combination|1.050|0.018|||
2021|54|17200500000EB|11.380|12.290|Pct_Peak_Combination|0.910|0.326|||
2021|54|17200500000EB|12.290|12.880|Pct_Peak_Combination|0.590|0.135|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|13.250|13.780|Pct_Peak_Combination|0.530|0.135|||
2021|54|17200500000EB|13.780|14.030|Pct_Peak_Combination|0.250|0.135|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|14.030|14.250|Pct_Peak_Combination|0.220|0.135|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|14.324|14.640|Pct_Peak_Combination|0.316|0.121|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|14.960|15.310|Pct_Peak_Combination|0.350|0.121|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|15.465|15.570|Pct_Peak_Combination|0.105|0.121|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|15.680|16.240|Pct_Peak_Combination|0.560|0.121|||
2021|54|17200500000EB|16.270|17.400|Pct_Peak_Combination|1.130|0.121|||
2021|54|17200500000EB|17.400|17.790|Pct_Peak_Combination|0.390|0.121|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|17.790|18.000|Pct_Peak_Combination|0.210|0.121|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|18.000|18.320|Pct_Peak_Combination|0.320|0.068|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|18.320|18.450|Pct_Peak_Combination|0.130|0.025|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|18.450|18.520|Pct_Peak_Combination|0.070|0.025|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|17200500000EB|18.520|18.800|Pct_Peak_Combination|0.280|0.025|||
2021|54|17200500000EB|18.850|19.210|Pct_Peak_Combination|0.360|0.036|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1730020000000|7.220|7.414|Pct_Peak_Combination|0.194|0.079|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1730020002300|0.000|0.130|Pct_Peak_Combination|0.130|0.063|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1730058000000|2.430|2.820|Pct_Peak_Combination|0.390|0.002|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1730098000000|0.420|1.960|Pct_Peak_Combination|1.540|0.070|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1730131000000|4.330|5.470|Pct_Peak_Combination|1.140|0.087|||
2021|54|1740006000000|0.000|0.808|Pct_Peak_Combination|0.808|0.003|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740009000000|0.050|0.520|Pct_Peak_Combination|0.470|0.067|||
2021|54|1740011000000|1.140|2.300|Pct_Peak_Combination|1.160|0.003|||Est Pct_CU_Trucks; 
2021|54|1740011000000|4.240|4.700|Pct_Peak_Combination|0.460|0.002|||
2021|54|1740011000000|4.700|5.240|Pct_Peak_Combination|0.540|0.002|||
2021|54|1740012000000|0.140|0.480|Pct_Peak_Combination|0.340|0.231|||
2021|54|1740012000000|0.480|0.900|Pct_Peak_Combination|0.420|0.231|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740019020000|0.230|0.650|Pct_Peak_Combination|0.420|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740019290000|0.000|0.510|Pct_Peak_Combination|0.510|0.169|||Est Pct_MC; Est Pct_Buses; Est Pct_CU_Trucks; 
2021|54|1740019290000|0.510|0.570|Pct_Peak_Combination|0.060|0.169|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740019570000|0.000|0.480|Pct_Peak_Combination|0.480|0.284|||
2021|54|1740019570000|0.480|0.490|Pct_Peak_Combination|0.010|0.284|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740020750000|0.460|0.930|Pct_Peak_Combination|0.470|0.017|||
2021|54|1740020750000|1.260|1.480|Pct_Peak_Combination|0.220|0.017|||
2021|54|1740023090000|6.770|7.360|Pct_Peak_Combination|0.590|0.037|||
2021|54|1740024000000|4.780|5.670|Pct_Peak_Combination|0.890|0.062|||
2021|54|1740024020000|0.000|0.750|Pct_Peak_Combination|0.750|0.004|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740024020000|0.750|0.870|Pct_Peak_Combination|0.120|0.004|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740024020000|0.870|0.960|Pct_Peak_Combination|0.090|0.004|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740024020000|0.960|1.090|Pct_Peak_Combination|0.130|0.004|||
2021|54|1740024020000|1.090|1.860|Pct_Peak_Combination|0.770|0.004|||
2021|54|1740024020000|1.860|2.950|Pct_Peak_Combination|1.090|0.004|||
2021|54|1740024060000|0.290|0.600|Pct_Peak_Combination|0.310|0.053|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740024270000|0.000|0.410|Pct_Peak_Combination|0.410|0.094|||Est Pct_CU_Trucks; 
2021|54|1740025000000|12.110|12.260|Pct_Peak_Combination|0.150|0.059|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740025000000|12.260|12.620|Pct_Peak_Combination|0.360|0.094|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740025060000|2.980|5.260|Pct_Peak_Combination|2.280|0.123|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1740025120000|0.270|0.640|Pct_Peak_Combination|0.370|0.094|||Est Pct_CU_Trucks; 
2021|54|1740031000000|0.500|1.450|Pct_Peak_Combination|0.950|0.094|||
2021|54|1740050160000|0.120|0.540|Pct_Peak_Combination|0.420|0.053|||Est Pct_MC; Est Pct_Buses; Est Pct_CU_Trucks; 
2021|54|1740050340000|0.000|0.690|Pct_Peak_Combination|0.690|0.061|||
2021|54|1740050400000|0.000|0.670|Pct_Peak_Combination|0.670|0.037|||
2021|54|1740707000000|0.000|0.570|Pct_Peak_Combination|0.570|0.040|||
2021|54|1740707000000|0.570|0.672|Pct_Peak_Combination|0.102|0.040|||
2021|54|1740707000000|0.672|0.907|Pct_Peak_Combination|0.235|0.040|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1771754001900|0.180|0.470|Pct_Peak_Combination|0.290|0.169|||Est Pct_MC; Est Pct_Buses; Est Pct_CU_Trucks; 
2021|54|1771754001900|0.470|0.570|Pct_Peak_Combination|0.100|0.169|||Est Pct_MC; Est Pct_Buses; Est Pct_CU_Trucks; 
2021|54|1771758001900|0.000|0.470|Pct_Peak_Combination|0.470|0.169|||Est Pct_MC; Est Pct_CU_Trucks; 
2021|54|1771758001900|0.470|0.690|Pct_Peak_Combination|0.220|0.169|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1771759001900|0.000|0.190|Pct_Peak_Combination|0.190|0.169|||Est Pct_MC; Est Pct_Buses; Est Pct_CU_Trucks; 
2021|54|1771761001900|0.000|0.260|Pct_Peak_Combination|0.260|0.169|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1771761001900|0.310|0.610|Pct_Peak_Combination|0.300|0.169|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1771765001900|0.000|0.220|Pct_Peak_Combination|0.220|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1771771001900|0.430|0.620|Pct_Peak_Combination|0.190|0.169|||Est Pct_CU_Trucks; 
2021|54|1771783001900|0.000|0.640|Pct_Peak_Combination|0.640|0.169|||
2021|54|18100770000NB|117.500|119.260|Pct_Peak_Combination|1.760|1.081|||
2021|54|18100770000NB|119.260|119.910|Pct_Peak_Combination|0.650|1.081|||
2021|54|18100770000NB|119.910|120.710|Pct_Peak_Combination|0.800|1.339|||
2021|54|18100770000NB|120.710|122.730|Pct_Peak_Combination|2.020|1.339|||
2021|54|18100770000NB|122.730|124.920|Pct_Peak_Combination|2.190|1.339|||
2021|54|18100770000NB|124.920|126.390|Pct_Peak_Combination|1.470|1.277|||
2021|54|18100770000NB|126.390|128.330|Pct_Peak_Combination|1.940|1.277|||
2021|54|18100770000NB|128.330|132.400|Pct_Peak_Combination|4.070|1.290|||
2021|54|18100770000NB|132.400|132.440|Pct_Peak_Combination|0.040|1.290|||
2021|54|18100770000NB|132.440|137.740|Pct_Peak_Combination|5.300|1.357|||
2021|54|18100770000NB|137.740|138.330|Pct_Peak_Combination|0.590|1.312|||
2021|54|18100770000NB|138.330|138.830|Pct_Peak_Combination|0.500|1.312|||
2021|54|18100770000NB|138.830|145.990|Pct_Peak_Combination|7.160|1.134|||
2021|54|18100770000NB|145.990|146.360|Pct_Peak_Combination|0.370|1.240|||
2021|54|18100770000NB|146.360|150.450|Pct_Peak_Combination|4.090|1.240|||
2021|54|18100770000NB|150.450|153.790|Pct_Peak_Combination|3.340|1.347|||
2021|54|18100770000NB|153.790|154.410|Pct_Peak_Combination|0.620|1.347|||
2021|54|18100770000NB|154.410|154.450|Pct_Peak_Combination|0.040|1.214|||
2021|54|18100770000NB|154.450|156.010|Pct_Peak_Combination|1.560|1.214|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|18100770000NB|156.010|156.990|Pct_Peak_Combination|0.980|1.033|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|18200330000EB|0.190|0.620|Pct_Peak_Combination|0.430|0.684|||
2021|54|18200330000EB|0.860|1.080|Pct_Peak_Combination|0.220|0.608|||
2021|54|18200330000EB|3.320|3.459|Pct_Peak_Combination|0.139|0.509|||
2021|54|18200330000EB|3.459|3.460|Pct_Peak_Combination|0.001|0.509|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|18200330000EB|11.090|11.218|Pct_Peak_Combination|0.128|0.443|||Est Pct_Peak_Combination; 
2021|54|18200330000EB|11.218|11.480|Pct_Peak_Combination|0.262|0.443|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|18200330000EB|21.430|24.760|Pct_Peak_Combination|3.330|0.195|||
2021|54|1830002000000|0.000|2.720|Pct_Peak_Combination|2.720|0.354|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1830002000000|2.760|3.880|Pct_Peak_Combination|1.120|0.257|||
2021|54|1830002000000|10.860|11.000|Pct_Peak_Combination|0.140|0.255|||
2021|54|1830002000000|11.140|11.280|Pct_Peak_Combination|0.140|0.255|||
2021|54|1840021000000|0.000|0.360|Pct_Peak_Combination|0.360|0.080|||Est Pct_Buses; 
2021|54|1840021000000|19.640|20.960|Pct_Peak_Combination|1.320|0.051|||
2021|54|1840021000000|28.320|29.880|Pct_Peak_Combination|1.560|0.075|||
2021|54|19203400000NB|6.900|8.560|Pct_Peak_Combination|1.660|0.451|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|19203400000NB|8.560|9.130|Pct_Peak_Combination|0.570|0.451|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|19203400000NB|9.130|9.550|Pct_Peak_Combination|0.420|0.451|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|19203400000NB|9.550|10.410|Pct_Peak_Combination|0.860|0.451|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|19203400000NB|10.410|11.860|Pct_Peak_Combination|1.450|0.451|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|19203400000NB|11.900|12.047|Pct_Peak_Combination|0.147|0.451|||
2021|54|19203400000NB|12.880|13.260|Pct_Peak_Combination|0.380|0.451|||
2021|54|19203400000NB|13.260|13.820|Pct_Peak_Combination|0.560|0.451|||
2021|54|19203400000NB|14.660|14.860|Pct_Peak_Combination|0.200|0.501|||
2021|54|19203400000NB|14.860|15.310|Pct_Peak_Combination|0.450|0.435|||
2021|54|19203400005SB|0.000|0.170|Pct_Peak_Combination|0.170|0.202|||
2021|54|19203400005SB|0.170|0.370|Pct_Peak_Combination|0.200|0.623|||
2021|54|19203400005SB|0.371|0.600|Pct_Peak_Combination|0.229|0.623|||
2021|54|1930009000000|1.450|3.940|Pct_Peak_Combination|2.490|0.113|||
2021|54|1930009000000|4.970|6.350|Pct_Peak_Combination|1.380|0.113|||
2021|54|1930009000000|10.910|11.418|Pct_Peak_Combination|0.508|0.092|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1930009000000|14.435|14.960|Pct_Peak_Combination|0.525|0.022|||
2021|54|1930051000000|8.660|8.780|Pct_Peak_Combination|0.120|0.034|||
2021|54|1930115000000|0.640|1.150|Pct_Peak_Combination|0.510|0.047|||
2021|54|1940003000000|1.403|1.820|Pct_Peak_Combination|0.417|0.205|||
2021|54|1940003000000|1.820|2.020|Pct_Peak_Combination|0.200|0.201|||
2021|54|1940003000000|2.020|2.360|Pct_Peak_Combination|0.340|0.201|||
2021|54|1940009020000|0.200|0.350|Pct_Peak_Combination|0.150|0.052|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
2021|54|1940016000000|0.000|0.417|Pct_Peak_Combination|0.417|0.047|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
