tmc|BeginDate|StateID|Travel_Time_Code|F_System|UrbanID|Facility_Type|NHS|Segment_Length|Directionality|DIR_AADT|LOTTR_AMP|TT_AMP50PCT|TT_AMP80PCT|LOTTR_MIDD|TT_MIDD50PCT|TT_MIDD80PCT|LOTTR_PMP|TT_PMP50PCT|TT_PMP80PCT|LOTTR_WE|TT_WE50PCT|TT_WE80PCT|TTTR_AMP|TTT_AMP50PCT|TTT_AMP95PCT|TTTR_MIDD|TTT_MIDD50PCT|TTT_MIDD95PCT|TTTR_PMP|TTT_PMP50PCT|TTT_PMP95PCT|TTTR_OVN|TTT_OVN50PCT|TTT_OVN95PCT|TTTR_WE|TTT_WE50PCT|TTT_WE95PCT|PHED|OCC_FAC|METRIC_SOURCE|Comments
122P04896|12/31/2021|54|122P04896|1|94726|2|1|0.469|1|21352|1.02|0|0|1.04|0|0|1.04|0|0|1.07|0|0|1.09|0|0|3.61|0|2|3.03|0|1|1.11|0|1|6.09|0|3|0|1.7|1|0
122P04897|12/31/2021|54|122P04897|1|99999|2|1|0.083|1|15900|1.0|0|0|1.0|0|0|1.0|0|0|1.14|0|0|1.12|0|0|1.12|0|0|1.12|0|0|1.12|0|0|1.12|0|0|0|1.7|1|0
122-06686|12/31/2021|54|122-06686|3|6139|2|1|3.162|1|10066|1.16|5|5|1.17|5|6|1.17|5|6|1.22|4|5|1.63|5|8|1.72|5|9|1.69|5|8|1.56|4|7|1.69|4|8|0|1.7|1|0
122-06685|12/31/2021|54|122-06685|2|93592|2|1|0.126|1|0|1.11|13|15|1.22|13|16|1.09|13|14|1.08|13|14|2.75|13|37|3.54|14|48|1.57|13|20|1.23|13|16|1.25|13|16|0|1.7|1|0
122-06684|12/31/2021|54|122-06684|3|99999|2|1|10.104|1|1368|1.28|15|19|1.32|16|21|1.29|15|20|1.24|15|19|2.05|15|31|2.22|16|36|1.9|15|29|1.67|14|24|1.75|15|26|0|1.7|1|0
122+04897|12/31/2021|54|122+04897|1|99999|2|1|3.067|1|16302|1.08|3|3|1.13|3|3|1.13|3|3|1.12|3|3|1.15|3|4|2.34|3|7|2.33|3|7|1.14|3|4|2.57|3|8|0|1.7|1|0
122P04869|12/31/2021|54|122P04869|2|93592|2|1|0.126|1|17100|1.06|0|0|1.06|0|0|1.13|0|0|1.13|0|0|1.25|0|0|1.25|0|0|1.31|0|0|1.38|0|0|1.31|0|0|0|1.7|1|Filled missing data with 1 or 0
122N06515|12/31/2021|54|122N06515|3|40753|2|3|0.013|1|4500|1.83|0|0|1.67|0|0|1.6|0|0|1.6|0|0|2.17|0|0|2.5|0|0|2.6|0|0|2.49|0|0|2.32|0|0|0|1.7|1|0
122N06514|12/31/2021|54|122N06514|3|40753|2|7|0.298|1|10428|1.58|1|2|1.5|1|1|1.42|1|1|1.59|1|1|2.71|1|3|2.55|1|2|2.4|1|1|2.33|1|1|2.34|1|2|0|1.7|1|0
122+04890|12/31/2021|54|122+04890|1|94726|2|1|0.298|1|17650|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122+04891|12/31/2021|54|122+04891|1|94726|2|1|0.266|1|24550|2.22|0|1|2.22|0|1|1.22|0|0|1.14|0|0|8.31|0|3|8.42|0|3|6.33|0|2|1.52|0|0|1.47|0|0|0|1.7|1|0
122+04892|12/31/2021|54|122+04892|1|94726|2|1|0.379|1|20132|1.13|0|1|1.11|0|1|1.11|0|1|1.09|0|0|1.94|0|1|2.11|0|1|1.65|0|1|1.26|0|1|1.2|0|1|0|1.7|1|0
122+04893|12/31/2021|54|122+04893|1|94726|2|1|1.796|1|20300|1.08|2|2|1.07|2|2|1.06|2|2|1.06|2|2|1.64|2|4|1.62|2|4|1.33|2|3|1.23|2|3|1.22|2|3|0|1.7|1|0
122-06683|12/31/2021|54|122-06683|3|99999|1|1|0.259|1|4133|1.16|1|1|1.26|1|1|1.2|1|1|1.26|1|1|1.57|1|1|1.81|1|1|1.6|1|1|1.56|1|1|2.17|1|1|0|1.7|1|0
122+04894|12/31/2021|54|122+04894|1|94726|2|1|0.039|1|30100|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.2|0|0|1.4|0|0|1.2|0|0|1.2|0|0|1.2|0|0|0|1.7|1|0
122+04895|12/31/2021|54|122+04895|1|94726|2|1|0.335|1|29929|1.03|0|0|1.05|0|0|1.05|0|0|1.05|0|0|1.18|0|0|1.35|0|1|1.28|0|0|1.13|0|0|1.21|0|0|0|1.7|1|0
122+04896|12/31/2021|54|122+04896|1|94726|2|1|4.999|1|19366|1.03|6|6|1.03|6|6|1.04|6|6|1.04|6|6|1.07|6|6|1.12|6|7|1.12|6|7|1.1|6|7|1.27|6|8|0|1.7|1|0
122P04870|12/31/2021|54|122P04870|2|93592|2|1|0.466|1|17100|1.08|1|1|1.06|1|1|1.06|1|1|1.1|0|1|1.15|1|1|1.15|1|1|1.22|1|1|1.23|1|1|1.19|1|1|0|1.7|1|0
122P04871|12/31/2021|54|122P04871|2|93592|2|1|0.535|1|17100|1.04|1|1|1.04|1|1|1.06|1|1|1.06|1|1|1.09|1|1|1.08|1|1|1.09|1|1|1.15|1|1|1.11|1|1|0|1.7|1|Filled missing data with 1 or 0
122+04886|12/31/2021|54|122+04886|1|94726|2|1|0.185|1|21100|1.0|0|0|1.06|0|0|1.06|0|0|1.0|0|0|1.11|0|0|1.11|0|0|1.11|0|0|1.17|0|0|1.11|0|0|0|1.7|1|0
122+04888|12/31/2021|54|122+04888|1|94726|2|1|0.227|1|15350|1.17|0|0|1.11|0|0|1.12|0|0|1.15|0|0|2.7|0|1|1.86|0|1|1.34|0|0|1.34|0|0|1.26|0|0|0|1.7|1|0
122+04889|12/31/2021|54|122+04889|1|94726|2|1|0.21|1|15350|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122N06988|12/31/2021|54|122N06988|3|99998|2|1|0.102|1|7434|1.15|0|0|1.15|0|0|1.08|0|0|1.12|0|0|1.31|0|0|1.31|0|0|1.27|0|0|1.27|0|0|1.28|0|0|0|1.7|1|0
122P04876|12/31/2021|54|122P04876|3|94726|2|1|0.492|1|10300|1.04|1|1|1.04|1|1|1.06|1|1|1.06|1|1|1.19|1|1|1.13|1|1|1.13|1|1|1.32|1|1|1.21|1|1|0|1.7|1|0
122P04877|12/31/2021|54|122P04877|3|94726|2|1|0.361|1|10300|1.03|0|0|1.03|0|0|1.05|0|0|1.05|0|0|1.13|0|0|1.13|0|0|1.1|0|0|1.23|0|0|1.16|0|0|0|1.7|1|0
122+04880|12/31/2021|54|122+04880|3|94726|2|1|0.035|1|14050|1.2|0|0|1.0|0|0|1.0|0|0|1.25|0|0|1.6|0|0|1.4|0|0|1.75|0|0|1.75|0|0|1.75|0|0|0|1.7|1|0
122P04878|12/31/2021|54|122P04878|3|94726|2|1|0.082|1|10300|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.11|0|0|1.11|0|0|1.11|0|0|1.22|0|0|1.11|0|0|0|1.7|1|0
122+04881|12/31/2021|54|122+04881|2|94726|2|1|0.465|1|7950|1.09|1|1|1.09|1|1|1.09|1|1|1.11|1|1|1.29|1|1|1.26|1|1|1.25|1|1|1.3|1|1|1.27|1|1|0|1.7|1|0
122P04879|12/31/2021|54|122P04879|3|94726|2|1|0.813|1|14050|1.16|1|1|1.16|1|1|1.16|1|1|1.18|1|1|1.65|1|2|1.57|1|2|1.65|1|2|1.54|1|2|1.55|1|2|0|1.7|1|0
122+04882|12/31/2021|54|122+04882|2|94726|2|1|0.332|1|9280|1.22|0|1|1.21|0|1|1.2|0|1|1.17|0|0|1.78|0|1|1.71|0|1|1.68|0|1|1.72|0|1|1.48|0|1|0|1.7|1|0
122P04872|12/31/2021|54|122P04872|2|93592|2|1|0.699|1|17100|1.11|1|1|1.11|1|1|1.1|1|1|1.08|1|1|1.39|1|1|1.34|1|1|1.23|1|1|1.22|1|1|1.2|1|1|0|1.7|1|0
122P04873|12/31/2021|54|122P04873|2|93592|2|1|0.282|1|17100|1.16|0|0|1.19|0|0|1.13|0|0|1.13|0|0|1.64|0|1|1.67|0|1|1.39|0|0|1.39|0|0|1.36|0|0|0|1.7|1|0
122+04884|12/31/2021|54|122+04884|1|94726|2|1|1.418|1|15150|1.05|2|2|1.05|2|2|1.05|2|2|1.07|2|2|1.13|2|2|1.1|2|2|1.12|2|2|1.21|2|2|1.15|2|2|0|1.7|1|0
122-06692|12/31/2021|54|122-06692|3|99999|2|1|1.701|1|0|1.1|4|5|1.09|4|5|1.08|4|5|1.1|4|5|1.22|4|5|1.43|4|6|1.25|4|5|1.29|4|5|1.28|4|5|0|1.7|1|0
122P04874|12/31/2021|54|122P04874|2|93592|2|1|0.591|1|13000|1.12|1|1|1.12|1|1|1.08|1|1|1.07|1|1|1.41|1|1|1.43|1|1|1.2|1|1|1.19|1|1|1.16|1|1|0|1.7|1|0
122+04885|12/31/2021|54|122+04885|1|94726|2|1|0.779|1|19850|1.04|1|1|1.04|1|1|1.02|1|1|1.04|1|1|1.1|1|1|1.07|1|1|1.1|1|1|1.12|1|1|1.1|1|1|0|1.7|1|0
122P04875|12/31/2021|54|122P04875|2|93592|2|1|0.077|1|13000|1.0|0|0|1.12|0|0|1.0|0|0|1.0|0|0|1.25|0|0|1.25|0|0|1.12|0|0|1.12|0|0|1.12|0|0|0|1.7|1|0
122-06621|12/31/2021|54|122-06621|3|99999|2|1|1.701|1|4150|1.06|2|2|1.08|2|2|1.09|2|2|1.1|2|2|1.26|2|2|1.28|2|2|1.27|2|2|1.37|2|3|1.33|2|2|0|1.7|1|0
122N17620|12/31/2021|54|122N17620|3|99999|2|1|0.072|1|1450|1.11|0|0|1.11|0|0|1.11|0|0|1.11|0|0|1.56|0|0|1.67|0|0|1.44|0|0|1.56|0|0|1.22|0|0|0|1.7|1|0
122-06620|12/31/2021|54|122-06620|3|99998|2|1|1.445|1|8622|1.09|2|2|1.08|2|2|1.09|2|2|1.1|2|2|1.36|2|2|1.39|2|2|1.4|2|2|1.32|2|2|1.48|2|2|0|1.7|1|0
122P07038|12/31/2021|54|122P07038|1|59275|2|1|0.254|1|0|1.14|0|0|1.57|0|0|1.33|0|0|1.33|0|0|6.57|0|0|8.14|0|1|6.33|0|0|3.17|0|0|3.0|0|0|0|1.7|1|0
122-06629|12/31/2021|54|122-06629|3|40753|2|3|5.592|1|3228|1.22|8|10|1.25|8|10|1.27|8|10|1.28|7|9|2.01|8|17|2.1|8|18|1.94|8|15|2.04|7|15|1.73|7|12|0|1.7|1|0
122-06628|12/31/2021|54|122-06628|3|40753|1|3|0.229|1|17600|1.4|1|1|1.35|1|1|1.31|1|1|1.33|0|1|2.39|1|1|2.21|1|1|2.27|1|1|2.26|0|1|2.16|0|1|0|1.7|1|0
122-50344|12/31/2021|54|122-50344|3|6139|2|1|2.249|1|5600|1.08|3|3|1.07|3|3|1.07|3|3|1.08|3|3|1.34|3|4|1.31|3|4|1.31|3|4|1.31|3|4|1.21|3|4|0|1.7|1|0
122N04791|12/31/2021|54|122N04791|1|59275|2|1|0.735|1|23588|1.05|1|1|1.05|1|1|1.03|1|1|1.05|1|1|1.13|1|1|1.12|1|1|1.15|1|1|1.22|1|1|1.18|1|1|0|1.7|1|0
122+50324|12/31/2021|54|122+50324|3|99999|2|1|0.919|1|0|1.22|5|6|1.2|5|6|1.26|5|6|1.24|4|5|1.71|5|8|1.77|5|8|2.17|5|10|1.57|4|7|1.94|4|8|0|1.7|1|0
122N04792|12/31/2021|54|122N04792|1|59275|2|1|0.254|1|22500|1.05|0|0|1.05|0|0|1.05|0|0|1.0|0|0|1.13|0|0|1.09|0|0|1.13|0|0|1.22|0|0|1.17|0|0|0|1.7|1|0
122+50327|12/31/2021|54|122+50327|3|15481|2|2|0.902|1|1200|1.84|2|4|1.78|2|4|1.73|2|4|1.38|3|4|2.33|2|5|2.21|2|5|2.15|2|5|1.79|3|5|1.85|3|6|0|1.7|1|0
122-50341|12/31/2021|54|122-50341|3|6139|2|1|0.258|1|3523|1.35|1|1|1.33|1|1|1.42|1|1|1.45|1|1|1.89|1|2|1.77|1|2|1.7|1|2|1.74|1|1|1.72|1|1|0|1.7|1|0
122N04790|12/31/2021|54|122N04790|1|99999|2|1|0.577|1|23704|1.02|0|1|1.02|0|1|1.02|0|1|1.02|0|0|1.11|1|1|1.11|1|1|1.15|1|1|1.19|1|1|1.13|1|1|0|1.7|1|0
122+06614|12/31/2021|54|122+06614|3|99999|2|1|0.919|1|2687|1.18|1|2|1.21|1|2|1.19|1|2|1.17|1|2|1.53|1|2|1.68|1|3|1.59|1|2|1.48|1|2|1.6|1|2|0|1.7|1|0
122N04795|12/31/2021|54|122N04795|1|59275|1|1|0.039|1|12100|1.0|0|0|1.33|0|0|1.33|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|0
122+06613|12/31/2021|54|122+06613|3|99999|2|1|14.893|1|1656|1.11|19|21|1.14|19|22|1.17|19|23|1.14|19|22|1.5|19|28|1.57|20|31|1.6|20|31|1.57|19|30|1.48|19|28|0|1.7|1|0
122N04796|12/31/2021|54|122N04796|1|59275|2|1|0.325|1|21717|1.04|0|0|1.03|0|0|1.03|0|0|1.04|0|0|1.13|0|0|1.1|0|0|1.13|0|0|1.23|0|0|1.19|0|0|0|1.7|1|0
122+06616|12/31/2021|54|122+06616|3|99999|2|1|3.148|1|3286|1.11|5|5|1.14|5|5|1.11|5|5|1.11|5|5|1.74|5|8|1.81|5|8|1.45|4|7|1.29|5|6|1.39|5|6|0|1.7|1|0
122N04793|12/31/2021|54|122N04793|1|59275|2|1|0.34|1|22450|1.03|0|0|1.03|0|0|1.03|0|0|1.07|0|0|1.13|0|0|1.1|0|0|1.16|0|0|1.19|0|0|1.12|0|0|0|1.7|1|0
122+06615|12/31/2021|54|122+06615|3|99999|2|1|14.877|1|2040|1.25|25|31|1.2|26|31|1.2|25|30|1.18|24|28|2.38|25|59|1.81|25|45|1.75|24|42|1.82|23|42|1.9|24|45|0|1.7|1|0
122+50333|12/31/2021|54|122+50333|3|15481|2|2|1.44|1|0|1.14|4|5|1.14|4|5|1.14|4|5|1.1|4|5|2.19|4|9|2.46|4|10|2.13|4|9|2.31|4|10|1.8|4|7|0|1.7|1|0
122N04794|12/31/2021|54|122N04794|1|99999|2|1|0.15|1|17000|1.08|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.07|0|0|1.07|0|0|1.14|0|0|1.21|0|0|1.14|0|0|0|1.7|1|0
122+06618|12/31/2021|54|122+06618|3|99998|2|1|1.786|1|5196|1.28|3|4|1.25|3|4|1.21|3|4|1.21|3|4|2.09|3|6|2.0|3|6|1.59|3|5|1.72|3|5|1.59|3|5|0|1.7|1|0
122N04799|12/31/2021|54|122N04799|1|59275|2|1|0.759|1|10293|1.06|1|1|1.04|1|1|1.06|1|1|1.07|1|1|1.17|1|1|1.12|1|1|1.13|1|1|1.24|1|1|1.18|1|1|0|1.7|1|0
122+06617|12/31/2021|54|122+06617|3|99998|2|1|2.474|1|4400|1.29|4|5|1.21|4|5|1.24|4|5|1.19|4|5|4.49|4|18|2.15|4|9|2.13|4|9|2.22|4|8|1.95|4|8|0|1.7|1|0
122+50330|12/31/2021|54|122+50330|3|15481|2|2|1.44|1|8880|1.21|2|3|1.21|2|3|1.26|2|3|1.2|2|2|1.94|2|5|1.85|2|4|1.9|2|4|1.66|2|3|1.68|2|3|0|1.7|1|0
122N04797|12/31/2021|54|122N04797|1|59275|2|1|0.364|1|18174|1.03|0|0|1.03|0|0|1.03|0|0|1.03|0|0|1.09|0|0|1.06|0|0|1.09|0|0|1.16|0|0|1.09|0|0|0|1.7|1|0
122N04798|12/31/2021|54|122N04798|1|59275|2|1|0.658|1|15400|1.03|1|1|1.03|1|1|1.03|1|1|1.05|1|1|1.12|1|1|1.08|1|1|1.11|1|1|1.18|1|1|1.13|1|1|0|1.7|1|0
122+06610|12/31/2021|54|122+06610|3|59275|2|1|0.016|1|0|1.11|14|16|1.13|14|16|1.13|14|16|1.12|14|16|1.42|14|20|1.63|14|23|1.57|14|22|1.41|14|20|1.38|14|19|0|1.7|1|0
122+06612|12/31/2021|54|122+06612|3|99999|2|1|6.529|1|2004|1.1|9|10|1.08|9|10|1.09|9|10|1.11|9|10|1.38|9|12|1.27|9|11|1.32|9|12|1.38|8|12|1.5|9|13|0|1.7|1|0
122+06611|12/31/2021|54|122+06611|3|99999|2|1|9.607|1|2530|1.21|16|20|1.21|16|20|1.19|16|19|1.2|16|19|1.91|16|31|1.81|17|31|1.79|16|30|1.8|16|29|1.59|16|26|0|1.7|1|0
122-06632|12/31/2021|54|122-06632|3|99999|2|1|10.694|1|1408|1.16|12|14|1.14|12|14|1.12|12|13|1.12|12|13|1.95|12|24|1.83|12|23|1.58|12|19|1.67|12|20|1.49|12|18|0|1.7|1|0
122P07047|12/31/2021|54|122P07047|3|99999|2|1|0.225|1|0|1.59|1|1|1.64|1|1|1.79|0|1|1.59|0|1|2.71|1|2|2.83|1|2|3.27|0|2|2.46|0|1|2.68|0|1|0|1.7|1|0
122-06631|12/31/2021|54|122-06631|3|99999|2|1|2.833|1|2453|1.26|4|5|1.18|4|5|1.21|4|5|1.36|4|6|3.64|4|15|2.48|4|11|2.41|4|10|2.93|4|13|3.6|4|15|0|1.7|1|0
122-06630|12/31/2021|54|122-06630|3|99998|2|1|0.554|1|8360|1.27|1|1|1.33|1|1|1.35|1|1|1.31|1|1|1.88|1|2|2.06|1|2|2.26|1|2|1.56|1|1|1.86|1|2|0|1.7|1|0
122N17610|12/31/2021|54|122N17610|3|59275|2|1|0.016|1|17000|1.6|0|0|1.33|0|0|1.33|0|0|1.33|0|0|2.75|0|0|2.0|0|0|2.2|0|0|3.0|0|0|1.83|0|0|0|1.7|1|0
122N17613|12/31/2021|54|122N17613|3|99999|2|1|0.026|1|900|1.5|0|0|1.5|0|0|1.5|0|0|1.5|0|0|1.5|0|0|1.5|0|0|1.5|0|0|2.0|0|0|1.5|0|0|0|1.7|1|0
122-06635|12/31/2021|54|122-06635|3|99999|2|1|7.1|1|2234|1.17|9|10|1.16|9|10|1.14|8|10|1.16|8|9|1.72|9|15|1.8|9|15|2.03|8|17|1.58|8|13|1.98|8|16|0|1.7|1|0
122N17612|12/31/2021|54|122N17612|3|36190|2|1|0.217|1|4000|1.13|0|0|1.15|0|0|1.21|0|0|1.21|0|0|1.46|0|1|1.51|0|1|1.54|0|1|1.44|0|0|1.41|0|1|0|1.7|1|0
122-06634|12/31/2021|54|122-06634|3|99999|2|1|3.075|1|1484|1.09|4|4|1.09|4|4|1.12|4|4|1.1|4|4|1.26|4|4|1.26|3|4|1.28|4|5|1.28|4|5|1.23|4|4|0|1.7|1|0
122N17615|12/31/2021|54|122N17615|3|99999|2|1|0.225|1|1050|1.11|0|0|1.05|0|0|1.05|0|0|1.05|0|0|1.2|0|0|1.21|0|0|1.21|0|0|1.2|0|0|1.16|0|0|0|1.7|1|0
122-06633|12/31/2021|54|122-06633|3|99999|2|1|2.913|1|1098|1.21|3|4|1.21|3|4|1.18|3|4|1.18|3|4|2.05|3|7|2.17|3|7|1.95|3|6|1.89|3|6|1.86|3|6|0|1.7|1|0
122N17617|12/31/2021|54|122N17617|3|99999|2|1|0.605|1|2500|1.08|1|1|1.08|1|1|1.08|1|1|1.08|1|1|1.19|1|1|1.19|1|1|1.21|1|1|1.27|1|1|1.23|1|1|0|1.7|1|0
122N17616|12/31/2021|54|122N17616|3|99999|2|1|0.687|1|2072|1.05|1|1|1.05|1|1|1.05|1|1|1.07|1|1|1.13|1|1|1.13|1|1|1.1|1|1|1.16|1|1|1.17|1|1|0|1.7|1|0
122+50319|12/31/2021|54|122+50319|3|40753|1|1|0.078|1|3600|1.65|0|0|1.54|0|0|1.79|0|1|1.24|0|0|3.0|0|1|2.79|0|1|2.31|0|1|1.54|0|0|2.22|0|1|0|1.7|1|0
122N17618|12/31/2021|54|122N17618|3|99999|2|1|0.515|1|2500|1.07|0|0|1.07|0|0|1.07|0|0|1.05|0|0|1.18|0|1|1.18|0|1|1.13|0|1|1.2|0|1|1.14|0|0|0|1.7|1|Filled missing data with 1 or 0
122N04780|12/31/2021|54|122N04780|1|99998|2|1|0.372|1|19750|1.03|0|0|1.0|0|0|1.03|0|0|1.06|0|0|1.09|0|0|1.06|0|0|1.06|0|0|1.15|0|0|1.12|0|0|0|1.7|1|0
122N04781|12/31/2021|54|122N04781|1|99998|2|1|0.536|1|19750|1.08|0|1|1.06|0|1|1.08|0|1|1.1|0|1|1.25|1|1|1.2|1|1|1.24|1|1|1.32|1|1|1.27|1|1|0|1.7|1|0
122+50316|12/31/2021|54|122+50316|3|40753|1|1|0.115|1|3300|1.41|0|0|1.48|0|0|1.48|0|0|1.38|0|0|2.38|0|1|2.17|0|1|1.9|0|1|1.75|0|0|2.01|0|1|0|1.7|1|0
122+06603|12/31/2021|54|122+06603|3|99999|2|1|17.681|1|1354|1.11|19|21|1.1|18|20|1.09|18|20|1.11|18|20|1.6|19|30|1.44|18|27|1.36|18|25|1.44|18|26|1.46|18|26|0|1.7|1|0
122N04784|12/31/2021|54|122N04784|1|99999|2|1|0.676|1|28600|1.03|1|1|1.03|1|1|1.03|1|1|1.05|1|1|1.08|1|1|1.05|1|1|1.07|1|1|1.13|1|1|1.1|1|1|0|1.7|1|0
122+06602|12/31/2021|54|122+06602|3|99999|2|1|1.15|1|1800|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122N04785|12/31/2021|54|122N04785|1|99998|2|1|0.158|1|24750|1.07|0|0|1.07|0|0|1.07|0|0|1.0|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.27|0|0|1.2|0|0|0|1.7|1|0
122+06605|12/31/2021|54|122+06605|3|99999|2|1|6.341|1|2132|1.14|8|9|1.14|8|9|1.12|8|9|1.13|8|9|2.01|8|16|1.91|8|16|1.57|8|12|1.91|8|15|1.72|8|13|0|1.7|1|0
122+50323|12/31/2021|54|122+50323|3|15481|2|1|0.461|1|5850|1.17|1|1|1.2|1|1|1.23|1|1|1.24|1|1|1.49|1|1|1.53|1|1|1.67|1|1|1.56|1|1|1.68|1|1|0|1.7|1|0
122N04782|12/31/2021|54|122N04782|1|99998|2|1|0.789|1|28700|1.03|1|1|1.03|1|1|1.04|1|1|1.04|1|1|1.14|1|1|1.1|1|1|1.1|1|1|1.15|1|1|1.13|1|1|0|1.7|1|0
122+06604|12/31/2021|54|122+06604|3|99999|2|1|10.33|1|1268|1.46|16|23|1.52|16|25|1.44|15|22|1.57|15|23|3.88|16|60|3.47|16|56|3.42|15|52|3.83|13|52|3.99|15|59|0|1.7|1|0
122+50322|12/31/2021|54|122+50322|3|15481|2|1|2.696|1|4129|1.13|4|4|1.15|4|4|1.14|4|4|1.13|4|4|1.54|4|6|1.7|4|6|1.6|4|6|1.36|4|5|1.5|4|5|0|1.7|1|0
122N04783|12/31/2021|54|122N04783|1|99999|2|1|0.773|1|28600|1.03|1|1|1.03|1|1|1.04|1|1|1.04|1|1|1.09|1|1|1.07|1|1|1.09|1|1|1.14|1|1|1.1|1|1|0|1.7|1|0
122N04788|12/31/2021|54|122N04788|1|99998|2|1|0.209|1|24560|1.06|0|0|1.06|0|0|1.0|0|0|1.06|0|0|1.16|0|0|1.11|0|0|1.16|0|0|1.2|0|0|1.16|0|0|0|1.7|1|0
122+06606|12/31/2021|54|122+06606|3|99999|2|1|5.044|1|2368|1.15|6|7|1.17|7|8|1.16|6|7|1.14|6|7|1.65|6|11|1.85|7|12|1.62|6|10|1.68|6|11|1.78|6|11|0|1.7|1|0
122N04789|12/31/2021|54|122N04789|1|99998|2|1|0.429|1|23000|1.03|0|0|1.03|0|0|1.03|0|0|1.03|0|0|1.11|0|0|1.08|0|0|1.11|0|0|1.15|0|0|1.13|0|0|0|1.7|1|0
122+06609|12/31/2021|54|122+06609|3|99999|2|1|3.005|1|1450|1.23|4|5|1.21|4|5|1.19|4|5|1.18|4|5|1.56|4|7|1.66|4|7|1.55|4|6|1.57|4|6|1.53|4|6|0|1.7|1|0
122N04786|12/31/2021|54|122N04786|1|99998|2|1|0.39|1|24572|1.06|0|0|1.09|0|0|1.06|0|0|1.06|0|0|1.17|0|0|1.14|0|0|1.17|0|0|1.19|0|0|1.14|0|0|0|1.7|1|0
122+06608|12/31/2021|54|122+06608|3|99999|2|1|1.863|1|2363|1.15|3|3|1.17|3|3|1.11|3|3|1.11|3|3|1.5|3|4|1.64|3|4|1.45|3|4|1.4|3|4|1.31|3|3|0|1.7|1|0
122N04787|12/31/2021|54|122N04787|1|99998|2|1|0.391|1|24863|1.03|0|0|1.03|0|0|1.06|0|0|1.06|0|0|1.14|0|0|1.11|0|0|1.14|0|0|1.19|0|0|1.14|0|0|0|1.7|1|0
122+06601|12/31/2021|54|122+06601|3|99999|2|1|5.217|1|1847|1.06|5|6|1.07|5|6|1.07|5|6|1.07|5|6|1.33|5|7|1.33|5|7|1.3|5|7|1.32|5|7|1.29|5|7|0|1.7|1|0
122+06600|12/31/2021|54|122+06600|3|40753|2|1|1.262|1|3550|1.2|2|2|1.22|2|2|1.17|2|2|1.24|2|2|1.59|2|3|1.7|2|3|1.63|2|3|1.4|2|3|1.74|2|3|0|1.7|1|0
122-07974|12/31/2021|54|122-07974|3|99999|2|1|0.419|1|4048|1.42|1|1|1.39|1|1|1.36|1|1|1.39|1|1|2.71|1|3|2.77|1|3|2.57|1|3|2.38|1|3|2.77|1|3|0|1.7|1|0
122-07973|12/31/2021|54|122-07973|3|99999|2|1|2.245|1|5250|1.11|3|3|1.1|3|3|1.11|3|3|1.09|2|3|1.39|3|4|1.38|3|4|1.4|3|4|1.44|3|4|1.4|2|4|0|1.7|1|0
122P07499|12/31/2021|54|122P07499|3|99998|2|1|0.398|1|3750|1.17|0|0|1.17|0|0|1.17|0|0|1.15|0|0|1.59|0|1|1.53|0|1|1.49|0|1|1.42|0|1|1.4|0|1|0|1.7|1|0
122-06647|12/31/2021|54|122-06647|3|99999|2|1|7.401|1|2949|1.14|9|11|1.15|9|11|1.15|9|11|1.15|9|11|1.42|9|13|1.38|9|13|1.39|9|13|1.31|9|12|1.46|9|13|0|1.7|1|0
122-06646|12/31/2021|54|122-06646|3|99999|2|1|0.935|1|6442|1.24|2|2|1.19|2|2|1.27|2|2|1.3|2|2|2.04|2|3|1.62|2|3|2.21|2|4|1.76|2|3|2.13|2|3|0|1.7|1|0
122N17601|12/31/2021|54|122N17601|3|40753|2|3|0.356|1|20000|1.27|1|1|1.27|1|1|1.28|1|1|1.28|1|1|1.85|1|1|1.92|1|2|1.93|1|1|1.97|1|1|1.78|1|1|0|1.7|1|0
122-06645|12/31/2021|54|122-06645|3|99999|2|1|12.781|1|4171|1.13|15|17|1.12|15|17|1.08|15|16|1.13|15|17|1.59|15|24|1.52|15|23|1.34|15|20|1.35|15|20|1.65|15|24|0|1.7|1|0
122-06644|12/31/2021|54|122-06644|3|99999|2|1|3.046|1|5558|1.11|4|4|1.07|4|4|1.07|4|4|1.08|3|4|1.38|4|5|1.27|4|5|1.25|4|4|1.27|4|4|1.29|3|4|0|1.7|1|0
