YEAR_RECORD|STATE_CODE|ROUTE_ID|BEGIN_POINT|END_POINT|DATA_ITEM|SECTION_LENGTH|VALUE_NUMERIC|VALUE_TEXT|VALUE_DATE|COMMENTS
2021|54|02200110000NB|13.260|13.300|IRI|0.040|209||6/2021|
2021|54|02200110000NB|13.300|13.400|IRI|0.100|164||6/2021|
2021|54|02200110000NB|13.400|13.500|IRI|0.100|118||6/2021|
2021|54|02200110000NB|13.500|13.600|IRI|0.100|139||6/2021|
2021|54|02200110000NB|13.600|13.700|IRI|0.100|231||6/2021|
2021|54|02200110000NB|13.700|13.800|IRI|0.100|233||6/2021|
2021|54|02200110000NB|13.800|13.900|IRI|0.100|220||6/2021|
2021|54|02200110000NB|13.900|14.000|IRI|0.100|203||6/2021|
2021|54|02200110000NB|14.000|14.100|IRI|0.100|167||6/2021|
2021|54|02200110000NB|14.100|14.200|IRI|0.100|154||6/2021|
2021|54|02200110000NB|14.200|14.300|IRI|0.100|176||6/2021|
2021|54|02200110000NB|14.300|14.400|IRI|0.100|222||6/2021|
2021|54|02200110000NB|14.400|14.500|IRI|0.100|131||6/2021|
2021|54|02200110000NB|14.500|14.600|IRI|0.100|179||6/2021|
2021|54|02200110000NB|14.600|14.700|IRI|0.100|162||6/2021|
2021|54|02200110000NB|14.700|14.800|IRI|0.100|235||6/2021|
2021|54|02200110000NB|14.800|14.810|IRI|0.010|218||6/2021|
2021|54|0230009000000|0.000|0.100|IRI|0.100|149||4/2021|
2021|54|0230009000000|0.100|0.200|IRI|0.100|85||4/2021|
2021|54|0230009000000|0.200|0.300|IRI|0.100|104||4/2021|
2021|54|0230009000000|0.300|0.400|IRI|0.100|93||4/2021|
2021|54|0230009000000|0.400|0.500|IRI|0.100|98||4/2021|
2021|54|0230009000000|0.500|0.600|IRI|0.100|85||4/2021|
2021|54|0230009000000|0.600|0.700|IRI|0.100|81||4/2021|
2021|54|0230009000000|0.700|0.800|IRI|0.100|96||4/2021|
2021|54|0230009000000|0.800|0.900|IRI|0.100|101||4/2021|
2021|54|0230009000000|0.900|1.000|IRI|0.100|96||4/2021|
2021|54|0230009000000|1.000|1.100|IRI|0.100|88||4/2021|
2021|54|0230009000000|1.100|1.200|IRI|0.100|109||4/2021|
2021|54|0230009000000|1.200|1.300|IRI|0.100|128||4/2021|
2021|54|0230009000000|1.300|1.400|IRI|0.100|129||4/2021|
2021|54|0230009000000|1.400|1.500|IRI|0.100|80||4/2021|
2021|54|0230009000000|1.500|1.600|IRI|0.100|95||4/2021|
2021|54|0230009000000|1.600|1.700|IRI|0.100|98||4/2021|
2021|54|0230009000000|1.700|1.800|IRI|0.100|115||4/2021|
2021|54|0230009000000|1.800|1.900|IRI|0.100|110||4/2021|
2021|54|0230009000000|1.900|2.000|IRI|0.100|104||4/2021|
2021|54|0230009000000|10.000|10.100|IRI|0.100|68||4/2021|
2021|54|0230009000000|10.100|10.200|IRI|0.100|80||4/2021|
2021|54|0230009000000|10.200|10.300|IRI|0.100|88||4/2021|
2021|54|0230009000000|10.300|10.400|IRI|0.100|126||4/2021|
2021|54|0230009000000|10.400|10.500|IRI|0.100|203||4/2021|
2021|54|0230009000000|10.500|10.600|IRI|0.100|138||4/2021|
2021|54|0230009000000|10.600|10.700|IRI|0.100|203||4/2021|
2021|54|0230009000000|10.700|10.800|IRI|0.100|168||4/2021|
2021|54|0230009000000|10.800|10.900|IRI|0.100|121||4/2021|
2021|54|0230009000000|10.900|11.000|IRI|0.100|76||4/2021|
2021|54|0230009000000|11.000|11.100|IRI|0.100|221||4/2021|
2021|54|0230009000000|11.100|11.200|IRI|0.100|87||4/2021|
2021|54|0230009000000|11.200|11.300|IRI|0.100|107||4/2021|
2021|54|0230009000000|11.300|11.400|IRI|0.100|118||4/2021|
2021|54|0230009000000|11.400|11.500|IRI|0.100|91||4/2021|
2021|54|0230009000000|11.500|11.600|IRI|0.100|66||4/2021|
2021|54|0230009000000|11.600|11.700|IRI|0.100|79||4/2021|
2021|54|0230009000000|11.700|11.800|IRI|0.100|77||4/2021|
2021|54|0230009000000|11.800|11.900|IRI|0.100|45||4/2021|
2021|54|0230009000000|11.900|12.000|IRI|0.100|56||4/2021|
2021|54|0230009000000|12.000|12.100|IRI|0.100|35||4/2021|
2021|54|0230009000000|12.100|12.200|IRI|0.100|64||4/2021|
2021|54|0230009000000|12.200|12.300|IRI|0.100|66||4/2021|
2021|54|0230009000000|12.300|12.400|IRI|0.100|54||4/2021|
2021|54|0230009000000|12.400|12.450|IRI|0.050|89||4/2021|
2021|54|0230009000000|13.996|14.100|IRI|0.104|118||4/2021|
2021|54|0230009000000|14.100|14.200|IRI|0.100|301||4/2021|
2021|54|0230009000000|14.200|14.300|IRI|0.100|186||4/2021|
2021|54|0230009000000|14.300|14.400|IRI|0.100|173||4/2021|
2021|54|0230009000000|14.400|14.500|IRI|0.100|143||4/2021|
2021|54|0230009000000|14.500|14.600|IRI|0.100|141||4/2021|
2021|54|0230009000000|14.600|14.700|IRI|0.100|174||4/2021|
2021|54|0230009000000|14.700|14.800|IRI|0.100|158||4/2021|
2021|54|0230009000000|14.800|14.900|IRI|0.100|192||4/2021|
2021|54|0230009000000|14.900|15.000|IRI|0.100|131||4/2021|
2021|54|0230009000000|15.000|15.100|IRI|0.100|248||4/2021|
2021|54|0230009000000|15.100|15.200|IRI|0.100|236||4/2021|
2021|54|0230009000000|15.200|15.300|IRI|0.100|158||4/2021|
2021|54|0230009000000|15.300|15.370|IRI|0.070|182||4/2021|
